phyname	dN	dNse	dS	dSse	dNdS	genea1	genea1mvld
Mvsl_MvDv_A1pair_4658.results.txt	0.00001	0.00000	0.00000	0.00000	10000	MvSl-1064-A1-R4_MC04-1g05962	MvSlatifolia-1318-D-TG7-PbcR_C10g07116
Mvsl_MvDv_A1pair_4659.results.txt	0.67419	0.27548	56.34819	122.69585	0.0119647	MvSl-1064-A1-R4_MC04-1g05963	MvSlatifolia-1318-D-TG7-PbcR_C10g07115
Mvsl_MvDv_A1pair_4660.results.txt	8.11610	20.22089	5.41549	14.99594	1.49868	MvSl-1064-A1-R4_MC04-1g05964	MvSlatifolia-1318-D-TG7-PbcR_C10g07114
Mvsl_MvDv_A1pair_4661.results.txt	0.22255	0.00000	3.67585	4.80360	0.0605438	MvSl-1064-A1-R4_MC04-1g05965	MvSlatifolia-1318-D-TG7-PbcR_C10g07113
Mvsl_MvDv_A1pair_4662.results.txt	0.55198	0.19812	9.77535	19.63483	0.0564665	MvSl-1064-A1-R4_MC04-1g05967	MvSlatifolia-1318-D-TG7-PbcR_C10g07112
Mvsl_MvDv_A1pair_4663.results.txt	0.60566	0.00000	80.37534	322.71152	0.0075354	MvSl-1064-A1-R4_MC04-1g05968	MvSlatifolia-1318-D-TG7-PbcR_C10g07111
Mvsl_MvDv_A1pair_4664.results.txt	10.37551	5.89936	0.10480	0.00000	99.003	MvSl-1064-A1-R4_MC04-1g05969	MvSlatifolia-1318-D-TG7-PbcR_C10g07110
Mvsl_MvDv_A1pair_4665.results.txt	1.66654	0.76245	1.95338	2.60610	0.853157	MvSl-1064-A1-R4_MC04-1g05970	MvSlatifolia-1318-D-TG7-PbcR_C10g07109
Mvsl_MvDv_A1pair_4666.results.txt	1.03043	0.51299	74.66968	157.89490	0.0137998	MvSl-1064-A1-R4_MC04-1g05972	MvSlatifolia-1318-D-TG7-PbcR_C10g07108
Mvsl_MvDv_A1pair_4668.results.txt	23.60128	41.47766	0.23840	0.38787	98.9987	MvSl-1064-A1-R4_MC04-1g05974	MvSlatifolia-1318-D-TG7-PbcR_C10g07106
Mvsl_MvDv_A1pair_4669.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g05975	MvSlatifolia-1318-D-TG7-PbcR_C10g07105
Mvsl_MvDv_A1pair_4670.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g05977	MvSlatifolia-1318-D-TG7-PbcR_C24g11500
Mvsl_MvDv_A1pair_4675.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g05990	MvSlatifolia-1318-D-TG7-PbcR_C24g11518
Mvsl_MvDv_A1pair_4676.results.txt	0.00000	0.00015	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g05991	MvSlatifolia-1318-D-TG7-PbcR_C24g11519
Mvsl_MvDv_A1pair_4677.results.txt	1.03062	0.42671	0.29914	0.30260	3.44528	MvSl-1064-A1-R4_MC04-1g05992	MvSlatifolia-1318-D-TG7-PbcR_C24g11520
Mvsl_MvDv_A1pair_4678.results.txt	13.15293	14.13923	0.13286	0.57971	98.9984	MvSl-1064-A1-R4_MC04-1g05993	MvSlatifolia-1318-D-TG7-PbcR_C24g11521
Mvsl_MvDv_A1pair_468.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00621	MvSlatifolia-1318-D-TG7-PbcR_C03g02950
Mvsl_MvDv_A1pair_4680.results.txt	1.13425	0.73548	0.52767	0.52810	2.14954	MvSl-1064-A1-R4_MC04-1g05995	MvSlatifolia-1318-D-TG7-PbcR_C24g11523
Mvsl_MvDv_A1pair_4681.results.txt	0.85062	0.43237	2.16091	2.31342	0.39364	MvSl-1064-A1-R4_MC04-1g05996	MvSlatifolia-1318-D-TG7-PbcR_C24g11524
Mvsl_MvDv_A1pair_4682.results.txt	0.28147	0.17699	0.47189	0.61817	0.596474	MvSl-1064-A1-R4_MC04-1g05997	MvSlatifolia-1318-D-TG7-PbcR_C24g11525
Mvsl_MvDv_A1pair_4683.results.txt	13.67007	42.59372	20.88816	64.43181	0.654441	MvSl-1064-A1-R4_MC04-1g05998	MvSlatifolia-1318-D-TG7-PbcR_C24g11526
Mvsl_MvDv_A1pair_4685.results.txt	20.75060	380.95869	7.50483	133.35912	2.76497	MvSl-1064-A1-R4_MC04-1g06001	MvSlatifolia-1318-D-TG7-PbcR_C24g11529
Mvsl_MvDv_A1pair_4686.results.txt	24.41445	51.18298	0.90326	1.81740	27.0293	MvSl-1064-A1-R4_MC04-1g06002	MvSlatifolia-1318-D-TG7-PbcR_C24g11530
Mvsl_MvDv_A1pair_4687.results.txt	0.00008	0.00000	0.08395	0.00000	0.000952948	MvSl-1064-A1-R4_MC04-1g06003	MvSlatifolia-1318-D-TG7-PbcR_C24g11531
Mvsl_MvDv_A1pair_469.results.txt	0.60524	0.23814	61.37057	101.83578	0.00986206	MvSl-1064-A1-R4_A1g00622	MvSlatifolia-1318-D-TG7-PbcR_C03g02949
Mvsl_MvDv_A1pair_4690.results.txt	1.86119	0.79126	5.29162	6.26958	0.351724	MvSl-1064-A1-R4_MC04-1g06006	MvSlatifolia-1318-D-TG7-PbcR_C24g11534
Mvsl_MvDv_A1pair_4691.results.txt	0.65511	0.21074	1.35427	1.31547	0.483737	MvSl-1064-A1-R4_MC04-1g06009	MvSlatifolia-1318-D-TG7-PbcR_C24g11541
Mvsl_MvDv_A1pair_4692.results.txt	0.71569	0.45401	2.54339	2.34129	0.281392	MvSl-1064-A1-R4_MC04-1g06010	MvSlatifolia-1318-D-TG7-PbcR_C24g11542
Mvsl_MvDv_A1pair_4693.results.txt	1.39267	0.69195	3.99297	4.55457	0.34878	MvSl-1064-A1-R4_MC04-1g06011	MvSlatifolia-1318-D-TG7-PbcR_C24g11543
Mvsl_MvDv_A1pair_4694.results.txt	1.11504	0.42625	7.38362	14.27392	0.151015	MvSl-1064-A1-R4_MC04-1g06012	MvSlatifolia-1318-D-TG7-PbcR_C24g11544
Mvsl_MvDv_A1pair_4695.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC04-1g06013	MvSlatifolia-1318-D-TG7-PbcR_C24g11545
Mvsl_MvDv_A1pair_4696.results.txt	13.80132	47.02146	23.72969	99.75031	0.581606	MvSl-1064-A1-R4_MC04-1g06014	MvSlatifolia-1318-D-TG7-PbcR_C24g11546
Mvsl_MvDv_A1pair_4697.results.txt	0.85168	0.30592	59.77008	337.54436	0.0142493	MvSl-1064-A1-R4_MC04-1g06015	MvSlatifolia-1318-D-TG7-PbcR_C24g11547
Mvsl_MvDv_A1pair_4698.results.txt	8.28773	16.10490	40.70889	85.70822	0.203585	MvSl-1064-A1-R4_MC04-1g06016	MvSlatifolia-1318-D-TG7-PbcR_C24g11548
Mvsl_MvDv_A1pair_4699.results.txt	0.60367	0.65220	14.53474	23.64100	0.0415329	MvSl-1064-A1-R4_MC04-1g06017	MvSlatifolia-1318-D-TG7-PbcR_C24g11549
Mvsl_MvDv_A1pair_47.results.txt	0.02542	0.02545	0.00026	0.00000	97.7689	MvSl-1064-A1-R4_A1g00053	MvSlatifolia-1318-D-TG7-PbcR_C03g03272
Mvsl_MvDv_A1pair_4701.results.txt	0.03439	0.03541	0.00035	0.00266	98.2569	MvSl-1064-A1-R4_MC04-1g06019	MvSlatifolia-1318-D-TG7-PbcR_C24g11551
Mvsl_MvDv_A1pair_4702.results.txt	0.02717	0.02789	0.00027	0.00386	100.629	MvSl-1064-A1-R4_MC04-1g06020	MvSlatifolia-1318-D-TG7-PbcR_C24g11552
Mvsl_MvDv_A1pair_4703.results.txt	0.00000	0.00152	0.00001	0.00225	0	MvSl-1064-A1-R4_MC04-1g06030	MvSlatifolia-1318-D-TG7-PbcR_C24g11558
Mvsl_MvDv_A1pair_4704.results.txt	15.66916	0.00000	19.66318	0.00000	0.796878	MvSl-1064-A1-R4_MC04-1g06031	MvSlatifolia-1318-D-TG7-PbcR_C24g11559
Mvsl_MvDv_A1pair_4706.results.txt	17.97822	0.00000	0.18160	0.00000	98.999	MvSl-1064-A1-R4_MC04-1g06033	MvSlatifolia-1318-D-TG7-PbcR_C24g11561
Mvsl_MvDv_A1pair_4707.results.txt	0.76923	0.38473	99.54813	375.60561	0.00772722	MvSl-1064-A1-R4_MC04-1g06034	MvSlatifolia-1318-D-TG7-PbcR_C24g11562
Mvsl_MvDv_A1pair_4708.results.txt	0.55967	0.24552	107.02136	222.39876	0.00522952	MvSl-1064-A1-R4_MC04-1g06035	MvSlatifolia-1318-D-TG7-PbcR_C24g11563
Mvsl_MvDv_A1pair_4709.results.txt	7.49683	10.18985	0.92242	1.54454	8.12735	MvSl-1064-A1-R4_MC04-1g06036	MvSlatifolia-1318-D-TG7-PbcR_C24g11564
Mvsl_MvDv_A1pair_4710.results.txt	0.62909	0.43740	2.57865	2.75748	0.243961	MvSl-1064-A1-R4_MC04-1g06037	MvSlatifolia-1318-D-TG7-PbcR_C24g11565
Mvsl_MvDv_A1pair_4711.results.txt	1.22598	0.48767	11.27612	16.39988	0.108724	MvSl-1064-A1-R4_MC04-1g06038	MvSlatifolia-1318-D-TG7-PbcR_C24g11566
Mvsl_MvDv_A1pair_4712.results.txt	23.73386	35.80669	2.25598	2.30135	10.5204	MvSl-1064-A1-R4_MC04-1g06039	MvSlatifolia-1318-D-TG7-PbcR_C24g11567
Mvsl_MvDv_A1pair_4713.results.txt	0.02227	0.02268	0.00022	0.00000	101.227	MvSl-1064-A1-R4_MC04-1g06040	MvSlatifolia-1318-D-TG7-PbcR_C24g11568
Mvsl_MvDv_A1pair_4714.results.txt	0.00000	0.00010	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g06041	MvSlatifolia-1318-D-TG7-PbcR_C24g11569
Mvsl_MvDv_A1pair_4715.results.txt	11.12813	44.27891	9.70100	71.42734	1.14711	MvSl-1064-A1-R4_MC04-1g06042	MvSlatifolia-1318-D-TG7-PbcR_C24g11570
Mvsl_MvDv_A1pair_4716.results.txt	0.00001	0.00484	0.00000	0.00000	10000	MvSl-1064-A1-R4_MC04-1g06043	MvSlatifolia-1318-D-TG7-PbcR_C24g11573
Mvsl_MvDv_A1pair_4717.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC04-1g06044	MvSlatifolia-1318-D-TG7-PbcR_C24g11574
Mvsl_MvDv_A1pair_4718.results.txt	0.00000	0.00013	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g06045	MvSlatifolia-1318-D-TG7-PbcR_C24g11575
Mvsl_MvDv_A1pair_4721.results.txt	0.02086	0.02146	0.00021	0.00309	99.3329	MvSl-1064-A1-R4_MC04-1g06048	MvSlatifolia-1318-D-TG7-PbcR_C24g11578
Mvsl_MvDv_A1pair_4722.results.txt	0.76639	0.26544	62.56012	297.93231	0.0122505	MvSl-1064-A1-R4_MC04-1g06049	MvSlatifolia-1318-D-TG7-PbcR_C24g11579
Mvsl_MvDv_A1pair_4723.results.txt	15.08684	33.95465	20.88751	51.51408	0.72229	MvSl-1064-A1-R4_MC04-1g06050	MvSlatifolia-1318-D-TG7-PbcR_C24g11580
Mvsl_MvDv_A1pair_4725.results.txt	2.85450	2.40895	57.96949	96.68516	0.0492414	MvSl-1064-A1-R4_MC04-1g06052	MvSlatifolia-1318-D-TG7-PbcR_C24g11582
Mvsl_MvDv_A1pair_4726.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g06053	MvSlatifolia-1318-D-TG7-PbcR_C24g11583
Mvsl_MvDv_A1pair_4727.results.txt	1.74249	1.50357	0.01760	0.09792	99.0051	MvSl-1064-A1-R4_MC04-1g06054	MvSlatifolia-1318-D-TG7-PbcR_C24g11584
Mvsl_MvDv_A1pair_4728.results.txt	1.26915	1.20432	2.12725	3.39044	0.596615	MvSl-1064-A1-R4_MC04-1g06055	MvSlatifolia-1318-D-TG7-PbcR_C24g11585
Mvsl_MvDv_A1pair_4729.results.txt	24.22881	50.86339	4.76475	10.58984	5.08501	MvSl-1064-A1-R4_MC04-1g06056	MvSlatifolia-1318-D-TG7-PbcR_C24g11586
Mvsl_MvDv_A1pair_473.results.txt	1.39037	0.67838	33.82631	134.17027	0.0411032	MvSl-1064-A1-R4_A1g00626	MvSlatifolia-1318-D-TG7-PbcR_C03g02945
Mvsl_MvDv_A1pair_4730.results.txt	0.00000	0.01784	0.00001	0.04537	0	MvSl-1064-A1-R4_MC04-1g06057	MvSlatifolia-1318-D-TG7-PbcR_C24g11587
Mvsl_MvDv_A1pair_4731.results.txt	6.20591	8.03872	1.48471	1.49475	4.17988	MvSl-1064-A1-R4_MC04-1g06058	MvSlatifolia-1318-D-TG7-PbcR_C24g11588
Mvsl_MvDv_A1pair_4735.results.txt	0.68951	0.33896	10.45788	13.82760	0.0659321	MvSl-1064-A1-R4_MC04-1g06062	MvSlatifolia-1318-D-TG7-PbcR_C24g11592
Mvsl_MvDv_A1pair_4738.results.txt	0.00000	0.00329	0.00001	0.00000	0	MvSl-1064-A1-R4_MC04-1g06065	MvSlatifolia-1318-D-TG7-PbcR_C24g11595
Mvsl_MvDv_A1pair_4739.results.txt	0.00000	0.00030	0.00001	0.02029	0	MvSl-1064-A1-R4_MC04-1g06066	MvSlatifolia-1318-D-TG7-PbcR_C24g11596
Mvsl_MvDv_A1pair_474.results.txt	1.71268	1.70892	62.92781	175.20386	0.0272166	MvSl-1064-A1-R4_A1g00627	MvSlatifolia-1318-D-TG7-PbcR_C03g02944
Mvsl_MvDv_A1pair_4740.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC04-1g06067	MvSlatifolia-1318-D-TG7-PbcR_C24g11598
Mvsl_MvDv_A1pair_4741.results.txt	0.00000	0.00585	0.00001	0.01137	0	MvSl-1064-A1-R4_MC04-1g06069	MvSlatifolia-1318-D-TG7-PbcR_C24g11600
Mvsl_MvDv_A1pair_4743.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC04-2g06092	MvSlatifolia-1318-D-TG7-PbcR_C24g11606
Mvsl_MvDv_A1pair_4744.results.txt	0.00000	0.03978	0.00001	0.09570	0	MvSl-1064-A1-R4_MC04-2g06093	MvSlatifolia-1318-D-TG7-PbcR_C24g11607
Mvsl_MvDv_A1pair_4745.results.txt	2.00403	1.06112	0.86917	0.83538	2.30568	MvSl-1064-A1-R4_MC04-2g06094	MvSlatifolia-1318-D-TG7-PbcR_C24g11608
Mvsl_MvDv_A1pair_4746.results.txt	1.10636	0.52393	2.20500	1.53498	0.501751	MvSl-1064-A1-R4_MC04-2g06095	MvSlatifolia-1318-D-TG7-PbcR_C24g11609
Mvsl_MvDv_A1pair_4748.results.txt	1.16601	0.61509	0.45105	0.49821	2.5851	MvSl-1064-A1-R4_MC04-2g06098	MvSlatifolia-1318-D-TG7-PbcR_C24g11612
Mvsl_MvDv_A1pair_4749.results.txt	1.16964	0.46084	53.86443	107.15399	0.0217145	MvSl-1064-A1-R4_MC04-2g06099	MvSlatifolia-1318-D-TG7-PbcR_C24g11615
Mvsl_MvDv_A1pair_4750.results.txt	0.87287	0.40075	75.41685	179.45098	0.0115739	MvSl-1064-A1-R4_MC04-2g06100	MvSlatifolia-1318-D-TG7-PbcR_C24g11616
Mvsl_MvDv_A1pair_4752.results.txt	2.32631	1.38938	1.04878	0.76282	2.21811	MvSl-1064-A1-R4_MC04-2g06102	MvSlatifolia-1318-D-TG7-PbcR_C24g11618
Mvsl_MvDv_A1pair_4753.results.txt	0.00004	0.00128	0.04453	0.04388	0.000898271	MvSl-1064-A1-R4_MC04-2g06103	MvSlatifolia-1318-D-TG7-PbcR_C24g11619
Mvsl_MvDv_A1pair_4754.results.txt	0.00000	0.01297	0.00001	0.02624	0	MvSl-1064-A1-R4_MC04-2g06104	MvSlatifolia-1318-D-TG7-PbcR_C24g11620
Mvsl_MvDv_A1pair_4755.results.txt	0.00006	0.00000	0.06387	0.00000	0.000939408	MvSl-1064-A1-R4_MC04-2g06105	MvSlatifolia-1318-D-TG7-PbcR_C24g11621
Mvsl_MvDv_A1pair_4756.results.txt	0.02337	0.02316	0.00024	0.00000	97.3746	MvSl-1064-A1-R4_MC04-2g06106	MvSlatifolia-1318-D-TG7-PbcR_C24g11622
Mvsl_MvDv_A1pair_4757.results.txt	1.68994	0.75154	1.18097	1.11291	1.43098	MvSl-1064-A1-R4_MC04-2g06107	MvSlatifolia-1318-D-TG7-PbcR_C24g11623
Mvsl_MvDv_A1pair_4758.results.txt	0.86331	0.71189	6.17139	31.31266	0.139889	MvSl-1064-A1-R4_MC04-2g06108	MvSlatifolia-1318-D-TG7-PbcR_C24g11624
Mvsl_MvDv_A1pair_4759.results.txt	25.42663	75.32932	2.02846	4.57295	12.5349	MvSl-1064-A1-R4_MC05-1g06112	MvSlatifolia-1318-D-TG7-PbcR_C19g10628
Mvsl_MvDv_A1pair_476.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00629	MvSlatifolia-1318-D-TG7-PbcR_C03g02942
Mvsl_MvDv_A1pair_4760.results.txt	1.30269	0.77711	8.15938	0.00000	0.159656	MvSl-1064-A1-R4_MC05-1g06117	MvSlatifolia-1318-D-TG7-PbcR_C25g11627
Mvsl_MvDv_A1pair_4761.results.txt	1.25319	1.16013	0.92600	0.61290	1.35334	MvSl-1064-A1-R4_MC05-1g06118	MvSlatifolia-1318-D-TG7-PbcR_C25g11628
Mvsl_MvDv_A1pair_4762.results.txt	0.52492	0.24799	3.96725	5.01349	0.132313	MvSl-1064-A1-R4_MC05-1g06119	MvSlatifolia-1318-D-TG7-PbcR_C25g11629
Mvsl_MvDv_A1pair_4763.results.txt	0.33325	0.19170	43.15445	77.47312	0.00772226	MvSl-1064-A1-R4_MC05-1g06120	MvSlatifolia-1318-D-TG7-PbcR_C25g11630
Mvsl_MvDv_A1pair_4765.results.txt	0.35775	0.37511	1.05475	1.69458	0.33918	MvSl-1064-A1-R4_MC05-1g06122	MvSlatifolia-1318-D-TG7-PbcR_C25g11632
Mvsl_MvDv_A1pair_4766.results.txt	1.25649	0.74558	46.12597	250.76092	0.0272404	MvSl-1064-A1-R4_MC05-1g06123	MvSlatifolia-1318-D-TG7-PbcR_C25g11633
Mvsl_MvDv_A1pair_4767.results.txt	0.00000	0.01187	0.00001	0.03915	0	MvSl-1064-A1-R4_MC05-1g06124	MvSlatifolia-1318-D-TG7-PbcR_C25g11634
Mvsl_MvDv_A1pair_4769.results.txt	0.00000	0.00014	0.00001	0.03287	0	MvSl-1064-A1-R4_MC05-1g06126	MvSlatifolia-1318-D-TG7-PbcR_C25g11636
Mvsl_MvDv_A1pair_477.results.txt	15.23864	0.00000	20.20474	83.39060	0.754211	MvSl-1064-A1-R4_A1g00630	MvSlatifolia-1318-D-TG7-PbcR_C03g02941
Mvsl_MvDv_A1pair_4771.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC05-1g06130	MvSlatifolia-1318-D-TG7-PbcR_C25g11639
Mvsl_MvDv_A1pair_4772.results.txt	1.11501	0.48703	9.41696	22.97625	0.118404	MvSl-1064-A1-R4_MC05-1g06131	MvSlatifolia-1318-D-TG7-PbcR_C25g11640
Mvsl_MvDv_A1pair_4774.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC05-1g06133	MvSlatifolia-1318-D-TG7-PbcR_C25g11642
Mvsl_MvDv_A1pair_4775.results.txt	1.13694	0.38173	12.74671	33.90516	0.0891948	MvSl-1064-A1-R4_MC05-1g06134	MvSlatifolia-1318-D-TG7-PbcR_C25g11643
Mvsl_MvDv_A1pair_4777.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC05-1g06136	MvSlatifolia-1318-D-TG7-PbcR_C25g11645
Mvsl_MvDv_A1pair_478.results.txt	0.78214	0.28497	70.45787	236.89252	0.0111008	MvSl-1064-A1-R4_A1g00631	MvSlatifolia-1318-D-TG7-PbcR_C03g02940
Mvsl_MvDv_A1pair_4780.results.txt	23.74714	25.27539	0.61970	0.83364	38.3204	MvSl-1064-A1-R4_MC05-1g06139	MvSlatifolia-1318-D-TG7-PbcR_C25g11648
Mvsl_MvDv_A1pair_4782.results.txt	0.67825	0.27013	14.92947	46.76069	0.0454303	MvSl-1064-A1-R4_MC05-1g06141	MvSlatifolia-1318-D-TG7-PbcR_C25g11650
Mvsl_MvDv_A1pair_4783.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC05-1g06142	MvSlatifolia-1318-D-TG7-PbcR_C25g11651
Mvsl_MvDv_A1pair_4787.results.txt	0.00000	0.00010	0.00002	0.02197	0	MvSl-1064-A1-R4_MC05-1g06146	MvSlatifolia-1318-D-TG7-PbcR_C25g11655
Mvsl_MvDv_A1pair_4788.results.txt	1.17412	0.76094	4.34890	3.67719	0.269981	MvSl-1064-A1-R4_MC05-1g06147	MvSlatifolia-1318-D-TG7-PbcR_C25g11656
Mvsl_MvDv_A1pair_4789.results.txt	1.42651	0.50106	24.77400	72.97229	0.0575809	MvSl-1064-A1-R4_MC05-1g06148	MvSlatifolia-1318-D-TG7-PbcR_C25g11657
Mvsl_MvDv_A1pair_479.results.txt	0.02047	0.02060	0.00021	0.00203	97.4757	MvSl-1064-A1-R4_A1g00632	MvSlatifolia-1318-D-TG7-PbcR_C03g02939
Mvsl_MvDv_A1pair_4790.results.txt	1.32060	0.00000	76.36551	169.21870	0.0172931	MvSl-1064-A1-R4_MC05-1g06149	MvSlatifolia-1318-D-TG7-PbcR_C25g11658
Mvsl_MvDv_A1pair_4791.results.txt	6.77004	9.54777	2.68851	2.94227	2.51814	MvSl-1064-A1-R4_MC05-1g06150	MvSlatifolia-1318-D-TG7-PbcR_C25g11659
Mvsl_MvDv_A1pair_4792.results.txt	0.85332	0.34614	128.23523	248.17039	0.00665433	MvSl-1064-A1-R4_MC05-1g06151	MvSlatifolia-1318-D-TG7-PbcR_C25g11660
Mvsl_MvDv_A1pair_4794.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC05-1g06153	MvSlatifolia-1318-D-TG7-PbcR_C25g11662
Mvsl_MvDv_A1pair_4795.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC05-1g06154	MvSlatifolia-1318-D-TG7-PbcR_C25g11663
Mvsl_MvDv_A1pair_4796.results.txt	22.98289	32.98396	3.92474	6.62479	5.8559	MvSl-1064-A1-R4_MC05-1g06155	MvSlatifolia-1318-D-TG7-PbcR_C25g11664
Mvsl_MvDv_A1pair_4799.results.txt	1.47597	0.77269	82.91131	461.37590	0.0178018	MvSl-1064-A1-R4_MC05-1g06158	MvSlatifolia-1318-D-TG7-PbcR_C25g11667
Mvsl_MvDv_A1pair_480.results.txt	0.83814	0.45032	0.09587	0.23652	8.74246	MvSl-1064-A1-R4_A1g00633	MvSlatifolia-1318-D-TG7-PbcR_C03g02938
Mvsl_MvDv_A1pair_4801.results.txt	2.28380	2.74098	44.67763	113.45339	0.0511173	MvSl-1064-A1-R4_MC05-1g06160	MvSlatifolia-1318-D-TG7-PbcR_C25g11669
Mvsl_MvDv_A1pair_4802.results.txt	0.49832	0.21400	1.09838	1.08032	0.453686	MvSl-1064-A1-R4_MC05-1g06161	MvSlatifolia-1318-D-TG7-PbcR_C25g11670
Mvsl_MvDv_A1pair_4803.results.txt	0.02238	0.02253	0.00023	0.00170	97.3039	MvSl-1064-A1-R4_MC05-1g06162	MvSlatifolia-1318-D-TG7-PbcR_C25g11671
Mvsl_MvDv_A1pair_4804.results.txt	1.28765	0.61637	8.41501	15.51312	0.153018	MvSl-1064-A1-R4_MC05-1g06164	MvSlatifolia-1318-D-TG7-PbcR_C25g11673
Mvsl_MvDv_A1pair_4807.results.txt	1.15738	0.48633	1.71141	1.33140	0.676273	MvSl-1064-A1-R4_MC05-1g06168	MvSlatifolia-1318-D-TG7-PbcR_C25g11676
Mvsl_MvDv_A1pair_4808.results.txt	1.08307	0.23147	44.32254	134.72829	0.0244361	MvSl-1064-A1-R4_MC05-1g06170	MvSlatifolia-1318-D-TG7-PbcR_C25g11677
Mvsl_MvDv_A1pair_4809.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC05-1g06171	MvSlatifolia-1318-D-TG7-PbcR_C25g11678
Mvsl_MvDv_A1pair_4810.results.txt	1.37657	0.64238	3.56021	10.93494	0.386654	MvSl-1064-A1-R4_MC05-1g06172	MvSlatifolia-1318-D-TG7-PbcR_C25g11679
Mvsl_MvDv_A1pair_4813.results.txt	0.66815	0.23517	2.04657	2.15896	0.326473	MvSl-1064-A1-R4_MC05-1g06175	MvSlatifolia-1318-D-TG7-PbcR_C25g11682
Mvsl_MvDv_A1pair_4814.results.txt	1.19689	0.60832	7.76289	10.75205	0.154181	MvSl-1064-A1-R4_MC05-1g06176	MvSlatifolia-1318-D-TG7-PbcR_C25g11683
Mvsl_MvDv_A1pair_4816.results.txt	1.01353	0.43635	65.15227	260.74354	0.0155563	MvSl-1064-A1-R4_MC05-1g06178	MvSlatifolia-1318-D-TG7-PbcR_C25g11685
Mvsl_MvDv_A1pair_4817.results.txt	10.70422	25.53239	8.62051	18.26541	1.24172	MvSl-1064-A1-R4_MC05-1g06179	MvSlatifolia-1318-D-TG7-PbcR_C25g11686
Mvsl_MvDv_A1pair_4818.results.txt	1.11528	0.91610	23.00087	69.31264	0.0484886	MvSl-1064-A1-R4_MC05-1g06180	MvSlatifolia-1318-D-TG7-PbcR_C25g11687
Mvsl_MvDv_A1pair_4819.results.txt	0.23075	0.16407	26.96400	60.01783	0.00855771	MvSl-1064-A1-R4_MC05-1g06181	MvSlatifolia-1318-D-TG7-PbcR_C25g11688
Mvsl_MvDv_A1pair_482.results.txt	0.84631	0.30553	58.59446	132.37210	0.0144435	MvSl-1064-A1-R4_A1g00635	MvSlatifolia-1318-D-TG7-PbcR_C03g02936
Mvsl_MvDv_A1pair_4821.results.txt	0.00000	0.00153	0.00001	0.00000	0	MvSl-1064-A1-R4_MC05-1g06183	MvSlatifolia-1318-D-TG7-PbcR_C25g11690
Mvsl_MvDv_A1pair_4823.results.txt	1.41351	0.56600	80.50181	338.25722	0.0175587	MvSl-1064-A1-R4_MC05-1g06185	MvSlatifolia-1318-D-TG7-PbcR_C25g11692
Mvsl_MvDv_A1pair_4824.results.txt	14.07397	33.07311	0.14814	0.36887	95.0045	MvSl-1064-A1-R4_MC05-1g06186	MvSlatifolia-1318-D-TG7-PbcR_C25g11693
Mvsl_MvDv_A1pair_4826.results.txt	1.51365	0.90120	7.81438	10.59368	0.193701	MvSl-1064-A1-R4_MC05-1g06189	MvSlatifolia-1318-D-TG7-PbcR_C25g11696
Mvsl_MvDv_A1pair_4827.results.txt	1.45190	0.49496	50.86373	118.64794	0.0285449	MvSl-1064-A1-R4_MC05-1g06191	MvSlatifolia-1318-D-TG7-PbcR_C25g11698
Mvsl_MvDv_A1pair_4828.results.txt	17.13479	0.00000	14.82624	0.00000	1.15571	MvSl-1064-A1-R4_MC05-1g06192	MvSlatifolia-1318-D-TG7-PbcR_C25g11699
Mvsl_MvDv_A1pair_4829.results.txt	16.87133	61.26532	0.17042	1.02487	98.9985	MvSl-1064-A1-R4_MC05-1g06193	MvSlatifolia-1318-D-TG7-PbcR_C25g11700
Mvsl_MvDv_A1pair_4831.results.txt	0.37983	0.16588	95.96494	304.10618	0.00395801	MvSl-1064-A1-R4_MC05-1g06195	MvSlatifolia-1318-D-TG7-PbcR_C25g11702
