phyname	dN	dNse	dS	dSse	dNdS	genea1	genea1mvld
Mvsl_MvDv_A1pair_3541.results.txt	0.61847	0.29550	68.42903	352.86783	0.00903812	MvSl-1064-A1-R4_MC03g04595	MvSlatifolia-1318-D-TG7-PbcR_C02g01541
Mvsl_MvDv_A1pair_3542.results.txt	0.00000	0.00012	0.00002	0.00390	0	MvSl-1064-A1-R4_MC03g04596	MvSlatifolia-1318-D-TG7-PbcR_C02g01542
Mvsl_MvDv_A1pair_3543.results.txt	0.79151	0.34796	58.12623	139.67405	0.0136171	MvSl-1064-A1-R4_MC03g04597	MvSlatifolia-1318-D-TG7-PbcR_C02g01543
Mvsl_MvDv_A1pair_3544.results.txt	0.53870	0.18245	22.72324	49.86505	0.023707	MvSl-1064-A1-R4_MC03g04598	MvSlatifolia-1318-D-TG7-PbcR_C02g01544
Mvsl_MvDv_A1pair_3545.results.txt	25.54422	28.77272	0.26540	0.21092	96.248	MvSl-1064-A1-R4_MC03g04599	MvSlatifolia-1318-D-TG7-PbcR_C02g01545
Mvsl_MvDv_A1pair_3546.results.txt	0.00000	0.00028	0.00001	0.27294	0	MvSl-1064-A1-R4_MC03g04600	MvSlatifolia-1318-D-TG7-PbcR_C02g01546
Mvsl_MvDv_A1pair_3547.results.txt	0.61249	0.23636	16.45899	29.91127	0.0372131	MvSl-1064-A1-R4_MC03g04601	MvSlatifolia-1318-D-TG7-PbcR_C02g01547
Mvsl_MvDv_A1pair_3548.results.txt	3.32148	2.16607	1.66150	1.86848	1.99909	MvSl-1064-A1-R4_MC03g04602	MvSlatifolia-1318-D-TG7-PbcR_C02g01548
Mvsl_MvDv_A1pair_3549.results.txt	2.13703	1.01503	3.73176	7.11113	0.57266	MvSl-1064-A1-R4_MC03g04603	MvSlatifolia-1318-D-TG7-PbcR_C02g01549
Mvsl_MvDv_A1pair_3550.results.txt	0.79190	0.35636	63.04728	93.07074	0.0125604	MvSl-1064-A1-R4_MC03g04605	MvSlatifolia-1318-D-TG7-PbcR_C02g01551
Mvsl_MvDv_A1pair_3551.results.txt	1.49410	0.65737	1.28080	1.06529	1.16654	MvSl-1064-A1-R4_MC03g04606	MvSlatifolia-1318-D-TG7-PbcR_C02g01552
Mvsl_MvDv_A1pair_3552.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04607	MvSlatifolia-1318-D-TG7-PbcR_C02g01553
Mvsl_MvDv_A1pair_3555.results.txt	17.93246	31.18251	1.45532	2.57225	12.322	MvSl-1064-A1-R4_MC03g04610	MvSlatifolia-1318-D-TG7-PbcR_C02g01556
Mvsl_MvDv_A1pair_3556.results.txt	0.00000	0.00008	0.00002	0.00771	0	MvSl-1064-A1-R4_MC03g04611	MvSlatifolia-1318-D-TG7-PbcR_C02g01557
Mvsl_MvDv_A1pair_3558.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04613	MvSlatifolia-1318-D-TG7-PbcR_C02g01559
Mvsl_MvDv_A1pair_3560.results.txt	0.00000	0.00215	0.00000	0.00302	0	MvSl-1064-A1-R4_MC03g04615	MvSlatifolia-1318-D-TG7-PbcR_C02g01561
Mvsl_MvDv_A1pair_3561.results.txt	1.16552	0.40839	1.58641	0.96639	0.73469	MvSl-1064-A1-R4_MC03g04616	MvSlatifolia-1318-D-TG7-PbcR_C02g01562
Mvsl_MvDv_A1pair_3562.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04617	MvSlatifolia-1318-D-TG7-PbcR_C02g01563
Mvsl_MvDv_A1pair_3564.results.txt	0.88412	0.36199	46.86550	322.18962	0.018865	MvSl-1064-A1-R4_MC03g04619	MvSlatifolia-1318-D-TG7-PbcR_C02g01565
Mvsl_MvDv_A1pair_3565.results.txt	1.31027	0.57751	1.27117	1.17003	1.03076	MvSl-1064-A1-R4_MC03g04620	MvSlatifolia-1318-D-TG7-PbcR_C02g01566
Mvsl_MvDv_A1pair_3566.results.txt	0.00000	0.00006	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04621	MvSlatifolia-1318-D-TG7-PbcR_C02g01567
Mvsl_MvDv_A1pair_357.results.txt	1.45739	0.51891	6.10790	14.80638	0.238607	MvSl-1064-A1-R4_A1g00478	MvSlatifolia-1318-D-TG7-PbcR_C03g02615
Mvsl_MvDv_A1pair_3571.results.txt	23.72652	25.78968	0.38576	0.38974	61.5059	MvSl-1064-A1-R4_MC03g04626	MvSlatifolia-1318-D-TG7-PbcR_C02g01572
Mvsl_MvDv_A1pair_3572.results.txt	0.02678	0.02735	0.00027	0.00245	99.1848	MvSl-1064-A1-R4_MC03g04627	MvSlatifolia-1318-D-TG7-PbcR_C02g01573
Mvsl_MvDv_A1pair_3574.results.txt	2.49502	2.44816	4.00556	7.94810	0.622889	MvSl-1064-A1-R4_MC03g04629	MvSlatifolia-1318-D-TG7-PbcR_C02g01575
Mvsl_MvDv_A1pair_3576.results.txt	0.53581	0.31890	93.37231	375.70566	0.00573843	MvSl-1064-A1-R4_MC03g04631	MvSlatifolia-1318-D-TG7-PbcR_C02g01577
Mvsl_MvDv_A1pair_3577.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04632	MvSlatifolia-1318-D-TG7-PbcR_C02g01578
Mvsl_MvDv_A1pair_3578.results.txt	0.72369	0.25919	6.85944	17.74049	0.105503	MvSl-1064-A1-R4_MC03g04633	MvSlatifolia-1318-D-TG7-PbcR_C02g01579
Mvsl_MvDv_A1pair_3579.results.txt	0.80277	0.32906	1.73354	1.47299	0.463081	MvSl-1064-A1-R4_MC03g04634	MvSlatifolia-1318-D-TG7-PbcR_C02g01580
Mvsl_MvDv_A1pair_3580.results.txt	1.25607	0.23659	48.57084	75.47583	0.0258606	MvSl-1064-A1-R4_MC03g04635	MvSlatifolia-1318-D-TG7-PbcR_C02g01581
Mvsl_MvDv_A1pair_3581.results.txt	0.97528	0.41696	6.86253	11.91371	0.142117	MvSl-1064-A1-R4_MC03g04636	MvSlatifolia-1318-D-TG7-PbcR_C02g01582
Mvsl_MvDv_A1pair_3582.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04637	MvSlatifolia-1318-D-TG7-PbcR_C02g01583
Mvsl_MvDv_A1pair_3583.results.txt	1.13080	0.54390	56.44489	100.32763	0.0200337	MvSl-1064-A1-R4_MC03g04638	MvSlatifolia-1318-D-TG7-PbcR_C02g01584
Mvsl_MvDv_A1pair_3584.results.txt	0.89637	0.34639	8.18888	11.28389	0.109462	MvSl-1064-A1-R4_MC03g04639	MvSlatifolia-1318-D-TG7-PbcR_C02g01585
Mvsl_MvDv_A1pair_3586.results.txt	1.70908	0.93583	3.79750	8.26025	0.450054	MvSl-1064-A1-R4_MC03g04641	MvSlatifolia-1318-D-TG7-PbcR_C02g01587
Mvsl_MvDv_A1pair_3587.results.txt	1.06334	1.02310	75.34324	185.57467	0.0141133	MvSl-1064-A1-R4_MC03g04642	MvSlatifolia-1318-D-TG7-PbcR_C02g01588
Mvsl_MvDv_A1pair_3588.results.txt	0.56165	0.32960	0.18773	0.21057	2.9918	MvSl-1064-A1-R4_MC03g04643	MvSlatifolia-1318-D-TG7-PbcR_C02g01589
Mvsl_MvDv_A1pair_3589.results.txt	1.92176	1.06719	66.62872	87.59555	0.0288428	MvSl-1064-A1-R4_MC03g04644	MvSlatifolia-1318-D-TG7-PbcR_C02g01590
Mvsl_MvDv_A1pair_3590.results.txt	1.60192	0.56463	17.63793	54.80808	0.0908224	MvSl-1064-A1-R4_MC03g04645	MvSlatifolia-1318-D-TG7-PbcR_C02g01591
Mvsl_MvDv_A1pair_3591.results.txt	1.67923	0.61556	2.82181	3.63522	0.59509	MvSl-1064-A1-R4_MC03g04646	MvSlatifolia-1318-D-TG7-PbcR_C02g01592
Mvsl_MvDv_A1pair_3592.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04647	MvSlatifolia-1318-D-TG7-PbcR_C02g01593
Mvsl_MvDv_A1pair_3593.results.txt	2.09389	0.38691	3.09610	3.49131	0.676299	MvSl-1064-A1-R4_MC03g04648	MvSlatifolia-1318-D-TG7-PbcR_C02g01594
Mvsl_MvDv_A1pair_3594.results.txt	5.12982	6.54045	85.18232	234.38647	0.0602217	MvSl-1064-A1-R4_MC03g04649	MvSlatifolia-1318-D-TG7-PbcR_C02g01595
Mvsl_MvDv_A1pair_3597.results.txt	0.02554	0.02613	0.00026	0.00252	98.2304	MvSl-1064-A1-R4_MC03g04652	MvSlatifolia-1318-D-TG7-PbcR_C02g01598
Mvsl_MvDv_A1pair_3598.results.txt	0.00000	0.00179	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04653	MvSlatifolia-1318-D-TG7-PbcR_C02g01599
Mvsl_MvDv_A1pair_3599.results.txt	1.77388	0.96705	0.73125	0.65358	2.42582	MvSl-1064-A1-R4_MC03g04654	MvSlatifolia-1318-D-TG7-PbcR_C02g01600
Mvsl_MvDv_A1pair_36.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00042	MvSlatifolia-1318-D-TG7-PbcR_C03g03283
Mvsl_MvDv_A1pair_360.results.txt	11.63505	144.63810	8.26598	107.58174	1.40758	MvSl-1064-A1-R4_A1g00481	MvSlatifolia-1318-D-TG7-PbcR_C03g02618
Mvsl_MvDv_A1pair_3600.results.txt	0.23475	0.19905	1.19412	2.17706	0.196588	MvSl-1064-A1-R4_MC03g04655	MvSlatifolia-1318-D-TG7-PbcR_C02g01601
Mvsl_MvDv_A1pair_3601.results.txt	1.13891	0.41220	1.38470	0.76454	0.822496	MvSl-1064-A1-R4_MC03g04656	MvSlatifolia-1318-D-TG7-PbcR_C02g01602
Mvsl_MvDv_A1pair_3603.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC03g04659	MvSlatifolia-1318-D-TG7-PbcR_C02g01605
Mvsl_MvDv_A1pair_3604.results.txt	23.36335	4.74930	0.23599	0.30977	99.0014	MvSl-1064-A1-R4_MC03g04660	MvSlatifolia-1318-D-TG7-PbcR_C02g01606
Mvsl_MvDv_A1pair_3605.results.txt	3.02048	2.31953	1.40051	1.03091	2.1567	MvSl-1064-A1-R4_MC03g04661	MvSlatifolia-1318-D-TG7-PbcR_C02g01607
Mvsl_MvDv_A1pair_3606.results.txt	3.19127	2.83892	1.51617	2.83262	2.10482	MvSl-1064-A1-R4_MC03g04662	MvSlatifolia-1318-D-TG7-PbcR_C02g01608
Mvsl_MvDv_A1pair_3607.results.txt	3.15024	4.38632	2.85049	4.91384	1.10516	MvSl-1064-A1-R4_MC03g04663	MvSlatifolia-1318-D-TG7-PbcR_C02g01609
Mvsl_MvDv_A1pair_3608.results.txt	1.76463	0.95178	1.06793	0.83132	1.65238	MvSl-1064-A1-R4_MC03g04664	MvSlatifolia-1318-D-TG7-PbcR_C02g01610
Mvsl_MvDv_A1pair_3609.results.txt	2.29499	1.09605	1.52990	0.64430	1.50009	MvSl-1064-A1-R4_MC03g04665	MvSlatifolia-1318-D-TG7-PbcR_C02g01611
Mvsl_MvDv_A1pair_361.results.txt	19.34069	69.13915	8.78428	25.69940	2.20174	MvSl-1064-A1-R4_A1g00482	MvSlatifolia-1318-D-TG7-PbcR_C03g02619
Mvsl_MvDv_A1pair_3611.results.txt	1.10639	0.41453	15.61081	65.12982	0.0708733	MvSl-1064-A1-R4_MC03g04667	MvSlatifolia-1318-D-TG7-PbcR_C02g01613
Mvsl_MvDv_A1pair_3612.results.txt	26.23379	0.00000	0.29477	0.45167	88.9975	MvSl-1064-A1-R4_MC03g04668	MvSlatifolia-1318-D-TG7-PbcR_C02g01614
Mvsl_MvDv_A1pair_3614.results.txt	0.76329	0.38675	49.60525	283.12633	0.0153873	MvSl-1064-A1-R4_MC03g04670	MvSlatifolia-1318-D-TG7-PbcR_C02g01616
Mvsl_MvDv_A1pair_3616.results.txt	0.00000	0.00579	0.00001	0.01518	0	MvSl-1064-A1-R4_MC03g04672	MvSlatifolia-1318-D-TG7-PbcR_C02g01618
Mvsl_MvDv_A1pair_3617.results.txt	1.07836	0.44653	0.88172	0.73410	1.22302	MvSl-1064-A1-R4_MC03g04673	MvSlatifolia-1318-D-TG7-PbcR_C02g01619
Mvsl_MvDv_A1pair_3618.results.txt	1.27848	0.38310	1.69451	0.17309	0.754484	MvSl-1064-A1-R4_MC03g04674	MvSlatifolia-1318-D-TG7-PbcR_C02g01620
Mvsl_MvDv_A1pair_362.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00484	MvSlatifolia-1318-D-TG7-PbcR_C03g02622
Mvsl_MvDv_A1pair_3620.results.txt	0.88555	0.20824	94.89131	228.83974	0.00933226	MvSl-1064-A1-R4_MC03g04676	MvSlatifolia-1318-D-TG7-PbcR_C02g01622
Mvsl_MvDv_A1pair_3621.results.txt	0.00001	0.00000	0.00000	0.00000	10000	MvSl-1064-A1-R4_MC03g04677	MvSlatifolia-1318-D-TG7-PbcR_C02g01623
Mvsl_MvDv_A1pair_3622.results.txt	13.28426	0.00000	23.17152	0.00000	0.573301	MvSl-1064-A1-R4_MC03g04678	MvSlatifolia-1318-D-TG7-PbcR_C02g01624
Mvsl_MvDv_A1pair_3623.results.txt	20.89839	23.18924	0.21110	0.28776	98.9976	MvSl-1064-A1-R4_MC03g04679	MvSlatifolia-1318-D-TG7-PbcR_C02g01625
Mvsl_MvDv_A1pair_3624.results.txt	0.75182	0.25001	44.59863	169.43577	0.0168575	MvSl-1064-A1-R4_MC03g04680	MvSlatifolia-1318-D-TG7-PbcR_C02g01626
Mvsl_MvDv_A1pair_3625.results.txt	0.60981	0.24504	2.39311	2.48804	0.254819	MvSl-1064-A1-R4_MC03g04685	MvSlatifolia-1318-D-TG7-PbcR_C02g01629
Mvsl_MvDv_A1pair_3626.results.txt	0.59886	0.21030	9.35682	17.58993	0.0640025	MvSl-1064-A1-R4_MC03g04686	MvSlatifolia-1318-D-TG7-PbcR_C02g01630
Mvsl_MvDv_A1pair_3629.results.txt	1.40175	0.47158	1.13889	0.71491	1.2308	MvSl-1064-A1-R4_MC03g04689	MvSlatifolia-1318-D-TG7-PbcR_C02g01633
Mvsl_MvDv_A1pair_3630.results.txt	19.80971	62.90457	1.89312	4.39530	10.4641	MvSl-1064-A1-R4_MC03g04690	MvSlatifolia-1318-D-TG7-PbcR_C02g01634
Mvsl_MvDv_A1pair_3631.results.txt	2.02739	1.00779	43.55950	465.70837	0.046543	MvSl-1064-A1-R4_MC03g04691	MvSlatifolia-1318-D-TG7-PbcR_C02g01635
Mvsl_MvDv_A1pair_3632.results.txt	0.86234	0.49654	54.17789	82.76298	0.0159168	MvSl-1064-A1-R4_MC03g04692	MvSlatifolia-1318-D-TG7-PbcR_C02g01636
Mvsl_MvDv_A1pair_3634.results.txt	8.45697	0.00000	31.23227	0.00000	0.270777	MvSl-1064-A1-R4_MC03g04694	MvSlatifolia-1318-D-TG7-PbcR_C02g01638
Mvsl_MvDv_A1pair_3637.results.txt	12.03531	26.68384	24.25223	57.85716	0.496256	MvSl-1064-A1-R4_MC03g04697	MvSlatifolia-1318-D-TG7-PbcR_C02g01641
Mvsl_MvDv_A1pair_3639.results.txt	0.94029	0.28178	63.75236	156.32770	0.0147491	MvSl-1064-A1-R4_MC03g04699	MvSlatifolia-1318-D-TG7-PbcR_C02g01643
Mvsl_MvDv_A1pair_3640.results.txt	0.49435	0.28783	10.61834	24.61035	0.0465562	MvSl-1064-A1-R4_MC03g04700	MvSlatifolia-1318-D-TG7-PbcR_C02g01644
Mvsl_MvDv_A1pair_3641.results.txt	2.92476	2.59332	55.76785	199.30438	0.0524453	MvSl-1064-A1-R4_MC03g04701	MvSlatifolia-1318-D-TG7-PbcR_C02g01645
Mvsl_MvDv_A1pair_3642.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04702	MvSlatifolia-1318-D-TG7-PbcR_C02g01646
Mvsl_MvDv_A1pair_3643.results.txt	1.17086	0.42401	2.59610	0.00000	0.451007	MvSl-1064-A1-R4_MC03g04703	MvSlatifolia-1318-D-TG7-PbcR_C02g01647
Mvsl_MvDv_A1pair_3644.results.txt	5.01116	10.34105	0.05062	0.14622	98.9957	MvSl-1064-A1-R4_MC03g04704	MvSlatifolia-1318-D-TG7-PbcR_C02g01648
Mvsl_MvDv_A1pair_3646.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04706	MvSlatifolia-1318-D-TG7-PbcR_C02g01650
Mvsl_MvDv_A1pair_3647.results.txt	0.99707	0.32090	76.82118	296.84666	0.0129791	MvSl-1064-A1-R4_MC03g04707	MvSlatifolia-1318-D-TG7-PbcR_C02g01652
Mvsl_MvDv_A1pair_3648.results.txt	0.00000	0.00006	0.00001	0.00024	0	MvSl-1064-A1-R4_MC03g04708	MvSlatifolia-1318-D-TG7-PbcR_C02g01653
Mvsl_MvDv_A1pair_365.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00487	MvSlatifolia-1318-D-TG7-PbcR_C03g02626
Mvsl_MvDv_A1pair_3651.results.txt	1.75330	1.17134	0.61447	0.50806	2.85335	MvSl-1064-A1-R4_MC03g04711	MvSlatifolia-1318-D-TG7-PbcR_C02g01656
Mvsl_MvDv_A1pair_3652.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04712	MvSlatifolia-1318-D-TG7-PbcR_C02g01657
Mvsl_MvDv_A1pair_3653.results.txt	0.00000	0.00460	0.00001	0.00918	0	MvSl-1064-A1-R4_MC03g04713	MvSlatifolia-1318-D-TG7-PbcR_C02g01658
Mvsl_MvDv_A1pair_3654.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC03g04714	MvSlatifolia-1318-D-TG7-PbcR_C02g01659
Mvsl_MvDv_A1pair_3655.results.txt	0.97959	0.40261	5.47122	6.65496	0.179044	MvSl-1064-A1-R4_MC03g04715	MvSlatifolia-1318-D-TG7-PbcR_C02g01660
Mvsl_MvDv_A1pair_3656.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04716	MvSlatifolia-1318-D-TG7-PbcR_C02g01661
Mvsl_MvDv_A1pair_3657.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04717	MvSlatifolia-1318-D-TG7-PbcR_C02g01662
Mvsl_MvDv_A1pair_3658.results.txt	0.00000	0.00005	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04718	MvSlatifolia-1318-D-TG7-PbcR_C02g01663
Mvsl_MvDv_A1pair_3659.results.txt	0.00000	0.01852	0.00000	0.00019	0	MvSl-1064-A1-R4_MC03g04719	MvSlatifolia-1318-D-TG7-PbcR_C02g01664
Mvsl_MvDv_A1pair_366.results.txt	23.14582	0.00000	9.08544	0.00000	2.54757	MvSl-1064-A1-R4_A1g00489	MvSlatifolia-1318-D-TG7-PbcR_C03g02628
Mvsl_MvDv_A1pair_3660.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04720	MvSlatifolia-1318-D-TG7-PbcR_C02g01665
Mvsl_MvDv_A1pair_3663.results.txt	1.13520	0.60277	6.68752	9.64103	0.169749	MvSl-1064-A1-R4_MC03g04723	MvSlatifolia-1318-D-TG7-PbcR_C02g01668
Mvsl_MvDv_A1pair_3664.results.txt	1.37837	0.91806	4.20920	5.68655	0.327466	MvSl-1064-A1-R4_MC03g04724	MvSlatifolia-1318-D-TG7-PbcR_C02g01669
Mvsl_MvDv_A1pair_3665.results.txt	0.00007	0.00000	0.07441	0.01361	0.000940734	MvSl-1064-A1-R4_MC03g04725	MvSlatifolia-1318-D-TG7-PbcR_C02g01670
Mvsl_MvDv_A1pair_3666.results.txt	1.54031	0.59641	2.02147	1.89689	0.761975	MvSl-1064-A1-R4_MC03g04726	MvSlatifolia-1318-D-TG7-PbcR_C02g01671
Mvsl_MvDv_A1pair_3667.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04727	MvSlatifolia-1318-D-TG7-PbcR_C02g01672
Mvsl_MvDv_A1pair_3669.results.txt	0.81194	0.27254	34.18743	31.80277	0.0237497	MvSl-1064-A1-R4_MC03g04730	MvSlatifolia-1318-D-TG7-PbcR_C02g01675
Mvsl_MvDv_A1pair_367.results.txt	6.70587	8.50466	0.42458	0.90899	15.7941	MvSl-1064-A1-R4_A1g00491	MvSlatifolia-1318-D-TG7-PbcR_C03g02630
Mvsl_MvDv_A1pair_3670.results.txt	2.16914	1.00032	10.00465	21.40379	0.216813	MvSl-1064-A1-R4_MC03g04731	MvSlatifolia-1318-D-TG7-PbcR_C02g01676
Mvsl_MvDv_A1pair_3672.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04733	MvSlatifolia-1318-D-TG7-PbcR_C02g01678
Mvsl_MvDv_A1pair_3673.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04734	MvSlatifolia-1318-D-TG7-PbcR_C02g01679
Mvsl_MvDv_A1pair_3675.results.txt	14.94188	22.44738	10.59896	14.80101	1.40975	MvSl-1064-A1-R4_MC03g04736	MvSlatifolia-1318-D-TG7-PbcR_C02g01681
Mvsl_MvDv_A1pair_3676.results.txt	0.02832	0.02907	0.00029	0.00231	97.6548	MvSl-1064-A1-R4_MC03g04737	MvSlatifolia-1318-D-TG7-PbcR_C02g01682
Mvsl_MvDv_A1pair_3677.results.txt	17.93007	14.27402	0.42832	0.00000	41.8614	MvSl-1064-A1-R4_MC03g04738	MvSlatifolia-1318-D-TG7-PbcR_C02g01683
Mvsl_MvDv_A1pair_3678.results.txt	1.07273	0.69090	30.14810	125.97856	0.035582	MvSl-1064-A1-R4_MC03g04739	MvSlatifolia-1318-D-TG7-PbcR_C02g01684
Mvsl_MvDv_A1pair_3679.results.txt	0.00000	0.10139	0.00000	0.02466	0	MvSl-1064-A1-R4_MC03g04740	MvSlatifolia-1318-D-TG7-PbcR_C02g01685
Mvsl_MvDv_A1pair_368.results.txt	12.68349	73.07372	35.34196	471.42369	0.358879	MvSl-1064-A1-R4_A1g00492	MvSlatifolia-1318-D-TG7-PbcR_C03g02631
Mvsl_MvDv_A1pair_3681.results.txt	0.00000	0.00000	0.00002	0.03660	0	MvSl-1064-A1-R4_MC03g04742	MvSlatifolia-1318-D-TG7-PbcR_C02g01687
Mvsl_MvDv_A1pair_3682.results.txt	0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_MC03g04743	MvSlatifolia-1318-D-TG7-PbcR_C02g01688
Mvsl_MvDv_A1pair_3683.results.txt	0.00000	0.00005	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04744	MvSlatifolia-1318-D-TG7-PbcR_C02g01689
Mvsl_MvDv_A1pair_3685.results.txt	0.99018	0.54107	25.84159	118.83777	0.0383173	MvSl-1064-A1-R4_MC03g04746	MvSlatifolia-1318-D-TG7-PbcR_C02g01691
Mvsl_MvDv_A1pair_3686.results.txt	22.68842	38.78277	2.38952	3.50031	9.49497	MvSl-1064-A1-R4_MC03g04747	MvSlatifolia-1318-D-TG7-PbcR_C02g01692
Mvsl_MvDv_A1pair_3687.results.txt	1.21650	0.00000	55.75130	146.28787	0.0218201	MvSl-1064-A1-R4_MC03g04748	MvSlatifolia-1318-D-TG7-PbcR_C02g01693
Mvsl_MvDv_A1pair_3688.results.txt	0.61773	0.32330	50.90317	148.42915	0.0121354	MvSl-1064-A1-R4_MC03g04749	MvSlatifolia-1318-D-TG7-PbcR_C02g01694
Mvsl_MvDv_A1pair_3689.results.txt	0.82527	0.36998	47.34684	140.36190	0.0174303	MvSl-1064-A1-R4_MC03g04750	MvSlatifolia-1318-D-TG7-PbcR_C02g01695
Mvsl_MvDv_A1pair_3690.results.txt	1.09119	0.39902	1.93243	3.94600	0.564672	MvSl-1064-A1-R4_MC03g04751	MvSlatifolia-1318-D-TG7-PbcR_C02g01696
Mvsl_MvDv_A1pair_3691.results.txt	0.57036	0.31475	97.21599	326.36780	0.00586694	MvSl-1064-A1-R4_MC03g04752	MvSlatifolia-1318-D-TG7-PbcR_C02g01697
Mvsl_MvDv_A1pair_3692.results.txt	25.03885	30.76313	1.14999	1.23614	21.7731	MvSl-1064-A1-R4_MC03g04753	MvSlatifolia-1318-D-TG7-PbcR_C02g01698
Mvsl_MvDv_A1pair_3693.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04754	MvSlatifolia-1318-D-TG7-PbcR_C02g01699
Mvsl_MvDv_A1pair_3695.results.txt	1.26915	0.44161	4.16081	3.60599	0.305025	MvSl-1064-A1-R4_MC03g04756	MvSlatifolia-1318-D-TG7-PbcR_C02g01701
Mvsl_MvDv_A1pair_3696.results.txt	0.68548	0.27220	2.52058	6.85215	0.271953	MvSl-1064-A1-R4_MC03g04757	MvSlatifolia-1318-D-TG7-PbcR_C02g01702
Mvsl_MvDv_A1pair_3702.results.txt	0.43943	0.14870	111.18445	192.58019	0.00395226	MvSl-1064-A1-R4_MC03g04763	MvSlatifolia-1318-D-TG7-PbcR_C02g01709
Mvsl_MvDv_A1pair_3703.results.txt	0.91122	0.34283	9.06173	6.78790	0.100557	MvSl-1064-A1-R4_MC03g04764	MvSlatifolia-1318-D-TG7-PbcR_C02g01710
Mvsl_MvDv_A1pair_3704.results.txt	0.54269	0.19481	2.46723	2.88872	0.219959	MvSl-1064-A1-R4_MC03g04765	MvSlatifolia-1318-D-TG7-PbcR_C02g01711
Mvsl_MvDv_A1pair_3705.results.txt	0.60594	0.30413	62.74255	260.16432	0.00965756	MvSl-1064-A1-R4_MC03g04766	MvSlatifolia-1318-D-TG7-PbcR_C02g01712
Mvsl_MvDv_A1pair_3706.results.txt	0.35407	0.17220	1.09753	1.57171	0.322606	MvSl-1064-A1-R4_MC03g04767	MvSlatifolia-1318-D-TG7-PbcR_C02g01713
Mvsl_MvDv_A1pair_3707.results.txt	0.00000	0.00011	0.00001	0.00021	0	MvSl-1064-A1-R4_MC03g04768	MvSlatifolia-1318-D-TG7-PbcR_C02g01714
Mvsl_MvDv_A1pair_3708.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_MC03g04769	MvSlatifolia-1318-D-TG7-PbcR_C02g01715
Mvsl_MvDv_A1pair_3709.results.txt	0.58249	0.24642	0.28019	0.27207	2.07891	MvSl-1064-A1-R4_MC03g04770	MvSlatifolia-1318-D-TG7-PbcR_C02g01716
Mvsl_MvDv_A1pair_371.results.txt	0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00495	MvSlatifolia-1318-D-TG7-PbcR_C03g02634
Mvsl_MvDv_A1pair_3711.results.txt	0.00001	0.00000	0.00000	0.00000	10000	MvSl-1064-A1-R4_MC03g04772	MvSlatifolia-1318-D-TG7-PbcR_C02g01718
Mvsl_MvDv_A1pair_3712.results.txt	1.13993	0.57153	9.67276	13.45728	0.11785	MvSl-1064-A1-R4_MC03g04773	MvSlatifolia-1318-D-TG7-PbcR_C02g01719
Mvsl_MvDv_A1pair_3713.results.txt	0.70173	0.32124	1.03470	1.00165	0.678197	MvSl-1064-A1-R4_MC03g04774	MvSlatifolia-1318-D-TG7-PbcR_C02g01720
Mvsl_MvDv_A1pair_3714.results.txt	1.96364	2.50196	2.62449	3.91248	0.748199	MvSl-1064-A1-R4_MC03g04775	MvSlatifolia-1318-D-TG7-PbcR_C02g01721
