gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A1-R4_MC01-2g02973	aAutosome	aAutosome	NON	6.76074	0.00833	0.00593	0.00008	0.00042	103.995	A1
MvSl-1064-A1-R4_MC01-2g02975	aAutosome	aAutosome	NON	5.34075	0.00001	0	0.01461	0.00115	0.000684458	A1
MvSl-1064-A1-R4_MC01-2g02977	aAutosome	aAutosome	NON	8.78965	0.0022	0.00099	0.00468	0.00236	0.470075	A1
MvSl-1064-A1-R4_MC01-2g02978	aAutosome	aAutosome	NON	7.05531	0.0021	0.00211	0.01368	0.00971	0.153508	A1
MvSl-1064-A1-R4_MC01-2g02979	aAutosome	aAutosome	NON	6.54844	0.87632	0.13677	1.8825	0.75673	0.465509	A1
MvSl-1064-A1-R4_MC01-2g02984	aAutosome	aAutosome	NON	6.14542	0.00583	0.0041	0.02369	0.01195	0.246094	A1
MvSl-1064-A1-R4_MC01-2g02991	aAutosome	aAutosome	NON	5.6481	0	0.00392	0.00001	0.00918	0	A1
MvSl-1064-A1-R4_MC01-2g02992	aAutosome	aAutosome	NON	6.07475	0	0.00005	0.00002	0.00446	0	A1
MvSl-1064-A1-R4_MC01-2g02993	aAutosome	aAutosome	NON	6.25297	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g02994	aAutosome	aAutosome	NON	7.81152	0.00245	0.00172	0.00646	0.00639	0.379251	A1
MvSl-1064-A1-R4_MC01-2g02996	aAutosome	aAutosome	NON	9.98326	0.00133	0.00134	0.00483	0.00487	0.275357	A1
MvSl-1064-A1-R4_MC01-2g02998	aAutosome	aAutosome	NON	5.25616	0.00622	0.00143	0.01408	0.00324	0.441758	A1
MvSl-1064-A1-R4_MC01-2g02999	aAutosome	aAutosome	NON	1.38504	0.00545	0.00394	0.00524	0.00545	1.04006	A1
MvSl-1064-A1-R4_MC01-2g03000	aAutosome	aAutosome	NON	1.99728	0.00138	0.00138	0.00001	0	136.634	A1
MvSl-1064-A1-R4_MC01-2g03002	aAutosome	aAutosome	NON	5.36873	0	0.00004	0.00404	0.00416	0	A1
MvSl-1064-A1-R4_MC01-2g03003	aAutosome	aAutosome	NON	8.75755	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03004	aAutosome	aAutosome	NON	6.30439	0	0	0.00234	0.00035	0	A1
MvSl-1064-A1-R4_MC01-2g03005	aAutosome	aAutosome	Down	6.82674	0.00129	0.00129	0.00502	0.00356	0.256967	A1
MvSl-1064-A1-R4_MC01-2g03007	aAutosome	aAutosome	NON	7.21427	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03013	aAutosome	aAutosome	NON	-0.70633	0.00439	0.0021	0.01313	0.00576	0.334346	A1
MvSl-1064-A1-R4_MC01-2g03014	aAutosome	aAutosome	NON	6.20178	0.00001	0	0.00939	0	0.00106495	A1
MvSl-1064-A1-R4_MC01-2g03015	aAutosome	aAutosome	NON	6.11107	0.00101	0.00101	0.002	0.002	0.504975	A1
MvSl-1064-A1-R4_MC01-2g03016	aAutosome	aAutosome	NON	7.51265	0	0.00003	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03017	aAutosome	aAutosome	NON	8.32442	0.00094	0.00057	0.00193	0.00117	0.487021	A1
MvSl-1064-A1-R4_MC01-2g03019	aAutosome	aAutosome	NON	6.26608	0.36828	0.05048	0.4592	0.10251	0.802003	A1
MvSl-1064-A1-R4_MC01-2g03021	aAutosome	aAutosome	NON	3.63576	0.00336	0.00137	0.0014	0.00058	2.39983	A1
MvSl-1064-A1-R4_MC01-2g03024	aAutosome	aAutosome	NON	1.16546	0.00181	0.00177	0.00403	0.00396	0.44912	A1
MvSl-1064-A1-R4_MC01-2g03026	aAutosome	aAutosome	NON	4.81977	0.01456	0.00845	0.00015	0	97.002	A1
MvSl-1064-A1-R4_MC01-2g03027	aAutosome	aAutosome	NON	5.01313	0.00342	0	0.00003	0	113.621	A1
MvSl-1064-A1-R4_MC01-2g03029	aAutosome	aAutosome	NON	5.37709	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03035	aAutosome	aAutosome	NON	5.48669	0.00795	0.00235	0.0157	0.00575	0.506366	A1
MvSl-1064-A1-R4_MC01-2g03037	aAutosome	aAutosome	NON	9.22922	0.00001	0	0.01037	0	0.000964311	A1
MvSl-1064-A1-R4_MC01-2g03039	aAutosome	aAutosome	NON	6.31165	0.00201	0.00193	0.01094	0.01015	0.183728	A1
MvSl-1064-A1-R4_MC01-2g03041	aAutosome	aAutosome	NON	6.15201	0	0	0.00465	0	0	A1
MvSl-1064-A1-R4_MC01-2g03042	aAutosome	aAutosome	NON	6.15754	0.00318	0.00158	0.00362	0.00254	0.878429	A1
MvSl-1064-A1-R4_MC01-2g03043	aAutosome	aAutosome	NON	8.78139	0	0.0122	0.00001	0.02406	0	A1
MvSl-1064-A1-R4_MC01-2g03046	aAutosome	aAutosome	NON	5.30888	0	0.00094	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03047	aAutosome	aAutosome	NON	5.74587	0.00002	0	0.02223	0.00452	0.000899681	A1
MvSl-1064-A1-R4_MC01-2g03048	aAutosome	aAutosome	NON	6.57585	0	0	0.00353	0.0007	0	A1
MvSl-1064-A1-R4_MC01-2g03049	aAutosome	aAutosome	NON	7.14741	0.00002	0	0.02342	0.00346	0.000853967	A1
MvSl-1064-A1-R4_MC01-2g03050	aAutosome	aAutosome	NON	9.68644	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03052	aAutosome	aAutosome	NON	5.50517	0.29998	0.05421	0.46983	0.12724	0.638486	A1
MvSl-1064-A1-R4_MC01-2g03055	aAutosome	aAutosome	NON	7.75686	0.00853	0.00605	0.00009	0.00005	94.6726	A1
MvSl-1064-A1-R4_MC01-2g03056	aAutosome	aAutosome	NON	4.5667	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03057	aAutosome	aAutosome	NON	4.50129	0.00001	0	0.00585	0	0.00170937	A1
MvSl-1064-A1-R4_MC01-2g03058	aAutosome	aAutosome	NON	7.58774	0.00207	0.00119	0.00918	0.00376	0.225488	A1
MvSl-1064-A1-R4_MC01-2g03059	aAutosome	aAutosome	NON	4.1186	0.00319	0.00134	0.00603	0.00271	0.529013	A1
MvSl-1064-A1-R4_MC01-2g03061	aAutosome	aAutosome	NON	6.90213	0.0036	0.00161	0.00641	0.00289	0.561614	A1
MvSl-1064-A1-R4_MC01-2g03062	aAutosome	aAutosome	NON	8.04206	0.00163	0.00094	0.00338	0.00194	0.482234	A1
MvSl-1064-A1-R4_MC01-2g03063	aAutosome	aAutosome	NON	7.66989	0.00366	0.00259	0.00668	0.00671	0.547896	A1
MvSl-1064-A1-R4_MC01-2g03064	aAutosome	aAutosome	NON	4.51509	0.00098	0.00098	0.00298	0.00295	0.328848	A1
MvSl-1064-A1-R4_MC01-2g03065	aAutosome	aAutosome	NON	1.99995	0.00074	0.00074	0.00286	0.00287	0.258732	A1
MvSl-1064-A1-R4_MC01-2g03066	aAutosome	aAutosome	NON	5.15022	0.00167	0.00084	0.00315	0.00157	0.530142	A1
MvSl-1064-A1-R4_MC01-2g03071	aAutosome	aAutosome	NON	5.42111	0.0013	0.00131	0.00001	0.00004	128.713	A1
MvSl-1064-A1-R4_MC01-2g03072	aAutosome	aAutosome	NON	1.24661	0.00224	0.00156	0.00299	0.0029	0.749139	A1
MvSl-1064-A1-R4_MC01-2g03076	aAutosome	aAutosome	NON	3.4636	0.00839	0.00507	0.01727	0.01171	0.485811	A1
MvSl-1064-A1-R4_MC01-2g03077	aAutosome	aAutosome	NON	6.25278	0.00101	0.00101	0.00875	0.0044	0.115427	A1
MvSl-1064-A1-R4_MC01-2g03078	aAutosome	aAutosome	NON	5.16338	0.01913	0.00579	0.04736	0.01258	0.403927	A1
MvSl-1064-A1-R4_MC01-2g03079	aAutosome	aAutosome	NON	4.75739	0.54105	0.07472	1.08919	0.29962	0.496745	A1
MvSl-1064-A1-R4_MC01-2g03080	aAutosome	aAutosome	NON	1.68416	0	0.00002	0.00001	0.00486	0	A1
MvSl-1064-A1-R4_MC01-2g03082	aAutosome	aAutosome	NON	8.87938	0.00001	0	0.00649	0	0.00154081	A1
MvSl-1064-A1-R4_MC01-2g03085	aAutosome	aAutosome	NON	1.68309	0.00073	0.00073	0.00285	0.00287	0.256131	A1
MvSl-1064-A1-R4_MC01-2g03086	aAutosome	aAutosome	NON	6.8573	0.00001	0	0.01434	0.0011	0.000697345	A1
MvSl-1064-A1-R4_MC01-2g03087	aAutosome	aAutosome	NON	5.9642	0.00001	0	0.00579	0.00034	0.00172709	A1
MvSl-1064-A1-R4_MC01-2g03097	aAutosome	aAutosome	NON	6.9439	0.00393	0.00187	0.01009	0.00894	0.389491	A1
MvSl-1064-A1-R4_MC01-2g03098	aAutosome	aAutosome	NON	8.76273	0.00236	0.00236	0.00002	0	117.413	A1
MvSl-1064-A1-R4_MC01-2g03100	aAutosome	aAutosome	NON	-0.0373309	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03103	aAutosome	aAutosome	NON	0.757544	0.02468	0.00834	0.04852	0.01873	0.508655	A1
MvSl-1064-A1-R4_MC01-2g03104	aAutosome	aAutosome	NON	7.21163	0.00136	0.00133	0.00311	0.00306	0.437285	A1
MvSl-1064-A1-R4_MC01-2g03105	aAutosome	aAutosome	NON	6.92304	0.0043	0.0025	0.00755	0.00539	0.569529	A1
MvSl-1064-A1-R4_MC01-2g03108	aAutosome	aAutosome	NON	9.46733	0.01381	0.00565	0.01074	0.00758	1.28584	A1
MvSl-1064-A1-R4_MC01-2g03109	aAutosome	aAutosome	NON	4.93781	0.00314	0.00182	0.00406	0.00287	0.77338	A1
MvSl-1064-A1-R4_MC01-2g03111	aAutosome	aAutosome	NON	5.28785	0.01099	0.00554	0.01476	0.01062	0.744575	A1
MvSl-1064-A1-R4_MC01-2g03112	aAutosome	aAutosome	NON	6.1379	0.00588	0.0041	0.04071	0.01899	0.144436	A1
MvSl-1064-A1-R4_MC01-2g03113	aAutosome	aAutosome	Up	4.33326	0.01546	0.00896	0.00016	0.00077	96.5646	A1
MvSl-1064-A1-R4_MC01-2g03117	aAutosome	aAutosome	NON	6.96811	0.00668	0.00485	0.014	0.01342	0.477139	A1
MvSl-1064-A1-R4_MC01-2g03120	aAutosome	aAutosome	NON	7.91198	0.00001	0	0.01059	0.00122	0.000944278	A1
MvSl-1064-A1-R4_MC01-2g03121	aAutosome	aAutosome	NON	7.35822	0.00267	0.00155	0.01536	0.0069	0.173827	A1
MvSl-1064-A1-R4_MC01-2g03122	aAutosome	aAutosome	NON	4.01389	0.01006	0.00713	0.0001	0.00041	100.5	A1
MvSl-1064-A1-R4_MC01-2g03123	aAutosome	aAutosome	NON	6.2063	0.00001	0.00008	0.00774	0.00567	0.00129197	A1
MvSl-1064-A1-R4_MC01-2g03124	aAutosome	aAutosome	NON	7.43243	0.00127	0.00061	0.00681	0.00275	0.186488	A1
MvSl-1064-A1-R4_MC01-2g03127	aAutosome	aAutosome	NON	6.49893	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC01-2g03128	aAutosome	aAutosome	NON	7.00008	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03129	aAutosome	aAutosome	NON	4.92116	0.00321	0.00321	0.00003	0.0001	106.645	A1
MvSl-1064-A1-R4_MC01-2g03130	aAutosome	aAutosome	NON	7.32966	0.00402	0.00403	0.00893	0.00898	0.450163	A1
MvSl-1064-A1-R4_MC01-2g03131	aAutosome	aAutosome	NON	3.12925	0.00646	0.00459	0.01059	0.01074	0.610004	A1
MvSl-1064-A1-R4_MC01-2g03132	aAutosome	aAutosome	NON	7.60525	0.79097	0.09171	1.2605	0.2813	0.627505	A1
MvSl-1064-A1-R4_MC01-2g03133	aAutosome	aAutosome	NON	7.26491	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03134	aAutosome	aAutosome	NON	0.544709	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03135	aAutosome	aAutosome	NON	7.27111	0.00111	0.00112	0.0024	0.00241	0.462481	A1
MvSl-1064-A1-R4_MC01-2g03136	aAutosome	aAutosome	NON	6.99167	0.93327	0.16279	0.86685	0.26347	1.07662	A1
MvSl-1064-A1-R4_MC01-2g03137	aAutosome	aAutosome	NON	6.14071	0.00589	0.0036	0.00876	0.00617	0.672367	A1
MvSl-1064-A1-R4_MC01-2g03138	aAutosome	aAutosome	NON	7.54009	0.00862	0.00499	0.01429	0.00816	0.603215	A1
MvSl-1064-A1-R4_MC01-2g03140	aAutosome	aAutosome	NON	8.51137	0.00129	0.00091	0.0086	0.00326	0.149998	A1
MvSl-1064-A1-R4_MC01-2g03141	aAutosome	aAutosome	NON	6.58981	0.00521	0.00368	0.01707	0.00994	0.305212	A1
MvSl-1064-A1-R4_MC01-2g03143	aAutosome	aAutosome	NON	4.63892	0.00062	0.00062	0.00205	0.00208	0.302424	A1
MvSl-1064-A1-R4_MC01-2g03148	aAutosome	aAutosome	NON	5.42312	0.00187	0.00108	0.00002	0.00004	93.0348	A1
MvSl-1064-A1-R4_MC01-2g03149	aAutosome	aAutosome	NON	5.69082	0.00001	0	0.00784	0.00071	0.00127549	A1
MvSl-1064-A1-R4_MC01-2g03151	aAutosome	aAutosome	NON	6.45091	0.00001	0	0.00728	0.00045	0.00137361	A1
MvSl-1064-A1-R4_MC01-2g03152	aAutosome	aAutosome	NON	7.37329	0	0	0.0024	0	0	A1
MvSl-1064-A1-R4_MC01-2g03153	aAutosome	aAutosome	NON	4.00717	0.00275	0.00275	0.00425	0.00427	0.647044	A1
MvSl-1064-A1-R4_MC01-2g03156	aAutosome	aAutosome	NON	8.76874	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03157	aAutosome	aAutosome	NON	4.3453	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03158	aAutosome	aAutosome	NON	7.42573	0	0	0.00459	0.00064	0	A1
MvSl-1064-A1-R4_MC01-2g03159	aAutosome	aAutosome	NON	5.91075	0.00554	0.00198	0.00495	0.00251	1.11917	A1
MvSl-1064-A1-R4_MC01-2g03160	aAutosome	aAutosome	NON	6.11733	0.00336	0.00193	0.00253	0.00251	1.32801	A1
MvSl-1064-A1-R4_MC01-2g03161	aAutosome	aAutosome	NON	5.10992	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03162	aAutosome	aAutosome	NON	5.98329	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC01-2g03164	aAutosome	aAutosome	NON	6.00294	0.00221	0.00221	0.00678	0.00682	0.325954	A1
MvSl-1064-A1-R4_MC01-2g03167	aAutosome	aAutosome	NON	4.78795	0.00871	0.0062	0.00009	0.00009	96.6704	A1
MvSl-1064-A1-R4_MC01-2g03169	aAutosome	aAutosome	NON	1.98958	0.10627	0.018	0.12368	0.02468	0.859233	A1
MvSl-1064-A1-R4_MC02g03179	aAutosome	aAutosome	NON	7.38506	0	0	0.00293	0.0008	0	A1
MvSl-1064-A1-R4_MC02g03180	aAutosome	aAutosome	NON	5.48743	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03181	aAutosome	aAutosome	NON	9.50028	0	0	0.00322	0.00002	0	A1
MvSl-1064-A1-R4_MC02g03182	aAutosome	aAutosome	NON	8.18033	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03183	aAutosome	aAutosome	NON	6.44246	0.00084	0.00084	0.00351	0.00249	0.239309	A1
MvSl-1064-A1-R4_MC02g03184	aAutosome	aAutosome	NON	4.55102	0.01477	0.00283	0.01035	0.00195	1.42704	A1
MvSl-1064-A1-R4_MC02g03185	aAutosome	aAutosome	NON	7.70087	0.00107	0.00108	0.00636	0.00455	0.168236	A1
MvSl-1064-A1-R4_MC02g03186	aAutosome	aAutosome	NON	11.5815	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC02g03189	aAutosome	aAutosome	NON	7.02604	0.00381	0.00381	0.00004	0.00018	95.0125	A1
MvSl-1064-A1-R4_MC02g03190	aAutosome	aAutosome	NON	6.01604	0.00258	0.00265	0.02401	0.01233	0.107455	A1
MvSl-1064-A1-R4_MC02g03192	aAutosome	aAutosome	NON	6.29041	0.06761	0.02068	0.19005	0.06575	0.355748	A1
MvSl-1064-A1-R4_MC02g03194	aAutosome	aAutosome	NON	4.57226	0.00129	0.00128	0.00447	0.00447	0.288584	A1
MvSl-1064-A1-R4_MC02g03195	aAutosome	aAutosome	NON	1.37468	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03199	aAutosome	aAutosome	NON	6.04605	0.00266	0.00153	0.00246	0.00244	1.08126	A1
MvSl-1064-A1-R4_MC02g03201	aAutosome	aAutosome	NON	7.40632	0.00126	0.00127	0.00725	0.0042	0.173791	A1
MvSl-1064-A1-R4_MC02g03205	aAutosome	aAutosome	Down	5.60122	0.04755	0.00919	0.01982	0.00869	2.39908	A1
MvSl-1064-A1-R4_MC02g03206	aAutosome	aAutosome	NON	7.97068	0.00401	0.00164	0.00491	0.00202	0.816684	A1
MvSl-1064-A1-R4_MC02g03207	aAutosome	aAutosome	NON	6.40536	0.00001	0	0.00936	0	0.00106836	A1
MvSl-1064-A1-R4_MC02g03208	aAutosome	aAutosome	NON	5.55239	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC02g03209	aAutosome	aAutosome	NON	7.42692	0	0	0.00001	0.00194	0	A1
MvSl-1064-A1-R4_MC02g03211	aAutosome	aAutosome	NON	7.0385	0.00452	0.00171	0.00516	0.003	0.875952	A1
MvSl-1064-A1-R4_MC02g03213	aAutosome	aAutosome	NON	7.16693	0.00001	0	0.01027	0	0.0009737	A1
MvSl-1064-A1-R4_MC02g03214	aAutosome	aAutosome	NON	6.25811	0.0014	0.0014	0.01121	0.00564	0.124887	A1
MvSl-1064-A1-R4_MC02g03215	aAutosome	aAutosome	NON	5.19745	0.00571	0.00405	0.00006	0.00004	95.0083	A1
MvSl-1064-A1-R4_MC02g03217	aAutosome	aAutosome	NON	7.29479	0.00315	0.00316	0.00003	0.00012	104.651	A1
MvSl-1064-A1-R4_MC02g03221	aAutosome	aAutosome	NON	9.35798	0.00211	0.0015	0.01241	0.00627	0.170023	A1
MvSl-1064-A1-R4_MC02g03223	aAutosome	aAutosome	NON	6.97811	0.00199	0.00141	0.00002	0.00007	99.005	A1
MvSl-1064-A1-R4_MC02g03224	aAutosome	aAutosome	Up	5.85539	0.00184	0.0013	0.00002	0.00003	91.5423	A1
MvSl-1064-A1-R4_MC02g03225	aAutosome	aAutosome	NON	6.04865	0.00001	0	0.00803	0	0.00124531	A1
MvSl-1064-A1-R4_MC02g03227	aAutosome	aAutosome	NON	5.75995	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03228	aAutosome	aAutosome	NON	5.82354	0.00214	0.00214	0.00002	0	106.468	A1
MvSl-1064-A1-R4_MC02g03229	aAutosome	aAutosome	Down	4.25007	0.00641	0.00287	0.00006	0	106.656	A1
MvSl-1064-A1-R4_MC02g03230	aAutosome	aAutosome	NON	6.15107	0	0	0.00486	0.00013	0	A1
MvSl-1064-A1-R4_MC02g03231	aAutosome	aAutosome	NON	2.32075	0.00801	0.00487	0.10398	0.04483	0.077034	A1
MvSl-1064-A1-R4_MC02g03232	aAutosome	aAutosome	NON	4.35247	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03234	aAutosome	aAutosome	NON	5.50973	0	0.0114	0.00001	0.02832	0	A1
MvSl-1064-A1-R4_MC02g03235	aAutosome	aAutosome	NON	8.51556	0.00112	0.00079	0.00356	0.00206	0.314598	A1
MvSl-1064-A1-R4_MC02g03237	aAutosome	aAutosome	NON	5.75272	0	0	0	0	0	A1
MvSl-1064-A1-R4_MC02g03238	aAutosome	aAutosome	NON	8.49821	0.00001	0	0	0	100	A1
MvSl-1064-A1-R4_MC02g03240	aAutosome	aAutosome	NON	7.56055	0	0	0.00127	0.00014	0	A1
MvSl-1064-A1-R4_MC02g03241	aAutosome	aAutosome	NON	6.291	0	0.00016	0.00002	0.00286	0	A1
MvSl-1064-A1-R4_MC02g03244	aAutosome	aAutosome	NON	3.50091	0	0.00776	0.00001	0.01667	0	A1
MvSl-1064-A1-R4_MC02g03245	aAutosome	aAutosome	NON	7.18486	0.00119	0.00119	0.00367	0.00368	0.324242	A1
MvSl-1064-A1-R4_MC02g03246	aAutosome	aAutosome	NON	9.50669	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03247	aAutosome	aAutosome	NON	6.46657	0.00618	0.00239	0.00662	0.00285	0.933521	A1
MvSl-1064-A1-R4_MC02g03248	aAutosome	aAutosome	NON	2.83953	0	0.00006	0.00001	0.01207	0	A1
MvSl-1064-A1-R4_MC02g03250	aAutosome	aAutosome	NON	8.85335	0	0.00001	0.00179	0.00177	0	A1
MvSl-1064-A1-R4_MC02g03251	aAutosome	aAutosome	NON	5.91837	0.00203	0.00117	0.00571	0.0033	0.35551	A1
MvSl-1064-A1-R4_MC02g03252	aAutosome	aAutosome	NON	11.2685	0	0.00007	0.00002	0.00955	0	A1
MvSl-1064-A1-R4_MC02g03254	aAutosome	aAutosome	NON	8.47694	0.00204	0.00205	0.00002	0	101.493	A1
MvSl-1064-A1-R4_MC02g03255	aAutosome	aAutosome	NON	5.36608	0.01247	0.00728	0.04401	0.02246	0.283344	A1
MvSl-1064-A1-R4_MC02g03256	aAutosome	aAutosome	NON	7.02085	0.24407	0.03519	0.42655	0.11156	0.572195	A1
MvSl-1064-A1-R4_MC02g03257	aAutosome	aAutosome	NON	7.20995	0.00721	0.00274	0.0036	0.00254	2.00272	A1
MvSl-1064-A1-R4_MC02g03258	aAutosome	aAutosome	NON	1.76288	0.00368	0.0026	0.00744	0.00528	0.494617	A1
MvSl-1064-A1-R4_MC02g03260	aAutosome	aAutosome	NON	6.31939	0.01188	0.00836	0.05134	0.03302	0.231398	A1
MvSl-1064-A1-R4_MC02g03261	aAutosome	aAutosome	NON	6.47039	0.00315	0.00224	0.00725	0.00516	0.434477	A1
MvSl-1064-A1-R4_MC02g03263	aAutosome	aAutosome	NON	6.75035	0.00212	0.00211	0.00536	0.00534	0.395515	A1
MvSl-1064-A1-R4_MC02g03266	aAutosome	aAutosome	NON	5.06224	0.00098	0.00098	0.00913	0.00459	0.107337	A1
MvSl-1064-A1-R4_MC02g03268	aAutosome	aAutosome	NON	6.70493	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03270	aAutosome	aAutosome	NON	8.54124	0.00208	0.00209	0.01652	0.01176	0.125907	A1
MvSl-1064-A1-R4_MC02g03271	aAutosome	aAutosome	NON	4.97952	0.00525	0.00308	0.00678	0.00412	0.774325	A1
MvSl-1064-A1-R4_MC02g03272	aAutosome	aAutosome	NON	6.55438	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03274	aAutosome	aAutosome	Down	2.05558	0.00002	0	0.0161	0	0.00124223	A1
MvSl-1064-A1-R4_MC02g03275	aAutosome	aAutosome	NON	7.26295	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03276	aAutosome	aAutosome	NON	3.88927	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03277	aAutosome	aAutosome	NON	6.58448	0.00071	0.00071	0.00778	0.00451	0.0912585	A1
MvSl-1064-A1-R4_MC02g03279	aAutosome	aAutosome	NON	5.87929	0.00155	0.00156	0.01226	0.00876	0.126426	A1
MvSl-1064-A1-R4_MC02g03284	aAutosome	aAutosome	NON	4.99022	0.00412	0.00412	0.00004	0	102.743	A1
MvSl-1064-A1-R4_MC02g03290	aAutosome	aAutosome	NON	6.458	0	0.00804	0.00001	0.01585	0	A1
MvSl-1064-A1-R4_MC02g03292	aAutosome	aAutosome	NON	5.99275	0	0	0.00001	0.00085	0	A1
MvSl-1064-A1-R4_MC02g03293	aAutosome	aAutosome	NON	6.70067	0.00001	0	0.01318	0.00048	0.00075872	A1
MvSl-1064-A1-R4_MC02g03296	aAutosome	aAutosome	NON	6.69793	0.00001	0	0.01003	0	0.000996999	A1
MvSl-1064-A1-R4_MC02g03297	aAutosome	aAutosome	NON	7.12818	0.00217	0.00217	0.00002	0.00011	107.96	A1
MvSl-1064-A1-R4_MC02g03298	aAutosome	aAutosome	NON	1.37286	0	0.00805	0.00001	0.01593	0	A1
MvSl-1064-A1-R4_MC02g03300	aAutosome	aAutosome	NON	4.53082	0.02151	0.01475	0.028	0.02193	0.768212	A1
MvSl-1064-A1-R4_MC02g03301	aAutosome	aAutosome	NON	6.06435	0.00657	0.00466	0.00007	0.0004	93.7233	A1
MvSl-1064-A1-R4_MC02g03302	aAutosome	aAutosome	NON	5.62151	0.00003	0	0.02837	0.00751	0.00105745	A1
MvSl-1064-A1-R4_MC02g03303	aAutosome	aAutosome	NON	4.22701	0.00001	0	0.00925	0.00075	0.00108107	A1
MvSl-1064-A1-R4_MC02g03304	aAutosome	aAutosome	NON	6.60155	0.00092	0.00064	0.0013	0.00128	0.707638	A1
MvSl-1064-A1-R4_MC02g03305	aAutosome	aAutosome	NON	6.12934	0.00001	0.00013	0.01129	0.01109	0.000885732	A1
MvSl-1064-A1-R4_MC02g03307	aAutosome	aAutosome	NON	7.72261	0.00069	0.00069	0.00423	0.003	0.163117	A1
MvSl-1064-A1-R4_MC02g03309	aAutosome	aAutosome	NON	6.57562	0.00598	0.00645	0.01687	0.01837	0.354473	A1
MvSl-1064-A1-R4_MC02g03310	aAutosome	aAutosome	NON	6.52255	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03312	aAutosome	aAutosome	NON	6.24675	0.00208	0.00085	0.00431	0.00177	0.482587	A1
MvSl-1064-A1-R4_MC02g03313	aAutosome	aAutosome	NON	5.60736	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03314	aAutosome	aAutosome	NON	7.31236	0.00155	0.00155	0.00002	0.00002	77.1144	A1
MvSl-1064-A1-R4_MC02g03315	aAutosome	aAutosome	NON	7.23338	0.07516	0.01987	0.22547	0.07638	0.333348	A1
MvSl-1064-A1-R4_MC02g03317	aAutosome	aAutosome	NON	4.59619	0.00001	0.00001	0.00568	0.00405	0.00176053	A1
MvSl-1064-A1-R4_MC02g03318	aAutosome	aAutosome	NON	7.64937	0	0	0.00164	0	0	A1
MvSl-1064-A1-R4_MC02g03319	aAutosome	aAutosome	NON	5.39442	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03320	aAutosome	aAutosome	NON	7.27891	0.00675	0.00216	0.00248	0.00127	2.72166	A1
MvSl-1064-A1-R4_MC02g03322	aAutosome	aAutosome	NON	7.11283	0.0007	0.0007	0.00567	0.00284	0.123455	A1
MvSl-1064-A1-R4_MC02g03325	aAutosome	aAutosome	NON	6.02397	0.00438	0.00444	0.02194	0.0158	0.199634	A1
MvSl-1064-A1-R4_MC02g03326	aAutosome	aAutosome	NON	6.21919	0.00001	0	0.01424	0.00063	0.000702242	A1
MvSl-1064-A1-R4_MC02g03327	aAutosome	aAutosome	Down	4.24192	0	0	0.00001	0	0	A1
MvSl-1064-A1-R4_MC02g03328	aAutosome	aAutosome	NON	7.71534	0	0	0.00002	0	0	A1
MvSl-1064-A1-R4_MC02g03329	aAutosome	aAutosome	NON	6.96786	0.05003	0.0141	0.07055	0.02343	0.709141	A1
MvSl-1064-A1-R4_MC02g03330	aAutosome	aAutosome	NON	9.65246	0	0.0035	0.00001	0.00715	0	A1
MvSl-1064-A1-R4_MC02g03331	aAutosome	aAutosome	NON	8.10613	0.00146	0.00145	0.00362	0.00361	0.403304	A1
