gene	rich1	rich2
MvSl-1064-A1-R4_A1g00514	1752	1873
MvSl-1064-A1-R4_A1g00515	871	1244
MvSl-1064-A1-R4_A1g00516	5256	7427
MvSl-1064-A1-R4_A1g00517	198	195
MvSl-1064-A1-R4_A1g00518	1790	3069
MvSl-1064-A1-R4_A1g00519	1485	2033
MvSl-1064-A1-R4_A1g00520	1095	1433
MvSl-1064-A1-R4_A1g00521	7014	8180
MvSl-1064-A1-R4_A1g00522	127	95
MvSl-1064-A1-R4_A1g00523	7	6
MvSl-1064-A1-R4_A1g00524	0	6
MvSl-1064-A1-R4_A1g00525	2753	3255
MvSl-1064-A1-R4_A1g00526	2344	3703
MvSl-1064-A1-R4_A1g00527	384	359
MvSl-1064-A1-R4_A1g00528	145	167
MvSl-1064-A1-R4_A1g00529	220	293
MvSl-1064-A1-R4_A1g00530	2004	2099
MvSl-1064-A1-R4_A1g00531	12	18
MvSl-1064-A1-R4_A1g00532	1051	1362
MvSl-1064-A1-R4_A1g00533	1044	940
MvSl-1064-A1-R4_A1g00534	13899	22157
MvSl-1064-A1-R4_A1g00535	346.233	514.732
MvSl-1064-A1-R4_A1g00536	170.792	180.396
MvSl-1064-A1-R4_A1g00537	84.8872	197.522
MvSl-1064-A1-R4_A1g00538	373.162	593.072
MvSl-1064-A1-R4_A1g00539	41.6633	57.0177
MvSl-1064-A1-R4_A1g00540	1176.79	931.527
MvSl-1064-A1-R4_A1g00541	1672	2191
MvSl-1064-A1-R4_A1g00542	423	586
MvSl-1064-A1-R4_A1g00543	3239	3868
MvSl-1064-A1-R4_A1g00544	1366	1710
MvSl-1064-A1-R4_A1g00545	22	16
MvSl-1064-A1-R4_A1g00546	4.00396	2.00588
MvSl-1064-A1-R4_A1g00547	0	0
MvSl-1064-A1-R4_A1g00548	66.5867	90.0968
MvSl-1064-A1-R4_A1g00549	695	907
MvSl-1064-A1-R4_A1g00550	129	150
MvSl-1064-A1-R4_A1g00551	316.838	497.522
MvSl-1064-A1-R4_A1g00552	39.2116	32.1445
MvSl-1064-A1-R4_A1g00553	68.7021	72.9928
MvSl-1064-A1-R4_A1g00554	265.49	195.202
MvSl-1064-A1-R4_A1g00555	89.1465	171.656
MvSl-1064-A1-R4_A1g00556	0	0
MvSl-1064-A1-R4_A1g00557	2.43119	2.13765
MvSl-1064-A1-R4_A1g00558	1568.29	2432.77
MvSl-1064-A1-R4_A1g00559	567.121	672.395
MvSl-1064-A1-R4_A1g00560	141.786	105.155
MvSl-1064-A1-R4_A1g00561	98.7949	144.864
MvSl-1064-A1-R4_A1g00562	125.249	118.338
MvSl-1064-A1-R4_A1g00563	1441.47	1767.73
MvSl-1064-A1-R4_A1g00564	36.104	93.1064
MvSl-1064-A1-R4_A1g00565	23.5906	23.2638
MvSl-1064-A1-R4_A1g00566	0	2.09319
MvSl-1064-A1-R4_A1g00567	195.834	224.806
MvSl-1064-A1-R4_A1g00568	687	866
MvSl-1064-A1-R4_A1g00569	1093	1555
MvSl-1064-A1-R4_A1g00570	55.2029	21.7494
MvSl-1064-A1-R4_A1g00571	2.02589	3.01021
MvSl-1064-A1-R4_A1g00572	83.4849	63.0365
MvSl-1064-A1-R4_A1g00573	653.104	713.517
MvSl-1064-A1-R4_A1g00574	4	6
MvSl-1064-A1-R4_A1g00575	1762	2085
MvSl-1064-A1-R4_A1g00576	201	183
MvSl-1064-A1-R4_A1g00577	141.729	215.418
MvSl-1064-A1-R4_A1g00578	23.3315	20.3258
MvSl-1064-A1-R4_A1g00579	509	829
MvSl-1064-A1-R4_A1g00580	104.427	89.1038
MvSl-1064-A1-R4_A1g00581	7.86935	3.76367
MvSl-1064-A1-R4_A1g00582	494.544	739.572
MvSl-1064-A1-R4_A1g00583	515.242	496.951
MvSl-1064-A1-R4_A1g00584	115.953	109.935
MvSl-1064-A1-R4_A1g00585	0	0
MvSl-1064-A1-R4_A1g00586	0	0
MvSl-1064-A1-R4_A1g00587	0	0
MvSl-1064-A1-R4_A1g00588	0	0
MvSl-1064-A1-R4_A1g00589	0	1
MvSl-1064-A1-R4_A1g00590	1577.9	2541.86
MvSl-1064-A1-R4_A1g00591	17	19
MvSl-1064-A1-R4_A1g00592	15	12
MvSl-1064-A1-R4_A1g00593	4104	4725
MvSl-1064-A1-R4_A1g00594	972	821
MvSl-1064-A1-R4_A1g00595	174.888	144.119
MvSl-1064-A1-R4_A1g00596	3.60846	5.78003
MvSl-1064-A1-R4_A1g00597	0	0
MvSl-1064-A1-R4_A1g00598	54.3788	73.1334
MvSl-1064-A1-R4_A1g00599	20.8268	13.0676
MvSl-1064-A1-R4_A1g00600	4.11911	2
MvSl-1064-A1-R4_A1g00601	14	6
MvSl-1064-A1-R4_A1g00602	1	2.03909
MvSl-1064-A1-R4_A1g00603	142.154	150.031
MvSl-1064-A1-R4_A1g00604	25.2591	18.9864
MvSl-1064-A1-R4_A1g00605	912.029	1040.47
MvSl-1064-A1-R4_A1g00606	100.741	137.014
MvSl-1064-A1-R4_A1g00607	38.0484	49.7114
MvSl-1064-A1-R4_A1g00608	28.3579	26.3724
MvSl-1064-A1-R4_A1g00609	3.00842	0
MvSl-1064-A1-R4_A1g00610	27.1043	20.3979
MvSl-1064-A1-R4_A1g00611	0	0
MvSl-1064-A1-R4_A1g00612	98.7824	111.417
MvSl-1064-A1-R4_A1g00613	12.9707	4.32118
MvSl-1064-A1-R4_A1g00614	13.0666	22.1084
MvSl-1064-A1-R4_A1g00615	4.02501	0
MvSl-1064-A1-R4_A1g00616	231.887	267.838
MvSl-1064-A1-R4_A1g00617	0	0
MvSl-1064-A1-R4_A1g00618	0	0
MvSl-1064-A1-R4_A1g00619	3.22773	3.23304
MvSl-1064-A1-R4_A1g00620	186	138
MvSl-1064-A1-R4_A1g00621	0	1
MvSl-1064-A1-R4_A1g00622	173	171
MvSl-1064-A1-R4_A1g00623	20	34
MvSl-1064-A1-R4_A1g00624	2497	4034
MvSl-1064-A1-R4_A1g00625	54.1383	72
MvSl-1064-A1-R4_A1g00626	698.254	780.042
MvSl-1064-A1-R4_A1g00627	663.179	666.958
MvSl-1064-A1-R4_A1g00628	32.129	67.048
MvSl-1064-A1-R4_A1g00629	169	324
MvSl-1064-A1-R4_A1g00630	1805	3955
MvSl-1064-A1-R4_A1g00631	3667	8248
MvSl-1064-A1-R4_A1g00632	296	513
MvSl-1064-A1-R4_A1g00633	1988	3763
MvSl-1064-A1-R4_A1g00634	613	1286
MvSl-1064-A1-R4_A1g00635	224.798	404.574
MvSl-1064-A1-R4_A1g00636	292.363	463.321
MvSl-1064-A1-R4_A1g00637	840.561	1393.99
MvSl-1064-A1-R4_A1g00638	0	1.06934
MvSl-1064-A1-R4_A1g00639	96	141
MvSl-1064-A1-R4_A1g00640	496	897
MvSl-1064-A1-R4_A1g00641	212.777	252.287
MvSl-1064-A1-R4_A1g00642	5.73062	8
MvSl-1064-A1-R4_A1g00643	9.41391	27.3913
MvSl-1064-A1-R4_A1g00644	1130	1978
MvSl-1064-A1-R4_A1g00645	1795	3087
MvSl-1064-A1-R4_A1g00646	5654	9553
MvSl-1064-A1-R4_A1g00647	7249	15321
MvSl-1064-A1-R4_A1g00648	1135	1423
MvSl-1064-A1-R4_A1g00649	167.265	133.123
MvSl-1064-A1-R4_A1g00650	39.9051	29.477
MvSl-1064-A1-R4_A1g00651	5.96107	20.5115
MvSl-1064-A1-R4_A1g00652	861.434	1519.34
MvSl-1064-A1-R4_A1g00653	104	117
MvSl-1064-A1-R4_A1g00654	855.1	1254.6
MvSl-1064-A1-R4_A1g00655	0	0
MvSl-1064-A1-R4_A1g00656	191.909	247.629
MvSl-1064-A1-R4_A1g00657	364.618	982.221
MvSl-1064-A1-R4_A1g00658	52	29
MvSl-1064-A1-R4_A1g00659	13	24
MvSl-1064-A1-R4_A1g00660	927.893	1210.76
MvSl-1064-A1-R4_A1g00661	951.975	1375.88
MvSl-1064-A1-R4_A1g00662	235.414	371.309
MvSl-1064-A1-R4_A1g00663	733.251	833.24
MvSl-1064-A1-R4_A1g00664	1.02628	2.14958
MvSl-1064-A1-R4_A1g00665	1.67161	0
MvSl-1064-A1-R4_A1g00666	14.0206	2.00698
MvSl-1064-A1-R4_A1g00667	33.2683	23.5724
MvSl-1064-A1-R4_A1g00668	1010.34	1454
MvSl-1064-A1-R4_A1g00669	1450	1845
MvSl-1064-A1-R4_A1g00670	26.844	19.8683
MvSl-1064-A1-R4_A1g00671	292.885	321.398
MvSl-1064-A1-R4_A1g00672	320.132	367.562
MvSl-1064-A1-R4_A1g00673	3.57136	4.67723
MvSl-1064-A1-R4_A1g00674	39.4227	47.0172
MvSl-1064-A1-R4_A1g00675	20.2274	47.8603
MvSl-1064-A1-R4_A1g00676	580.314	770.692
MvSl-1064-A1-R4_A1g00677	479.674	688.132
MvSl-1064-A1-R4_A1g00678	380.433	380.015
MvSl-1064-A1-R4_A1g00679	0	0
MvSl-1064-A1-R4_A1g00680	2	3.5
MvSl-1064-A1-R4_A1g00681	64.7802	115.457
MvSl-1064-A1-R4_A1g00682	7.93705	16.3751
MvSl-1064-A1-R4_A1g00683	2.1438	0
MvSl-1064-A1-R4_A1g00684	1.49162e-06	0
MvSl-1064-A1-R4_A1g00685	122.021	123.876
MvSl-1064-A1-R4_A1g00686	8.52498	7.59758
MvSl-1064-A1-R4_A1g00687	0	1
MvSl-1064-A1-R4_A1g00688	4.10904	5
MvSl-1064-A1-R4_A1g00689	366.167	313.989
MvSl-1064-A1-R4_A1g00690	393.469	387.841
MvSl-1064-A1-R4_A1g00691	738.511	845.953
MvSl-1064-A1-R4_A1g00692	956.084	1154.91
MvSl-1064-A1-R4_A1g00693	4000	6205
MvSl-1064-A1-R4_A1g00694	3015	3738
MvSl-1064-A1-R4_A1g00695	277.294	672.974
MvSl-1064-A1-R4_A1g00696	199.247	248.026
MvSl-1064-A1-R4_A1g00697	1582.35	2770.38
MvSl-1064-A1-R4_A1g00698	1781.9	2653.88
MvSl-1064-A1-R4_A1g00699	18.4286	0
MvSl-1064-A1-R4_A1g00700	38.9313	46.5773
MvSl-1064-A1-R4_A1g00701	0	0
MvSl-1064-A1-R4_A1g00702	27.7324	28.5509
MvSl-1064-A1-R4_A1g00703	0	1
MvSl-1064-A1-R4_A1g00704	0	2
MvSl-1064-A1-R4_A1g00705	653.468	905.79
MvSl-1064-A1-R4_A1g00706	401.903	629.293
MvSl-1064-A1-R4_A1g00707	984	1848
MvSl-1064-A1-R4_A1g00708	0	1.68972
MvSl-1064-A1-R4_A1g00709	36.1305	40.8608
MvSl-1064-A1-R4_A1g00710	342.506	256.885
MvSl-1064-A1-R4_A1g00711	682.07	983.67
MvSl-1064-A1-R4_A1g00712	37.0638	51.1607
MvSl-1064-A1-R4_A1g00713	35.6949	30.405
MvSl-1064-A1-R4_A1g00714	1.59189	1.57937
MvSl-1064-A1-R4_A1g00715	68.6949	91.7782
MvSl-1064-A1-R4_A1g00716	329.97	503.642
MvSl-1064-A1-R4_A1g00717	895.503	1571.28
MvSl-1064-A1-R4_A1g00718	2210	3135
MvSl-1064-A1-R4_A1g00719	1189.37	1119.67
MvSl-1064-A1-R4_A1g00720	1768.86	2737.18
MvSl-1064-A1-R4_A1g00721	35.6949	30.405
MvSl-1064-A1-R4_A1g00722	1.59189	1.57937
MvSl-1064-A1-R4_A1g00723	30.8492	27.4048
MvSl-1064-A1-R4_A1g00724	126.548	77.9319
MvSl-1064-A1-R4_A1g00725	41.1146	33.3025
MvSl-1064-A1-R4_A1g00726	4934	8659
MvSl-1064-A1-R4_A1g00727	55.7459	16.3751
MvSl-1064-A1-R4_A1g00728	0	0
MvSl-1064-A1-R4_A1g00729	2401.91	2932.11
MvSl-1064-A1-R4_A1g00730	79.3303	78.2726
MvSl-1064-A1-R4_A1g00731	565.369	658.949
MvSl-1064-A1-R4_A1g00732	1496	2232
MvSl-1064-A1-R4_A1g00733	2075	2172
MvSl-1064-A1-R4_A1g00734	1642.99	1599.99
MvSl-1064-A1-R4_A1g00735	11.6155	6.17896
MvSl-1064-A1-R4_A1g00736	99.8292	86.3989
MvSl-1064-A1-R4_A1g00737	1311.89	1184.81
MvSl-1064-A1-R4_A1g00738	2	3.5
MvSl-1064-A1-R4_A1g00739	64.7802	115.457
MvSl-1064-A1-R4_A1g00740	7.93705	16.3751
MvSl-1064-A1-R4_A1g00741	0	1.11579
MvSl-1064-A1-R4_A1g00742	118.962	115.792
MvSl-1064-A1-R4_A1g00743	36.1305	40.8608
MvSl-1064-A1-R4_A1g00744	1999.67	1843.98
MvSl-1064-A1-R4_A1g00745	447.125	297.886
MvSl-1064-A1-R4_A1g00746	2233.18	2273.03
MvSl-1064-A1-R4_A1g00747	302.225	343.821
MvSl-1064-A1-R4_A1g00748	314	288
MvSl-1064-A1-R4_A1g00749	1854	1715
MvSl-1064-A1-R4_A1g00750	839	857
MvSl-1064-A1-R4_A1g00751	2556	2562
MvSl-1064-A1-R4_A1g00752	302.156	409.612
MvSl-1064-A1-R4_A1g00753	2728.22	3291.09
MvSl-1064-A1-R4_A1g00754	1333.8	1423.87
MvSl-1064-A1-R4_A1g00755	108.637	113.576
MvSl-1064-A1-R4_A1g00756	6	2
MvSl-1064-A1-R4_A1g00757	48.5535	42.6547
MvSl-1064-A1-R4_A1g00758	824	908.295
MvSl-1064-A1-R4_A1g00759	778.126	884.159
MvSl-1064-A1-R4_A1g00760	413.047	350.488
MvSl-1064-A1-R4_A1g00761	134.642	139.69
MvSl-1064-A1-R4_A1g00762	7.57885	9.38399
MvSl-1064-A1-R4_A1g00763	106.081	73.6108
MvSl-1064-A1-R4_A1g00764	55.5459	77.1201
MvSl-1064-A1-R4_A1g00765	10	14.4609
MvSl-1064-A1-R4_A1g00766	39.0981	40.8782
MvSl-1064-A1-R4_A1g00767	3137.3	887.185
MvSl-1064-A1-R4_A1g00768	846.479	955.737
MvSl-1064-A1-R4_A1g00769	7.30591	5.09087
MvSl-1064-A1-R4_A1g00770	8.72209	15.0448
MvSl-1064-A1-R4_A1g00771	26.1998	26
MvSl-1064-A1-R4_A1g00772	791	1317
MvSl-1064-A1-R4_A1g00773	88.5281	153.822
MvSl-1064-A1-R4_A1g00774	13.4371	28.9809
MvSl-1064-A1-R4_A1g00775	102.68	174.94
MvSl-1064-A1-R4_A1g00776	13	5
MvSl-1064-A1-R4_A1g00777	101.292	119.878
MvSl-1064-A1-R4_A1g00778	922	1360
MvSl-1064-A1-R4_A1g00779	3475	4431
MvSl-1064-A1-R4_A1g00780	83.5775	43.4213
MvSl-1064-A1-R4_A1g00781	14.228	1.05568
MvSl-1064-A1-R4_A1g00782	1770.24	3483.93
MvSl-1064-A1-R4_A1g00783	40.6801	71.8479
MvSl-1064-A1-R4_A1g00784	84.2451	26.8329
MvSl-1064-A1-R4_A1g00785	578.243	359.386
MvSl-1064-A1-R4_A1g00786	1063.44	902.556
MvSl-1064-A1-R4_A1g00787	75.2249	46.7833
MvSl-1064-A1-R4_A1g00788	1	0
MvSl-1064-A1-R4_A1g00789	696.162	718.329
MvSl-1064-A1-R4_A1g00790	26.1739	27.6059
MvSl-1064-A1-R4_A1g00791	4.36491	4.22212
MvSl-1064-A1-R4_A1g00792	402.032	273.629
MvSl-1064-A1-R4_A1g00793	59.6402	66.8184
MvSl-1064-A1-R4_A1g00794	1232	1339
MvSl-1064-A1-R4_A1g00795	3	4
MvSl-1064-A1-R4_A1g00796	35.0759	32.0022
MvSl-1064-A1-R4_A1g00797	2.3607	0
MvSl-1064-A1-R4_A1g00798	830.24	1216.55
MvSl-1064-A1-R4_A1g00799	419.189	871.115
MvSl-1064-A1-R4_A1g00800	3032.59	5771.08
MvSl-1064-A1-R4_A1g00801	331	558
MvSl-1064-A1-R4_A1g00802	406.253	357.466
MvSl-1064-A1-R4_A1g00803	282.191	169.653
MvSl-1064-A1-R4_A1g00804	38.551	57.8136
MvSl-1064-A1-R4_A1g00805	966.77	1063.4
MvSl-1064-A1-R4_A1g00806	4595.66	4955.52
MvSl-1064-A1-R4_A1g00807	5503.8	6066.85
MvSl-1064-A1-R4_A1g00808	184.992	282.995
MvSl-1064-A1-R4_A1g00809	50.526	66.9465
MvSl-1064-A1-R4_A1g00810	189.136	267.602
MvSl-1064-A1-R4_A1g00811	36	24
MvSl-1064-A1-R4_A1g00812	98.1709	117.75
MvSl-1064-A1-R4_A1g00813	5.11941	1.02208
MvSl-1064-A1-R4_A1g00814	73.6086	110.922
MvSl-1064-A1-R4_A1g00815	12.944	6.83033
MvSl-1064-A1-R4_A1g00816	20.746	38.1565
MvSl-1064-A1-R4_A1g00817	9.85629	13.7447
MvSl-1064-A1-R4_A1g00818	1.0709	0
MvSl-1064-A1-R4_A1g00819	22.6294	12.2314
MvSl-1064-A1-R4_A1g00820	1	0
MvSl-1064-A1-R4_A1g00821	0.0669808	2.68589
MvSl-1064-A1-R4_A1g00822	32.5401	63.0886
MvSl-1064-A1-R4_A1g00823	9	6
MvSl-1064-A1-R4_A1g00824	505.661	701.986
MvSl-1064-A1-R4_A1g00825	27	6
MvSl-1064-A1-R4_A1g00826	4	1.01355
MvSl-1064-A1-R4_A1g00827	144.6	275
MvSl-1064-A1-R4_A1g00828	142.333	341.175
MvSl-1064-A1-R4_A1g00829	33.0537	42.9331
MvSl-1064-A1-R4_A1g00830	3	3
MvSl-1064-A1-R4_A1g00831	3.14882	4.87898
MvSl-1064-A1-R4_A1g00832	2977	4012
MvSl-1064-A1-R4_A1g00833	412.795	258.88
MvSl-1064-A1-R4_A1g00834	20119.8	17395
MvSl-1064-A1-R4_A1g00835	55	37.9902
MvSl-1064-A1-R4_A1g00836	564.635	707.156
MvSl-1064-A1-R4_A1g00837	2426.19	2880.56
MvSl-1064-A1-R4_A1g00838	4	4
MvSl-1064-A1-R4_A1g00839	5704	4900
MvSl-1064-A1-R4_A1g00840	1685	1998
MvSl-1064-A1-R4_A1g00841	1172	258
MvSl-1064-A1-R4_A1g00842	4326	3854
MvSl-1064-A1-R4_A1g00843	622	725
MvSl-1064-A1-R4_A1g00844	11	25
MvSl-1064-A1-R4_A1g00845	1695	1571
MvSl-1064-A1-R4_A1g00846	464.836	596.774
MvSl-1064-A1-R4_A1g00847	299.636	142.381
MvSl-1064-A1-R4_A1g00848	2015.52	2958.86
MvSl-1064-A1-R4_A1g00849	0	0
MvSl-1064-A1-R4_A1g00850	447.345	561.829
MvSl-1064-A1-R4_A1g00851	15.1823	14.0953
MvSl-1064-A1-R4_A1g00852	4.5255	0
MvSl-1064-A1-R4_A1g00853	3154	4344
MvSl-1064-A1-R4_A1g00854	4322	5921
MvSl-1064-A1-R4_A1g00855	5902	8810
MvSl-1064-A1-R4_A1g00856	1737	2784
MvSl-1064-A1-R4_A1g00857	120.267	197.677
MvSl-1064-A1-R4_A1g00858	126.297	125.807
MvSl-1064-A1-R4_A1g00859	259.422	373.411
MvSl-1064-A1-R4_A1g00860	42.6329	47.6046
MvSl-1064-A1-R4_A1g00861	30	10
MvSl-1064-A1-R4_A1g00862	248.22	158.057
MvSl-1064-A1-R4_A1g00863	195.485	246.702
MvSl-1064-A1-R4_A1g00864	1.26938	0
MvSl-1064-A1-R4_A1g00865	39.613	42.7701
MvSl-1064-A1-R4_A1g00866	84.366	57.2426
MvSl-1064-A1-R4_A1g00867	24.6499	23.0028
MvSl-1064-A1-R4_A1g00868	4364.43	7443.61
MvSl-1064-A1-R4_A1g00869	7324	12980
MvSl-1064-A1-R4_A1g00870	46.667	44.8053
MvSl-1064-A1-R4_A1g00871	1.07519	1.08581
MvSl-1064-A1-R4_A1g00872	13.4044	7.26668
MvSl-1064-A1-R4_A1g00873	88.6385	92.5903
MvSl-1064-A1-R4_A1g00874	0	0
MvSl-1064-A1-R4_A1g00875	2	0
MvSl-1064-A1-R4_A1g00876	236.801	243.945
MvSl-1064-A1-R4_A1g00877	138.194	174.706
MvSl-1064-A1-R4_A1g00878	8	13
MvSl-1064-A1-R4_A1g00879	816.896	699.782
MvSl-1064-A1-R4_A1g00880	961.257	387.211
MvSl-1064-A1-R4_A1g00881	3.1515	3.14035
MvSl-1064-A1-R4_A1g00882	563.504	569.007
MvSl-1064-A1-R4_A1g00883	6043.99	10028.7
MvSl-1064-A1-R4_A1g00884	1208.04	2508.8
MvSl-1064-A1-R4_A1g00885	127.883	99.5476
MvSl-1064-A1-R4_A1g00886	637	791
MvSl-1064-A1-R4_A1g00887	8.04833	10.0214
MvSl-1064-A1-R4_A1g00888	900.301	1360.01
MvSl-1064-A1-R4_A1g00889	79.9249	60.2061
MvSl-1064-A1-R4_A1g00890	300.753	186.978
MvSl-1064-A1-R4_A1g00891	83.9921	145.628
MvSl-1064-A1-R4_A1g00892	8.35738	7.3534
MvSl-1064-A1-R4_A1g00893	0	0
MvSl-1064-A1-R4_A1g00894	12.6836	7.35771
MvSl-1064-A1-R4_A1g00895	0	0
MvSl-1064-A1-R4_A1g00896	0	0
MvSl-1064-A1-R4_A1g00897	7.53202	13.6037
MvSl-1064-A1-R4_A1g00898	0	0
MvSl-1064-A1-R4_A1g00899	111.61	96.0271
MvSl-1064-A1-R4_A1g00900	4	1.01261
MvSl-1064-A1-R4_A1g00901	2.55175	3.44945
MvSl-1064-A1-R4_A1g00902	14.0834	13.0876
MvSl-1064-A1-R4_A1g00903	2.02618	3.0043
MvSl-1064-A1-R4_A1g00904	1.07923	0
MvSl-1064-A1-R4_A1g00905	20.1183	26.9669
MvSl-1064-A1-R4_A1g00906	7	5
MvSl-1064-A1-R4_A1g00907	35.5976	95.2044
MvSl-1064-A1-R4_A1g00908	403.102	446.767
MvSl-1064-A1-R4_A1g00909	76.9094	105.051
MvSl-1064-A1-R4_A1g00910	1826.69	2524.17
MvSl-1064-A1-R4_A1g00911	6405	12987
MvSl-1064-A1-R4_A1g00912	1160	1942
MvSl-1064-A1-R4_A1g00913	1784	1790
MvSl-1064-A1-R4_A1g00914	4935.83	7360.61
MvSl-1064-A1-R4_A1g00915	13.1382	17.4645
MvSl-1064-A1-R4_A1g00916	25.3088	50.3322
MvSl-1064-A1-R4_A1g00917	6.18569	0
MvSl-1064-A1-R4_A1g00918	434.764	367.86
MvSl-1064-A1-R4_A1g00919	185.576	261.937
MvSl-1064-A1-R4_A1g00920	2188	2442
MvSl-1064-A1-R4_A1g00921	1897	2598
MvSl-1064-A1-R4_A1g00922	787	903
MvSl-1064-A1-R4_A1g00923	110	112
MvSl-1064-A1-R4_A1g00924	748.337	859.121
MvSl-1064-A1-R4_A1g00925	42.4959	41.2526
MvSl-1064-A1-R4_A1g00926	69.5384	72.1607
MvSl-1064-A1-R4_A1g00927	3.09779	2.05102
MvSl-1064-A1-R4_A1g00928	38.2442	32.0944
MvSl-1064-A1-R4_A1g00929	0	1.9656
MvSl-1064-A1-R4_A1g00930	54.3208	104.922
MvSl-1064-A1-R4_A1g00931	55	18
MvSl-1064-A1-R4_A1g00932	0	1.00589
MvSl-1064-A1-R4_A1g00933	0	0
MvSl-1064-A1-R4_A1g00934	164.716	163.713
MvSl-1064-A1-R4_A1g00935	19.9784	12.4591
MvSl-1064-A1-R4_A1g00936	0	0
MvSl-1064-A1-R4_A1g00937	0	0
MvSl-1064-A1-R4_A1g00938	0	0
MvSl-1064-A1-R4_A1g00939	1	0
MvSl-1064-A1-R4_A1g00940	143.947	210.766
MvSl-1064-A1-R4_A1g00941	4.07897	5.20297
MvSl-1064-A1-R4_A1g00942	0	0
MvSl-1064-A1-R4_A1g00943	0	0
MvSl-1064-A1-R4_A1g00944	1109.06	2124.38
MvSl-1064-A1-R4_A1g00945	13	6
MvSl-1064-A1-R4_A1g00946	3	2
MvSl-1064-A1-R4_A1g00947	93	58.6117
MvSl-1064-A1-R4_A1g00948	1817.34	2285.96
MvSl-1064-A1-R4_A1g00949	19.5166	27.2166
MvSl-1064-A1-R4_A1g00950	2	2
MvSl-1064-A1-R4_A1g00951	273.073	250.693
MvSl-1064-A1-R4_A1g00952	304.983	255.619
MvSl-1064-A1-R4_A1g00953	8	7
MvSl-1064-A1-R4_A1g00954	0	2
MvSl-1064-A1-R4_A1g00955	34	15
MvSl-1064-A1-R4_A1g00956	876	1298
MvSl-1064-A1-R4_A1g00957	729	1108
MvSl-1064-A1-R4_A1g00958	2543	3931
MvSl-1064-A1-R4_A1g00959	107	136
MvSl-1064-A1-R4_A1g00960	1273	1502
MvSl-1064-A1-R4_A1g00961	443.727	525.316
MvSl-1064-A1-R4_A1g00962	7841	6991
MvSl-1064-A1-R4_A1g00963	1.03576	0
MvSl-1064-A1-R4_A1g00964	2714.66	2889.08
MvSl-1064-A1-R4_A1g00965	293.47	234.063
MvSl-1064-A1-R4_A1g00966	444.928	744.528
MvSl-1064-A1-R4_A1g00967	160.187	168.042
MvSl-1064-A1-R4_A1g00968	1795.64	2498.66
MvSl-1064-A1-R4_A1g00969	218	312
MvSl-1064-A1-R4_A1g00970	3766	6281
MvSl-1064-A1-R4_A1g00971	1205	1609
MvSl-1064-A1-R4_A1g00972	760	1175
MvSl-1064-A1-R4_A1g00973	511.444	762.033
MvSl-1064-A1-R4_A1g00974	479.207	799.889
MvSl-1064-A1-R4_A1g00975	10.6084	5.40777
MvSl-1064-A1-R4_A1g00976	195.68	307.669
MvSl-1064-A1-R4_A1g00977	458.613	549.194
MvSl-1064-A1-R4_A1g00978	1.10227	0
MvSl-1064-A1-R4_A1g00979	1.18111	8.12464
MvSl-1064-A1-R4_A1g00980	3431.7	1008.36
MvSl-1064-A1-R4_A1g00981	24.048	5.39247
MvSl-1064-A1-R4_A1g00982	1.00097	0
MvSl-1064-A1-R4_A1g00983	39.506	4.62918
MvSl-1064-A1-R4_A1g00984	3.42066	0
MvSl-1064-A1-R4_A1g00985	999.572	1672.32
MvSl-1064-A1-R4_A1g00986	215.012	185.201
MvSl-1064-A1-R4_A1g00987	3.0116	0
MvSl-1064-A1-R4_A1g00988	46.8821	119.634
MvSl-1064-A1-R4_A1g00989	0	1.00724
MvSl-1064-A1-R4_A1g00990	1.03484	1.00358
MvSl-1064-A1-R4_A1g00991	0	2.00374
MvSl-1064-A1-R4_A1g00992	1	0
MvSl-1064-A1-R4_A1g00993	0	0
MvSl-1064-A1-R4_A1g00994	6.05921	1.7121
MvSl-1064-A1-R4_A1g00995	167.771	159.377
MvSl-1064-A1-R4_A1g00996	413	564
MvSl-1064-A1-R4_A1g00997	582	815
MvSl-1064-A1-R4_A1g00998	705	1256
MvSl-1064-A1-R4_A1g00999	285.243	359.599
MvSl-1064-A1-R4_A1g01000	139.334	247.327
MvSl-1064-A1-R4_A1g01001	25.5721	37.6457
MvSl-1064-A1-R4_A1g01002	0	0
MvSl-1064-A1-R4_A1g01003	439.35	464.779
MvSl-1064-A1-R4_A1g01004	2.09883	2.2031
MvSl-1064-A1-R4_A1g01005	21.7971	23.1352
MvSl-1064-A1-R4_A1g01006	0	0
MvSl-1064-A1-R4_A1g01007	20.1337	13.8131
MvSl-1064-A1-R4_A1g01008	0	0
MvSl-1064-A1-R4_A1g01009	1440.99	1966.54
MvSl-1064-A1-R4_A1g01010	169.824	285.855
MvSl-1064-A1-R4_A1g01011	3778.13	4477.35
MvSl-1064-A1-R4_A1g01012	0	0
MvSl-1064-A1-R4_A1g01013	73.0995	108.282
MvSl-1064-A1-R4_A1g01014	0	0
MvSl-1064-A1-R4_A1g01015	0	0
MvSl-1064-A1-R4_A1g01016	1767.23	2088.2
MvSl-1064-A1-R4_A1g01017	9489	11327
MvSl-1064-A1-R4_A1g01018	0	0
MvSl-1064-A1-R4_A1g01019	1020.34	1111.41
MvSl-1064-A1-R4_A1g01020	0	0
MvSl-1064-A1-R4_A1g01021	4	5
MvSl-1064-A1-R4_A1g01022	0	0
MvSl-1064-A1-R4_A1g01023	0	0
