gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_MC12g11479	4180.29	6960.73	1511.42	1476.28	5825.55	5116.43
MvSl-1064-A2-R4_MC12g11480	1849.3	2009.73	2333.02	2184.54	2036.19	1718.62
MvSl-1064-A2-R4_MC12g11481	238	280	338	307	363	254
MvSl-1064-A2-R4_MC12g11482	524	613	686	696	651	635
MvSl-1064-A2-R4_MC12g11483	590	538	647	619	676	738
MvSl-1064-A2-R4_MC12g11484	7954	7429	5214	4490	8242	8979
MvSl-1064-A2-R4_MC12g11485	37	111	220	201	85	95
MvSl-1064-A2-R4_MC12g11486	10394.7	14759.3	13971.6	15436.7	14971.4	17930.6
MvSl-1064-A2-R4_MC12g11487	4989	4532	15855	16385	6481	5580
MvSl-1064-A2-R4_MC12g11488	13	9	6	7	9	3
MvSl-1064-A2-R4_MC12g11489	11.9164	14.3948	5.27282	3.43627	11.0266	5.5733
MvSl-1064-A2-R4_MC12g11490	40	56	44	51	23	45
MvSl-1064-A2-R4_MC12g11491	208	199	3914	4126	707	504
MvSl-1064-A2-R4_MC12g11492	3877	3954	1685	1571	4632	4917
MvSl-1064-A2-R4_MC12g11493	1028	964	777	805	784	797
MvSl-1064-A2-R4_MC12g11494	20	22	108	257	21	10
MvSl-1064-A2-R4_MC12g11495	2616	2939	7883	8627	7236	7826
MvSl-1064-A2-R4_MC12g11496	222.545	201.568	274.959	210.509	338.164	392.742
MvSl-1064-A2-R4_MC12g11497	10	9	23	27	11	8
MvSl-1064-A2-R4_MC12g11498	397	309	2733	3222	357	280
MvSl-1064-A2-R4_MC12g11499	816	752	1692	1724	956	904
MvSl-1064-A2-R4_MC12g11500	0.4	0	0	0.401811	0	0.309011
MvSl-1064-A2-R4_MC12g11501	604.627	630.325	401.857	314.004	732.799	832.176
MvSl-1064-A2-R4_MC12g11502	0	0	0	0	0	0
MvSl-1064-A2-R4_MC12g11503	4208	2961	1819	1804	3990	2093
MvSl-1064-A2-R4_MC12g11504	3168.55	3379.37	2725.97	3235.68	4116.24	3104.19
MvSl-1064-A2-R4_MC12g11505	632.058	762.923	484.632	375.527	584.133	776.418
MvSl-1064-A2-R4_MC12g11506	3.47101	5.32524	4.55409	0	5.62203	11.503
MvSl-1064-A2-R4_MC12g11507	3111	3400	6320	4284	5606	5115
MvSl-1064-A2-R4_MC12g11508	402	443	590	686	416	358
MvSl-1064-A2-R4_MC12g11509	54	42	506	891	52	22
MvSl-1064-A2-R4_MC12g11510	3406	3483	6285	7372	4256	3622
MvSl-1064-A2-R4_MC12g11511	8459	9922	5747	5827	8395	7403
MvSl-1064-A2-R4_MC12g11512	971	930	2175	2242	961	788
MvSl-1064-A2-R4_MC12g11513	3	2	0	0	0	1
MvSl-1064-A2-R4_MC12g11514	0	3	1	1	5	1
MvSl-1064-A2-R4_MC12g11515	0	0	0	0	1	0
MvSl-1064-A2-R4_MC12g11516	144.62	106.489	109.981	53.6368	225.707	138.646
MvSl-1064-A2-R4_MC12g11517	49.4006	43.8893	15.4184	18.2965	36.916	43.2852
MvSl-1064-A2-R4_MC12g11518	1642	1365	2352	1784	1650	1618
MvSl-1064-A2-R4_MC12g11519	484	452	824	883	504	471
MvSl-1064-A2-R4_MC12g11520	1213	1034	1563	1406	1726	1737
MvSl-1064-A2-R4_MC12g11521	1019	986	2340	3050	1149	820
MvSl-1064-A2-R4_MC12g11522	461	640	784	912	989	830
MvSl-1064-A2-R4_MC12g11523	121	118	142	152	183	181
MvSl-1064-A2-R4_MC12g11524	1571	1514	2487	2427	1752	1498
MvSl-1064-A2-R4_MC12g11525	1679	1715	1457	1674	1724	1339
MvSl-1064-A2-R4_MC12g11526	1100	1040	1359	1908	1192	1248
MvSl-1064-A2-R4_MC12g11527	3180	3488	4488	4943	4503	4054
MvSl-1064-A2-R4_MC12g11528	1060	875	3515	2903	1439	1388
MvSl-1064-A2-R4_MC12g11529	915	896	2102	2340	1024	1035
MvSl-1064-A2-R4_MC12g11530	1088.01	1116	4086	6212.05	1129	673.002
MvSl-1064-A2-R4_MC12g11531	5038.86	6256.77	6473.5	7062.07	6451.46	4935.75
MvSl-1064-A2-R4_MC12g11532	2011.03	3166.55	2434.85	1908.74	2402.72	3161.71
MvSl-1064-A2-R4_MC12g11533	0	0	0	0	0	0
MvSl-1064-A2-R4_MC12g11534	2515	2885	1589	1627	2605	2273
MvSl-1064-A2-R4_MC12g11535	414	341	236	236	366	325
MvSl-1064-A2-R4_MC12g11536	2433.95	2494.08	2835.81	2842.72	4695.72	5658.26
MvSl-1064-A2-R4_MC12g11537	626.331	420	215.265	213.139	978.553	1247.7
MvSl-1064-A2-R4_MC12g11538	536.525	507.49	292.324	256.151	662.573	502.536
MvSl-1064-A2-R4_MC12g11539	81.8266	70.7821	86.0972	89.3768	69.2267	45.6551
MvSl-1064-A2-R4_MC12g11540	64.2729	49.959	75.2067	113.586	56.721	43.6242
MvSl-1064-A2-R4_MC12g11541	0	6.50177	0	0	0	0
MvSl-1064-A2-R4_MC12g11542	0	0	0	1.03813	0	0
MvSl-1064-A2-R4_MC12g11543	0	0	0	0	0	0
MvSl-1064-A2-R4_MC12g11544	1.85661	0	1.92502	6.7675	0	0
MvSl-1064-A2-R4_MC12g11545	0	0	1.01192	0	2.02929	0
MvSl-1064-A2-R4_MC12g11546	0	1.34117	0	0	1.2546	0
MvSl-1064-A2-R4_MC12g11547	0	0	0	0	0	0
MvSl-1064-A2-R4_MC12g11548	996.46	1105.83	614.019	605.058	1634.74	1501.38
MvSl-1064-A2-R4_MC12g11549	0	0	0	0	2.38401	4.34738
MvSl-1064-A2-R4_MC12g11550	0	0	0	1.03124	0	0
MvSl-1064-A2-R4_MC13g11551	19.6084	51.1092	34.4776	28.1271	14.7052	22.0998
MvSl-1064-A2-R4_MC13g11552	1080.35	937.679	192.127	175.024	876.294	771.343
MvSl-1064-A2-R4_MC13g11553	1005	842	290	298	720.511	502.549
MvSl-1064-A2-R4_MC13g11554	306	306	700	831	455	268
MvSl-1064-A2-R4_MC13g11555	136.295	149.744	124.776	120.538	130.228	123.757
MvSl-1064-A2-R4_MC13g11556	3095	3214	3438	3644	3876	3429
MvSl-1064-A2-R4_MC13g11557	4152	3471	3270	3222	3770	3735
MvSl-1064-A2-R4_MC13g11558	667	549	1648	1856	743	601
MvSl-1064-A2-R4_MC13g11559	499	343	616	691	417	375
MvSl-1064-A2-R4_MC13g11560	504.825	618.258	138.906	84.9553	408.875	336.915
MvSl-1064-A2-R4_MC13g11561	51	32	12	6	136	123
MvSl-1064-A2-R4_MC13g11562	1199.96	1465.85	327	190	1895	1962.97
MvSl-1064-A2-R4_MC13g11563	170	206	108	88	282	257
MvSl-1064-A2-R4_MC13g11564	1144.42	1126.75	1824.22	387.176	1876.52	1130.4
MvSl-1064-A2-R4_MC13g11565	5092.31	5620.97	3289.03	3264.83	6670.57	5788.38
MvSl-1064-A2-R4_MC13g11566	1253.14	1825.62	196.711	163.563	1182.73	1236.74
MvSl-1064-A2-R4_MC13g11567	128	126	12	11	116	143
MvSl-1064-A2-R4_MC13g11568	966	1274	169	107	623.506	894.359
MvSl-1064-A2-R4_MC13g11569	70.1537	70.8897	96.3593	122.05	50.5003	67.4804
MvSl-1064-A2-R4_MC13g11570	63.2581	55.9053	80.1691	61.1339	71.2529	82.5417
MvSl-1064-A2-R4_MC13g11571	71.1684	79.9127	109.582	98.0119	76.0713	79.6976
MvSl-1064-A2-R4_MC13g11572	506	618	171	192	467	489
MvSl-1064-A2-R4_MC13g11573	5051.25	5687.9	1426.8	1564.95	6270.4	6317.67
MvSl-1064-A2-R4_MC13g11574	185.416	332.597	54.4278	42.103	109.706	148.048
MvSl-1064-A2-R4_MC13g11575	2	0	1	2	2	0
MvSl-1064-A2-R4_MC13g11576	175.348	255.809	62.7503	79.1235	184.603	202.895
MvSl-1064-A2-R4_MC13g11577	0	0	1.02374	0	16.8799	34.2916
MvSl-1064-A2-R4_MC13g11578	278.764	292.444	243.836	161.455	367.261	377.573
MvSl-1064-A2-R4_MC13g11579	0	4.21447	20.3217	14.1553	1.01095	0
MvSl-1064-A2-R4_MC13g11580	4	3	19	27	1.00051	4
MvSl-1064-A2-R4_MC13g11581	4718.37	5626.11	3486.44	3924.67	6544.46	5635.83
MvSl-1064-A2-R4_MC13g11582	69.193	44.1097	21.5636	24.9427	28.7397	37.5508
MvSl-1064-A2-R4_MC13g11583	103.487	125.97	18.4566	19.9033	134.875	207.386
MvSl-1064-A2-R4_MC13g11584	35.776	41.1865	2	2	46.3007	54.5144
MvSl-1064-A2-R4_MC13g11585	60.3377	104.167	386.166	470.901	162.933	124.966
MvSl-1064-A2-R4_MC13g11586	785.93	941.845	600.308	551.69	999.866	1012.76
MvSl-1064-A2-R4_MC13g11587	290.519	250.064	145.375	111.648	378.884	336.908
MvSl-1064-A2-R4_MC13g11588	8.02819	11.3067	9.19615	0	10.7488	14.0232
MvSl-1064-A2-R4_MC13g11589	326.687	285.394	147.038	108.853	694.898	644.761
MvSl-1064-A2-R4_MC13g11590	363.32	385.597	10	22	40	68.718
MvSl-1064-A2-R4_MC13g11591	1235.2	1519.1	56.1	258.088	291.741	423.398
MvSl-1064-A2-R4_MC13g11592	2633.66	2358.09	248.11	669.208	2127.18	3096.62
MvSl-1064-A2-R4_MC13g11593	38.7267	33.7933	38.2247	22	41.9836	40.0551
MvSl-1064-A2-R4_MC13g11594	267.196	236.562	129.473	93.4155	166.09	180.187
MvSl-1064-A2-R4_MC13g11595	1567.09	822.637	422.298	981.348	837.044	517.742
MvSl-1064-A2-R4_MC13g11596	474.403	546.722	316.557	346.821	270.625	270.307
MvSl-1064-A2-R4_MC13g11597	4057.95	4411.59	2647.66	2948.16	5387.22	4427.2
MvSl-1064-A2-R4_MC13g11598	1	1	0.5	1	1	0.5
MvSl-1064-A2-R4_MC13g11599	580.343	671.612	158.38	130.169	2199.23	2227
MvSl-1064-A2-R4_MC13g11600	9	11	6	5	6	6
MvSl-1064-A2-R4_MC13g11601	141.662	145.833	546.834	610.099	260.067	177.034
MvSl-1064-A2-R4_MC13g11602	35.776	41.1865	2	2	46.3007	54.5144
MvSl-1064-A2-R4_MC13g11603	103.487	125.97	18.4566	19.9033	134.875	207.386
MvSl-1064-A2-R4_MC13g11604	474.403	546.722	316.557	346.821	270.625	270.307
MvSl-1064-A2-R4_MC13g11605	4057.95	4411.59	2647.66	2948.16	5387.22	4427.2
MvSl-1064-A2-R4_MC13g11606	1	1	0.5	1	1	0.5
MvSl-1064-A2-R4_MC13g11607	580.343	671.612	158.38	130.169	2199.23	2227
MvSl-1064-A2-R4_MC13g11608	29	54	41	42	44	65
MvSl-1064-A2-R4_MC13g11609	168	149	93	108	221	294
MvSl-1064-A2-R4_MC13g11610	121	137	70	62	178	217
MvSl-1064-A2-R4_MC13g11611	8720	12022	9833	9171	12726	11561
MvSl-1064-A2-R4_MC13g11612	437	1185	966	1039	1010	776
MvSl-1064-A2-R4_MC13g11613	341	937	803	868	894	514
MvSl-1064-A2-R4_MC13g11614	1631	1725	3247	3292	2553	2243
MvSl-1064-A2-R4_MC13g11615	1671	1328	5072	5085	1878	1681
MvSl-1064-A2-R4_MC13g11616	1080	990	1540	1570	1102	1101
MvSl-1064-A2-R4_MC13g11617	19	7	4	2	45	20
MvSl-1064-A2-R4_MC13g11618	0	1	0	0	0	0
MvSl-1064-A2-R4_MC13g11619	0	1	0	0	1	1
MvSl-1064-A2-R4_MC13g11620	38.025	43.6934	21.8336	33.1412	35.25	48.6288
MvSl-1064-A2-R4_MC13g11621	677.421	620.14	614.075	684.065	856.661	789.508
MvSl-1064-A2-R4_MC13g11622	33	54	35	34	164	218.14
MvSl-1064-A2-R4_MC13g11623	563	580	335	329	783	899
MvSl-1064-A2-R4_MC13g11624	1680	1629	2122	2059	1845	1775
MvSl-1064-A2-R4_MC13g11625	2791	2826	5720	5158	3889	2952
MvSl-1064-A2-R4_MC13g11626	73.0387	118.152	25	15	76	83.0274
MvSl-1064-A2-R4_MC13g11627	3	9	1	1	3	4
MvSl-1064-A2-R4_MC13g11628	0	0	0	0	0	0
MvSl-1064-A2-R4_MC13g11629	13	38	4.07725	6.13822	11.3302	12.5448
MvSl-1064-A2-R4_MC13g11630	35	43	12	15	24.6198	35.3998
MvSl-1064-A2-R4_MC13g11631	1231.96	1599.33	1389.5	1446.86	1136.48	1155.99
MvSl-1064-A2-R4_MC13g11632	2938	2982	6290	6479	3485	3477
MvSl-1064-A2-R4_MC13g11633	890	766	1844	1768	795	514
MvSl-1064-A2-R4_MC13g11634	1806	1675	2061	1876	1729	1487
MvSl-1064-A2-R4_MC13g11635	22	35	10	3	16	18
MvSl-1064-A2-R4_MC13g11636	880	861	396	305	731	795
MvSl-1064-A2-R4_MC13g11637	1015.03	1446.35	619.574	561.685	1129.25	963.233
MvSl-1064-A2-R4_MC13g11638	24	31	0	1	10	10
MvSl-1064-A2-R4_MC13g11639	4683	6009	3547	3266	6229	3907
MvSl-1064-A2-R4_MC13g11640	1157	1385	1113	1003	2657	1947
MvSl-1064-A2-R4_MC13g11641	7	6	1	0	4	2
MvSl-1064-A2-R4_MC13g11642	1037.18	1399.03	144.094	232.045	843.125	893.085
MvSl-1064-A2-R4_MC13g11643	546	387	236	240	440	613
MvSl-1064-A2-R4_MC13g11644	1046	952	491	573	910	1149
MvSl-1064-A2-R4_MC13g11645	8	16	35	38	19	19
MvSl-1064-A2-R4_MC13g11646	484	431	761	750	538	447
MvSl-1064-A2-R4_MC13g11647	5022	6232	1682	1358	5608	5135
MvSl-1064-A2-R4_MC13g11648	2000	1903	2182	2116	2242	1877
MvSl-1064-A2-R4_MC13g11649	1123	1174	1144	1199	857	665
MvSl-1064-A2-R4_MC13g11650	118.375	103	401	433	115.243	118.306
MvSl-1064-A2-R4_MC13g11651	315	235	536	627	253	297
MvSl-1064-A2-R4_MC13g11652	1768	1390	2332	1906	1844	2201
MvSl-1064-A2-R4_MC13g11653	4072	4197	2150	2334	6081	6713
MvSl-1064-A2-R4_MC13g11654	18	36	4	3	6	18
MvSl-1064-A2-R4_MC13g11655	3635	5403	36	24	754	790
MvSl-1064-A2-R4_MC13g11656	3806	3450	4212	3243	2851	2522
MvSl-1064-A2-R4_MC13g11657	7119	4835	1383	1068	29870	28110
MvSl-1064-A2-R4_MC13g11658	2216	2239	2639	2371	3099	2210
MvSl-1064-A2-R4_MC13g11659	9305	13002	30860	31215	12624	13945
MvSl-1064-A2-R4_MC13g11660	259	260	109	97	205	286
MvSl-1064-A2-R4_MC13g11661	4441	7292	2311	2394	10805	13381
MvSl-1064-A2-R4_MC13g11662	5628	6400	2702	2023	6788	5663
MvSl-1064-A2-R4_MC13g11663	6	6	6	4	4	1
MvSl-1064-A2-R4_MC13g11664	0	0	0	0	1	0
MvSl-1064-A2-R4_MC13g11665	1296	1126	765	811	1330	1127
MvSl-1064-A2-R4_MC13g11666	397	532	2763	1917	482	484
MvSl-1064-A2-R4_MC13g11667	289	406	3777	2994	398	339
MvSl-1064-A2-R4_MC13g11668	652	929	575	723	845	1373
MvSl-1064-A2-R4_MC13g11669	252	227.023	294	451	313.02	437.642
MvSl-1064-A2-R4_MC13g11670	29	10	24	26	27	12
MvSl-1064-A2-R4_MC13g11671	1710	987	4392	6382	1207	1071
MvSl-1064-A2-R4_MC13g11672	3228	4068	3868	4918	5492	3833
MvSl-1064-A2-R4_MC13g11673	265	182	177	285	362	190
MvSl-1064-A2-R4_MC13g11674	570	503	653	559	689	571
MvSl-1064-A2-R4_MC13g11675	1321	1077	2568	2073	1476	1366
MvSl-1064-A2-R4_MC13g11676	1992	2494	1579	1588	2985	2684
MvSl-1064-A2-R4_MC13g11677	86	110	4	2	13	19
MvSl-1064-A2-R4_MC13g11678	53	65	3	1	10	14
MvSl-1064-A2-R4_MC13g11679	259	309	11	15	60	59
MvSl-1064-A2-R4_MC13g11680	3559	4208	2469	2942	4006	4365
MvSl-1064-A2-R4_MC13g11681	2775	2368	5367	5150	2454	2251
MvSl-1064-A2-R4_MC13g11682	15	14	4	11	6524	6158
MvSl-1064-A2-R4_MC13g11683	531	496	618	811	1849	1768
MvSl-1064-A2-R4_MC13g11684	1990	1555	5207	4431	2078	1937
MvSl-1064-A2-R4_MC13g11685	6013	4711	853	737	4344	4418
MvSl-1064-A2-R4_MC13g11686	227	327	173	145	428	449
MvSl-1064-A2-R4_MC13g11687	3	1	3	6	0	0
MvSl-1064-A2-R4_MC13g11688	1	0	0	0	1.15592	1.68314
MvSl-1064-A2-R4_MC13g11689	19	17	11	10	27.8441	25.3169
MvSl-1064-A2-R4_MC13g11690	6	4	164	114	5	2
MvSl-1064-A2-R4_MC13g11691	7	21	6	3	10	9
MvSl-1064-A2-R4_MC13g11692	4.44183	2.46369	0	0	4	4.60359
MvSl-1064-A2-R4_MC13g11693	13.5582	11.6255	1	1	0	13.3964
MvSl-1064-A2-R4_MC13g11694	4535	3773	2020	1921	1556	2511
MvSl-1064-A2-R4_MC13g11695	109.612	114.074	152.919	170.693	160.155	208.336
MvSl-1064-A2-R4_MC13g11696	1865.9	2095.6	1877.57	2134.88	2701.94	2630.82
MvSl-1064-A2-R4_MC13g11697	392	380	1371	1904	390	342
MvSl-1064-A2-R4_MC13g11698	466	430	495	529	466	506
MvSl-1064-A2-R4_MC13g11699	1112	1060	3286	4440	1196	898
MvSl-1064-A2-R4_MC13g11700	1222	1293	2299	2274	1867	1496
MvSl-1064-A2-R4_MC13g11701	1740	2161	1500	1635	1201	1321
MvSl-1064-A2-R4_MC13g11702	766	677	7155	8908	711	854
MvSl-1064-A2-R4_MC13g11703	1748	2229	2143	1843	2057	2493
MvSl-1064-A2-R4_MC13g11704	3258	4343	3364	3131	11175	12292
MvSl-1064-A2-R4_MC13g11705	311	484	2213	3438	717	650
MvSl-1064-A2-R4_MC13g11706	4524	3691	5607	4570	4883	4073
MvSl-1064-A2-R4_MC13g11707	2227	2007	2518	2344	3453	3290
MvSl-1064-A2-R4_MC13g11708	3371	4196	3299	3349	4643	4732
MvSl-1064-A2-R4_MC13g11709	3307	3316	2714	2662	3108	2609
MvSl-1064-A2-R4_MC13g11710	405	486	2682	3317	1609	1370
MvSl-1064-A2-R4_MC13g11711	455	529	1126	1657	867	655
MvSl-1064-A2-R4_MC13g11712	524	602	5165	6365	1272	846
MvSl-1064-A2-R4_MC13g11713	2427	2118	1585	1434	2720	3217
MvSl-1064-A2-R4_MC13g11714	817	700	1019	989	915	842
MvSl-1064-A2-R4_MC13g11715	67	50	17515	13591	104	57
MvSl-1064-A2-R4_MC13g11716	2	2	0	1	1	0
MvSl-1064-A2-R4_MC13g11717	2292	2469	2835	2795	2336	2262
MvSl-1064-A2-R4_MC13g11718	2113	1873	2803	2505	2196	2160
MvSl-1064-A2-R4_MC13g11719	1312	1256	2116	2094	1479	1478
MvSl-1064-A2-R4_MC13g11720	15.1273	13.1131	2930.98	3617.44	57.2055	28.2961
MvSl-1064-A2-R4_MC13g11721	1007	1240	3221	4297	1393	1205
MvSl-1064-A2-R4_MC13g11722	2418	2194	2064	2335	3562	3547
MvSl-1064-A2-R4_MC13g11723	608	485	521	430	389	363
MvSl-1064-A2-R4_MC13g11724	266	219	159	198	294	271
MvSl-1064-A2-R4_MC13g11725	18918	21732	10258	7801	20852	22690
MvSl-1064-A2-R4_MC13g11726	42	92	7	3	2032	1600
MvSl-1064-A2-R4_MC13g11727	10184	5616	3573	1021	34448	36656
MvSl-1064-A2-R4_MC13g11728	1932	1770	1754	1937	2292	1979
MvSl-1064-A2-R4_MC13g11729	820	815	1491	1346	1459	990
MvSl-1064-A2-R4_MC13g11730	809	758	1488	1560	962	855
MvSl-1064-A2-R4_MC13g11731	3786	2996	3979	4284	4156	4462
MvSl-1064-A2-R4_MC13g11732	2114	2006	2936	2796	2861	2253
MvSl-1064-A2-R4_MC13g11733	1899	1624	1394	1652	2511	2466
MvSl-1064-A2-R4_MC13g11734	1193	997	3287	3041	981	1360
MvSl-1064-A2-R4_MC13g11735	6730	5867	3753	4462	4434	5302
MvSl-1064-A2-R4_MC13g11736	55	64	56	82	531	860
MvSl-1064-A2-R4_MC13g11737	1929	2060	1917	1995	2026	1906
MvSl-1064-A2-R4_MC13g11738	6127	10726	6298	7514	9626	7147
MvSl-1064-A2-R4_MC13g11739	2709	1849	21213	18735	3169	1993
MvSl-1064-A2-R4_MC13g11740	1933	1202	14637	11686	2347	1521
MvSl-1064-A2-R4_MC13g11741	1292	1283	1933	2442	1529	1149
MvSl-1064-A2-R4_MC13g11742	511	415	1078	1240	399	352
MvSl-1064-A2-R4_MC13g11743	0	0	0	0	0	0
MvSl-1064-A2-R4_MC13g11744	246.123	334.441	85.5679	80.3742	404.09	397.92
MvSl-1064-A2-R4_MC13g11745	1196.4	1282.62	848.422	727.218	1246.1	1382.66
MvSl-1064-A2-R4_MC13g11746	6.34357	11.2182	8.72546	4.27806	2.31076	10.7736
MvSl-1064-A2-R4_MC13g11747	0	0	0	0	0	0
MvSl-1064-A2-R4_MC13g11748	0	0	0	0	0	0
MvSl-1064-A2-R4_MC13g11749	4.61267	2.93692	62.0764	94.3352	28.8908	11.2615
MvSl-1064-A2-R4_MC13g11750	1.21318	2.68437	7.24735	7.01231	0	0
MvSl-1064-A2-R4_MC13g11751	1734	1521	2187	2153	1812	1872
MvSl-1064-A2-R4_MC13g11752	0	0	1	0	0	0
MvSl-1064-A2-R4_MC13g11753	99	115	699	841	107	83
MvSl-1064-A2-R4_MC13g11754	0	0	2	1	0	0
MvSl-1064-A2-R4_MC13g11755	1896	2002	2964	3446	2202	1900
MvSl-1064-A2-R4_MC13g11756	357	339	1299	1246	447	369
MvSl-1064-A2-R4_MC13g11757	877	803	1618	1703	949	845
MvSl-1064-A2-R4_MC13g11758	522	475	1114	1003	590	456
MvSl-1064-A2-R4_MC13g11759	266	286	195	231	354	271
MvSl-1064-A2-R4_MC13g11760	422	410	325	350	621	533
MvSl-1064-A2-R4_MC13g11761	190	145	172	199	220	207
MvSl-1064-A2-R4_MC13g11762	111	108	99	170	132	119
MvSl-1064-A2-R4_MC13g11763	181	169	197	259	231	216
MvSl-1064-A2-R4_MC13g11764	481	663	872	1070	1014	643
MvSl-1064-A2-R4_MC13g11765	60	60	72	86	84	63
MvSl-1064-A2-R4_MC13g11766	21	16	33	34	26	32
MvSl-1064-A2-R4_MC13g11767	801	625	923	933	1198	971
MvSl-1064-A2-R4_MC13g11768	3189	2098	3278	4091	2923	2391
MvSl-1064-A2-R4_MC13g11769	807	785	2153	1852	1227	813
MvSl-1064-A2-R4_MC13g11770	2209	1983	2744	3192	2980	2809
MvSl-1064-A2-R4_MC13g11771	3214	3149	2202	2009	3793	3906
MvSl-1064-A2-R4_MC13g11772	955	838	2008	1818	835	883
MvSl-1064-A2-R4_MC13g11773	6924	6764	4101	4233	8426	6229
MvSl-1064-A2-R4_MC13g11774	2242	2236	2715	2693	2699	2642
MvSl-1064-A2-R4_MC13g11775	183	272	372	331	239	305
MvSl-1064-A2-R4_MC13g11776	5760	6056	20368	25961	6676	7481
MvSl-1064-A2-R4_MC13g11777	1679	1660	1147	1099	1799	1711
MvSl-1064-A2-R4_MC13g11778	1307	1197	981	986	1612	1607
MvSl-1064-A2-R4_MC13g11779	2133	2378	3165	3329	2211	1878
MvSl-1064-A2-R4_MC13g11780	476	699	626	828	427	213
MvSl-1064-A2-R4_MC13g11781	127	164	148	241	117	89
MvSl-1064-A2-R4_MC13g11782	2290	2060	1747	2249	1475	1105
MvSl-1064-A2-R4_MC13g11783	394	522	1657	2095	838	812
MvSl-1064-A2-R4_MC13g11784	71	122	439	585	67	65
MvSl-1064-A2-R4_MC13g11785	115	133	627	873	184	123
MvSl-1064-A2-R4_MC13g11786	1927	2068	1902	1902	3420	3085
MvSl-1064-A2-R4_MC13g11787	1936	1604	6018	4392	2596	2434
MvSl-1064-A2-R4_MC13g11788	2606	2487	8933	7011	3640	3336
MvSl-1064-A2-R4_MC13g11789	5042	4231	10250	10595	4718	4942
MvSl-1064-A2-R4_MC13g11790	3923	5032	1263	1335	2893	3921
MvSl-1064-A2-R4_MC13g11791	3193	1290	2706	2305	1252	1760
MvSl-1064-A2-R4_MC13g11792	1464	1171	2057	2106	2327	2160
MvSl-1064-A2-R4_MC13g11793	5090	4721	1968	2130	6746	10066
MvSl-1064-A2-R4_MC13g11794	1364	1226	2874	2968	1100	1776
MvSl-1064-A2-R4_MC13g11795	62852	53829	24494	20105	25203	47562
MvSl-1064-A2-R4_MC13g11796	9421	10496	4925	4627	9217	12388
MvSl-1064-A2-R4_MC13g11797	3	3	7	2	2	1
MvSl-1064-A2-R4_MC13g11798	925	799	1769	1452	1046	1009
MvSl-1064-A2-R4_MC13g11799	186	191	813	814	341	245
MvSl-1064-A2-R4_MC13g11800	797	880	4037	3442	1248	978
MvSl-1064-A2-R4_MC13g11801	22	3	63	26	6	5
MvSl-1064-A2-R4_MC13g11802	41	28	185	75	16	4
MvSl-1064-A2-R4_MC13g11803	307	215	444	169	99	32
MvSl-1064-A2-R4_MC13g11804	150	145	57	38	165	115
MvSl-1064-A2-R4_MC13g11805	852	876	2183	1578	917	858
MvSl-1064-A2-R4_MC13g11806	732	782	1383	1417	995	849
MvSl-1064-A2-R4_MC13g11807	4156	3443	13400	11710	3654	4088
MvSl-1064-A2-R4_MC13g11808	1589	1563	2292	2333	1737	1665
MvSl-1064-A2-R4_MC13g11809	1425	1411	1706	1776	1927	1782
MvSl-1064-A2-R4_MC13g11810	2215	1816	484	767	3331	3651
MvSl-1064-A2-R4_MC13g11811	2183.98	2589.83	1099.48	1116.88	2033.76	2558.95
MvSl-1064-A2-R4_MC13g11812	2089.55	1354.16	876.121	729.68	1621.33	1817.21
MvSl-1064-A2-R4_MC13g11813	379	419	41	29	293	583
MvSl-1064-A2-R4_MC13g11814	91.2372	101.319	5.50842	19.8889	61.5585	126.397
MvSl-1064-A2-R4_MC13g11815	3	0	3	0	3	3
MvSl-1064-A2-R4_MC13g11816	4	8	9	5	9	6
MvSl-1064-A2-R4_MC13g11817	712.59	665.368	138.432	114.52	900.655	783.513
MvSl-1064-A2-R4_MC13g11818	26.1158	42.1824	8.2021	7	28.1063	20.0818
MvSl-1064-A2-R4_MC13g11819	52.25	78.4022	10	11	63.3309	44.2836
MvSl-1064-A2-R4_MC13g11820	0	0	0	0	0	0
MvSl-1064-A2-R4_MC13g11821	1868	1507	7643	7071	1917	1495
MvSl-1064-A2-R4_MC13g11822	2146	1575	1703	1550	1706	1708
MvSl-1064-A2-R4_MC13g11823	790	534	1750	1548	850	688
MvSl-1064-A2-R4_MC13g11824	43	28	1208	1611	62	47
MvSl-1064-A2-R4_MC13g11825	12113	11417	8157	7474	11135	9729
MvSl-1064-A2-R4_MC13g11826	1169	1130	1219	1247	1411	1128
MvSl-1064-A2-R4_MC13g11827	2483	2234	4697	5686	3167	2159
MvSl-1064-A2-R4_MC13g11828	2702	2710	1193	1246	3838	4053
MvSl-1064-A2-R4_MC13g11829	985	914	1063	1102	1339	1298
MvSl-1064-A2-R4_MC13g11830	692	667	1219	1254	998	808
MvSl-1064-A2-R4_MC13g11831	518	385	1218	1363	575	475
MvSl-1064-A2-R4_MC13g11832	285	273	125	110	280	306
MvSl-1064-A2-R4_MC13g11833	77.6202	115.329	22.9729	19.7393	69.291	82.0275
MvSl-1064-A2-R4_MC13g11834	3520	2939	9230	10716	4179	3033
MvSl-1064-A2-R4_MC13g11835	663	552	1569	1505	802	794
MvSl-1064-A2-R4_MC13g11836	461	540	1674	2123	439	368
MvSl-1064-A2-R4_MC13g11837	779	750	142	225	541	376
MvSl-1064-A2-R4_MC13g11838	1704	1710	1229	1217	2051	2060
