gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC09-2g08954	4175	4989	4677	5220
MvSl-1064-A1-R4_MC09-2g08955	2	1	2	1
MvSl-1064-A1-R4_MC09-2g08956	1173.47	808.67	1283.27	1031.42
MvSl-1064-A1-R4_MC09-2g08957	1872	1758	2063	2182
MvSl-1064-A1-R4_MC09-2g08958	13026	12195	15053	15610
MvSl-1064-A1-R4_MC09-2g08959	1461	1563	1773	1842
MvSl-1064-A1-R4_MC09-2g08960	572	636	601	718
MvSl-1064-A1-R4_MC09-2g08961	825	468	624	582
MvSl-1064-A1-R4_MC09-2g08962	1325	1476	1492	1699
MvSl-1064-A1-R4_MC09-2g08963	280	278	365	264
MvSl-1064-A1-R4_MC09-2g08965	275.232	288.211	991.599	618.311
MvSl-1064-A1-R4_MC09-2g08966	69.6384	54.6729	412.843	185.613
MvSl-1064-A1-R4_MC09-2g08967	159	136	171	119
MvSl-1064-A1-R4_MC09-2g08968	220	198	333	229
MvSl-1064-A1-R4_MC09-2g08969	16	16	15	16
MvSl-1064-A1-R4_MC09-2g08974	1	1	2	1
MvSl-1064-A1-R4_MC09-2g08976	27	19	28	9
MvSl-1064-A1-R4_MC09-2g08977	41	26	54	34
MvSl-1064-A1-R4_MC09-2g08978	11	17	7	7
MvSl-1064-A1-R4_MC09-2g08979	994	996	1176	1281
MvSl-1064-A1-R4_MC09-2g08980	6006	5315	6424	5352
MvSl-1064-A1-R4_MC09-2g08981	9055	9426	7898	7359
MvSl-1064-A1-R4_MC09-2g08982	108	136	149	144
MvSl-1064-A1-R4_MC09-2g08983	2441	2562	2436	2420
MvSl-1064-A1-R4_MC09-2g08984	569	807	486	611
MvSl-1064-A1-R4_MC09-2g08985	665	777	688	577
MvSl-1064-A1-R4_MC09-2g08986	1094	1192	1270	1151
MvSl-1064-A1-R4_MC09-2g08987	2211	3163	2443	3293
MvSl-1064-A1-R4_MC09-2g08988	390	608	442	529
MvSl-1064-A1-R4_MC09-2g08989	2802	2494	3415	3073
MvSl-1064-A1-R4_MC09-2g08990	1606	1735	1680	1927
MvSl-1064-A1-R4_MC09-2g08991	1168.42	1085.38	1594.83	1570.13
MvSl-1064-A1-R4_MC09-2g09007	56.5809	71.6201	93.165	108.87
MvSl-1064-A1-R4_MC09-2g09008	341.281	274.004	576.605	409.382
MvSl-1064-A1-R4_MC09-2g09009	58.859	49.8529	73.8951	65.5474
MvSl-1064-A1-R4_MC09-2g09010	0	0	1	0
MvSl-1064-A1-R4_MC09-2g09011	1303	1657	1400	1810
MvSl-1064-A1-R4_MC09-2g09012	6	4	7	3
MvSl-1064-A1-R4_MC09-2g09013	6	5	7	9
MvSl-1064-A1-R4_MC09-2g09014	338.719	350.996	390.395	427.618
MvSl-1064-A1-R4_MC09-2g09015	348	291	300	300
MvSl-1064-A1-R4_MC09-2g09016	39	43	33	49
MvSl-1064-A1-R4_MC09-2g09017	31	47	55	51
MvSl-1064-A1-R4_MC09-2g09018	225	314	308	369
MvSl-1064-A1-R4_MC09-2g09019	54	58	97	75
MvSl-1064-A1-R4_MC09-2g09020	1	1	0	1
MvSl-1064-A1-R4_MC09-2g09021	4302	3601	5264	4694
MvSl-1064-A1-R4_MC09-2g09022	21	22	36	24
MvSl-1064-A1-R4_MC09-2g09023	312	408	401	489
MvSl-1064-A1-R4_MC09-2g09024	1438	1489	1494	1860
MvSl-1064-A1-R4_MC09-2g09025	1841	1987	2089	2374
MvSl-1064-A1-R4_MC09-2g09026	105	67	198	112
MvSl-1064-A1-R4_MC09-2g09027	12	20	9	18
MvSl-1064-A1-R4_MC09-2g09028	2252	1898	2274	2017
MvSl-1064-A1-R4_MC09-2g09029	1019	826	1019	767
MvSl-1064-A1-R4_MC09-2g09030	5559	6884	5724	6546
MvSl-1064-A1-R4_MC09-2g09031	426	219	469	206
MvSl-1064-A1-R4_MC09-2g09032	367	339	556	492
MvSl-1064-A1-R4_MC09-2g09033	2107	2290	2305	2277
MvSl-1064-A1-R4_MC09-2g09034	5514	6648	5637	6623
MvSl-1064-A1-R4_MC09-2g09035	3694	6635	4037	6712
MvSl-1064-A1-R4_MC09-2g09036	2128	2061	2340	2397
MvSl-1064-A1-R4_MC09-2g09037	1190	1432	1187	1398
MvSl-1064-A1-R4_MC09-2g09038	507	828	701	901
MvSl-1064-A1-R4_MC09-2g09039	12377	11994	11110	12058
MvSl-1064-A1-R4_MC09-2g09040	7921.7	11472.2	7541.34	9520.24
MvSl-1064-A1-R4_MC09-2g09041	4	12	1	0
MvSl-1064-A1-R4_MC09-2g09042	959	1086	1057	1079
MvSl-1064-A1-R4_MC09-2g09043	2214	2762	2440	2567
MvSl-1064-A1-R4_MC09-2g09044	920	1496	930	1287
MvSl-1064-A1-R4_MC09-2g09045	607	651	721	762
MvSl-1064-A1-R4_MC09-2g09046	385	439	506	523
MvSl-1064-A1-R4_MC09-2g09047	2078	2176	2916	3010
MvSl-1064-A1-R4_MC09-2g09048	94	132	156	164
MvSl-1064-A1-R4_MC09-2g09049	2228	2439	2597	2663
MvSl-1064-A1-R4_MC09-2g09050	417	784	441	772
MvSl-1064-A1-R4_MC09-2g09051	168	295	300	356
MvSl-1064-A1-R4_MC09-2g09052	24	20	42	17
MvSl-1064-A1-R4_MC09-2g09053	323	203	359	257
MvSl-1064-A1-R4_MC09-2g09054	3230	4557	2459	3486
MvSl-1064-A1-R4_MC09-2g09055	468	631	355	406
MvSl-1064-A1-R4_MC09-2g09056	635	782	624	776
MvSl-1064-A1-R4_MC09-2g09057	623	706	704	765
MvSl-1064-A1-R4_MC09-2g09058	9296	12975	9725	10215
MvSl-1064-A1-R4_MC09-2g09059	7	4	9	15
MvSl-1064-A1-R4_MC09-2g09060	2625	2124	3255	2962
MvSl-1064-A1-R4_MC09-2g09061	748	1195	942	1095
MvSl-1064-A1-R4_MC09-2g09062	2336	1889	2636	2362
MvSl-1064-A1-R4_MC09-2g09063	180	116	233	172
MvSl-1064-A1-R4_MC09-2g09064	928	833	1209	1036
MvSl-1064-A1-R4_MC09-2g09065	1479	1728	1950	2095
MvSl-1064-A1-R4_MC09-2g09066	9	9	50	15
MvSl-1064-A1-R4_MC09-2g09067	17	11	1128	623
MvSl-1064-A1-R4_MC09-2g09068	1311	1352	1967	2122
MvSl-1064-A1-R4_MC09-2g09069	1379	1125	1940	1783
MvSl-1064-A1-R4_MC09-2g09070	1436	1337	1962	2131
MvSl-1064-A1-R4_MC09-2g09071	235	229	337	292
MvSl-1064-A1-R4_MC09-2g09072	2831	1652	3039	2747
MvSl-1064-A1-R4_MC09-2g09073	780	1083	815	968
MvSl-1064-A1-R4_MC09-2g09074	1005	1242	1277	1455
MvSl-1064-A1-R4_MC09-2g09075	161	138	227	219
MvSl-1064-A1-R4_MC09-2g09076	2253	1877	2822	2542
MvSl-1064-A1-R4_MC09-2g09079	2337	2555	2682	2860
MvSl-1064-A1-R4_MC09-2g09080	4578	5143	4768	4879
MvSl-1064-A1-R4_MC09-2g09081	3902.26	6152.01	4009.61	6035.06
MvSl-1064-A1-R4_MC09-2g09082	4056	4724	4479	4799
MvSl-1064-A1-R4_MC09-2g09083	13	13	11	13
MvSl-1064-A1-R4_MC09-2g09084	914	975	879	1239
MvSl-1064-A1-R4_MC09-2g09085	420	408	563	614
MvSl-1064-A1-R4_MC09-2g09086	27	34	22	21
MvSl-1064-A1-R4_MC09-2g09087	543	748	637	715
MvSl-1064-A1-R4_MC09-2g09088	9060	10246	8610	9621
MvSl-1064-A1-R4_MC09-2g09089	1003	675	1895	1374
MvSl-1064-A1-R4_MC09-2g09090	1566	1049	2194	1280
MvSl-1064-A1-R4_MC09-2g09091	1689	1368	2893	2237
MvSl-1064-A1-R4_MC09-2g09092	429	372	643	490
MvSl-1064-A1-R4_MC09-2g09093	2061	1374	2146	1546
MvSl-1064-A1-R4_MC09-2g09094	3433	2770	3312	3141
MvSl-1064-A1-R4_MC09-2g09095	4194	3491	5069	4378
MvSl-1064-A1-R4_MC09-2g09096	1066	1037	1283	1314
MvSl-1064-A1-R4_MC09-2g09097	1005	1011	1153	1048
MvSl-1064-A1-R4_MC09-2g09102	2310	2423	2660	2792
MvSl-1064-A1-R4_MC09-2g09103	1170	1282	1781	1635
MvSl-1064-A1-R4_MC09-2g09104	786	1153	1440	2193
MvSl-1064-A1-R4_MC09-2g09105	666	506	629	455
MvSl-1064-A1-R4_MC09-2g09106	705	1001	1026	1132
MvSl-1064-A1-R4_MC09-2g09107	1203	1579	1275	1598
MvSl-1064-A1-R4_MC09-2g09108	1048	918	1271	1043
MvSl-1064-A1-R4_MC09-2g09109	439	334	426	365
MvSl-1064-A1-R4_MC09-2g09110	97	99	136	98
MvSl-1064-A1-R4_MC09-2g09111	3429	3602	5123	4502
MvSl-1064-A1-R4_MC09-2g09112	805	906	1373	1381
MvSl-1064-A1-R4_MC09-2g09113	316	553	393	542
MvSl-1064-A1-R4_MC09-2g09114	1202	1230	1283	1417
MvSl-1064-A1-R4_MC09-2g09115	2573	1990	2691	1787
MvSl-1064-A1-R4_MC09-2g09116	511	426	720	577
MvSl-1064-A1-R4_MC09-2g09117	534	488	673	550
MvSl-1064-A1-R4_MC09-2g09118	3571	3521	4519	5104
MvSl-1064-A1-R4_MC09-2g09119	1447	986	1844	1567
MvSl-1064-A1-R4_MC09-2g09120	277	183	444	344
MvSl-1064-A1-R4_MC09-2g09121	996	1289	1111	1332
MvSl-1064-A1-R4_MC09-2g09122	3173.87	5096.75	7152.18	7993.25
MvSl-1064-A1-R4_MC09-2g09123	3510	3461	3369	4039
MvSl-1064-A1-R4_MC09-2g09124	4940	4037	4836	4394
MvSl-1064-A1-R4_MC09-2g09125	487	506	555	613
MvSl-1064-A1-R4_MC09-2g09126	4616	5963	5908	7029
MvSl-1064-A1-R4_MC09-2g09131	19	15	21	16
MvSl-1064-A1-R4_MC09-2g09132	69	62	116	87
MvSl-1064-A1-R4_MC09-2g09133	445	484	546	595
MvSl-1064-A1-R4_MC09-2g09134	1277	1263	1472	1623
MvSl-1064-A1-R4_MC09-2g09135	887	1566	1061	1479
MvSl-1064-A1-R4_MC09-2g09136	1578	1920	1629	1809
MvSl-1064-A1-R4_MC09-2g09137	6944	6610	8329	8491
MvSl-1064-A1-R4_MC09-2g09138	847	847	1132	1082
MvSl-1064-A1-R4_MC09-2g09139	1144	1310	1339	1370
MvSl-1064-A1-R4_MC09-2g09140	2346	2499	2916	3156
MvSl-1064-A1-R4_MC09-2g09141	4089	3626	5086	5005
MvSl-1064-A1-R4_MC09-2g09142	5267	5018	3471	4000
MvSl-1064-A1-R4_MC09-2g09143	557	606	1384	1142
MvSl-1064-A1-R4_MC09-2g09144	1.24462	2.46031	4079.82	8337.35
MvSl-1064-A1-R4_MC09-2g09145	47	70	122	148
MvSl-1064-A1-R4_MC09-2g09146	708	749	727	995
MvSl-1064-A1-R4_MC09-2g09147	28046	51175	23711	41130
MvSl-1064-A1-R4_MC09-2g09148	47	77	102	98
MvSl-1064-A1-R4_MC09-2g09149	6018	5141	7131	5890
MvSl-1064-A1-R4_MC09-2g09150	4722	4413	5126	4722
MvSl-1064-A1-R4_MC09-2g09151	4312	4132	4807	4810
MvSl-1064-A1-R4_MC09-2g09152	121	112	135	107
MvSl-1064-A1-R4_MC09-2g09153	369	499	505	516
MvSl-1064-A1-R4_MC09-2g09154	1347	1721	1573	1790
MvSl-1064-A1-R4_MC09-2g09155	3406	4055	3178	3287
MvSl-1064-A1-R4_MC09-2g09156	9126	6557	8689	8451
MvSl-1064-A1-R4_MC09-2g09157	36	42	74	76
MvSl-1064-A1-R4_MC09-2g09158	514	429	590	442
MvSl-1064-A1-R4_MC09-2g09159	5785	7417	9347	13877
MvSl-1064-A1-R4_MC09-2g09160	916	1149	962	1273
MvSl-1064-A1-R4_MC09-2g09161	1506	2418	1585	1929
MvSl-1064-A1-R4_MC09-2g09162	955	1290	1117	1347
MvSl-1064-A1-R4_MC09-2g09163	1903	1983	2182	2117
MvSl-1064-A1-R4_MC09-2g09164	1469	1899	1471	1510
MvSl-1064-A1-R4_MC09-2g09165	549	741	647	782
MvSl-1064-A1-R4_MC09-2g09166	54	59	94	100
MvSl-1064-A1-R4_MC09-2g09167	2453	2023	2282	1965
MvSl-1064-A1-R4_MC09-2g09168	4025	5045	4794	5654
MvSl-1064-A1-R4_MC09-2g09169	2594	3075	3315	3314
MvSl-1064-A1-R4_MC09-2g09170	1335	1412	1505	1681
MvSl-1064-A1-R4_MC09-2g09171	463	656	775	829
MvSl-1064-A1-R4_MC09-2g09172	1705	1658	1728	1774
MvSl-1064-A1-R4_MC09-2g09173	3914	3133	5235	4401
MvSl-1064-A1-R4_MC09-2g09174	465	447	595	573
MvSl-1064-A1-R4_MC09-2g09176	8154	8386	8617	9468
MvSl-1064-A1-R4_MC09-2g09177	12	7	29	18
MvSl-1064-A1-R4_MC09-2g09178	265	278	288	432
MvSl-1064-A1-R4_MC09-2g09179	2068	2021	2003	1992
MvSl-1064-A1-R4_MC09-2g09180	571	616	752	770
MvSl-1064-A1-R4_MC09-2g09181	13	12	26	18
MvSl-1064-A1-R4_MC09-2g09182	13	14	30	13
MvSl-1064-A1-R4_MC09-2g09183	1041	1003	1133	1104
MvSl-1064-A1-R4_MC09-2g09184	1540	1657	1585	1803
MvSl-1064-A1-R4_MC09-2g09185	196	270	210	219
MvSl-1064-A1-R4_MC09-2g09186	175	254	219	215
MvSl-1064-A1-R4_MC09-2g09187	1080	1062	1418	1433
MvSl-1064-A1-R4_MC09-2g09188	3776	4533	4720	5293
MvSl-1064-A1-R4_MC09-2g09189	1937	1737	1948	2059
MvSl-1064-A1-R4_MC09-2g09190	626	523	751	566
MvSl-1064-A1-R4_MC09-2g09191	2204	2326	3053	2805
MvSl-1064-A1-R4_MC09-2g09192	790	882	1059	1068
MvSl-1064-A1-R4_MC09-2g09193	2419	2880	2818	3095
MvSl-1064-A1-R4_MC09-2g09194	764.064	747.182	699.319	503.8
MvSl-1064-A1-R4_MC09-2g09195	1044	646	1169	958
MvSl-1064-A1-R4_MC09-2g09196	2166	1881	2297	2084
MvSl-1064-A1-R4_MC09-2g09197	2783	2231	3362	2915
MvSl-1064-A1-R4_MC09-2g09198	2	4	2	4
MvSl-1064-A1-R4_MC09-2g09199	390	526	366	507
MvSl-1064-A1-R4_MC09-2g09200	1765	2497	1702	2129
MvSl-1064-A1-R4_MC09-2g09201	2449	3015	1983	2185
MvSl-1064-A1-R4_MC09-2g09202	666	645	610	619
MvSl-1064-A1-R4_MC09-2g09203	6786	5869	7545	6975
MvSl-1064-A1-R4_MC09-2g09204	1138	1047	1172	1297
MvSl-1064-A1-R4_MC09-2g09205	2784	4833	2860	4545
MvSl-1064-A1-R4_MC09-2g09206	20	8	16	10
MvSl-1064-A1-R4_MC09-2g09207	359	511	436	436
MvSl-1064-A1-R4_MC09-2g09208	210	197	205	197
MvSl-1064-A1-R4_MC09-2g09209	597	647	717	801
MvSl-1064-A1-R4_MC09-2g09210	5640	4797	6436	5302
MvSl-1064-A1-R4_MC09-2g09211	1628	2800	1570	2297
MvSl-1064-A1-R4_MC09-2g09212	710	377	595	504
MvSl-1064-A1-R4_MC09-2g09213	1532	1726	1367	1557
MvSl-1064-A1-R4_MC09-2g09214	2541	2263	1865	2332
MvSl-1064-A1-R4_MC09-2g09215	4290.95	6962.24	2016.31	2385.75
MvSl-1064-A1-R4_MC09-2g09216	10482	16015	12099	10665
MvSl-1064-A1-R4_MC09-2g09217	442	957	457	661
MvSl-1064-A1-R4_MC09-2g09218	408	752	504	597
MvSl-1064-A1-R4_MC09-2g09219	1018	1186	1308	1331
MvSl-1064-A1-R4_MC09-2g09220	1627	1748	1765	1775
MvSl-1064-A1-R4_MC09-2g09221	1	2	3	2
MvSl-1064-A1-R4_MC09-2g09222	3206	3272	3748	3516
MvSl-1064-A1-R4_MC09-2g09223	993	1102	1133	1152
MvSl-1064-A1-R4_MC09-2g09224	1457	1542	1524	1744
MvSl-1064-A1-R4_MC09-2g09225	1265	1355	1407	1693
MvSl-1064-A1-R4_MC09-2g09226	589	578	595	672
MvSl-1064-A1-R4_MC09-2g09227	703	897	674	889
MvSl-1064-A1-R4_MC09-2g09228	959	892	956	996
MvSl-1064-A1-R4_MC09-2g09229	1216	1249	1280	1517
MvSl-1064-A1-R4_MC09-2g09230	3001	2424	4272	3534
MvSl-1064-A1-R4_MC09-2g09231	166	224	178	187
MvSl-1064-A1-R4_MC09-2g09232	734	533	189	265
MvSl-1064-A1-R4_MC09-2g09233	3725	3965	4357	4580
MvSl-1064-A1-R4_MC09-2g09234	279	339	351	414
MvSl-1064-A1-R4_MC09-2g09235	1809	2021	2184	2442
MvSl-1064-A1-R4_MC09-2g09236	1428	1580	1539	1622
MvSl-1064-A1-R4_MC09-2g09237	890	869	1167	1199
MvSl-1064-A1-R4_MC09-2g09238	260	202	412	329
MvSl-1064-A1-R4_MC09-2g09239	546	385	571	565
MvSl-1064-A1-R4_MC09-2g09240	414	861	372	773
MvSl-1064-A1-R4_MC09-2g09241	15.0132	13	11.0087	10
MvSl-1064-A1-R4_MC09-2g09242	1321.93	1232.39	2323.32	1917.37
MvSl-1064-A1-R4_MC09-2g09244	109.146	125.353	170.837	166.443
MvSl-1064-A1-R4_MC09-2g09246	2675.93	2213.93	2992.96	2293.96
MvSl-1064-A1-R4_MC09-2g09247	271	243	291	271
MvSl-1064-A1-R4_MC09-2g09248	24	22	37	26
MvSl-1064-A1-R4_MC09-2g09249	1119	1412	1023	1234
MvSl-1064-A1-R4_MC09-2g09251	1288	1427	1278	1284
MvSl-1064-A1-R4_MC09-2g09252	213	218	325	377
MvSl-1064-A1-R4_MC09-2g09253	1368	1625	1516	1746
MvSl-1064-A1-R4_MC09-2g09254	3206	3128	3607	3454
MvSl-1064-A1-R4_MC09-2g09255	1151	1069	1293	1281
MvSl-1064-A1-R4_MC09-2g09256	465	651	648	812
MvSl-1064-A1-R4_MC09-2g09257	2181	2348	2549	2709
MvSl-1064-A1-R4_MC09-2g09258	973	1159	1367	1337
MvSl-1064-A1-R4_MC09-2g09263	595	494	725	511
MvSl-1064-A1-R4_MC09-2g09264	0	1	1	0
MvSl-1064-A1-R4_MC09-2g09267	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09268	1401	958	1979	1671
MvSl-1064-A1-R4_MC09-2g09269	37	44	57	45
MvSl-1064-A1-R4_MC09-2g09270	3657	3253	4099	3858
MvSl-1064-A1-R4_MC09-2g09271	1346	1213	1690	1677
MvSl-1064-A1-R4_MC09-2g09272	2663	2533	3596	3292
MvSl-1064-A1-R4_MC09-2g09273	948	1049	1073	956
MvSl-1064-A1-R4_MC09-2g09274	3101	2685	4059	3228
MvSl-1064-A1-R4_MC09-2g09275	939	554	1263	928
MvSl-1064-A1-R4_MC09-2g09276	605	448	759	583
MvSl-1064-A1-R4_MC09-2g09277	1346	1408	1577	1504
MvSl-1064-A1-R4_MC09-2g09278	624	785	738	717
MvSl-1064-A1-R4_MC09-2g09279	1811	1961	2095	1945
MvSl-1064-A1-R4_MC09-2g09280	1261	1672	1198	1435
MvSl-1064-A1-R4_MC09-2g09281	2	2	3	1
MvSl-1064-A1-R4_MC09-2g09282	1	2	3	4
MvSl-1064-A1-R4_MC09-2g09283	2446	1587	3297	2443
MvSl-1064-A1-R4_MC09-2g09284	1052	1273	1275	1556
MvSl-1064-A1-R4_MC09-2g09285	116	123	175	128
MvSl-1064-A1-R4_MC09-2g09286	9564	8614	9349	8916
MvSl-1064-A1-R4_MC09-2g09287	7558	11721	8409	12969
MvSl-1064-A1-R4_MC09-2g09288	1809	1968	1867	1918
MvSl-1064-A1-R4_MC09-2g09289	1379	838	1862	1397
MvSl-1064-A1-R4_MC09-2g09290	3655	4451	4888	6966
MvSl-1064-A1-R4_MC09-2g09291	536	525	635	653
MvSl-1064-A1-R4_MC09-2g09292	227	168	286	263
MvSl-1064-A1-R4_MC09-2g09293	1315	972	1501	1207
MvSl-1064-A1-R4_MC09-2g09294	1440	1811	1848	2223
MvSl-1064-A1-R4_MC09-2g09296	1218	1343	1410	1411
MvSl-1064-A1-R4_MC09-2g09297	483	661	654	741
MvSl-1064-A1-R4_MC09-2g09298	4271	4326	5835	5068
MvSl-1064-A1-R4_MC09-2g09299	129	111	133	150
MvSl-1064-A1-R4_MC09-2g09300	585.636	839.533	703.631	867.992
MvSl-1064-A1-R4_MC09-2g09301	1059	1244	1200	1277
MvSl-1064-A1-R4_MC09-2g09302	1166	1872	1031	1298
MvSl-1064-A1-R4_MC09-2g09303	7185	8327	8296	7554
MvSl-1064-A1-R4_MC09-2g09304	7442	8018	8557	9268
MvSl-1064-A1-R4_MC09-2g09305	1587	1509	1216	1208
MvSl-1064-A1-R4_MC09-2g09306	3	4	3	4
MvSl-1064-A1-R4_MC09-2g09307	4688	3549	4876	3812
MvSl-1064-A1-R4_MC09-2g09308	2047	1839	2344	2533
MvSl-1064-A1-R4_MC09-2g09309	13529	13124	12870	12789
MvSl-1064-A1-R4_MC09-2g09310	721	844	774	818
MvSl-1064-A1-R4_MC09-2g09311	2391	2070	2544	2312
MvSl-1064-A1-R4_MC09-2g09312	3	9	7	4
MvSl-1064-A1-R4_MC09-2g09313	1889	1840	2164	2351
MvSl-1064-A1-R4_MC09-2g09314	2386	1866	2783	2195
MvSl-1064-A1-R4_MC09-2g09315	2227	2666	2613	2604
MvSl-1064-A1-R4_MC09-2g09316	915	976	815	1056
MvSl-1064-A1-R4_MC09-2g09317	1004	1082	1280	1318
MvSl-1064-A1-R4_MC09-2g09318	3121	2567	3706	3102
MvSl-1064-A1-R4_MC09-2g09319	3316.76	2994.07	2695.11	2335.64
MvSl-1064-A1-R4_MC09-2g09320	395.981	384.196	398.019	330.998
MvSl-1064-A1-R4_MC09-2g09321	1968	2093	2350	2411
MvSl-1064-A1-R4_MC09-2g09322	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09323	1805	2215	2037	2302
MvSl-1064-A1-R4_MC09-2g09324	3137	3122	3794	4055
MvSl-1064-A1-R4_MC09-2g09325	5	7	12	6
MvSl-1064-A1-R4_MC09-2g09326	708	1034	897	1008
MvSl-1064-A1-R4_MC09-2g09327	700	1154	951	1178
MvSl-1064-A1-R4_MC09-2g09328	9	9	43	16
MvSl-1064-A1-R4_MC09-2g09331	191	178	208	194
MvSl-1064-A1-R4_MC09-2g09332	9.18612	10.255	9.20382	6.05236
MvSl-1064-A1-R4_MC09-2g09333	2299	1940	2063	2537
MvSl-1064-A1-R4_MC09-2g09334	2044	2764	2303	2995
MvSl-1064-A1-R4_MC09-2g09335	3193	3627	3173	3335
MvSl-1064-A1-R4_MC09-2g09336	5621	7446	6212	7044
MvSl-1064-A1-R4_MC09-2g09337	2143	2556	2717	2819
MvSl-1064-A1-R4_MC09-2g09338	149	170	184	168
MvSl-1064-A1-R4_MC09-2g09339	976	925	1176	1009
MvSl-1064-A1-R4_MC09-2g09340	3654	4767	2873	3042
MvSl-1064-A1-R4_MC09-2g09341	989	1329	972	1189
MvSl-1064-A1-R4_MC09-2g09342	4933	4942	4896	6093
MvSl-1064-A1-R4_MC09-2g09343	219	307	241	320
MvSl-1064-A1-R4_MC09-2g09344	1562	1339	1787	2293
MvSl-1064-A1-R4_MC09-2g09345	4	4	29	14
MvSl-1064-A1-R4_MC09-2g09346	599	513	636	602
MvSl-1064-A1-R4_MC09-2g09347	870	991	983	1116
MvSl-1064-A1-R4_MC09-2g09348	2025	2191	2377	2427
MvSl-1064-A1-R4_MC09-2g09349	2235	1916	2419	2423
MvSl-1064-A1-R4_MC09-2g09350	1430	1517	1742	1580
MvSl-1064-A1-R4_MC09-2g09351	743	1137	720	1064
MvSl-1064-A1-R4_MC09-2g09352	1002	1202	1129	1107
MvSl-1064-A1-R4_MC09-2g09353	1055	971	1616	1526
MvSl-1064-A1-R4_MC09-2g09354	649	758	781	839
MvSl-1064-A1-R4_MC09-2g09355	1481	1907	1561	1812
MvSl-1064-A1-R4_MC09-2g09356	6144	6173	6909	7545
MvSl-1064-A1-R4_MC09-2g09357	232	488	278	338
MvSl-1064-A1-R4_MC09-2g09358	731	855	706	715
MvSl-1064-A1-R4_MC09-2g09359	1443	1505	1648	1764
MvSl-1064-A1-R4_MC09-2g09360	2	3	2	3
MvSl-1064-A1-R4_MC09-2g09361	32	43	71	39
MvSl-1064-A1-R4_MC09-2g09362	167	185	192	192
MvSl-1064-A1-R4_MC09-2g09363	366	319	416	343
MvSl-1064-A1-R4_MC09-2g09364	3040	2219	2582	2465
MvSl-1064-A1-R4_MC09-2g09365	2917	2953	3798	3690
MvSl-1064-A1-R4_MC09-2g09366	8893	7334	9692	8037
MvSl-1064-A1-R4_MC09-2g09367	1187	882	1423	1147
MvSl-1064-A1-R4_MC09-2g09368	768	720	846	772
MvSl-1064-A1-R4_MC09-2g09369	825	996	818	1107
MvSl-1064-A1-R4_MC09-2g09370	1585	1630	1774	1865
MvSl-1064-A1-R4_MC09-2g09371	997	917	1376	1275
MvSl-1064-A1-R4_MC09-2g09372	0	0	1	4
MvSl-1064-A1-R4_MC09-2g09373	17	21	24	20
MvSl-1064-A1-R4_MC09-2g09374	543	705	672	729
MvSl-1064-A1-R4_MC09-2g09375	954	872	969	1092
MvSl-1064-A1-R4_MC09-2g09376	1388	1240	2015	1822
MvSl-1064-A1-R4_MC09-2g09377	3610	3515	4289	4136
MvSl-1064-A1-R4_MC09-2g09378	718	826	1016	903
MvSl-1064-A1-R4_MC09-2g09379	7	3	13	4
MvSl-1064-A1-R4_MC09-2g09380	374	310	1217	682
MvSl-1064-A1-R4_MC09-2g09381	215	339	294	304
MvSl-1064-A1-R4_MC09-2g09382	467	342	642	527
MvSl-1064-A1-R4_MC09-2g09383	704	879	743	949
MvSl-1064-A1-R4_MC09-2g09384	1805.31	1710.17	1862.92	1943.02
MvSl-1064-A1-R4_MC09-2g09385	1332	1428	1552	1498
MvSl-1064-A1-R4_MC09-2g09386	267	357	345	520
MvSl-1064-A1-R4_MC09-2g09387	1774	1633	1900	1868
MvSl-1064-A1-R4_MC09-2g09388	2540	3175	2909	3081
MvSl-1064-A1-R4_MC09-2g09389	2193	4486	2002	3566
MvSl-1064-A1-R4_MC09-2g09390	1265	1739	1052	1547
MvSl-1064-A1-R4_MC09-2g09391	1411	3082	1709	2843
MvSl-1064-A1-R4_MC09-2g09392	2169	2687	2557	3004
MvSl-1064-A1-R4_MC09-2g09393	17282	29594	35814	51782
MvSl-1064-A1-R4_MC09-2g09394	90	73	172	104
MvSl-1064-A1-R4_MC09-2g09395	374	473	539	536
MvSl-1064-A1-R4_MC09-2g09396	3654	3253	4241	3954
MvSl-1064-A1-R4_MC09-2g09397	2532	2971	2531	3098
MvSl-1064-A1-R4_MC09-2g09398	1579	1938	1845	2020
MvSl-1064-A1-R4_MC09-2g09399	7240	9493	10562	12027
MvSl-1064-A1-R4_MC09-2g09400	113	268	176	191
MvSl-1064-A1-R4_MC09-2g09401	29.4727	42.2727	77.9865	90.8164
MvSl-1064-A1-R4_MC09-2g09402	1479	1357	2008	1786
MvSl-1064-A1-R4_MC09-2g09403	3099	4363	3596	4870
MvSl-1064-A1-R4_MC09-2g09404	1521	1682	1543	1923
MvSl-1064-A1-R4_MC09-2g09405	117	151	227	259
MvSl-1064-A1-R4_MC09-2g09406	242	2134	348	3130
MvSl-1064-A1-R4_MC09-2g09407	1186	1379	1712	2680
MvSl-1064-A1-R4_MC09-2g09408	331	446	495	596
MvSl-1064-A1-R4_MC09-2g09409	1616	1765	2185	2407
MvSl-1064-A1-R4_MC09-2g09410	1860	1765	2280	2247
MvSl-1064-A1-R4_MC09-2g09411	1683	1775	1801	2237
