gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_A1g01052	4	6	4	5	6.03779	6
MvSl-1064-A1-R4_A1g01058	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01059	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01060	0	0	0.0286754	0	0	0
MvSl-1064-A1-R4_A1g01064	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01066	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01067	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01072	0	0	1.021	0	1.04421	0
MvSl-1064-A1-R4_A1g01073	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01085	1.27988	0.365654	0	0	1.88731	1.56683
MvSl-1064-A1-R4_A1g01094	1.13708	1.16448	1.22566	0	4.66266	6.0511
MvSl-1064-A1-R4_A1g01098	1.03513	0	0	0	0	0
MvSl-1064-A1-R4_A1g01103	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01107	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01109	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01114	2	2	4	4	102.518	167.088
MvSl-1064-A1-R4_A1g01115	0	0	0	0	22.3422	23.1504
MvSl-1064-A1-R4_A1g01116	2.01957	2.00449	1.00048	0	24.1498	25.8241
MvSl-1064-A1-R4_A1g01117	0	0	0	3.96897	21.7486	35.2053
MvSl-1064-A1-R4_A1g01118	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01119	68	58	44	40	84	60
MvSl-1064-A1-R4_A1g01120	0	0	0	0	1.11942	0
MvSl-1064-A1-R4_A1g01122	0	0	1.00281	1	7.48641	5.84062
MvSl-1064-A1-R4_A1g01125	34.1463	30.74	18.6186	20.5056	9.27399	19.7181
MvSl-1064-A1-R4_A1g01128	18.1314	15.1006	1	1	6.66113	11.1783
MvSl-1064-A1-R4_A1g01130	10.1276	7.04088	5	3.00425	9.11702	6.13521
MvSl-1064-A1-R4_A1g01131	249.453	279.392	210.549	259.246	227.069	200.169
MvSl-1064-A1-R4_A1g01132	31	28	33	28	43	25
MvSl-1064-A1-R4_A1g01134	62	91	62	71	70	65
MvSl-1064-A1-R4_A1g01138	5.01839	7.01325	9.01595	20.0492	78.7205	59.8165
MvSl-1064-A1-R4_A1g01140	779.943	332	1	4	149.778	127.116
MvSl-1064-A1-R4_A1g01141	91.0446	107.488	21.6794	6.68644	176.462	324.402
MvSl-1064-A1-R4_A1g01142	321.383	368.277	437.264	802.108	1515.42	2557.37
MvSl-1064-A1-R4_A1g01144	19.2178	11.6043	7.18996	6.80907	14.7921	20.3275
MvSl-1064-A1-R4_A1g01145	75.6065	59.9842	31.8691	39.3748	37.5659	43.555
MvSl-1064-A1-R4_A1g01155	24.0166	14.9565	11.2344	16.3747	27.3901	29.6507
MvSl-1064-A1-R4_A1g01157	1.12568	0	3.96772	1.33064	3.5296	0
MvSl-1064-A1-R4_A1g01158	10	20	24	19.9684	15.7454	7.62165
MvSl-1064-A1-R4_A1g01165	1	1	16	30	1	0
MvSl-1064-A1-R4_A1g01170	5	5	11	11	3	2
MvSl-1064-A1-R4_A1g01171	72	51	65	100	76	111
MvSl-1064-A1-R4_A1g01172	126.336	149.755	100.588	166.577	87.7098	133.272
MvSl-1064-A1-R4_A1g01177	0	0.469633	0	0.149094	0	0
MvSl-1064-A1-R4_A1g01179	268.198	243.52	25.0435	36.603	125.25	179.043
MvSl-1064-A1-R4_A1g01181	4.37849	5.78094	0	24.9049	1.60805	3.03096
MvSl-1064-A1-R4_A1g01183	6	6	21	9	2	1
MvSl-1064-A1-R4_A1g01185	6.53432	5	7.45509	7	2	3.8027
MvSl-1064-A1-R4_A1g01186	227.765	205.521	313.078	345.284	221.176	165.265
MvSl-1064-A1-R4_A1g01187	5.79587	5.85723	1.32864	2.2284	3.90006	5.07437
MvSl-1064-A1-R4_A1g01188	24	38	179	232	17	29
MvSl-1064-A1-R4_A1g01190	831.231	754.467	336.687	241.346	529.291	620.113
MvSl-1064-A1-R4_A1g01191	395	383	1308	1752	809	710
MvSl-1064-A1-R4_A1g01192	2786.49	3044.73	1386.45	424.63	1902.14	1969
MvSl-1064-A1-R4_A1g01193	301.826	316.077	320.365	334.443	394.278	504.826
MvSl-1064-A1-R4_A1g01199	2.50794	0	1.22286	2.71277	0	1.27072
MvSl-1064-A1-R4_A1g01206	2.00765	4.97481	1.20487	0	1.21824	4.77571
MvSl-1064-A1-R4_A1g01207	4	4.82278	9.17448	4.01632	52.2309	48.9972
MvSl-1064-A1-R4_A1g01208	6.73093	4.20583	5.24984	5	7.0828	5.59564
MvSl-1064-A1-R4_A1g01209	0	0	36.104	93.1064	0	0
MvSl-1064-A1-R4_A1g01211	1	0	0	0	0	0
MvSl-1064-A1-R4_A1g01214	0	0	36.104	93.1064	0	0
MvSl-1064-A1-R4_A1g01217	2.26896	1.20778	7.95971	2.58922	2.34301	0.0150988
MvSl-1064-A1-R4_A1g01218	2387.16	2367.43	1760.85	1090.1	551.624	924.753
MvSl-1064-A1-R4_A1g01221	1	0	2	2.00419	117	126
MvSl-1064-A1-R4_A1g01226	203.269	151.442	118.288	103.48	189.46	290.256
MvSl-1064-A1-R4_A1g01230	2060	1715	1190	1165	1126	1095
MvSl-1064-A1-R4_A1g01232	57.2248	65.9086	36.542	39.5198	36.3103	39.4775
MvSl-1064-A1-R4_A1g01233	12	26	12	9	52.7398	74
MvSl-1064-A1-R4_A1g01234	2036	2066	1963	2827	1369	1323
MvSl-1064-A1-R4_A1g01238	16.0085	16.4029	8.38067	14.6918	6.89066	11.5883
MvSl-1064-A1-R4_A1g01240	997.291	997.436	895.203	1023.26	777.09	815.099
MvSl-1064-A1-R4_A1g01245	375.247	568.836	460.262	619.69	425.311	666.151
MvSl-1064-A1-R4_A1g01246	10.5435	18.2915	14.9643	8.85897	12.0501	7.29556
MvSl-1064-A1-R4_A1g01248	3.023	1.0116	2	5	22.3527	29.4114
MvSl-1064-A1-R4_A1g01249	2386.59	2040.96	197.463	90.628	4361.8	5857.58
MvSl-1064-A1-R4_A1g01254	212.016	240.129	701.818	1193.25	141.557	160.167
MvSl-1064-A1-R4_A1g01255	624.034	974.819	352.499	578.321	85.0531	364.19
MvSl-1064-A1-R4_A1g01257	29.885	39.1488	36.6603	37.8847	16.002	17.3123
MvSl-1064-A1-R4_A1g01263	139.444	113.743	127.187	83.1313	72.3737	56
MvSl-1064-A1-R4_A1g01264	34	23	36	19	12	18
MvSl-1064-A1-R4_A1g01267	1723.24	1889.67	1680.26	2170.49	1069.8	1191.38
MvSl-1064-A1-R4_A1g01268	2305.94	2009.04	1028.47	1393.72	1131.02	1570.97
MvSl-1064-A1-R4_A1g01269	2990.04	3526.4	1760.82	2520.79	1719.82	2511.3
MvSl-1064-A1-R4_A1g01273	97.4144	79.4444	33.1092	31.1136	44.8929	59.4408
MvSl-1064-A1-R4_A1g01274	1.18916	0	0	0	0	0
MvSl-1064-A1-R4_A1g01276	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01280	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01281	8.38399	4.00818	1.02188	1.04553	1.02516	4.05678
MvSl-1064-A1-R4_A1g01284	39.9266	62.3771	46.9061	92.4056	248.538	318.05
MvSl-1064-A1-R4_A1g01286	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01294	774.999	649.723	1484.81	2678.28	539.582	627.08
MvSl-1064-A1-R4_A1g01295	0	1	0	0	1	0
MvSl-1064-A1-R4_A1g01298	9.78337	2.49544	2.79567	1.3166	0	2.10421
MvSl-1064-A1-R4_A1g01300	234	213	15	21	36	117
MvSl-1064-A1-R4_A1g01301	5	3	0	1	13.3955	19.4603
MvSl-1064-A1-R4_A1g01304	0	1	1	0	0	0
MvSl-1064-A1-R4_A1g01305	1146.03	1705.46	265.802	351.048	625.861	611.71
MvSl-1064-A1-R4_A1g01306	87.78	54.5476	39.253	24.7831	3019.62	2917.11
MvSl-1064-A1-R4_A1g01307	0	2.01645	4	1	1552	1209.59
MvSl-1064-A1-R4_A1g01308	10	7	9	5	83.0101	77
MvSl-1064-A1-R4_A1g01312	333.974	392.574	146.373	199.54	157.438	272.743
MvSl-1064-A1-R4_A1g01315	137.38	87.4103	164.572	238.263	97.4355	85.7675
MvSl-1064-A1-R4_A1g01316	1101.96	1237.96	891.342	796.199	840.27	813.479
MvSl-1064-A1-R4_A1g01318	42.1948	75.28	0	2.06821	33.4999	40.0681
MvSl-1064-A1-R4_A1g01323	0	0	0	0	3.04461	2.02158
MvSl-1064-A1-R4_A1g01325	2.00319	2.00325	0	0	1.16278	1.0678
MvSl-1064-A1-R4_A1g01326	0	0	0	0	0	1.06153
MvSl-1064-A1-R4_A1g01329	2.01346	3.02492	0	0	86.9952	86.1515
MvSl-1064-A1-R4_A1g01330	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01333	2.18536	2.00793	0	0	1.43881	2.40582
MvSl-1064-A1-R4_A1g01334	2.00903	1.00501	0	0	2.19034	6.4191
MvSl-1064-A1-R4_A1g01337	312.372	316.666	107.902	141.438	235.457	251.823
MvSl-1064-A1-R4_A1g01338	429.162	445.374	126.167	211.344	110.41	164.287
MvSl-1064-A1-R4_A1g01344	35.8815	58.8781	36.2425	55.2538	52.1249	45.8909
MvSl-1064-A1-R4_A1g01345	1	0	1	0	0	0
MvSl-1064-A1-R4_A1g01352	233.749	261.004	313.579	417.254	142.008	152.51
MvSl-1064-A1-R4_A1g01356	21.3636	15.8306	6.40072	10.5702	10.4794	12.5857
MvSl-1064-A1-R4_A1g01360	135.493	114.056	40	36.4327	63.0941	99.454
MvSl-1064-A1-R4_A1g01370	1120	911	131	299	2255	1604
MvSl-1064-A1-R4_A1g01371	83	52	22	24	316	311
MvSl-1064-A1-R4_A1g01377	521	403	200	255	584	442
MvSl-1064-A1-R4_A1g01391	56.8312	52.689	68.2776	52.4744	59.3732	54.5456
MvSl-1064-A1-R4_A1g01395	228	243	435	857	273	318
MvSl-1064-A1-R4_A1g01397	2	0	0	0	0	1
MvSl-1064-A1-R4_A1g01398	31	27	8	8	8.35764	19
MvSl-1064-A1-R4_A1g01400	23	11	32	73	31	55
MvSl-1064-A1-R4_A1g01401	277	77	0	0	9.79041	13
MvSl-1064-A1-R4_A1g01402	359	362	197	272	348	460.904
MvSl-1064-A1-R4_A1g01403	84	59	49	38	44	40
MvSl-1064-A1-R4_A1g01408	106	85	90.6098	119	58	53
MvSl-1064-A1-R4_A1g01410	43.1212	41.4036	45.3733	28.7868	44.548	33.5914
MvSl-1064-A1-R4_A1g01414	23.2877	25.4602	1.44204	4.00388	18.4018	31.4173
MvSl-1064-A1-R4_A1g01419	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01420	1.12916	0	0	0	0	0
MvSl-1064-A1-R4_A1g01423	5.34106	2.48602	1.23601	0	7.98611	15.5467
MvSl-1064-A1-R4_A1g01425	18.5246	8.25961	19.5949	34.8927	6.11736	5.03758
MvSl-1064-A1-R4_A1g01427	89.3623	104.586	299.81	648.203	60.6334	109.984
MvSl-1064-A1-R4_A1g01428	28	27	136	227	19	22
MvSl-1064-A1-R4_A1g01429	180.442	172.788	458.752	764.804	184.707	252.641
MvSl-1064-A1-R4_A1g01430	159.377	135.734	121.086	125.158	232.253	304.886
MvSl-1064-A1-R4_A1g01433	1	1	5	2	0	2
MvSl-1064-A1-R4_A1g01434	5.04277	2.02292	1.00778	0	3.02649	2.01922
MvSl-1064-A1-R4_A1g01435	0	1	0	0	1.00228	2
