gene	M1	M2	M3
Minter-1389-PBcR_C07g04856	1496	1916	755
Minter-1389-PBcR_C07g04857	4085	4064	1756
Minter-1389-PBcR_C07g04858	3581	3683	2399
Minter-1389-PBcR_C07g04859	963	1663	465
Minter-1389-PBcR_C07g04861	2067	2646	1088
Minter-1389-PBcR_C07g04862	2135	3287	1599
Minter-1389-PBcR_C07g04863	5365	5028	3492
Minter-1389-PBcR_C07g04864	6519	6533	2887
Minter-1389-PBcR_C07g04866	1779	2404	984
Minter-1389-PBcR_C07g04867	3780	4463	2432
Minter-1389-PBcR_C07g04868	32187	31995	27784
Minter-1389-PBcR_C07g04869	54656	59466	50238
Minter-1389-PBcR_C07g04870	3193	3949	2210
Minter-1389-PBcR_C07g04871	3220	3216	1437
Minter-1389-PBcR_C07g04872	4922	4983	2734
Minter-1389-PBcR_C07g04873	51799	48456	49204
Minter-1389-PBcR_C07g04874	3868	3663	2769
Minter-1389-PBcR_C07g04875	1768	1818	1174
Minter-1389-PBcR_C07g04876	1800	1966	1109
Minter-1389-PBcR_C07g04877	12877	11670	11712
Minter-1389-PBcR_C07g04878	1228	828	681
Minter-1389-PBcR_C07g04879	7812	6314	6049
Minter-1389-PBcR_C07g04880	8382	8813	5908
Minter-1389-PBcR_C07g04881	1062	1539	607
Minter-1389-PBcR_C07g04882	319	496	220
Minter-1389-PBcR_C07g04883	1985	3168	1039
Minter-1389-PBcR_C07g04884	778	1039	337
Minter-1389-PBcR_C07g04887	1681	1671	1240
Minter-1389-PBcR_C07g04888	869	1021	491
Minter-1389-PBcR_C07g04889	2578	2103	1897
Minter-1389-PBcR_C07g04890	40249	39104	30992
Minter-1389-PBcR_C07g04892	1724	1805	824
Minter-1389-PBcR_C07g04893	3358	3356	1941
Minter-1389-PBcR_C07g04894	7351	6471	4139
Minter-1389-PBcR_C07g04895	15913	18756	8321
Minter-1389-PBcR_C07g04896	8732	9679	4728
Minter-1389-PBcR_C07g04897	2379	2413	1444
Minter-1389-PBcR_C07g04898	1115	792	744
Minter-1389-PBcR_C07g04899	19228	20393	13532
Minter-1389-PBcR_C07g04900	1303	1454	739
Minter-1389-PBcR_C07g04901	1476	1598	1003
Minter-1389-PBcR_C07g04902	110	117	112
Minter-1389-PBcR_C07g04903	91	112	64
Minter-1389-PBcR_C07g04906	639	635	451
Minter-1389-PBcR_C07g04907	2472	2604	1446
Minter-1389-PBcR_C07g04908	2520	3269	1524
Minter-1389-PBcR_C07g04909	18	17	16
Minter-1389-PBcR_C07g04910	4699	5539	2390
Minter-1389-PBcR_C07g04911	142	195	31
Minter-1389-PBcR_C07g04913	838	770	535
Minter-1389-PBcR_C07g04920	3710	3010	2975
Minter-1389-PBcR_C07g04922	4121	4944	1404
Minter-1389-PBcR_C07g04923	4092	5863	1728
Minter-1389-PBcR_C07g04924	5869	6812	3484
Minter-1389-PBcR_C07g04925	6994	9323	3984
Minter-1389-PBcR_C07g04927	10697	9920	4333
Minter-1389-PBcR_C07g04928	1994	2504	1142
Minter-1389-PBcR_C07g04929	4081	3529	3654
Minter-1389-PBcR_C07g04931	16986	17699	11668
Minter-1389-PBcR_C07g04932	6112	5274	3827
Minter-1389-PBcR_C07g04933	987	1117	698
Minter-1389-PBcR_C07g04936	5819	6659	4127
Minter-1389-PBcR_C07g04938	2160	1698	1126
Minter-1389-PBcR_C07g04939	2191	2376	1496
Minter-1389-PBcR_C07g04941	653	1005	260
Minter-1389-PBcR_C07g04942	2694	3140	1403
Minter-1389-PBcR_C07g04943	1263	1487	875
Minter-1389-PBcR_C07g04944	260	496	136
Minter-1389-PBcR_C07g04945	1542	1728	702
Minter-1389-PBcR_C07g04946	287	448	181
Minter-1389-PBcR_C07g04949	5932	7148	3682
Minter-1389-PBcR_C07g04950	5553	4208	4140
Minter-1389-PBcR_C07g04952	407	509	197
Minter-1389-PBcR_C07g04953	1658	1479	977
Minter-1389-PBcR_C07g04954	5134	5372	3112
Minter-1389-PBcR_C07g04956	3051	3322	1920
Minter-1389-PBcR_C07g04957	1179.6	1122.73	660.564
Minter-1389-PBcR_C07g04958	3431	2966	2557
Minter-1389-PBcR_C07g04959	786	731	341
Minter-1389-PBcR_C08g04962	812	1015	351
Minter-1389-PBcR_C08g04963	757	1014	424
Minter-1389-PBcR_C08g04964	873	998	517
Minter-1389-PBcR_C08g04965	2348	3030	1332
Minter-1389-PBcR_C08g04966	4340	5215	2873
Minter-1389-PBcR_C08g04967	1378	1449	1097
Minter-1389-PBcR_C08g04968	693	726	501
Minter-1389-PBcR_C08g04969	154	243	111
Minter-1389-PBcR_C08g04970	5244.4	4924.89	3493
Minter-1389-PBcR_C08g04972	12077	13098	9551
Minter-1389-PBcR_C08g04973	899	931	672
Minter-1389-PBcR_C08g04975	2631	3841.75	1315
Minter-1389-PBcR_C08g04978	2	5	0
Minter-1389-PBcR_C08g04982	1667	2232	1161
Minter-1389-PBcR_C08g04983	7953	6411	4766
Minter-1389-PBcR_C08g04985	4784	5160	3026
Minter-1389-PBcR_C08g04986	3131	3729	2472
Minter-1389-PBcR_C08g04988	2295	2761	1279
Minter-1389-PBcR_C08g04989	2277	2962	1792
Minter-1389-PBcR_C08g04990	6955	3259	4147
Minter-1389-PBcR_C08g04991	3468.68	3889.9	2370.57
Minter-1389-PBcR_C08g04992	1228	1418	605
Minter-1389-PBcR_C08g04993	1092	1399	598
Minter-1389-PBcR_C08g04994	319	351	185
Minter-1389-PBcR_C08g04995	1473	1344	1410
Minter-1389-PBcR_C08g04996	2744	3362	1406
Minter-1389-PBcR_C08g04997	1497	1531	984
Minter-1389-PBcR_C08g04998	3997	4751	3456
Minter-1389-PBcR_C08g04999	2511	2073	654
Minter-1389-PBcR_C08g05000	191	191	83
Minter-1389-PBcR_C08g05001	3903	3999	1976
Minter-1389-PBcR_C08g05003	4788	5142	1308
Minter-1389-PBcR_C08g05004	2725	3284	1920
Minter-1389-PBcR_C08g05005	969	1070	510
Minter-1389-PBcR_C08g05006	1949	2211	1339
Minter-1389-PBcR_C08g05010	2207	2537	1027
Minter-1389-PBcR_C08g05011	2030	2271	1057
Minter-1389-PBcR_C08g05012	2520	3258	1344
Minter-1389-PBcR_C08g05013	1953	2339	936
Minter-1389-PBcR_C08g05017	1461	1479	887
Minter-1389-PBcR_C08g05019	5868	4852	2726
Minter-1389-PBcR_C08g05021	203960	186914	114873
Minter-1389-PBcR_C08g05022	2795	2591	1469
Minter-1389-PBcR_C08g05023	2205	2806	1092
Minter-1389-PBcR_C08g05024	795	912	424
Minter-1389-PBcR_C08g05025	977	993	560
Minter-1389-PBcR_C08g05026	1946	2106	1260
Minter-1389-PBcR_C08g05028	2388	2578	1576
Minter-1389-PBcR_C08g05030	2147	1903	1371
Minter-1389-PBcR_C08g05031	1320	1671	756
Minter-1389-PBcR_C08g05032	5230	5337	3583
Minter-1389-PBcR_C08g05034	4803	3184	891
Minter-1389-PBcR_C08g05035	388	318	166
Minter-1389-PBcR_C08g05039	1136	792	813
Minter-1389-PBcR_C08g05042	671	743	258
Minter-1389-PBcR_C08g05043	950	870	534
Minter-1389-PBcR_C08g05044	2310	2119	998
Minter-1389-PBcR_C08g05045	873	1174	479
Minter-1389-PBcR_C08g05048	4488	5046	2904
Minter-1389-PBcR_C08g05049	3759	3977	2192
Minter-1389-PBcR_C08g05050	1426	1910	897
Minter-1389-PBcR_C08g05051	3087	3626	1188
Minter-1389-PBcR_C08g05052	17437	20940	11058
Minter-1389-PBcR_C08g05054	11043	12817	6329
Minter-1389-PBcR_C08g05055	3791	4068	2513
Minter-1389-PBcR_C08g05056	3770	3679	2394
Minter-1389-PBcR_C08g05057	10272	10107	5892
Minter-1389-PBcR_C08g05058	3200	3971	1538
Minter-1389-PBcR_C08g05061	1164	1605	569
Minter-1389-PBcR_C08g05062	3713	4318	2674
Minter-1389-PBcR_C08g05063	2056	2230	755
Minter-1389-PBcR_C08g05065	1251	1377	761
Minter-1389-PBcR_C08g05066	4153	4096	3722
Minter-1389-PBcR_C08g05067	10757	8764	6706
Minter-1389-PBcR_C08g05069	3337.92	4090.83	1844.43
Minter-1389-PBcR_C08g05070	5430	7067	2953
Minter-1389-PBcR_C08g05071	5303	6125	2103
Minter-1389-PBcR_C08g05072	12	17	8
Minter-1389-PBcR_C08g05075	2205	2276	970
Minter-1389-PBcR_C08g05076	1021	1317	576
Minter-1389-PBcR_C08g05078	735	714	477
Minter-1389-PBcR_C08g05079	692	707	290
Minter-1389-PBcR_C08g05080	1330	1529	653
Minter-1389-PBcR_C08g05081	7094	7563	4976
Minter-1389-PBcR_C08g05086	1309	1898	839
Minter-1389-PBcR_C08g05087	107	63	44
Minter-1389-PBcR_C08g05088	437	378	244
Minter-1389-PBcR_C08g05089	403	490	187
Minter-1389-PBcR_C08g05090	1140	1242	681
Minter-1389-PBcR_C08g05091	952	1099	553
Minter-1389-PBcR_C08g05092	4985	6137	2627
Minter-1389-PBcR_C08g05093	3366.15	3818.27	2550.99
Minter-1389-PBcR_C08g05094	5678	4978	4718
Minter-1389-PBcR_C08g05096	1365	1651	831
Minter-1389-PBcR_C08g05097	525	849	446
Minter-1389-PBcR_C08g05098	1077	1404	402
Minter-1389-PBcR_C08g05099	2530	1982	927
Minter-1389-PBcR_C08g05100	19280	10085	5465
Minter-1389-PBcR_C08g05101	5967	2305	2247
Minter-1389-PBcR_C08g05102	1106	1106	753
Minter-1389-PBcR_C08g05103	3453	3378	1958
Minter-1389-PBcR_C08g05104	2286	2229	1279
Minter-1389-PBcR_C08g05105	2045	2444	1623
Minter-1389-PBcR_C08g05106	1588	1674	915
Minter-1389-PBcR_C08g05107	4130	4090	2030
Minter-1389-PBcR_C08g05109	13571	11787	9231
Minter-1389-PBcR_C08g05112	217	245	147
Minter-1389-PBcR_C08g05113	1837	1941	1326
Minter-1389-PBcR_C08g05114	3319	3881	1346
Minter-1389-PBcR_C08g05115	2844	3103	2057
Minter-1389-PBcR_C08g05133	3366.47	3744.33	1862.41
Minter-1389-PBcR_C08g05134	2965	2904	2299
Minter-1389-PBcR_C08g05138	1065	1201	551
Minter-1389-PBcR_C08g05139	9998	11051	7914
Minter-1389-PBcR_C08g05141	3955	4354	2656
Minter-1389-PBcR_C08g05142	1490	1697	832
Minter-1389-PBcR_C08g05143	3567	3898	2210
Minter-1389-PBcR_C08g05144	1282	1466	724
Minter-1389-PBcR_C08g05145	1002	1047	688
Minter-1389-PBcR_C08g05146	2505	2746	1527
Minter-1389-PBcR_C08g05147	2224	2334	1299
Minter-1389-PBcR_C08g05148	9994	9985	6483
Minter-1389-PBcR_C08g05149	2805	3663	1665
Minter-1389-PBcR_C08g05150	2883	3301	1368
Minter-1389-PBcR_C08g05152	2677	2947	2136
Minter-1389-PBcR_C08g05153	1899	2407	1149
Minter-1389-PBcR_C08g05154	5739	6959	3442
Minter-1389-PBcR_C08g05156	9894	11824	4939
Minter-1389-PBcR_C08g05157	2380	2183	2043
Minter-1389-PBcR_C08g05158	2231	2282	1593
Minter-1389-PBcR_C08g05159	2720	3307	1597
Minter-1389-PBcR_C08g05160	8235	8115	6504
Minter-1389-PBcR_C08g05162	1602	1672	906
Minter-1389-PBcR_C08g05171	0	0	0
Minter-1389-PBcR_C08g05180	4878	6778	1089
Minter-1389-PBcR_C08g05181	3833	3974	1339
Minter-1389-PBcR_C08g05182	1301	1324	575
Minter-1389-PBcR_C08g05183	2400	2171	1810
Minter-1389-PBcR_C08g05184	2508	3154	1657
Minter-1389-PBcR_C08g05185	2286	2541	1206
Minter-1389-PBcR_C08g05186	1103	1365	771
Minter-1389-PBcR_C08g05187	2125	2027	1261
Minter-1389-PBcR_C08g05188	2483	3024	1969
Minter-1389-PBcR_C08g05189	421	575	402
Minter-1389-PBcR_C08g05190	4330	5172	3030
Minter-1389-PBcR_C08g05193	3237	3930	1653
Minter-1389-PBcR_C08g05195	4750	5289	2973
Minter-1389-PBcR_C08g05196	4029	5440	3080.16
Minter-1389-PBcR_C08g05197	1163	1321	739
Minter-1389-PBcR_C08g05200	40	53	35
Minter-1389-PBcR_C08g05202	1619	1813	958
Minter-1389-PBcR_C08g05204	1480	1797.63	903
Minter-1389-PBcR_C08g05205	3901	4718	1892
Minter-1389-PBcR_C08g05206	20980	19283	12250
Minter-1389-PBcR_C08g05207	3249	3817	1384
Minter-1389-PBcR_C08g05208	3158	4537	2373
Minter-1389-PBcR_C08g05209	753	995	389
Minter-1389-PBcR_C08g05210	2613	2550	1516
Minter-1389-PBcR_C08g05211	1411	1381	747
Minter-1389-PBcR_C08g05212	6115	7679	3628
Minter-1389-PBcR_C08g05213	1444	1566	722
Minter-1389-PBcR_C08g05214	2244	2639	1365
Minter-1389-PBcR_C08g05217	4935	5274	3237
Minter-1389-PBcR_C08g05218	1463	1854	791
Minter-1389-PBcR_C08g05219	2378	3942	1733
Minter-1389-PBcR_C08g05220	1179	1551	787
Minter-1389-PBcR_C08g05221	1435.38	1730.45	829
Minter-1389-PBcR_C08g05222	2378	3050	1364
Minter-1389-PBcR_C08g05223	9945	10315	7204
Minter-1389-PBcR_C08g05225	1176	1411	546
Minter-1389-PBcR_C08g05226	1544	2042	941
Minter-1389-PBcR_C08g05227	719	890	422
Minter-1389-PBcR_C08g05228	3967	5032	1901
Minter-1389-PBcR_C08g05229	1426	1398	320
Minter-1389-PBcR_C08g05230	1399	1822	592
Minter-1389-PBcR_C08g05231	963	1368	687
Minter-1389-PBcR_C08g05232	957	1317	435
Minter-1389-PBcR_C08g05234	1200	1410	611
Minter-1389-PBcR_C08g05235	5156	6102	3430
Minter-1389-PBcR_C08g05236	3873	3778	2816
Minter-1389-PBcR_C08g05237	1701	1824	1080
Minter-1389-PBcR_C08g05238	2116	2454	1076
Minter-1389-PBcR_C08g05239	2691	2662	1444
Minter-1389-PBcR_C08g05240	936	1217	452
Minter-1389-PBcR_C08g05241	12	15	13
Minter-1389-PBcR_C08g05242	2384	2305	1250
Minter-1389-PBcR_C08g05243	4300	3418	2929
Minter-1389-PBcR_C08g05244	516	567	297
Minter-1389-PBcR_C08g05245	1748	2383	1081
Minter-1389-PBcR_C08g05246	13038	13292	7628
Minter-1389-PBcR_C08g05247	411	564	244
Minter-1389-PBcR_C08g05248	8003	7067	5259
Minter-1389-PBcR_C08g05249	2517	2509	2332
Minter-1389-PBcR_C08g05251	5899	5563	5105
Minter-1389-PBcR_C08g05252	2634	3586	1418
Minter-1389-PBcR_C08g05253	2011	2052	1742
Minter-1389-PBcR_C08g05255	697	771	417
Minter-1389-PBcR_C08g05256	2797	2888	1838
Minter-1389-PBcR_C08g05257	5327	5990	3540
Minter-1389-PBcR_C08g05258	1163	1861	509
Minter-1389-PBcR_C08g05260	763	772	230
Minter-1389-PBcR_C08g05261	513	606	309
Minter-1389-PBcR_C08g05262	1601	1893	1035
Minter-1389-PBcR_C08g05263	1320	1869	835
Minter-1389-PBcR_C08g05264	2175	2470	1485
Minter-1389-PBcR_C08g05265	3074	4003	1496
Minter-1389-PBcR_C08g05267	947	805	621
Minter-1389-PBcR_C08g05268	1500	1491	715
Minter-1389-PBcR_C08g05269	1279	1420	763
Minter-1389-PBcR_C08g05270	2051	1581	1288
Minter-1389-PBcR_C08g05271	226	242	113
Minter-1389-PBcR_C08g05272	1024	959	633
Minter-1389-PBcR_C08g05273	1654	1792	942
Minter-1389-PBcR_C08g05274	888	1278	720
Minter-1389-PBcR_C08g05276	2379	2746	1328
Minter-1389-PBcR_C08g05277	1587	2604	699
Minter-1389-PBcR_C08g05278	1502	2162	401
Minter-1389-PBcR_C08g05279	2317	3104	743
Minter-1389-PBcR_C08g05280	1237	1156	882
Minter-1389-PBcR_C08g05281	802	895	566
Minter-1389-PBcR_C08g05282	4963	5596	3600
Minter-1389-PBcR_C08g05283	1499	1512	534
Minter-1389-PBcR_C08g05284	1564	1990	794
Minter-1389-PBcR_C08g05285	959	1286	549
Minter-1389-PBcR_C08g05286	396	694	379
Minter-1389-PBcR_C08g05290	1926	2058	1277
Minter-1389-PBcR_C08g05291	825	906	406
Minter-1389-PBcR_C08g05292	412	360	216
Minter-1389-PBcR_C08g05293	1073.9	980.625	899.469
Minter-1389-PBcR_C08g05294	4453	5259	2822
Minter-1389-PBcR_C08g05296	1081	926	785
Minter-1389-PBcR_C08g05297	2894	2957	1950
Minter-1389-PBcR_C08g05298	794	887	360
Minter-1389-PBcR_C08g05299	738	773	330
Minter-1389-PBcR_C08g05300	1050	1365	663
Minter-1389-PBcR_C08g05301	525	495	407
Minter-1389-PBcR_C08g05302	1227	1584	720
Minter-1389-PBcR_C08g05303	4599	5553	2625
Minter-1389-PBcR_C08g05304	18	12	10
Minter-1389-PBcR_C08g05305	1525	1731	1162
Minter-1389-PBcR_C08g05307	940	995	501
Minter-1389-PBcR_C08g05308	374	489	172
Minter-1389-PBcR_C08g05309	1574	1645	851
Minter-1389-PBcR_C08g05310	10353	7541	5839
Minter-1389-PBcR_C08g05311	38239	32116	19545
Minter-1389-PBcR_C08g05312	51054	37392	15902
Minter-1389-PBcR_C08g05313	15743	9751	16077
Minter-1389-PBcR_C08g05314	9673	7707	9215
Minter-1389-PBcR_C08g05315	3095	3618	2150
Minter-1389-PBcR_C08g05317	2125	2083	1276
Minter-1389-PBcR_C08g05318	11622	11743	6887
Minter-1389-PBcR_C08g05319	3396	3145	2508
Minter-1389-PBcR_C08g05322	6045	6371	3785
Minter-1389-PBcR_C08g05323	1506	1304	1266
Minter-1389-PBcR_C08g05324	1216	1331	615
Minter-1389-PBcR_C08g05325	1116	1179	778
Minter-1389-PBcR_C08g05326	2874	2615	1511
Minter-1389-PBcR_C08g05327	818	480	435
Minter-1389-PBcR_C08g05328	2221	2755	1511
Minter-1389-PBcR_C08g05329	1121	1218	283
Minter-1389-PBcR_C08g05330	255	134	89
Minter-1389-PBcR_C08g05331	489	582	251
Minter-1389-PBcR_C08g05332	7144	8068	4145
Minter-1389-PBcR_C08g05333	5232	5373	4512
Minter-1389-PBcR_C08g05334	2826	3665	1508
Minter-1389-PBcR_C08g05335	1228	1885	753
Minter-1389-PBcR_C08g05337	563	584	273
Minter-1389-PBcR_C08g05338	3770	5132	2115
Minter-1389-PBcR_C08g05339	4222	4777	2248
Minter-1389-PBcR_C08g05340	2942	2569	1432
Minter-1389-PBcR_C08g05342	2350	2573	1356
Minter-1389-PBcR_C08g05343	3702	4526	2640
Minter-1389-PBcR_C08g05344	645	763	324
Minter-1389-PBcR_C08g05345	1357	2424	538
Minter-1389-PBcR_C08g05347	2787	3311	1652
Minter-1389-PBcR_C08g05348	454	618	278
Minter-1389-PBcR_C08g05349	441	525	107
Minter-1389-PBcR_C08g05350	1840	1900	907
Minter-1389-PBcR_C08g05351	4067	4307	3069
Minter-1389-PBcR_C08g05352	2263	3320	1367
Minter-1389-PBcR_C08g05357	3233	4198	1857
Minter-1389-PBcR_C08g05358	848	736	483
Minter-1389-PBcR_C08g05359	1882	2027	1238
Minter-1389-PBcR_C08g05360	1234	1290	738
Minter-1389-PBcR_C08g05362	1819	2176	1216
Minter-1389-PBcR_C08g05363	2104	2702	1289
Minter-1389-PBcR_C08g05364	5120	3974	4354
Minter-1389-PBcR_C08g05365	2641	3476	1486
Minter-1389-PBcR_C08g05366	2366	2926	1154
Minter-1389-PBcR_C08g05367	2530	2955	1447
Minter-1389-PBcR_C08g05368	11106	10181	5356
Minter-1389-PBcR_C08g05369	245	212	84
Minter-1389-PBcR_C08g05370	816	619	316
Minter-1389-PBcR_C08g05371	3811	4451	3328
Minter-1389-PBcR_C08g05373	3185	4153	1360
Minter-1389-PBcR_C08g05375	3581	5309	2868
Minter-1389-PBcR_C08g05377	337	289	253
Minter-1389-PBcR_C08g05378	403	350	199
Minter-1389-PBcR_C08g05379	1157	1432	660
Minter-1389-PBcR_C08g05380	102.294	93.0746	47.8151
Minter-1389-PBcR_C08g05384	1091	1245	402
Minter-1389-PBcR_C08g05385	407	482	200
Minter-1389-PBcR_C08g05386	884	1234	413
Minter-1389-PBcR_C08g05387	640	672	277
Minter-1389-PBcR_C08g05388	533	699	342
Minter-1389-PBcR_C08g05389	1418	1683	780
Minter-1389-PBcR_C08g05391	3917	4227	2234
Minter-1389-PBcR_C08g05392	1716	2557	1163
Minter-1389-PBcR_C08g05393	3304	3130	1810
Minter-1389-PBcR_C08g05398	4667	6612	2900
Minter-1389-PBcR_C08g05400	1367	1531	713
Minter-1389-PBcR_C08g05402	1661	1706	1187
Minter-1389-PBcR_C08g05404	2324	2974	1392
Minter-1389-PBcR_C08g05405	1727	2107	1143
Minter-1389-PBcR_C08g05406	204	208	133
Minter-1389-PBcR_C08g05407	1259	1334	724
Minter-1389-PBcR_C08g05409	3969	4370	2432
Minter-1389-PBcR_C08g05410	2549	1895	1067
Minter-1389-PBcR_C08g05411	9	30	11
Minter-1389-PBcR_C08g05412	1979	2559	1045
Minter-1389-PBcR_C08g05413	2149	2712	996
Minter-1389-PBcR_C08g05414	32143	23563	9818
Minter-1389-PBcR_C08g05415	3692	3124	2484
Minter-1389-PBcR_C08g05416	200	263	134
Minter-1389-PBcR_C08g05417	206	211	169
Minter-1389-PBcR_C08g05419	1236	1419	848
Minter-1389-PBcR_C08g05420	445	661	281
Minter-1389-PBcR_C08g05421	2759	3743	1985
Minter-1389-PBcR_C08g05422	5172	5970	2823
Minter-1389-PBcR_C08g05423	1347	1505	689
Minter-1389-PBcR_C08g05424	1423	2095	844
Minter-1389-PBcR_C08g05425	474	686	419
Minter-1389-PBcR_C08g05426	2351	1433	1279
Minter-1389-PBcR_C08g05427	1001	1368	252
Minter-1389-PBcR_C08g05428	10	30	4
Minter-1389-PBcR_C08g05429	123	144	161
Minter-1389-PBcR_C08g05430	198	190	140
Minter-1389-PBcR_C08g05431	1364	1542	669
Minter-1389-PBcR_C08g05432	1833	1814	1286
Minter-1389-PBcR_C08g05433	6101	6748	4153
Minter-1389-PBcR_C08g05434	1616	1558	1036
Minter-1389-PBcR_C08g05436	3114	2850	1445
Minter-1389-PBcR_C08g05437	1394	1394	545
Minter-1389-PBcR_C08g05438	897	1051	482
Minter-1389-PBcR_C08g05439	808	1114	473
Minter-1389-PBcR_C08g05440	1166	1252	1307
Minter-1389-PBcR_C08g05441	4382.03	5406.8	3291.96
Minter-1389-PBcR_C08g05442	7927	8780	3563
Minter-1389-PBcR_C08g05445	40544	45287	20758
Minter-1389-PBcR_C08g05446	4909	4715	2805
Minter-1389-PBcR_C08g05448	344	522	242
Minter-1389-PBcR_C08g05449	392	444	291
Minter-1389-PBcR_C08g05452	580	683	332
Minter-1389-PBcR_C08g05454	6130	4344	4321
Minter-1389-PBcR_C08g05458	3413	3835	1925
Minter-1389-PBcR_C08g05459	4269	3925	2148
Minter-1389-PBcR_C08g05460	1818	2550.9	992
Minter-1389-PBcR_C08g05464	613	472	274
Minter-1389-PBcR_C08g05465	4003	5006	2408
Minter-1389-PBcR_C08g05467	3691	4601	2363
Minter-1389-PBcR_C08g05469	7020	7371	3933
Minter-1389-PBcR_C08g05470	3560.73	2922.42	2881.53
Minter-1389-PBcR_C08g05472	22373.3	22844.6	16330.5
Minter-1389-PBcR_C08g05473	4240	4123	2819
Minter-1389-PBcR_C08g05474	410	447	292
Minter-1389-PBcR_C08g05476	2124	2450	1636
Minter-1389-PBcR_C08g05477	903	1293	574
Minter-1389-PBcR_C08g05478	207	271	147
Minter-1389-PBcR_C08g05479	1647	1428	949
Minter-1389-PBcR_C08g05480	3617	3774	2533
Minter-1389-PBcR_C08g05481	2371	3029	1125
Minter-1389-PBcR_C08g05482	3714	4147	1983
Minter-1389-PBcR_C08g05483	39	43	15
Minter-1389-PBcR_C08g05484	685	1308	321
Minter-1389-PBcR_C08g05486	2428	3153	1433
Minter-1389-PBcR_C08g05488	1933.38	2836.84	1111.2
Minter-1389-PBcR_C09g05492	4287	5203	2541
Minter-1389-PBcR_C09g05493	6211	7763	3526
Minter-1389-PBcR_C09g05494	19	10	6
Minter-1389-PBcR_C09g05495	4101	3899	2606
Minter-1389-PBcR_C09g05496	180	172	66
Minter-1389-PBcR_C09g05497	2646	2789	1622
Minter-1389-PBcR_C09g05498	743	759	331
Minter-1389-PBcR_C09g05499	2630.1	3060.99	1369.81
Minter-1389-PBcR_C09g05500	870	1050	549
Minter-1389-PBcR_C09g05501	1616	2003	1203
Minter-1389-PBcR_C09g05502	3866	3680	3358
Minter-1389-PBcR_C09g05506	6961	7492	3481
Minter-1389-PBcR_C09g05507	1784	2022	840
Minter-1389-PBcR_C09g05508	2417	2488	1687
Minter-1389-PBcR_C09g05509	725	1019	109
Minter-1389-PBcR_C09g05510	1556	1778	1386
Minter-1389-PBcR_C09g05511	1594	1603	1017
Minter-1389-PBcR_C09g05512	1221	1127	778
Minter-1389-PBcR_C09g05516	45	42.0006	51.0068
Minter-1389-PBcR_C09g05518	3776	3532	2323
Minter-1389-PBcR_C09g05523	974	1342	409
Minter-1389-PBcR_C09g05526	1516	1637	536
Minter-1389-PBcR_C09g05529	731	1096	401
Minter-1389-PBcR_C09g05530	292	327	223
Minter-1389-PBcR_C09g05531	1029	1192	589
Minter-1389-PBcR_C09g05532	8101	9268	5202
Minter-1389-PBcR_C09g05533	1193	1401	552
Minter-1389-PBcR_C09g05534	9022	8732	7028
Minter-1389-PBcR_C09g05536	315	397	213
Minter-1389-PBcR_C09g05537	3972	4317	2638
Minter-1389-PBcR_C09g05540	1903	2439	1234
Minter-1389-PBcR_C09g05542	6291	5105	5261
Minter-1389-PBcR_C09g05543	2741	2844	1272
Minter-1389-PBcR_C09g05544	1606	1849	979
Minter-1389-PBcR_C09g05545	478	542	277
Minter-1389-PBcR_C09g05546	475	499	248
Minter-1389-PBcR_C09g05550	6102	4539	4590
Minter-1389-PBcR_C09g05552	4556	5060	2450
Minter-1389-PBcR_C09g05553	1842	1976	1202
Minter-1389-PBcR_C09g05554	1	9	5
Minter-1389-PBcR_C09g05555	107.459	143.392	52.2382
Minter-1389-PBcR_C09g05556	2908	3699	1397
Minter-1389-PBcR_C09g05557	2120	3098	919
Minter-1389-PBcR_C09g05558	606	822	228
Minter-1389-PBcR_C09g05559	2299	2553	1272
Minter-1389-PBcR_C09g05560	7745	9410	3862
Minter-1389-PBcR_C09g05561	5550	5827	2925
Minter-1389-PBcR_C09g05562	2019	2352	1033
Minter-1389-PBcR_C09g05565	1539	1915	1067
Minter-1389-PBcR_C09g05566	1551	1496	1132
Minter-1389-PBcR_C09g05567	2181	2429	1420
Minter-1389-PBcR_C09g05568	2322	2550	1306
Minter-1389-PBcR_C09g05569	853	888	455
Minter-1389-PBcR_C09g05570	4371	3772	3147
Minter-1389-PBcR_C09g05571	358	293	146
Minter-1389-PBcR_C09g05572	747	1063	540
Minter-1389-PBcR_C09g05573	754	1448	303
Minter-1389-PBcR_C09g05574	881	1021	399
Minter-1389-PBcR_C09g05575	1631	2015	1049
Minter-1389-PBcR_C09g05576	5576	5805	4134
Minter-1389-PBcR_C09g05577	786	682	605
Minter-1389-PBcR_C09g05578	2890	3078	2235
Minter-1389-PBcR_C09g05579	2592	3327	1614
Minter-1389-PBcR_C09g05580	1345	2089	661
Minter-1389-PBcR_C09g05581	4836	4765	2626
Minter-1389-PBcR_C09g05583	8708	8134	5992
Minter-1389-PBcR_C09g05584	309	295	87
Minter-1389-PBcR_C09g05585	1950	2187	1114
Minter-1389-PBcR_C09g05586	383.319	410.102	265.43
Minter-1389-PBcR_C09g05587	563	592	257
Minter-1389-PBcR_C09g05588	888	1192	655
Minter-1389-PBcR_C09g05589	2215	2693	1297
Minter-1389-PBcR_C09g05590	2059	2242	1224
Minter-1389-PBcR_C09g05591	1291	1474	651
Minter-1389-PBcR_C09g05595	1591	1732	1154
Minter-1389-PBcR_C09g05596	7892	7318	5987
