gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC14g12002	6.49438	7.4503	1.29604	3.2008
MvSl-1064-A1-R4_MC14g12001	2.98811	0	3.28962	0
MvSl-1064-A1-R4_MC14g12000	2.89857	1.75425	2.73763	0
MvSl-1064-A1-R4_MC14g11999	12.937	15.8871	12.9477	6.08702
MvSl-1064-A1-R4_MC14g11998	0	0	15.6189	11.6475
MvSl-1064-A1-R4_MC14g11997	3.23354	2.45746	7.93045	6.48365
MvSl-1064-A1-R4_MC14g11995	5.92267	6.52621	8.92347	4.28465
MvSl-1064-A1-R4_MC06g07032	391.004	195.664	30.2856	36.428
MvSl-1064-A1-R4_MC06g07033	1407.61	1006.53	302.403	518.351
MvSl-1064-A1-R4_MC09-2g09582	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09580	205.085	193.03	413.491	478.022
MvSl-1064-A1-R4_MC09-2g09579	0	0	262.946	188.401
MvSl-1064-A1-R4_MC09-2g09578	18.2674	10.9039	17.1057	32.7177
MvSl-1064-A1-R4_MC09-2g09577	79.8668	86.5424	114.345	99.2882
MvSl-1064-A1-R4_MC12g11286	721.555	657.428	685.725	625.656
MvSl-1064-A1-R4_MC12g11287	0	0	0	0
MvSl-1064-A1-R4_MC12g11288	6.19035	7.74578	4.89803	7.69595
MvSl-1064-A1-R4_MC01-1g01697	64.7272	43.5097	32.4812	29.3843
MvSl-1064-A1-R4_MC01-1g01698	26	26	27	24
MvSl-1064-A1-R4_MC01-1g01699	571.299	554.885	1305.28	1151.69
MvSl-1064-A1-R4_MC01-1g01700	11	2	4	3
MvSl-1064-A1-R4_MC01-1g01701	4672	4502	3428	3639
MvSl-1064-A1-R4_MC01-1g01702	221	131	104	121
MvSl-1064-A1-R4_MC01-1g01703	634.851	619.326	583.827	516.108
MvSl-1064-A1-R4_MC01-1g01704	77.7143	43.8	43.9524	67.5
MvSl-1064-A1-R4_MC01-1g01705	408.367	412.41	412.135	395.808
MvSl-1064-A1-R4_MC01-1g01706	1.27201	4.91017	2.68466	1.84742
MvSl-1064-A1-R4_MC01-1g01707	731.153	1037.82	891.235	352.183
MvSl-1064-A1-R4_MC01-1g01708	2947	3467	4247	3064
MvSl-1064-A1-R4_MC01-1g01709	1057	1237	1211	941
MvSl-1064-A1-R4_MC01-1g01710	316	459	282	142
MvSl-1064-A1-R4_MC01-1g01711	3443	3127	2543	3031
MvSl-1064-A1-R4_MC01-1g01712	2660	2769	2888	2752
MvSl-1064-A1-R4_MC01-1g01713	363	306	261	295
MvSl-1064-A1-R4_MC01-1g01714	0	0	1	1
MvSl-1064-A1-R4_MC01-1g01715	48.9554	37.8607	32.2861	38.9841
MvSl-1064-A1-R4_MC01-1g01716	310.297	218.583	221.528	267.155
MvSl-1064-A1-R4_MC01-1g01717	882.916	735.199	688.223	770.521
MvSl-1064-A1-R4_MC01-1g01718	628.871	558.464	543.186	563.727
MvSl-1064-A1-R4_MC01-1g01719	67.3624	57.1371	36.5371	43.0313
MvSl-1064-A1-R4_MC01-1g01720	2433.59	2156.27	1699.92	1790.58
MvSl-1064-A1-R4_MC01-1g01721	11.1759	7.2984	6.96904	9.49452
MvSl-1064-A1-R4_MC01-1g01722	74.5269	69.0634	22	20.0126
MvSl-1064-A1-R4_MC01-1g01723	294.812	222.322	165.455	194.299
MvSl-1064-A1-R4_MC01-1g01724	488.329	380.374	272.676	356.301
MvSl-1064-A1-R4_MC01-1g01725	945	1098	943	889
MvSl-1064-A1-R4_MC01-1g01726	2318	2388	2046	2055
MvSl-1064-A1-R4_MC01-1g01727	399.345	369.42	293.677	351.514
MvSl-1064-A1-R4_MC01-1g01728	3015.91	3512.62	3338.8	2539.13
MvSl-1064-A1-R4_MC01-1g01729	600	424	317	479
MvSl-1064-A1-R4_MC01-1g01730	588	555	534	521
MvSl-1064-A1-R4_MC01-1g01731	34035	31294	25734	29373
MvSl-1064-A1-R4_MC01-1g01732	8	4	8	6
MvSl-1064-A1-R4_MC01-1g01733	1	1	1	0
MvSl-1064-A1-R4_MC01-1g01734	396	341	339	274
MvSl-1064-A1-R4_MC01-1g01735	66	84	89	129
MvSl-1064-A1-R4_MC01-1g01736	4.08163	8	4	3
MvSl-1064-A1-R4_MC01-1g01737	6.03066	6.04282	4	5
MvSl-1064-A1-R4_MC01-1g01738	60.8176	77.671	25	34.3345
MvSl-1064-A1-R4_MC01-1g01739	831.711	714.378	248	238.044
MvSl-1064-A1-R4_MC01-1g01740	336	309	162	141
MvSl-1064-A1-R4_MC01-1g01741	1553.08	1410	1199.19	1284.11
MvSl-1064-A1-R4_MC01-1g01742	2497.13	2430.61	2501.75	2573.64
MvSl-1064-A1-R4_MC01-1g01743	1487	1815	1436	1274
MvSl-1064-A1-R4_MC01-1g01744	4934	5138	4073	4247
MvSl-1064-A1-R4_MC01-1g01745	31	46	31	29
MvSl-1064-A1-R4_MC01-1g01746	76.5789	36.4068	51.8772	59.844
MvSl-1064-A1-R4_MC01-1g01747	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01748	657	736	592	527
MvSl-1064-A1-R4_MC01-1g01749	145.451	63.0671	68.0806	120.09
MvSl-1064-A1-R4_MC01-1g01750	597.062	451.55	313.774	468.772
MvSl-1064-A1-R4_MC01-1g01751	4575	3974	3982	4116
MvSl-1064-A1-R4_MC01-1g01752	163	183	255	141
MvSl-1064-A1-R4_MC01-1g01753	535	547	495	379
MvSl-1064-A1-R4_MC01-1g01754	714	755	663	573
MvSl-1064-A1-R4_MC01-1g01755	1926	1949	2013	1696
MvSl-1064-A1-R4_MC01-1g01756	689	824	964	616
MvSl-1064-A1-R4_MC01-1g01757	29.7087	24.5172	21.1962	25.3414
MvSl-1064-A1-R4_MC01-1g01758	189.114	151.739	115.689	104.936
MvSl-1064-A1-R4_MC01-1g01759	6.06288	1.03221	2.02964	4.1432
MvSl-1064-A1-R4_MC01-1g01760	1125.29	1230.48	800.804	1215.66
MvSl-1064-A1-R4_MC01-1g01761	55	33	21	36
MvSl-1064-A1-R4_MC01-1g01762	114	51	102	110
MvSl-1064-A1-R4_MC01-1g01763	2137	1843	1281	1385
MvSl-1064-A1-R4_MC01-1g01764	43	49	45	29
MvSl-1064-A1-R4_MC01-1g01765	159.728	133.571	131.547	110.662
MvSl-1064-A1-R4_MC01-1g01766	1496	1709	1510	1257
MvSl-1064-A1-R4_MC01-1g01767	1479	1430	1367	1461
MvSl-1064-A1-R4_MC01-1g01768	3485	3877	4683	4076
MvSl-1064-A1-R4_MC01-1g01769	1702	1481	1059	1213
MvSl-1064-A1-R4_MC01-1g01770	2978	3176	2925	2507
MvSl-1064-A1-R4_MC01-1g01771	3072	3051	3293	3132
MvSl-1064-A1-R4_MC01-1g01772	2	2	1	0
MvSl-1064-A1-R4_MC01-1g01773	19	9	9	7
MvSl-1064-A1-R4_MC01-1g01774	17	9	11	11
MvSl-1064-A1-R4_MC01-1g01775	1660.31	1502.87	1356.3	1430.79
MvSl-1064-A1-R4_MC01-1g01776	13.337	6.80247	6.58523	6.54759
MvSl-1064-A1-R4_MC01-1g01777	53.6559	57.7206	14.2784	16.0783
MvSl-1064-A1-R4_MC01-1g01778	21	9	20	34
MvSl-1064-A1-R4_MC01-1g01779	272	200	274	339
MvSl-1064-A1-R4_MC01-1g01780	1070	1146	1089	875
MvSl-1064-A1-R4_MC01-1g01782	1445.94	1427.16	1393.36	1220.48
MvSl-1064-A1-R4_MC01-1g01783	127.529	102.841	6.45352	16.2636
MvSl-1064-A1-R4_MC01-1g01785	6.18182	2.16667	2.47619	1.55556
MvSl-1064-A1-R4_MC01-1g01786	78.1052	85.8842	428.877	195.007
MvSl-1064-A1-R4_MC01-1g01787	9.16858	20.5363	13.6775	17.7381
MvSl-1064-A1-R4_MC01-1g01788	1540.13	1407.06	1454.32	1383.57
MvSl-1064-A1-R4_MC01-1g01789	4645.48	5391.03	6272.58	4521.76
MvSl-1064-A1-R4_MC01-1g01790	1281.48	1328.63	1229.65	1039.8
MvSl-1064-A1-R4_MC01-1g01791	44.4168	50.0397	44.9735	49.6118
MvSl-1064-A1-R4_MC01-1g01792	187.61	127.645	120.954	133.65
MvSl-1064-A1-R4_MC01-1g01794	51.7283	58.4158	54.6805	31.5864
MvSl-1064-A1-R4_MC01-1g01795	7	4	2.30463	5
MvSl-1064-A1-R4_MC01-1g01796	2603	2788	1640	2136
MvSl-1064-A1-R4_MC01-1g01797	448	620	809	381
MvSl-1064-A1-R4_MC01-1g01798	1261	1354	1724	1284
MvSl-1064-A1-R4_MC01-1g01799	879	724	823	833
MvSl-1064-A1-R4_MC01-1g01800	3552	5218	5233	3412
MvSl-1064-A1-R4_MC01-1g01801	2316	2141	2028	1955
MvSl-1064-A1-R4_MC01-1g01802	9347	8651	8614	9604
MvSl-1064-A1-R4_MC01-1g01803	4061	6358	6527	4289
MvSl-1064-A1-R4_MC01-1g01804	982	1111	1386	761
MvSl-1064-A1-R4_MC01-1g01805	1298	1250	1144	1152
MvSl-1064-A1-R4_MC01-1g01806	3285	2890	2730	3222
MvSl-1064-A1-R4_MC01-1g01807	0	0	2.04395	0
MvSl-1064-A1-R4_MC01-1g01808	1762	1952	1855.96	1792
MvSl-1064-A1-R4_MC01-1g01809	3803	4013	3614	3373
MvSl-1064-A1-R4_MC01-1g01810	332	320	279	286
MvSl-1064-A1-R4_MC01-1g01811	408	447	521	326
MvSl-1064-A1-R4_MC01-1g01812	1570	1583	1257	1191
MvSl-1064-A1-R4_MC01-1g01813	1150	1096	1081	1233
MvSl-1064-A1-R4_MC01-1g01814	474	360	418	507
MvSl-1064-A1-R4_MC01-1g01815	28	12	9	14
MvSl-1064-A1-R4_MC01-1g01816	2531	2643	2352	2126
MvSl-1064-A1-R4_MC01-1g01817	2726	2593	3065	2754
MvSl-1064-A1-R4_MC01-1g01818	1604	1548	1304	1320
MvSl-1064-A1-R4_MC01-1g01819	1606	1357	1383	1390
MvSl-1064-A1-R4_MC01-1g01820	837	847	1087	925
MvSl-1064-A1-R4_MC01-1g01821	30248	29334	22582	24620
MvSl-1064-A1-R4_MC01-1g01822	1703.21	1925.68	2288.57	1810.86
MvSl-1064-A1-R4_MC01-1g01823	4396	3477	2277	2440
MvSl-1064-A1-R4_MC01-1g01824	3257	3958	3718	3251
MvSl-1064-A1-R4_MC01-1g01825	0	0	0	1
MvSl-1064-A1-R4_MC01-1g01826	108	71	50	65
MvSl-1064-A1-R4_MC01-1g01827	1053.58	680.192	171.71	208.753
MvSl-1064-A1-R4_MC01-1g01828	1253.8	1113.53	744.854	687.822
MvSl-1064-A1-R4_MC01-1g01829	1299.8	1055.03	620.649	625.974
MvSl-1064-A1-R4_MC01-1g01830	3195.53	2478.86	1923.47	2184.63
MvSl-1064-A1-R4_MC01-1g01831	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01832	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01833	6.48184	9.74942	0	3
MvSl-1064-A1-R4_MC01-1g01834	46	45	39	26
MvSl-1064-A1-R4_MC01-1g01835	21.1838	27.9136	26.044	33.0032
MvSl-1064-A1-R4_MC01-1g01836	2.27933	10.1007	0	1.66395
MvSl-1064-A1-R4_MC01-1g01837	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01839	1.89058	4.5031	12.0388	16.2568
MvSl-1064-A1-R4_MC01-1g01840	339	285	252	343
MvSl-1064-A1-R4_MC01-1g01841	1128	972	1081	1091
MvSl-1064-A1-R4_MC01-1g01842	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01843	27	24	30	10
MvSl-1064-A1-R4_MC01-1g01844	497	698	872	414
MvSl-1064-A1-R4_MC01-1g01845	1822	2053	1806	1582
MvSl-1064-A1-R4_MC01-1g01846	3970	3893	4631	3696
MvSl-1064-A1-R4_MC01-1g01847	12	10	17	11
MvSl-1064-A1-R4_MC01-1g01848	0	1	3	0
MvSl-1064-A1-R4_MC01-1g01849	3755	4555	3997	3132
MvSl-1064-A1-R4_MC01-1g01850	245	320	291	190
MvSl-1064-A1-R4_MC01-1g01851	1920	1889	1561	1481
MvSl-1064-A1-R4_MC01-1g01852	1370	1535	1228	1036
MvSl-1064-A1-R4_MC01-1g01853	1695	1627	1542	1429
MvSl-1064-A1-R4_MC01-1g01854	193	127	86	135
MvSl-1064-A1-R4_MC01-1g01855	2875	2888	3063	2684
MvSl-1064-A1-R4_MC01-1g01856	2481	3011	2663	2214
MvSl-1064-A1-R4_MC01-1g01857	238	242	224	238
MvSl-1064-A1-R4_MC01-1g01858	161	235	275	134
MvSl-1064-A1-R4_MC01-1g01859	7313	6002	5946	6525
MvSl-1064-A1-R4_MC01-1g01860	1148	1476	1342	1063
MvSl-1064-A1-R4_MC01-1g01861	8187	7715	6239	6783
MvSl-1064-A1-R4_MC01-1g01862	4490	4885	4256	4217
MvSl-1064-A1-R4_MC01-1g01863	1526	1470	1451	1383
MvSl-1064-A1-R4_MC01-1g01864	738	626	712	745
MvSl-1064-A1-R4_MC01-1g01865	540	614	605	575
MvSl-1064-A1-R4_MC01-1g01866	14	15	11	8
MvSl-1064-A1-R4_MC01-1g01867	1361	1463	1201	1057
MvSl-1064-A1-R4_MC01-1g01868	1155	1145	870	826
MvSl-1064-A1-R4_MC01-1g01869	1349	1404	1271	1124
MvSl-1064-A1-R4_MC01-1g01870	6173.74	7091.39	6539.56	6829.43
MvSl-1064-A1-R4_MC01-1g01871	1602	1978	1789	1427
MvSl-1064-A1-R4_MC01-1g01872	1591	1793	1653	1413
MvSl-1064-A1-R4_MC01-1g01873	2285	2612	2536	2167
MvSl-1064-A1-R4_MC01-1g01874	2275	2245	1970	1792
MvSl-1064-A1-R4_MC01-1g01875	4993	4733	4084	4394
MvSl-1064-A1-R4_MC01-1g01876	8318	9921	8755	7624
MvSl-1064-A1-R4_MC01-1g01877	381	456	478	316
MvSl-1064-A1-R4_MC01-1g01878	1406	1774	1929	1506
MvSl-1064-A1-R4_MC01-1g01879	358	351	302	333
MvSl-1064-A1-R4_MC01-1g01880	3012	4582	5697	3471
MvSl-1064-A1-R4_MC01-1g01881	2540	2783	2908	2339
MvSl-1064-A1-R4_MC01-1g01882	1462	1427	1220	1307
MvSl-1064-A1-R4_MC01-1g01883	359	425	562	323
MvSl-1064-A1-R4_MC01-1g01884	1070	912	602	787
MvSl-1064-A1-R4_MC01-1g01885	1034	1345	1398	998
MvSl-1064-A1-R4_MC01-1g01886	4565	2781	2383	3483
MvSl-1064-A1-R4_MC01-1g01887	21393	17029	12047	16160
MvSl-1064-A1-R4_MC01-1g01888	1611	1430	1056	985
MvSl-1064-A1-R4_MC01-1g01889	2252	2552	2271	2004
MvSl-1064-A1-R4_MC01-1g01890	1054	932	703	1173
MvSl-1064-A1-R4_MC01-1g01891	157	171	115	133
MvSl-1064-A1-R4_MC01-1g01892	198	193	90	130
MvSl-1064-A1-R4_MC01-1g01893	1748	1777	1575	1684
MvSl-1064-A1-R4_MC01-1g01894	7931	9627	7347	6439
MvSl-1064-A1-R4_MC01-1g01895	1845	1670	1205	1445
MvSl-1064-A1-R4_MC01-1g01896	970	851	678	736
MvSl-1064-A1-R4_MC01-1g01897	3263	2785	2349	2847
MvSl-1064-A1-R4_MC01-1g01898	308	328	259	261
MvSl-1064-A1-R4_MC01-1g01899	5056	6195	5966	5029
MvSl-1064-A1-R4_MC01-1g01900	687	723	614	517
MvSl-1064-A1-R4_MC01-1g01901	1320	1785	1487	1102
MvSl-1064-A1-R4_MC01-1g01902	1905	1882	1789	1896
MvSl-1064-A1-R4_MC01-1g01903	26	45	13	13
MvSl-1064-A1-R4_MC01-1g01904	1827	1729	1226	1394
MvSl-1064-A1-R4_MC01-1g01905	1860	1976	2512	2094
MvSl-1064-A1-R4_MC01-1g01906	2134	2080	1756	1679
MvSl-1064-A1-R4_MC01-1g01907	2112	1948	1550	1925
MvSl-1064-A1-R4_MC01-1g01908	3	4	2	4
MvSl-1064-A1-R4_MC01-1g01909	330.299	296.593	136.468	192.31
MvSl-1064-A1-R4_MC01-1g01910	172.612	97.0316	140.13	177.867
MvSl-1064-A1-R4_MC01-1g01911	110.639	87.665	114.459	112.718
MvSl-1064-A1-R4_MC01-1g01912	1241	1465	1119	1130
MvSl-1064-A1-R4_MC01-1g01913	4415	4289	4170	3978
MvSl-1064-A1-R4_MC01-1g01914	0	3	3	1
MvSl-1064-A1-R4_MC01-1g01915	1150	1225	1142	1056
MvSl-1064-A1-R4_MC01-1g01916	985	915	776	852
MvSl-1064-A1-R4_MC01-1g01917	5314.45	4802.39	2773.72	2716.89
MvSl-1064-A1-R4_MC01-1g01918	1880	2211	1817	1916
MvSl-1064-A1-R4_MC01-1g01919	10345	10440	9156	9257
MvSl-1064-A1-R4_MC01-1g01921	7617	6931	4083	4194
MvSl-1064-A1-R4_MC01-1g01922	801	1072	1510	939
MvSl-1064-A1-R4_MC01-1g01923	2712	2328	2114	2563
MvSl-1064-A1-R4_MC01-1g01924	1893	1831	1725	1836
MvSl-1064-A1-R4_MC01-1g01925	3442	3372	3136	3012
MvSl-1064-A1-R4_MC01-1g01926	638	550	324	352
MvSl-1064-A1-R4_MC01-1g01927	1101	892	744	920
MvSl-1064-A1-R4_MC01-1g01928	6695	5595	4519	5799
MvSl-1064-A1-R4_MC01-1g01929	275.86	224.823	256.206	256.669
MvSl-1064-A1-R4_MC01-1g01930	55	61	26	23
MvSl-1064-A1-R4_MC01-1g01931	803	1037	736	475
MvSl-1064-A1-R4_MC01-1g01932	1344	1224	1538	1247
MvSl-1064-A1-R4_MC01-1g01933	2417	2438	2028	2159
MvSl-1064-A1-R4_MC01-1g01934	1430	1879	1502	1247
MvSl-1064-A1-R4_MC01-1g01935	2316	2417	2323	2147
MvSl-1064-A1-R4_MC01-1g01936	1472	1494	1025	1167
MvSl-1064-A1-R4_MC01-1g01937	153	215	208	220
MvSl-1064-A1-R4_MC01-1g01938	6296	5693	4093	5293
MvSl-1064-A1-R4_MC01-1g01939	1131	1169	980	933
MvSl-1064-A1-R4_MC01-1g01940	1302	1390	1114	979
MvSl-1064-A1-R4_MC01-1g01941	1929	2114	1917	1659
MvSl-1064-A1-R4_MC01-1g01942	581	659	551	426
MvSl-1064-A1-R4_MC01-1g01943	2273	2028	1818	1918
MvSl-1064-A1-R4_MC01-1g01944	953	1125	1325	1094
MvSl-1064-A1-R4_MC01-1g01945	3733	3185	2776	3071
MvSl-1064-A1-R4_MC01-1g01946	464	420	326	371
MvSl-1064-A1-R4_MC01-1g01947	1746	2005	1792	1426
MvSl-1064-A1-R4_MC01-1g01948	1579	1991	1605	1529
MvSl-1064-A1-R4_MC01-1g01949	1155	1447	1222	970
MvSl-1064-A1-R4_MC01-1g01950	482.66	252.255	297.044	332.609
MvSl-1064-A1-R4_MC01-1g01951	1854	1470	1125	1518
MvSl-1064-A1-R4_MC01-1g01952	2319	2581	3391	3131
MvSl-1064-A1-R4_MC01-1g01953	1285	1427	1365	1179
MvSl-1064-A1-R4_MC01-1g01954	1516	1259	1348	1489
MvSl-1064-A1-R4_MC01-1g01955	7936	10547	10069	7718
MvSl-1064-A1-R4_MC01-1g01956	337	218	115	150
MvSl-1064-A1-R4_MC01-1g01957	5114.15	4340.26	2945.21	2964.06
MvSl-1064-A1-R4_MC01-1g01958	2179	2459	1537	1602
MvSl-1064-A1-R4_MC01-1g01959	1941	2257	1668	1298
MvSl-1064-A1-R4_MC01-1g01960	696	599	509	496
MvSl-1064-A1-R4_MC01-1g01961	346	571	537	588
MvSl-1064-A1-R4_MC01-1g01962	1046	1223	1735	1151
MvSl-1064-A1-R4_MC01-1g01963	644	774	859	601
MvSl-1064-A1-R4_MC01-1g01964	226	276	262	224
MvSl-1064-A1-R4_MC01-1g01965	307	246	217	205
MvSl-1064-A1-R4_MC01-1g01966	855	955	778	864
MvSl-1064-A1-R4_MC01-1g01967	654	723	799	789
MvSl-1064-A1-R4_MC01-1g01968	1734	1669	1574	1702
MvSl-1064-A1-R4_MC01-1g01969	3688	2865	2124	4276
MvSl-1064-A1-R4_MC01-1g01970	14436.7	11292.4	977.799	1106.58
MvSl-1064-A1-R4_MC01-1g01971	13	58	81	9
MvSl-1064-A1-R4_MC01-1g01972	4472	4010	3188	3684
MvSl-1064-A1-R4_MC01-1g01973	2270	2672	2418	2080
MvSl-1064-A1-R4_MC01-1g01974	3313	2949	2597	2782
MvSl-1064-A1-R4_MC01-1g01975	14407	14076.8	3560.7	3429.62
MvSl-1064-A1-R4_MC01-1g01976	433.575	708.155	720.648	394.788
MvSl-1064-A1-R4_MC01-1g01977	476.908	457.845	331.641	296.278
MvSl-1064-A1-R4_MC01-1g01978	2559.54	1623.52	378.289	470.079
MvSl-1064-A1-R4_MC01-1g01979	4	1.0433	1	1
MvSl-1064-A1-R4_MC01-1g01980	20.4393	17.0121	1.00393	4.01001
MvSl-1064-A1-R4_MC01-1g01981	87.209	43.7099	0	0
MvSl-1064-A1-R4_MC01-1g01982	954.109	814.626	375.255	353.555
MvSl-1064-A1-R4_MC01-1g01983	232.256	215.726	121.363	88.4048
MvSl-1064-A1-R4_MC01-1g01984	2400	2681	2840	2635
MvSl-1064-A1-R4_MC01-1g01985	1144	1550	1878	1603
MvSl-1064-A1-R4_MC01-1g01986	38.1066	42.1552	34.1932	39.1777
MvSl-1064-A1-R4_MC01-1g01987	17959	20675	20706	16654
MvSl-1064-A1-R4_MC01-1g01988	18089	20017	19278	16340
MvSl-1064-A1-R4_MC01-1g01989	298	276	195	250
MvSl-1064-A1-R4_MC01-1g01990	1383	1320	1016	1009
MvSl-1064-A1-R4_MC01-1g01991	19.9074	17.1284	9.17716	10.7117
MvSl-1064-A1-R4_MC01-1g01992	6502.34	6918.85	3759.61	3063.3
MvSl-1064-A1-R4_MC01-1g01993	25346.2	23543.5	33585.8	21849.2
MvSl-1064-A1-R4_MC01-1g01994	4470.43	3453.21	476.86	374.267
MvSl-1064-A1-R4_MC01-1g01995	443	587	760	314
MvSl-1064-A1-R4_MC01-1g01996	10.5286	15.7683	7.28861	9.84715
MvSl-1064-A1-R4_MC01-1g01997	1340.14	1038.12	1104.24	1245.73
MvSl-1064-A1-R4_MC01-1g01998	8940	10071	12189	8712
MvSl-1064-A1-R4_MC01-1g01999	61604	85994	94589	45014
MvSl-1064-A1-R4_MC01-1g02000	2121	2684	2824	2276
MvSl-1064-A1-R4_MC01-1g02001	1031	1106	947	847
MvSl-1064-A1-R4_MC01-1g02002	2204	1942	1174	1530
MvSl-1064-A1-R4_MC01-1g02003	1736	1759	1532	1500
MvSl-1064-A1-R4_MC01-1g02004	198.376	157.239	6.4549	11.0501
MvSl-1064-A1-R4_MC01-1g02005	410.297	409.252	995.234	1116.36
MvSl-1064-A1-R4_MC01-1g02006	20	12	0	0
MvSl-1064-A1-R4_MC01-1g02007	866.044	973.246	561.358	410.485
MvSl-1064-A1-R4_MC01-1g02008	5759	2759	6349	9235
MvSl-1064-A1-R4_MC01-1g02009	7239	4754	8705	10594
MvSl-1064-A1-R4_MC01-1g02010	8957.09	7713.97	11790.3	12716.4
MvSl-1064-A1-R4_MC01-1g02011	11776	13248	8646	9401
MvSl-1064-A1-R4_MC01-1g02012	104	90	45	42
MvSl-1064-A1-R4_MC01-1g02013	2599.28	5779.52	4640.58	3050.64
MvSl-1064-A1-R4_MC01-1g02014	186.155	135.205	99.2608	107.154
MvSl-1064-A1-R4_MC01-1g02015	2318	1808	1484	1782
MvSl-1064-A1-R4_MC01-1g02016	383	798	683	235
MvSl-1064-A1-R4_MC01-1g02017	2333	2333	1889	1938
MvSl-1064-A1-R4_MC01-1g02018	634	811	788	754
MvSl-1064-A1-R4_MC01-1g02019	487	239	270	415
MvSl-1064-A1-R4_MC01-1g02020	2284	1806	1027	1633
MvSl-1064-A1-R4_MC01-1g02021	2525	2451	2041	2201
MvSl-1064-A1-R4_MC01-1g02022	340.867	320.055	111.311	68.6053
MvSl-1064-A1-R4_MC01-1g02023	43.3656	52	17	18
MvSl-1064-A1-R4_MC01-1g02024	194	153	89	103
MvSl-1064-A1-R4_MC01-1g02025	473.146	378.43	329.989	338.927
MvSl-1064-A1-R4_MC01-1g02026	290.861	291.544	250.896	255.475
MvSl-1064-A1-R4_MC01-1g02027	275.778	227.577	157.351	160.971
MvSl-1064-A1-R4_MC01-1g02028	49.8538	69.2064	63.4297	43.1413
MvSl-1064-A1-R4_MC01-1g02029	4104	3523	3018	3481
MvSl-1064-A1-R4_MC01-1g02030	804	859	664	735
MvSl-1064-A1-R4_MC01-1g02031	4372	3079	2200	3369
MvSl-1064-A1-R4_MC01-1g02032	3633	3285	2978	3183
MvSl-1064-A1-R4_MC01-1g02033	1369	1377	1388	1216
MvSl-1064-A1-R4_MC01-1g02034	5436	7134	10174	5894
MvSl-1064-A1-R4_MC01-1g02035	4943	5375	6293	4352
MvSl-1064-A1-R4_MC01-1g02036	906	945	1087	697
MvSl-1064-A1-R4_MC01-1g02037	11125	17679	15030	9678
MvSl-1064-A1-R4_MC01-1g02038	243	254	219	203
MvSl-1064-A1-R4_MC01-1g02039	2992	3171	2765	2687
MvSl-1064-A1-R4_MC01-1g02040	476	793	455	399
MvSl-1064-A1-R4_MC01-1g02041	15	13	32	22
MvSl-1064-A1-R4_MC01-1g02042	1178.24	1930.56	1425.06	1395.81
MvSl-1064-A1-R4_MC01-1g02043	601	869	673	567
MvSl-1064-A1-R4_MC01-1g02044	1056	956	750	787
MvSl-1064-A1-R4_MC01-1g02045	1249	865	582	1221
MvSl-1064-A1-R4_MC01-1g02046	392.37	302.57	132.01	156.762
MvSl-1064-A1-R4_MC01-1g02047	8535.11	7021.85	5652.6	4968.52
MvSl-1064-A1-R4_MC01-1g02048	588.576	456.55	393.893	367.348
MvSl-1064-A1-R4_MC01-1g02049	1206.15	975.755	974.518	1042.84
MvSl-1064-A1-R4_MC01-1g02050	169	183	177	157
MvSl-1064-A1-R4_MC01-1g02051	4534	4532	3674	3995
MvSl-1064-A1-R4_MC01-1g02052	10982	15776	16375	10617
MvSl-1064-A1-R4_MC01-1g02053	352	356	429	269
MvSl-1064-A1-R4_MC01-1g02054	1607	1797	1589	1286
MvSl-1064-A1-R4_MC01-1g02055	150	104	89	103
MvSl-1064-A1-R4_MC01-1g02056	272	205	244	190
MvSl-1064-A1-R4_MC01-1g02057	1226	1189	1175	992
MvSl-1064-A1-R4_MC01-1g02058	4103	3516	2912	3578
MvSl-1064-A1-R4_MC01-1g02059	0	0	0	2
MvSl-1064-A1-R4_MC01-1g02060	870	860	686	711
MvSl-1064-A1-R4_MC01-1g02061	81	54	55	39
MvSl-1064-A1-R4_MC01-1g02062	1963	1831	1481	1440
MvSl-1064-A1-R4_MC01-1g02063	728.504	736.733	441.37	500.719
MvSl-1064-A1-R4_MC01-1g02064	800.01	683.213	537.904	595.596
MvSl-1064-A1-R4_MC01-1g02065	30.5332	18.4676	9.10844	8.88787
MvSl-1064-A1-R4_MC01-1g02066	1021.1	702.01	24.0015	27.4257
MvSl-1064-A1-R4_MC01-1g02067	641	726	714	511
MvSl-1064-A1-R4_MC01-1g02068	1684	1319	1043	1889
MvSl-1064-A1-R4_MC01-1g02069	5	3	5	3
MvSl-1064-A1-R4_MC01-1g02070	137	194	98	65
MvSl-1064-A1-R4_MC01-1g02071	738	916	888	706
MvSl-1064-A1-R4_MC01-1g02072	1132	1574	1631	1553
MvSl-1064-A1-R4_MC01-1g02073	2116	2046	2210	2131
MvSl-1064-A1-R4_MC01-1g02074	427	573	651	492
MvSl-1064-A1-R4_MC01-1g02075	412	448	457	438
MvSl-1064-A1-R4_MC01-1g02076	319	405	401	290
MvSl-1064-A1-R4_MC01-1g02077	360	527	542	309
MvSl-1064-A1-R4_MC01-1g02078	2415	2561	1937	1757
