gene	MvSlM1	MvSlM2
MvSl-1064-A1-R4_MC12g10935	935	806
MvSl-1064-A1-R4_MC12g10936	806	935
MvSl-1064-A1-R4_MC12g10937	3368	2804
MvSl-1064-A1-R4_MC12g10938	395	336
MvSl-1064-A1-R4_MC12g10939	1451	1110
MvSl-1064-A1-R4_MC12g10940	1529	1305
MvSl-1064-A1-R4_MC12g10941	287	392
MvSl-1064-A1-R4_MC12g10942	2544	1954
MvSl-1064-A1-R4_MC12g10943	1793	1224
MvSl-1064-A1-R4_MC12g10944	2913	2365
MvSl-1064-A1-R4_MC12g10945	148	301
MvSl-1064-A1-R4_MC12g10946	540	380
MvSl-1064-A1-R4_MC12g10947	469	393
MvSl-1064-A1-R4_MC12g10948	1656	1643
MvSl-1064-A1-R4_MC12g10950	6435	4613
MvSl-1064-A1-R4_MC12g10951	6727	7060
MvSl-1064-A1-R4_MC12g10952	1220	1802
MvSl-1064-A1-R4_MC12g10953	2409	2561
MvSl-1064-A1-R4_MC12g10955	4	3
MvSl-1064-A1-R4_MC12g10956	2075	1815
MvSl-1064-A1-R4_MC12g10957	5049	4065
MvSl-1064-A1-R4_MC12g10958	215	279
MvSl-1064-A1-R4_MC12g10959	1485	1751
MvSl-1064-A1-R4_MC12g10960	3223	3182
MvSl-1064-A1-R4_MC12g10962	1003	856
MvSl-1064-A1-R4_MC12g10964	4773	3374
MvSl-1064-A1-R4_MC12g10965	5779	5352
MvSl-1064-A1-R4_MC12g10968	690	664
MvSl-1064-A1-R4_MC12g10969	1891	1616
MvSl-1064-A1-R4_MC12g10970	505	537
MvSl-1064-A1-R4_MC12g10971	2654	2904
MvSl-1064-A1-R4_MC12g10972	2946.85	3340
MvSl-1064-A1-R4_MC12g10973	929	839
MvSl-1064-A1-R4_MC12g10974	102	109
MvSl-1064-A1-R4_MC12g10976	2566	2202
MvSl-1064-A1-R4_MC12g10977	2564	2555
MvSl-1064-A1-R4_MC12g10978	3435	2906
MvSl-1064-A1-R4_MC12g10979	922	1208
MvSl-1064-A1-R4_MC12g10980	36	63
MvSl-1064-A1-R4_MC12g10981	3917	3161
MvSl-1064-A1-R4_MC12g10982	400	336
MvSl-1064-A1-R4_MC12g10983	323	308
MvSl-1064-A1-R4_MC12g10984	3238	2664
MvSl-1064-A1-R4_MC12g10991	180	182
MvSl-1064-A1-R4_MC12g10992	3799	3462
MvSl-1064-A1-R4_MC12g10993	1023	968
MvSl-1064-A1-R4_MC12g10994	20	17
MvSl-1064-A1-R4_MC12g10995	2549	2150
MvSl-1064-A1-R4_MC12g10996	2923	2857
MvSl-1064-A1-R4_MC12g10997	1335	1314
MvSl-1064-A1-R4_MC12g10998	1884	1358
MvSl-1064-A1-R4_MC12g10999	743	576
MvSl-1064-A1-R4_MC12g11001	3613	3263
MvSl-1064-A1-R4_MC12g11002	1899	1325
MvSl-1064-A1-R4_MC12g11003	26728	22025
MvSl-1064-A1-R4_MC12g11004	962	598
MvSl-1064-A1-R4_MC12g11005	139	126
MvSl-1064-A1-R4_MC12g11006	43253	37769
MvSl-1064-A1-R4_MC12g11007	416	462
MvSl-1064-A1-R4_MC12g11008	3527	3374
MvSl-1064-A1-R4_MC12g11009	2096	2248
MvSl-1064-A1-R4_MC12g11010	1484	1363
MvSl-1064-A1-R4_MC12g11011	3	2
MvSl-1064-A1-R4_MC12g11013	386	360
MvSl-1064-A1-R4_MC12g11014	934	759
MvSl-1064-A1-R4_MC12g11015	1092	827
MvSl-1064-A1-R4_MC12g11016	307	182
MvSl-1064-A1-R4_MC12g11017	702	621
MvSl-1064-A1-R4_MC12g11018	4	4
MvSl-1064-A1-R4_MC12g11019	2254	2254
MvSl-1064-A1-R4_MC12g11020	3892	3237
MvSl-1064-A1-R4_MC12g11021	2599	2379
MvSl-1064-A1-R4_MC12g11022	906	735
MvSl-1064-A1-R4_MC12g11023	2886	2298
MvSl-1064-A1-R4_MC12g11024	1994	1818
MvSl-1064-A1-R4_MC12g11025	7302	8327
MvSl-1064-A1-R4_MC12g11026	1309	2297
MvSl-1064-A1-R4_MC12g11027	1003	871
MvSl-1064-A1-R4_MC12g11028	210	493
MvSl-1064-A1-R4_MC12g11029	2235	3660
MvSl-1064-A1-R4_MC12g11030	195	126
MvSl-1064-A1-R4_MC12g11031	4180	3642
MvSl-1064-A1-R4_MC12g11032	1630	1738
MvSl-1064-A1-R4_MC12g11033	282	315
MvSl-1064-A1-R4_MC12g11034	1593	1572
MvSl-1064-A1-R4_MC12g11035	459	435
MvSl-1064-A1-R4_MC12g11036	20	18
MvSl-1064-A1-R4_MC12g11037	6012	6198
MvSl-1064-A1-R4_MC12g11038	4267	4671
MvSl-1064-A1-R4_MC12g11039	4101	4173
MvSl-1064-A1-R4_MC12g11042	14.9691	34.6318
MvSl-1064-A1-R4_MC12g11043	4061	3105
MvSl-1064-A1-R4_MC12g11046	13.5094	7.68421
MvSl-1064-A1-R4_MC12g11048	259	289
MvSl-1064-A1-R4_MC12g11049	2773	2927
MvSl-1064-A1-R4_MC12g11050	3099	2952
MvSl-1064-A1-R4_MC12g11051	397	361
MvSl-1064-A1-R4_MC12g11052	899	916
MvSl-1064-A1-R4_MC12g11053	5192	5152
MvSl-1064-A1-R4_MC12g11054	821	717
MvSl-1064-A1-R4_MC12g11055	2913	2911
MvSl-1064-A1-R4_MC12g11056	1715	1616
MvSl-1064-A1-R4_MC12g11057	378	398
MvSl-1064-A1-R4_MC12g11058	432	410
MvSl-1064-A1-R4_MC12g11059	1750	2053
MvSl-1064-A1-R4_MC12g11060	12732.9	11589.6
MvSl-1064-A1-R4_MC12g11061	2668	2104
MvSl-1064-A1-R4_MC12g11062	2821	2548
MvSl-1064-A1-R4_MC12g11063	1738	1137
MvSl-1064-A1-R4_MC12g11064	16180	13628
MvSl-1064-A1-R4_MC12g11065	3308	3045
MvSl-1064-A1-R4_MC12g11066	375.82	273
MvSl-1064-A1-R4_MC12g11067	2	3
MvSl-1064-A1-R4_MC12g11068	1907	1581
MvSl-1064-A1-R4_MC12g11069	3320	3243
MvSl-1064-A1-R4_MC12g11070	437	320
MvSl-1064-A1-R4_MC12g11071	1286	888
MvSl-1064-A1-R4_MC12g11072	1055	922
MvSl-1064-A1-R4_MC12g11073	963	274
MvSl-1064-A1-R4_MC12g11074	2126	1734
MvSl-1064-A1-R4_MC12g11075	418	417
MvSl-1064-A1-R4_MC12g11076	1521	1407
MvSl-1064-A1-R4_MC12g11077	597	907
MvSl-1064-A1-R4_MC12g11078	77	67
MvSl-1064-A1-R4_MC12g11079	2071	2470
MvSl-1064-A1-R4_MC12g11080	4660	4610
MvSl-1064-A1-R4_MC12g11081	1204.76	3730.82
MvSl-1064-A1-R4_MC12g11082	1818	1614
MvSl-1064-A1-R4_MC12g11083	5386	4429
MvSl-1064-A1-R4_MC12g11084	471	546
MvSl-1064-A1-R4_MC12g11088	9684	8284
MvSl-1064-A1-R4_MC12g11089	1206	1116
MvSl-1064-A1-R4_MC12g11090	1248	1277
MvSl-1064-A1-R4_MC12g11091	2359	1967
MvSl-1064-A1-R4_MC12g11092	2060	1912
MvSl-1064-A1-R4_MC12g11093	4187	3326
MvSl-1064-A1-R4_MC12g11094	4299	5290
MvSl-1064-A1-R4_MC12g11095	65	82
MvSl-1064-A1-R4_MC12g11096	948	733
MvSl-1064-A1-R4_MC12g11097	1098	996
MvSl-1064-A1-R4_MC12g11099	176	197
MvSl-1064-A1-R4_MC12g11100	4955	4646
MvSl-1064-A1-R4_MC12g11101	168	94
MvSl-1064-A1-R4_MC12g11103	114	66
MvSl-1064-A1-R4_MC12g11104	1303	923
MvSl-1064-A1-R4_MC12g11105	145	125
MvSl-1064-A1-R4_MC12g11106	2007	1769
MvSl-1064-A1-R4_MC12g11107	2227	2410
MvSl-1064-A1-R4_MC12g11108	12810	15171
MvSl-1064-A1-R4_MC12g11110	2842	2812
MvSl-1064-A1-R4_MC12g11111	2381	2162
MvSl-1064-A1-R4_MC12g11112	9055	1659
MvSl-1064-A1-R4_MC12g11113	467	463
MvSl-1064-A1-R4_MC12g11114	2440	2879
MvSl-1064-A1-R4_MC12g11116	3735	4185
MvSl-1064-A1-R4_MC12g11117	6560	6085
MvSl-1064-A1-R4_MC12g11118	2379	1453
MvSl-1064-A1-R4_MC12g11119	4400	3402
MvSl-1064-A1-R4_MC12g11120	1718	1436
MvSl-1064-A1-R4_MC12g11121	7922	8531
MvSl-1064-A1-R4_MC12g11122	2409	2801
MvSl-1064-A1-R4_MC12g11123	1013	797
MvSl-1064-A1-R4_MC12g11124	1095	908
MvSl-1064-A1-R4_MC12g11125	2454	1617
MvSl-1064-A1-R4_MC12g11128	1833	999
MvSl-1064-A1-R4_MC12g11129	817	691
MvSl-1064-A1-R4_MC12g11130	692	573
MvSl-1064-A1-R4_MC12g11131	1241	1376
MvSl-1064-A1-R4_MC12g11143	22487	20647
MvSl-1064-A1-R4_MC12g11144	3206	2775
MvSl-1064-A1-R4_MC12g11145	1203	1231
MvSl-1064-A1-R4_MC12g11153	818	723
MvSl-1064-A1-R4_MC12g11154	1767	842
MvSl-1064-A1-R4_MC12g11155	4713	3135
MvSl-1064-A1-R4_MC12g11161	1469	1323
MvSl-1064-A1-R4_MC12g11162	2358	2220
MvSl-1064-A1-R4_MC12g11163	919	757
MvSl-1064-A1-R4_MC12g11164	27	33
MvSl-1064-A1-R4_MC12g11165	1209	814
MvSl-1064-A1-R4_MC12g11166	729	618
MvSl-1064-A1-R4_MC12g11167	76	112
MvSl-1064-A1-R4_MC12g11168	7682	8301
MvSl-1064-A1-R4_MC12g11169	4260	3623
MvSl-1064-A1-R4_MC12g11172	3153	2683
MvSl-1064-A1-R4_MC12g11177	5032	4426
MvSl-1064-A1-R4_MC12g11178	7970	9419
MvSl-1064-A1-R4_MC12g11179	1963	2150
MvSl-1064-A1-R4_MC12g11182	24	14
MvSl-1064-A1-R4_MC12g11183	4047	3178
MvSl-1064-A1-R4_MC12g11184	1494	1289
MvSl-1064-A1-R4_MC12g11185	1545	1412
MvSl-1064-A1-R4_MC12g11186	16727	24802
MvSl-1064-A1-R4_MC12g11187	1303	1684
MvSl-1064-A1-R4_MC12g11188	1105	1069
MvSl-1064-A1-R4_MC12g11189	11945	11947
MvSl-1064-A1-R4_MC12g11190	10367	10908
MvSl-1064-A1-R4_MC12g11191	6086	7265
MvSl-1064-A1-R4_MC12g11194	24	27
MvSl-1064-A1-R4_MC12g11195	1351	1509
MvSl-1064-A1-R4_MC12g11197	3020	2561
MvSl-1064-A1-R4_MC12g11198	470	484
MvSl-1064-A1-R4_MC12g11199	25	24
MvSl-1064-A1-R4_MC12g11200	5025	3965
MvSl-1064-A1-R4_MC12g11201	2250	2009
MvSl-1064-A1-R4_MC12g11202	1794	1462
MvSl-1064-A1-R4_MC12g11203	14618	10860
MvSl-1064-A1-R4_MC12g11204	2787	3000
MvSl-1064-A1-R4_MC12g11206	6080	5309
MvSl-1064-A1-R4_MC12g11207	561	416
MvSl-1064-A1-R4_MC12g11211	1235	1159
MvSl-1064-A1-R4_MC12g11212	5126	4179
MvSl-1064-A1-R4_MC12g11214	1204	882
MvSl-1064-A1-R4_MC12g11215	289	183
MvSl-1064-A1-R4_MC12g11216	5825.42	5116.9
MvSl-1064-A1-R4_MC12g11217	2036.75	1718.45
MvSl-1064-A1-R4_MC12g11218	363	255
MvSl-1064-A1-R4_MC12g11219	651	635
MvSl-1064-A1-R4_MC12g11220	676	738
MvSl-1064-A1-R4_MC12g11221	8243	8978
MvSl-1064-A1-R4_MC12g11223	14972.6	17932.1
MvSl-1064-A1-R4_MC12g11224	6480	5581
MvSl-1064-A1-R4_MC12g11225	9	3
MvSl-1064-A1-R4_MC12g11228	707	504
MvSl-1064-A1-R4_MC12g11229	4632	4917
MvSl-1064-A1-R4_MC12g11230	784	797
MvSl-1064-A1-R4_MC12g11231	21	10
MvSl-1064-A1-R4_MC12g11232	7236	7826
MvSl-1064-A1-R4_MC12g11235	357	280
MvSl-1064-A1-R4_MC12g11236	956	904
MvSl-1064-A1-R4_MC12g11240	3990	2093
MvSl-1064-A1-R4_MC12g11245	416	358
MvSl-1064-A1-R4_MC12g11246	52	22
MvSl-1064-A1-R4_MC12g11247	4255	3622
MvSl-1064-A1-R4_MC12g11248	8395	7403
MvSl-1064-A1-R4_MC12g11249	961	787
MvSl-1064-A1-R4_MC12g11255	1650	1618
MvSl-1064-A1-R4_MC12g11256	504	471
MvSl-1064-A1-R4_MC12g11257	1726	1737
MvSl-1064-A1-R4_MC12g11258	1149	820
MvSl-1064-A1-R4_MC12g11259	989	830
MvSl-1064-A1-R4_MC12g11261	1752	1498
MvSl-1064-A1-R4_MC12g11262	1724	1339
MvSl-1064-A1-R4_MC12g11263	1192	1248
MvSl-1064-A1-R4_MC12g11264	4503	4053
MvSl-1064-A1-R4_MC12g11265	1439	1388
MvSl-1064-A1-R4_MC12g11266	1024	1035
MvSl-1064-A1-R4_MC12g11267	1128	673
MvSl-1064-A1-R4_MC12g11268	6452.26	4936.46
MvSl-1064-A1-R4_MC12g11271	2605	2273
MvSl-1064-A1-R4_MC12g11272	366	325
MvSl-1064-A1-R4_MC13g11293	455	268
MvSl-1064-A1-R4_MC13g11295	3876	3429
MvSl-1064-A1-R4_MC13g11296	3770	3735
MvSl-1064-A1-R4_MC13g11297	743	601
MvSl-1064-A1-R4_MC13g11298	417	375
MvSl-1064-A1-R4_MC13g11302	282	257
MvSl-1064-A1-R4_MC13g11350	12727	11562
MvSl-1064-A1-R4_MC13g11353	2553	2243
MvSl-1064-A1-R4_MC13g11354	1878	1681
MvSl-1064-A1-R4_MC13g11355	1102	1101
MvSl-1064-A1-R4_MC13g11356	45	20
MvSl-1064-A1-R4_MC13g11362	784	899
MvSl-1064-A1-R4_MC13g11363	1845	1775
MvSl-1064-A1-R4_MC13g11364	3888	2952
MvSl-1064-A1-R4_MC13g11365	76	83.0274
MvSl-1064-A1-R4_MC13g11371	3485	3478
MvSl-1064-A1-R4_MC13g11372	795	514
MvSl-1064-A1-R4_MC13g11373	1729	1488
MvSl-1064-A1-R4_MC13g11375	731	795
MvSl-1064-A1-R4_MC13g11376	1129.25	962.231
MvSl-1064-A1-R4_MC13g11378	6228	3907
MvSl-1064-A1-R4_MC13g11379	2657	1947
MvSl-1064-A1-R4_MC13g11381	843.125	893.085
MvSl-1064-A1-R4_MC13g11385	538	447
MvSl-1064-A1-R4_MC13g11386	5608	5135
MvSl-1064-A1-R4_MC13g11388	857	665
MvSl-1064-A1-R4_MC13g11391	1844	2201
MvSl-1064-A1-R4_MC13g11392	6081	6713
MvSl-1064-A1-R4_MC13g11394	754	790
MvSl-1064-A1-R4_MC13g11395	2850	2522
MvSl-1064-A1-R4_MC13g11396	29868	28109
MvSl-1064-A1-R4_MC13g11397	3099	2210
MvSl-1064-A1-R4_MC13g11398	12622	13945
MvSl-1064-A1-R4_MC13g11399	205	286
MvSl-1064-A1-R4_MC13g11400	10806	13382
MvSl-1064-A1-R4_MC13g11401	6788	5662
MvSl-1064-A1-R4_MC13g11404	1331	1127
MvSl-1064-A1-R4_MC13g11405	482	484
MvSl-1064-A1-R4_MC13g11406	398	339
MvSl-1064-A1-R4_MC13g11407	845	1373
MvSl-1064-A1-R4_MC13g11408	312	436
MvSl-1064-A1-R4_MC13g11409	27	12
MvSl-1064-A1-R4_MC13g11410	1207	1071
MvSl-1064-A1-R4_MC13g11411	5492	3833
MvSl-1064-A1-R4_MC13g11412	362	190
MvSl-1064-A1-R4_MC13g11413	689	571
MvSl-1064-A1-R4_MC13g11414	1476	1366
MvSl-1064-A1-R4_MC13g11415	2985	2684
MvSl-1064-A1-R4_MC13g11416	13	19
MvSl-1064-A1-R4_MC13g11417	10	14
MvSl-1064-A1-R4_MC13g11418	60	59
MvSl-1064-A1-R4_MC13g11419	4006	4366
MvSl-1064-A1-R4_MC13g11420	2453	2251
MvSl-1064-A1-R4_MC13g11421	6523	6158
MvSl-1064-A1-R4_MC13g11422	1847	1768
MvSl-1064-A1-R4_MC13g11423	2079	1937
MvSl-1064-A1-R4_MC13g11424	4344	4418
MvSl-1064-A1-R4_MC13g11425	428	449
MvSl-1064-A1-R4_MC13g11433	1555	2511
MvSl-1064-A1-R4_MC13g11436	390	342
MvSl-1064-A1-R4_MC13g11438	1196	898
MvSl-1064-A1-R4_MC13g11439	1867	1496
MvSl-1064-A1-R4_MC13g11440	1201	1321
MvSl-1064-A1-R4_MC13g11441	711	854
MvSl-1064-A1-R4_MC13g11442	2057	2494
MvSl-1064-A1-R4_MC13g11443	11175	12292
MvSl-1064-A1-R4_MC13g11444	717	650
MvSl-1064-A1-R4_MC13g11445	4883	4073
MvSl-1064-A1-R4_MC13g11446	3453	3290
MvSl-1064-A1-R4_MC13g11447	4643	4732
MvSl-1064-A1-R4_MC13g11448	3108	2610
MvSl-1064-A1-R4_MC13g11449	1609	1370
MvSl-1064-A1-R4_MC13g11450	867	655
MvSl-1064-A1-R4_MC13g11451	1272	846
MvSl-1064-A1-R4_MC13g11452	2719	3218
MvSl-1064-A1-R4_MC13g11453	915	842
MvSl-1064-A1-R4_MC13g11455	1	0
MvSl-1064-A1-R4_MC13g11456	2334	2260
MvSl-1064-A1-R4_MC13g11457	2196	2160
MvSl-1064-A1-R4_MC13g11458	1479	1477
MvSl-1064-A1-R4_MC13g11459	59.9349	36.2602
MvSl-1064-A1-R4_MC13g11460	1394	1205
MvSl-1064-A1-R4_MC13g11461	3562	3547
MvSl-1064-A1-R4_MC13g11462	389	363
MvSl-1064-A1-R4_MC13g11463	294	271
MvSl-1064-A1-R4_MC13g11464	20852	22691
MvSl-1064-A1-R4_MC13g11465	2032	1600
MvSl-1064-A1-R4_MC13g11466	34447	36656
MvSl-1064-A1-R4_MC13g11467	2292	1979
MvSl-1064-A1-R4_MC13g11468	1458	990
MvSl-1064-A1-R4_MC13g11469	962	855
MvSl-1064-A1-R4_MC13g11470	4156	4462
MvSl-1064-A1-R4_MC13g11471	2861	2253
MvSl-1064-A1-R4_MC13g11472	2512	2466
MvSl-1064-A1-R4_MC13g11473	982	1360
MvSl-1064-A1-R4_MC13g11474	4434	5301
MvSl-1064-A1-R4_MC13g11475	531	860
MvSl-1064-A1-R4_MC13g11476	2026	1906
MvSl-1064-A1-R4_MC13g11477	9626	7147
MvSl-1064-A1-R4_MC13g11478	3169	1993
MvSl-1064-A1-R4_MC13g11479	2347	1521
MvSl-1064-A1-R4_MC13g11480	1529	1149
MvSl-1064-A1-R4_MC13g11481	399	352
MvSl-1064-A1-R4_MC13g11490	1812	1872
MvSl-1064-A1-R4_MC13g11494	2202	1900
MvSl-1064-A1-R4_MC13g11495	447	369
MvSl-1064-A1-R4_MC13g11498	354	271
MvSl-1064-A1-R4_MC13g11499	621	533
MvSl-1064-A1-R4_MC13g11507	2923	2391
MvSl-1064-A1-R4_MC13g11508	1227	813
MvSl-1064-A1-R4_MC13g11509	2979	2809
MvSl-1064-A1-R4_MC13g11510	3793	3906
MvSl-1064-A1-R4_MC13g11511	835	883
MvSl-1064-A1-R4_MC13g11512	8426	6228
MvSl-1064-A1-R4_MC13g11513	2699	2641
MvSl-1064-A1-R4_MC13g11515	6676	7481
MvSl-1064-A1-R4_MC13g11516	1799	1711
MvSl-1064-A1-R4_MC13g11517	1612	1607
MvSl-1064-A1-R4_MC13g11518	2211	1878
MvSl-1064-A1-R4_MC13g11519	427	214
MvSl-1064-A1-R4_MC13g11520	117	89
MvSl-1064-A1-R4_MC13g11521	1475	1105
MvSl-1064-A1-R4_MC13g11522	838	812
MvSl-1064-A1-R4_MC13g11523	67	65
MvSl-1064-A1-R4_MC13g11524	184	123
MvSl-1064-A1-R4_MC13g11525	3420	3085
MvSl-1064-A1-R4_MC13g11528	4719	4940
MvSl-1064-A1-R4_MC13g11529	2893	3921
MvSl-1064-A1-R4_MC13g11530	1252	1760
MvSl-1064-A1-R4_MC13g11531	2327	2159
MvSl-1064-A1-R4_MC13g11532	6746	10066
MvSl-1064-A1-R4_MC13g11533	1100	1775
MvSl-1064-A1-R4_MC13g11534	25204	47564
MvSl-1064-A1-R4_MC13g11535	9218	12388
MvSl-1064-A1-R4_MC13g11536	2	1
MvSl-1064-A1-R4_MC13g11537	1045	1009
MvSl-1064-A1-R4_MC13g11538	341	245
MvSl-1064-A1-R4_MC13g11539	1248	978
MvSl-1064-A1-R4_MC13g11541	16	4
MvSl-1064-A1-R4_MC13g11542	99	32
MvSl-1064-A1-R4_MC13g11543	165	115
MvSl-1064-A1-R4_MC13g11544	917	859
MvSl-1064-A1-R4_MC13g11545	995	849
MvSl-1064-A1-R4_MC13g11547	1736	1664
MvSl-1064-A1-R4_MC13g11548	1926	1782
MvSl-1064-A1-R4_MC13g11549	3331	3651
MvSl-1064-A1-R4_MC13g11555	9	6
MvSl-1064-A1-R4_MC13g11560	1917	1495
MvSl-1064-A1-R4_MC13g11561	1706	1708
MvSl-1064-A1-R4_MC13g11562	850	688
MvSl-1064-A1-R4_MC13g11563	62	47
MvSl-1064-A1-R4_MC13g11564	11135	9729
MvSl-1064-A1-R4_MC13g11565	1411	1128
MvSl-1064-A1-R4_MC13g11566	3166	2159
MvSl-1064-A1-R4_MC13g11567	3838	4053
MvSl-1064-A1-R4_MC13g11568	1340	1298
MvSl-1064-A1-R4_MC13g11569	998	808
MvSl-1064-A1-R4_MC13g11570	575	475
MvSl-1064-A1-R4_MC13g11573	4179	3033
MvSl-1064-A1-R4_MC13g11574	802	794
MvSl-1064-A1-R4_MC13g11575	439	368
MvSl-1064-A1-R4_MC13g11576	541	376
MvSl-1064-A1-R4_MC13g11577	2051	2060
MvSl-1064-A1-R4_MC13g11578	7974	7735
MvSl-1064-A1-R4_MC13g11579	2308	2451
MvSl-1064-A1-R4_MC13g11580	636	729
MvSl-1064-A1-R4_MC13g11582	674	932
MvSl-1064-A1-R4_MC13g11583	3043	2967
MvSl-1064-A1-R4_MC13g11584	1764	1504
MvSl-1064-A1-R4_MC13g11585	1743	1739
MvSl-1064-A1-R4_MC13g11586	1753	1516
MvSl-1064-A1-R4_MC13g11587	2214	1490
MvSl-1064-A1-R4_MC13g11589	3561	2005
MvSl-1064-A1-R4_MC13g11590	710	686
MvSl-1064-A1-R4_MC13g11591	1253	2265
MvSl-1064-A1-R4_MC13g11592	2297	1729
MvSl-1064-A1-R4_MC13g11593	367	728
MvSl-1064-A1-R4_MC13g11594	1307	1059
MvSl-1064-A1-R4_MC13g11595	1998	2045
MvSl-1064-A1-R4_MC13g11596	16	9
MvSl-1064-A1-R4_MC13g11597	596	738
MvSl-1064-A1-R4_MC13g11599	29408	31322
MvSl-1064-A1-R4_MC13g11600	1649	1394
MvSl-1064-A1-R4_MC13g11601	945	1072
MvSl-1064-A1-R4_MC13g11602	1326	1220
MvSl-1064-A1-R4_MC13g11605	5489	6218
MvSl-1064-A1-R4_MC13g11606	583	604
MvSl-1064-A1-R4_MC13g11607	572	511
MvSl-1064-A1-R4_MC13g11611	1157	1110
MvSl-1064-A1-R4_MC13g11614	123808	122585
MvSl-1064-A1-R4_MC13g11616	1242	836
MvSl-1064-A1-R4_MC13g11617	4369	2992
MvSl-1064-A1-R4_MC13g11619	988	677
MvSl-1064-A1-R4_MC13g11621	3465	2541
MvSl-1064-A1-R4_MC13g11625	635	787
MvSl-1064-A1-R4_MC13g11626	765	683
MvSl-1064-A1-R4_MC13g11627	791	878
MvSl-1064-A1-R4_MC13g11628	25	43
MvSl-1064-A1-R4_MC13g11629	1144	1566
MvSl-1064-A1-R4_MC13g11630	5310	6990
MvSl-1064-A1-R4_MC13g11631	2628	2672
MvSl-1064-A1-R4_MC13g11634	3349	2771
MvSl-1064-A1-R4_MC13g11635	267	242
MvSl-1064-A1-R4_MC13g11636	75	70
MvSl-1064-A1-R4_MC13g11637	0	1
MvSl-1064-A1-R4_MC13g11638	612	518
MvSl-1064-A1-R4_MC13g11639	536	516
MvSl-1064-A1-R4_MC13g11640	2671	2456
MvSl-1064-A1-R4_MC13g11641	2436	2025
MvSl-1064-A1-R4_MC13g11642	2433	1983
MvSl-1064-A1-R4_MC13g11643	157	139
MvSl-1064-A1-R4_MC13g11644	4487	5352
MvSl-1064-A1-R4_MC13g11645	1431	3713
MvSl-1064-A1-R4_MC13g11646	457	485
MvSl-1064-A1-R4_MC13g11647	1889	2067
MvSl-1064-A1-R4_MC13g11648	6648	7614
MvSl-1064-A1-R4_MC13g11650	1112	1223
MvSl-1064-A1-R4_MC13g11651	421	416
MvSl-1064-A1-R4_MC13g11652	2111	1511
MvSl-1064-A1-R4_MC13g11653	2874	3272
MvSl-1064-A1-R4_MC13g11654	2255	1821
MvSl-1064-A1-R4_MC13g11655	808	524
MvSl-1064-A1-R4_MC13g11656	774	697
MvSl-1064-A1-R4_MC13g11657	1941	1878
MvSl-1064-A1-R4_MC13g11658	3259	2818
MvSl-1064-A1-R4_MC13g11659	1136	1382
MvSl-1064-A1-R4_MC13g11660	2379	2204
MvSl-1064-A1-R4_MC13g11661	694	450
MvSl-1064-A1-R4_MC13g11662	1854	1777
MvSl-1064-A1-R4_MC13g11663	10040	8692
MvSl-1064-A1-R4_MC13g11664	1957	2712
MvSl-1064-A1-R4_MC13g11665	1376	1500
MvSl-1064-A1-R4_MC13g11666	1187	1328
MvSl-1064-A1-R4_MC13g11669	1831	1676
MvSl-1064-A1-R4_MC13g11670	604	666
MvSl-1064-A1-R4_MC13g11671	2215	2682
MvSl-1064-A1-R4_MC13g11672	10144	13531
MvSl-1064-A1-R4_MC13g11673	19646	22047
MvSl-1064-A1-R4_MC13g11674	752	764
MvSl-1064-A1-R4_MC13g11677	1914	1712
MvSl-1064-A1-R4_MC13g11678	2543	2859
MvSl-1064-A1-R4_MC13g11679	2666	2732
MvSl-1064-A1-R4_MC13g11680	8	13
MvSl-1064-A1-R4_MC13g11681	1695	1595
MvSl-1064-A1-R4_MC13g11682	569	412
MvSl-1064-A1-R4_MC13g11683	1383	1155
MvSl-1064-A1-R4_MC13g11684	2644	2996
MvSl-1064-A1-R4_MC13g11685	28	40
MvSl-1064-A1-R4_MC13g11686	6663	5725
MvSl-1064-A1-R4_MC13g11688	487	375
MvSl-1064-A1-R4_MC13g11689	1241	1034
MvSl-1064-A1-R4_MC13g11691	1095	866
MvSl-1064-A1-R4_MC13g11692	1535	1273
MvSl-1064-A1-R4_MC13g11693	2995	2620
MvSl-1064-A1-R4_MC13g11694	3455	3269
MvSl-1064-A1-R4_MC13g11695	2867	2427
MvSl-1064-A1-R4_MC13g11698	1488	1358
MvSl-1064-A1-R4_MC13g11699	7	14
MvSl-1064-A1-R4_MC13g11700	5	5
MvSl-1064-A1-R4_MC13g11701	4270	3180
MvSl-1064-A1-R4_MC13g11702	1412	1356
MvSl-1064-A1-R4_MC13g11703	131	181
MvSl-1064-A1-R4_MC13g11704	279	410
MvSl-1064-A1-R4_MC13g11705	5250	4125
MvSl-1064-A1-R4_MC13g11706	1345	942
MvSl-1064-A1-R4_MC13g11707	850	672
MvSl-1064-A1-R4_MC13g11708	190	226
MvSl-1064-A1-R4_MC13g11709	1737	1433
MvSl-1064-A1-R4_MC13g11711	9991	13676
MvSl-1064-A1-R4_MC13g11712	3470	3808
MvSl-1064-A1-R4_MC13g11713	4969	4486
MvSl-1064-A1-R4_MC14g11734	1325	1287
MvSl-1064-A1-R4_MC14g11735	3413	2906
MvSl-1064-A1-R4_MC14g11736	533	444
MvSl-1064-A1-R4_MC14g11737	6626	5936
MvSl-1064-A1-R4_MC14g11738	546	448
MvSl-1064-A1-R4_MC14g11740	837	831
MvSl-1064-A1-R4_MC14g11741	4023.33	3944.45
MvSl-1064-A1-R4_MC14g11742	639	656
MvSl-1064-A1-R4_MC14g11743	273	305
