gene	logFC
MvSl-1064-A1-R4_A1g00003	1.32970552647742
MvSl-1064-A1-R4_A1g00008	0.9204069532214
MvSl-1064-A1-R4_A1g00019	1.72170963409842
MvSl-1064-A1-R4_A1g00020	1.99810804722929
MvSl-1064-A1-R4_A1g00021	1.93867723912141
MvSl-1064-A1-R4_A1g00025	1.61959902678272
MvSl-1064-A1-R4_A1g00031	5.36142390570017
MvSl-1064-A1-R4_A1g00033	1.09260750653531
MvSl-1064-A1-R4_A1g00035	2.43679520965061
MvSl-1064-A1-R4_A1g00039	0.961795940909092
MvSl-1064-A1-R4_A1g00040	1.36139058467726
MvSl-1064-A1-R4_A1g00046	1.41946088917041
MvSl-1064-A1-R4_A1g00065	1.37600285726843
MvSl-1064-A1-R4_A1g00067	3.05440339155419
MvSl-1064-A1-R4_A1g00070	0.674157350597813
MvSl-1064-A1-R4_A1g00079	0.885414985561173
MvSl-1064-A1-R4_A1g00080	2.00441592923022
MvSl-1064-A1-R4_A1g00081	4.77983598513466
MvSl-1064-A1-R4_A1g00106	1.75318383970153
MvSl-1064-A1-R4_A1g00107	3.74553157666288
MvSl-1064-A1-R4_A1g00108	1.4913472949769
MvSl-1064-A1-R4_A1g00110	1.23109880224064
MvSl-1064-A1-R4_A1g00112	1.25884742560079
MvSl-1064-A1-R4_A1g00113	1.53463744608036
MvSl-1064-A1-R4_A1g00155	1.55500200536361
MvSl-1064-A1-R4_A1g00163	5.00930549978494
MvSl-1064-A1-R4_A1g00209	0.550886111583032
MvSl-1064-A1-R4_A1g00211	1.30629006040697
MvSl-1064-A1-R4_A1g00240	1.26508398389216
MvSl-1064-A1-R4_A1g00254	0.681078604228818
MvSl-1064-A1-R4_A1g00280	1.12547406329821
MvSl-1064-A1-R4_A1g00311	0.716060804111691
MvSl-1064-A1-R4_A1g00312	2.48825762384637
MvSl-1064-A1-R4_A1g00351	1.30311480916968
MvSl-1064-A1-R4_A1g00374	3.32754376965499
MvSl-1064-A1-R4_A1g00390	0.918415696682232
MvSl-1064-A1-R4_A1g00395	0.751872104033488
MvSl-1064-A1-R4_A1g00400	2.09286810199025
MvSl-1064-A1-R4_A1g00481	1.30304073634501
MvSl-1064-A1-R4_A1g00514	1.87990115433087
MvSl-1064-A1-R4_A1g00516	0.916519923785642
MvSl-1064-A1-R4_A1g00517	5.51566546614714
MvSl-1064-A1-R4_A1g00519	1.06296520030241
MvSl-1064-A1-R4_A1g00527	1.04729149606258
MvSl-1064-A1-R4_A1g00533	0.594357803399727
MvSl-1064-A1-R4_A1g00542	0.5848767326793
MvSl-1064-A1-R4_A1g00575	1.23905588201606
MvSl-1064-A1-R4_A1g00576	0.925679936406987
MvSl-1064-A1-R4_A1g00594	0.609512945828089
MvSl-1064-A1-R4_A1g00624	0.75282393400101
MvSl-1064-A1-R4_A1g00635	0.938211993109321
MvSl-1064-A1-R4_A1g00668	1.56758704217486
MvSl-1064-A1-R4_A1g00749	1.40196613192657
MvSl-1064-A1-R4_A1g00750	0.815326765240988
MvSl-1064-A1-R4_A1g00751	1.40111740937562
MvSl-1064-A1-R4_A1g00853	0.67618931820477
MvSl-1064-A1-R4_A1g00869	0.844918829015476
MvSl-1064-A1-R4_A1g00921	0.74229332842073
MvSl-1064-A1-R4_A1g00922	1.2071328131668
MvSl-1064-A1-R4_A1g00923	0.82331733760241
MvSl-1064-A1-R4_A1g00959	1.29704790046205
MvSl-1064-A1-R4_A1g00960	1.88454104338829
MvSl-1064-A1-R4_A1g00972	1.42000413350264
MvSl-1064-A1-R4_A1g00997	1.97294436869082
MvSl-1064-A1-R4_A1g01127	1.66177072248965
MvSl-1064-A1-R4_A1g01137	1.05987637407553
MvSl-1064-A1-R4_A1g01159	0.522361007000933
