gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp
MvSl-1064-A1-R4_MC05-3g06548	A1	2798	860	aAutosome	aAutosome	NON	NON	5.79932
MvSl-1064-A1-R4_MC08g08551	A1	1992	505	aAutosome	aAutosome	NON	NON	5.62412
MvSl-1064-A1-R4_MC06g07368	A1	2422	535	aAutosome	aAutosome	NON	NON	9.61814
MvSl-1064-A1-R4_MC03g04825	A1	5153	1601	aAutosome	aAutosome	NON	NON	6.6851
MvSl-1064-A1-R4_MC06g07130	A1	1966	637	aAutosome	aAutosome	NON	NON	6.51585
MvSl-1064-A1-R4_MC09-2g09084	A1	2662	372	aAutosome	aAutosome	NON	NON	5.63842
MvSl-1064-A1-R4_A1g00402	A1	4930	1560	dRed	NRR	NON	NON	7.88788
MvSl-1064-A1-R4_MC04-1g05651	A1	1504	446	aAutosome	aAutosome	NON	NON	4.74616
MvSl-1064-A1-R4_MC08g08684	A1	189	62	aAutosome	aAutosome	NON	NON	4.2014
MvSl-1064-A1-R4_MC08g08395	A1	1421	396	aAutosome	aAutosome	NON	NON	6.35937
MvSl-1064-A1-R4_MC08g08428	A1	1896	438	aAutosome	aAutosome	NON	NON	6.07784
MvSl-1064-A1-R4_MC15g12058	A1	3105	965	aAutosome	aAutosome	NON	NON	6.86616
MvSl-1064-A1-R4_MC09-2g09374	A1	1378	335	aAutosome	aAutosome	NON	NON	5.03227
MvSl-1064-A1-R4_MC06g07381	A1	989	287	aAutosome	aAutosome	NON	NON	7.27653
MvSl-1064-A1-R4_MC04-1g05692	A1	456	151	aAutosome	aAutosome	NON	NON	4.01828
MvSl-1064-A1-R4_MC02g04059	A1	902	254	aAutosome	aAutosome	NON	NON	6.55244
MvSl-1064-A1-R4_MC07g08233	A1	1957	430	aAutosome	aAutosome	NON	NON	2.95269
MvSl-1064-A1-R4_MC07g07735	A1	3687	892	aAutosome	aAutosome	NON	NON	9.69256
MvSl-1064-A1-R4_MC11g10324	A1	778	166	aAutosome	aAutosome	NON	NON	4.84205
MvSl-1064-A1-R4_MC09-2g09210	A1	6909	2143	aAutosome	aAutosome	NON	NON	8.08926
MvSl-1064-A1-R4_MC06g07354	A1	363	120	aAutosome	aAutosome	NON	NON	1.30339
MvSl-1064-A1-R4_MC03g04669	A1	855	160	aAutosome	aAutosome	NON	NON	5.97704
MvSl-1064-A1-R4_MC01-1g02201	A1	959	241	aAutosome	aAutosome	NON	NON	4.95573
MvSl-1064-A1-R4_MC03g04813	A1	1734	456	aAutosome	aAutosome	NON	NON	5.30795
MvSl-1064-A1-R4_MC04-1g05574	A1	1801	334	aAutosome	aAutosome	NON	NON	7.86674
MvSl-1064-A1-R4_MC02g03202	A1	1414	309	aAutosome	aAutosome	NON	NON	3.39775
MvSl-1064-A1-R4_MC14g11950	A1	1256	257	aAutosome	aAutosome	NON	NON	4.76449
MvSl-1064-A1-R4_MC05-3g06505	A1	3993	1255	aAutosome	aAutosome	NON	NON	6.01878
MvSl-1064-A1-R4_MC12g10876	A1	641	182	aAutosome	aAutosome	NON	NON	2.44151
MvSl-1064-A1-R4_MC07g08036	A1	335	93	aAutosome	aAutosome	NON	NON	4.60802
MvSl-1064-A1-R4_MC08g08386	A1	1900	577	aAutosome	aAutosome	NON	NON	7.28485
MvSl-1064-A1-R4_MC02g03803	A1	2579	833	aAutosome	aAutosome	NON	NON	7.52125
MvSl-1064-A1-R4_MC02g04064	A1	3275	972	aAutosome	aAutosome	NON	NON	7.86379
MvSl-1064-A1-R4_MC13g11354	A1	635	158	aAutosome	aAutosome	NON	NON	6.12515
MvSl-1064-A1-R4_MC01-1g01879	A1	1712	420	aAutosome	aAutosome	NON	NON	4.08523
MvSl-1064-A1-R4_MC01-1g02032	A1	2091	561	aAutosome	aAutosome	NON	NON	7.33278
MvSl-1064-A1-R4_MC01-1g02080	A1	1592	399	aAutosome	aAutosome	NON	NON	6.75654
MvSl-1064-A1-R4_MC01-1g02427	A1	1652	384	aAutosome	aAutosome	NON	NON	7.3873
MvSl-1064-A1-R4_MC01-1g02327	A1	410	104	aAutosome	aAutosome	NON	NON	3.67489
MvSl-1064-A1-R4_MC01-1g02273	A1	2340	779	aAutosome	aAutosome	NON	NON	4.97985
MvSl-1064-A1-R4_MC13g11468	A1	2935	856	aAutosome	aAutosome	NON	NON	5.2548
MvSl-1064-A1-R4_MC02g03263	A1	1399	323	aAutosome	aAutosome	NON	NON	6.75035
MvSl-1064-A1-R4_MC02g03473	A1	4721	1145	aAutosome	aAutosome	NON	NON	5.12634
MvSl-1064-A1-R4_MC02g03325	A1	1291	303	aAutosome	aAutosome	NON	NON	6.02397
MvSl-1064-A1-R4_MC04-1g05497	A1	4225	1181	aAutosome	aAutosome	NON	NON	7.21491
MvSl-1064-A1-R4_MC12g11258	A1	3450	1016	aAutosome	aAutosome	NON	NON	5.5427
MvSl-1064-A1-R4_MC11g10604	A1	1180	367	aAutosome	aAutosome	NON	NON	5.63796
MvSl-1064-A1-R4_MC06g06980	A1	2439	656	aAutosome	aAutosome	NON	NON	6.98545
MvSl-1064-A1-R4_MC05-3g06811	A1	1986	588	aAutosome	aAutosome	NON	NON	5.33945
MvSl-1064-A1-R4_MC07g07891	A1	2482	676	aAutosome	aAutosome	NON	NON	4.85546
MvSl-1064-A1-R4_MC07g07617	A1	1130	207	aAutosome	aAutosome	NON	NON	5.29393
MvSl-1064-A1-R4_MC03g04379	A1	4197	1198	aAutosome	aAutosome	NON	NON	9.58199
MvSl-1064-A1-R4_MC03g04370	A1	4117	1324	aAutosome	aAutosome	NON	NON	6.02104
MvSl-1064-A1-R4_A1g00801	A1	1199	348	fBlue	NRR	NON	NON	3.65382
MvSl-1064-A1-R4_A1g00066	A1	701	184	bPAR	bPAR	NON	NON	8.0133
MvSl-1064-A1-R4_MC02g03844	A1	3875	1125	aAutosome	aAutosome	NON	NON	6.97656
MvSl-1064-A1-R4_MC08g08730	A1	1195	312	aAutosome	aAutosome	NON	NON	5.97762
MvSl-1064-A1-R4_MC02g03908	A1	1052	281	aAutosome	aAutosome	NON	NON	4.38512
MvSl-1064-A1-R4_MC02g03295	A1	2021	373	aAutosome	aAutosome	NON	NON	9.12156
MvSl-1064-A1-R4_MC08g08354	A1	2129	410	aAutosome	aAutosome	NON	NON	7.64616
MvSl-1064-A1-R4_MC07g07899	A1	2398	640	aAutosome	aAutosome	NON	NON	5.9751
MvSl-1064-A1-R4_MC07g07628	A1	813	184	aAutosome	aAutosome	NON	NON	5.58517
MvSl-1064-A1-R4_MC06g07285	A1	1734	371	aAutosome	aAutosome	NON	NON	6.00028
MvSl-1064-A1-R4_MC05-3g06638	A1	894	192	aAutosome	aAutosome	NON	NON	4.63498
MvSl-1064-A1-R4_MC10-1g09587	A1	2445	725	aAutosome	aAutosome	NON	NON	5.32455
MvSl-1064-A1-R4_MC02g04038	A1	863	259	aAutosome	aAutosome	NON	NON	4.92879
MvSl-1064-A1-R4_MC13g11412	A1	1807	404	aAutosome	aAutosome	NON	NON	3.35691
MvSl-1064-A1-R4_MC04-1g05579	A1	1427	358	aAutosome	aAutosome	NON	NON	8.55799
MvSl-1064-A1-R4_MC01-1g02517	A1	1257	315	aAutosome	aAutosome	NON	NON	7.53851
MvSl-1064-A1-R4_MC14g11893	A1	2803	907	aAutosome	aAutosome	NON	NON	7.03664
MvSl-1064-A1-R4_MC09-2g09222	A1	3247	924	aAutosome	aAutosome	NON	NON	7.40795
MvSl-1064-A1-R4_MC04-1g05855	A1	3445	859	aAutosome	aAutosome	NON	NON	7.66145
MvSl-1064-A1-R4_MC10-1g09742	A1	3419	959	aAutosome	aAutosome	NON	NON	6.12293
MvSl-1064-A1-R4_MC03g05228	A1	973	292	aAutosome	aAutosome	NON	NON	6.00843
MvSl-1064-A1-R4_MC01-1g02190	A1	1820	444	aAutosome	aAutosome	NON	NON	6.48818
MvSl-1064-A1-R4_MC08g08724	A1	1542	270	aAutosome	aAutosome	NON	NON	7.97178
MvSl-1064-A1-R4_MC12g10813	A1	1738	490	aAutosome	aAutosome	NON	NON	1.08171
MvSl-1064-A1-R4_MC03g04470	A1	3207	735	aAutosome	aAutosome	NON	NON	7.81485
MvSl-1064-A1-R4_MC06g06930	A1	2296	529	aAutosome	aAutosome	NON	NON	6.04602
MvSl-1064-A1-R4_MC06g07406	A1	2118	542	aAutosome	aAutosome	NON	NON	3.48963
MvSl-1064-A1-R4_MC04-1g05285	A1	1270	321	aAutosome	aAutosome	NON	NON	3.05193
MvSl-1064-A1-R4_MC02g03733	A1	1328	389	aAutosome	aAutosome	NON	NON	5.03584
MvSl-1064-A1-R4_MC14g11849	A1	4863	1464	aAutosome	aAutosome	NON	NON	6.99232
MvSl-1064-A1-R4_MC05-1g06133	A1	1748	486	aAutosome	aAutosome	NON	NON	5.79151
MvSl-1064-A1-R4_MC04-1g05776	A1	2782	751	aAutosome	aAutosome	NON	NON	4.97364
MvSl-1064-A1-R4_MC01-1g01801	A1	4590	1343	aAutosome	aAutosome	NON	NON	6.70398
MvSl-1064-A1-R4_MC08g08519	A1	1203	344	aAutosome	aAutosome	NON	NON	4.60801
MvSl-1064-A1-R4_MC05-3g06611	A1	1735	429	aAutosome	aAutosome	NON	NON	6.29362
MvSl-1064-A1-R4_MC05-3g06699	A1	1309	309	aAutosome	aAutosome	NON	NON	5.92321
MvSl-1064-A1-R4_MC12g11031	A1	4214	1330	aAutosome	aAutosome	NON	NON	7.24668
MvSl-1064-A1-R4_MC06g07482	A1	2107	456	aAutosome	aAutosome	NON	NON	6.94798
MvSl-1064-A1-R4_MC01-2g03051	A1	230	39	aAutosome	aAutosome	NON	NON	6.79348
MvSl-1064-A1-R4_MC09-2g09277	A1	3291	974	aAutosome	aAutosome	NON	NON	6.17272
MvSl-1064-A1-R4_MC05-3g06712	A1	2455	554	aAutosome	aAutosome	NON	NON	4.86641
MvSl-1064-A1-R4_MC05-1g06139	A1	5742	1730	aAutosome	aAutosome	NON	NON	7.50279
MvSl-1064-A1-R4_MC10-2g10099	A1	2100	631	aAutosome	aAutosome	NON	NON	6.25952
MvSl-1064-A1-R4_MC10-2g10035	A1	1089	144	aAutosome	aAutosome	NON	NON	6.65313
MvSl-1064-A1-R4_MC01-1g01853	A1	1790	515	aAutosome	aAutosome	NON	NON	6.28042
MvSl-1064-A1-R4_MC06g06919	A1	1606	492	aAutosome	aAutosome	NON	NON	6.85649
MvSl-1064-A1-R4_MC11g10470	A1	897	109	aAutosome	aAutosome	NON	NON	5.70869
MvSl-1064-A1-R4_MC03g04422	A1	3220	865	aAutosome	aAutosome	NON	NON	5.66656
MvSl-1064-A1-R4_MC08g08794	A1	958	147	aAutosome	aAutosome	NON	NON	4.77888
MvSl-1064-A1-R4_MC01-1g02067	A1	975	324	aAutosome	aAutosome	NON	NON	4.98697
MvSl-1064-A1-R4_MC01-1g02762	A1	2537	598	aAutosome	aAutosome	NON	NON	7.1462
MvSl-1064-A1-R4_MC12g10866	A1	2544	662	aAutosome	aAutosome	NON	NON	6.21458
MvSl-1064-A1-R4_MC05-1g06126	A1	2272	680	aAutosome	aAutosome	NON	NON	5.23707
MvSl-1064-A1-R4_MC05-1g06168	A1	3212	996	aAutosome	aAutosome	NON	NON	6.1746
MvSl-1064-A1-R4_MC01-1g02720	A1	2382	491	aAutosome	aAutosome	NON	NON	7.32144
MvSl-1064-A1-R4_MC09-2g09485	A1	2945	741	aAutosome	aAutosome	NON	NON	5.26395
MvSl-1064-A1-R4_MC11g10468	A1	2175	653	aAutosome	aAutosome	NON	NON	6.60163
MvSl-1064-A1-R4_MC11g10432	A1	1020	223	aAutosome	aAutosome	NON	NON	6.85805
MvSl-1064-A1-R4_MC01-1g02864	A1	561	186	aAutosome	aAutosome	NON	NON	6.21003
MvSl-1064-A1-R4_MC13g11511	A1	1828	401	aAutosome	aAutosome	NON	NON	5.39459
MvSl-1064-A1-R4_MC01-1g01889	A1	1786	387	aAutosome	aAutosome	NON	NON	6.838
MvSl-1064-A1-R4_MC01-1g02057	A1	1175	375	aAutosome	aAutosome	NON	NON	5.82361
MvSl-1064-A1-R4_MC05-2g06381	A1	1792	373	aAutosome	aAutosome	NON	NON	6.67299
MvSl-1064-A1-R4_MC06g07459	A1	393	130	aAutosome	aAutosome	NON	NON	3.66641
MvSl-1064-A1-R4_MC08g08426	A1	1657	466	aAutosome	aAutosome	NON	NON	6.91224
MvSl-1064-A1-R4_MC01-1g01809	A1	1458	275	aAutosome	aAutosome	NON	NON	7.51496
MvSl-1064-A1-R4_MC01-1g02138	A1	726	88	aAutosome	aAutosome	NON	NON	7.3318
MvSl-1064-A1-R4_MC01-1g02413	A1	1835	578	aAutosome	aAutosome	NON	NON	2.83859
MvSl-1064-A1-R4_MC12g11056	A1	1577	340	aAutosome	aAutosome	NON	NON	5.76648
MvSl-1064-A1-R4_MC01-1g02432	A1	339	112	aAutosome	aAutosome	NON	NON	3.93942
MvSl-1064-A1-R4_MC09-2g09346	A1	2192	550	aAutosome	aAutosome	NON	NON	4.89714
MvSl-1064-A1-R4_MC09-2g09193	A1	835	197	aAutosome	aAutosome	NON	NON	7.11649
MvSl-1064-A1-R4_MC09-2g09470	A1	1407	326	aAutosome	aAutosome	NON	NON	4.73796
MvSl-1064-A1-R4_MC13g11608	A1	569	79	aAutosome	aAutosome	NON	NON	2.81781
MvSl-1064-A1-R4_MC04-1g05419	A1	3112	914	aAutosome	aAutosome	NON	NON	2.41801
MvSl-1064-A1-R4_MC01-1g02715	A1	2337	675	aAutosome	aAutosome	NON	NON	3.93908
MvSl-1064-A1-R4_MC12g11079	A1	3170	970	aAutosome	aAutosome	NON	NON	6.60276
MvSl-1064-A1-R4_MC11g10463	A1	706	211	aAutosome	aAutosome	NON	NON	6.01276
MvSl-1064-A1-R4_MC01-1g01725	A1	2100	604	aAutosome	aAutosome	NON	NON	5.58305
MvSl-1064-A1-R4_MC10-2g09917	A1	1899	450	aAutosome	aAutosome	NON	NON	8.55466
MvSl-1064-A1-R4_MC09-2g09516	A1	171	56	aAutosome	aAutosome	NON	NON	4.56423
MvSl-1064-A1-R4_MC10-1g09673	A1	766	104	aAutosome	aAutosome	NON	NON	1.78528
MvSl-1064-A1-R4_MC08g08296	A1	2550	587	aAutosome	aAutosome	NON	NON	6.66177
MvSl-1064-A1-R4_MC10-2g09938	A1	2007	488	aAutosome	aAutosome	NON	NON	5.52067
MvSl-1064-A1-R4_MC02g03878	A1	168	55	aAutosome	aAutosome	NON	NON	3.38345
MvSl-1064-A1-R4_MC02g03757	A1	1281	330	aAutosome	aAutosome	NON	NON	4.05875
MvSl-1064-A1-R4_MC07g07574	A1	1787	522	aAutosome	aAutosome	NON	NON	7.20173
MvSl-1064-A1-R4_MC03g04965	A1	2010	648	aAutosome	aAutosome	NON	NON	5.75715
MvSl-1064-A1-R4_MC01-1g02820	A1	1394	313	aAutosome	aAutosome	NON	NON	6.00513
MvSl-1064-A1-R4_MC01-1g02731	A1	4006	1218	aAutosome	aAutosome	NON	NON	7.03021
MvSl-1064-A1-R4_MC05-1g06119	A1	1454	374	aAutosome	aAutosome	NON	NON	6.40572
MvSl-1064-A1-R4_MC12g11257	A1	1320	345	aAutosome	aAutosome	NON	NON	5.72147
MvSl-1064-A1-R4_MC01-1g02536	A1	509	141	aAutosome	aAutosome	NON	NON	4.34915
MvSl-1064-A1-R4_MC12g11144	A1	2967	809	aAutosome	aAutosome	NON	NON	6.86614
MvSl-1064-A1-R4_A1g01441	A1	2115	560	bPAR	bPAR	NON	NON	6.24213
MvSl-1064-A1-R4_MC05-3g06552	A1	1272	169	aAutosome	aAutosome	NON	NON	7.13206
MvSl-1064-A1-R4_MC14g11758	A1	1430	207	aAutosome	aAutosome	NON	NON	7.24252
MvSl-1064-A1-R4_MC04-1g05740	A1	1998	442	aAutosome	aAutosome	NON	NON	7.89542
MvSl-1064-A1-R4_MC12g10959	A1	1433	402	aAutosome	aAutosome	NON	NON	5.83307
MvSl-1064-A1-R4_MC03g04970	A1	1678	397	aAutosome	aAutosome	NON	NON	6.98196
MvSl-1064-A1-R4_MC07g07922	A1	1839	461	aAutosome	aAutosome	NON	NON	5.78745
MvSl-1064-A1-R4_MC01-1g02126	A1	153	50	aAutosome	aAutosome	NON	NON	3.98754
MvSl-1064-A1-R4_MC01-1g02642	A1	6618	2112	aAutosome	aAutosome	NON	NON	8.73798
MvSl-1064-A1-R4_MC10-2g09881	A1	4097	1049	aAutosome	aAutosome	NON	NON	7.95555
MvSl-1064-A1-R4_MC01-1g02082	A1	2620	660	aAutosome	aAutosome	NON	NON	5.82218
MvSl-1064-A1-R4_MC04-1g05739	A1	740	120	aAutosome	aAutosome	NON	NON	6.55394
MvSl-1064-A1-R4_MC14g11882	A1	1335	385	aAutosome	aAutosome	NON	NON	2.03258
MvSl-1064-A1-R4_MC08g08849	A1	2652	883	aAutosome	aAutosome	NON	NON	6.55854
MvSl-1064-A1-R4_MC13g11350	A1	4945	1573	aAutosome	aAutosome	NON	NON	8.90973
MvSl-1064-A1-R4_MC02g03488	A1	1762	481	aAutosome	aAutosome	NON	NON	6.13827
MvSl-1064-A1-R4_MC12g11068	A1	2391	796	aAutosome	aAutosome	NON	NON	6.26862
MvSl-1064-A1-R4_MC01-1g01876	A1	983	214	aAutosome	aAutosome	NON	NON	8.74138
MvSl-1064-A1-R4_MC12g10993	A1	1312	243	aAutosome	aAutosome	NON	NON	5.32438
MvSl-1064-A1-R4_MC04-1g05880	A1	1482	387	aAutosome	aAutosome	NON	NON	7.14729
MvSl-1064-A1-R4_MC05-3g06741	A1	1260	302	aAutosome	aAutosome	NON	NON	7.58149
MvSl-1064-A1-R4_MC10-2g10055	A1	587	170	aAutosome	aAutosome	NON	NON	0.750014
MvSl-1064-A1-R4_MC11g10197	A1	315	65	aAutosome	aAutosome	NON	NON	4.72149
MvSl-1064-A1-R4_MC07g07797	A1	2985	946	aAutosome	aAutosome	NON	NON	7.13865
MvSl-1064-A1-R4_MC02g03572	A1	2582	720	aAutosome	aAutosome	NON	NON	7.68752
MvSl-1064-A1-R4_MC06g07254	A1	881	155	aAutosome	aAutosome	NON	NON	6.87484
MvSl-1064-A1-R4_A1g00019	A1	1436	261	bPAR	bPAR	NON	NON	1.70799
MvSl-1064-A1-R4_MC09-2g09077	A1	465	154	aAutosome	aAutosome	NON	NON	4.48264
MvSl-1064-A1-R4_MC10-2g09969	A1	2765	776	aAutosome	aAutosome	NON	NON	6.18636
MvSl-1064-A1-R4_MC08g08862	A1	2200	498	aAutosome	aAutosome	NON	NON	5.90178
MvSl-1064-A1-R4_MC12g11190	A1	427	117	aAutosome	aAutosome	NON	NON	8.81416
MvSl-1064-A1-R4_MC01-1g02858	A1	1238	354	aAutosome	aAutosome	NON	NON	6.20088
MvSl-1064-A1-R4_MC11g10247	A1	2275	548	aAutosome	aAutosome	NON	NON	6.78721
MvSl-1064-A1-R4_MC09-2g09415	A1	1595	319	aAutosome	aAutosome	NON	NON	4.1337
MvSl-1064-A1-R4_MC10-2g10043	A1	4702	1439	aAutosome	aAutosome	NON	NON	3.72817
MvSl-1064-A1-R4_MC08g08686	A1	1358	277	aAutosome	aAutosome	NON	NON	4.57203
MvSl-1064-A1-R4_MC05-2g06470	A1	1470	489	aAutosome	aAutosome	NON	NON	4.82945
MvSl-1064-A1-R4_MC10-2g09995	A1	2085	625	aAutosome	aAutosome	NON	NON	4.02053
MvSl-1064-A1-R4_MC06g07442	A1	1443	428	aAutosome	aAutosome	NON	NON	7.77409
MvSl-1064-A1-R4_MC08g08852	A1	806	107	aAutosome	aAutosome	NON	NON	8.88716
MvSl-1064-A1-R4_MC01-1g01728	A1	3279	882	aAutosome	aAutosome	NON	NON	7.25625
MvSl-1064-A1-R4_MC08g08619	A1	5443	1610	aAutosome	aAutosome	NON	NON	7.01434
MvSl-1064-A1-R4_MC17g12222	A1	866	180	aAutosome	aAutosome	NON	NON	6.97281
MvSl-1064-A1-R4_MC05-3g06528	A1	4071	929	aAutosome	aAutosome	NON	NON	7.49712
MvSl-1064-A1-R4_MC03g04328	A1	1545	485	aAutosome	aAutosome	NON	NON	5.55114
MvSl-1064-A1-R4_MC08g08539	A1	581	168	aAutosome	aAutosome	NON	NON	5.23757
MvSl-1064-A1-R4_MC08g08741	A1	4311	1388	aAutosome	aAutosome	NON	NON	5.9826
MvSl-1064-A1-R4_MC11g10418	A1	3312	866	aAutosome	aAutosome	NON	NON	5.58221
MvSl-1064-A1-R4_MC02g04057	A1	2049	490	aAutosome	aAutosome	NON	NON	7.16045
MvSl-1064-A1-R4_MC01-1g02770	A1	2438	643	aAutosome	aAutosome	NON	NON	5.50469
MvSl-1064-A1-R4_MC11g10438	A1	837	278	aAutosome	aAutosome	NON	NON	8.23028
MvSl-1064-A1-R4_MC12g10982	A1	1883	518	aAutosome	aAutosome	NON	NON	3.73915
MvSl-1064-A1-R4_MC05-3g06545	A1	1949	439	aAutosome	aAutosome	NON	NON	6.2809
MvSl-1064-A1-R4_MC07g07784	A1	1813	506	aAutosome	aAutosome	NON	NON	5.13637
MvSl-1064-A1-R4_MC02g03237	A1	1954	497	aAutosome	aAutosome	NON	NON	5.75272
MvSl-1064-A1-R4_MC01-1g02525	A1	2798	651	aAutosome	aAutosome	NON	NON	8.3618
MvSl-1064-A1-R4_MC03g04637	A1	315	104	aAutosome	aAutosome	NON	NON	3.21004
MvSl-1064-A1-R4_MC02g04051	A1	1433	403	aAutosome	aAutosome	NON	NON	5.56136
MvSl-1064-A1-R4_MC07g08222	A1	3948	1244	aAutosome	aAutosome	NON	NON	7.59899
MvSl-1064-A1-R4_MC06g07338	A1	2075	660	aAutosome	aAutosome	NON	NON	6.06422
MvSl-1064-A1-R4_MC11g10169	A1	1494	335	aAutosome	aAutosome	NON	NON	6.1557
MvSl-1064-A1-R4_MC05-2g06415	A1	1133	184	aAutosome	aAutosome	NON	NON	6.7106
MvSl-1064-A1-R4_MC11g10541	A1	2449	681	aAutosome	aAutosome	NON	NON	6.35439
MvSl-1064-A1-R4_MC08g08725	A1	1225	262	aAutosome	aAutosome	NON	NON	5.15447
MvSl-1064-A1-R4_MC06g07159	A1	2358	619	aAutosome	aAutosome	NON	NON	2.3727
MvSl-1064-A1-R4_MC03g04977	A1	2747	892	aAutosome	aAutosome	NON	NON	6.78423
MvSl-1064-A1-R4_MC02g04126	A1	850	142	aAutosome	aAutosome	NON	NON	6.83215
MvSl-1064-A1-R4_MC01-1g01717	A1	1679	405	aAutosome	aAutosome	NON	NON	5.55426
MvSl-1064-A1-R4_MC13g11453	A1	1351	320	aAutosome	aAutosome	NON	NON	5.16074
MvSl-1064-A1-R4_MC09-2g09342	A1	2131	638	aAutosome	aAutosome	NON	NON	8.01391
MvSl-1064-A1-R4_MC07g07677	A1	863	209	aAutosome	aAutosome	NON	NON	7.0102
MvSl-1064-A1-R4_MC07g08239	A1	2913	919	aAutosome	aAutosome	NON	NON	7.17449
MvSl-1064-A1-R4_MC04-1g05938	A1	2973	722	aAutosome	aAutosome	NON	NON	7.66234
MvSl-1064-A1-R4_MC05-3g06680	A1	2479	767	aAutosome	aAutosome	NON	NON	7.35607
MvSl-1064-A1-R4_MC06g07415	A1	2975	851	aAutosome	aAutosome	NON	NON	6.59994
MvSl-1064-A1-R4_MC06g07134	A1	1545	289	aAutosome	aAutosome	NON	NON	6.86897
MvSl-1064-A1-R4_MC09-2g09254	A1	773	201	aAutosome	aAutosome	NON	NON	7.37778
MvSl-1064-A1-R4_MC01-1g02599	A1	1150	162	aAutosome	aAutosome	NON	NON	7.10901
MvSl-1064-A1-R4_MC10-2g10029	A1	5349	1648	aAutosome	aAutosome	NON	NON	6.83906
MvSl-1064-A1-R4_MC11g10415	A1	2375	693	aAutosome	aAutosome	NON	NON	6.64298
MvSl-1064-A1-R4_MC09-2g09287	A1	992	224	aAutosome	aAutosome	NON	NON	8.94708
MvSl-1064-A1-R4_MC04-1g05535	A1	1846	401	aAutosome	aAutosome	NON	NON	5.75269
MvSl-1064-A1-R4_MC04-1g06031	A1	4102	1253	aAutosome	aAutosome	NON	NON	7.9602
MvSl-1064-A1-R4_MC09-2g09444	A1	1555	438	aAutosome	aAutosome	NON	NON	6.6534
MvSl-1064-A1-R4_MC12g10760	A1	1385	420	aAutosome	aAutosome	NON	NON	6.4946
MvSl-1064-A1-R4_MC07g07737	A1	590	125	aAutosome	aAutosome	NON	NON	7.75297
MvSl-1064-A1-R4_MC15g12048	A1	4028	1083	aAutosome	aAutosome	NON	NON	7.07728
MvSl-1064-A1-R4_MC02g03231	A1	2462	585	aAutosome	aAutosome	NON	NON	2.32075
MvSl-1064-A1-R4_MC05-3g06774	A1	3564	842	aAutosome	aAutosome	NON	NON	8.95646
MvSl-1064-A1-R4_MC01-2g03036	A1	960	277	aAutosome	aAutosome	NON	NON	6.73074
MvSl-1064-A1-R4_MC13g11458	A1	1654	307	aAutosome	aAutosome	NON	NON	5.91993
MvSl-1064-A1-R4_MC06g07510	A1	4948	1471	aAutosome	aAutosome	NON	NON	7.34408
MvSl-1064-A1-R4_MC09-2g09539	A1	1499	421	aAutosome	aAutosome	NON	NON	4.60398
MvSl-1064-A1-R4_MC03g05230	A1	804	221	aAutosome	aAutosome	NON	NON	1.53621
MvSl-1064-A1-R4_MC14g11778	A1	1018	314	aAutosome	aAutosome	NON	NON	4.69877
MvSl-1064-A1-R4_MC03g04815	A1	288	95	aAutosome	aAutosome	NON	NON	1.42867
MvSl-1064-A1-R4_MC05-3g06757	A1	3938	1223	aAutosome	aAutosome	NON	NON	8.92099
MvSl-1064-A1-R4_MC03g04723	A1	1546	444	aAutosome	aAutosome	NON	NON	5.20034
MvSl-1064-A1-R4_MC17g12238	A1	7485	2174	aAutosome	aAutosome	NON	NON	7.02519
MvSl-1064-A1-R4_MC06g07291	A1	3826	1252	aAutosome	aAutosome	NON	NON	6.4035
MvSl-1064-A1-R4_MC12g11163	A1	1730	429	aAutosome	aAutosome	NON	NON	4.99688
MvSl-1064-A1-R4_MC04-1g05369	A1	2120	567	aAutosome	aAutosome	NON	NON	4.52845
MvSl-1064-A1-R4_MC08g08697	A1	771	238	aAutosome	aAutosome	NON	NON	4.55164
MvSl-1064-A1-R4_MC02g03349	A1	1549	294	aAutosome	aAutosome	NON	NON	2.92885
MvSl-1064-A1-R4_MC03g05160	A1	1630	418	aAutosome	aAutosome	NON	NON	4.47272
MvSl-1064-A1-R4_MC09-2g08932	A1	2185	653	aAutosome	aAutosome	NON	NON	3.82652
MvSl-1064-A1-R4_MC09-2g09557	A1	2864	920	aAutosome	aAutosome	NON	NON	7.48604
MvSl-1064-A1-R4_MC04-1g05996	A1	2892	814	aAutosome	aAutosome	NON	NON	7.04865
MvSl-1064-A1-R4_MC01-2g02982	A1	890	233	aAutosome	aAutosome	NON	NON	3.95182
MvSl-1064-A1-R4_A1g00504	A1	1266	319	faBlack	NRR	NON	NON	3.63611
MvSl-1064-A1-R4_MC04-1g05568	A1	3956	1194	aAutosome	aAutosome	NON	NON	6.67593
MvSl-1064-A1-R4_MC02g03624	A1	321	106	aAutosome	aAutosome	NON	NON	4.00024
MvSl-1064-A1-R4_MC03g04295	A1	2694	689	aAutosome	aAutosome	NON	NON	9.11543
MvSl-1064-A1-R4_MC12g11244	A1	2432	512	aAutosome	aAutosome	NON	NON	7.25493
MvSl-1064-A1-R4_MC10-1g09704	A1	2472	702	aAutosome	aAutosome	NON	NON	5.8426
MvSl-1064-A1-R4_MC13g11510	A1	1357	270	aAutosome	aAutosome	NON	NON	7.22911
MvSl-1064-A1-R4_MC10-2g09903	A1	2460	654	aAutosome	aAutosome	NON	NON	6.96599
MvSl-1064-A1-R4_MC12g11062	A1	790	152	aAutosome	aAutosome	NON	NON	6.89254
