gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp
MvSl-1064-A2-R4_MC12g11459	A2	162	53	aAutosome	aAutosome	NON	NON	4.29205
MvSl-1064-A2-R4_MC13g11660	A2	4294	1193	aAutosome	aAutosome	NON	NON	3.57893
MvSl-1064-A2-R4_MC04-1g05913	A2	8411	2497	aAutosome	aAutosome	NON	NON	3.30577
MvSl-1064-A2-R4_MC07g08258	A2	9694	3067	aAutosome	aAutosome	NON	NON	8.1632
MvSl-1064-A2-R4_MC11g10636	A2	1603	387	aAutosome	aAutosome	NON	NON	6.51208
MvSl-1064-A2-R4_MC01g03357	A2	1332	256	aAutosome	aAutosome	NON	NON	4.54508
MvSl-1064-A2-R4_MC11g10503	A2	1792	298	aAutosome	aAutosome	NON	NON	6.01574
MvSl-1064-A2-R4_MC03g04990	A2	2377	637	aAutosome	aAutosome	NON	NON	8.14009
MvSl-1064-A2-R4_MC09g09547	A2	1695	494	aAutosome	aAutosome	NON	NON	5.53387
MvSl-1064-A2-R4_MC09g09325	A2	1968	553	aAutosome	aAutosome	NON	NON	4.74061
MvSl-1064-A2-R4_MC02g04146	A2	3172	936	aAutosome	aAutosome	NON	NON	7.29483
MvSl-1064-A2-R4_MC07g08172	A2	476	113	aAutosome	aAutosome	NON	NON	6.12167
MvSl-1064-A2-R4_MC05g06674	A2	2606	619	aAutosome	aAutosome	NON	NON	5.22188
MvSl-1064-A2-R4_MC09g09584	A2	659	195	aAutosome	aAutosome	NON	NON	5.18746
MvSl-1064-A2-R4_MC06-2g07652	A2	2434	589	aAutosome	aAutosome	NON	NON	5.95145
MvSl-1064-A2-R4_MC06-2g07624	A2	1069	83	aAutosome	aAutosome	NON	NON	7.04469
MvSl-1064-A2-R4_MC12g11481	A2	529	135	aAutosome	aAutosome	NON	NON	3.5715
MvSl-1064-A2-R4_MC05g06463	A2	1495	398	aAutosome	aAutosome	NON	NON	6.0638
MvSl-1064-A2-R4_MC01g02756	A2	2615	703	aAutosome	aAutosome	NON	NON	7.54636
MvSl-1064-A2-R4_MC06-2g07658	A2	788	149	aAutosome	aAutosome	NON	NON	7.27757
MvSl-1064-A2-R4_MC06-2g07555	A2	1852	542	aAutosome	aAutosome	NON	NON	5.27613
MvSl-1064-A2-R4_MC08-1g08560	A2	1605	327	aAutosome	aAutosome	NON	NON	6.75939
MvSl-1064-A2-R4_MC01g02986	A2	2091	609	aAutosome	aAutosome	NON	NON	5.79059
MvSl-1064-A2-R4_MC10g10203	A2	316	87	aAutosome	aAutosome	NON	NON	1.08081
MvSl-1064-A2-R4_MC01g02970	A2	1777	538	aAutosome	aAutosome	NON	NON	5.95445
MvSl-1064-A2-R4_MC04-1g05967	A2	1440	451	aAutosome	aAutosome	NON	NON	5.33972
MvSl-1064-A2-R4_MC05g06838	A2	417	138	aAutosome	aAutosome	NON	NON	9.90093
MvSl-1064-A2-R4_MC09g09461	A2	1269	289	aAutosome	aAutosome	NON	NON	3.38114
MvSl-1064-A2-R4_MC06-2g07508	A2	2062	522	aAutosome	aAutosome	NON	NON	5.5755
MvSl-1064-A2-R4_MC05g06404	A2	368	94	aAutosome	aAutosome	NON	NON	3.79515
MvSl-1064-A2-R4_MC01g02081	A2	850	177	aAutosome	aAutosome	NON	NON	7.56251
MvSl-1064-A2-R4_MC01g02431	A2	1874	341	aAutosome	aAutosome	NON	NON	7.44011
MvSl-1064-A2-R4_MC10g10341	A2	2709	753	aAutosome	aAutosome	NON	NON	6.27297
MvSl-1064-A2-R4_MC03g04941	A2	1754	528	aAutosome	aAutosome	NON	NON	1.66747
MvSl-1064-A2-R4_MC02g04150	A2	1988	548	aAutosome	aAutosome	NON	NON	3.56893
MvSl-1064-A2-R4_MC04-1g05550	A2	960	230	aAutosome	aAutosome	NON	NON	5.39907
MvSl-1064-A2-R4_MC06-2g07637	A2	2593	737	aAutosome	aAutosome	NON	NON	8.30335
MvSl-1064-A2-R4_MC13g11554	A2	2359	762	aAutosome	aAutosome	NON	NON	3.81494
MvSl-1064-A2-R4_A2g01447	A2	2303	639	gPurple	NRR	NON	NON	7.04445
MvSl-1064-A2-R4_MC05g06466	A2	1405	242	aAutosome	aAutosome	NON	NON	7.04124
MvSl-1064-A2-R4_MC15g12275	A2	2090	483	aAutosome	aAutosome	NON	NON	7.08352
MvSl-1064-A2-R4_MC08-1g08588	A2	2430	605	aAutosome	aAutosome	NON	NON	4.56555
MvSl-1064-A2-R4_MC06-2g07669	A2	2623	704	aAutosome	aAutosome	NON	NON	6.14614
MvSl-1064-A2-R4_MC03g04992	A2	1965	468	aAutosome	aAutosome	NON	NON	6.67912
MvSl-1064-A2-R4_MC08-1g08867	A2	567	122	aAutosome	aAutosome	NON	NON	5.83339
MvSl-1064-A2-R4_MC04-1g06057	A2	2614	718	aAutosome	aAutosome	NON	NON	5.79018
MvSl-1064-A2-R4_MC07g08173	A2	2609	619	aAutosome	aAutosome	NON	NON	3.87602
MvSl-1064-A2-R4_MC05g06635	A2	1412	268	aAutosome	aAutosome	NON	NON	8.42667
MvSl-1064-A2-R4_MC11g10814	A2	1091	213	aAutosome	aAutosome	NON	NON	7.48858
MvSl-1064-A2-R4_MC13g11807	A2	1071	158	aAutosome	aAutosome	NON	NON	7.43355
MvSl-1064-A2-R4_MC08-1g08616	A2	5779	1682	aAutosome	aAutosome	NON	NON	8.10502
MvSl-1064-A2-R4_MC02g03911	A2	613	57	aAutosome	aAutosome	NON	NON	6.88068
MvSl-1064-A2-R4_A2g00560	A2	411	136	faBlack	NRR	NON	NON	3.82585
MvSl-1064-A2-R4_MC07g08244	A2	834	225	aAutosome	aAutosome	NON	NON	9.21116
MvSl-1064-A2-R4_MC03g05032	A2	1128	114	aAutosome	aAutosome	NON	NON	7.06896
MvSl-1064-A2-R4_MC13g11782	A2	2322	773	aAutosome	aAutosome	NON	NON	6.63371
MvSl-1064-A2-R4_MC03g05143	A2	2343	567	aAutosome	aAutosome	NON	NON	3.74916
MvSl-1064-A2-R4_MC07g08007	A2	7319	2217	aAutosome	aAutosome	NON	NON	8.51842
MvSl-1064-A2-R4_MC12g11013	A2	1550	389	aAutosome	aAutosome	NON	NON	6.8729
MvSl-1064-A2-R4_MC07g08213	A2	2922	742	aAutosome	aAutosome	NON	NON	8.00367
MvSl-1064-A2-R4_MC04-1g06246	A2	1109	273	aAutosome	aAutosome	NON	NON	4.83462
MvSl-1064-A2-R4_MC03g05059	A2	4199	1133	aAutosome	aAutosome	NON	NON	8.32519
MvSl-1064-A2-R4_MC08-2g09084	A2	985	264	aAutosome	aAutosome	NON	NON	6.48373
MvSl-1064-A2-R4_MC01g02092	A2	1798	575	aAutosome	aAutosome	NON	NON	4.29139
MvSl-1064-A2-R4_MC09g09785	A2	778	133	aAutosome	aAutosome	NON	NON	4.17007
MvSl-1064-A2-R4_MC12g11336	A2	2314	650	aAutosome	aAutosome	NON	NON	3.21207
MvSl-1064-A2-R4_MC04-1g05645	A2	1315	227	aAutosome	aAutosome	NON	NON	5.58808
MvSl-1064-A2-R4_MC06-1g07256	A2	1567	451	aAutosome	aAutosome	NON	NON	7.13664
MvSl-1064-A2-R4_MC07g08390	A2	2103	558	aAutosome	aAutosome	NON	NON	7.04819
MvSl-1064-A2-R4_MC04-1g05643	A2	731	213	aAutosome	aAutosome	NON	NON	4.51115
MvSl-1064-A2-R4_MC01g03420	A2	3803	1188	aAutosome	aAutosome	NON	NON	8.32844
MvSl-1064-A2-R4_MC06-1g07220	A2	4168	1165	aAutosome	aAutosome	NON	NON	5.52989
MvSl-1064-A2-R4_MC05g06444	A2	2034	495	aAutosome	aAutosome	NON	NON	6.97314
MvSl-1064-A2-R4_MC04-1g05611	A2	2621	552	aAutosome	aAutosome	NON	NON	6.7928
MvSl-1064-A2-R4_MC03g05052	A2	1938	487	aAutosome	aAutosome	NON	NON	5.71465
MvSl-1064-A2-R4_MC10g10186	A2	318	105	aAutosome	aAutosome	NON	NON	1.84438
MvSl-1064-A2-R4_MC12g11017	A2	447	112	aAutosome	aAutosome	NON	NON	4.26913
MvSl-1064-A2-R4_MC12g11354	A2	1293	247	aAutosome	aAutosome	NON	NON	6.24555
MvSl-1064-A2-R4_MC12g11014	A2	1335	382	aAutosome	aAutosome	NON	NON	5.65608
MvSl-1064-A2-R4_MC09g09626	A2	1971	584	aAutosome	aAutosome	NON	NON	5.59295
MvSl-1064-A2-R4_MC11g10897	A2	1687	349	aAutosome	aAutosome	NON	NON	8.17151
MvSl-1064-A2-R4_MC11g10660	A2	2953	885	aAutosome	aAutosome	NON	NON	5.13755
MvSl-1064-A2-R4_MC09g09309	A2	1641	265	aAutosome	aAutosome	NON	NON	8.13017
MvSl-1064-A2-R4_MC08-2g09146	A2	2681	661	aAutosome	aAutosome	NON	NON	9.96518
MvSl-1064-A2-R4_MC02g04250	A2	2820	798	aAutosome	aAutosome	NON	NON	6.51262
MvSl-1064-A2-R4_MC05g06477	A2	2740	822	aAutosome	aAutosome	NON	NON	7.76396
MvSl-1064-A2-R4_MC03g05250	A2	5434	1707	aAutosome	aAutosome	NON	NON	4.33018
MvSl-1064-A2-R4_MC06-2g07578	A2	1261	363	aAutosome	aAutosome	NON	NON	8.08806
MvSl-1064-A2-R4_MC01g03265	A2	1140	295	aAutosome	aAutosome	NON	NON	5.76919
MvSl-1064-A2-R4_MC01g02397	A2	3022	939	aAutosome	aAutosome	NON	NON	5.3667
MvSl-1064-A2-R4_MC07g08262	A2	2795	746	aAutosome	aAutosome	NON	NON	6.68882
MvSl-1064-A2-R4_MC07g08233	A2	3331	776	aAutosome	aAutosome	NON	NON	7.93727
MvSl-1064-A2-R4_MC01g02825	A2	1736	431	aAutosome	aAutosome	NON	NON	4.17197
MvSl-1064-A2-R4_MC10g10035	A2	1223	374	aAutosome	aAutosome	NON	NON	7.39379
MvSl-1064-A2-R4_MC09g09318	A2	2624	713	aAutosome	aAutosome	NON	NON	6.83772
MvSl-1064-A2-R4_MC04-1g05789	A2	5952	1620	aAutosome	aAutosome	NON	NON	7.95798
MvSl-1064-A2-R4_MC02g04246	A2	327	108	aAutosome	aAutosome	NON	NON	3.35868
MvSl-1064-A2-R4_A2g00030	A2	454	122	bPAR	bPAR	NON	NON	5.48765
MvSl-1064-A2-R4_MC01g02589	A2	3741	948	aAutosome	aAutosome	NON	NON	5.83596
MvSl-1064-A2-R4_MC05g06389	A2	2194	569	aAutosome	aAutosome	NON	NON	6.71895
MvSl-1064-A2-R4_MC06-2g07579	A2	694	141	aAutosome	aAutosome	NON	NON	4.96293
MvSl-1064-A2-R4_MC12g11201	A2	2184	675	aAutosome	aAutosome	NON	NON	3.73768
MvSl-1064-A2-R4_MC08-1g08594	A2	3105	773	aAutosome	aAutosome	NON	NON	6.79721
MvSl-1064-A2-R4_MC01g02820	A2	3899	1107	aAutosome	aAutosome	NON	NON	7.88925
MvSl-1064-A2-R4_MC13g11696	A2	4505	1291	aAutosome	aAutosome	NON	NON	6.49865
MvSl-1064-A2-R4_MC07g08485	A2	1633	459	aAutosome	aAutosome	NON	NON	5.14447
MvSl-1064-A2-R4_MC05g06460	A2	1352	230	aAutosome	aAutosome	NON	NON	5.87858
MvSl-1064-A2-R4_MC13g11684	A2	1249	261	aAutosome	aAutosome	NON	NON	6.3299
MvSl-1064-A2-R4_MC08-1g08821	A2	905	261	aAutosome	aAutosome	NON	NON	5.79047
MvSl-1064-A2-R4_MC02g04405	A2	1037	183	aAutosome	aAutosome	NON	NON	5.28826
MvSl-1064-A2-R4_MC01g02926	A2	2128	590	aAutosome	aAutosome	NON	NON	6.22921
MvSl-1064-A2-R4_MC08-1g08706	A2	726	198	aAutosome	aAutosome	NON	NON	7.42077
MvSl-1064-A2-R4_MC06-2g07731	A2	2185	625	aAutosome	aAutosome	NON	NON	6.04886
MvSl-1064-A2-R4_MC03g04785	A2	916	124	aAutosome	aAutosome	NON	NON	7.05355
MvSl-1064-A2-R4_MC05g06868	A2	270	89	aAutosome	aAutosome	NON	NON	3.4
MvSl-1064-A2-R4_MC04-1g06078	A2	1889	333	aAutosome	aAutosome	NON	NON	6.68695
MvSl-1064-A2-R4_MC04-1g05788	A2	1207	264	aAutosome	aAutosome	NON	NON	6.65162
MvSl-1064-A2-R4_MC06-1g07199	A2	3148	963	aAutosome	aAutosome	NON	NON	7.48608
MvSl-1064-A2-R4_MC01g03416	A2	1409	272	aAutosome	aAutosome	NON	NON	6.80114
MvSl-1064-A2-R4_A2g01664	A2	1937	620	faBlack	NRR	NON	NON	4.97404
MvSl-1064-A2-R4_MC05g06725	A2	1030	211	aAutosome	aAutosome	NON	NON	4.24256
MvSl-1064-A2-R4_MC02g03552	A2	1438	368	aAutosome	aAutosome	NON	NON	6.36471
MvSl-1064-A2-R4_MC01g02603	A2	878	155	aAutosome	aAutosome	NON	NON	7.91869
MvSl-1064-A2-R4_MC03g05194	A2	1958	583	aAutosome	aAutosome	NON	NON	5.77641
MvSl-1064-A2-R4_MC12g11340	A2	627	170	aAutosome	aAutosome	NON	NON	5.00525
MvSl-1064-A2-R4_MC02g04187	A2	2366	580	aAutosome	aAutosome	NON	NON	7.79596
MvSl-1064-A2-R4_MC04-1g06197	A2	936	311	aAutosome	aAutosome	NON	NON	5.86065
MvSl-1064-A2-R4_MC08-1g08901	A2	1084	203	aAutosome	aAutosome	NON	NON	10.4875
MvSl-1064-A2-R4_MC12g11263	A2	210	69	aAutosome	aAutosome	NON	NON	3.46484
MvSl-1064-A2-R4_MC06-2g07746	A2	1492	392	aAutosome	aAutosome	NON	NON	6.06373
MvSl-1064-A2-R4_MC07g08167	A2	1668	424	aAutosome	aAutosome	NON	NON	7.62773
MvSl-1064-A2-R4_MC08-2g09052	A2	220	53	aAutosome	aAutosome	NON	NON	3.40324
MvSl-1064-A2-R4_MC02g04065	A2	1893	475	aAutosome	aAutosome	NON	NON	7.27721
MvSl-1064-A2-R4_MC03g05164	A2	945	240	aAutosome	aAutosome	NON	NON	2.84102
MvSl-1064-A2-R4_MC12g11165	A2	1609	379	aAutosome	aAutosome	NON	NON	4.06959
MvSl-1064-A2-R4_MC01g02931	A2	1210	330	aAutosome	aAutosome	NON	NON	7.60486
MvSl-1064-A2-R4_MC13g11613	A2	453	150	aAutosome	aAutosome	NON	NON	4.69643
MvSl-1064-A2-R4_MC04-1g06011	A2	6654	1942	aAutosome	aAutosome	NON	NON	6.44535
MvSl-1064-A2-R4_MC02g03865	A2	4355	1298	aAutosome	aAutosome	NON	NON	7.17152
MvSl-1064-A2-R4_MC09g09487	A2	3350	959	aAutosome	aAutosome	NON	NON	4.64874
MvSl-1064-A2-R4_MC01g02374	A2	3510	938	aAutosome	aAutosome	NON	NON	6.40152
MvSl-1064-A2-R4_MC01g02136	A2	3262	769	aAutosome	aAutosome	NON	NON	7.04068
MvSl-1064-A2-R4_MC08-2g09045	A2	3411	887	aAutosome	aAutosome	NON	NON	6.72405
MvSl-1064-A2-R4_MC03g05264	A2	180	59	aAutosome	aAutosome	NON	NON	1.44811
MvSl-1064-A2-R4_MC09g09482	A2	2079	643	aAutosome	aAutosome	NON	NON	4.32275
MvSl-1064-A2-R4_MC13g11836	A2	3799	1155	aAutosome	aAutosome	NON	NON	4.51642
MvSl-1064-A2-R4_MC01g02576	A2	3816	1178	aAutosome	aAutosome	NON	NON	6.71341
MvSl-1064-A2-R4_MC08-1g08611	A2	3324	1025	aAutosome	aAutosome	NON	NON	6.76481
MvSl-1064-A2-R4_MC04-1g06068	A2	1691	426	aAutosome	aAutosome	NON	NON	5.10615
MvSl-1064-A2-R4_MC05g07073	A2	1081	143	aAutosome	aAutosome	NON	NON	6.47899
MvSl-1064-A2-R4_MC02g04148	A2	5128	1459	aAutosome	aAutosome	NON	NON	6.37066
MvSl-1064-A2-R4_MC02g03948	A2	1758	417	aAutosome	aAutosome	NON	NON	6.05069
MvSl-1064-A2-R4_MC03g04937	A2	1980	571	aAutosome	aAutosome	NON	NON	7.44608
MvSl-1064-A2-R4_MC07g08194	A2	7720	2264	aAutosome	aAutosome	NON	NON	7.57113
MvSl-1064-A2-R4_MC09g09562	A2	2031	473	aAutosome	aAutosome	NON	NON	6.437
MvSl-1064-A2-R4_MC05g06448	A2	3459	1018	aAutosome	aAutosome	NON	NON	6.07728
MvSl-1064-A2-R4_MC09g09560	A2	3709	1168	aAutosome	aAutosome	NON	NON	8.70345
MvSl-1064-A2-R4_MC08-1g08935	A2	539	145	aAutosome	aAutosome	NON	NON	5.84319
MvSl-1064-A2-R4_MC12g11215	A2	1344	300	aAutosome	aAutosome	NON	NON	5.82124
MvSl-1064-A2-R4_MC14g12010	A2	1563	458	aAutosome	aAutosome	NON	NON	2.72565
MvSl-1064-A2-R4_MC07g08065	A2	897	109	aAutosome	aAutosome	NON	NON	4.51692
MvSl-1064-A2-R4_MC01g02493	A2	5093	1483	aAutosome	aAutosome	NON	NON	8.13385
MvSl-1064-A2-R4_MC05g07001	A2	2206	422	aAutosome	aAutosome	NON	NON	8.35966
MvSl-1064-A2-R4_MC02g04095	A2	1405	383	aAutosome	aAutosome	NON	NON	5.76001
MvSl-1064-A2-R4_MC10g09989	A2	1816	327	aAutosome	aAutosome	NON	NON	7.68966
MvSl-1064-A2-R4_MC10g10375	A2	1019	197	aAutosome	aAutosome	NON	NON	7.06561
MvSl-1064-A2-R4_MC03g04950	A2	1675	533	aAutosome	aAutosome	NON	NON	5.65075
MvSl-1064-A2-R4_MC07g07975	A2	3339	912	aAutosome	aAutosome	NON	NON	6.16362
MvSl-1064-A2-R4_MC01g02781	A2	2297	552	aAutosome	aAutosome	NON	NON	7.04797
MvSl-1064-A2-R4_MC13g11739	A2	1123	228	aAutosome	aAutosome	NON	NON	6.67695
MvSl-1064-A2-R4_MC04-1g06148	A2	2714	859	aAutosome	aAutosome	NON	NON	5.9545
MvSl-1064-A2-R4_MC07g07990	A2	2994	697	aAutosome	aAutosome	NON	NON	7.98739
MvSl-1064-A2-R4_MC08-1g08780	A2	3089	892	aAutosome	aAutosome	NON	NON	6.66874
MvSl-1064-A2-R4_MC03g04720	A2	3472	1010	aAutosome	aAutosome	NON	NON	4.62776
MvSl-1064-A2-R4_MC06-2g07405	A2	1877	482	aAutosome	aAutosome	NON	NON	5.52333
MvSl-1064-A2-R4_MC07g08407	A2	1555	384	aAutosome	aAutosome	NON	NON	4.54762
MvSl-1064-A2-R4_MC08-1g08991	A2	1339	267	aAutosome	aAutosome	NON	NON	3.88216
MvSl-1064-A2-R4_MC11g10539	A2	1667	331	aAutosome	aAutosome	NON	NON	5.23338
MvSl-1064-A2-R4_MC14g12195	A2	2439	699	aAutosome	aAutosome	NON	NON	6.08657
MvSl-1064-A2-R4_MC01g03436	A2	2665	538	aAutosome	aAutosome	NON	NON	8.5937
MvSl-1064-A2-R4_MC03g04998	A2	1584	465	aAutosome	aAutosome	NON	NON	6.48656
MvSl-1064-A2-R4_MC08-2g09097	A2	3127	1016	aAutosome	aAutosome	NON	NON	5.25552
MvSl-1064-A2-R4_MC12g11118	A2	1903	512	aAutosome	aAutosome	NON	NON	6.29905
MvSl-1064-A2-R4_MC01g02980	A2	366	121	aAutosome	aAutosome	NON	NON	1.90449
MvSl-1064-A2-R4_MC01g02974	A2	183	60	aAutosome	aAutosome	NON	NON	4.81547
MvSl-1064-A2-R4_MC11g10808	A2	1331	411	aAutosome	aAutosome	NON	NON	4.89471
MvSl-1064-A2-R4_MC06-2g07592	A2	2129	483	aAutosome	aAutosome	NON	NON	7.69884
MvSl-1064-A2-R4_MC11g10976	A2	2319	752	aAutosome	aAutosome	NON	NON	6.91933
MvSl-1064-A2-R4_MC03g05076	A2	2878	852	aAutosome	aAutosome	NON	NON	6.95791
MvSl-1064-A2-R4_MC08-1g08717	A2	1560	284	aAutosome	aAutosome	NON	NON	6.47596
MvSl-1064-A2-R4_MC08-1g08773	A2	2386	673	aAutosome	aAutosome	NON	NON	6.94127
MvSl-1064-A2-R4_MC12g11528	A2	1288	312	aAutosome	aAutosome	NON	NON	5.46222
MvSl-1064-A2-R4_MC01g02922	A2	3166	957	aAutosome	aAutosome	NON	NON	3.46816
MvSl-1064-A2-R4_MC13g11761	A2	291	96	aAutosome	aAutosome	NON	NON	2.94102
MvSl-1064-A2-R4_MC10g10241	A2	2029	485	aAutosome	aAutosome	NON	NON	6.69555
MvSl-1064-A2-R4_MC09g09719	A2	439	129	aAutosome	aAutosome	NON	NON	2.28012
MvSl-1064-A2-R4_MC11g10651	A2	1617	519	aAutosome	aAutosome	NON	NON	5.41405
MvSl-1064-A2-R4_MC03g04921	A2	1549	345	aAutosome	aAutosome	NON	NON	7.19055
MvSl-1064-A2-R4_MC05g07045	A2	1437	265	aAutosome	aAutosome	NON	NON	4.99484
MvSl-1064-A2-R4_MC09g09356	A2	507	108	aAutosome	aAutosome	NON	NON	7.79368
MvSl-1064-A2-R4_MC09g09191	A2	967	301	aAutosome	aAutosome	NON	NON	1.96925
MvSl-1064-A2-R4_MC06-2g07626	A2	666	221	aAutosome	aAutosome	NON	NON	3.97209
MvSl-1064-A2-R4_MC01g02882	A2	1302	265	aAutosome	aAutosome	NON	NON	3.84276
MvSl-1064-A2-R4_MC09g09834	A2	1956	388	aAutosome	aAutosome	NON	NON	7.12642
MvSl-1064-A2-R4_MC03g05151	A2	1173	295	aAutosome	aAutosome	NON	NON	5.15742
MvSl-1064-A2-R4_MC12g11371	A2	1840	452	aAutosome	aAutosome	NON	NON	8.61403
MvSl-1064-A2-R4_MC02g04364	A2	2692	759	aAutosome	aAutosome	NON	NON	7.07268
MvSl-1064-A2-R4_MC11g10749	A2	918	280	aAutosome	aAutosome	NON	NON	5.52132
MvSl-1064-A2-R4_MC04-1g05882	A2	5889	1848	aAutosome	aAutosome	NON	NON	6.52835
MvSl-1064-A2-R4_MC06-1g07251	A2	398	102	aAutosome	aAutosome	NON	NON	4.92194
MvSl-1064-A2-R4_MC03g04610	A2	451	99	aAutosome	aAutosome	NON	NON	0.238426
MvSl-1064-A2-R4_MC04-1g05863	A2	917	217	aAutosome	aAutosome	NON	NON	5.32013
MvSl-1064-A2-R4_A2g01783	A2	2460	711	bPAR	bPAR	NON	NON	5.55362
MvSl-1064-A2-R4_MC12g11387	A2	949	269	aAutosome	aAutosome	NON	NON	4.28897
MvSl-1064-A2-R4_MC02g04353	A2	2348	661	aAutosome	aAutosome	NON	NON	7.05751
MvSl-1064-A2-R4_MC12g11290	A2	2697	776	aAutosome	aAutosome	NON	NON	5.59206
MvSl-1064-A2-R4_MC06-2g07611	A2	3417	1065	aAutosome	aAutosome	NON	NON	6.74857
MvSl-1064-A2-R4_MC12g11338	A2	2825	770	aAutosome	aAutosome	NON	NON	4.16062
MvSl-1064-A2-R4_MC07g08083	A2	3910	1141	aAutosome	aAutosome	NON	NON	6.657
MvSl-1064-A2-R4_MC01g03337	A2	1398	372	aAutosome	aAutosome	NON	NON	7.55282
MvSl-1064-A2-R4_MC10g09981	A2	1421	344	aAutosome	aAutosome	NON	NON	7.12423
MvSl-1064-A2-R4_MC04-1g05842	A2	1432	265	aAutosome	aAutosome	NON	NON	7.06032
MvSl-1064-A2-R4_A2g01798	A2	1973	552	bPAR	bPAR	NON	NON	6.74962
MvSl-1064-A2-R4_MC02g04027	A2	722	95	aAutosome	aAutosome	NON	NON	8.35635
MvSl-1064-A2-R4_MC02g04269	A2	1826	484	aAutosome	aAutosome	NON	NON	6.21573
MvSl-1064-A2-R4_MC08-1g08964	A2	192	63	aAutosome	aAutosome	NON	NON	2.9824
MvSl-1064-A2-R4_MC01g02465	A2	1237	342	aAutosome	aAutosome	NON	NON	4.0963
MvSl-1064-A2-R4_MC03g05446	A2	2889	849	aAutosome	aAutosome	NON	NON	4.54744
MvSl-1064-A2-R4_MC03g04644	A2	1589	426	aAutosome	aAutosome	NON	NON	6.22943
MvSl-1064-A2-R4_MC10g10161	A2	1246	310	aAutosome	aAutosome	NON	NON	5.38231
MvSl-1064-A2-R4_MC02g04333	A2	1856	467	aAutosome	aAutosome	NON	NON	6.47167
MvSl-1064-A2-R4_MC10g10045	A2	1024	255	aAutosome	aAutosome	NON	NON	8.33587
MvSl-1064-A2-R4_A2g00774	A2	6071	1851	faBlack	NRR	NON	NON	5.93585
MvSl-1064-A2-R4_MC03g04911	A2	3703	1028	aAutosome	aAutosome	NON	NON	5.02125
MvSl-1064-A2-R4_MC10g10266	A2	1049	198	aAutosome	aAutosome	NON	NON	2.47823
MvSl-1064-A2-R4_MC09g09629	A2	1570	502	aAutosome	aAutosome	NON	NON	6.26424
MvSl-1064-A2-R4_MC11g10735	A2	2065	655	aAutosome	aAutosome	NON	NON	5.84171
MvSl-1064-A2-R4_MC05g06745	A2	1614	405	aAutosome	aAutosome	NON	NON	5.14642
MvSl-1064-A2-R4_MC12g11107	A2	6173	1831	aAutosome	aAutosome	NON	NON	8.24909
MvSl-1064-A2-R4_MC08-1g08944	A2	2869	693	aAutosome	aAutosome	NON	NON	7.4383
MvSl-1064-A2-R4_MC13g11710	A2	1509	502	aAutosome	aAutosome	NON	NON	4.34777
MvSl-1064-A2-R4_MC04-1g05715	A2	2267	563	aAutosome	aAutosome	NON	NON	7.09057
MvSl-1064-A2-R4_MC06-2g07605	A2	2126	618	aAutosome	aAutosome	NON	NON	6.52727
MvSl-1064-A2-R4_MC01g02808	A2	391	52	aAutosome	aAutosome	NON	NON	0.678408
MvSl-1064-A2-R4_MC05g06843	A2	541	158	aAutosome	aAutosome	NON	NON	4.88908
MvSl-1064-A2-R4_A2g01608	A2	1387	341	faBlack	NRR	NON	NON	5.34074
MvSl-1064-A2-R4_MC13g11768	A2	1547	326	aAutosome	aAutosome	NON	NON	6.88558
MvSl-1064-A2-R4_MC02g03669	A2	1389	383	aAutosome	aAutosome	NON	NON	4.87056
MvSl-1064-A2-R4_MC01g02965	A2	765	161	aAutosome	aAutosome	NON	NON	8.0201
MvSl-1064-A2-R4_MC13g11908	A2	2034	570	aAutosome	aAutosome	NON	NON	6.19196
MvSl-1064-A2-R4_MC02g03964	A2	1212	288	aAutosome	aAutosome	NON	NON	5.18212
MvSl-1064-A2-R4_MC02g03662	A2	6138	1817	aAutosome	aAutosome	NON	NON	6.70774
MvSl-1064-A2-R4_MC06-2g07404	A2	1990	465	aAutosome	aAutosome	NON	NON	5.78125
MvSl-1064-A2-R4_MC03g05452	A2	1314	348	aAutosome	aAutosome	NON	NON	1.58978
MvSl-1064-A2-R4_MC13g11981	A2	1203	348	aAutosome	aAutosome	NON	NON	0.242265
MvSl-1064-A2-R4_MC01g02610	A2	826	207	aAutosome	aAutosome	NON	NON	5.42444
MvSl-1064-A2-R4_A2g00119	A2	847	234	cGreen	NRR	NON	NON	6.90547
MvSl-1064-A2-R4_MC02g04232	A2	2526	733	aAutosome	aAutosome	NON	NON	5.81646
MvSl-1064-A2-R4_MC06-2g07490	A2	3006	953	aAutosome	aAutosome	NON	NON	6.67771
MvSl-1064-A2-R4_A2g01770	A2	519	172	bPAR	bPAR	NON	NON	3.17864
MvSl-1064-A2-R4_MC07g08345	A2	2017	436	aAutosome	aAutosome	NON	NON	5.40182
MvSl-1064-A2-R4_MC07g07840	A2	1580	410	aAutosome	aAutosome	NON	NON	5.21554
MvSl-1064-A2-R4_MC07g07932	A2	802	157	aAutosome	aAutosome	NON	NON	4.66749
MvSl-1064-A2-R4_MC02g04458	A2	336	111	aAutosome	aAutosome	NON	NON	5.03562
MvSl-1064-A2-R4_MC01g03444	A2	3602	952	aAutosome	aAutosome	NON	NON	5.80966
MvSl-1064-A2-R4_MC04-1g05937	A2	2643	714	aAutosome	aAutosome	NON	NON	4.30379
MvSl-1064-A2-R4_MC10g10013	A2	486	161	aAutosome	aAutosome	NON	NON	6.88696
