target_id	a1s1	a1s2
MvSl-1064-A1-R4_MC02g03647	30.7405	31.0961
MvSl-1064-A1-R4_MC02g03648	1548	989
MvSl-1064-A1-R4_MC02g03649	285	165
MvSl-1064-A1-R4_MC02g03650	2398	2136
MvSl-1064-A1-R4_MC02g03651	65	56
MvSl-1064-A1-R4_MC02g03652	176	187.534
MvSl-1064-A1-R4_MC02g03653	321.825	263.165
MvSl-1064-A1-R4_MC02g03654	83	82
MvSl-1064-A1-R4_MC02g03655	86.1746	77.8352
MvSl-1064-A1-R4_MC02g03656	1175	960
MvSl-1064-A1-R4_MC02g03657	1304.09	1105.95
MvSl-1064-A1-R4_MC02g03658	296	167
MvSl-1064-A1-R4_MC02g03659	35579	27590
MvSl-1064-A1-R4_MC02g03660	83.4038	99.1035
MvSl-1064-A1-R4_MC02g03661	54.0288	26.7047
MvSl-1064-A1-R4_MC02g03662	151.904	204.316
MvSl-1064-A1-R4_MC02g03663	14.8748	0
MvSl-1064-A1-R4_MC02g03664	739	455
MvSl-1064-A1-R4_MC02g03665	63	35
MvSl-1064-A1-R4_MC02g03666	1019	488
MvSl-1064-A1-R4_MC02g03667	535	342
MvSl-1064-A1-R4_MC02g03668	380	237
MvSl-1064-A1-R4_MC02g03669	122	114
MvSl-1064-A1-R4_MC02g03670	1708	1174
MvSl-1064-A1-R4_MC02g03671	609	740
MvSl-1064-A1-R4_MC02g03672	242	139
MvSl-1064-A1-R4_MC02g03673	24	40
MvSl-1064-A1-R4_MC02g03674	70.2179	64.1243
MvSl-1064-A1-R4_MC02g03675	11.2791	4.03188
MvSl-1064-A1-R4_MC02g03676	12.962	10.4047
MvSl-1064-A1-R4_MC02g03677	36.1691	43.5501
MvSl-1064-A1-R4_MC02g03678	23.3727	0.824597
MvSl-1064-A1-R4_MC02g03679	384	684
MvSl-1064-A1-R4_MC02g03680	25119	24468
MvSl-1064-A1-R4_MC02g03681	1293	1254
MvSl-1064-A1-R4_MC02g03682	639	574
MvSl-1064-A1-R4_MC02g03683	851	970
MvSl-1064-A1-R4_MC02g03684	5136	3601
MvSl-1064-A1-R4_MC02g03685	2948	2430
MvSl-1064-A1-R4_MC02g03686	934	684
MvSl-1064-A1-R4_MC02g03687	461	308
MvSl-1064-A1-R4_MC02g03688	4150	3789
MvSl-1064-A1-R4_MC02g03689	1421	1173
MvSl-1064-A1-R4_MC02g03690	8313	6341
MvSl-1064-A1-R4_MC02g03691	672	592
MvSl-1064-A1-R4_MC02g03692	1141	964
MvSl-1064-A1-R4_MC02g03693	528	478
MvSl-1064-A1-R4_MC02g03694	512	466
MvSl-1064-A1-R4_MC02g03695	1839	1729
MvSl-1064-A1-R4_MC02g03696	1608	1354
MvSl-1064-A1-R4_MC02g03697	1493	1880
MvSl-1064-A1-R4_MC02g03698	850	860
MvSl-1064-A1-R4_MC02g03699	352	359
MvSl-1064-A1-R4_MC02g03700	1854	1349
MvSl-1064-A1-R4_MC02g03701	456.351	396.951
MvSl-1064-A1-R4_MC02g03702	415	433
MvSl-1064-A1-R4_MC02g03703	335	411
MvSl-1064-A1-R4_MC02g03704	4413	4848
MvSl-1064-A1-R4_MC02g03705	118.263	76.0933
MvSl-1064-A1-R4_MC02g03706	68	102
MvSl-1064-A1-R4_MC02g03707	918	922
MvSl-1064-A1-R4_MC02g03708	93	110
MvSl-1064-A1-R4_MC02g03709	967	805
MvSl-1064-A1-R4_MC02g03710	317	408
MvSl-1064-A1-R4_MC02g03711	847	870
MvSl-1064-A1-R4_MC02g03712	1015	1162
MvSl-1064-A1-R4_MC02g03713	476	847
MvSl-1064-A1-R4_MC02g03714	248.163	193.366
MvSl-1064-A1-R4_MC02g03715	288	219
MvSl-1064-A1-R4_MC02g03716	220	195
MvSl-1064-A1-R4_MC02g03717	581	358
MvSl-1064-A1-R4_MC02g03718	509	297
MvSl-1064-A1-R4_MC02g03719	118	124
MvSl-1064-A1-R4_MC02g03720	2297	1945
MvSl-1064-A1-R4_MC02g03721	2082	1886
MvSl-1064-A1-R4_MC02g03722	6106	4444
MvSl-1064-A1-R4_MC02g03723	3735	4113
MvSl-1064-A1-R4_MC02g03724	507	403
MvSl-1064-A1-R4_MC02g03725	514	583
MvSl-1064-A1-R4_MC02g03726	731	949
MvSl-1064-A1-R4_MC02g03727	776	661
MvSl-1064-A1-R4_MC02g03728	81	100
MvSl-1064-A1-R4_MC02g03729	69	85
MvSl-1064-A1-R4_MC02g03730	403	396
MvSl-1064-A1-R4_MC02g03731	57	48
MvSl-1064-A1-R4_MC02g03732	53	50
MvSl-1064-A1-R4_MC02g03733	580	673
MvSl-1064-A1-R4_MC02g03734	519	593
MvSl-1064-A1-R4_MC02g03735	3531	2762
MvSl-1064-A1-R4_MC02g03736	9923	6393
MvSl-1064-A1-R4_MC02g03737	4	10
MvSl-1064-A1-R4_MC02g03738	2257	2499
MvSl-1064-A1-R4_MC02g03739	5824	4636
MvSl-1064-A1-R4_MC02g03740	204	104
MvSl-1064-A1-R4_MC02g03741	515	596
MvSl-1064-A1-R4_MC02g03742	1734	2003
MvSl-1064-A1-R4_MC02g03743	278	406
MvSl-1064-A1-R4_MC02g03744	1887	998
MvSl-1064-A1-R4_MC02g03745	6003	4409
MvSl-1064-A1-R4_MC02g03746	1215	1064
MvSl-1064-A1-R4_MC02g03747	571	430
MvSl-1064-A1-R4_MC02g03748	2271	1426
MvSl-1064-A1-R4_MC02g03749	9499	5127
MvSl-1064-A1-R4_MC02g03750	327	214
MvSl-1064-A1-R4_MC02g03751	1055	1139
MvSl-1064-A1-R4_MC02g03752	3998	3789
MvSl-1064-A1-R4_MC02g03753	2043	1894
MvSl-1064-A1-R4_MC02g03754	1999	2084
MvSl-1064-A1-R4_MC02g03755	83	141
MvSl-1064-A1-R4_MC02g03756	2416	2229
MvSl-1064-A1-R4_MC02g03757	339	294
MvSl-1064-A1-R4_MC02g03758	742	680
MvSl-1064-A1-R4_MC02g03759	1862	1574
MvSl-1064-A1-R4_MC02g03760	219	256
MvSl-1064-A1-R4_MC02g03761	1933	1689
MvSl-1064-A1-R4_MC02g03762	374	356
MvSl-1064-A1-R4_MC02g03763	1060	901
MvSl-1064-A1-R4_MC02g03764	5709	3535
MvSl-1064-A1-R4_MC02g03765	13	22
MvSl-1064-A1-R4_MC02g03766	20	33
MvSl-1064-A1-R4_MC02g03767	15	20
MvSl-1064-A1-R4_MC02g03768	96.0028	64.1196
MvSl-1064-A1-R4_MC02g03769	1758	1968
MvSl-1064-A1-R4_MC02g03770	3189	2980
MvSl-1064-A1-R4_MC02g03771	3	2
MvSl-1064-A1-R4_MC02g03772	82.927	58.0295
MvSl-1064-A1-R4_MC02g03773	4.11663	0
MvSl-1064-A1-R4_MC02g03774	69	55
MvSl-1064-A1-R4_MC02g03775	2011	2029
MvSl-1064-A1-R4_MC02g03776	794	868
MvSl-1064-A1-R4_MC02g03777	3494	3271
MvSl-1064-A1-R4_MC02g03778	2286	2192
MvSl-1064-A1-R4_MC02g03779	9	8
MvSl-1064-A1-R4_MC02g03780	49	87
MvSl-1064-A1-R4_MC02g03781	2444	3594
MvSl-1064-A1-R4_MC02g03782	897	686
MvSl-1064-A1-R4_MC02g03783	3655	3313
MvSl-1064-A1-R4_MC02g03784	350	368
MvSl-1064-A1-R4_MC02g03785	582	507
MvSl-1064-A1-R4_MC02g03786	2865	3303
MvSl-1064-A1-R4_MC02g03787	3604	3209
MvSl-1064-A1-R4_MC02g03788	2722	3326
MvSl-1064-A1-R4_MC02g03789	925	1026
MvSl-1064-A1-R4_MC02g03790	902	885
MvSl-1064-A1-R4_MC02g03791	4563	3710
MvSl-1064-A1-R4_MC02g03792	397	499
MvSl-1064-A1-R4_MC02g03793	1934	1925
MvSl-1064-A1-R4_MC02g03794	2162	1548
MvSl-1064-A1-R4_MC02g03795	916	585
MvSl-1064-A1-R4_MC02g03796	1084	957
MvSl-1064-A1-R4_MC02g03797	778	545
MvSl-1064-A1-R4_MC02g03798	99	100
MvSl-1064-A1-R4_MC02g03799	1146	967
MvSl-1064-A1-R4_MC02g03800	851	901
MvSl-1064-A1-R4_MC02g03801	0	0
MvSl-1064-A1-R4_MC02g03802	88.6242	50.6824
MvSl-1064-A1-R4_MC02g03803	3242	3794
MvSl-1064-A1-R4_MC02g03804	199	227
MvSl-1064-A1-R4_MC02g03805	1.03726	3.34806
MvSl-1064-A1-R4_MC02g03806	0	0
MvSl-1064-A1-R4_MC02g03807	52.2202	72.3245
MvSl-1064-A1-R4_MC02g03808	466	525
MvSl-1064-A1-R4_MC02g03809	1979	1977
MvSl-1064-A1-R4_MC02g03810	1508	1495
MvSl-1064-A1-R4_MC02g03811	3206	2832
MvSl-1064-A1-R4_MC02g03812	383	299
MvSl-1064-A1-R4_MC02g03813	467	567
MvSl-1064-A1-R4_MC02g03814	198	167
MvSl-1064-A1-R4_MC02g03815	349	342
MvSl-1064-A1-R4_MC02g03816	1604	1512
MvSl-1064-A1-R4_MC02g03817	1202	1158
MvSl-1064-A1-R4_MC02g03818	876.331	1027.91
MvSl-1064-A1-R4_MC02g03819	809.691	911.234
MvSl-1064-A1-R4_MC02g03820	428.022	395.137
MvSl-1064-A1-R4_MC02g03821	3157	3634
MvSl-1064-A1-R4_MC02g03822	5070	3118
MvSl-1064-A1-R4_MC02g03823	1593	1480
MvSl-1064-A1-R4_MC02g03824	1410	1298
MvSl-1064-A1-R4_MC02g03825	973	695
MvSl-1064-A1-R4_MC02g03826	946	887
MvSl-1064-A1-R4_MC02g03827	2186	2089
MvSl-1064-A1-R4_MC02g03828	101	155
MvSl-1064-A1-R4_MC02g03829	232	273
MvSl-1064-A1-R4_MC02g03830	138	233
MvSl-1064-A1-R4_MC02g03831	1925	2250
MvSl-1064-A1-R4_MC02g03832	2546	2747
MvSl-1064-A1-R4_MC02g03833	444	324
MvSl-1064-A1-R4_MC02g03834	421.974	425.878
MvSl-1064-A1-R4_MC02g03835	46.104	37.8355
MvSl-1064-A1-R4_MC02g03836	1806	1952
MvSl-1064-A1-R4_MC02g03837	632	840
MvSl-1064-A1-R4_MC02g03838	649	538
MvSl-1064-A1-R4_MC02g03839	332	508
MvSl-1064-A1-R4_MC02g03840	1395	1305
MvSl-1064-A1-R4_MC02g03841	3139	5432
MvSl-1064-A1-R4_MC02g03842	2213	2332
MvSl-1064-A1-R4_MC02g03843	1301	989
MvSl-1064-A1-R4_MC02g03844	2181	2638
MvSl-1064-A1-R4_MC02g03845	2487	3190
MvSl-1064-A1-R4_MC02g03846	5437	5683
MvSl-1064-A1-R4_MC02g03847	1110	1060
MvSl-1064-A1-R4_MC02g03848	622	634
MvSl-1064-A1-R4_MC02g03849	11037	12460
MvSl-1064-A1-R4_MC02g03850	91	62
MvSl-1064-A1-R4_MC02g03851	20	22
MvSl-1064-A1-R4_MC02g03852	130	70
MvSl-1064-A1-R4_MC02g03853	3166	2540
MvSl-1064-A1-R4_MC02g03854	189.017	203.231
MvSl-1064-A1-R4_MC02g03855	43.9603	47.4491
MvSl-1064-A1-R4_MC02g03856	297.529	214.172
MvSl-1064-A1-R4_MC02g03857	2902.46	2388.58
MvSl-1064-A1-R4_MC02g03858	284.967	285.997
MvSl-1064-A1-R4_MC02g03859	113	112
MvSl-1064-A1-R4_MC02g03860	139.83	132.28
MvSl-1064-A1-R4_MC02g03864	3049	2758
MvSl-1064-A1-R4_MC02g03865	683	655
MvSl-1064-A1-R4_MC02g03866	1234	1149
MvSl-1064-A1-R4_MC02g03867	4454	3225
MvSl-1064-A1-R4_MC02g03868	3308.3	3452.98
MvSl-1064-A1-R4_MC02g03869	3016	2593
MvSl-1064-A1-R4_MC02g03870	1752	1831
MvSl-1064-A1-R4_MC02g03871	17.6565	12.1458
MvSl-1064-A1-R4_MC02g03872	176.348	183.567
MvSl-1064-A1-R4_MC02g03873	72.7623	54.0373
MvSl-1064-A1-R4_MC02g03874	357.691	348.546
MvSl-1064-A1-R4_MC02g03875	306	328
MvSl-1064-A1-R4_MC02g03876	133	126
MvSl-1064-A1-R4_MC02g03877	947	646
MvSl-1064-A1-R4_MC02g03878	170	229
MvSl-1064-A1-R4_MC02g03879	3089	5760
MvSl-1064-A1-R4_MC02g03880	472	467
MvSl-1064-A1-R4_MC02g03881	501.958	487.396
MvSl-1064-A1-R4_MC02g03882	305	342
MvSl-1064-A1-R4_MC02g03883	19	29
MvSl-1064-A1-R4_MC02g03884	2447	2324
MvSl-1064-A1-R4_MC02g03885	0	0
MvSl-1064-A1-R4_MC02g03887	50.8231	54.0997
MvSl-1064-A1-R4_MC02g03888	38.3855	52.3473
MvSl-1064-A1-R4_MC02g03889	726.801	841.273
MvSl-1064-A1-R4_MC02g03890	801	944
MvSl-1064-A1-R4_MC02g03891	428.976	511.415
MvSl-1064-A1-R4_MC02g03892	19	23.7093
MvSl-1064-A1-R4_MC02g03893	373.322	428.52
MvSl-1064-A1-R4_MC02g03894	1	2
MvSl-1064-A1-R4_MC02g03895	10	20
MvSl-1064-A1-R4_MC02g03896	474	302
MvSl-1064-A1-R4_MC02g03897	2560	2353
MvSl-1064-A1-R4_MC02g03898	322	296
MvSl-1064-A1-R4_MC02g03899	1491	1676
MvSl-1064-A1-R4_MC02g03900	3515	3688
MvSl-1064-A1-R4_MC02g03901	1	1
MvSl-1064-A1-R4_MC02g03902	966	917
MvSl-1064-A1-R4_MC02g03903	847	845
MvSl-1064-A1-R4_MC02g03904	879	742
MvSl-1064-A1-R4_MC02g03905	6281	9553
MvSl-1064-A1-R4_MC02g03906	1958	1555
MvSl-1064-A1-R4_MC02g03907	124	135
MvSl-1064-A1-R4_MC02g03908	471	336
MvSl-1064-A1-R4_MC02g03909	5021	4634
MvSl-1064-A1-R4_MC02g03910	2008	2150
MvSl-1064-A1-R4_MC02g03911	1104	713
MvSl-1064-A1-R4_MC02g03912	1497	1554
MvSl-1064-A1-R4_MC02g03913	820	939
MvSl-1064-A1-R4_MC02g03914	10.0258	11.0329
MvSl-1064-A1-R4_MC02g03915	133	153
MvSl-1064-A1-R4_MC02g03916	6043.74	4790.91
MvSl-1064-A1-R4_MC02g03917	1213	1031
MvSl-1064-A1-R4_MC02g03918	2283	2086
MvSl-1064-A1-R4_MC02g03919	3230.89	1848
MvSl-1064-A1-R4_MC02g03920	2199	2065
MvSl-1064-A1-R4_MC02g03921	362	427
MvSl-1064-A1-R4_MC02g03922	163	294
MvSl-1064-A1-R4_MC02g03923	3231	4001
MvSl-1064-A1-R4_MC02g03924	407.031	318.142
MvSl-1064-A1-R4_MC02g03925	102235	60491
MvSl-1064-A1-R4_MC02g03926	2662	2577
MvSl-1064-A1-R4_MC02g03927	19	16
MvSl-1064-A1-R4_MC02g03928	156	127
MvSl-1064-A1-R4_MC02g03929	1422	1040
MvSl-1064-A1-R4_MC02g03930	444	490
MvSl-1064-A1-R4_MC02g03931	1146	1185
MvSl-1064-A1-R4_MC02g03932	331	327
MvSl-1064-A1-R4_MC02g03933	5599	7509
MvSl-1064-A1-R4_MC02g03934	5	13
MvSl-1064-A1-R4_MC02g03935	1114	711
MvSl-1064-A1-R4_MC02g03936	1224	965
MvSl-1064-A1-R4_MC02g03937	2664	2659
MvSl-1064-A1-R4_MC02g03938	36	22
MvSl-1064-A1-R4_MC02g03939	5.31534	7.15258
MvSl-1064-A1-R4_MC02g03940	12.8837	12.9002
MvSl-1064-A1-R4_MC02g03941	45.8462	30.2716
MvSl-1064-A1-R4_MC02g03943	8	9
MvSl-1064-A1-R4_MC02g03944	1243	1401
MvSl-1064-A1-R4_MC02g03945	858	716
MvSl-1064-A1-R4_MC02g03946	286	247
MvSl-1064-A1-R4_MC02g03948	240.646	231.128
MvSl-1064-A1-R4_MC02g03949	40	49
MvSl-1064-A1-R4_MC02g03950	4966	7402
MvSl-1064-A1-R4_MC02g03951	1515	1318
MvSl-1064-A1-R4_MC02g03952	3858	3780
MvSl-1064-A1-R4_MC02g03953	296	597
MvSl-1064-A1-R4_MC02g03954	1149	1326
MvSl-1064-A1-R4_MC02g03955	2347	2504
MvSl-1064-A1-R4_MC02g03956	7	5
MvSl-1064-A1-R4_MC02g03957	263	234
MvSl-1064-A1-R4_MC02g03958	582	501
MvSl-1064-A1-R4_MC02g03959	333	316
MvSl-1064-A1-R4_MC02g03960	2797	2014
MvSl-1064-A1-R4_MC02g03961	1522	1235
MvSl-1064-A1-R4_MC02g03962	1120	1151
MvSl-1064-A1-R4_MC02g03963	446	692
MvSl-1064-A1-R4_MC02g03964	423	424
MvSl-1064-A1-R4_MC02g03965	1277	1449
MvSl-1064-A1-R4_MC02g03966	0	0
MvSl-1064-A1-R4_MC02g03967	627	814
MvSl-1064-A1-R4_MC02g03968	234	266
MvSl-1064-A1-R4_MC02g03969	1919	1673
MvSl-1064-A1-R4_MC02g03970	592	615
MvSl-1064-A1-R4_MC02g03971	760	626
MvSl-1064-A1-R4_MC02g03972	1913	2053
MvSl-1064-A1-R4_MC02g03973	709	1027
MvSl-1064-A1-R4_MC02g03974	1279	1405
MvSl-1064-A1-R4_MC02g03975	352	376
MvSl-1064-A1-R4_MC02g03976	523	613
MvSl-1064-A1-R4_MC02g03977	64	256
MvSl-1064-A1-R4_MC02g03978	172	182
MvSl-1064-A1-R4_MC02g03979	16651	16662
MvSl-1064-A1-R4_MC02g03980	841	813
MvSl-1064-A1-R4_MC02g03981	716	657
MvSl-1064-A1-R4_MC02g03982	88	170
MvSl-1064-A1-R4_MC02g03983	4565	3084
MvSl-1064-A1-R4_MC02g03984	617	387
MvSl-1064-A1-R4_MC02g03985	1135	816
MvSl-1064-A1-R4_MC02g03986	7852	7393
MvSl-1064-A1-R4_MC02g03987	2170	1645
MvSl-1064-A1-R4_MC02g03988	3906	3566
MvSl-1064-A1-R4_MC02g03989	891	712
MvSl-1064-A1-R4_MC02g03990	314	330
MvSl-1064-A1-R4_MC02g03991	1543	1708
MvSl-1064-A1-R4_MC02g03992	617	691
MvSl-1064-A1-R4_MC02g03993	700	633
MvSl-1064-A1-R4_MC02g03994	4797	4569
MvSl-1064-A1-R4_MC02g03995	5510	4786
MvSl-1064-A1-R4_MC02g03996	42	64
MvSl-1064-A1-R4_MC02g03997	278.921	156.119
MvSl-1064-A1-R4_MC02g03998	33.5157	24.0866
MvSl-1064-A1-R4_MC02g03999	25.5879	42.6742
MvSl-1064-A1-R4_MC02g04000	78.6932	121.556
MvSl-1064-A1-R4_MC02g04001	245.454	329.817
MvSl-1064-A1-R4_MC02g04002	219.699	186.122
MvSl-1064-A1-R4_MC02g04003	12	10
MvSl-1064-A1-R4_MC02g04004	602	525
MvSl-1064-A1-R4_MC02g04005	5246	4489
MvSl-1064-A1-R4_MC02g04006	991	900
MvSl-1064-A1-R4_MC02g04007	852	756
MvSl-1064-A1-R4_MC02g04008	3094	3964
MvSl-1064-A1-R4_MC02g04009	141	137
MvSl-1064-A1-R4_MC02g04010	43	61
MvSl-1064-A1-R4_MC02g04011	1507	1380
MvSl-1064-A1-R4_MC02g04012	488	566
MvSl-1064-A1-R4_MC02g04013	1265	1546
MvSl-1064-A1-R4_MC02g04014	224.668	317.86
MvSl-1064-A1-R4_MC02g04015	4785	3541
MvSl-1064-A1-R4_MC02g04016	276	296
MvSl-1064-A1-R4_MC02g04017	42	61
MvSl-1064-A1-R4_MC02g04018	2275	2279
MvSl-1064-A1-R4_MC02g04019	1018	851
MvSl-1064-A1-R4_MC02g04020	483	602
MvSl-1064-A1-R4_MC02g04021	872	831
MvSl-1064-A1-R4_MC02g04022	139	149
MvSl-1064-A1-R4_MC02g04023	18	28
MvSl-1064-A1-R4_MC02g04024	328	274
MvSl-1064-A1-R4_MC02g04025	145	131
MvSl-1064-A1-R4_MC02g04026	1213	1089
MvSl-1064-A1-R4_MC02g04027	2192	2018
MvSl-1064-A1-R4_MC02g04028	3	0
MvSl-1064-A1-R4_MC02g04029	798	719
MvSl-1064-A1-R4_MC02g04030	2675	3076
MvSl-1064-A1-R4_MC02g04031	3820	3754
MvSl-1064-A1-R4_MC02g04032	13	16
MvSl-1064-A1-R4_MC02g04033	1593.71	1755.65
MvSl-1064-A1-R4_MC02g04034	1436	1267
MvSl-1064-A1-R4_MC02g04035	1430	1284
MvSl-1064-A1-R4_MC02g04036	368	500
MvSl-1064-A1-R4_MC02g04037	1183	902
MvSl-1064-A1-R4_MC02g04038	713	470
MvSl-1064-A1-R4_MC02g04039	4184	3773
MvSl-1064-A1-R4_MC02g04040	7841	6694
MvSl-1064-A1-R4_MC02g04041	1121	2298
MvSl-1064-A1-R4_MC02g04042	9308	11747.2
MvSl-1064-A1-R4_MC02g04043	1661.11	1623.06
MvSl-1064-A1-R4_MC02g04044	5.00939	6.00339
MvSl-1064-A1-R4_MC02g04045	0	0
MvSl-1064-A1-R4_MC02g04046	2834	3585
MvSl-1064-A1-R4_MC02g04047	44	33
MvSl-1064-A1-R4_MC02g04048	7055	4469
MvSl-1064-A1-R4_MC02g04049	5775	5272
MvSl-1064-A1-R4_MC02g04050	2239	2310
MvSl-1064-A1-R4_MC02g04051	904	896
MvSl-1064-A1-R4_MC02g04052	1564	1375
MvSl-1064-A1-R4_MC02g04053	535	827
MvSl-1064-A1-R4_MC02g04054	567	487
MvSl-1064-A1-R4_MC02g04055	1950	1924
MvSl-1064-A1-R4_MC02g04056	2197	1735
MvSl-1064-A1-R4_MC02g04057	2670	2790
MvSl-1064-A1-R4_MC02g04058	2386	2508
MvSl-1064-A1-R4_MC02g04059	2026	1581
MvSl-1064-A1-R4_MC02g04060	72299	29916
MvSl-1064-A1-R4_MC02g04061	13	4
MvSl-1064-A1-R4_MC02g04062	1974	2160
MvSl-1064-A1-R4_MC02g04063	1280	1043
MvSl-1064-A1-R4_MC02g04064	4482	4417
MvSl-1064-A1-R4_MC02g04065	426	607
MvSl-1064-A1-R4_MC02g04066	333	442
MvSl-1064-A1-R4_MC02g04067	234	139
MvSl-1064-A1-R4_MC02g04068	4253	4099
MvSl-1064-A1-R4_MC02g04069	3534	2662
MvSl-1064-A1-R4_MC02g04070	1023	617
MvSl-1064-A1-R4_MC02g04071	568	544
MvSl-1064-A1-R4_MC02g04072	4.27242	5.75E-06
MvSl-1064-A1-R4_MC02g04073	5.16333	5.07475
MvSl-1064-A1-R4_MC02g04074	36	2
MvSl-1064-A1-R4_MC02g04075	2732	3096
MvSl-1064-A1-R4_MC02g04076	683	517
MvSl-1064-A1-R4_MC02g04077	152	187
MvSl-1064-A1-R4_MC02g04078	24	30
MvSl-1064-A1-R4_MC02g04080	25.5364	37.0558
MvSl-1064-A1-R4_MC02g04081	2.32578	0
MvSl-1064-A1-R4_MC02g04082	3993.29	4321.06
MvSl-1064-A1-R4_MC02g04083	1581	1445
MvSl-1064-A1-R4_MC02g04084	1689	1761
MvSl-1064-A1-R4_MC02g04085	4096	4195
MvSl-1064-A1-R4_MC02g04086	3137	2780
MvSl-1064-A1-R4_MC02g04087	286	525
MvSl-1064-A1-R4_MC02g04088	342	479
MvSl-1064-A1-R4_MC02g04089	1060	1029
MvSl-1064-A1-R4_MC02g04090	2794	3746
MvSl-1064-A1-R4_MC02g04091	1731	2737
MvSl-1064-A1-R4_MC02g04092	1221	1837
MvSl-1064-A1-R4_MC02g04093	12.4282	34.9445
MvSl-1064-A1-R4_MC02g04094	21.0494	31.8231
MvSl-1064-A1-R4_MC02g04095	1031	733
MvSl-1064-A1-R4_MC02g04096	3490	3768
MvSl-1064-A1-R4_MC02g04097	734	783
MvSl-1064-A1-R4_MC02g04098	294	341
MvSl-1064-A1-R4_MC02g04099	514	572
MvSl-1064-A1-R4_MC02g04100	529	504
MvSl-1064-A1-R4_MC02g04101	168	138
MvSl-1064-A1-R4_MC02g04102	656	899
MvSl-1064-A1-R4_MC02g04103	4763	4798
MvSl-1064-A1-R4_MC02g04104	790	727
MvSl-1064-A1-R4_MC02g04105	698	727
MvSl-1064-A1-R4_MC02g04106	514	483
MvSl-1064-A1-R4_MC02g04107	923	631
MvSl-1064-A1-R4_MC02g04108	854	882
MvSl-1064-A1-R4_MC02g04109	143	186
MvSl-1064-A1-R4_MC02g04110	893	520
MvSl-1064-A1-R4_MC02g04111	3271	3069
MvSl-1064-A1-R4_MC02g04112	0	2.24613
MvSl-1064-A1-R4_MC02g04114	238	143
MvSl-1064-A1-R4_MC02g04115	163	99
MvSl-1064-A1-R4_MC02g04116	1059	506
MvSl-1064-A1-R4_MC02g04117	24316	15710
MvSl-1064-A1-R4_MC02g04118	33	38
MvSl-1064-A1-R4_MC02g04119	1037	898
MvSl-1064-A1-R4_MC02g04120	1126	881
MvSl-1064-A1-R4_MC02g04121	708	1254
MvSl-1064-A1-R4_MC02g04122	298	251
MvSl-1064-A1-R4_MC02g04123	168	112
MvSl-1064-A1-R4_MC02g04124	2410	2155
MvSl-1064-A1-R4_MC02g04125	189	232
MvSl-1064-A1-R4_MC02g04126	2597	1931
MvSl-1064-A1-R4_MC02g04127	902	790
MvSl-1064-A1-R4_MC02g04128	162.675	182.493
MvSl-1064-A1-R4_MC02g04129	5613	3537
MvSl-1064-A1-R4_MC02g04130	3174	3089
MvSl-1064-A1-R4_MC02g04131	132	279
MvSl-1064-A1-R4_MC02g04132	3995	6817
MvSl-1064-A1-R4_MC02g04133	1127	1237
MvSl-1064-A1-R4_MC02g04134	2220	2212
MvSl-1064-A1-R4_MC02g04135	611	470
MvSl-1064-A1-R4_MC02g04136	671	542
MvSl-1064-A1-R4_MC02g04137	767	673
MvSl-1064-A1-R4_MC02g04138	2259	1894
MvSl-1064-A1-R4_MC02g04139	2538	2458
MvSl-1064-A1-R4_MC02g04140	2628	3187
MvSl-1064-A1-R4_MC02g04141	2712	2644
MvSl-1064-A1-R4_MC02g04142	14	17
MvSl-1064-A1-R4_MC02g04143	0	0
MvSl-1064-A1-R4_MC02g04144	3783	3772
MvSl-1064-A1-R4_MC02g04145	1562	1428
MvSl-1064-A1-R4_MC02g04146	2338	1876
MvSl-1064-A1-R4_MC02g04147	421	296
MvSl-1064-A1-R4_MC02g04148	1138	929
MvSl-1064-A1-R4_MC02g04149	1546	1813
MvSl-1064-A1-R4_MC02g04150	3115	2739
MvSl-1064-A1-R4_MC02g04151	1737	1360
MvSl-1064-A1-R4_MC02g04152	15713	18137
MvSl-1064-A1-R4_MC02g04153	2119	2054
MvSl-1064-A1-R4_MC02g04154	4887	4326
MvSl-1064-A1-R4_MC02g04155	715	589
MvSl-1064-A1-R4_MC02g04156	1454	1306
MvSl-1064-A1-R4_MC02g04157	1476	1280
MvSl-1064-A1-R4_MC02g04158	739	588
MvSl-1064-A1-R4_MC02g04159	303	324
MvSl-1064-A1-R4_MC02g04160	398	512
MvSl-1064-A1-R4_MC02g04161	495	521
MvSl-1064-A1-R4_MC02g04162	265	195
MvSl-1064-A1-R4_MC02g04163	1266	1308
MvSl-1064-A1-R4_MC02g04164	934	943
MvSl-1064-A1-R4_MC02g04165	78840	51817
MvSl-1064-A1-R4_MC02g04166	2112	1842
MvSl-1064-A1-R4_MC02g04167	2238	1739
MvSl-1064-A1-R4_MC02g04168	207	162
MvSl-1064-A1-R4_MC02g04169	1992.21	2162.33
MvSl-1064-A1-R4_MC02g04170	12	9
MvSl-1064-A1-R4_MC02g04171	1385	1053
MvSl-1064-A1-R4_MC02g04172	1108	912
MvSl-1064-A1-R4_MC02g04173	158.26	173.632
MvSl-1064-A1-R4_MC02g04174	0	0
MvSl-1064-A1-R4_MC02g04175	0	0
MvSl-1064-A1-R4_MC02g04176	769	391
MvSl-1064-A1-R4_MC02g04177	2287	2759
MvSl-1064-A1-R4_MC02g04178	700	513
MvSl-1064-A1-R4_MC02g04179	2113	1910
MvSl-1064-A1-R4_MC02g04180	788	652
MvSl-1064-A1-R4_MC02g04181	1753.12	1537.63
