target_id	a1s1	a1s2
MvSl-1064-A1-R4_MC05-2g06406	1973	1601
MvSl-1064-A1-R4_MC05-2g06407	0	3
MvSl-1064-A1-R4_MC05-2g06408	6377.76	15148.3
MvSl-1064-A1-R4_MC05-2g06409	2379	2704
MvSl-1064-A1-R4_MC05-2g06410	7	8
MvSl-1064-A1-R4_MC05-2g06411	136.153	99.4762
MvSl-1064-A1-R4_MC05-2g06412	348	343
MvSl-1064-A1-R4_MC05-2g06413	44.9131	40.935
MvSl-1064-A1-R4_MC05-2g06414	11.5418	18.0624
MvSl-1064-A1-R4_MC05-2g06415	2530	1676
MvSl-1064-A1-R4_MC05-2g06416	1909	1831
MvSl-1064-A1-R4_MC05-2g06417	3050	2960
MvSl-1064-A1-R4_MC05-2g06418	44.3309	49.9381
MvSl-1064-A1-R4_MC05-2g06419	30.7126	26.3351
MvSl-1064-A1-R4_MC05-2g06420	220.041	259.984
MvSl-1064-A1-R4_MC05-2g06421	99.1845	157.962
MvSl-1064-A1-R4_MC05-2g06422	328.117	290.88
MvSl-1064-A1-R4_MC05-2g06423	5.35477	7.40309
MvSl-1064-A1-R4_MC05-2g06424	91.4034	103.356
MvSl-1064-A1-R4_MC05-2g06425	265	266
MvSl-1064-A1-R4_MC05-2g06426	394	289
MvSl-1064-A1-R4_MC05-2g06427	1158	962
MvSl-1064-A1-R4_MC05-2g06428	48.8875	40
MvSl-1064-A1-R4_MC05-2g06429	302.888	365.555
MvSl-1064-A1-R4_MC05-2g06430	8220.96	5567.55
MvSl-1064-A1-R4_MC05-2g06431	82	54
MvSl-1064-A1-R4_MC05-2g06432	18894	12144.4
MvSl-1064-A1-R4_MC05-2g06433	52.6414	38.3544
MvSl-1064-A1-R4_MC05-2g06434	937	554
MvSl-1064-A1-R4_MC05-2g06435	1173	537
MvSl-1064-A1-R4_MC05-2g06436	877	805
MvSl-1064-A1-R4_MC05-2g06437	265.101	242.609
MvSl-1064-A1-R4_MC05-2g06438	420.691	342.019
MvSl-1064-A1-R4_MC05-2g06439	534	463
MvSl-1064-A1-R4_MC05-2g06440	4069.98	3530.95
MvSl-1064-A1-R4_MC05-2g06441	134.097	129.245
MvSl-1064-A1-R4_MC05-2g06442	67.3525	30.1659
MvSl-1064-A1-R4_MC05-2g06443	262	259
MvSl-1064-A1-R4_MC05-2g06444	3.29258	6.46343
MvSl-1064-A1-R4_MC05-2g06445	1104	1013
MvSl-1064-A1-R4_MC05-2g06446	2518	3463
MvSl-1064-A1-R4_MC05-2g06447	2	0
MvSl-1064-A1-R4_MC05-2g06448	555.803	673.017
MvSl-1064-A1-R4_MC05-2g06449	160.211	212.3
MvSl-1064-A1-R4_MC05-2g06450	445.721	385.467
MvSl-1064-A1-R4_MC05-2g06451	405.02	392.048
MvSl-1064-A1-R4_MC05-2g06452	127	134
MvSl-1064-A1-R4_MC05-2g06453	1286	1204
MvSl-1064-A1-R4_MC05-2g06454	3003	3118
MvSl-1064-A1-R4_MC05-2g06455	19.8329	14.9567
MvSl-1064-A1-R4_MC05-2g06456	431.498	412.346
MvSl-1064-A1-R4_MC05-2g06457	0	2.07089
MvSl-1064-A1-R4_MC05-2g06458	2735	2882
MvSl-1064-A1-R4_MC05-2g06459	7336	7617
MvSl-1064-A1-R4_MC05-2g06461	193.968	179.4
MvSl-1064-A1-R4_MC05-2g06462	77.4403	67.3431
MvSl-1064-A1-R4_MC05-2g06463	4167	3151
MvSl-1064-A1-R4_MC05-2g06464	1503	929
MvSl-1064-A1-R4_MC05-2g06465	11464	5958
MvSl-1064-A1-R4_MC05-2g06466	988	783
MvSl-1064-A1-R4_MC05-2g06467	2370	2352
MvSl-1064-A1-R4_MC05-2g06468	7103	4767
MvSl-1064-A1-R4_MC05-2g06469	1121	804
MvSl-1064-A1-R4_MC05-2g06470	626	468
MvSl-1064-A1-R4_MC05-2g06471	718.713	770.588
MvSl-1064-A1-R4_MC05-2g06472	330	367
MvSl-1064-A1-R4_MC05-2g06473	1289	644
MvSl-1064-A1-R4_MC05-2g06474	1022	1040
MvSl-1064-A1-R4_MC05-2g06475	1113	1036
MvSl-1064-A1-R4_MC05-2g06476	154	175
MvSl-1064-A1-R4_MC05-2g06477	3182	3155
MvSl-1064-A1-R4_MC05-2g06478	2245	2726
MvSl-1064-A1-R4_MC05-2g06479	4474	4404
MvSl-1064-A1-R4_MC05-2g06480	9173	8509
MvSl-1064-A1-R4_MC05-2g06481	105.416	140.893
MvSl-1064-A1-R4_MC05-2g06482	3.32359	6.58409
MvSl-1064-A1-R4_MC05-2g06483	589.446	572.078
MvSl-1064-A1-R4_MC05-2g06484	100	103
MvSl-1064-A1-R4_MC05-2g06485	369.311	471.676
MvSl-1064-A1-R4_MC05-3g06505	1321	1280
MvSl-1064-A1-R4_MC05-3g06506	4694	5649
MvSl-1064-A1-R4_MC05-3g06507	100	227
MvSl-1064-A1-R4_MC05-3g06508	872	980
MvSl-1064-A1-R4_MC05-3g06509	3193	4227
MvSl-1064-A1-R4_MC05-3g06510	568	713
MvSl-1064-A1-R4_MC05-3g06511	224	304
MvSl-1064-A1-R4_MC05-3g06512	60	54
MvSl-1064-A1-R4_MC05-3g06513	1001	1553
MvSl-1064-A1-R4_MC05-3g06514	10132	11155
MvSl-1064-A1-R4_MC05-3g06515	24774	21435
MvSl-1064-A1-R4_MC05-3g06516	763	896
MvSl-1064-A1-R4_MC05-3g06517	7491	6390
MvSl-1064-A1-R4_MC05-3g06518	5588	6849
MvSl-1064-A1-R4_MC05-3g06519	6555	5607
MvSl-1064-A1-R4_MC05-3g06520	11750	9977
MvSl-1064-A1-R4_MC05-3g06521	29286.7	24944
MvSl-1064-A1-R4_MC05-3g06522	86.7329	135.476
MvSl-1064-A1-R4_MC05-3g06523	27.1262	34.7266
MvSl-1064-A1-R4_MC05-3g06524	8	14
MvSl-1064-A1-R4_MC05-3g06525	840	991
MvSl-1064-A1-R4_MC05-3g06526	804	1314
MvSl-1064-A1-R4_MC05-3g06527	1346	1554
MvSl-1064-A1-R4_MC05-3g06528	3510	3282
MvSl-1064-A1-R4_MC05-3g06529	4320	4838
MvSl-1064-A1-R4_MC05-3g06530	971	781
MvSl-1064-A1-R4_MC05-3g06531	1793	1236
MvSl-1064-A1-R4_MC05-3g06532	21.8619	20.2312
MvSl-1064-A1-R4_MC05-3g06533	325.409	333.327
MvSl-1064-A1-R4_MC05-3g06534	45.0708	29.5042
MvSl-1064-A1-R4_MC05-3g06535	503	524
MvSl-1064-A1-R4_MC05-3g06536	29.2271	46.2508
MvSl-1064-A1-R4_MC05-3g06537	1	2
MvSl-1064-A1-R4_MC05-3g06538	568.264	551.792
MvSl-1064-A1-R4_MC05-3g06539	4344	3857
MvSl-1064-A1-R4_MC05-3g06540	913	940
MvSl-1064-A1-R4_MC05-3g06541	480	375
MvSl-1064-A1-R4_MC05-3g06542	2051	1873
MvSl-1064-A1-R4_MC05-3g06543	614	549
MvSl-1064-A1-R4_MC05-3g06544	432	278
MvSl-1064-A1-R4_MC05-3g06545	1676	1250
MvSl-1064-A1-R4_MC05-3g06546	11161	13186
MvSl-1064-A1-R4_MC05-3g06547	24512	34651
MvSl-1064-A1-R4_MC05-3g06548	1105	1020
MvSl-1064-A1-R4_MC05-3g06549	356	487
MvSl-1064-A1-R4_MC05-3g06550	1993	2290
MvSl-1064-A1-R4_MC05-3g06551	1228	1083
MvSl-1064-A1-R4_MC05-3g06552	3126	2310
MvSl-1064-A1-R4_MC05-3g06553	830	1092
MvSl-1064-A1-R4_MC05-3g06554	2245	1868
MvSl-1064-A1-R4_MC05-3g06555	925	1043
MvSl-1064-A1-R4_MC05-3g06556	794	1209
MvSl-1064-A1-R4_MC05-3g06557	46	63
MvSl-1064-A1-R4_MC05-3g06558	5	11
MvSl-1064-A1-R4_MC05-3g06559	0	0
MvSl-1064-A1-R4_MC05-3g06560	826	750
MvSl-1064-A1-R4_MC05-3g06561	1192	1018
MvSl-1064-A1-R4_MC05-3g06562	4315	4708
MvSl-1064-A1-R4_MC05-3g06563	1404.65	1402.19
MvSl-1064-A1-R4_MC05-3g06564	211.694	322.463
MvSl-1064-A1-R4_MC05-3g06565	95	233
MvSl-1064-A1-R4_MC05-3g06566	879.947	1522.06
MvSl-1064-A1-R4_MC05-3g06567	2222	2845
MvSl-1064-A1-R4_MC05-3g06568	444	453
MvSl-1064-A1-R4_MC05-3g06569	981	1000
MvSl-1064-A1-R4_MC05-3g06570	834	808
MvSl-1064-A1-R4_MC05-3g06571	1628	1748
MvSl-1064-A1-R4_MC05-3g06572	2327	2678
MvSl-1064-A1-R4_MC05-3g06573	4564	5384
MvSl-1064-A1-R4_MC05-3g06574	11460	11842
MvSl-1064-A1-R4_MC05-3g06575	20630	20732
MvSl-1064-A1-R4_MC05-3g06576	199	183
MvSl-1064-A1-R4_MC05-3g06577	1887.28	1725.29
MvSl-1064-A1-R4_MC05-3g06578	2609.14	2438.43
MvSl-1064-A1-R4_MC05-3g06579	14	16
MvSl-1064-A1-R4_MC05-3g06580	727	578
MvSl-1064-A1-R4_MC05-3g06581	3022	2920
MvSl-1064-A1-R4_MC05-3g06582	288	286
MvSl-1064-A1-R4_MC05-3g06583	1996	1781
MvSl-1064-A1-R4_MC05-3g06584	161	218
MvSl-1064-A1-R4_MC05-3g06585	124	138
MvSl-1064-A1-R4_MC05-3g06586	258	361
MvSl-1064-A1-R4_MC05-3g06587	742	1078
MvSl-1064-A1-R4_MC05-3g06588	634	1196
MvSl-1064-A1-R4_MC05-3g06589	471	766
MvSl-1064-A1-R4_MC05-3g06590	529	568
MvSl-1064-A1-R4_MC05-3g06591	685	595
MvSl-1064-A1-R4_MC05-3g06592	2130	2242
MvSl-1064-A1-R4_MC05-3g06593	28	30
MvSl-1064-A1-R4_MC05-3g06594	7773	8497
MvSl-1064-A1-R4_MC05-3g06595	55	69
MvSl-1064-A1-R4_MC05-3g06596	16	17
MvSl-1064-A1-R4_MC05-3g06597	26	32
MvSl-1064-A1-R4_MC05-3g06598	159.054	173.649
MvSl-1064-A1-R4_MC05-3g06599	491.512	529.733
MvSl-1064-A1-R4_MC05-3g06600	151	116
MvSl-1064-A1-R4_MC05-3g06601	456	442
MvSl-1064-A1-R4_MC05-3g06602	494	499
MvSl-1064-A1-R4_MC05-3g06603	1795	1884
MvSl-1064-A1-R4_MC05-3g06604	841	679
MvSl-1064-A1-R4_MC05-3g06605	230	226
MvSl-1064-A1-R4_MC05-3g06606	585	644
MvSl-1064-A1-R4_MC05-3g06607	1735	1346
MvSl-1064-A1-R4_MC05-3g06608	311.04	312.261
MvSl-1064-A1-R4_MC05-3g06609	2161	1763
MvSl-1064-A1-R4_MC05-3g06610	12980	18117
MvSl-1064-A1-R4_MC05-3g06611	1130	1981
MvSl-1064-A1-R4_MC05-3g06612	773	639
MvSl-1064-A1-R4_MC05-3g06613	595	573
MvSl-1064-A1-R4_MC05-3g06614	1529	1257
MvSl-1064-A1-R4_MC05-3g06615	817	709
MvSl-1064-A1-R4_MC05-3g06616	1375	1474
MvSl-1064-A1-R4_MC05-3g06617	10	9
MvSl-1064-A1-R4_MC05-3g06618	72341	87325
MvSl-1064-A1-R4_MC05-3g06619	599	607
MvSl-1064-A1-R4_MC05-3g06620	1973	1613
MvSl-1064-A1-R4_MC05-3g06621	77	116
MvSl-1064-A1-R4_MC05-3g06622	11067	13525
MvSl-1064-A1-R4_MC05-3g06623	2133	1222
MvSl-1064-A1-R4_MC05-3g06624	6778	6806
MvSl-1064-A1-R4_MC05-3g06625	1110	922
MvSl-1064-A1-R4_MC05-3g06626	3473	3563
MvSl-1064-A1-R4_MC05-3g06627	1223	1162
MvSl-1064-A1-R4_MC05-3g06628	4104	3285
MvSl-1064-A1-R4_MC05-3g06629	61	86
MvSl-1064-A1-R4_MC05-3g06630	1527	1283
MvSl-1064-A1-R4_MC05-3g06631	593	380
MvSl-1064-A1-R4_MC05-3g06632	1533	2276
MvSl-1064-A1-R4_MC05-3g06633	1120	1094
MvSl-1064-A1-R4_MC05-3g06634	547	606
MvSl-1064-A1-R4_MC05-3g06635	1069	843
MvSl-1064-A1-R4_MC05-3g06636	4948.48	4863.23
MvSl-1064-A1-R4_MC05-3g06637	2336	1583
MvSl-1064-A1-R4_MC05-3g06638	553	405
MvSl-1064-A1-R4_MC05-3g06639	731	574
MvSl-1064-A1-R4_MC05-3g06640	851	943
MvSl-1064-A1-R4_MC05-3g06641	1058	1838
MvSl-1064-A1-R4_MC05-3g06642	1630.77	938.502
MvSl-1064-A1-R4_MC05-3g06643	851	497
MvSl-1064-A1-R4_MC05-3g06644	4676.63	4975.97
MvSl-1064-A1-R4_MC05-3g06645	223.193	207.358
MvSl-1064-A1-R4_MC05-3g06646	82	109
MvSl-1064-A1-R4_MC05-3g06647	15553.5	14955.5
MvSl-1064-A1-R4_MC05-3g06648	6227	6906
MvSl-1064-A1-R4_MC05-3g06649	710	587
MvSl-1064-A1-R4_MC05-3g06650	9333	4770
MvSl-1064-A1-R4_MC05-3g06651	18130	10093
MvSl-1064-A1-R4_MC05-3g06652	1093	1100
MvSl-1064-A1-R4_MC05-3g06653	389	238
MvSl-1064-A1-R4_MC05-3g06654	2014	1663
MvSl-1064-A1-R4_MC05-3g06655	2183	1997
MvSl-1064-A1-R4_MC05-3g06656	1652	1671
MvSl-1064-A1-R4_MC05-3g06657	2294	2663
MvSl-1064-A1-R4_MC05-3g06658	996	1023
MvSl-1064-A1-R4_MC05-3g06659	922	716
MvSl-1064-A1-R4_MC05-3g06660	6886.6	7651.46
MvSl-1064-A1-R4_MC05-3g06661	1222	957
MvSl-1064-A1-R4_MC05-3g06662	2243	1683
MvSl-1064-A1-R4_MC05-3g06663	94	102
MvSl-1064-A1-R4_MC05-3g06664	598	592
MvSl-1064-A1-R4_MC05-3g06665	439	348
MvSl-1064-A1-R4_MC05-3g06666	2228.39	2299.55
MvSl-1064-A1-R4_MC05-3g06667	0	0
MvSl-1064-A1-R4_MC05-3g06668	1	3
MvSl-1064-A1-R4_MC05-3g06669	2514	2718
MvSl-1064-A1-R4_MC05-3g06670	145	86
MvSl-1064-A1-R4_MC05-3g06671	1275	882
MvSl-1064-A1-R4_MC05-3g06672	1112	1353
MvSl-1064-A1-R4_MC05-3g06673	748	797
MvSl-1064-A1-R4_MC05-3g06674	1881	2069
MvSl-1064-A1-R4_MC05-3g06675	10794	5921
MvSl-1064-A1-R4_MC05-3g06676	1248	1330
MvSl-1064-A1-R4_MC05-3g06677	1039	1022
MvSl-1064-A1-R4_MC05-3g06678	390	267
MvSl-1064-A1-R4_MC05-3g06679	8428	6279
MvSl-1064-A1-R4_MC05-3g06680	3161	3097
MvSl-1064-A1-R4_MC05-3g06681	7	9
MvSl-1064-A1-R4_MC05-3g06682	745	1210
MvSl-1064-A1-R4_MC05-3g06683	664	524
MvSl-1064-A1-R4_MC05-3g06684	2684	2258
MvSl-1064-A1-R4_MC05-3g06685	889	797
MvSl-1064-A1-R4_MC05-3g06686	661	640
MvSl-1064-A1-R4_MC05-3g06687	3632	3547
MvSl-1064-A1-R4_MC05-3g06688	2225	2530
MvSl-1064-A1-R4_MC05-3g06689	955	668
MvSl-1064-A1-R4_MC05-3g06690	6385	6259
MvSl-1064-A1-R4_MC05-3g06691	1564	1508
MvSl-1064-A1-R4_MC05-3g06692	594	464
MvSl-1064-A1-R4_MC05-3g06693	162	142
MvSl-1064-A1-R4_MC05-3g06694	1236	1454
MvSl-1064-A1-R4_MC05-3g06695	6	10.0799
MvSl-1064-A1-R4_MC05-3g06697	63.1497	86.579
MvSl-1064-A1-R4_MC05-3g06698	1555	1619
MvSl-1064-A1-R4_MC05-3g06699	1234	1104
MvSl-1064-A1-R4_MC05-3g06700	4324	3607
MvSl-1064-A1-R4_MC05-3g06701	2460	1639
MvSl-1064-A1-R4_MC05-3g06702	293	333
MvSl-1064-A1-R4_MC05-3g06703	451	530
MvSl-1064-A1-R4_MC05-3g06704	214.355	241.325
MvSl-1064-A1-R4_MC05-3g06705	1338	999
MvSl-1064-A1-R4_MC05-3g06706	215	306
MvSl-1064-A1-R4_MC05-3g06707	3756	3326
MvSl-1064-A1-R4_MC05-3g06708	1149	1127
MvSl-1064-A1-R4_MC05-3g06709	3460	3278
MvSl-1064-A1-R4_MC05-3g06710	2232	2285
MvSl-1064-A1-R4_MC05-3g06711	1398	1316
MvSl-1064-A1-R4_MC05-3g06712	487	630
MvSl-1064-A1-R4_MC05-3g06713	2179.4	2408.23
MvSl-1064-A1-R4_MC05-3g06714	1255	1163
MvSl-1064-A1-R4_MC05-3g06715	285	104
MvSl-1064-A1-R4_MC05-3g06716	372.607	363.604
MvSl-1064-A1-R4_MC05-3g06717	1365.04	1657.36
MvSl-1064-A1-R4_MC05-3g06718	416.54	507.268
MvSl-1064-A1-R4_MC05-3g06719	319	552
MvSl-1064-A1-R4_MC05-3g06720	604	377
MvSl-1064-A1-R4_MC05-3g06721	1934	1870
MvSl-1064-A1-R4_MC05-3g06722	416	329
MvSl-1064-A1-R4_MC05-3g06723	210	191
MvSl-1064-A1-R4_MC05-3g06724	3330	2940
MvSl-1064-A1-R4_MC05-3g06725	177	252
MvSl-1064-A1-R4_MC05-3g06726	604	396
MvSl-1064-A1-R4_MC05-3g06727	1174	1148
MvSl-1064-A1-R4_MC05-3g06728	3593	3566
MvSl-1064-A1-R4_MC05-3g06729	800	573
MvSl-1064-A1-R4_MC05-3g06730	1267	1041
MvSl-1064-A1-R4_MC05-3g06731	385.096	301.254
MvSl-1064-A1-R4_MC05-3g06732	84.7176	71.6027
MvSl-1064-A1-R4_MC05-3g06733	1019.83	1033.18
MvSl-1064-A1-R4_MC05-3g06734	3	10
MvSl-1064-A1-R4_MC05-3g06735	1480	1313
MvSl-1064-A1-R4_MC05-3g06736	4315	2791
MvSl-1064-A1-R4_MC05-3g06737	7379	6981
MvSl-1064-A1-R4_MC05-3g06738	1727	1914
MvSl-1064-A1-R4_MC05-3g06739	139	132
MvSl-1064-A1-R4_MC05-3g06740	2175	2836
MvSl-1064-A1-R4_MC05-3g06741	3605	3703
MvSl-1064-A1-R4_MC05-3g06742	1497.37	1403.85
MvSl-1064-A1-R4_MC05-3g06744	3.97266	2.51332
MvSl-1064-A1-R4_MC05-3g06745	10.3724	15.5585
MvSl-1064-A1-R4_MC05-3g06747	402.74	496.653
MvSl-1064-A1-R4_MC05-3g06748	0	0
MvSl-1064-A1-R4_MC05-3g06749	33	30
MvSl-1064-A1-R4_MC05-3g06750	5	5
MvSl-1064-A1-R4_MC05-3g06751	2181	2368
MvSl-1064-A1-R4_MC05-3g06752	2590	1945
MvSl-1064-A1-R4_MC05-3g06753	331	401
MvSl-1064-A1-R4_MC05-3g06754	314	360
MvSl-1064-A1-R4_MC05-3g06755	733	732
MvSl-1064-A1-R4_MC05-3g06756	1560	1328
MvSl-1064-A1-R4_MC05-3g06757	7677	11153
MvSl-1064-A1-R4_MC05-3g06758	584	762
MvSl-1064-A1-R4_MC05-3g06759	3	2
MvSl-1064-A1-R4_MC05-3g06760	4	7
MvSl-1064-A1-R4_MC05-3g06761	73	104
MvSl-1064-A1-R4_MC05-3g06762	206	214
MvSl-1064-A1-R4_MC05-3g06763	441	243
MvSl-1064-A1-R4_MC05-3g06764	1095	1080
MvSl-1064-A1-R4_MC05-3g06765	1021	1101
MvSl-1064-A1-R4_MC05-3g06766	2555	4167
MvSl-1064-A1-R4_MC05-3g06767	4997	5240
MvSl-1064-A1-R4_MC05-3g06768	1028	855
MvSl-1064-A1-R4_MC05-3g06769	12	12
MvSl-1064-A1-R4_MC05-3g06770	8	10
MvSl-1064-A1-R4_MC05-3g06771	3	1
MvSl-1064-A1-R4_MC05-3g06772	2685	2275
MvSl-1064-A1-R4_MC05-3g06773	514	502
MvSl-1064-A1-R4_MC05-3g06774	8634	10397
MvSl-1064-A1-R4_MC05-3g06775	993	660
MvSl-1064-A1-R4_MC05-3g06776	3640	3787
MvSl-1064-A1-R4_MC05-3g06777	866	774
MvSl-1064-A1-R4_MC05-3g06778	1089	662
MvSl-1064-A1-R4_MC05-3g06779	1347	1476
MvSl-1064-A1-R4_MC05-3g06780	634	246
MvSl-1064-A1-R4_MC05-3g06781	729	664
MvSl-1064-A1-R4_MC05-3g06782	2283	2466
MvSl-1064-A1-R4_MC05-3g06783	525	476
MvSl-1064-A1-R4_MC05-3g06784	554592	490387
MvSl-1064-A1-R4_MC05-3g06785	6786.7	6553.82
MvSl-1064-A1-R4_MC05-3g06786	257	407
MvSl-1064-A1-R4_MC05-3g06787	351.933	370.163
MvSl-1064-A1-R4_MC05-3g06788	16.5091	7.11616
MvSl-1064-A1-R4_MC05-3g06789	14.0539	11.5769
MvSl-1064-A1-R4_MC05-3g06790	0	0
MvSl-1064-A1-R4_MC05-3g06791	22	6
MvSl-1064-A1-R4_MC05-3g06792	1564.3	1459.18
MvSl-1064-A1-R4_MC05-3g06793	1	10
MvSl-1064-A1-R4_MC05-3g06795	633.983	602.51
MvSl-1064-A1-R4_MC05-3g06796	1176	984
MvSl-1064-A1-R4_MC05-3g06797	939	882
MvSl-1064-A1-R4_MC05-3g06798	509	435
MvSl-1064-A1-R4_MC05-3g06799	2046	1984
MvSl-1064-A1-R4_MC05-3g06800	163	109
MvSl-1064-A1-R4_MC05-3g06801	164	94
MvSl-1064-A1-R4_MC05-3g06802	9.06972	20.1665
MvSl-1064-A1-R4_MC05-3g06803	240	375
MvSl-1064-A1-R4_MC05-3g06804	114	161
MvSl-1064-A1-R4_MC05-3g06805	59	52
MvSl-1064-A1-R4_MC05-3g06806	16	62
MvSl-1064-A1-R4_MC05-3g06807	2395	2500
MvSl-1064-A1-R4_MC05-3g06808	1609	1766
MvSl-1064-A1-R4_MC05-3g06809	2128	1809
MvSl-1064-A1-R4_MC05-3g06811	784.735	770.714
MvSl-1064-A1-R4_MC05-3g06812	119.262	103.196
MvSl-1064-A1-R4_MC05-3g06813	183.86	147.959
MvSl-1064-A1-R4_MC05-3g06815	23.5238	26.4444
MvSl-1064-A1-R4_MC05-3g06817	5.35489	8.3062
MvSl-1064-A1-R4_MC05-3g06818	1666.71	1650.97
MvSl-1064-A1-R4_MC05-3g06819	8922.42	6844.24
MvSl-1064-A1-R4_MC05-3g06820	2036	2291
MvSl-1064-A1-R4_MC05-3g06821	658	418
MvSl-1064-A1-R4_MC05-3g06822	1880	1144
MvSl-1064-A1-R4_MC05-3g06823	904	904
MvSl-1064-A1-R4_MC05-3g06824	1190.35	1184.2
MvSl-1064-A1-R4_MC05-3g06825	11	9
MvSl-1064-A1-R4_MC05-3g06826	189	230
MvSl-1064-A1-R4_MC05-3g06827	90	118
MvSl-1064-A1-R4_MC05-3g06828	2201	2365
MvSl-1064-A1-R4_MC05-3g06829	3695	2824
MvSl-1064-A1-R4_MC05-3g06832	36.8917	42.8125
MvSl-1064-A1-R4_MC05-3g06833	296.319	320.707
MvSl-1064-A1-R4_MC05-3g06834	5.06699	27.6626
MvSl-1064-A1-R4_MC05-3g06835	0	3.08003
MvSl-1064-A1-R4_MC05-3g06836	40.6388	46.1425
MvSl-1064-A1-R4_MC05-3g06837	265.51	179.234
MvSl-1064-A1-R4_MC05-3g06838	14.1593	23.46
MvSl-1064-A1-R4_MC05-3g06839	0	0
MvSl-1064-A1-R4_MC05-3g06840	10	6
MvSl-1064-A1-R4_MC05-3g06841	1118.52	1025.1
MvSl-1064-A1-R4_MC05-3g06842	0	0
MvSl-1064-A1-R4_MC05-3g06843	438.795	544.36
MvSl-1064-A1-R4_MC06g06861	147.184	192.377
MvSl-1064-A1-R4_MC06g06862	7883	5385
MvSl-1064-A1-R4_MC06g06863	79	105
MvSl-1064-A1-R4_MC06g06864	92	77
MvSl-1064-A1-R4_MC06g06865	494.641	548
MvSl-1064-A1-R4_MC06g06866	116.947	140.898
MvSl-1064-A1-R4_MC06g06868	198	292
MvSl-1064-A1-R4_MC06g06869	126.993	130
MvSl-1064-A1-R4_MC06g06870	1968.18	1914.87
MvSl-1064-A1-R4_MC06g06871	2208.95	2260.67
MvSl-1064-A1-R4_MC06g06872	228.808	307.581
MvSl-1064-A1-R4_MC06g06873	6	3
MvSl-1064-A1-R4_MC06g06874	1385.84	1711.45
MvSl-1064-A1-R4_MC06g06875	330.343	714.325
MvSl-1064-A1-R4_MC06g06882	1449.13	1152.69
MvSl-1064-A1-R4_MC06g06883	806.519	708.07
MvSl-1064-A1-R4_MC06g06884	0	0
MvSl-1064-A1-R4_MC06g06885	4.15685	0
MvSl-1064-A1-R4_MC06g06886	4308	4713
MvSl-1064-A1-R4_MC06g06887	879	643
MvSl-1064-A1-R4_MC06g06888	3445	4475
MvSl-1064-A1-R4_MC06g06889	126	178
MvSl-1064-A1-R4_MC06g06890	418.179	513.874
MvSl-1064-A1-R4_MC06g06891	0	0
MvSl-1064-A1-R4_MC06g06893	1432	1201
MvSl-1064-A1-R4_MC06g06894	2091	1647
MvSl-1064-A1-R4_MC06g06895	687	501
MvSl-1064-A1-R4_MC06g06896	1926	1551
MvSl-1064-A1-R4_MC06g06897	374	294
MvSl-1064-A1-R4_MC06g06898	684	469
MvSl-1064-A1-R4_MC06g06899	403	373
MvSl-1064-A1-R4_MC06g06900	7	9
MvSl-1064-A1-R4_MC06g06901	827	788
MvSl-1064-A1-R4_MC06g06902	2774	2852
MvSl-1064-A1-R4_MC06g06903	1316	1268
MvSl-1064-A1-R4_MC06g06904	2187	2009
MvSl-1064-A1-R4_MC06g06905	0	1.58667
MvSl-1064-A1-R4_MC06g06907	258.539	278.41
MvSl-1064-A1-R4_MC06g06909	610.99	714.49
MvSl-1064-A1-R4_MC06g06910	731.328	692.73
MvSl-1064-A1-R4_MC06g06911	71.5562	89.8679
MvSl-1064-A1-R4_MC06g06912	1	7
MvSl-1064-A1-R4_MC06g06913	27	54
MvSl-1064-A1-R4_MC06g06914	578	519
MvSl-1064-A1-R4_MC06g06915	938	867
MvSl-1064-A1-R4_MC06g06916	234	188
MvSl-1064-A1-R4_MC06g06917	490	383
MvSl-1064-A1-R4_MC06g06918	101	81
MvSl-1064-A1-R4_MC06g06919	2174	2267
MvSl-1064-A1-R4_MC06g06920	26848	15445
MvSl-1064-A1-R4_MC06g06921	4265	3116
MvSl-1064-A1-R4_MC06g06922	217.639	173.659
MvSl-1064-A1-R4_MC06g06923	2189	2136
MvSl-1064-A1-R4_MC06g06924	2857	3315
MvSl-1064-A1-R4_MC06g06925	1	6
MvSl-1064-A1-R4_MC06g06926	569	460
MvSl-1064-A1-R4_MC06g06927	506.539	658.914
MvSl-1064-A1-R4_MC06g06928	122.879	117.865
MvSl-1064-A1-R4_MC06g06929	2688.37	3156.48
MvSl-1064-A1-R4_MC06g06930	1407	1127
MvSl-1064-A1-R4_MC06g06931	3561	2678
MvSl-1064-A1-R4_MC06g06932	6.05305	4.41669
MvSl-1064-A1-R4_MC06g06933	619.057	520.09
MvSl-1064-A1-R4_MC06g06934	1944	1970
MvSl-1064-A1-R4_MC06g06935	1517	1590
MvSl-1064-A1-R4_MC06g06936	4188	3780
MvSl-1064-A1-R4_MC06g06937	3123	2742
MvSl-1064-A1-R4_MC06g06938	1087.66	1059.66
MvSl-1064-A1-R4_MC06g06939	113.25	142.478
MvSl-1064-A1-R4_MC06g06940	108	104
MvSl-1064-A1-R4_MC06g06941	21	30
MvSl-1064-A1-R4_MC06g06942	84.1937	101.505
MvSl-1064-A1-R4_MC06g06943	972	735
MvSl-1064-A1-R4_MC06g06944	90	151
MvSl-1064-A1-R4_MC06g06945	27447	39735
MvSl-1064-A1-R4_MC06g06946	3849	4377
MvSl-1064-A1-R4_MC06g06947	2356	2911
MvSl-1064-A1-R4_MC06g06948	455	478
MvSl-1064-A1-R4_MC06g06949	1658	1569
