target_id	a2s1	a2s2
MvSl-1064-A2-R4_MC05g06894	585	657
MvSl-1064-A2-R4_MC05g06895	3676	2394
MvSl-1064-A2-R4_MC05g06896	1306	1505
MvSl-1064-A2-R4_MC05g06897	872	765
MvSl-1064-A2-R4_MC05g06898	912	1066
MvSl-1064-A2-R4_MC05g06899	5695.59	5456.74
MvSl-1064-A2-R4_MC05g06900	1879	2328
MvSl-1064-A2-R4_MC05g06901	493	574
MvSl-1064-A2-R4_MC05g06902	583	667
MvSl-1064-A2-R4_MC05g06903	1289	1069
MvSl-1064-A2-R4_MC05g06904	1818	1066
MvSl-1064-A2-R4_MC05g06905	1186.52	1384.93
MvSl-1064-A2-R4_MC05g06906	1160	1194
MvSl-1064-A2-R4_MC05g06907	6167.41	5925.76
MvSl-1064-A2-R4_MC05g06908	318.019	262.596
MvSl-1064-A2-R4_MC05g06909	143.159	100
MvSl-1064-A2-R4_MC05g06910	14634.5	14726.2
MvSl-1064-A2-R4_MC05g06911	6162	5257
MvSl-1064-A2-R4_MC05g06912	625	744
MvSl-1064-A2-R4_MC05g06913	3916	6672
MvSl-1064-A2-R4_MC05g06914	9462	13540
MvSl-1064-A2-R4_MC05g06915	1404	1459
MvSl-1064-A2-R4_MC05g06916	365	542
MvSl-1064-A2-R4_MC05g06917	1808	1788
MvSl-1064-A2-R4_MC05g06918	2272	2257
MvSl-1064-A2-R4_MC05g06919	1721	1546
MvSl-1064-A2-R4_MC05g06920	3122	2090
MvSl-1064-A2-R4_MC05g06921	1226	1159
MvSl-1064-A2-R4_MC05g06922	831	1080
MvSl-1064-A2-R4_MC05g06923	8585.55	7933.82
MvSl-1064-A2-R4_MC05g06924	1186	1231
MvSl-1064-A2-R4_MC05g06925	1821	2155
MvSl-1064-A2-R4_MC05g06926	122	104
MvSl-1064-A2-R4_MC05g06927	717	666
MvSl-1064-A2-R4_MC05g06928	395	376
MvSl-1064-A2-R4_MC05g06929	2587.91	2207.95
MvSl-1064-A2-R4_MC05g06930	1	0
MvSl-1064-A2-R4_MC05g06931	3	3
MvSl-1064-A2-R4_MC05g06932	2561	2323
MvSl-1064-A2-R4_MC05g06933	98	137
MvSl-1064-A2-R4_MC05g06934	1185	1422
MvSl-1064-A2-R4_MC05g06935	1654	1325
MvSl-1064-A2-R4_MC05g06936	963	882
MvSl-1064-A2-R4_MC05g06937	2437	2363
MvSl-1064-A2-R4_MC05g06938	5576	8551
MvSl-1064-A2-R4_MC05g06939	1591	1465
MvSl-1064-A2-R4_MC05g06940	1057	1164
MvSl-1064-A2-R4_MC05g06941	541	600
MvSl-1064-A2-R4_MC05g06942	6123	7272
MvSl-1064-A2-R4_MC05g06943	3182	3777
MvSl-1064-A2-R4_MC05g06944	14	9
MvSl-1064-A2-R4_MC05g06945	1212	675
MvSl-1064-A2-R4_MC05g06946	539	671
MvSl-1064-A2-R4_MC05g06947	2094	2332
MvSl-1064-A2-R4_MC05g06948	897	903
MvSl-1064-A2-R4_MC05g06949	563	654
MvSl-1064-A2-R4_MC05g06950	4481	4391
MvSl-1064-A2-R4_MC05g06951	2909	2475
MvSl-1064-A2-R4_MC05g06952	721	774
MvSl-1064-A2-R4_MC05g06953	8473	8085
MvSl-1064-A2-R4_MC05g06954	1600	1772
MvSl-1064-A2-R4_MC05g06955	516	571
MvSl-1064-A2-R4_MC05g06956	147	158
MvSl-1064-A2-R4_MC05g06957	1579	1240
MvSl-1064-A2-R4_MC05g06958	9	4.00535
MvSl-1064-A2-R4_MC05g06961	102.781	86.8062
MvSl-1064-A2-R4_MC05g06962	1866	1939
MvSl-1064-A2-R4_MC05g06963	1246	1364
MvSl-1064-A2-R4_MC05g06964	3755	4028
MvSl-1064-A2-R4_MC05g06965	1717	2150
MvSl-1064-A2-R4_MC05g06966	477	368
MvSl-1064-A2-R4_MC05g06967	432	462
MvSl-1064-A2-R4_MC05g06968	355.267	299.191
MvSl-1064-A2-R4_MC05g06969	1793	2311
MvSl-1064-A2-R4_MC05g06970	339	329
MvSl-1064-A2-R4_MC05g06971	2051	1908
MvSl-1064-A2-R4_MC05g06972	1838	1611
MvSl-1064-A2-R4_MC05g06973	5003	4890
MvSl-1064-A2-R4_MC05g06974	2619	2346
MvSl-1064-A2-R4_MC05g06975	1657	1673
MvSl-1064-A2-R4_MC05g06976	654	601
MvSl-1064-A2-R4_MC05g06977	2805	3062.59
MvSl-1064-A2-R4_MC05g06978	1395	1229
MvSl-1064-A2-R4_MC05g06979	184	398
MvSl-1064-A2-R4_MC05g06980	644.604	560.272
MvSl-1064-A2-R4_MC05g06981	1928.9	1550.3
MvSl-1064-A2-R4_MC05g06982	721.52	621.553
MvSl-1064-A2-R4_MC05g06983	545	439
MvSl-1064-A2-R4_MC05g06984	511	596
MvSl-1064-A2-R4_MC05g06985	1764	1817
MvSl-1064-A2-R4_MC05g06986	379	458
MvSl-1064-A2-R4_MC05g06987	184	226
MvSl-1064-A2-R4_MC05g06988	4307	4705
MvSl-1064-A2-R4_MC05g06989	272	268
MvSl-1064-A2-R4_MC05g06990	552	721
MvSl-1064-A2-R4_MC05g06991	1321	1587
MvSl-1064-A2-R4_MC05g06992	3824	3747
MvSl-1064-A2-R4_MC05g06993	644	858
MvSl-1064-A2-R4_MC05g06994	1330	1378
MvSl-1064-A2-R4_MC05g06995	177.324	185.663
MvSl-1064-A2-R4_MC05g06996	67.3929	60.1234
MvSl-1064-A2-R4_MC05g06997	5311.18	4592.49
MvSl-1064-A2-R4_MC05g06998	6	5
MvSl-1064-A2-R4_MC05g06999	1676	1728
MvSl-1064-A2-R4_MC05g07000	3483	5154
MvSl-1064-A2-R4_MC05g07001	6863	7556
MvSl-1064-A2-R4_MC05g07002	2313	2041
MvSl-1064-A2-R4_MC05g07003	175	204
MvSl-1064-A2-R4_MC05g07004	2781	2726
MvSl-1064-A2-R4_MC05g07005	4188	3966
MvSl-1064-A2-R4_MC05g07006	2531.37	2634.63
MvSl-1064-A2-R4_MC05g07008	6.33198	0
MvSl-1064-A2-R4_MC05g07009	19.4779	20.2815
MvSl-1064-A2-R4_MC05g07011	52.4854	56.1407
MvSl-1064-A2-R4_MC05g07012	0	1
MvSl-1064-A2-R4_MC05g07013	48	31
MvSl-1064-A2-R4_MC05g07014	2	7
MvSl-1064-A2-R4_MC05g07015	2504	2164
MvSl-1064-A2-R4_MC05g07016	1960	2387
MvSl-1064-A2-R4_MC05g07017	384	244
MvSl-1064-A2-R4_MC05g07018	322	245
MvSl-1064-A2-R4_MC05g07019	758	783
MvSl-1064-A2-R4_MC05g07020	1219	1839
MvSl-1064-A2-R4_MC05g07021	12372	8637
MvSl-1064-A2-R4_MC05g07022	910	778
MvSl-1064-A2-R4_MC05g07023	3	3
MvSl-1064-A2-R4_MC05g07024	51	17
MvSl-1064-A2-R4_MC05g07025	139	84
MvSl-1064-A2-R4_MC05g07026	237	272
MvSl-1064-A2-R4_MC05g07027	275	369
MvSl-1064-A2-R4_MC05g07028	1129	1113
MvSl-1064-A2-R4_MC05g07029	1283	1459
MvSl-1064-A2-R4_MC05g07030	5674	3478
MvSl-1064-A2-R4_MC05g07031	5056	4420
MvSl-1064-A2-R4_MC05g07032	1034	968
MvSl-1064-A2-R4_MC05g07033	19	40
MvSl-1064-A2-R4_MC05g07034	9	11
MvSl-1064-A2-R4_MC05g07035	1	0
MvSl-1064-A2-R4_MC05g07036	2261	2559
MvSl-1064-A2-R4_MC05g07037	571	636
MvSl-1064-A2-R4_MC05g07038	11017	10172
MvSl-1064-A2-R4_MC05g07039	879	1041
MvSl-1064-A2-R4_MC05g07040	4196	4607
MvSl-1064-A2-R4_MC05g07041	817	890
MvSl-1064-A2-R4_MC05g07042	631	716
MvSl-1064-A2-R4_MC05g07043	1735	1710
MvSl-1064-A2-R4_MC05g07044	281	630
MvSl-1064-A2-R4_MC05g07045	690	701
MvSl-1064-A2-R4_MC05g07046	2887	2701
MvSl-1064-A2-R4_MC05g07047	350	485
MvSl-1064-A2-R4_MC05g07048	1.40E+06	1.16E+06
MvSl-1064-A2-R4_MC05g07049	8793.88	7843.47
MvSl-1064-A2-R4_MC05g07050	587	350
MvSl-1064-A2-R4_MC05g07051	661.564	551.821
MvSl-1064-A2-R4_MC05g07052	19.8893	15.2963
MvSl-1064-A2-R4_MC05g07053	27.5741	15.485
MvSl-1064-A2-R4_MC05g07054	0	0
MvSl-1064-A2-R4_MC05g07055	23	23
MvSl-1064-A2-R4_MC05g07056	2032.12	2054.53
MvSl-1064-A2-R4_MC05g07057	1	3
MvSl-1064-A2-R4_MC05g07059	479.739	987.388
MvSl-1064-A2-R4_MC05g07060	1158	1313
MvSl-1064-A2-R4_MC05g07061	1291	1431
MvSl-1064-A2-R4_MC05g07062	497	564
MvSl-1064-A2-R4_MC05g07063	2389	1830
MvSl-1064-A2-R4_MC05g07064	172	165
MvSl-1064-A2-R4_MC05g07065	108	131
MvSl-1064-A2-R4_MC05g07066	35.1645	17
MvSl-1064-A2-R4_MC05g07067	640	364
MvSl-1064-A2-R4_MC05g07068	197	151
MvSl-1064-A2-R4_MC05g07069	94	52
MvSl-1064-A2-R4_MC05g07070	81	23
MvSl-1064-A2-R4_MC05g07071	2289	2491
MvSl-1064-A2-R4_MC05g07072	1907	1698
MvSl-1064-A2-R4_MC05g07073	1769	2188
MvSl-1064-A2-R4_MC05g07075	867.254	894.834
MvSl-1064-A2-R4_MC05g07076	68.4893	79.1052
MvSl-1064-A2-R4_MC05g07077	1129.86	891.852
MvSl-1064-A2-R4_MC05g07079	27.8182	23.8333
MvSl-1064-A2-R4_MC05g07081	16.8988	9.55445
MvSl-1064-A2-R4_MC05g07082	1760.07	1724.9
MvSl-1064-A2-R4_MC05g07083	5856.52	7788.97
MvSl-1064-A2-R4_MC05g07084	2545	2355
MvSl-1064-A2-R4_MC05g07085	574	759
MvSl-1064-A2-R4_MC05g07086	1538	1846
MvSl-1064-A2-R4_MC05g07087	1094	1195
MvSl-1064-A2-R4_MC05g07088	1255.52	1307.37
MvSl-1064-A2-R4_MC05g07089	5	3
MvSl-1064-A2-R4_MC05g07090	166	164
MvSl-1064-A2-R4_MC05g07091	286	142
MvSl-1064-A2-R4_MC05g07092	2561	2448
MvSl-1064-A2-R4_MC05g07093	3175	3571
MvSl-1064-A2-R4_MC05g07096	59.4259	62.8063
MvSl-1064-A2-R4_MC05g07097	662.207	508.964
MvSl-1064-A2-R4_MC05g07098	21.5193	10.5142
MvSl-1064-A2-R4_MC05g07099	3.60372	0.746857
MvSl-1064-A2-R4_MC05g07100	74.6794	43.5285
MvSl-1064-A2-R4_MC05g07101	258.574	317.181
MvSl-1064-A2-R4_MC05g07102	46.1854	25.7882
MvSl-1064-A2-R4_MC05g07103	1.19933	0
MvSl-1064-A2-R4_MC05g07104	10	5
MvSl-1064-A2-R4_MC05g07105	1430.95	1308.15
MvSl-1064-A2-R4_MC05g07106	0	0
MvSl-1064-A2-R4_MC05g07107	751.296	565.55
MvSl-1064-A2-R4_MC06-1g07117	1030.89	746.853
MvSl-1064-A2-R4_MC06-1g07124	231.107	172.877
MvSl-1064-A2-R4_MC06-1g07125	5823	8395
MvSl-1064-A2-R4_MC06-1g07126	177	111
MvSl-1064-A2-R4_MC06-1g07127	129.866	100.902
MvSl-1064-A2-R4_MC06-1g07128	710	631.591
MvSl-1064-A2-R4_MC06-1g07129	148.782	122.453
MvSl-1064-A2-R4_MC06-1g07131	671	495
MvSl-1064-A2-R4_MC06-1g07132	222.999	194.996
MvSl-1064-A2-R4_MC06-1g07133	2726.3	2449.26
MvSl-1064-A2-R4_MC06-1g07134	3122.4	2805.69
MvSl-1064-A2-R4_MC06-1g07135	352.639	336.529
MvSl-1064-A2-R4_MC06-1g07136	4	1
MvSl-1064-A2-R4_MC06-1g07137	1624.13	1698.62
MvSl-1064-A2-R4_MC06-1g07138	1012.28	1405.58
MvSl-1064-A2-R4_MC06-1g07145	1098.48	481.865
MvSl-1064-A2-R4_MC06-1g07146	891.588	563.312
MvSl-1064-A2-R4_MC06-1g07147	0	1
MvSl-1064-A2-R4_MC06-1g07148	1.01438	4.22768
MvSl-1064-A2-R4_MC06-1g07149	5660	5327
MvSl-1064-A2-R4_MC06-1g07150	665	842
MvSl-1064-A2-R4_MC06-1g07151	5699	4122
MvSl-1064-A2-R4_MC06-1g07152	152	143
MvSl-1064-A2-R4_MC06-1g07153	1199.75	599.733
MvSl-1064-A2-R4_MC06-1g07154	1	1
MvSl-1064-A2-R4_MC06-1g07156	1011	1236
MvSl-1064-A2-R4_MC06-1g07157	2246	2827
MvSl-1064-A2-R4_MC06-1g07158	611	795
MvSl-1064-A2-R4_MC06-1g07159	970	998
MvSl-1064-A2-R4_MC06-1g07160	371	397
MvSl-1064-A2-R4_MC06-1g07161	520	707
MvSl-1064-A2-R4_MC06-1g07162	364	438
MvSl-1064-A2-R4_MC06-1g07163	13	15
MvSl-1064-A2-R4_MC06-1g07164	929	1052
MvSl-1064-A2-R4_MC06-1g07165	3278	3421
MvSl-1064-A2-R4_MC06-1g07166	1759	1789
MvSl-1064-A2-R4_MC06-1g07167	2354	2152
MvSl-1064-A2-R4_MC06-1g07168	1.52812	1.4359
MvSl-1064-A2-R4_MC06-1g07170	1145.55	910.142
MvSl-1064-A2-R4_MC06-1g07172	1106.99	1136.92
MvSl-1064-A2-R4_MC06-1g07173	1732.66	1321.81
MvSl-1064-A2-R4_MC06-1g07174	75.7577	51.8246
MvSl-1064-A2-R4_MC06-1g07175	11	1
MvSl-1064-A2-R4_MC06-1g07176	188	62
MvSl-1064-A2-R4_MC06-1g07177	497	548
MvSl-1064-A2-R4_MC06-1g07178	658	815
MvSl-1064-A2-R4_MC06-1g07179	147	248
MvSl-1064-A2-R4_MC06-1g07180	277	392
MvSl-1064-A2-R4_MC06-1g07181	112	147
MvSl-1064-A2-R4_MC06-1g07182	2328	2643
MvSl-1064-A2-R4_MC06-1g07183	17184	26938
MvSl-1064-A2-R4_MC06-1g07184	3077	3556
MvSl-1064-A2-R4_MC06-1g07185	281.186	275.46
MvSl-1064-A2-R4_MC06-1g07186	2628	2795
MvSl-1064-A2-R4_MC06-1g07187	3585	2873
MvSl-1064-A2-R4_MC06-1g07188	3	9
MvSl-1064-A2-R4_MC06-1g07189	518	582
MvSl-1064-A2-R4_MC06-1g07190	691.694	662.498
MvSl-1064-A2-R4_MC06-1g07191	89.7252	103.931
MvSl-1064-A2-R4_MC06-1g07192	6497.83	5533.84
MvSl-1064-A2-R4_MC06-1g07193	1313	1515
MvSl-1064-A2-R4_MC06-1g07194	2922	3842
MvSl-1064-A2-R4_MC06-1g07195	13.4395	10.8643
MvSl-1064-A2-R4_MC06-1g07196	447	448
MvSl-1064-A2-R4_MC06-1g07197	2304	2188
MvSl-1064-A2-R4_MC06-1g07198	1852	1811
MvSl-1064-A2-R4_MC06-1g07199	3197	4816
MvSl-1064-A2-R4_MC06-1g07200	2808	2710
MvSl-1064-A2-R4_MC06-1g07201	1058.79	1166.15
MvSl-1064-A2-R4_MC06-1g07202	196.76	167.609
MvSl-1064-A2-R4_MC06-1g07203	327	140
MvSl-1064-A2-R4_MC06-1g07204	34	21
MvSl-1064-A2-R4_MC06-1g07205	111.257	89.2492
MvSl-1064-A2-R4_MC06-1g07206	1464	1953
MvSl-1064-A2-R4_MC06-1g07207	41	29
MvSl-1064-A2-R4_MC06-1g07208	6084	3910
MvSl-1064-A2-R4_MC06-1g07209	830	719
MvSl-1064-A2-R4_MC06-1g07210	413	347
MvSl-1064-A2-R4_MC06-1g07211	523	477
MvSl-1064-A2-R4_MC06-1g07212	1852	2035
MvSl-1064-A2-R4_MC06-1g07213	1986	1907
MvSl-1064-A2-R4_MC06-1g07214	4971	3313
MvSl-1064-A2-R4_MC06-1g07215	1284	1495
MvSl-1064-A2-R4_MC06-1g07216	683	842
MvSl-1064-A2-R4_MC06-1g07217	2598	2370
MvSl-1064-A2-R4_MC06-1g07218	12	11
MvSl-1064-A2-R4_MC06-1g07219	86	55
MvSl-1064-A2-R4_MC06-1g07220	1124	884
MvSl-1064-A2-R4_MC06-1g07221	6055	5633
MvSl-1064-A2-R4_MC06-1g07222	2454	2300
MvSl-1064-A2-R4_MC06-1g07223	894	748
MvSl-1064-A2-R4_MC06-1g07224	0	3
MvSl-1064-A2-R4_MC06-1g07225	468	493
MvSl-1064-A2-R4_MC06-1g07226	3005	3172
MvSl-1064-A2-R4_MC06-1g07227	2177	2021
MvSl-1064-A2-R4_MC06-1g07228	283	281
MvSl-1064-A2-R4_MC06-1g07229	1614	1503
MvSl-1064-A2-R4_MC06-1g07230	25	65
MvSl-1064-A2-R4_MC06-1g07231	2542	3092
MvSl-1064-A2-R4_MC06-1g07232	1643	1864
MvSl-1064-A2-R4_MC06-1g07233	1810	1532
MvSl-1064-A2-R4_MC06-1g07234	572.541	365.606
MvSl-1064-A2-R4_MC06-1g07235	138.784	152.875
MvSl-1064-A2-R4_MC06-1g07236	2841	2715
MvSl-1064-A2-R4_MC06-1g07237	1608	1880
MvSl-1064-A2-R4_MC06-1g07238	1765	1575
MvSl-1064-A2-R4_MC06-1g07239	29	19
MvSl-1064-A2-R4_MC06-1g07240	1082	1110
MvSl-1064-A2-R4_MC06-1g07241	2174	1260
MvSl-1064-A2-R4_MC06-1g07242	4067	3805
MvSl-1064-A2-R4_MC06-1g07243	2632	2803
MvSl-1064-A2-R4_MC06-1g07244	589	696
MvSl-1064-A2-R4_MC06-1g07245	759	859
MvSl-1064-A2-R4_MC06-1g07246	3003	3292
MvSl-1064-A2-R4_MC06-1g07247	1555	1478
MvSl-1064-A2-R4_MC06-1g07248	341.265	232.682
MvSl-1064-A2-R4_MC06-1g07249	1216	1463
MvSl-1064-A2-R4_MC06-1g07250	267	312
MvSl-1064-A2-R4_MC06-1g07251	574	747
MvSl-1064-A2-R4_MC06-1g07252	89	64
MvSl-1064-A2-R4_MC06-1g07253	105.248	78.6483
MvSl-1064-A2-R4_MC06-1g07254	24	19
MvSl-1064-A2-R4_MC06-1g07255	173.752	148.352
MvSl-1064-A2-R4_MC06-1g07256	3012	3150
MvSl-1064-A2-R4_MC06-1g07257	89	44
MvSl-1064-A2-R4_MC06-1g07258	1273	1207
MvSl-1064-A2-R4_MC06-1g07260	42.9938	25.0351
MvSl-1064-A2-R4_MC06-1g07261	43	20
MvSl-1064-A2-R4_MC06-1g07262	10702	7574
MvSl-1064-A2-R4_MC06-1g07263	1516	1445
MvSl-1064-A2-R4_MC06-1g07264	3297	3454
MvSl-1064-A2-R4_MC06-1g07265	2048.27	2138
MvSl-1064-A2-R4_MC06-1g07266	1501.66	1357.2
MvSl-1064-A2-R4_MC06-1g07267	7161	6926
MvSl-1064-A2-R4_MC06-1g07268	385	420
MvSl-1064-A2-R4_MC06-1g07269	100	90
MvSl-1064-A2-R4_MC06-1g07270	1	0
MvSl-1064-A2-R4_MC06-1g07271	2	0
MvSl-1064-A2-R4_MC06-1g07272	14.3433	2.80066
MvSl-1064-A2-R4_MC06-1g07273	3635	4290
MvSl-1064-A2-R4_MC06-1g07274	1832	1932
MvSl-1064-A2-R4_MC06-1g07275	2268	2040
MvSl-1064-A2-R4_MC06-1g07276	585	378
MvSl-1064-A2-R4_MC06-1g07277	5255	5049
MvSl-1064-A2-R4_MC06-1g07278	3205	3893
MvSl-1064-A2-R4_MC06-1g07279	2215	2010
MvSl-1064-A2-R4_MC06-1g07280	2034	2193.65
MvSl-1064-A2-R4_MC06-1g07281	389	356
MvSl-1064-A2-R4_MC06-1g07282	262	154
MvSl-1064-A2-R4_MC06-1g07283	427	478
MvSl-1064-A2-R4_MC06-1g07284	1527	1295
MvSl-1064-A2-R4_MC06-1g07285	9	9
MvSl-1064-A2-R4_MC06-1g07286	78	92
MvSl-1064-A2-R4_MC06-1g07287	519	513
MvSl-1064-A2-R4_MC06-1g07288	5026	4715
MvSl-1064-A2-R4_MC06-1g07289	2680	2620
MvSl-1064-A2-R4_MC06-1g07290	1642	2104
MvSl-1064-A2-R4_MC06-1g07291	1672	1783
MvSl-1064-A2-R4_MC06-1g07292	192	126
MvSl-1064-A2-R4_MC06-1g07293	1916	1162
MvSl-1064-A2-R4_MC06-1g07294	4045	3935
MvSl-1064-A2-R4_MC06-2g07302	1150	1041
MvSl-1064-A2-R4_MC06-2g07303	3114	3683
MvSl-1064-A2-R4_MC06-2g07304	1265	1562
MvSl-1064-A2-R4_MC06-2g07305	850	906
MvSl-1064-A2-R4_MC06-2g07306	698	867
MvSl-1064-A2-R4_MC06-2g07307	420	326
MvSl-1064-A2-R4_MC06-2g07308	2771	2638
MvSl-1064-A2-R4_MC06-2g07309	2989	2922
MvSl-1064-A2-R4_MC06-2g07310	2	0
MvSl-1064-A2-R4_MC06-2g07311	2023	2219
MvSl-1064-A2-R4_MC06-2g07312	256	217
MvSl-1064-A2-R4_MC06-2g07313	4	3
MvSl-1064-A2-R4_MC06-2g07314	1058	1171
MvSl-1064-A2-R4_MC06-2g07315	5	3
MvSl-1064-A2-R4_MC06-2g07316	751.685	686.128
MvSl-1064-A2-R4_MC06-2g07317	14.5008	10.1846
MvSl-1064-A2-R4_MC06-2g07318	14.7002	10.9464
MvSl-1064-A2-R4_MC06-2g07319	689	831
MvSl-1064-A2-R4_MC06-2g07320	701	728
MvSl-1064-A2-R4_MC06-2g07321	1614	2120
MvSl-1064-A2-R4_MC06-2g07322	7922	11618
MvSl-1064-A2-R4_MC06-2g07323	235.066	228.906
MvSl-1064-A2-R4_MC06-2g07324	21.4727	27.5103
MvSl-1064-A2-R4_MC06-2g07325	5065.56	4509.52
MvSl-1064-A2-R4_MC06-2g07326	68	50
MvSl-1064-A2-R4_MC06-2g07327	5.04164	8.04591
MvSl-1064-A2-R4_MC06-2g07328	137.555	139.821
MvSl-1064-A2-R4_MC06-2g07329	229.619	131.502
MvSl-1064-A2-R4_MC06-2g07330	0	0
MvSl-1064-A2-R4_MC06-2g07331	1046.18	1723.91
MvSl-1064-A2-R4_MC06-2g07332	31.209	39.0187
MvSl-1064-A2-R4_MC06-2g07333	11.0944	11.1919
MvSl-1064-A2-R4_MC06-2g07334	11	7
MvSl-1064-A2-R4_MC06-2g07335	109.717	55.4091
MvSl-1064-A2-R4_MC06-2g07336	0	0
MvSl-1064-A2-R4_MC06-2g07337	7.07225	8
MvSl-1064-A2-R4_MC06-2g07338	1336.89	1415.37
MvSl-1064-A2-R4_MC06-2g07339	374.262	317.121
MvSl-1064-A2-R4_MC06-2g07340	4	4.02752
MvSl-1064-A2-R4_MC06-2g07341	320.492	299.644
MvSl-1064-A2-R4_MC06-2g07342	77.3162	154.131
MvSl-1064-A2-R4_MC06-2g07343	74.2102	94.1988
MvSl-1064-A2-R4_MC06-2g07344	24.6754	28.1708
MvSl-1064-A2-R4_MC06-2g07345	5.00072	10.6392
MvSl-1064-A2-R4_MC06-2g07346	241.486	212.798
MvSl-1064-A2-R4_MC06-2g07347	0	0
MvSl-1064-A2-R4_MC06-2g07348	0	0
MvSl-1064-A2-R4_MC06-2g07350	0	0
MvSl-1064-A2-R4_MC06-2g07351	52.7413	13.3008
MvSl-1064-A2-R4_MC06-2g07352	5.46871	0
MvSl-1064-A2-R4_MC06-2g07353	104.655	73.6926
MvSl-1064-A2-R4_MC06-2g07354	0	1.33781
MvSl-1064-A2-R4_MC06-2g07355	14.9639	11.5717
MvSl-1064-A2-R4_MC06-2g07356	107.129	91.8157
MvSl-1064-A2-R4_MC06-2g07357	0	0
MvSl-1064-A2-R4_MC06-2g07358	42.5288	31.5193
MvSl-1064-A2-R4_MC06-2g07359	0	0
MvSl-1064-A2-R4_MC06-2g07360	0	0
MvSl-1064-A2-R4_MC06-2g07361	11.888	0
MvSl-1064-A2-R4_MC06-2g07362	23.6163	11.2444
MvSl-1064-A2-R4_MC06-2g07363	0	0
MvSl-1064-A2-R4_MC06-2g07364	256.439	181.67
MvSl-1064-A2-R4_MC06-2g07365	0	2.59704
MvSl-1064-A2-R4_MC06-2g07366	3.96348	5.14055
MvSl-1064-A2-R4_MC06-2g07367	163.288	121.077
MvSl-1064-A2-R4_MC06-2g07368	8.95338	0
MvSl-1064-A2-R4_MC06-2g07369	0.000158529	0
MvSl-1064-A2-R4_MC06-2g07370	0	2.22874
MvSl-1064-A2-R4_MC06-2g07371	15.8769	8.41491
MvSl-1064-A2-R4_MC06-2g07372	22.8747	7.4893
MvSl-1064-A2-R4_MC06-2g07373	0	0
MvSl-1064-A2-R4_MC06-2g07374	0	0
MvSl-1064-A2-R4_MC06-2g07375	8.14398	5.0993
MvSl-1064-A2-R4_MC06-2g07376	31.2544	35.1068
MvSl-1064-A2-R4_MC06-2g07377	392.232	360.904
MvSl-1064-A2-R4_MC06-2g07378	1575.7	1464.14
MvSl-1064-A2-R4_MC06-2g07379	112.994	66.7301
MvSl-1064-A2-R4_MC06-2g07380	38	30
MvSl-1064-A2-R4_MC06-2g07381	37.5855	22.1072
MvSl-1064-A2-R4_MC06-2g07382	256.277	185.992
MvSl-1064-A2-R4_MC06-2g07383	2398	2343
MvSl-1064-A2-R4_MC06-2g07384	1704	1644
MvSl-1064-A2-R4_MC06-2g07385	1763	1792
MvSl-1064-A2-R4_MC06-2g07386	515	536
MvSl-1064-A2-R4_MC06-2g07387	3359	5205
MvSl-1064-A2-R4_MC06-2g07388	346	350
MvSl-1064-A2-R4_MC06-2g07389	398.287	388.038
MvSl-1064-A2-R4_MC06-2g07390	35.5674	26.4125
MvSl-1064-A2-R4_MC06-2g07391	61.8854	51.625
MvSl-1064-A2-R4_MC06-2g07392	302.782	297.16
MvSl-1064-A2-R4_MC06-2g07393	237.768	194.886
MvSl-1064-A2-R4_MC06-2g07394	208	136
MvSl-1064-A2-R4_MC06-2g07395	1835	2079
MvSl-1064-A2-R4_MC06-2g07396	565	601
MvSl-1064-A2-R4_MC06-2g07397	4411	3951
MvSl-1064-A2-R4_MC06-2g07398	443	355
MvSl-1064-A2-R4_MC06-2g07399	2509	2464
MvSl-1064-A2-R4_MC06-2g07400	43.6008	38.1222
MvSl-1064-A2-R4_MC06-2g07401	1682	1612
MvSl-1064-A2-R4_MC06-2g07402	589	778
MvSl-1064-A2-R4_MC06-2g07403	48595	46443
MvSl-1064-A2-R4_MC06-2g07404	1177	1191
MvSl-1064-A2-R4_MC06-2g07405	1303.82	1352.09
MvSl-1064-A2-R4_MC06-2g07406	0	0
MvSl-1064-A2-R4_MC06-2g07407	896.373	851.63
MvSl-1064-A2-R4_MC06-2g07408	6.26487	3.43159
MvSl-1064-A2-R4_MC06-2g07409	1284	1259
MvSl-1064-A2-R4_MC06-2g07410	2570	2133
MvSl-1064-A2-R4_MC06-2g07411	98	49
MvSl-1064-A2-R4_MC06-2g07412	1574	1427
MvSl-1064-A2-R4_MC06-2g07413	800.604	752
MvSl-1064-A2-R4_MC06-2g07414	1478.96	1300.3
MvSl-1064-A2-R4_MC06-2g07415	755.7	815.798
MvSl-1064-A2-R4_MC06-2g07416	76.3338	119.439
MvSl-1064-A2-R4_MC06-2g07417	3573.06	3125.05
MvSl-1064-A2-R4_MC06-2g07419	2548	2776
MvSl-1064-A2-R4_MC06-2g07420	2132	2240
MvSl-1064-A2-R4_MC06-2g07421	4516	6373
MvSl-1064-A2-R4_MC06-2g07422	670	859
MvSl-1064-A2-R4_MC06-2g07423	2912	2443
MvSl-1064-A2-R4_MC06-2g07424	110	105
MvSl-1064-A2-R4_MC06-2g07425	175	137
MvSl-1064-A2-R4_MC06-2g07426	46	55
MvSl-1064-A2-R4_MC06-2g07427	1139	1113
MvSl-1064-A2-R4_MC06-2g07428	2.81462	4.70853
MvSl-1064-A2-R4_MC06-2g07429	411.141	372.413
MvSl-1064-A2-R4_MC06-2g07430	410.981	537.202
