target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_MC02g03716	474	186.184	195	25.2302	MvSl-1064-A2-R4_MC02g03994	474	176.848	184	18.8194	MvSl-1064-A2-R4_MC02g03994	474	178.035	184	17.0956	MvSl-1064-A2-R4_MC02g03994	474	176.848	184	18.8194
MvSl-1064-A1-R4_MC02g03717	786	466.794	358	18.475	MvSl-1064-A2-R4_MC02g03995	786	453.787	374	14.9075	MvSl-1064-A2-R4_MC02g03995	786	457.292	624	22.5716	MvSl-1064-A2-R4_MC02g03995	786	453.787	374	14.9075
MvSl-1064-A1-R4_MC02g03718	1665	1342.01	297	5.33124	MvSl-1064-A2-R4_MC02g03996	1665	1329	500	6.80502	MvSl-1064-A2-R4_MC02g03996	1665	1333.77	697	8.64415	MvSl-1064-A2-R4_MC02g03996	1665	1329	500	6.80502
MvSl-1064-A1-R4_MC02g03719	417	142.172	124	21.0105	MvSl-1064-A2-R4_MC02g03997	417	135.349	168	22.4512	MvSl-1064-A2-R4_MC02g03997	417	136.726	140	16.9374	MvSl-1064-A2-R4_MC02g03997	417	135.349	168	22.4512
MvSl-1064-A1-R4_MC02g03720	909	586.89	1945	79.8344	MvSl-1064-A2-R4_MC02g03998	909	573.85	2219	69.9431	MvSl-1064-A2-R4_MC02g03998	909	578.451	2558	73.1485	MvSl-1064-A2-R4_MC02g03998	909	573.85	2219	69.9431
MvSl-1064-A1-R4_A1g00694	2346	2023.01	2715	32.3295	MvSl-1064-A2-R4_A2g00975	2349	2013	3532.42	31.7405	MvSl-1064-A2-R4_A2g00975	2349	2017.77	3823.32	31.343	MvSl-1064-A2-R4_A2g00975	2349	2013	3532.42	31.7405
MvSl-1064-A1-R4_MC02g03721	1122	799.009	1886	56.8614	MvSl-1064-A2-R4_MC02g03999	1122	786.004	2181	50.19	MvSl-1064-A2-R4_MC02g03999	1122	790.773	2305	48.2159	MvSl-1064-A2-R4_MC02g03999	1122	786.004	2181	50.19
MvSl-1064-A1-R4_MC02g03722	861	539.794	4444	198.323	MvSl-1064-A2-R4_MC02g04000	861	526.782	4325	148.505	MvSl-1064-A2-R4_MC02g04000	861	530.782	5490	171.091	MvSl-1064-A2-R4_MC02g04000	861	526.782	4325	148.505
MvSl-1064-A1-R4_MC02g03723	4107	3784.01	4113	26.1839	MvSl-1064-A2-R4_MC02g04001	4107	3771	4968	23.8293	MvSl-1064-A2-R4_MC02g04001	4107	3775.77	4415	19.3418	MvSl-1064-A2-R4_MC02g04001	4107	3771	4968	23.8293
MvSl-1064-A1-R4_MC02g03724	597	290.069	403	33.4681	MvSl-1064-A2-R4_MC02g04002	597	279.63	447	28.9141	MvSl-1064-A2-R4_MC02g04002	597	281.487	492	28.912	MvSl-1064-A2-R4_MC02g04002	597	279.63	447	28.9141
MvSl-1064-A1-R4_MC02g03725	1110	787.009	583	17.845	MvSl-1064-A2-R4_MC02g04003	1110	774.004	641	14.9796	MvSl-1064-A2-R4_MC02g04003	1110	778.773	726	15.4205	MvSl-1064-A2-R4_MC02g04003	1110	774.004	641	14.9796
MvSl-1064-A1-R4_MC02g03726	1521	1198.01	949	19.0824	MvSl-1064-A2-R4_MC02g04004	1521	1185	949	14.4855	MvSl-1064-A2-R4_MC02g04004	1521	1189.77	1125	15.6408	MvSl-1064-A2-R4_MC02g04004	1521	1185	949	14.4855
MvSl-1064-A1-R4_MC02g03727	1317	994.009	661	16.0191	MvSl-1064-A2-R4_MC02g04005	1317	981.004	817	15.0639	MvSl-1064-A2-R4_MC02g04005	1317	985.773	908	15.2363	MvSl-1064-A2-R4_MC02g04005	1317	981.004	817	15.0639
MvSl-1064-A1-R4_MC02g03728	639	328.359	100	7.33633	MvSl-1064-A2-R4_MC02g04006	639	316.775	122	6.96619	MvSl-1064-A2-R4_MC02g04006	639	319.155	95	4.92372	MvSl-1064-A2-R4_MC02g04006	639	316.775	122	6.96619
MvSl-1064-A1-R4_MC02g03729	168	24.6036	85	83.2237	MvSl-1064-A2-R4_MC02g04007	168	24.6225	103	75.6643	MvSl-1064-A2-R4_MC02g04007	168	25.1303	86	56.6072	MvSl-1064-A2-R4_MC02g04007	168	24.6225	103	75.6643
MvSl-1064-A1-R4_MC02g03730	807	487.171	396	19.5813	MvSl-1064-A2-R4_MC02g04008	807	474.229	512	19.5285	MvSl-1064-A2-R4_MC02g04008	807	477.782	531	18.3838	MvSl-1064-A2-R4_MC02g04008	807	474.229	512	19.5285
MvSl-1064-A1-R4_A1g00718	1383	1060.01	405	9.20392	MvSl-1064-A2-R4_A2g00298	1383	1047	919	15.8764	MvSl-1064-A2-R4_A2g00298	1383	1051.77	1287	20.2408	MvSl-1064-A2-R4_A2g00298	1383	1047	919	15.8764
MvSl-1064-A1-R4_MC02g03731	840	519.218	48	2.22699	MvSl-1064-A2-R4_MC02g04009	840	506.196	73	2.6085	MvSl-1064-A2-R4_MC02g04009	840	510.148	53	1.71851	MvSl-1064-A2-R4_MC02g04009	840	506.196	73	2.6085
MvSl-1064-A1-R4_MC02g03732	597	290.069	50	4.15237	MvSl-1064-A2-R4_MC02g04010	597	279.63	75	4.85136	MvSl-1064-A2-R4_MC02g04010	597	281.487	70	4.11349	MvSl-1064-A2-R4_MC02g04010	597	279.63	75	4.85136
MvSl-1064-A1-R4_MC02g03733	1170	847.009	673	19.1405	MvSl-1064-A2-R4_MC02g04011	1170	834.004	701	15.2032	MvSl-1064-A2-R4_MC02g04011	1170	838.773	703	13.8638	MvSl-1064-A2-R4_MC02g04011	1170	834.004	701	15.2032
MvSl-1064-A1-R4_MC02g03734	990	667.076	593	21.4144	MvSl-1064-A2-R4_MC02g04012	990	654.07	680	18.8049	MvSl-1064-A2-R4_MC02g04012	990	658.773	754	18.9325	MvSl-1064-A2-R4_MC02g04012	990	654.07	680	18.8049
MvSl-1064-A1-R4_MC02g03735	1725	1402.01	2762	47.457	MvSl-1064-A2-R4_MC02g04013	1725	1389	3554	46.2807	MvSl-1064-A2-R4_MC02g04013	1725	1393.77	3392	40.2564	MvSl-1064-A2-R4_MC02g04013	1725	1389	3554	46.2807
MvSl-1064-A1-R4_MC02g03736	906	583.949	6393	263.729	MvSl-1064-A2-R4_MC02g04014	906	570.85	7569	239.829	MvSl-1064-A2-R4_MC02g04014	906	575.509	10434	299.896	MvSl-1064-A2-R4_MC02g04014	906	570.85	7569	239.829
MvSl-1064-A1-R4_MC02g03737	165	23.4176	10	10.2869	MvSl-1064-A2-R4_MC02g04015	165	24.3354	6	4.45964	MvSl-1064-A2-R4_MC02g04015	165	24.9448	3	1.98935	MvSl-1064-A2-R4_MC02g04015	165	24.3354	6	4.45964
MvSl-1064-A1-R4_MC02g03738	1824	1501.01	2499	40.1061	MvSl-1064-A2-R4_MC02g04016	1824	1488	2532	30.7784	MvSl-1064-A2-R4_MC02g04016	1824	1492.77	2955	32.7442	MvSl-1064-A2-R4_MC02g04016	1824	1488	2532	30.7784
MvSl-1064-A1-R4_MC02g03739	447	164.802	4636	677.653	MvSl-1064-A2-R4_MC02g04017	447	156.268	4846	560.918	MvSl-1064-A2-R4_MC02g04017	447	158.715	5974	622.613	MvSl-1064-A2-R4_MC02g04017	447	156.268	4846	560.918
MvSl-1064-A1-R4_MC02g03740	150	19.006	104	131.817	MvSl-1064-A2-R4_MC02g04018	150	20.2027	108	96.6944	MvSl-1064-A2-R4_MC02g04018	150	20.0382	176	145.287	MvSl-1064-A2-R4_MC02g04018	150	20.2027	108	96.6944
MvSl-1064-A1-R4_A1g00726	739	422.256	3285	187.407	MvSl-1064-A2-R4_A2g00239	739	408.981	3283	145.196	MvSl-1064-A2-R4_A2g00239	739	411.997	3592	144.216	MvSl-1064-A2-R4_A2g00239	739	408.981	3283	145.196
MvSl-1064-A1-R4_MC02g03741	1917	1594.01	596	9.00705	MvSl-1064-A2-R4_MC02g04019	1917	1581	652	7.45934	MvSl-1064-A2-R4_MC02g04019	1917	1585.77	580	6.05004	MvSl-1064-A2-R4_MC02g04019	1917	1581	652	7.45934
MvSl-1064-A1-R4_MC02g03742	2625	2302.01	2003	20.9605	MvSl-1064-A2-R4_MC02g04020	2625	2289	2044	16.1518	MvSl-1064-A2-R4_MC02g04020	2625	2293.77	1795	12.9445	MvSl-1064-A2-R4_MC02g04020	2625	2289	2044	16.1518
MvSl-1064-A1-R4_MC02g03743	663	350.763	406	27.883	MvSl-1064-A2-R4_MC02g04021	663	337.844	423	22.647	MvSl-1064-A2-R4_MC02g04021	663	341.023	223	10.8166	MvSl-1064-A2-R4_MC02g04021	663	337.844	423	22.647
MvSl-1064-A1-R4_MC02g03744	276	60.1821	998	399.476	MvSl-1064-A2-R4_MC02g04022	276	58.6243	1003	309.463	MvSl-1064-A2-R4_MC02g04022	276	56.5575	2076	607.168	MvSl-1064-A2-R4_MC02g04022	276	58.6243	1003	309.463
MvSl-1064-A1-R4_MC02g03745	255	51.3072	4409	2070.09	MvSl-1064-A2-R4_MC02g04023	255	52.1509	5191	1800.43	MvSl-1064-A2-R4_MC02g04023	255	48.6946	7370	2503.56	MvSl-1064-A2-R4_MC02g04023	255	52.1509	5191	1800.43
MvSl-1064-A1-R4_MC02g03746	639	328.359	1064	78.0585	MvSl-1064-A2-R4_MC02g04024	639	316.775	1137	64.9226	MvSl-1064-A2-R4_MC02g04024	639	319.155	1333	69.0876	MvSl-1064-A2-R4_MC02g04024	639	316.775	1137	64.9226
MvSl-1064-A1-R4_MC02g03747	681	367.336	430	28.1989	MvSl-1064-A2-R4_MC02g04025	681	354.363	433	22.1017	MvSl-1064-A2-R4_MC02g04025	681	357.532	628	29.0547	MvSl-1064-A2-R4_MC02g04025	681	354.363	433	22.1017
MvSl-1064-A1-R4_MC02g03748	2454	2131.01	1426	16.1199	MvSl-1064-A2-R4_MC02g04026	2454	2118	1823	15.5685	MvSl-1064-A2-R4_MC02g04026	2454	2122.77	1981	15.4366	MvSl-1064-A2-R4_MC02g04026	2454	2118	1823	15.5685
MvSl-1064-A1-R4_MC02g03749	288	65.2381	5127	1893.17	MvSl-1064-A2-R4_MC02g04027	288	63.6425	6056	1721.17	MvSl-1064-A2-R4_MC02g04027	288	60.9852	8472	2297.91	MvSl-1064-A2-R4_MC02g04027	288	63.6425	6056	1721.17
MvSl-1064-A1-R4_MC02g03750	720	404.426	214	12.7468	MvSl-1064-A2-R4_MC02g04028	720	390.949	241	11.1502	MvSl-1064-A2-R4_MC02g04028	720	394.256	298	12.5029	MvSl-1064-A2-R4_MC02g04028	720	390.949	241	11.1502
MvSl-1064-A1-R4_A1g00732	1269	946.009	1585	40.3609	MvSl-1064-A2-R4_A2g01321	1269	933.004	1402	27.1801	MvSl-1064-A2-R4_A2g01321	1269	937.773	1681	29.6511	MvSl-1064-A2-R4_A2g01321	1269	933.004	1402	27.1801
MvSl-1064-A1-R4_A1g00025	1623	1300.01	48	0.889451	MvSl-1064-A2-R4_A2g00025	1623	1287	50	0.70271	MvSl-1064-A2-R4_A2g00025	1623	1291.77	31	0.39696	MvSl-1064-A2-R4_A2g00025	1623	1287	50	0.70271
MvSl-1064-A1-R4_MC02g03751	1425	1102.01	1139	24.8981	MvSl-1064-A2-R4_MC02g04029	1425	1089	1685	27.987	MvSl-1064-A2-R4_MC02g04029	1425	1093.77	1786	27.0101	MvSl-1064-A2-R4_MC02g04029	1425	1089	1685	27.987
MvSl-1064-A1-R4_MC02g03752	2700	2377.01	3789	38.3991	MvSl-1064-A2-R4_MC02g04030	2700	2364	4812	36.8183	MvSl-1064-A2-R4_MC02g04030	2700	2368.77	5268	36.7869	MvSl-1064-A2-R4_MC02g04030	2700	2364	4812	36.8183
MvSl-1064-A1-R4_MC02g03753	1197	874.009	1894	52.2025	MvSl-1064-A2-R4_MC02g04031	1197	861.004	2738	57.5194	MvSl-1064-A2-R4_MC02g04031	1197	865.773	2755	52.6367	MvSl-1064-A2-R4_MC02g04031	1197	861.004	2738	57.5194
MvSl-1064-A1-R4_MC02g03754	1050	727.009	2084	69.0534	MvSl-1064-A2-R4_MC02g04032	1050	714.004	3128	79.2414	MvSl-1064-A2-R4_MC02g04032	1050	718.773	3219	74.0799	MvSl-1064-A2-R4_MC02g04032	1050	714.004	3128	79.2414
MvSl-1064-A1-R4_MC02g03755	2733	2410.01	141	1.40938	MvSl-1064-A2-R4_MC02g04033	2733	2397	183	1.38092	MvSl-1064-A2-R4_MC02g04033	2733	2401.77	119	0.819571	MvSl-1064-A2-R4_MC02g04033	2733	2397	183	1.38092
MvSl-1064-A1-R4_MC02g03756	2541	2218.01	2229	24.2088	MvSl-1064-A2-R4_MC02g04034	2541	2205	3330	27.3162	MvSl-1064-A2-R4_MC02g04034	2541	2209.77	3254	24.358	MvSl-1064-A2-R4_MC02g04034	2541	2205	3330	27.3162
MvSl-1064-A1-R4_MC02g03757	993	670.009	294	10.5705	MvSl-1064-A2-R4_MC02g04035	993	657.004	350	9.63576	MvSl-1064-A2-R4_MC02g04035	993	661.773	357	8.9234	MvSl-1064-A2-R4_MC02g04035	993	657.004	350	9.63576
MvSl-1064-A1-R4_MC02g03758	441	160.515	680	102.052	MvSl-1064-A2-R4_MC02g04036	441	152.126	788	93.6932	MvSl-1064-A2-R4_MC02g04036	441	154.329	938	100.537	MvSl-1064-A2-R4_MC02g04036	441	152.126	788	93.6932
MvSl-1064-A1-R4_MC02g03759	790	470.7	1574	80.5542	MvSl-1064-A2-R4_MC02g04037	789	456.741	1961	77.6593	MvSl-1064-A2-R4_MC02g04037	789	460.108	2012	72.3335	MvSl-1064-A2-R4_MC02g04037	789	456.741	1961	77.6593
MvSl-1064-A1-R4_MC02g03760	1803	1480.01	256	4.1668	MvSl-1064-A2-R4_MC02g04038	1803	1467	260	3.20574	MvSl-1064-A2-R4_MC02g04038	1803	1471.77	262	2.94464	MvSl-1064-A2-R4_MC02g04038	1803	1467	260	3.20574
MvSl-1064-A1-R4_A1g00745	455	171.341	488	68.6099	MvSl-1064-A2-R4_A2g00577	455	162.405	2059	229.321	MvSl-1064-A2-R4_A2g00577	455	164.267	1762	177.43	MvSl-1064-A2-R4_A2g00577	455	162.405	2059	229.321
MvSl-1064-A1-R4_MC02g03761	2202	1879.01	1689	21.6535	MvSl-1064-A2-R4_MC02g04039	2202	1866	1747	16.9343	MvSl-1064-A2-R4_MC02g04039	2202	1870.77	1933	17.0916	MvSl-1064-A2-R4_MC02g04039	2202	1866	1747	16.9343
MvSl-1064-A1-R4_MC02g03762	846	525.008	356	16.3347	MvSl-1064-A2-R4_MC02g04040	846	512.043	443	15.6489	MvSl-1064-A2-R4_MC02g04040	846	516.097	453	14.5191	MvSl-1064-A2-R4_MC02g04040	846	512.043	443	15.6489
MvSl-1064-A1-R4_MC02g03763	447	164.802	901	131.701	MvSl-1064-A2-R4_MC02g04041	447	156.268	1096	126.861	MvSl-1064-A2-R4_MC02g04041	447	158.715	1156	120.479	MvSl-1064-A2-R4_MC02g04041	447	156.268	1096	126.861
MvSl-1064-A1-R4_MC02g03764	459	174.206	3535	488.824	MvSl-1064-A2-R4_MC02g04042	459	165.398	3660	400.254	MvSl-1064-A2-R4_MC02g04042	459	167.123	5722	566.347	MvSl-1064-A2-R4_MC02g04042	459	165.398	3660	400.254
MvSl-1064-A1-R4_MC02g03765	309	75.8603	22	6.98611	MvSl-1064-A2-R4_MC02g04043	309	72.7671	20	4.97142	MvSl-1064-A2-R4_MC02g04043	309	71.2939	19	4.40831	MvSl-1064-A2-R4_MC02g04043	309	72.7671	20	4.97142
MvSl-1064-A1-R4_MC02g03766	546	246.106	33	3.23012	MvSl-1064-A2-R4_MC02g04044	546	235.479	37	2.84207	MvSl-1064-A2-R4_MC02g04044	546	236.722	35	2.44568	MvSl-1064-A2-R4_MC02g04044	546	235.479	37	2.84207
MvSl-1064-A1-R4_MC02g03767	264	54.41	20	8.8548	MvSl-1064-A2-R4_MC02g04045	264	54.0685	16	5.35256	MvSl-1064-A2-R4_MC02g04045	264	51.7914	29	9.26215	MvSl-1064-A2-R4_MC02g04045	264	54.0685	16	5.35256
MvSl-1064-A1-R4_MC02g03768	1389	1066.01	64.1196	1.44896	MvSl-1064-A2-R4_MC02g04046	1389	1053	103.623	1.77996	MvSl-1064-A2-R4_MC02g04046	1389	1057.77	117.999	1.84526	MvSl-1064-A2-R4_MC02g04046	1389	1053	103.623	1.77996
MvSl-1064-A1-R4_MC02g03769	2433	2110.01	1968	22.4682	MvSl-1064-A2-R4_MC02g04047	2433	2097	2327	20.0717	MvSl-1064-A2-R4_MC02g04047	2433	2101.77	2139	16.8343	MvSl-1064-A2-R4_MC02g04047	2433	2097	2327	20.0717
MvSl-1064-A1-R4_MC02g03770	1191	868.009	2980	82.7026	MvSl-1064-A2-R4_MC02g04048	1191	855.004	3404	72.0124	MvSl-1064-A2-R4_MC02g04048	1191	859.773	3214	61.8349	MvSl-1064-A2-R4_MC02g04048	1191	855.004	3404	72.0124
MvSl-1064-A1-R4_A1g00749	2179	1856.01	2571	33.3695	MvSl-1064-A2-R4_A2g00576	2182	1846	2438	23.8884	MvSl-1064-A2-R4_A2g00576	2182	1850.77	1058	9.45592	MvSl-1064-A2-R4_A2g00576	2182	1846	2438	23.8884
MvSl-1064-A1-R4_MC02g03771	336	90.6302	2	0.531599	MvSl-1064-A2-R4_MC02g04049	336	86.7828	5	1.04213	MvSl-1064-A2-R4_MC02g04049	336	85.874	2	0.385247	MvSl-1064-A2-R4_MC02g04049	336	86.7828	5	1.04213
MvSl-1064-A1-R4_MC02g03772	612	303.804	58.0295	4.60133	MvSl-1064-A2-R4_MC02g04050	612	292.687	228.292	14.1082	MvSl-1064-A2-R4_MC02g04050	612	295.259	181.206	10.1517	MvSl-1064-A2-R4_MC02g04050	612	292.687	228.292	14.1082
MvSl-1064-A1-R4_MC02g03773	105	8.53846	0	0	MvSl-1064-A2-R4_MC02g04051	105	10.9412	1	1.65319	MvSl-1064-A2-R4_MC02g04051	105	15.3529	3.0869	3.32585	MvSl-1064-A2-R4_MC02g04051	105	10.9412	1	1.65319
MvSl-1064-A1-R4_MC02g03774	168	24.6036	55	53.8506	MvSl-1064-A2-R4_MC02g04052	168	24.6225	113	83.0103	MvSl-1064-A2-R4_MC02g04052	168	25.1303	97	63.8476	MvSl-1064-A2-R4_MC02g04052	168	24.6225	113	83.0103
MvSl-1064-A1-R4_MC02g03775	1410	1087.01	2029	44.9652	MvSl-1064-A2-R4_MC02g04053	1410	1074	2456	41.3627	MvSl-1064-A2-R4_MC02g04053	1410	1078.77	2289	35.0984	MvSl-1064-A2-R4_MC02g04053	1410	1074	2456	41.3627
MvSl-1064-A1-R4_MC02g03776	1239	916.009	868	22.8269	MvSl-1064-A2-R4_MC02g04054	1239	903.004	1110	22.2341	MvSl-1064-A2-R4_MC02g04054	1239	907.773	1085	19.7708	MvSl-1064-A2-R4_MC02g04054	1239	903.004	1110	22.2341
MvSl-1064-A1-R4_MC02g03777	1713	1390.01	3271	56.6879	MvSl-1064-A2-R4_MC02g04055	1713	1377	4075	53.5277	MvSl-1064-A2-R4_MC02g04055	1713	1381.77	3966	47.4774	MvSl-1064-A2-R4_MC02g04055	1713	1377	4075	53.5277
MvSl-1064-A1-R4_MC02g03778	1308	985.009	2192	53.6078	MvSl-1064-A2-R4_MC02g04056	1308	972.004	2303	42.856	MvSl-1064-A2-R4_MC02g04056	1308	976.773	2602	44.0641	MvSl-1064-A2-R4_MC02g04056	1308	972.004	2303	42.856
MvSl-1064-A1-R4_MC02g03779	165	23.4176	8	8.22954	MvSl-1064-A2-R4_MC02g04057	165	24.3354	10	7.43273	MvSl-1064-A2-R4_MC02g04057	165	24.9448	3	1.98935	MvSl-1064-A2-R4_MC02g04057	165	24.3354	10	7.43273
MvSl-1064-A1-R4_MC02g03780	501	207.956	87	10.078	MvSl-1064-A2-R4_MC02g04058	501	197.827	133	12.1605	MvSl-1064-A2-R4_MC02g04058	501	199.433	82	6.80123	MvSl-1064-A2-R4_MC02g04058	501	197.827	133	12.1605
MvSl-1064-A1-R4_A1g00750	2187	1864.01	1353	17.4855	MvSl-1064-A2-R4_A2g00570	2187	1851	1522	14.8728	MvSl-1064-A2-R4_A2g00570	2187	1855.77	1390	12.3897	MvSl-1064-A2-R4_A2g00570	2187	1851	1522	14.8728
MvSl-1064-A1-R4_MC02g03781	5814	5491.01	3594	15.7672	MvSl-1064-A2-R4_MC02g04059	5814	5478	4262	14.0727	MvSl-1064-A2-R4_MC02g04059	5814	5482.77	3071	9.26512	MvSl-1064-A2-R4_MC02g04059	5814	5478	4262	14.0727
MvSl-1064-A1-R4_MC02g03782	516	220.062	686	75.094	MvSl-1064-A2-R4_MC02g04060	516	210.138	1092	93.9951	MvSl-1064-A2-R4_MC02g04060	516	211.398	1293	101.174	MvSl-1064-A2-R4_MC02g04060	516	210.138	1092	93.9951
MvSl-1064-A1-R4_MC02g03783	3024	2701.01	3313	29.5476	MvSl-1064-A2-R4_MC02g04061	3024	2688	2722	18.3166	MvSl-1064-A2-R4_MC02g04061	3024	2692.77	3655	22.4522	MvSl-1064-A2-R4_MC02g04061	3024	2688	2722	18.3166
MvSl-1064-A1-R4_MC02g03784	339	92.2264	368	96.1213	MvSl-1064-A2-R4_MC02g04062	339	88.1919	476	97.6258	MvSl-1064-A2-R4_MC02g04062	339	87.3034	421	79.7668	MvSl-1064-A2-R4_MC02g04062	339	88.1919	476	97.6258
MvSl-1064-A1-R4_MC02g03785	966	643.338	507	18.9844	MvSl-1064-A2-R4_MC02g04063	966	630.134	585	16.7922	MvSl-1064-A2-R4_MC02g04063	966	634.839	617	16.0766	MvSl-1064-A2-R4_MC02g04063	966	630.134	585	16.7922
MvSl-1064-A1-R4_MC02g03786	2238	1915.01	3303	41.5494	MvSl-1064-A2-R4_MC02g04064	2238	1902	3236	30.7739	MvSl-1064-A2-R4_MC02g04064	2238	1906.77	3587	31.1174	MvSl-1064-A2-R4_MC02g04064	2238	1902	3236	30.7739
MvSl-1064-A1-R4_MC02g03787	1428	1105.01	3209	69.957	MvSl-1064-A2-R4_MC02g04065	1428	1092	2951	48.88	MvSl-1064-A2-R4_MC02g04065	1428	1096.77	3888	58.6382	MvSl-1064-A2-R4_MC02g04065	1428	1092	2951	48.88
MvSl-1064-A1-R4_MC02g03788	3381	3058.01	3326	26.2006	MvSl-1064-A2-R4_MC02g04066	3381	3045	3924	23.3092	MvSl-1064-A2-R4_MC02g04066	3381	3049.77	3702	20.0789	MvSl-1064-A2-R4_MC02g04066	3381	3045	3924	23.3092
MvSl-1064-A1-R4_MC02g03789	1659	1336.01	1026	18.4997	MvSl-1064-A2-R4_MC02g04067	1659	1323	1380	18.867	MvSl-1064-A2-R4_MC02g04067	1659	1327.77	1151	14.3391	MvSl-1064-A2-R4_MC02g04067	1659	1323	1380	18.867
MvSl-1064-A1-R4_MC02g03790	2388	2065.01	885	10.324	MvSl-1064-A2-R4_MC02g04068	2388	2052	957	8.43567	MvSl-1064-A2-R4_MC02g04068	2388	2056.77	978	7.86545	MvSl-1064-A2-R4_MC02g04068	2388	2052	957	8.43567
MvSl-1064-A1-R4_A1g00751	2919	2596.01	5850	54.2846	MvSl-1064-A2-R4_A2g00569	2916	2580	5516	38.6714	MvSl-1064-A2-R4_A2g00569	2916	2584.77	4972	31.8185	MvSl-1064-A2-R4_A2g00569	2916	2580	5516	38.6714
MvSl-1064-A1-R4_MC02g03791	2214	1891.01	3710	47.2615	MvSl-1064-A2-R4_MC02g04069	2214	1878	3306	31.8414	MvSl-1064-A2-R4_MC02g04069	2214	1882.77	3751	32.9549	MvSl-1064-A2-R4_MC02g04069	2214	1878	3306	31.8414
MvSl-1064-A1-R4_MC02g03792	3537	3214.01	499	3.74008	MvSl-1064-A2-R4_MC02g04070	3537	3201	837	4.72961	MvSl-1064-A2-R4_MC02g04070	3537	3205.77	549	2.83277	MvSl-1064-A2-R4_MC02g04070	3537	3201	837	4.72961
MvSl-1064-A1-R4_MC02g03793	1932	1609.01	1925	28.8204	MvSl-1064-A2-R4_MC02g04071	1932	1596	2196	24.8877	MvSl-1064-A2-R4_MC02g04071	1932	1600.77	2280	23.5601	MvSl-1064-A2-R4_MC02g04071	1932	1596	2196	24.8877
MvSl-1064-A1-R4_MC02g03794	1329	1006.01	1548	37.0678	MvSl-1064-A2-R4_MC02g04072	1329	993.004	1316	23.9713	MvSl-1064-A2-R4_MC02g04072	1329	997.773	1855	30.7527	MvSl-1064-A2-R4_MC02g04072	1329	993.004	1316	23.9713
MvSl-1064-A1-R4_MC02g03795	618	309.391	585	45.5486	MvSl-1064-A2-R4_MC02g04073	618	298.102	586	35.5565	MvSl-1064-A2-R4_MC02g04073	618	300.611	767	42.2048	MvSl-1064-A2-R4_MC02g04073	618	298.102	586	35.5565
MvSl-1064-A1-R4_MC02g03796	1410	1087.01	957	21.2083	MvSl-1064-A2-R4_MC02g04074	1410	1074	1048	17.6499	MvSl-1064-A2-R4_MC02g04074	1410	1078.77	1085	16.6368	MvSl-1064-A2-R4_MC02g04074	1410	1074	1048	17.6499
MvSl-1064-A1-R4_MC02g03797	1287	964.009	545	13.6189	MvSl-1064-A2-R4_MC02g04075	1287	951.004	594	11.2977	MvSl-1064-A2-R4_MC02g04075	1287	955.773	763	13.2051	MvSl-1064-A2-R4_MC02g04075	1287	951.004	594	11.2977
MvSl-1064-A1-R4_MC02g03798	864	542.74	100	4.4385	MvSl-1064-A2-R4_MC02g04076	864	529.676	105	3.58562	MvSl-1064-A2-R4_MC02g04076	864	533.782	123	3.81165	MvSl-1064-A2-R4_MC02g04076	864	529.676	105	3.58562
MvSl-1064-A1-R4_MC02g03799	414	140.178	967	166.178	MvSl-1064-A2-R4_MC02g04077	414	133.121	1230	167.127	MvSl-1064-A2-R4_MC02g04077	414	134.582	1426	175.269	MvSl-1064-A2-R4_MC02g04077	414	133.121	1230	167.127
MvSl-1064-A1-R4_MC02g03800	1047	724.009	901	29.9784	MvSl-1064-A2-R4_MC02g04078	1047	711.004	983	25.0073	MvSl-1064-A2-R4_MC02g04078	1047	715.773	1107	25.5825	MvSl-1064-A2-R4_MC02g04078	1047	711.004	983	25.0073
MvSl-1064-A1-R4_A1g00752	1174	851.009	399	11.2945	MvSl-1064-A2-R4_A2g00568	1174	838.004	12	0.259013	MvSl-1064-A2-R4_A2g00568	1174	842.773	6	0.117764	MvSl-1064-A2-R4_A2g00568	1174	838.004	12	0.259013
MvSl-1064-A1-R4_MC02g03801	276	60.1821	0	0	MvSl-1064-A2-R4_MC02g04079	276	58.6243	0	0	MvSl-1064-A2-R4_MC02g04079	276	56.5575	0	0	MvSl-1064-A2-R4_MC02g04079	276	58.6243	0	0
MvSl-1064-A1-R4_MC02g03802	363	106.371	50.6824	11.4779	MvSl-1064-A2-R4_MC02g04080	363	100.798	28.5441	5.12211	MvSl-1064-A2-R4_MC02g04080	363	101.254	44.355	7.24609	MvSl-1064-A2-R4_MC02g04080	363	100.798	28.5441	5.12211
MvSl-1064-A1-R4_MC02g03803	2502	2179.01	3794	41.9436	MvSl-1064-A2-R4_MC02g04081	2502	2166	4013	33.5117	MvSl-1064-A2-R4_MC02g04081	2502	2170.77	3899	29.7105	MvSl-1064-A2-R4_MC02g04081	2502	2166	4013	33.5117
MvSl-1064-A1-R4_MC02g03804	231	43.258	227	126.412	MvSl-1064-A2-R4_MC02g04082	231	44.9704	339	136.351	MvSl-1064-A2-R4_MC02g04082	231	41.8043	259	102.483	MvSl-1064-A2-R4_MC02g04082	231	44.9704	339	136.351
