target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm	target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_MC04-1g05534	2235	1912.01	2285	28.7888	MvSl-1064-A2-R4_MC04-1g05810	2235	1899	3092	29.451	MvSl-1064-A2-R4_MC04-1g05810	2235	1903.77	2490	21.6349	MvSl-1064-A2-R4_MC04-1g05810	2235	1899	3092	29.451
MvSl-1064-A1-R4_MC04-1g05535	1206	883.009	1015	27.6903	MvSl-1064-A2-R4_MC04-1g05811	1206	870.004	1033	21.4766	MvSl-1064-A2-R4_MC04-1g05811	1206	874.773	1265	23.9203	MvSl-1064-A2-R4_MC04-1g05811	1206	870.004	1033	21.4766
MvSl-1064-A1-R4_A1g01487	2262	1939.01	11860	147.344	MvSl-1064-A2-R4_A2g01800	2262	1926	10315	96.8719	MvSl-1064-A2-R4_A2g01800	2262	1930.77	13418	114.955	MvSl-1064-A2-R4_A2g01800	2262	1926	10315	96.8719
MvSl-1064-A1-R4_MC04-1g05536	2316	1993.01	543.694	6.57162	MvSl-1064-A2-R4_MC04-1g05812	2316	1980	578.088	5.28097	MvSl-1064-A2-R4_MC04-1g05812	2316	1984.77	368.928	3.0747	MvSl-1064-A2-R4_MC04-1g05812	2316	1980	578.088	5.28097
MvSl-1064-A1-R4_MC04-1g05537	1269	946.009	358.156	9.12019	MvSl-1064-A2-R4_MC04-1g05813	1269	933.004	472.427	9.15876	MvSl-1064-A2-R4_MC04-1g05813	1269	937.773	330.546	5.83049	MvSl-1064-A2-R4_MC04-1g05813	1269	933.004	472.427	9.15876
MvSl-1064-A1-R4_MC04-1g05538	1188	865.009	291.269	8.1115	MvSl-1064-A2-R4_MC04-1g05814	1188	852.004	343.364	7.28952	MvSl-1064-A2-R4_MC04-1g05814	1188	856.773	346.178	6.68352	MvSl-1064-A2-R4_MC04-1g05814	1188	852.004	343.364	7.28952
MvSl-1064-A1-R4_MC04-1g05539	189	31.0666	126.632	98.1921	MvSl-1064-A2-R4_MC04-1g05815	189	31.7901	133.408	75.9061	MvSl-1064-A2-R4_MC04-1g05815	189	30.4218	94.7808	51.5355	MvSl-1064-A2-R4_MC04-1g05815	189	31.7901	133.408	75.9061
MvSl-1064-A1-R4_MC04-1g05540	1038	715.009	189.238	6.37565	MvSl-1064-A2-R4_MC04-1g05816	1038	702.004	196.353	5.05923	MvSl-1064-A2-R4_MC04-1g05816	1038	706.773	285.953	6.69246	MvSl-1064-A2-R4_MC04-1g05816	1038	702.004	196.353	5.05923
MvSl-1064-A1-R4_MC04-1g05541	468	181.438	175	23.2347	MvSl-1064-A2-R4_MC04-1g05817	468	172.017	207	21.7663	MvSl-1064-A2-R4_MC04-1g05817	468	173.402	285	27.1871	MvSl-1064-A2-R4_MC04-1g05817	468	172.017	207	21.7663
MvSl-1064-A1-R4_MC04-1g05542	999	676.009	1224	43.617	MvSl-1064-A2-R4_MC04-1g05818	999	663.004	1444	39.3946	MvSl-1064-A2-R4_MC04-1g05818	999	667.773	1731	42.8785	MvSl-1064-A2-R4_MC04-1g05818	999	663.004	1444	39.3946
MvSl-1064-A1-R4_MC04-1g05543	3987	3664.01	1780.09	11.7034	MvSl-1064-A2-R4_MC04-1g05819	3987	3651	2446.33	12.1196	MvSl-1064-A2-R4_MC04-1g05819	3987	3655.77	2236.66	10.1203	MvSl-1064-A2-R4_MC04-1g05819	3987	3651	2446.33	12.1196
MvSl-1064-A1-R4_MC04-1g05544	273	58.843	44.626	18.2693	MvSl-1064-A2-R4_MC04-1g05820	273	57.4045	30.1372	9.49606	MvSl-1064-A2-R4_MC04-1g05820	273	55.1997	23.9311	7.17128	MvSl-1064-A2-R4_MC04-1g05820	273	57.4045	30.1372	9.49606
MvSl-1064-A1-R4_MC04-1g05546	702	387.109	38.7306	2.41017	MvSl-1064-A2-R4_MC04-1g05822	702	374.029	115.95	5.60727	MvSl-1064-A2-R4_MC04-1g05822	702	377.151	88.1053	3.86419	MvSl-1064-A2-R4_MC04-1g05822	702	374.029	115.95	5.60727
MvSl-1064-A1-R4_A1g01488	3777	3454.01	11511	80.2818	MvSl-1064-A2-R4_A2g01801	3777	3441	19685	103.475	MvSl-1064-A2-R4_A2g01801	3777	3445.77	19715	94.6415	MvSl-1064-A2-R4_A2g01801	3777	3441	19685	103.475
MvSl-1064-A1-R4_MC04-1g05547	1599	1276.01	59	1.11385	MvSl-1064-A2-R4_MC04-1g05823	1599	1263	126	1.80448	MvSl-1064-A2-R4_MC04-1g05823	1599	1267.77	74	0.965521	MvSl-1064-A2-R4_MC04-1g05823	1599	1263	126	1.80448
MvSl-1064-A1-R4_MC04-1g05548	1707	1384.01	87	1.51428	MvSl-1064-A2-R4_MC04-1g05824	1707	1371	73	0.963097	MvSl-1064-A2-R4_MC04-1g05824	1707	1375.77	68	0.817586	MvSl-1064-A2-R4_MC04-1g05824	1707	1371	73	0.963097
MvSl-1064-A1-R4_MC04-1g05549	639	328.359	672	49.3001	MvSl-1064-A2-R4_MC04-1g05825	639	316.775	773	44.1382	MvSl-1064-A2-R4_MC04-1g05825	639	319.155	958	49.6518	MvSl-1064-A2-R4_MC04-1g05825	639	316.775	773	44.1382
MvSl-1064-A1-R4_MC04-1g05550	1242	919.009	290	7.60161	MvSl-1064-A2-R4_MC04-1g05826	1242	906.004	306	6.1091	MvSl-1064-A2-R4_MC04-1g05826	1242	910.773	431	7.82778	MvSl-1064-A2-R4_MC04-1g05826	1242	906.004	306	6.1091
MvSl-1064-A1-R4_MC04-1g05551	1980	1657.01	234	3.40187	MvSl-1064-A2-R4_MC04-1g05827	1980	1644	136	1.49631	MvSl-1064-A2-R4_MC04-1g05827	1980	1648.77	53	0.531724	MvSl-1064-A2-R4_MC04-1g05827	1980	1644	136	1.49631
MvSl-1064-A1-R4_MC04-1g05552	3570	3247.01	590	4.37719	MvSl-1064-A2-R4_MC04-1g05828	3570	3234	664	3.71376	MvSl-1064-A2-R4_MC04-1g05828	3570	3238.77	892	4.55571	MvSl-1064-A2-R4_MC04-1g05828	3570	3234	664	3.71376
MvSl-1064-A1-R4_MC04-1g05553	471	184.001	256.615	33.596	MvSl-1064-A2-R4_MC04-1g05829	471	174.375	443.996	46.0554	MvSl-1064-A2-R4_MC04-1g05829	471	175.722	336.085	31.6369	MvSl-1064-A2-R4_MC04-1g05829	471	174.375	443.996	46.0554
MvSl-1064-A1-R4_MC04-1g05554	258	52.2021	149.786	69.1213	MvSl-1064-A2-R4_MC04-1g05830	258	52.7612	248.714	85.2651	MvSl-1064-A2-R4_MC04-1g05830	258	49.7159	192.507	64.0504	MvSl-1064-A2-R4_MC04-1g05830	258	52.7612	248.714	85.2651
MvSl-1064-A1-R4_MC04-1g05555	1752	1429.01	1960	33.0406	MvSl-1064-A2-R4_MC04-1g05831	1752	1416	2429	31.0277	MvSl-1064-A2-R4_MC04-1g05831	1752	1420.77	2724	31.7142	MvSl-1064-A2-R4_MC04-1g05831	1752	1416	2429	31.0277
MvSl-1064-A1-R4_MC04-1g05556	1944	1621.01	877	13.0329	MvSl-1064-A2-R4_MC04-1g05832	1944	1608	1150	12.9359	MvSl-1064-A2-R4_MC04-1g05832	1944	1612.77	941	9.65134	MvSl-1064-A2-R4_MC04-1g05832	1944	1608	1150	12.9359
MvSl-1064-A1-R4_A1g01489	405	133.933	1101	198.029	MvSl-1064-A2-R4_A2g01802	405	126.937	1379	196.5	MvSl-1064-A2-R4_A2g01802	405	129.025	1616	207.176	MvSl-1064-A2-R4_A2g01802	405	126.937	1379	196.5
MvSl-1064-A1-R4_A1g00042	528	230.38	1.21039	0.126563	MvSl-1064-A2-R4_A2g00042	528	220.27	4.71596	0.387259	MvSl-1064-A2-R4_A2g00042	528	221.428	1.54798	0.115639	MvSl-1064-A2-R4_A2g00042	528	220.27	4.71596	0.387259
MvSl-1064-A1-R4_MC04-1g05557	1902	1579.01	2754	42.0152	MvSl-1064-A2-R4_MC04-1g05833	1902	1566	2894	33.4266	MvSl-1064-A2-R4_MC04-1g05833	1902	1570.77	2726	28.7067	MvSl-1064-A2-R4_MC04-1g05833	1902	1566	2894	33.4266
MvSl-1064-A1-R4_MC04-1g05558	2073	1750.01	4436	61.0631	MvSl-1064-A2-R4_MC04-1g05834	2073	1737	5148	53.6073	MvSl-1064-A2-R4_MC04-1g05834	2073	1741.77	4495	42.6884	MvSl-1064-A2-R4_MC04-1g05834	2073	1737	5148	53.6073
MvSl-1064-A1-R4_MC04-1g05559	1548	1225.01	3137	61.6883	MvSl-1064-A2-R4_MC04-1g05835	1548	1212	2938	43.8464	MvSl-1064-A2-R4_MC04-1g05835	1548	1216.77	4597	62.4937	MvSl-1064-A2-R4_MC04-1g05835	1548	1212	2938	43.8464
MvSl-1064-A1-R4_MC04-1g05560	795	475.604	150	7.59754	MvSl-1064-A2-R4_MC04-1g05836	795	462.463	230	8.99573	MvSl-1064-A2-R4_MC04-1g05836	795	465.876	255	9.05401	MvSl-1064-A2-R4_MC04-1g05836	795	462.463	230	8.99573
MvSl-1064-A1-R4_MC04-1g05561	1434	1111.01	2	0.043365	MvSl-1064-A2-R4_MC04-1g05837	1434	1098	3	0.0494201	MvSl-1064-A2-R4_MC04-1g05837	1434	1102.77	3	0.0449994	MvSl-1064-A2-R4_MC04-1g05837	1434	1098	3	0.0494201
MvSl-1064-A1-R4_MC04-1g05562	1764	1441.01	2301	38.466	MvSl-1064-A2-R4_MC04-1g05838	1764	1428	2622	33.2116	MvSl-1064-A2-R4_MC04-1g05838	1764	1432.77	2774	32.0258	MvSl-1064-A2-R4_MC04-1g05838	1764	1428	2622	33.2116
MvSl-1064-A1-R4_MC04-1g05563	1077	754.009	267	8.53025	MvSl-1064-A2-R4_MC04-1g05839	1077	741.004	376	9.17811	MvSl-1064-A2-R4_MC04-1g05839	1077	745.773	437	9.69273	MvSl-1064-A2-R4_MC04-1g05839	1077	741.004	376	9.17811
MvSl-1064-A1-R4_MC04-1g05564	2778	2455.01	450	4.41557	MvSl-1064-A2-R4_MC04-1g05840	2778	2442	491	3.63681	MvSl-1064-A2-R4_MC04-1g05840	2778	2446.77	355	2.39997	MvSl-1064-A2-R4_MC04-1g05840	2778	2442	491	3.63681
MvSl-1064-A1-R4_MC04-1g05565	786	466.794	910	46.9617	MvSl-1064-A2-R4_MC04-1g05841	786	453.787	1263	50.3428	MvSl-1064-A2-R4_MC04-1g05841	786	457.292	1463	52.9203	MvSl-1064-A2-R4_MC04-1g05841	786	453.787	1263	50.3428
MvSl-1064-A1-R4_MC04-1g05566	798	478.365	2621	131.988	MvSl-1064-A2-R4_MC04-1g05842	798	465.37	2892	112.405	MvSl-1064-A2-R4_MC04-1g05842	798	468.782	2906	102.541	MvSl-1064-A2-R4_MC04-1g05842	798	465.37	2892	112.405
MvSl-1064-A1-R4_A1g01490	303	72.5885	0	0	MvSl-1064-A2-R4_A2g01803	303	70.0082	0	0	MvSl-1064-A2-R4_A2g01803	303	68.2845	0	0	MvSl-1064-A2-R4_A2g01803	303	70.0082	0	0
MvSl-1064-A1-R4_MC04-1g05567	1854	1531.01	2559.61	40.2738	MvSl-1064-A2-R4_MC04-1g05843	1854	1518	2894	34.4835	MvSl-1064-A2-R4_MC04-1g05843	1854	1522.77	2773	30.1222	MvSl-1064-A2-R4_MC04-1g05843	1854	1518	2894	34.4835
MvSl-1064-A1-R4_MC04-1g05568	3585	3262.01	2002	14.7845	MvSl-1064-A2-R4_MC04-1g05844	3585	3249	2199	12.2422	MvSl-1064-A2-R4_MC04-1g05844	3585	3253.77	2137	10.864	MvSl-1064-A2-R4_MC04-1g05844	3585	3249	2199	12.2422
MvSl-1064-A1-R4_MC04-1g05569	870	548.63	228	10.0111	MvSl-1064-A2-R4_MC04-1g05845	870	535.57	235	7.93666	MvSl-1064-A2-R4_MC04-1g05845	870	539.675	314	9.62429	MvSl-1064-A2-R4_MC04-1g05845	870	535.57	235	7.93666
MvSl-1064-A1-R4_MC04-1g05570	666	353.547	1414	96.3452	MvSl-1064-A2-R4_MC04-1g05846	666	340.393	1838	97.6676	MvSl-1064-A2-R4_MC04-1g05846	666	343.779	2675	128.711	MvSl-1064-A2-R4_MC04-1g05846	666	340.393	1838	97.6676
MvSl-1064-A1-R4_MC04-1g05571	1092	769.009	33.2569	1.04178	MvSl-1064-A2-R4_MC04-1g05847	1092	756.004	17.3896	0.416055	MvSl-1064-A2-R4_MC04-1g05847	1092	760.773	43.1188	0.937525	MvSl-1064-A2-R4_MC04-1g05847	1092	756.004	17.3896	0.416055
MvSl-1064-A1-R4_MC04-1g05572	348	97.2377	209.184	51.8227	MvSl-1064-A2-R4_MC04-1g05848	348	92.8195	194.042	37.8132	MvSl-1064-A2-R4_MC04-1g05848	348	92.4714	217.43	38.894	MvSl-1064-A2-R4_MC04-1g05848	348	92.8195	194.042	37.8132
MvSl-1064-A1-R4_MC04-1g05573	753	435.522	881	48.7296	MvSl-1064-A2-R4_MC04-1g05849	753	422.268	1124	48.1464	MvSl-1064-A2-R4_MC04-1g05849	753	425.535	1511	58.7354	MvSl-1064-A2-R4_MC04-1g05849	753	422.268	1124	48.1464
MvSl-1064-A1-R4_MC04-1g05574	1005	682.009	3328	117.549	MvSl-1064-A2-R4_MC04-1g05850	1005	669.004	4289	115.961	MvSl-1064-A2-R4_MC04-1g05850	1005	673.773	6069	148.996	MvSl-1064-A2-R4_MC04-1g05850	1005	669.004	4289	115.961
MvSl-1064-A1-R4_MC04-1g05575	468	181.438	8360	1109.95	MvSl-1064-A2-R4_MC04-1g05851	468	172.017	9837	1034.37	MvSl-1064-A2-R4_MC04-1g05851	468	173.402	13288	1267.59	MvSl-1064-A2-R4_MC04-1g05851	468	172.017	9837	1034.37
MvSl-1064-A1-R4_MC04-1g05576	444	162.548	149	22.0817	MvSl-1064-A2-R4_MC04-1g05852	444	154.219	181	21.2288	MvSl-1064-A2-R4_MC04-1g05852	444	156.581	231	24.403	MvSl-1064-A2-R4_MC04-1g05852	444	154.219	181	21.2288
MvSl-1064-A1-R4_A1g01491	324	83.8584	1	0.287264	MvSl-1064-A2-R4_A2g01804	324	80.3349	0	0	MvSl-1064-A2-R4_A2g01804	324	79.4265	1	0.20826	MvSl-1064-A2-R4_A2g01804	324	80.3349	0	0
MvSl-1064-A1-R4_MC04-1g05577	4122	3799.01	703	4.45772	MvSl-1064-A2-R4_MC04-1g05853	4122	3786	969	4.62944	MvSl-1064-A2-R4_MC04-1g05853	4122	3790.77	882	3.84868	MvSl-1064-A2-R4_MC04-1g05853	4122	3786	969	4.62944
MvSl-1064-A1-R4_MC04-1g05578	1773	1450.01	668	11.0977	MvSl-1064-A2-R4_MC04-1g05854	1773	1437	858	10.7998	MvSl-1064-A2-R4_MC04-1g05854	1773	1441.77	967	11.0943	MvSl-1064-A2-R4_MC04-1g05854	1773	1437	858	10.7998
MvSl-1064-A1-R4_MC04-1g05579	1077	754.009	7093	226.611	MvSl-1064-A2-R4_MC04-1g05855	1077	741.004	7951	194.083	MvSl-1064-A2-R4_MC04-1g05855	1077	745.773	8192	181.7	MvSl-1064-A2-R4_MC04-1g05855	1077	741.004	7951	194.083
MvSl-1064-A1-R4_MC04-1g05580	300	70.9886	509	172.726	MvSl-1064-A2-R4_MC04-1g05856	300	68.4285	571	150.933	MvSl-1064-A2-R4_MC04-1g05856	300	66.7695	611	151.368	MvSl-1064-A2-R4_MC04-1g05856	300	68.4285	571	150.933
MvSl-1064-A1-R4_MC04-1g05581	315	78.8985	478	145.944	MvSl-1064-A2-R4_MC04-1g05857	315	75.8242	415	98.998	MvSl-1064-A2-R4_MC04-1g05857	315	74.4334	439	97.5592	MvSl-1064-A2-R4_MC04-1g05857	315	75.8242	415	98.998
MvSl-1064-A1-R4_MC04-1g05582	1086	763.009	2530	79.8763	MvSl-1064-A2-R4_MC04-1g05858	1086	750.004	3538	85.3258	MvSl-1064-A2-R4_MC04-1g05858	1086	754.773	2929	64.191	MvSl-1064-A2-R4_MC04-1g05858	1086	750.004	3538	85.3258
MvSl-1064-A1-R4_MC04-1g05583	975	652.208	113	4.17368	MvSl-1064-A2-R4_MC04-1g05859	975	639.134	93	2.63195	MvSl-1064-A2-R4_MC04-1g05859	975	643.839	103	2.64625	MvSl-1064-A2-R4_MC04-1g05859	975	639.134	93	2.63195
MvSl-1064-A1-R4_MC04-1g05584	834	513.321	1367	64.1515	MvSl-1064-A2-R4_MC04-1g05860	834	500.347	1478	53.4305	MvSl-1064-A2-R4_MC04-1g05860	834	504.148	1866	61.2245	MvSl-1064-A2-R4_MC04-1g05860	834	500.347	1478	53.4305
MvSl-1064-A1-R4_MC04-1g05585	1224	901.009	5459	145.952	MvSl-1064-A2-R4_MC04-1g05861	1224	888.004	5715	116.409	MvSl-1064-A2-R4_MC04-1g05861	1224	892.773	6017	111.483	MvSl-1064-A2-R4_MC04-1g05861	1224	888.004	5715	116.409
MvSl-1064-A1-R4_MC04-1g05586	1338	1015.01	4	0.094933	MvSl-1064-A2-R4_MC04-1g05862	1338	1002	2	0.0361033	MvSl-1064-A2-R4_MC04-1g05862	1338	1006.77	4	0.0657203	MvSl-1064-A2-R4_MC04-1g05862	1338	1002	2	0.0361033
MvSl-1064-A1-R4_A1g01492	378	115.979	0	0	MvSl-1064-A2-R4_A2g01805	378	109.607	0	0	MvSl-1064-A2-R4_A2g01805	378	111.476	0	0	MvSl-1064-A2-R4_A2g01805	378	109.607	0	0
MvSl-1064-A1-R4_MC04-1g05587	654	342.294	794	55.8791	MvSl-1064-A2-R4_MC04-1g05863	654	330.009	770	42.2037	MvSl-1064-A2-R4_MC04-1g05863	654	332.851	990	49.199	MvSl-1064-A2-R4_MC04-1g05863	654	330.009	770	42.2037
MvSl-1064-A1-R4_MC04-1g05588	1548	1225.01	78.4162	1.54203	MvSl-1064-A2-R4_MC04-1g05864	1548	1212	106.387	1.58771	MvSl-1064-A2-R4_MC04-1g05864	1548	1216.77	75.0637	1.02045	MvSl-1064-A2-R4_MC04-1g05864	1548	1212	106.387	1.58771
MvSl-1064-A1-R4_MC04-1g05589	1170	847.009	851	24.203	MvSl-1064-A2-R4_MC04-1g05865	1170	834.004	1085	23.5314	MvSl-1064-A2-R4_MC04-1g05865	1170	838.773	1064	20.983	MvSl-1064-A2-R4_MC04-1g05865	1170	834.004	1085	23.5314
MvSl-1064-A1-R4_MC04-1g05590	984	661.143	1538	56.0388	MvSl-1064-A2-R4_MC04-1g05866	984	648.07	1744	48.6755	MvSl-1064-A2-R4_MC04-1g05866	984	652.839	1983	50.2445	MvSl-1064-A2-R4_MC04-1g05866	984	648.07	1744	48.6755
MvSl-1064-A1-R4_MC04-1g05591	360	104.407	14	3.23017	MvSl-1064-A2-R4_MC04-1g05867	361	99.6937	23	4.17298	MvSl-1064-A2-R4_MC04-1g05867	361	99.9209	16	2.64871	MvSl-1064-A2-R4_MC04-1g05867	361	99.6937	23	4.17298
MvSl-1064-A1-R4_MC04-1g05592	1044	721.009	317	10.5912	MvSl-1064-A2-R4_MC04-1g05868	1044	708.004	710	18.1388	MvSl-1064-A2-R4_MC04-1g05868	1044	712.773	849	19.7028	MvSl-1064-A2-R4_MC04-1g05868	1044	708.004	710	18.1388
MvSl-1064-A1-R4_MC04-1g05593	6195	5872.01	6439	26.4155	MvSl-1064-A2-R4_MC04-1g05869	6195	5859	7284	22.487	MvSl-1064-A2-R4_MC04-1g05869	6195	5863.77	6068	17.1175	MvSl-1064-A2-R4_MC04-1g05869	6195	5859	7284	22.487
MvSl-1064-A1-R4_MC04-1g05594	1116	793.009	847	25.7296	MvSl-1064-A2-R4_MC04-1g05870	1116	780.004	797	18.4819	MvSl-1064-A2-R4_MC04-1g05870	1116	784.773	913	19.2441	MvSl-1064-A2-R4_MC04-1g05870	1116	780.004	797	18.4819
MvSl-1064-A1-R4_MC04-1g05595	2706	2383.01	5323	53.8094	MvSl-1064-A2-R4_MC04-1g05871	2706	2370	6336	48.3562	MvSl-1064-A2-R4_MC04-1g05871	2706	2374.77	5936	41.3469	MvSl-1064-A2-R4_MC04-1g05871	2706	2370	6336	48.3562
MvSl-1064-A1-R4_MC04-1g05596	2043	1720.01	2738	38.3469	MvSl-1064-A2-R4_MC04-1g05872	2043	1707	2947	31.2271	MvSl-1064-A2-R4_MC04-1g05872	2043	1711.77	2925	28.2651	MvSl-1064-A2-R4_MC04-1g05872	2043	1707	2947	31.2271
MvSl-1064-A1-R4_A1g01493	1662	1339.01	39	0.70163	MvSl-1064-A2-R4_A2g01806	1662	1326	9	0.122768	MvSl-1064-A2-R4_A2g01806	1662	1330.77	1	0.0124299	MvSl-1064-A2-R4_A2g01806	1662	1326	9	0.122768
MvSl-1064-A1-R4_MC04-1g05597	876	554.575	6239	271.008	MvSl-1064-A2-R4_MC04-1g05873	876	541.407	8619	287.951	MvSl-1064-A2-R4_MC04-1g05873	876	545.62	10095	306.046	MvSl-1064-A2-R4_MC04-1g05873	876	541.407	8619	287.951
MvSl-1064-A1-R4_MC04-1g05598	660	347.941	698	48.3256	MvSl-1064-A2-R4_MC04-1g05874	660	335.224	780	42.0868	MvSl-1064-A2-R4_MC04-1g05874	660	338.301	803	39.263	MvSl-1064-A2-R4_MC04-1g05874	660	335.224	780	42.0868
MvSl-1064-A1-R4_MC04-1g05599	390	123.788	751	146.146	MvSl-1064-A2-R4_MC04-1g05875	390	117.251	925	142.696	MvSl-1064-A2-R4_MC04-1g05875	390	119.322	1014	140.569	MvSl-1064-A2-R4_MC04-1g05875	390	117.251	925	142.696
MvSl-1064-A1-R4_MC04-1g05600	447	164.802	3370	492.6	MvSl-1064-A2-R4_MC04-1g05876	447	156.268	3275	379.077	MvSl-1064-A2-R4_MC04-1g05876	447	158.715	3754	391.243	MvSl-1064-A2-R4_MC04-1g05876	447	156.268	3275	379.077
MvSl-1064-A1-R4_MC04-1g05601	1128	805.009	2448	73.2551	MvSl-1064-A2-R4_MC04-1g05877	1128	792.004	2920	66.687	MvSl-1064-A2-R4_MC04-1g05877	1128	796.773	3151	65.4162	MvSl-1064-A2-R4_MC04-1g05877	1128	792.004	2920	66.687
MvSl-1064-A1-R4_MC04-1g05602	1347	1024.01	3142	73.9145	MvSl-1064-A2-R4_MC04-1g05878	1347	1011	3615	64.6757	MvSl-1064-A2-R4_MC04-1g05878	1347	1015.77	4319	70.3328	MvSl-1064-A2-R4_MC04-1g05878	1347	1011	3615	64.6757
MvSl-1064-A1-R4_MC04-1g05603	3609	3286.01	457	3.35023	MvSl-1064-A2-R4_MC04-1g05879	3609	3273	851	4.70294	MvSl-1064-A2-R4_MC04-1g05879	3609	3277.77	534	2.69484	MvSl-1064-A2-R4_MC04-1g05879	3609	3273	851	4.70294
MvSl-1064-A1-R4_MC04-1g05604	225	40.9694	174	102.31	MvSl-1064-A2-R4_MC04-1g05880	225	43.0837	199	83.5462	MvSl-1064-A2-R4_MC04-1g05880	225	40.3547	76	31.1523	MvSl-1064-A2-R4_MC04-1g05880	225	43.0837	199	83.5462
MvSl-1064-A1-R4_MC04-1g05605	2832	2509.01	2981	28.6211	MvSl-1064-A2-R4_MC04-1g05881	2832	2496	2915	21.1242	MvSl-1064-A2-R4_MC04-1g05881	2832	2500.77	2387	15.7888	MvSl-1064-A2-R4_MC04-1g05881	2832	2496	2915	21.1242
MvSl-1064-A1-R4_MC04-1g05606	5547	5224.01	1965	9.06121	MvSl-1064-A2-R4_MC04-1g05882	5547	5211	1995	6.9248	MvSl-1064-A2-R4_MC04-1g05882	5547	5215.77	2044	6.48237	MvSl-1064-A2-R4_MC04-1g05882	5547	5211	1995	6.9248
MvSl-1064-A1-R4_A1g01494	2727	2404.01	4468	44.7718	MvSl-1064-A2-R4_A2g01807	2727	2391	2698	20.4102	MvSl-1064-A2-R4_A2g01807	2727	2395.77	1967	13.5809	MvSl-1064-A2-R4_A2g01807	2727	2391	2698	20.4102
MvSl-1064-A1-R4_MC04-1g05607	1332	1009.01	2588	61.7869	MvSl-1064-A2-R4_MC04-1g05883	1332	996.004	2748	49.9047	MvSl-1064-A2-R4_MC04-1g05883	1332	1000.77	2684	44.3627	MvSl-1064-A2-R4_MC04-1g05883	1332	996.004	2748	49.9047
MvSl-1064-A1-R4_MC04-1g05608	1110	787.009	998	30.5477	MvSl-1064-A2-R4_MC04-1g05884	1110	774.004	1040	24.3039	MvSl-1064-A2-R4_MC04-1g05884	1110	778.773	1141	24.2352	MvSl-1064-A2-R4_MC04-1g05884	1110	774.004	1040	24.3039
MvSl-1064-A1-R4_MC04-1g05609	1074	751.009	1324	42.4688	MvSl-1064-A2-R4_MC04-1g05885	1074	738.004	1127	27.6217	MvSl-1064-A2-R4_MC04-1g05885	1074	742.773	1253	27.904	MvSl-1064-A2-R4_MC04-1g05885	1074	738.004	1127	27.6217
MvSl-1064-A1-R4_MC04-1g05610	1155	832.009	749	21.6861	MvSl-1064-A2-R4_MC04-1g05886	1155	819.004	784	17.3147	MvSl-1064-A2-R4_MC04-1g05886	1155	823.773	904	18.1523	MvSl-1064-A2-R4_MC04-1g05886	1155	819.004	784	17.3147
MvSl-1064-A1-R4_MC04-1g05611	705	389.99	371	22.9164	MvSl-1064-A2-R4_MC04-1g05887	705	376.686	521	25.0175	MvSl-1064-A2-R4_MC04-1g05887	705	379.997	700	30.4711	MvSl-1064-A2-R4_MC04-1g05887	705	376.686	521	25.0175
MvSl-1064-A1-R4_MC04-1g05612	1362	1039.01	866	20.0782	MvSl-1064-A2-R4_MC04-1g05888	1362	1026	879	15.4962	MvSl-1064-A2-R4_MC04-1g05888	1362	1030.77	1089	17.4758	MvSl-1064-A2-R4_MC04-1g05888	1362	1026	879	15.4962
MvSl-1064-A1-R4_MC04-1g05613	1152	829.009	952	27.6634	MvSl-1064-A2-R4_MC04-1g05889	1152	816.004	1191	26.4001	MvSl-1064-A2-R4_MC04-1g05889	1152	820.773	1316	26.5219	MvSl-1064-A2-R4_MC04-1g05889	1152	816.004	1191	26.4001
MvSl-1064-A1-R4_MC04-1g05614	1983	1660.01	1076	15.6145	MvSl-1064-A2-R4_MC04-1g05890	1983	1647	1420	15.5948	MvSl-1064-A2-R4_MC04-1g05890	1983	1651.77	1364	13.6595	MvSl-1064-A2-R4_MC04-1g05890	1983	1647	1420	15.5948
MvSl-1064-A1-R4_MC04-1g05615	2667	2344.01	2582	26.5353	MvSl-1064-A2-R4_MC04-1g05891	2667	2331	2914	22.6117	MvSl-1064-A2-R4_MC04-1g05891	2667	2335.77	3496	24.7578	MvSl-1064-A2-R4_MC04-1g05891	2667	2331	2914	22.6117
MvSl-1064-A1-R4_MC04-1g05616	1077	754.009	1403	44.8238	MvSl-1064-A2-R4_MC04-1g05892	1077	741.004	1834	44.7677	MvSl-1064-A2-R4_MC04-1g05892	1077	745.773	916	20.317	MvSl-1064-A2-R4_MC04-1g05892	1077	741.004	1834	44.7677
MvSl-1064-A1-R4_A1g01495	1080	757.009	807.38	25.6924	MvSl-1064-A2-R4_A2g01808	1080	744.004	1210.23	29.4224	MvSl-1064-A2-R4_A2g01808	1080	748.773	823.631	18.1951	MvSl-1064-A2-R4_A2g01808	1080	744.004	1210.23	29.4224
MvSl-1064-A1-R4_MC04-1g05618	1281	958.009	958	24.0892	MvSl-1064-A2-R4_MC04-1g05894	1281	945.004	1118	21.399	MvSl-1064-A2-R4_MC04-1g05894	1281	949.773	1428	24.8702	MvSl-1064-A2-R4_MC04-1g05894	1281	945.004	1118	21.399
MvSl-1064-A1-R4_MC04-1g05620	2979	2656.01	670	6.07677	MvSl-1064-A2-R4_MC04-1g05896	2979	2643	687	4.70159	MvSl-1064-A2-R4_MC04-1g05896	2979	2647.77	490	3.06116	MvSl-1064-A2-R4_MC04-1g05896	2979	2643	687	4.70159
