aa	bb	cc	dd	ee	target_id	A2_1	A2_2
MvSl-1064-A1-R4_MC10-1g09684	MvSl-1064-A2-R4_MC10g09951	MvSl-1064-A1-R4_MC10-1g09684	1039	1095	MvSl-1064-A2-R4_MC10g09951	1234	1109
MvSl-1064-A1-R4_MC10-1g09685	MvSl-1064-A2-R4_MC10g09952	MvSl-1064-A1-R4_MC10-1g09685	399	579	MvSl-1064-A2-R4_MC10g09952	548	661
MvSl-1064-A1-R4_MC10-1g09686	MvSl-1064-A2-R4_MC10g09953	MvSl-1064-A1-R4_MC10-1g09686	2118	3891	MvSl-1064-A2-R4_MC10g09953	2142	2765
MvSl-1064-A1-R4_MC10-1g09687	MvSl-1064-A2-R4_MC10g09954	MvSl-1064-A1-R4_MC10-1g09687	2567	3490	MvSl-1064-A2-R4_MC10g09954	2064	2509
MvSl-1064-A1-R4_MC10-1g09688	MvSl-1064-A2-R4_MC10g09955	MvSl-1064-A1-R4_MC10-1g09688	13	4	MvSl-1064-A2-R4_MC10g09955	11	11
MvSl-1064-A1-R4_MC10-1g09689	MvSl-1064-A2-R4_MC10g09956	MvSl-1064-A1-R4_MC10-1g09689	2032	1471	MvSl-1064-A2-R4_MC10g09956	1905	1750
MvSl-1064-A1-R4_MC10-1g09690	MvSl-1064-A2-R4_MC10g09957	MvSl-1064-A1-R4_MC10-1g09690	1585	1753	MvSl-1064-A2-R4_MC10g09957	1763	1831
MvSl-1064-A1-R4_MC10-1g09691	MvSl-1064-A2-R4_MC10g09958	MvSl-1064-A1-R4_MC10-1g09691	391	345	MvSl-1064-A2-R4_MC10g09958	446	462
MvSl-1064-A1-R4_MC10-1g09692	MvSl-1064-A2-R4_MC10g09959	MvSl-1064-A1-R4_MC10-1g09692	5175.73	6564.11	MvSl-1064-A2-R4_MC10g09959	5954.89	7429.22
MvSl-1064-A1-R4_MC10-1g09693	MvSl-1064-A2-R4_MC10g09960	MvSl-1064-A1-R4_MC10-1g09693	18802	18585	MvSl-1064-A2-R4_MC10g09960	26599	24659
MvSl-1064-A1-R4_MC10-1g09694	MvSl-1064-A2-R4_MC10g09961	MvSl-1064-A1-R4_MC10-1g09694	1299	1527	MvSl-1064-A2-R4_MC10g09961	1773	2017
MvSl-1064-A1-R4_MC10-1g09695	MvSl-1064-A2-R4_MC10g09962	MvSl-1064-A1-R4_MC10-1g09695	4294	4154	MvSl-1064-A2-R4_MC10g09962	5517	4288
MvSl-1064-A1-R4_MC10-1g09696	MvSl-1064-A2-R4_MC10g09963	MvSl-1064-A1-R4_MC10-1g09696	1600	1866	MvSl-1064-A2-R4_MC10g09963	1927	2229
MvSl-1064-A1-R4_MC10-1g09697	MvSl-1064-A2-R4_MC10g09964	MvSl-1064-A1-R4_MC10-1g09697	912	520	MvSl-1064-A2-R4_MC10g09964	1335	971
MvSl-1064-A1-R4_MC10-1g09698	MvSl-1064-A2-R4_MC10g09965	MvSl-1064-A1-R4_MC10-1g09698	10311	6643	MvSl-1064-A2-R4_MC10g09965	14890	12071
MvSl-1064-A1-R4_MC10-1g09699	MvSl-1064-A2-R4_MC10g09966	MvSl-1064-A1-R4_MC10-1g09699	3214	2805	MvSl-1064-A2-R4_MC10g09966	3496	4366
MvSl-1064-A1-R4_MC10-1g09700	MvSl-1064-A2-R4_MC10g09967	MvSl-1064-A1-R4_MC10-1g09700	402	317	MvSl-1064-A2-R4_MC10g09967	475	377
MvSl-1064-A1-R4_MC10-1g09701	MvSl-1064-A2-R4_MC10g09968	MvSl-1064-A1-R4_MC10-1g09701	1810	1804	MvSl-1064-A2-R4_MC10g09968	2498	3015
MvSl-1064-A1-R4_MC10-1g09702	MvSl-1064-A2-R4_MC10g09969	MvSl-1064-A1-R4_MC10-1g09702	2412	2599	MvSl-1064-A2-R4_MC10g09969	2942	3288
MvSl-1064-A1-R4_MC10-1g09703	MvSl-1064-A2-R4_MC10g09970	MvSl-1064-A1-R4_MC10-1g09703	1563	1861	MvSl-1064-A2-R4_MC10g09970	2077	2297
MvSl-1064-A1-R4_MC10-1g09704	MvSl-1064-A2-R4_MC10g09971	MvSl-1064-A1-R4_MC10-1g09704	1096	1092	MvSl-1064-A2-R4_MC10g09971	1310	1122
MvSl-1064-A1-R4_MC10-1g09705	MvSl-1064-A2-R4_MC10g09972	MvSl-1064-A1-R4_MC10-1g09705	1315	1313	MvSl-1064-A2-R4_MC10g09972	1447	1320
MvSl-1064-A1-R4_MC10-1g09706	MvSl-1064-A2-R4_MC10g09973	MvSl-1064-A1-R4_MC10-1g09706	6471	4687	MvSl-1064-A2-R4_MC10g09973	7623	6180
MvSl-1064-A1-R4_MC10-1g09707	MvSl-1064-A2-R4_MC10g09974	MvSl-1064-A1-R4_MC10-1g09707	5	13	MvSl-1064-A2-R4_MC10g09974	10	7
MvSl-1064-A1-R4_MC10-1g09708	MvSl-1064-A2-R4_MC10g09975	MvSl-1064-A1-R4_MC10-1g09708	0	0	MvSl-1064-A2-R4_MC10g09975	0	0
MvSl-1064-A1-R4_MC10-1g09709	MvSl-1064-A2-R4_MC10g09976	MvSl-1064-A1-R4_MC10-1g09709	2954	2594	MvSl-1064-A2-R4_MC10g09976	3831	3097
MvSl-1064-A1-R4_MC10-1g09710	MvSl-1064-A2-R4_MC10g09977	MvSl-1064-A1-R4_MC10-1g09710	2991	2751	MvSl-1064-A2-R4_MC10g09977	3312	3209
MvSl-1064-A1-R4_MC10-1g09711	MvSl-1064-A2-R4_MC10g09978	MvSl-1064-A1-R4_MC10-1g09711	3592	4011	MvSl-1064-A2-R4_MC10g09978	4114	4213
MvSl-1064-A1-R4_MC10-1g09712	MvSl-1064-A2-R4_MC10g09979	MvSl-1064-A1-R4_MC10-1g09712	319	492	MvSl-1064-A2-R4_MC10g09979	415	509
MvSl-1064-A1-R4_MC10-1g09713	MvSl-1064-A2-R4_MC10g09980	MvSl-1064-A1-R4_MC10-1g09713	4411	6923	MvSl-1064-A2-R4_MC10g09980	4485	5410
MvSl-1064-A1-R4_MC10-1g09714	MvSl-1064-A2-R4_MC10g09981	MvSl-1064-A1-R4_MC10-1g09714	2903	3278	MvSl-1064-A2-R4_MC10g09981	2803	3368
MvSl-1064-A1-R4_MC10-1g09715	MvSl-1064-A2-R4_MC10g09982	MvSl-1064-A1-R4_MC10-1g09715	24	20	MvSl-1064-A2-R4_MC10g09982	13	11
MvSl-1064-A1-R4_MC10-1g09716	MvSl-1064-A2-R4_MC10g09983	MvSl-1064-A1-R4_MC10-1g09716	1043	1075	MvSl-1064-A2-R4_MC10g09983	1519	1939
MvSl-1064-A1-R4_MC10-1g09717	MvSl-1064-A2-R4_MC10g09984	MvSl-1064-A1-R4_MC10-1g09717	177	137	MvSl-1064-A2-R4_MC10g09984	132	158
MvSl-1064-A1-R4_MC10-1g09718	MvSl-1064-A2-R4_MC10g09985	MvSl-1064-A1-R4_MC10-1g09718	2350	3551	MvSl-1064-A2-R4_MC10g09985	1683	2237
MvSl-1064-A1-R4_MC10-1g09719	MvSl-1064-A2-R4_MC10g09986	MvSl-1064-A1-R4_MC10-1g09719	1005	966	MvSl-1064-A2-R4_MC10g09986	1061	1283
MvSl-1064-A1-R4_MC10-1g09720	MvSl-1064-A2-R4_MC10g09987	MvSl-1064-A1-R4_MC10-1g09720	762	747	MvSl-1064-A2-R4_MC10g09987	950	854
MvSl-1064-A1-R4_MC10-1g09721	MvSl-1064-A2-R4_MC10g09988	MvSl-1064-A1-R4_MC10-1g09721	2175	1979	MvSl-1064-A2-R4_MC10g09988	2264	2423
MvSl-1064-A1-R4_MC10-1g09722	MvSl-1064-A2-R4_MC10g09989	MvSl-1064-A1-R4_MC10-1g09722	4331	4587	MvSl-1064-A2-R4_MC10g09989	4350	4600
MvSl-1064-A1-R4_MC10-1g09723	MvSl-1064-A2-R4_MC10g09990	MvSl-1064-A1-R4_MC10-1g09723	2037	2417	MvSl-1064-A2-R4_MC10g09990	2660	2803
MvSl-1064-A1-R4_MC10-1g09724	MvSl-1064-A2-R4_MC10g09991	MvSl-1064-A1-R4_MC10-1g09724	61	67	MvSl-1064-A2-R4_MC10g09991	79	90
MvSl-1064-A1-R4_MC10-1g09725	MvSl-1064-A2-R4_MC10g09992	MvSl-1064-A1-R4_MC10-1g09725	1036	1017	MvSl-1064-A2-R4_MC10g09992	1242	1253
MvSl-1064-A1-R4_MC10-1g09726	MvSl-1064-A2-R4_MC10g09993	MvSl-1064-A1-R4_MC10-1g09726	883.867	1036.29	MvSl-1064-A2-R4_MC10g09993	2089.83	1685.51
MvSl-1064-A1-R4_MC10-1g09728	MvSl-1064-A2-R4_MC10g09995	MvSl-1064-A1-R4_MC10-1g09728	256	209	MvSl-1064-A2-R4_MC10g09995	541	450
MvSl-1064-A1-R4_MC10-1g09729	MvSl-1064-A2-R4_MC10g09996	MvSl-1064-A1-R4_MC10-1g09729	111	111	MvSl-1064-A2-R4_MC10g09996	256	243
MvSl-1064-A1-R4_MC10-1g09730	MvSl-1064-A2-R4_MC10g09997	MvSl-1064-A1-R4_MC10-1g09730	209.826	197.553	MvSl-1064-A2-R4_MC10g09997	2915.33	2457.09
MvSl-1064-A1-R4_MC10-1g09731	MvSl-1064-A2-R4_MC10g09998	MvSl-1064-A1-R4_MC10-1g09731	128.215	99.5049	MvSl-1064-A2-R4_MC10g09998	215.151	200.375
MvSl-1064-A1-R4_MC10-1g09732	MvSl-1064-A2-R4_MC10g09999	MvSl-1064-A1-R4_MC10-1g09732	272	330	MvSl-1064-A2-R4_MC10g09999	905	618
MvSl-1064-A1-R4_MC10-1g09734	MvSl-1064-A2-R4_MC10g10001	MvSl-1064-A1-R4_MC10-1g09734	5200.78	7616.57	MvSl-1064-A2-R4_MC10g10001	6048.43	6181.03
MvSl-1064-A1-R4_MC10-1g09735	MvSl-1064-A2-R4_MC10g10002	MvSl-1064-A1-R4_MC10-1g09735	18	18	MvSl-1064-A2-R4_MC10g10002	11	8
MvSl-1064-A1-R4_MC10-1g09736	MvSl-1064-A2-R4_MC10g10003	MvSl-1064-A1-R4_MC10-1g09736	17	49	MvSl-1064-A2-R4_MC10g10003	11	14
MvSl-1064-A1-R4_MC10-1g09737	MvSl-1064-A2-R4_MC10g10004	MvSl-1064-A1-R4_MC10-1g09737	471	597	MvSl-1064-A2-R4_MC10g10004	533	625
MvSl-1064-A1-R4_MC10-1g09738	MvSl-1064-A2-R4_MC10g10005	MvSl-1064-A1-R4_MC10-1g09738	3687	5666	MvSl-1064-A2-R4_MC10g10005	4383	6386
MvSl-1064-A1-R4_MC10-1g09739	MvSl-1064-A2-R4_MC10g10006	MvSl-1064-A1-R4_MC10-1g09739	8926	9146	MvSl-1064-A2-R4_MC10g10006	8618	8771
MvSl-1064-A1-R4_MC10-1g09740	MvSl-1064-A2-R4_MC10g10007	MvSl-1064-A1-R4_MC10-1g09740	20	15	MvSl-1064-A2-R4_MC10g10007	20	16
MvSl-1064-A1-R4_MC10-1g09741	MvSl-1064-A2-R4_MC10g10008	MvSl-1064-A1-R4_MC10-1g09741	947	1031	MvSl-1064-A2-R4_MC10g10008	1084	1103
MvSl-1064-A1-R4_MC10-1g09742	MvSl-1064-A2-R4_MC10g10009	MvSl-1064-A1-R4_MC10-1g09742	1277	1382	MvSl-1064-A2-R4_MC10g10009	1506	1475
MvSl-1064-A1-R4_MC10-1g09743	MvSl-1064-A2-R4_MC10g10010	MvSl-1064-A1-R4_MC10-1g09743	2570	3478	MvSl-1064-A2-R4_MC10g10010	3333	3682
MvSl-1064-A1-R4_MC10-1g09744	MvSl-1064-A2-R4_MC10g10011	MvSl-1064-A1-R4_MC10-1g09744	9	15	MvSl-1064-A2-R4_MC10g10011	8	10
MvSl-1064-A1-R4_MC10-1g09745	MvSl-1064-A2-R4_MC10g10012	MvSl-1064-A1-R4_MC10-1g09745	1913	1721	MvSl-1064-A2-R4_MC10g10012	2314	2227
MvSl-1064-A1-R4_MC10-1g09746	MvSl-1064-A2-R4_MC10g10013	MvSl-1064-A1-R4_MC10-1g09746	2230	3016	MvSl-1064-A2-R4_MC10g10013	2327	2882
MvSl-1064-A1-R4_MC10-1g09747	MvSl-1064-A2-R4_MC10g10014	MvSl-1064-A1-R4_MC10-1g09747	881	911	MvSl-1064-A2-R4_MC10g10014	900	922
MvSl-1064-A1-R4_MC10-1g09748	MvSl-1064-A2-R4_MC10g10015	MvSl-1064-A1-R4_MC10-1g09748	1467	1847	MvSl-1064-A2-R4_MC10g10015	2058	2573
MvSl-1064-A1-R4_MC10-1g09749	MvSl-1064-A2-R4_MC10g10016	MvSl-1064-A1-R4_MC10-1g09749	803	807	MvSl-1064-A2-R4_MC10g10016	1083	991
MvSl-1064-A1-R4_MC10-1g09750	MvSl-1064-A2-R4_MC10g10017	MvSl-1064-A1-R4_MC10-1g09750	746	820	MvSl-1064-A2-R4_MC10g10017	950	1259
MvSl-1064-A1-R4_MC10-1g09751	MvSl-1064-A2-R4_MC10g10018	MvSl-1064-A1-R4_MC10-1g09751	1288	1924	MvSl-1064-A2-R4_MC10g10018	1686	2132
MvSl-1064-A1-R4_MC10-1g09752	MvSl-1064-A2-R4_MC10g10019	MvSl-1064-A1-R4_MC10-1g09752	3	7	MvSl-1064-A2-R4_MC10g10019	3	12
MvSl-1064-A1-R4_MC10-1g09753	MvSl-1064-A2-R4_MC10g10020	MvSl-1064-A1-R4_MC10-1g09753	2451	3025	MvSl-1064-A2-R4_MC10g10020	2491	3073
MvSl-1064-A1-R4_MC10-1g09754	MvSl-1064-A2-R4_MC10g10021	MvSl-1064-A1-R4_MC10-1g09754	55	48	MvSl-1064-A2-R4_MC10g10021	95	75
MvSl-1064-A1-R4_MC10-1g09755	MvSl-1064-A2-R4_MC10g10022	MvSl-1064-A1-R4_MC10-1g09755	7655	7607	MvSl-1064-A2-R4_MC10g10022	8264	7758
MvSl-1064-A1-R4_MC10-1g09756	MvSl-1064-A2-R4_MC10g10023	MvSl-1064-A1-R4_MC10-1g09756	1618	1650	MvSl-1064-A2-R4_MC10g10023	1683	2126
MvSl-1064-A1-R4_MC10-1g09757	MvSl-1064-A2-R4_MC10g10024	MvSl-1064-A1-R4_MC10-1g09757	2450	2334	MvSl-1064-A2-R4_MC10g10024	3232	2700
MvSl-1064-A1-R4_MC10-1g09758	MvSl-1064-A2-R4_MC10g10025	MvSl-1064-A1-R4_MC10-1g09758	1938	2458	MvSl-1064-A2-R4_MC10g10025	1835	2292
MvSl-1064-A1-R4_MC10-1g09759	MvSl-1064-A2-R4_MC10g10026	MvSl-1064-A1-R4_MC10-1g09759	887	1325	MvSl-1064-A2-R4_MC10g10026	1022	1107
MvSl-1064-A1-R4_MC10-1g09760	MvSl-1064-A2-R4_MC10g10027	MvSl-1064-A1-R4_MC10-1g09760	1272	1505	MvSl-1064-A2-R4_MC10g10027	1182	1300
MvSl-1064-A1-R4_MC10-1g09761	MvSl-1064-A2-R4_MC10g10028	MvSl-1064-A1-R4_MC10-1g09761	3145	6426	MvSl-1064-A2-R4_MC10g10028	2476	4456
MvSl-1064-A1-R4_MC10-1g09762	MvSl-1064-A2-R4_MC10g10029	MvSl-1064-A1-R4_MC10-1g09762	1261	1333	MvSl-1064-A2-R4_MC10g10029	1342	1310
MvSl-1064-A1-R4_MC10-1g09763	MvSl-1064-A2-R4_MC10g10030	MvSl-1064-A1-R4_MC10-1g09763	644	859	MvSl-1064-A2-R4_MC10g10030	737	874
MvSl-1064-A1-R4_MC10-1g09765	MvSl-1064-A2-R4_MC10g10032	MvSl-1064-A1-R4_MC10-1g09765	115	83	MvSl-1064-A2-R4_MC10g10032	170	128
MvSl-1064-A1-R4_MC10-1g09766	MvSl-1064-A2-R4_MC10g10033	MvSl-1064-A1-R4_MC10-1g09766	3414	6009	MvSl-1064-A2-R4_MC10g10033	3519	5267
MvSl-1064-A1-R4_MC10-1g09767	MvSl-1064-A2-R4_MC10g10034	MvSl-1064-A1-R4_MC10-1g09767	440	474	MvSl-1064-A2-R4_MC10g10034	517	562
MvSl-1064-A1-R4_MC10-1g09768	MvSl-1064-A2-R4_MC10g10035	MvSl-1064-A1-R4_MC10-1g09768	3001	4450	MvSl-1064-A2-R4_MC10g10035	3048	4447
MvSl-1064-A1-R4_MC10-1g09769	MvSl-1064-A2-R4_MC10g10036	MvSl-1064-A1-R4_MC10-1g09769	6844	6732	MvSl-1064-A2-R4_MC10g10036	7785	6977
MvSl-1064-A1-R4_MC10-1g09770	MvSl-1064-A2-R4_MC10g10037	MvSl-1064-A1-R4_MC10-1g09770	2601	3064	MvSl-1064-A2-R4_MC10g10037	3002	2899
MvSl-1064-A1-R4_MC10-1g09772	MvSl-1064-A2-R4_MC10g10039	MvSl-1064-A1-R4_MC10-1g09772	2641.68	2216.63	MvSl-1064-A2-R4_MC10g10039	3793.75	3233.03
MvSl-1064-A1-R4_MC10-1g09774	MvSl-1064-A2-R4_MC10g10041	MvSl-1064-A1-R4_MC10-1g09774	2747	2366	MvSl-1064-A2-R4_MC10g10041	2463	2136
MvSl-1064-A1-R4_MC10-1g09775	MvSl-1064-A2-R4_MC10g10042	MvSl-1064-A1-R4_MC10-1g09775	0	0	MvSl-1064-A2-R4_MC10g10042	0	2.01944
MvSl-1064-A1-R4_MC10-1g09776	MvSl-1064-A2-R4_MC10g10043	MvSl-1064-A1-R4_MC10-1g09776	1043.99	1082.13	MvSl-1064-A2-R4_MC10g10043	1540.21	1405.61
MvSl-1064-A1-R4_MC10-1g09777	MvSl-1064-A2-R4_MC10g10044	MvSl-1064-A1-R4_MC10-1g09777	2565	2577	MvSl-1064-A2-R4_MC10g10044	3164	2976
MvSl-1064-A1-R4_MC10-1g09778	MvSl-1064-A2-R4_MC10g10045	MvSl-1064-A1-R4_MC10-1g09778	5687	8524	MvSl-1064-A2-R4_MC10g10045	6301	7830
MvSl-1064-A1-R4_MC10-1g09779	MvSl-1064-A2-R4_MC10g10046	MvSl-1064-A1-R4_MC10-1g09779	3.05196	1.44685	MvSl-1064-A2-R4_MC10g10046	2.35795	0
MvSl-1064-A1-R4_MC10-1g09782	MvSl-1064-A2-R4_MC10g10049	MvSl-1064-A1-R4_MC10-1g09782	29978	23915	MvSl-1064-A2-R4_MC10g10049	44242	32244
MvSl-1064-A1-R4_MC10-1g09783	MvSl-1064-A2-R4_MC10g10050	MvSl-1064-A1-R4_MC10-1g09783	3033	3457	MvSl-1064-A2-R4_MC10g10050	3131	4033
MvSl-1064-A1-R4_MC10-1g09784	MvSl-1064-A2-R4_MC10g10051	MvSl-1064-A1-R4_MC10-1g09784	1109.44	1029.23	MvSl-1064-A2-R4_MC10g10051	1317.15	1154.83
MvSl-1064-A1-R4_MC10-1g09785	MvSl-1064-A2-R4_MC10g10052	MvSl-1064-A1-R4_MC10-1g09785	190.473	55.8265	MvSl-1064-A2-R4_MC10g10052	52.0825	48.6705
MvSl-1064-A1-R4_MC10-1g09786	MvSl-1064-A2-R4_MC10g10053	MvSl-1064-A1-R4_MC10-1g09786	5	2	MvSl-1064-A2-R4_MC10g10053	7.25911	8
MvSl-1064-A1-R4_MC10-1g09788	MvSl-1064-A2-R4_MC10g10055	MvSl-1064-A1-R4_MC10-1g09788	2293	2665	MvSl-1064-A2-R4_MC10g10055	2644	2862
MvSl-1064-A1-R4_MC10-1g09789	MvSl-1064-A2-R4_MC10g10056	MvSl-1064-A1-R4_MC10-1g09789	1050.22	1159.05	MvSl-1064-A2-R4_MC10g10056	1362.59	1202.29
MvSl-1064-A1-R4_MC10-1g09790	MvSl-1064-A2-R4_MC10g10057	MvSl-1064-A1-R4_MC10-1g09790	2838.97	3790.96	MvSl-1064-A2-R4_MC10g10057	1952.77	2853.84
MvSl-1064-A1-R4_MC10-1g09791	MvSl-1064-A2-R4_MC10g10058	MvSl-1064-A1-R4_MC10-1g09791	2438	2959	MvSl-1064-A2-R4_MC10g10058	2624	3368
MvSl-1064-A1-R4_MC10-1g09792	MvSl-1064-A2-R4_MC10g10059	MvSl-1064-A1-R4_MC10-1g09792	4682	4772	MvSl-1064-A2-R4_MC10g10059	5835	6111
MvSl-1064-A1-R4_MC10-1g09793	MvSl-1064-A2-R4_MC10g10060	MvSl-1064-A1-R4_MC10-1g09793	1701.52	1645.15	MvSl-1064-A2-R4_MC10g10060	1866.66	1778.25
MvSl-1064-A1-R4_MC10-1g09794	MvSl-1064-A2-R4_MC10g10061	MvSl-1064-A1-R4_MC10-1g09794	321.406	432.966	MvSl-1064-A2-R4_MC10g10061	1897.8	2183.33
MvSl-1064-A1-R4_MC10-1g09795	MvSl-1064-A2-R4_MC10g10062	MvSl-1064-A1-R4_MC10-1g09795	966	1528	MvSl-1064-A2-R4_MC10g10062	1046	1372
MvSl-1064-A1-R4_MC10-1g09796	MvSl-1064-A2-R4_MC10g10063	MvSl-1064-A1-R4_MC10-1g09796	299.941	306.169	MvSl-1064-A2-R4_MC10g10063	780.65	836.314
MvSl-1064-A1-R4_MC10-1g09797	MvSl-1064-A2-R4_MC10g10064	MvSl-1064-A1-R4_MC10-1g09797	2284	2544	MvSl-1064-A2-R4_MC10g10064	2831.65	2994
MvSl-1064-A1-R4_MC10-1g09798	MvSl-1064-A2-R4_MC10g10065	MvSl-1064-A1-R4_MC10-1g09798	2463	2359	MvSl-1064-A2-R4_MC10g10065	2637	2875
MvSl-1064-A1-R4_MC10-1g09802	MvSl-1064-A2-R4_MC10g10069	MvSl-1064-A1-R4_MC10-1g09802	552	335	MvSl-1064-A2-R4_MC10g10069	497	415
MvSl-1064-A1-R4_MC10-1g09803	MvSl-1064-A2-R4_MC10g10070	MvSl-1064-A1-R4_MC10-1g09803	40.8017	14.5122	MvSl-1064-A2-R4_MC10g10070	229.005	228.171
MvSl-1064-A1-R4_MC10-1g09804	MvSl-1064-A2-R4_MC10g10071	MvSl-1064-A1-R4_MC10-1g09804	258	309	MvSl-1064-A2-R4_MC10g10071	256.856	188
MvSl-1064-A1-R4_MC10-1g09806	MvSl-1064-A2-R4_MC10g10073	MvSl-1064-A1-R4_MC10-1g09806	694.149	573.86	MvSl-1064-A2-R4_MC10g10073	1086.3	687.046
MvSl-1064-A1-R4_MC10-1g09808	MvSl-1064-A2-R4_MC10g10075	MvSl-1064-A1-R4_MC10-1g09808	1242	1209	MvSl-1064-A2-R4_MC10g10075	1581	1345
MvSl-1064-A1-R4_MC10-1g09809	MvSl-1064-A2-R4_MC10g10076	MvSl-1064-A1-R4_MC10-1g09809	734.476	690.098	MvSl-1064-A2-R4_MC10g10076	1724.99	1564.6
MvSl-1064-A1-R4_MC10-1g09811	MvSl-1064-A2-R4_MC10g10078	MvSl-1064-A1-R4_MC10-1g09811	3873	4468	MvSl-1064-A2-R4_MC10g10078	4456	4693
MvSl-1064-A1-R4_MC10-1g09812	MvSl-1064-A2-R4_MC10g10079	MvSl-1064-A1-R4_MC10-1g09812	2476	2890	MvSl-1064-A2-R4_MC10g10079	2843	2753
MvSl-1064-A1-R4_MC10-1g09813	MvSl-1064-A2-R4_MC10g10080	MvSl-1064-A1-R4_MC10-1g09813	1341.58	2229.87	MvSl-1064-A2-R4_MC10g10080	3669.96	3199.45
MvSl-1064-A1-R4_MC10-1g09814	MvSl-1064-A2-R4_MC10g10081	MvSl-1064-A1-R4_MC10-1g09814	5075.04	10061.3	MvSl-1064-A2-R4_MC10g10081	3149.87	3410.13
MvSl-1064-A1-R4_MC10-1g09815	MvSl-1064-A2-R4_MC10g10082	MvSl-1064-A1-R4_MC10-1g09815	5.40298	3.32984	MvSl-1064-A2-R4_MC10g10082	10.29	9.28302
MvSl-1064-A1-R4_MC10-1g09817	MvSl-1064-A2-R4_MC10g10084	MvSl-1064-A1-R4_MC10-1g09817	152.533	165.929	MvSl-1064-A2-R4_MC10g10084	230.511	193.744
MvSl-1064-A1-R4_MC10-1g09818	MvSl-1064-A2-R4_MC10g10085	MvSl-1064-A1-R4_MC10-1g09818	1882	1852	MvSl-1064-A2-R4_MC10g10085	1957	2074
MvSl-1064-A1-R4_MC10-1g09819	MvSl-1064-A2-R4_MC10g10086	MvSl-1064-A1-R4_MC10-1g09819	1589.17	1408.33	MvSl-1064-A2-R4_MC10g10086	143.508	110.502
MvSl-1064-A1-R4_MC10-1g09820	MvSl-1064-A2-R4_MC10g10087	MvSl-1064-A1-R4_MC10-1g09820	83.4951	78.5744	MvSl-1064-A2-R4_MC10g10087	11	17
MvSl-1064-A1-R4_MC10-1g09821	MvSl-1064-A2-R4_MC10g10088	MvSl-1064-A1-R4_MC10-1g09821	9.37068	5.13836	MvSl-1064-A2-R4_MC10g10088	23.2892	19.3141
MvSl-1064-A1-R4_MC10-1g09822	MvSl-1064-A2-R4_MC10g10089	MvSl-1064-A1-R4_MC10-1g09822	2	6	MvSl-1064-A2-R4_MC10g10089	46.2623	50.2048
MvSl-1064-A1-R4_MC10-1g09823	MvSl-1064-A2-R4_MC10g10090	MvSl-1064-A1-R4_MC10-1g09823	29	22	MvSl-1064-A2-R4_MC10g10090	156	87
MvSl-1064-A1-R4_MC10-1g09824	MvSl-1064-A2-R4_MC10g10091	MvSl-1064-A1-R4_MC10-1g09824	3	0	MvSl-1064-A2-R4_MC10g10091	9	6
MvSl-1064-A1-R4_MC10-1g09827	MvSl-1064-A2-R4_MC10g10094	MvSl-1064-A1-R4_MC10-1g09827	10.5125	4.46476	MvSl-1064-A2-R4_MC10g10094	54.5919	64.4224
MvSl-1064-A1-R4_MC10-1g09828	MvSl-1064-A2-R4_MC10g10095	MvSl-1064-A1-R4_MC10-1g09828	3.0061	1.00103	MvSl-1064-A2-R4_MC10g10095	2	1
MvSl-1064-A1-R4_MC10-1g09829	MvSl-1064-A2-R4_MC10g10096	MvSl-1064-A1-R4_MC10-1g09829	50.1686	36.4549	MvSl-1064-A2-R4_MC10g10096	37.512	47.5855
MvSl-1064-A1-R4_MC10-1g09830	MvSl-1064-A2-R4_MC10g10097	MvSl-1064-A1-R4_MC10-1g09830	0	0	MvSl-1064-A2-R4_MC10g10097	0	0
MvSl-1064-A1-R4_MC10-1g09832	MvSl-1064-A2-R4_MC10g10099	MvSl-1064-A1-R4_MC10-1g09832	24	20.0145	MvSl-1064-A2-R4_MC10g10099	23.6581	27.1992
MvSl-1064-A1-R4_MC10-1g09833	MvSl-1064-A2-R4_MC10g10100	MvSl-1064-A1-R4_MC10-1g09833	740.844	880.556	MvSl-1064-A2-R4_MC10g10100	2698.01	2650.63
MvSl-1064-A1-R4_MC10-1g09834	MvSl-1064-A2-R4_MC10g10101	MvSl-1064-A1-R4_MC10-1g09834	323.798	416.765	MvSl-1064-A2-R4_MC10g10101	408.872	406.631
MvSl-1064-A1-R4_MC10-1g09838	MvSl-1064-A2-R4_MC10g10105	MvSl-1064-A1-R4_MC10-1g09838	0	8.62671	MvSl-1064-A2-R4_MC10g10105	4.64018	3.05049
MvSl-1064-A1-R4_MC10-1g09839	MvSl-1064-A2-R4_MC10g10106	MvSl-1064-A1-R4_MC10-1g09839	16.2845	27.543	MvSl-1064-A2-R4_MC10g10106	32.8036	44.8114
MvSl-1064-A1-R4_MC10-1g09840	MvSl-1064-A2-R4_MC10g10107	MvSl-1064-A1-R4_MC10-1g09840	39.3709	51.8563	MvSl-1064-A2-R4_MC10g10107	50.0998	45.3255
MvSl-1064-A1-R4_MC10-1g09841	MvSl-1064-A2-R4_MC10g10108	MvSl-1064-A1-R4_MC10-1g09841	7.34224	11.9406	MvSl-1064-A2-R4_MC10g10108	10.4256	4.35903
MvSl-1064-A1-R4_MC10-1g09842	MvSl-1064-A2-R4_MC10g10109	MvSl-1064-A1-R4_MC10-1g09842	19.7081	21.9704	MvSl-1064-A2-R4_MC10g10109	35.6583	22.4212
