gida1	gidmvsv	dnds	dn	ds
MvSl-1064-A1-R4_MC13g11662	MvSv-1253-A1-R1_MC13g08086	0.3466	0.0334	0.0964
MvSl-1064-A1-R4_MC13g11663	MvSv-1253-A1-R1_MC13g08085	0.1735	0.0245	0.1415
MvSl-1064-A1-R4_MC13g11664	MvSv-1253-A1-R1_MC13g08084	0.2783	0.054	0.1941
MvSl-1064-A1-R4_MC13g11665	MvSv-1253-A1-R1_MC13g08083	1.0245	0.084	0.082
MvSl-1064-A1-R4_MC13g11666	MvSv-1253-A1-R1_MC13g08082	0.1083	0.0201	0.1858
MvSl-1064-A1-R4_A1g00116	MvSv-1253-A1-R1_MC01g00955	0.203	0.0168	0.0826
MvSl-1064-A1-R4_MC01-1g02123	MvSv-1253-A1-R1_MC01g00938	0.2814	0.0277	0.0984
MvSl-1064-A1-R4_MC13g11669	MvSv-1253-A1-R1_MC13g08080	0.0171	0.0029	0.1688
MvSl-1064-A1-R4_MC13g11670	MvSv-1253-A1-R1_MC13g08079	0.2553	0.0527	0.2064
MvSl-1064-A1-R4_MC13g11671	MvSv-1253-A1-R1_MC13g08078	0.0946	0.0188	0.1982
MvSl-1064-A1-R4_MC13g11672	MvSv-1253-A1-R1_MC13g08077	0.2757	0.059	0.2139
MvSl-1064-A1-R4_MC13g11673	MvSv-1253-A1-R1_MC13g08076	0.1745	0.0272	0.1561
MvSl-1064-A1-R4_MC13g11674	MvSv-1253-A1-R1_MC13g08075	0.2098	0.0324	0.1544
MvSl-1064-A1-R4_MC13g11677	MvSv-1253-A1-R1_MC13g08074	0.164	0.0161	0.0984
MvSl-1064-A1-R4_MC13g11678	MvSv-1253-A1-R1_MC13g08073	0.3202	0.0301	0.0939
MvSl-1064-A1-R4_MC13g11679	MvSv-1253-A1-R1_MC13g08072	0.1102	0.0146	0.1321
MvSl-1064-A1-R4_MC13g11680	MvSv-1253-A1-R1_MC13g08071	0.8638	0.1373	0.159
MvSl-1064-A1-R4_MC01-1g02124	MvSv-1253-A1-R1_MC01g00937	1.0484	0.1246	0.1188
MvSl-1064-A1-R4_MC13g11681	MvSv-1253-A1-R1_MC13g08070	0.71	0.0676	0.0953
MvSl-1064-A1-R4_MC13g11682	MvSv-1253-A1-R1_MC13g08069	0.3046	0.0452	0.1482
MvSl-1064-A1-R4_MC13g11683	MvSv-1253-A1-R1_MC13g08068	0.2813	0.0482	0.1714
MvSl-1064-A1-R4_MC13g11684	MvSv-1253-A1-R1_MC13g08067	0.161	0.0168	0.1045
MvSl-1064-A1-R4_MC13g11685	MvSv-1253-A1-R1_MC13g08065	1.7907	0.1531	0.0855
MvSl-1064-A1-R4_MC13g11686	MvSv-1253-A1-R1_MC13g08064	0.0683	0.0092	0.1347
MvSl-1064-A1-R4_MC13g11688	MvSv-1253-A1-R1_MC13g08062	0.0362	0.007	0.1944
MvSl-1064-A1-R4_MC13g11689	MvSv-1253-A1-R1_MC13g08058	0.5083	0.0556	0.1094
MvSl-1064-A1-R4_MC13g11691	MvSv-1253-A1-R1_MC13g08057	0.2692	0.0236	0.0878
MvSl-1064-A1-R4_MC13g11692	MvSv-1253-A1-R1_MC13g08056	0.3789	0.0378	0.0997
MvSl-1064-A1-R4_MC01-1g02125	MvSv-1253-A1-R1_MC01g00936	0.1318	0.008	0.0604
MvSl-1064-A1-R4_MC13g11693	MvSv-1253-A1-R1_MC13g08055	0.3327	0.0463	0.1392
MvSl-1064-A1-R4_MC13g11694	MvSv-1253-A1-R1_MC13g08054	0.293	0.0268	0.0913
MvSl-1064-A1-R4_MC13g11695	MvSv-1253-A1-R1_MC13g08053	0.0921	0.0087	0.0945
MvSl-1064-A1-R4_MC13g11698	MvSv-1253-A1-R1_MC13g08051	0.1408	0.0161	0.114
MvSl-1064-A1-R4_MC13g11699	MvSv-1253-A1-R1_MC13g08050	0.6374	0.049	0.0769
MvSl-1064-A1-R4_MC13g11700	MvSv-1253-A1-R1_MC13g08049	0.4689	0.0386	0.0824
MvSl-1064-A1-R4_MC13g11701	MvSv-1253-A1-R1_MC13g08048	0.2524	0.0285	0.1128
MvSl-1064-A1-R4_MC13g11702	MvSv-1253-A1-R1_MC13g08047	0.1389	0.021	0.1509
MvSl-1064-A1-R4_MC13g11703	MvSv-1253-A1-R1_MC13g08046	0.3656	0.1365	0.3734
MvSl-1064-A1-R4_MC13g11704	MvSv-1253-A1-R1_MC13g08045	0.1968	0.0274	0.1393
MvSl-1064-A1-R4_MC01-1g02126	MvSv-1253-A1-R1_MC01g00935	0.001	0.0001	0.1225
MvSl-1064-A1-R4_MC13g11706	MvSv-1253-A1-R1_MC13g08043	0.285	0.0321	0.1125
MvSl-1064-A1-R4_MC13g11707	MvSv-1253-A1-R1_MC13g08042	0.4003	0.0211	0.0527
MvSl-1064-A1-R4_MC13g11708	MvSv-1253-A1-R1_MC13g08041	0.1237	0.0135	0.1094
MvSl-1064-A1-R4_MC13g11709	MvSv-1253-A1-R1_MC13g08040	0.1262	0.0122	0.097
MvSl-1064-A1-R4_MC13g11711	MvSv-1253-A1-R1_MC13g08039	0.0657	0.0046	0.0699
MvSl-1064-A1-R4_MC13g11712	MvSv-1253-A1-R1_MC13g08038	0.0876	0.0072	0.0821
MvSl-1064-A1-R4_MC13g11713	MvSv-1253-A1-R1_MC13g08037	0.2004	0.0178	0.089
MvSl-1064-A1-R4_MC14g11734	MvSv-1253-A1-R1_MC04g03465	0.0841	0.0175	0.2086
MvSl-1064-A1-R4_MC14g11735	MvSv-1253-A1-R1_MC04g03464	0.1863	0.0275	0.1476
MvSl-1064-A1-R4_MC14g11736	MvSv-1253-A1-R1_MC04g03463	0.1543	0.063	0.4085
MvSl-1064-A1-R4_MC01-1g02127	MvSv-1253-A1-R1_MC01g00934	4.0319	0.0772	0.0191
MvSl-1064-A1-R4_MC14g11737	MvSv-1253-A1-R1_MC04g03462	0.0562	0.0148	0.2631
MvSl-1064-A1-R4_MC14g11738	MvSv-1253-A1-R1_MC04g03461	0.3265	0.0493	0.1511
MvSl-1064-A1-R4_MC14g11739	MvSv-1253-A1-R1_MC04g03460	0.6925	0.1817	0.2624
MvSl-1064-A1-R4_MC14g11740	MvSv-1253-A1-R1_MC04g03459	0.543	0.1721	0.317
MvSl-1064-A1-R4_MC14g11741	MvSv-1253-A1-R1_MC04g03458	0.0959	0.0409	0.4265
MvSl-1064-A1-R4_MC14g11742	MvSv-1253-A1-R1_MC04g03457	0.2769	0.0601	0.2171
MvSl-1064-A1-R4_MC14g11743	MvSv-1253-A1-R1_MC04g03456	0.1552	0.0243	0.1569
MvSl-1064-A1-R4_MC14g11744	MvSv-1253-A1-R1_MC04g03455	0.2217	0.0757	0.3414
MvSl-1064-A1-R4_MC14g11745	MvSv-1253-A1-R1_MC04g03454	0.1649	0.0341	0.2071
MvSl-1064-A1-R4_MC14g11746	MvSv-1253-A1-R1_MC04g03453	0.1031	0.0351	0.3404
MvSl-1064-A1-R4_MC01-1g02128	MvSv-1253-A1-R1_MC01g00933	0.1199	0.0137	0.114
MvSl-1064-A1-R4_MC14g11748	MvSv-1253-A1-R1_MC12g07853	0.4227	0.0535	0.1265
MvSl-1064-A1-R4_MC14g11750	MvSv-1253-A1-R1_MC14-1g08513	0.1413	0.0194	0.1373
MvSl-1064-A1-R4_MC14g11751	MvSv-1253-A1-R1_MC14-1g08514	0.1617	0.0183	0.1131
MvSl-1064-A1-R4_MC14g11752	MvSv-1253-A1-R1_MC14-1g08515	0.1633	0.0223	0.1369
MvSl-1064-A1-R4_MC14g11754	MvSv-1253-A1-R1_MC14-1g08521	0.3088	0.0314	0.1016
MvSl-1064-A1-R4_MC14g11755	MvSv-1253-A1-R1_MC14-1g08522	0.3107	0.0549	0.1768
MvSl-1064-A1-R4_MC14g11756	MvSv-1253-A1-R1_MC14-1g08523	0.1372	0.0235	0.1714
MvSl-1064-A1-R4_MC14g11757	MvSv-1253-A1-R1_MC14-1g08524	0.1761	0.0384	0.2181
MvSl-1064-A1-R4_MC14g11758	MvSv-1253-A1-R1_MC14-1g08525	0.0401	0.0069	0.171
MvSl-1064-A1-R4_MC14g11759	MvSv-1253-A1-R1_MC14-1g08526	0.076	0.0121	0.1595
MvSl-1064-A1-R4_MC01-1g02129	MvSv-1253-A1-R1_MC01g00932	0.3395	0.0458	0.135
MvSl-1064-A1-R4_MC14g11760	MvSv-1253-A1-R1_MC14-1g08527	0.1827	0.0261	0.1431
MvSl-1064-A1-R4_MC14g11761	MvSv-1253-A1-R1_MC14-1g08528	0.2051	0.0216	0.1054
MvSl-1064-A1-R4_MC14g11765	MvSv-1253-A1-R1_MC14-1g08529	0.2649	0.032	0.1209
MvSl-1064-A1-R4_MC14g11766	MvSv-1253-A1-R1_MC14-1g08530	1.8375	0.1968	0.1071
MvSl-1064-A1-R4_MC14g11767	MvSv-1253-A1-R1_MC14-1g08531	0.0702	0.0114	0.1626
MvSl-1064-A1-R4_MC14g11768	MvSv-1253-A1-R1_MC14-1g08532	0.1721	0.0284	0.1647
MvSl-1064-A1-R4_MC14g11769	MvSv-1253-A1-R1_MC14-1g08533	0.1665	0.0202	0.1211
MvSl-1064-A1-R4_MC14g11770	MvSv-1253-A1-R1_MC14-1g08535	0.2739	0.0382	0.1396
MvSl-1064-A1-R4_MC14g11771	MvSv-1253-A1-R1_MC14-1g08534	0.2868	0.0565	0.1971
MvSl-1064-A1-R4_MC14g11773	MvSv-1253-A1-R1_MC14-1g08537	0.3548	0.0327	0.092
MvSl-1064-A1-R4_MC01-1g02130	MvSv-1253-A1-R1_MC01g00931	0.4825	0.0315	0.0653
MvSl-1064-A1-R4_MC14g11775	MvSv-1253-A1-R1_MC14-1g08538	0.4083	0.0464	0.1136
MvSl-1064-A1-R4_MC14g11776	MvSv-1253-A1-R1_MC14-1g08540	0.1393	0.0211	0.1514
MvSl-1064-A1-R4_MC14g11777	MvSv-1253-A1-R1_MC14-1g08541	0.3418	0.0634	0.1855
MvSl-1064-A1-R4_MC14g11778	MvSv-1253-A1-R1_MC14-1g08542	0.4011	0.0609	0.1519
MvSl-1064-A1-R4_MC14g11783	MvSv-1253-A1-R1_MC14-1g08397	0.4948	0.0493	0.0997
MvSl-1064-A1-R4_MC14g11785	MvSv-1253-A1-R1_MC01g00444	1.4576	0.2125	0.1458
MvSl-1064-A1-R4_MC14g11794	MvSv-1253-A1-R1_MC14-1g08544	0.1575	0.0254	0.1614
MvSl-1064-A1-R4_MC14g11795	MvSv-1253-A1-R1_MC14-1g08545	0.1525	0.0286	0.1874
MvSl-1064-A1-R4_MC14g11796	MvSv-1253-A1-R1_MC14-1g08546	0.2337	0.0455	0.1946
MvSl-1064-A1-R4_MC14g11797	MvSv-1253-A1-R1_MC14-1g08547	0.0909	0.0144	0.1579
MvSl-1064-A1-R4_MC01-1g02131	MvSv-1253-A1-R1_MC01g00930	0.6107	0.0625	0.1024
MvSl-1064-A1-R4_MC14g11798	MvSv-1253-A1-R1_MC14-1g08550	0.2035	0.0276	0.1355
MvSl-1064-A1-R4_MC14g11799	MvSv-1253-A1-R1_MC14-1g08551	0.2021	0.0691	0.3418
MvSl-1064-A1-R4_MC14g11811	MvSv-1253-A1-R1_MC08g05457	0.8548	0.0545	0.0638
MvSl-1064-A1-R4_MC14g11821	MvSv-1253-A1-R1_MC14-1g08597	0.058	0.0108	0.1854
MvSl-1064-A1-R4_MC14g11822	MvSv-1253-A1-R1_MC14-1g08598	0.1251	0.0205	0.1637
MvSl-1064-A1-R4_MC14g11823	MvSv-1253-A1-R1_MC14-1g08599	0.4001	0.0419	0.1046
MvSl-1064-A1-R4_MC14g11833	MvSv-1253-A1-R1_MC14-1g08600	0.3508	0.0319	0.0909
MvSl-1064-A1-R4_MC14g11834	MvSv-1253-A1-R1_MC14-1g08601	0.1321	0.0098	0.0745
MvSl-1064-A1-R4_MC14g11835	MvSv-1253-A1-R1_MC14-1g08602	0.1459	0.0202	0.1384
MvSl-1064-A1-R4_MC14g11836	MvSv-1253-A1-R1_MC14-1g08603	0.001	0.0001	0.1306
MvSl-1064-A1-R4_MC01-1g02132	MvSv-1253-A1-R1_MC01g00929	0.1444	0.0117	0.0811
MvSl-1064-A1-R4_MC14g11837	MvSv-1253-A1-R1_MC14-1g08604	0.62	0.1789	0.2886
MvSl-1064-A1-R4_MC14g11838	MvSv-1253-A1-R1_MC14-1g08605	0.1471	0.0471	0.32
MvSl-1064-A1-R4_MC14g11839	MvSv-1253-A1-R1_MC14-1g08606	0.1506	0.0293	0.1945
MvSl-1064-A1-R4_MC14g11841	MvSv-1253-A1-R1_MC14-1g08607	0.061	0.0122	0.2006
MvSl-1064-A1-R4_MC14g11842	MvSv-1253-A1-R1_MC14-1g08608	0.4803	0.0976	0.2031
MvSl-1064-A1-R4_MC14g11843	MvSv-1253-A1-R1_MC14-1g08609	0.3121	0.0515	0.1649
MvSl-1064-A1-R4_MC14g11844	MvSv-1253-A1-R1_MC14-1g08610	0.3091	0.0361	0.1167
MvSl-1064-A1-R4_MC14g11845	MvSv-1253-A1-R1_MC14-1g08612	0.4982	0.0457	0.0918
MvSl-1064-A1-R4_MC14g11846	MvSv-1253-A1-R1_MC14-1g08613	0.2169	0.0314	0.145
MvSl-1064-A1-R4_MC14g11847	MvSv-1253-A1-R1_MC14-1g08614	0.1257	0.0157	0.1247
MvSl-1064-A1-R4_A1g00126	MvSv-1253-A1-R1_MC12g07780	0.4116	0.0323	0.0786
MvSl-1064-A1-R4_MC01-1g02133	MvSv-1253-A1-R1_MC01g00928	0.0895	0.0089	0.0998
MvSl-1064-A1-R4_MC14g11848	MvSv-1253-A1-R1_MC14-1g08615	0.1158	0.019	0.1638
MvSl-1064-A1-R4_MC14g11849	MvSv-1253-A1-R1_MC14-1g08616	0.2094	0.0226	0.108
MvSl-1064-A1-R4_MC14g11850	MvSv-1253-A1-R1_MC14-1g08617	0.0113	0.0017	0.154
MvSl-1064-A1-R4_MC14g11851	MvSv-1253-A1-R1_MC14-1g08620	0.1014	0.0077	0.0764
MvSl-1064-A1-R4_MC14g11852	MvSv-1253-A1-R1_MC14-1g08621	0.0657	0.0059	0.0894
MvSl-1064-A1-R4_MC14g11853	MvSv-1253-A1-R1_MC14-1g08622	0.2795	0.0339	0.1214
MvSl-1064-A1-R4_MC14g11855	MvSv-1253-A1-R1_MC14-1g08624	0.3228	0.0477	0.1479
MvSl-1064-A1-R4_MC14g11856	MvSv-1253-A1-R1_MC14-1g08625	0.052	0.0062	0.1199
MvSl-1064-A1-R4_MC14g11857	MvSv-1253-A1-R1_MC14-1g08626	0.3007	0.0409	0.1362
MvSl-1064-A1-R4_MC14g11860	MvSv-1253-A1-R1_MC14-1g08627	0.2739	0.0312	0.114
MvSl-1064-A1-R4_MC01-1g02134	MvSv-1253-A1-R1_MC01g00927	98.9996	0.0405	0.0004
MvSl-1064-A1-R4_MC14g11862	MvSv-1253-A1-R1_MC14-1g08633	0.0904	0.0196	0.2171
MvSl-1064-A1-R4_MC14g11863	MvSv-1253-A1-R1_MC14-1g08634	0.1162	0.0177	0.1525
MvSl-1064-A1-R4_MC14g11864	MvSv-1253-A1-R1_MC14-1g08635	0.0491	0.0091	0.1845
MvSl-1064-A1-R4_MC14g11865	MvSv-1253-A1-R1_MC14-1g08636	0.0716	0.0086	0.12
MvSl-1064-A1-R4_MC14g11866	MvSv-1253-A1-R1_MC14-1g08637	0.1872	0.0325	0.1736
MvSl-1064-A1-R4_MC14g11867	MvSv-1253-A1-R1_MC14-1g08638	0.139	0.0376	0.2709
MvSl-1064-A1-R4_MC14g11868	MvSv-1253-A1-R1_MC14-1g08639	0.2597	0.0256	0.0986
MvSl-1064-A1-R4_MC14g11869	MvSv-1253-A1-R1_MC14-1g08640	0.2337	0.0221	0.0946
MvSl-1064-A1-R4_MC14g11870	MvSv-1253-A1-R1_MC14-1g08641	0.4775	0.0479	0.1004
MvSl-1064-A1-R4_MC14g11871	MvSv-1253-A1-R1_MC14-1g08642	2.2327	0.2173	0.0973
MvSl-1064-A1-R4_MC01-1g02137	MvSv-1253-A1-R1_MC01g00925	0.0999	0.0115	0.1152
MvSl-1064-A1-R4_MC14g11872	MvSv-1253-A1-R1_MC14-1g08643	0.6707	0.0516	0.077
MvSl-1064-A1-R4_MC14g11873	MvSv-1253-A1-R1_MC14-1g08644	0.1929	0.0203	0.1051
MvSl-1064-A1-R4_MC14g11874	MvSv-1253-A1-R1_MC14-1g08645	0.067	0.0083	0.1241
MvSl-1064-A1-R4_MC14g11875	MvSv-1253-A1-R1_MC14-1g08646	0.3411	0.0367	0.1075
MvSl-1064-A1-R4_MC14g11876	MvSv-1253-A1-R1_MC14-1g08647	0.3396	0.0313	0.0921
MvSl-1064-A1-R4_MC14g11877	MvSv-1253-A1-R1_MC14-1g08648	0.1662	0.0148	0.0892
MvSl-1064-A1-R4_MC14g11882	MvSv-1253-A1-R1_MC14-1g08650	0.5468	0.0483	0.0883
MvSl-1064-A1-R4_MC14g11883	MvSv-1253-A1-R1_MC14-1g08651	0.1076	0.0131	0.1213
MvSl-1064-A1-R4_MC14g11884	MvSv-1253-A1-R1_MC14-1g08652	0.049	0.0044	0.09
MvSl-1064-A1-R4_MC14g11885	MvSv-1253-A1-R1_MC14-1g08653	0.1017	0.0113	0.1108
MvSl-1064-A1-R4_MC01-1g02138	MvSv-1253-A1-R1_MC01g00924	0.0304	0.0048	0.1575
MvSl-1064-A1-R4_MC14g11886	MvSv-1253-A1-R1_MC14-1g08654	0.2457	0.0229	0.0933
MvSl-1064-A1-R4_MC14g11888	MvSv-1253-A1-R1_MC14-1g08655	0.0833	0.0088	0.1057
MvSl-1064-A1-R4_MC14g11889	MvSv-1253-A1-R1_MC14-1g08656	0.3862	0.0379	0.0981
MvSl-1064-A1-R4_MC14g11890	MvSv-1253-A1-R1_MC14-1g08657	0.2619	0.0266	0.1015
MvSl-1064-A1-R4_MC14g11892	MvSv-1253-A1-R1_MC14-1g08658	0.3321	0.0312	0.0938
MvSl-1064-A1-R4_MC14g11893	MvSv-1253-A1-R1_MC14-1g08659	0.2965	0.0454	0.153
MvSl-1064-A1-R4_MC14g11895	MvSv-1253-A1-R1_MC14-1g08660	0.1589	0.0298	0.1878
MvSl-1064-A1-R4_MC14g11896	MvSv-1253-A1-R1_MC14-1g08661	0.2322	0.0253	0.1088
MvSl-1064-A1-R4_MC14g11897	MvSv-1253-A1-R1_MC14-1g08662	0.0716	0.009	0.1264
MvSl-1064-A1-R4_MC14g11902	MvSv-1253-A1-R1_MC14-1g08663	0.265	0.0357	0.1348
MvSl-1064-A1-R4_MC01-1g02139	MvSv-1253-A1-R1_MC01g00923	0.3063	0.0381	0.1244
MvSl-1064-A1-R4_MC14g11903	MvSv-1253-A1-R1_MC14-1g08664	0.2185	0.0196	0.0895
MvSl-1064-A1-R4_MC14g11904	MvSv-1253-A1-R1_MC14-1g08665	0.8981	0.126	0.1403
MvSl-1064-A1-R4_MC14g11907	MvSv-1253-A1-R1_MC14-1g08667	0.7508	0.1156	0.154
MvSl-1064-A1-R4_MC14g11911	MvSv-1253-A1-R1_MC14-1g08668	0.5283	0.0444	0.084
MvSl-1064-A1-R4_MC14g11912	MvSv-1253-A1-R1_MC14-1g08669	0.2298	0.0157	0.0683
MvSl-1064-A1-R4_MC14g11913	MvSv-1253-A1-R1_MC14-1g08670	0.2772	0.0351	0.1268
MvSl-1064-A1-R4_MC14g11914	MvSv-1253-A1-R1_MC14-1g08671	0.3046	0.036	0.1183
MvSl-1064-A1-R4_MC14g11915	MvSv-1253-A1-R1_MC14-1g08672	0.1671	0.0239	0.1428
MvSl-1064-A1-R4_MC14g11916	MvSv-1253-A1-R1_MC14-1g08673	0.0317	0.0029	0.0902
MvSl-1064-A1-R4_MC14g11917	MvSv-1253-A1-R1_MC14-1g08675	0.2154	0.0225	0.1043
MvSl-1064-A1-R4_MC01-1g02140	MvSv-1253-A1-R1_MC01g00922	0.333	0.0252	0.0756
MvSl-1064-A1-R4_MC14g11918	MvSv-1253-A1-R1_MC14-1g08676	0.228	0.0259	0.1136
MvSl-1064-A1-R4_MC14g11919	MvSv-1253-A1-R1_MC14-1g08677	0.513	0.0403	0.0785
MvSl-1064-A1-R4_MC14g11920	MvSv-1253-A1-R1_MC14-1g08678	0.435	0.0614	0.1412
MvSl-1064-A1-R4_MC14g11922	MvSv-1253-A1-R1_MC14-1g08679	0.2488	0.0256	0.103
MvSl-1064-A1-R4_MC14g11923	MvSv-1253-A1-R1_MC14-1g08680	0.2587	0.0325	0.1257
MvSl-1064-A1-R4_MC14g11924	MvSv-1253-A1-R1_MC14-1g08681	0.4942	0.1334	0.27
MvSl-1064-A1-R4_MC14g11931	MvSv-1253-A1-R1_MC14-1g08596	0.2338	0.0582	0.2492
MvSl-1064-A1-R4_MC14g11934	MvSv-1253-A1-R1_MC14-1g08683	0.394	0.031	0.0786
MvSl-1064-A1-R4_MC14g11935	MvSv-1253-A1-R1_MC14-1g08684	0.564	0.044	0.0781
MvSl-1064-A1-R4_MC14g11936	MvSv-1253-A1-R1_MC14-1g08685	0.1061	0.0114	0.1071
MvSl-1064-A1-R4_MC01-1g02141	MvSv-1253-A1-R1_MC01g00921	0.0933	0.0154	0.1648
MvSl-1064-A1-R4_MC14g11937	MvSv-1253-A1-R1_MC14-1g08686	0.6281	0.0497	0.0791
MvSl-1064-A1-R4_MC14g11938	MvSv-1253-A1-R1_MC14-1g08688	0.171	0.0232	0.1354
MvSl-1064-A1-R4_MC14g11939	MvSv-1253-A1-R1_MC14-1g08689	0.2479	0.0206	0.0831
MvSl-1064-A1-R4_MC14g11940	MvSv-1253-A1-R1_MC14-1g08691	0.5398	0.2537	0.47
MvSl-1064-A1-R4_MC14g11941	MvSv-1253-A1-R1_MC14-1g08696	0.1181	0.0121	0.1024
MvSl-1064-A1-R4_MC14g11942	MvSv-1253-A1-R1_MC14-1g08698	0.1556	0.0215	0.1381
MvSl-1064-A1-R4_MC14g11943	MvSv-1253-A1-R1_MC14-1g08699	0.1403	0.0118	0.0843
MvSl-1064-A1-R4_MC14g11944	MvSv-1253-A1-R1_MC14-1g08701	0.0908	0.0119	0.1311
MvSl-1064-A1-R4_MC14g11945	MvSv-1253-A1-R1_MC14-1g08702	0.3929	0.0226	0.0574
MvSl-1064-A1-R4_MC14g11947	MvSv-1253-A1-R1_MC14-1g08705	0.1802	0.0411	0.2282
MvSl-1064-A1-R4_MC01-1g02142	MvSv-1253-A1-R1_MC01g00920	0.0539	0.0076	0.1412
MvSl-1064-A1-R4_MC14g11948	MvSv-1253-A1-R1_MC14-1g08706	0.3354	0.0261	0.0778
MvSl-1064-A1-R4_MC14g11949	MvSv-1253-A1-R1_MC14-1g08707	1.6448	0.0494	0.0301
MvSl-1064-A1-R4_MC14g11956	MvSv-1253-A1-R1_MC14-1g08708	0.1577	0.0167	0.1056
MvSl-1064-A1-R4_MC14g11957	MvSv-1253-A1-R1_MC14-1g08711	0.4554	0.0366	0.0804
MvSl-1064-A1-R4_MC14g11958	MvSv-1253-A1-R1_MC14-1g08712	0.2478	0.0294	0.1188
MvSl-1064-A1-R4_MC14g11959	MvSv-1253-A1-R1_MC14-1g08715	0.4038	0.0302	0.0747
MvSl-1064-A1-R4_MC14g11960	MvSv-1253-A1-R1_MC14-1g08716	0.4593	0.0296	0.0644
MvSl-1064-A1-R4_MC14g11963	MvSv-1253-A1-R1_MC14-1g08717	0.4345	0.0387	0.0891
MvSl-1064-A1-R4_MC14g11965	MvSv-1253-A1-R1_MC06g04394	0.0037	0.2382	
MvSl-1064-A1-R4_MC14g11969	MvSv-1253-A1-R1_MC03g02719	0.5013	0.0352	0.0702
MvSl-1064-A1-R4_MC01-1g02143	MvSv-1253-A1-R1_MC01g00919	0.0694	0.0141	0.2026
MvSl-1064-A1-R4_MC14g11976	MvSv-1253-A1-R1_MC14-1g08718	0.4144	0.0328	0.0792
MvSl-1064-A1-R4_MC14g11977	MvSv-1253-A1-R1_MC14-1g08719	0.2669	0.0225	0.0842
MvSl-1064-A1-R4_MC14g11990	MvSv-1253-A1-R1_MC01g00360	0.64	0.0722	0.1128
MvSl-1064-A1-R4_MC15g12013	MvSv-1253-A1-R1_MC14-2g08896	0.1804	0.0724	0.4012
MvSl-1064-A1-R4_MC15g12014	MvSv-1253-A1-R1_MC14-2g08895	0.2357	0.0635	0.2693
MvSl-1064-A1-R4_MC15g12015	MvSv-1253-A1-R1_MC14-2g08894	0.2606	0.0484	0.1857
MvSl-1064-A1-R4_MC15g12016	MvSv-1253-A1-R1_MC14-2g08893	0.3974	0.0515	0.1295
MvSl-1064-A1-R4_MC15g12019	MvSv-1253-A1-R1_MC14-2g08890	0.2454	0.0523	0.2133
MvSl-1064-A1-R4_MC15g12020	MvSv-1253-A1-R1_MC14-2g08889	0.1652	0.0328	0.1984
MvSl-1064-A1-R4_MC15g12021	MvSv-1253-A1-R1_MC14-2g08888	0.1569	0.0227	0.1444
MvSl-1064-A1-R4_MC01-1g02145	MvSv-1253-A1-R1_MC01g00918	0.0974	0.0149	0.1527
MvSl-1064-A1-R4_MC15g12023	MvSv-1253-A1-R1_MC14-2g08887	0.0478	0.0093	0.1941
MvSl-1064-A1-R4_MC15g12024	MvSv-1253-A1-R1_MC14-2g08886	0.1958	0.0509	0.2599
MvSl-1064-A1-R4_MC15g12025	MvSv-1253-A1-R1_MC14-2g08885	0.0504	0.0143	0.284
MvSl-1064-A1-R4_MC15g12026	MvSv-1253-A1-R1_MC14-2g08884	0.0952	0.0207	0.2179
MvSl-1064-A1-R4_MC15g12029	MvSv-1253-A1-R1_MC14-2g08879	0.089	0.0069	0.0774
MvSl-1064-A1-R4_MC15g12030	MvSv-1253-A1-R1_MC14-2g08878	0.3319	0.0571	0.1719
MvSl-1064-A1-R4_MC15g12031	MvSv-1253-A1-R1_MC14-2g08873	0.2228	0.042	0.1885
MvSl-1064-A1-R4_MC15g12034	MvSv-1253-A1-R1_MC14-2g08872	0.0957	0.0143	0.1492
MvSl-1064-A1-R4_MC15g12035	MvSv-1253-A1-R1_MC14-2g08871	0.1741	0.0313	0.1796
MvSl-1064-A1-R4_MC15g12036	MvSv-1253-A1-R1_MC14-2g08868	0.5047	0.0438	0.0868
MvSl-1064-A1-R4_A1g00129	MvSv-1253-A1-R1_MC08g05551	1.3679	0.1345	0.0983
MvSl-1064-A1-R4_MC01-1g02146	MvSv-1253-A1-R1_MC01g00917	0.2368	0.028	0.1184
MvSl-1064-A1-R4_MC15g12038	MvSv-1253-A1-R1_MC14-2g08867	0.2152	0.0287	0.1332
MvSl-1064-A1-R4_MC15g12045	MvSv-1253-A1-R1_MC14-2g08866	1.9931	0.352	0.1766
MvSl-1064-A1-R4_MC15g12046	MvSv-1253-A1-R1_MC14-2g08863	0.1208	0.0338	0.28
MvSl-1064-A1-R4_MC15g12047	MvSv-1253-A1-R1_MC14-2g08862	0.2231	0.0456	0.2044
MvSl-1064-A1-R4_MC15g12048	MvSv-1253-A1-R1_MC14-2g08861	0.0521	0.0098	0.1876
MvSl-1064-A1-R4_MC15g12051	MvSv-1253-A1-R1_MC14-2g08860	0.2728	0.0529	0.1938
MvSl-1064-A1-R4_MC15g12054	MvSv-1253-A1-R1_MC14-2g08859	0.1674	0.0334	0.1994
MvSl-1064-A1-R4_MC15g12055	MvSv-1253-A1-R1_MC14-2g08858	0.1673	0.0377	0.2255
MvSl-1064-A1-R4_MC15g12056	MvSv-1253-A1-R1_MC14-2g08857	0.2283	0.0435	0.1906
MvSl-1064-A1-R4_MC15g12057	MvSv-1253-A1-R1_MC14-2g08856	0.3142	0.0474	0.1507
MvSl-1064-A1-R4_MC01-1g02147	MvSv-1253-A1-R1_MC01g00916	0.4078	0.0348	0.0854
