gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC10-1g09592	32	35.8047	66	53
MvSl-1064-A1-R4_MC10-1g09593	36.9849	19	21.6982	47.5259
MvSl-1064-A1-R4_MC10-1g09594	12	13	8	15
MvSl-1064-A1-R4_MC10-1g09595	616.098	524	640	683
MvSl-1064-A1-R4_MC10-1g09596	275.666	184.719	266.424	303.869
MvSl-1064-A1-R4_MC10-1g09597	1819.97	1775.93	2176.95	2546.93
MvSl-1064-A1-R4_MC10-1g09598	330.731	373.201	420.466	501.668
MvSl-1064-A1-R4_MC10-1g09599	1.00023	0	1.00052	0
MvSl-1064-A1-R4_MC10-1g09600	1504.8	1470.53	1773	1867
MvSl-1064-A1-R4_MC10-1g09601	1357	1628	1576	1479
MvSl-1064-A1-R4_MC10-1g09602	5350	6375	7361	6706
MvSl-1064-A1-R4_MC10-1g09603	2524	2575	2692	2578
MvSl-1064-A1-R4_MC10-1g09604	1670	1656	1512	1617
MvSl-1064-A1-R4_MC10-1g09605	54	109	110	102
MvSl-1064-A1-R4_MC10-1g09606	3509	4022	4218	4078
MvSl-1064-A1-R4_MC10-1g09607	766	910	1307	1074
MvSl-1064-A1-R4_MC10-1g09608	907	1185	1135	1052
MvSl-1064-A1-R4_MC10-1g09609	4615	4482	4642	4779
MvSl-1064-A1-R4_MC10-1g09610	1454	1048	939	1755
MvSl-1064-A1-R4_MC10-1g09611	187	206	192	233
MvSl-1064-A1-R4_MC10-1g09612	1485	1478	2045	1812
MvSl-1064-A1-R4_MC10-1g09613	4544	5474	6003	4900
MvSl-1064-A1-R4_MC10-1g09614	39.381	29.8877	33.1527	76.2693
MvSl-1064-A1-R4_MC10-1g09615	362.766	359.465	439.069	495.143
MvSl-1064-A1-R4_MC10-1g09617	160.169	258.799	286.076	104.357
MvSl-1064-A1-R4_MC10-1g09618	5102.78	5692.62	8550.88	7489.06
MvSl-1064-A1-R4_MC10-1g09619	90.2206	56.1105	45.477	70.7665
MvSl-1064-A1-R4_MC10-1g09620	226	271	144	120
MvSl-1064-A1-R4_MC10-1g09621	951	1745	2360	1438
MvSl-1064-A1-R4_MC10-1g09622	2.26987	0	4.0163	8.64855
MvSl-1064-A1-R4_MC10-1g09625	138.584	166.644	123.86	114.338
MvSl-1064-A1-R4_MC10-1g09627	1757	1956	2154	2134
MvSl-1064-A1-R4_MC10-1g09628	1711	1116	1151	1796
MvSl-1064-A1-R4_MC10-1g09629	1065	1137	1440	1328
MvSl-1064-A1-R4_MC10-1g09630	3365	2821	2504	3506
MvSl-1064-A1-R4_MC10-1g09631	217	246	192	187
MvSl-1064-A1-R4_MC10-1g09632	2262	2204	2364	2311
MvSl-1064-A1-R4_MC10-1g09633	5319	8329	5963	4944
MvSl-1064-A1-R4_MC10-1g09634	442	393	563	608
MvSl-1064-A1-R4_MC10-1g09635	545	452	574	575
MvSl-1064-A1-R4_MC10-1g09636	396	159	213	370
MvSl-1064-A1-R4_MC10-1g09637	61	41	80	115
MvSl-1064-A1-R4_MC10-1g09638	379	371	422	387
MvSl-1064-A1-R4_MC10-1g09639	908	933	1122	1001
MvSl-1064-A1-R4_MC10-1g09640	4521	6312	4299	3809
MvSl-1064-A1-R4_MC10-1g09641	903	1129	1217	1179
MvSl-1064-A1-R4_MC10-1g09642	482	567	534	395
MvSl-1064-A1-R4_MC10-1g09643	598	892	997	740
MvSl-1064-A1-R4_MC10-1g09644	921	1261	1416	1118
MvSl-1064-A1-R4_MC10-1g09645	2062.8	3026.96	2827.2	1972.39
MvSl-1064-A1-R4_MC10-1g09646	1633	2090	2335	1896
MvSl-1064-A1-R4_MC10-1g09647	14517	18045	19233	16390
MvSl-1064-A1-R4_MC10-1g09648	2444	1998	2088	2572
MvSl-1064-A1-R4_MC10-1g09649	1076	1464	1586	1351
MvSl-1064-A1-R4_MC10-1g09650	116	152	111	162
MvSl-1064-A1-R4_MC10-1g09651	43	82	40	46
MvSl-1064-A1-R4_MC10-1g09652	104	197	162	156
MvSl-1064-A1-R4_MC10-1g09653	15.0621	9.20295	5.47559	11.2663
MvSl-1064-A1-R4_MC10-1g09654	19.8805	25	18.5858	42.7813
MvSl-1064-A1-R4_MC10-1g09655	4762	4135	4994	6066
MvSl-1064-A1-R4_MC10-1g09656	895	699	1072	987
MvSl-1064-A1-R4_MC10-1g09657	3936	3940	4023	4150
MvSl-1064-A1-R4_MC10-1g09658	4627	5319	6121	5194
MvSl-1064-A1-R4_MC10-1g09659	8691	7553	7706	11487
MvSl-1064-A1-R4_MC10-1g09660	11742	12203	13920	15437
MvSl-1064-A1-R4_MC10-1g09661	3540	3282	3822	4229
MvSl-1064-A1-R4_MC10-1g09662	1276	1204	1148	1128
MvSl-1064-A1-R4_MC10-1g09663	2078	1833	2271	2534
MvSl-1064-A1-R4_MC10-1g09664	547	604	806	672
MvSl-1064-A1-R4_MC10-1g09665	4299	4069	5315	4978
MvSl-1064-A1-R4_MC10-1g09666	549	323	420	741
MvSl-1064-A1-R4_MC10-1g09667	3055	3105	3808	3703
MvSl-1064-A1-R4_MC10-1g09668	122	80	77	120
MvSl-1064-A1-R4_MC10-1g09669	625	689	822	747
MvSl-1064-A1-R4_MC10-1g09670	3232	3503	3279	3228
MvSl-1064-A1-R4_MC10-1g09671	6638	9328	10589	10212
MvSl-1064-A1-R4_MC10-1g09672	0	3	1	3
MvSl-1064-A1-R4_MC10-1g09673	60.7988	66.6686	63.6927	79.2705
MvSl-1064-A1-R4_MC10-1g09674	107	91	115	162
MvSl-1064-A1-R4_MC10-1g09675	228	181	231	255
MvSl-1064-A1-R4_MC10-1g09676	28	28	51	56
MvSl-1064-A1-R4_MC10-1g09677	2222	2397	2494	2425
MvSl-1064-A1-R4_MC10-1g09678	14	7	10	18
MvSl-1064-A1-R4_MC10-1g09679	474	361	416	616.167
MvSl-1064-A1-R4_MC10-1g09680	193	141	198	269
MvSl-1064-A1-R4_MC10-1g09681	3	5	5	5
MvSl-1064-A1-R4_MC10-1g09682	0	1	0	0
MvSl-1064-A1-R4_MC10-1g09683	4346	3974	4259	5505
MvSl-1064-A1-R4_MC10-1g09684	1039	1093	1109	1233
MvSl-1064-A1-R4_MC10-1g09685	399	579	661	546
MvSl-1064-A1-R4_MC10-1g09686	2117	3893	2766	2141
MvSl-1064-A1-R4_MC10-1g09687	2566	3487	2509	2062
MvSl-1064-A1-R4_MC10-1g09688	13	4	11	11
MvSl-1064-A1-R4_MC10-1g09689	2033	1472	1751	1902
MvSl-1064-A1-R4_MC10-1g09690	1583	1750	1831	1763
MvSl-1064-A1-R4_MC10-1g09691	391	345	462	446
MvSl-1064-A1-R4_MC10-1g09692	5208.38	6591.67	7476.61	6007.6
MvSl-1064-A1-R4_MC10-1g09693	18775	18552	24609	26532
MvSl-1064-A1-R4_MC10-1g09694	1298	1524	2016	1771
MvSl-1064-A1-R4_MC10-1g09695	4291	4152	4298	5534
MvSl-1064-A1-R4_MC10-1g09696	1598	1864	2228	1926
MvSl-1064-A1-R4_MC10-1g09697	925	519	977	1343
MvSl-1064-A1-R4_MC10-1g09698	10319	6646	12073	14897
MvSl-1064-A1-R4_MC10-1g09699	3213	2803	4360	3501
MvSl-1064-A1-R4_MC10-1g09700	402	317	377	475
MvSl-1064-A1-R4_MC10-1g09701	1821	1810	3025	2500
MvSl-1064-A1-R4_MC10-1g09702	2387	2594	3282	2914
MvSl-1064-A1-R4_MC10-1g09703	1562	1857	2296	2076
MvSl-1064-A1-R4_MC10-1g09704	1096	1091	1123	1307
MvSl-1064-A1-R4_MC10-1g09705	1313	1314	1320	1448
MvSl-1064-A1-R4_MC10-1g09706	6472	4686	6181	7631
MvSl-1064-A1-R4_MC10-1g09707	5	13	7	10
MvSl-1064-A1-R4_MC10-1g09708	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09709	2912	2567	3044	3795
MvSl-1064-A1-R4_MC10-1g09710	2996	2749	3210	3312
MvSl-1064-A1-R4_MC10-1g09711	3597	4011	4228	4120
MvSl-1064-A1-R4_MC10-1g09712	315	484	498	408
MvSl-1064-A1-R4_MC10-1g09713	4407	6915	5406	4483
MvSl-1064-A1-R4_MC10-1g09714	2888	3258	3355	2777
MvSl-1064-A1-R4_MC10-1g09715	24	20	11	14
MvSl-1064-A1-R4_MC10-1g09716	1066	1099	1985	1567
MvSl-1064-A1-R4_MC10-1g09717	177	137	158	132
MvSl-1064-A1-R4_MC10-1g09718	2350	3557	2238	1682
MvSl-1064-A1-R4_MC10-1g09719	998	954	1275	1056
MvSl-1064-A1-R4_MC10-1g09720	869	894	1005	1093
MvSl-1064-A1-R4_MC10-1g09721	2168	1982	2427	2265
MvSl-1064-A1-R4_MC10-1g09722	4370	4640	4637	4402
MvSl-1064-A1-R4_MC10-1g09723	2035	2418	2805	2663
MvSl-1064-A1-R4_MC10-1g09724	60	67	90	79
MvSl-1064-A1-R4_MC10-1g09725	1055	1040	1275	1281
MvSl-1064-A1-R4_MC10-1g09726	823.326	951.677	1148.65	1383.01
MvSl-1064-A1-R4_MC10-1g09727	474	422	1003	1018
MvSl-1064-A1-R4_MC10-1g09728	184	144	303	372
MvSl-1064-A1-R4_MC10-1g09729	101	104	230	231
MvSl-1064-A1-R4_MC10-1g09730	193.614	187.94	579.191	822.298
MvSl-1064-A1-R4_MC10-1g09731	144.699	107.805	141.657	172.053
MvSl-1064-A1-R4_MC10-1g09732	272	332	621	908
MvSl-1064-A1-R4_MC10-1g09733	154.836	176.248	62.3247	98.4122
MvSl-1064-A1-R4_MC10-1g09734	4532.2	7181.11	3612.28	3024.89
MvSl-1064-A1-R4_MC10-1g09735	18	18	8	11
MvSl-1064-A1-R4_MC10-1g09736	17	49	14	11
MvSl-1064-A1-R4_MC10-1g09737	471	598	625	533
MvSl-1064-A1-R4_MC10-1g09738	3686	5666	6385	4381
MvSl-1064-A1-R4_MC10-1g09739	8918	9153	8764	8614
MvSl-1064-A1-R4_MC10-1g09740	21	15	16	20
MvSl-1064-A1-R4_MC10-1g09741	950	1037	1106	1084
MvSl-1064-A1-R4_MC10-1g09742	1276	1383	1475	1505
MvSl-1064-A1-R4_MC10-1g09743	2569	3478	3680	3328
MvSl-1064-A1-R4_MC10-1g09744	9	15	10	8
MvSl-1064-A1-R4_MC10-1g09745	1932	1734	2242	2328
MvSl-1064-A1-R4_MC10-1g09746	2228	3015	2882	2326
MvSl-1064-A1-R4_MC10-1g09747	882	911	922	900
MvSl-1064-A1-R4_MC10-1g09748	1467	1846	2572	2057
MvSl-1064-A1-R4_MC10-1g09749	823	826	1017	1117
MvSl-1064-A1-R4_MC10-1g09750	746	820	1259	951
MvSl-1064-A1-R4_MC10-1g09751	1285	1923	2139	1689
MvSl-1064-A1-R4_MC10-1g09752	3	7	12	3
MvSl-1064-A1-R4_MC10-1g09753	2449	3029	3073	2491
MvSl-1064-A1-R4_MC10-1g09754	57	52	78	99
MvSl-1064-A1-R4_MC10-1g09755	7666	7611	7765	8277
MvSl-1064-A1-R4_MC10-1g09756	1556	1605	2033	1592
MvSl-1064-A1-R4_MC10-1g09757	2457	2342	2705	3240
MvSl-1064-A1-R4_MC10-1g09758	1946	2470	2309	1855
MvSl-1064-A1-R4_MC10-1g09759	888	1326	1107	1023
MvSl-1064-A1-R4_MC10-1g09760	1284	1510	1309	1187
MvSl-1064-A1-R4_MC10-1g09761	3157	6449	4468	2483
MvSl-1064-A1-R4_MC10-1g09762	1261	1333	1308	1342
MvSl-1064-A1-R4_MC10-1g09763	665	888	901	760
MvSl-1064-A1-R4_MC10-1g09764	798.633	846.353	988.353	914.01
MvSl-1064-A1-R4_MC10-1g09765	140	102	163	208
MvSl-1064-A1-R4_MC10-1g09766	3513	6154	5366	3607
MvSl-1064-A1-R4_MC10-1g09767	446	477	569	525
MvSl-1064-A1-R4_MC10-1g09768	2999	4451	4447	3045
MvSl-1064-A1-R4_MC10-1g09769	6848	6733	6985	7793
MvSl-1064-A1-R4_MC10-1g09770	2602	3064	2899	3000
MvSl-1064-A1-R4_MC10-1g09771	244	218	276	273
MvSl-1064-A1-R4_MC10-1g09772	1556.34	1270.87	1209.82	1446.31
MvSl-1064-A1-R4_MC10-1g09774	1874.78	1685.34	2011.68	2356.43
MvSl-1064-A1-R4_MC10-1g09775	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09776	675.915	766.7	941.18	961.279
MvSl-1064-A1-R4_MC10-1g09777	2566	2575	2977	3164
MvSl-1064-A1-R4_MC10-1g09778	5727	8572	7885	6343
MvSl-1064-A1-R4_MC10-1g09779	1.47817	0	0	0
MvSl-1064-A1-R4_MC10-1g09781	14691	15695	23296	21265
MvSl-1064-A1-R4_MC10-1g09782	28184	22442	29807	41522
MvSl-1064-A1-R4_MC10-1g09783	3033	3455	4032	3123
MvSl-1064-A1-R4_MC10-1g09784	959.411	841.015	825.226	1037.55
MvSl-1064-A1-R4_MC10-1g09785	123.33	80.1745	35.705	29
MvSl-1064-A1-R4_MC10-1g09786	4	2	9	7
MvSl-1064-A1-R4_MC10-1g09787	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09788	2340	2702	2894	2692
MvSl-1064-A1-R4_MC10-1g09789	1255.71	1460.88	1540.51	1639.48
MvSl-1064-A1-R4_MC10-1g09790	3468.58	4400.84	3654.29	2744.31
MvSl-1064-A1-R4_MC10-1g09791	2467	2990	3392	2653
MvSl-1064-A1-R4_MC10-1g09792	4676	4763	6083	5832
MvSl-1064-A1-R4_MC10-1g09793	2559.45	2562.52	2805	2878.48
MvSl-1064-A1-R4_MC10-1g09794	195.137	234.766	405.188	466.026
MvSl-1064-A1-R4_MC10-1g09795	968	1530	1371	1048
MvSl-1064-A1-R4_MC10-1g09796	250.465	282.888	362.51	377.59
MvSl-1064-A1-R4_MC10-1g09797	2291	2551	3001	2834.68
MvSl-1064-A1-R4_MC10-1g09798	2463	2360	2877	2638
MvSl-1064-A1-R4_MC10-1g09799	1492	1789	2051	1957
MvSl-1064-A1-R4_MC10-1g09800	1220	1203	1551	1375
MvSl-1064-A1-R4_MC10-1g09801	398	283	183	175
MvSl-1064-A1-R4_MC10-1g09802	357	218	453	532
MvSl-1064-A1-R4_MC10-1g09803	73.5179	44.8172	73.2859	92.9609
MvSl-1064-A1-R4_MC10-1g09804	551.605	480.808	830.569	1099.9
MvSl-1064-A1-R4_MC10-1g09805	7	2	5	2.00271
MvSl-1064-A1-R4_MC10-1g09806	740.692	646.39	661.21	950.39
MvSl-1064-A1-R4_MC10-1g09808	1242	1208	1344	1579
MvSl-1064-A1-R4_MC10-1g09809	837	772	1385	1548
MvSl-1064-A1-R4_MC10-1g09810	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09811	3883	4479	4708	4464
MvSl-1064-A1-R4_MC10-1g09812	2478	2890	2756	2839
MvSl-1064-A1-R4_MC10-1g09813	27.9124	23.4408	42.4802	48.2359
MvSl-1064-A1-R4_MC10-1g09814	1719.12	3894.08	996.823	735.667
MvSl-1064-A1-R4_MC10-1g09815	5.01656	5.02136	9.01779	7.00705
MvSl-1064-A1-R4_MC10-1g09816	1	2	2	3
MvSl-1064-A1-R4_MC10-1g09817	190.377	258.719	280.491	272.536
MvSl-1064-A1-R4_MC10-1g09818	1881	1852	2075	1960
MvSl-1064-A1-R4_MC10-1g09819	89	70.0252	70.9321	151.095
MvSl-1064-A1-R4_MC10-1g09820	6.00673	0	6.00084	13.0053
MvSl-1064-A1-R4_MC10-1g09821	5	3	10	16
MvSl-1064-A1-R4_MC10-1g09822	2	2	5	4
MvSl-1064-A1-R4_MC10-1g09823	20	11	28	55
MvSl-1064-A1-R4_MC10-1g09824	3	1	6	8
MvSl-1064-A1-R4_MC10-1g09825	1	3	4	4
MvSl-1064-A1-R4_MC10-1g09826	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09827	0	1.0139	0	0
MvSl-1064-A1-R4_MC10-1g09828	1	1	1	2
MvSl-1064-A1-R4_MC10-1g09829	10.3482	4.95184	8.1692	17.5755
MvSl-1064-A1-R4_MC10-1g09830	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09831	0	0	1	0
MvSl-1064-A1-R4_MC10-1g09832	5.01552	12.09	9.02555	12.0542
MvSl-1064-A1-R4_MC10-1g09833	626.486	796.498	2279.94	2447.11
MvSl-1064-A1-R4_MC10-1g09834	31.854	38.0693	31.616	31.2951
MvSl-1064-A1-R4_MC10-1g09835	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09836	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09837	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09838	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09839	2.87593	6.57724	12.6671	7.56639
MvSl-1064-A1-R4_MC10-1g09840	26.1369	30.9178	15.5103	17.0375
MvSl-1064-A1-R4_MC10-1g09841	0	4.61834	6.94759	8.29437
MvSl-1064-A1-R4_MC10-1g09842	5.50627	6.03889	6.72826	8.68447
MvSl-1064-A1-R4_MC10-1g09843	0	5.13298	0	2.68653
MvSl-1064-A1-R4_MC10-1g09844	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09845	0	0	3.57344	0
MvSl-1064-A1-R4_MC10-1g09846	0	0	2.85157	2.68755
MvSl-1064-A1-R4_MC10-1g09847	21.8157	14.4121	18.9174	16.4107
MvSl-1064-A1-R4_MC10-1g09848	1.13878	3.20511	0	0
MvSl-1064-A1-R4_MC10-1g09849	0	0	0	1.28576
MvSl-1064-A1-R4_MC10-1g09850	158.936	135.425	67.4936	91.845
MvSl-1064-A1-R4_MC10-1g09851	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09852	0	0	0	1.41183
MvSl-1064-A1-R4_MC10-1g09854	0	10.2354	108.157	92.1653
MvSl-1064-A1-R4_MC10-2g09858	119.39	133.337	112.723	336.836
MvSl-1064-A1-R4_MC10-2g09859	0	5.85868	13.6428	11.826
MvSl-1064-A1-R4_MC10-2g09860	1.89634	3.00581	0	0
MvSl-1064-A1-R4_MC10-2g09861	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09863	5.81724	24.293	18.0581	12.7719
MvSl-1064-A1-R4_MC10-2g09864	6.48891	2.31016	5.52268	7.29859
MvSl-1064-A1-R4_MC10-2g09865	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09867	0	0	3.12001	0
MvSl-1064-A1-R4_MC10-2g09868	47.4626	51.7634	28.4566	63.7525
MvSl-1064-A1-R4_MC10-2g09869	0	0	2.00936	2.01066
MvSl-1064-A1-R4_MC10-2g09870	0	0	0	1.12461
MvSl-1064-A1-R4_MC10-2g09871	11.817	8.96832	17.9917	53.4143
MvSl-1064-A1-R4_MC10-2g09873	639.785	730.848	1142.25	1486.56
MvSl-1064-A1-R4_MC10-2g09874	11.0398	8.04545	19	30
MvSl-1064-A1-R4_MC10-2g09875	1283.95	1235.75	1589.19	1979.68
MvSl-1064-A1-R4_MC10-2g09876	70	74	102	110.887
MvSl-1064-A1-R4_MC10-2g09877	412	448.944	365	454
MvSl-1064-A1-R4_MC10-2g09878	269.701	429.104	344	296.969
MvSl-1064-A1-R4_MC10-2g09879	841.169	733.754	947.332	1010.89
MvSl-1064-A1-R4_MC10-2g09880	125.714	99	150	188
MvSl-1064-A1-R4_MC10-2g09881	4767	4706	4704	5875
MvSl-1064-A1-R4_MC10-2g09882	1798	1836	1951	2040
MvSl-1064-A1-R4_MC10-2g09883	2326	2398	2887	2547
MvSl-1064-A1-R4_MC10-2g09884	859	974	1067	916
MvSl-1064-A1-R4_MC10-2g09885	366.982	314.585	29.8362	30.7986
MvSl-1064-A1-R4_MC10-2g09886	627	628.904	2541	2644
MvSl-1064-A1-R4_MC10-2g09887	1422	1499	1598	1639
MvSl-1064-A1-R4_MC10-2g09888	11.6271	14.0876	1.06274	6
MvSl-1064-A1-R4_MC10-2g09889	115.499	124.749	154.614	123.665
MvSl-1064-A1-R4_MC10-2g09890	261.357	280.1	312.559	363.315
MvSl-1064-A1-R4_MC10-2g09891	5767	5584	6060	6771
MvSl-1064-A1-R4_MC10-2g09892	6361	6668	7334	7882
MvSl-1064-A1-R4_MC10-2g09893	2170	2592	2836	2823
MvSl-1064-A1-R4_MC10-2g09894	2211	1963	2318	2724
MvSl-1064-A1-R4_MC10-2g09895	22934	15121	15862	26516
MvSl-1064-A1-R4_MC10-2g09896	670	669	638	668
MvSl-1064-A1-R4_MC10-2g09897	826	1012	1011	821
MvSl-1064-A1-R4_MC10-2g09898	3202	3045	3757	3338
MvSl-1064-A1-R4_MC10-2g09899	0	1.12679	1	0
MvSl-1064-A1-R4_MC10-2g09901	167.714	299.68	250.5	225.287
MvSl-1064-A1-R4_MC10-2g09902	2509.97	2164.75	2559.81	3195.63
MvSl-1064-A1-R4_MC10-2g09903	2335	2435	2686	2612
MvSl-1064-A1-R4_MC10-2g09904	1172	1113	1432	1774
MvSl-1064-A1-R4_MC10-2g09905	4569	6012	6594	4756
MvSl-1064-A1-R4_MC10-2g09906	1789	3178	3251	1972
MvSl-1064-A1-R4_MC10-2g09907	2249	2373	2504	2574
MvSl-1064-A1-R4_MC10-2g09908	136.983	111.887	75.8688	125.433
MvSl-1064-A1-R4_MC10-2g09909	5	0	7.10773	3.35586
MvSl-1064-A1-R4_MC10-2g09910	19.1177	13.8598	18.9557	25.0386
MvSl-1064-A1-R4_MC10-2g09911	36.7326	26.9078	48.3426	37.0228
MvSl-1064-A1-R4_MC10-2g09913	197.969	362.492	330.957	238.294
MvSl-1064-A1-R4_MC10-2g09914	3594	2949	3397	3857
MvSl-1064-A1-R4_MC10-2g09915	18523	24564	18301	12570
MvSl-1064-A1-R4_MC10-2g09916	1477	1491	1307	1517
MvSl-1064-A1-R4_MC10-2g09917	6742	7637	8830	7231
MvSl-1064-A1-R4_MC10-2g09918	1.12983	1.07594	0	1.08886
MvSl-1064-A1-R4_MC10-2g09920	6	10	8	10
MvSl-1064-A1-R4_MC10-2g09921	42	97	76	90
MvSl-1064-A1-R4_MC10-2g09922	60	92	78	75
MvSl-1064-A1-R4_MC10-2g09923	2.11127	1.0354	4.01645	8.45352
MvSl-1064-A1-R4_MC10-2g09924	355	221	328	479
MvSl-1064-A1-R4_MC10-2g09925	7946	5165	5792	10487
MvSl-1064-A1-R4_MC10-2g09926	21	11	10	17
MvSl-1064-A1-R4_MC10-2g09927	203	147	223	273
MvSl-1064-A1-R4_MC10-2g09928	2203	3488	4266	2988
MvSl-1064-A1-R4_MC10-2g09929	3882	4464	4030	3550
MvSl-1064-A1-R4_MC10-2g09930	956	1367	1355	1149
MvSl-1064-A1-R4_MC10-2g09931	3146	2797	3615	3440
MvSl-1064-A1-R4_MC10-2g09932	149.946	119	181.843	133.705
MvSl-1064-A1-R4_MC10-2g09933	242.01	276.504	21.0179	21.718
MvSl-1064-A1-R4_MC10-2g09934	718	910	1012	839
MvSl-1064-A1-R4_MC10-2g09935	4667	5551	5288	4545
MvSl-1064-A1-R4_MC10-2g09936	627	529	519	583
MvSl-1064-A1-R4_MC10-2g09937	2673	2660	2609	3017
MvSl-1064-A1-R4_MC10-2g09938	918.593	831.54	880.865	1078.05
MvSl-1064-A1-R4_MC10-2g09939	34	54	50	38.8653
MvSl-1064-A1-R4_MC10-2g09940	76.7666	88.6282	101.941	111.596
MvSl-1064-A1-R4_MC10-2g09941	46.7921	61	80.5515	100.406
MvSl-1064-A1-R4_MC10-2g09942	1507.3	1728.87	2717.67	3919.51
MvSl-1064-A1-R4_MC10-2g09943	0	0	0	1
MvSl-1064-A1-R4_MC10-2g09944	240.785	338.518	349.794	367.836
MvSl-1064-A1-R4_MC10-2g09945	653	699	824	868
MvSl-1064-A1-R4_MC10-2g09946	40	49	61.3437	54
MvSl-1064-A1-R4_MC10-2g09947	165.309	145	173.288	197.44
MvSl-1064-A1-R4_MC10-2g09948	1100.63	1172.51	1327.69	1396.54
MvSl-1064-A1-R4_MC10-2g09949	2021.68	2282.52	2676.06	2461.99
MvSl-1064-A1-R4_MC10-2g09950	440	684	444	378
MvSl-1064-A1-R4_MC10-2g09951	1204	1261	1318	1461
MvSl-1064-A1-R4_MC10-2g09952	576	516	640	569
MvSl-1064-A1-R4_MC10-2g09953	2567	2427	2784	2940
MvSl-1064-A1-R4_MC10-2g09954	4933	8794	6369	3899
MvSl-1064-A1-R4_MC10-2g09955	5587	5578	7094	6910
MvSl-1064-A1-R4_MC10-2g09956	5216	4599	4204	4857
MvSl-1064-A1-R4_MC10-2g09957	1813	1834	2134	2149
MvSl-1064-A1-R4_MC10-2g09958	106479	139347	133856	109992
MvSl-1064-A1-R4_MC10-2g09959	538	707	702	654
MvSl-1064-A1-R4_MC10-2g09960	992	1063	1100	1040
MvSl-1064-A1-R4_MC10-2g09961	477	327	500	578
MvSl-1064-A1-R4_MC10-2g09962	87	97	201	243
MvSl-1064-A1-R4_MC10-2g09963	164	122	282	326
MvSl-1064-A1-R4_MC10-2g09964	28	16	46	61
MvSl-1064-A1-R4_MC10-2g09965	72	69	93	138
MvSl-1064-A1-R4_MC10-2g09966	1955	1850	1697	1821
MvSl-1064-A1-R4_MC10-2g09967	1807	1241	2578	2943
MvSl-1064-A1-R4_MC10-2g09968	2013	1157	1655	2155
MvSl-1064-A1-R4_MC10-2g09969	1521	1267	1427	1688
MvSl-1064-A1-R4_MC10-2g09970	29	31	33	60
MvSl-1064-A1-R4_MC10-2g09971	3.56044	1	2.75004	5.32767
MvSl-1064-A1-R4_MC10-2g09972	38.1618	25.5641	19.1719	54.3187
MvSl-1064-A1-R4_MC10-2g09973	2.22841	2.25529	0	2.4812
MvSl-1064-A1-R4_MC10-2g09974	0	0	0	2
MvSl-1064-A1-R4_MC10-2g09975	0	0	1	1
MvSl-1064-A1-R4_MC10-2g09976	1483	1398	1886	1668
MvSl-1064-A1-R4_MC10-2g09977	2264	2267	2306	2229
MvSl-1064-A1-R4_MC10-2g09978	3173	3603	3663	3407
MvSl-1064-A1-R4_MC10-2g09979	160	105	195	153
MvSl-1064-A1-R4_MC10-2g09980	138	128	317	353
MvSl-1064-A1-R4_MC10-2g09981	1428	1240	1449	1744
MvSl-1064-A1-R4_MC10-2g09982	1	2	1	6
MvSl-1064-A1-R4_MC10-2g09983	915	1039	1238	1051
MvSl-1064-A1-R4_MC10-2g09984	923	861	1032	1121
MvSl-1064-A1-R4_MC10-2g09985	543	775	737	564
MvSl-1064-A1-R4_MC10-2g09986	1271	2068	1727	1413
MvSl-1064-A1-R4_MC10-2g09987	19801	18355	30904	30031
MvSl-1064-A1-R4_MC10-2g09988	503	636	833	904
MvSl-1064-A1-R4_MC10-2g09989	512	546	840	960
MvSl-1064-A1-R4_MC10-2g09990	2390	3452	3586	2565
MvSl-1064-A1-R4_MC10-2g09991	5.16502	24.5127	5.17091	2.2202
MvSl-1064-A1-R4_MC10-2g09992	496.134	397.521	610.12	688.44
MvSl-1064-A1-R4_MC10-2g09993	1085	1303	1293	1197
MvSl-1064-A1-R4_MC10-2g09994	20	9	10	18
MvSl-1064-A1-R4_MC10-2g09995	315	301	330	357
MvSl-1064-A1-R4_MC10-2g09996	17	59	30	18
MvSl-1064-A1-R4_MC10-2g09997	1575	1457	1665	1875
MvSl-1064-A1-R4_MC10-2g09998	5303	6248	4750	4091
MvSl-1064-A1-R4_MC10-2g09999	327	550	540	401
MvSl-1064-A1-R4_MC10-2g10000	450.731	738.383	659.584	598.658
MvSl-1064-A1-R4_MC10-2g10001	18.5257	21.0323	23.2715	17.6449
MvSl-1064-A1-R4_MC10-2g10002	103.144	139.284	107.919	132.98
MvSl-1064-A1-R4_MC10-2g10003	5200	4849	7528	7608
MvSl-1064-A1-R4_MC10-2g10004	1254	1367	1543	1438
MvSl-1064-A1-R4_MC10-2g10005	4420	3820	4687	5281
