a2	a2s1	a2s2	a1	a1s1	a1s2
MvSl-1064-A2-R4_MC13g11832	285	273	MvSl-1064-A1-R4_MC13g11571	228	229
MvSl-1064-A2-R4_MC13g11833	77.6202	115.329	MvSl-1064-A1-R4_MC13g11572	146.274	83.8933
MvSl-1064-A2-R4_MC13g11834	3520	2939	MvSl-1064-A1-R4_MC13g11573	2150	3831
MvSl-1064-A2-R4_MC13g11835	663	552	MvSl-1064-A1-R4_MC13g11574	587	666
MvSl-1064-A2-R4_MC13g11836	461	540	MvSl-1064-A1-R4_MC13g11575	563	431
MvSl-1064-A2-R4_MC13g11837	779	750	MvSl-1064-A1-R4_MC13g11576	440	478
MvSl-1064-A2-R4_MC13g11838	1704	1710	MvSl-1064-A1-R4_MC13g11577	1623	1578
MvSl-1064-A2-R4_MC13g11839	7676	6976	MvSl-1064-A1-R4_MC13g11578	6579	6669
MvSl-1064-A2-R4_MC13g11840	2956	3103	MvSl-1064-A1-R4_MC13g11579	2629	3140
MvSl-1064-A2-R4_MC13g11841	544	500	MvSl-1064-A1-R4_MC13g11580	504	522
MvSl-1064-A2-R4_MC13g11842	4	1	MvSl-1064-A1-R4_MC13g11581	2	2
MvSl-1064-A2-R4_MC13g11843	851	715	MvSl-1064-A1-R4_MC13g11582	698	815
MvSl-1064-A2-R4_MC13g11844	1280	1216	MvSl-1064-A1-R4_MC13g11583	1332	1711
MvSl-1064-A2-R4_MC13g11845	628	628	MvSl-1064-A1-R4_MC13g11584	246	343
MvSl-1064-A2-R4_MC13g11846	1456	1299	MvSl-1064-A1-R4_MC13g11585	1201	1331
MvSl-1064-A2-R4_MC13g11847	1465	1218	MvSl-1064-A1-R4_MC13g11586	1080	1133
MvSl-1064-A2-R4_MC13g11848	2540	1574	MvSl-1064-A1-R4_MC13g11587	1576	2624
MvSl-1064-A2-R4_MC13g11849	337	287	MvSl-1064-A1-R4_MC13g11588	290	462
MvSl-1064-A2-R4_MC13g11850	2879	1746	MvSl-1064-A1-R4_MC13g11589	2037	3378
MvSl-1064-A2-R4_MC13g11851	585	602	MvSl-1064-A1-R4_MC13g11590	493	533
MvSl-1064-A2-R4_MC13g11852	1913	1824	MvSl-1064-A1-R4_MC13g11591	1900	2396
MvSl-1064-A2-R4_MC13g11853	1842	1529	MvSl-1064-A1-R4_MC13g11592	1293	1763
MvSl-1064-A2-R4_MC13g11854	417	372	MvSl-1064-A1-R4_MC13g11593	385	524
MvSl-1064-A2-R4_MC13g11855	1427	1035	MvSl-1064-A1-R4_MC13g11594	803	958
MvSl-1064-A2-R4_MC13g11856	1985	1625	MvSl-1064-A1-R4_MC13g11595	1512	1821
MvSl-1064-A2-R4_MC13g11857	8	11	MvSl-1064-A1-R4_MC13g11596	13	11
MvSl-1064-A2-R4_MC13g11858	1219	984	MvSl-1064-A1-R4_MC13g11597	763	1414
MvSl-1064-A2-R4_MC13g11859	71	91	MvSl-1064-A1-R4_MC13g11598	37	51
MvSl-1064-A2-R4_MC13g11860	90066	79514	MvSl-1064-A1-R4_MC13g11599	50637	84123
MvSl-1064-A2-R4_MC13g11861	1248	1193	MvSl-1064-A1-R4_MC13g11600	1018	1316
MvSl-1064-A2-R4_MC13g11862	856	809	MvSl-1064-A1-R4_MC13g11601	715	820
MvSl-1064-A2-R4_MC13g11863	1174	1089	MvSl-1064-A1-R4_MC13g11602	745	948
MvSl-1064-A2-R4_MC13g11864	6080.82	6242.83	MvSl-1064-A1-R4_MC13g11603	4911.99	4880.61
MvSl-1064-A2-R4_MC13g11865	320.871	266.435	MvSl-1064-A1-R4_MC13g11604	230.589	344.089
MvSl-1064-A2-R4_MC13g11866	6873	5225	MvSl-1064-A1-R4_MC13g11605	4341	6250
MvSl-1064-A2-R4_MC13g11867	429	367	MvSl-1064-A1-R4_MC13g11606	260	358
MvSl-1064-A2-R4_MC13g11868	925	1393	MvSl-1064-A1-R4_MC13g11607	1127	730
MvSl-1064-A2-R4_MC13g11869	134	165	MvSl-1064-A1-R4_MC13g11608	148	119
MvSl-1064-A2-R4_MC13g11870	4	15	MvSl-1064-A1-R4_MC13g11609	8	1
MvSl-1064-A2-R4_MC13g11871	33.6722	48.0042	MvSl-1064-A1-R4_MC13g11610	32.0693	28.093
MvSl-1064-A2-R4_MC13g11872	663	794	MvSl-1064-A1-R4_MC13g11611	612	559
MvSl-1064-A2-R4_MC13g11873	3.34073	2.18616	MvSl-1064-A1-R4_MC13g11612	3.37719	2.07716
MvSl-1064-A2-R4_MC13g11874	35	48	MvSl-1064-A1-R4_MC13g11613	21	21
MvSl-1064-A2-R4_MC13g11875	132528	89718	MvSl-1064-A1-R4_MC13g11614	87660	109258
MvSl-1064-A2-R4_MC13g11876	12	12	MvSl-1064-A1-R4_MC13g11615	23	14
MvSl-1064-A2-R4_MC13g11877	2760	3104	MvSl-1064-A1-R4_MC13g11616	1762	1656
MvSl-1064-A2-R4_MC13g11878	2948	2737	MvSl-1064-A1-R4_MC13g11617	2478	2363
MvSl-1064-A2-R4_MC13g11879	7	10	MvSl-1064-A1-R4_MC13g11618	6	6
MvSl-1064-A2-R4_MC13g11880	1036	1520	MvSl-1064-A1-R4_MC13g11619	1684	647
MvSl-1064-A2-R4_MC13g11881	11	10	MvSl-1064-A1-R4_MC13g11620	12	6
MvSl-1064-A2-R4_MC13g11882	2949	3163	MvSl-1064-A1-R4_MC13g11621	2667	2299
MvSl-1064-A2-R4_MC13g11883	19	15	MvSl-1064-A1-R4_MC13g11622	10	9
MvSl-1064-A2-R4_MC13g11884	807	1184	MvSl-1064-A1-R4_MC13g11623	628	372
MvSl-1064-A2-R4_MC13g11885	138	320	MvSl-1064-A1-R4_MC13g11624	174	93
MvSl-1064-A2-R4_MC13g11886	767	570	MvSl-1064-A1-R4_MC13g11625	575	841
MvSl-1064-A2-R4_MC13g11887	589	553	MvSl-1064-A1-R4_MC13g11626	554	596
MvSl-1064-A2-R4_MC13g11888	666	691	MvSl-1064-A1-R4_MC13g11627	496	590
MvSl-1064-A2-R4_MC13g11889	37	76	MvSl-1064-A1-R4_MC13g11628	27	21
MvSl-1064-A2-R4_MC13g11890	237	711	MvSl-1064-A1-R4_MC13g11629	447	201
MvSl-1064-A2-R4_MC13g11891	5252	5929	MvSl-1064-A1-R4_MC13g11630	5629	5038
MvSl-1064-A2-R4_MC13g11892	3003	2579	MvSl-1064-A1-R4_MC13g11631	2492	2652
MvSl-1064-A2-R4_MC13g11893	1441	1169	MvSl-1064-A1-R4_MC13g11632	1234	1479
MvSl-1064-A2-R4_MC13g11894	1242	1127	MvSl-1064-A1-R4_MC13g11633	1128	1261
MvSl-1064-A2-R4_MC13g11895	3218	2205	MvSl-1064-A1-R4_MC13g11634	1940	2717
MvSl-1064-A2-R4_MC13g11896	207	212	MvSl-1064-A1-R4_MC13g11635	144	150
MvSl-1064-A2-R4_MC13g11897	48	66	MvSl-1064-A1-R4_MC13g11636	49	34
MvSl-1064-A2-R4_MC13g11898	1	3	MvSl-1064-A1-R4_MC13g11637	1	1
MvSl-1064-A2-R4_MC13g11899	501	567	MvSl-1064-A1-R4_MC13g11638	413	441
MvSl-1064-A2-R4_MC13g11900	457	462	MvSl-1064-A1-R4_MC13g11639	418	423
MvSl-1064-A2-R4_MC13g11901	937	774	MvSl-1064-A1-R4_MC13g11640	792	1190
MvSl-1064-A2-R4_MC13g11902	2108	2004	MvSl-1064-A1-R4_MC13g11641	2039	2235
MvSl-1064-A2-R4_MC13g11903	2084	2009	MvSl-1064-A1-R4_MC13g11642	1828	1997
MvSl-1064-A2-R4_MC13g11904	226	225	MvSl-1064-A1-R4_MC13g11643	184	174
MvSl-1064-A2-R4_MC13g11905	4016	4395	MvSl-1064-A1-R4_MC13g11644	4270	4529
MvSl-1064-A2-R4_MC13g11906	3576	2726	MvSl-1064-A1-R4_MC13g11645	3961	6784
MvSl-1064-A2-R4_MC13g11907	384	342	MvSl-1064-A1-R4_MC13g11646	334	528
MvSl-1064-A2-R4_MC13g11908	1669	1531	MvSl-1064-A1-R4_MC13g11647	1452	1763
MvSl-1064-A2-R4_MC13g11909	7452	5987	MvSl-1064-A1-R4_MC13g11648	6397	8394
MvSl-1064-A2-R4_MC13g11910	233	175	MvSl-1064-A1-R4_MC13g11649	129	182
MvSl-1064-A2-R4_MC13g11911	1007	815	MvSl-1064-A1-R4_MC13g11650	853	1051
MvSl-1064-A2-R4_MC13g11912	388	378	MvSl-1064-A1-R4_MC13g11651	301	338
MvSl-1064-A2-R4_MC13g11913	1107	1268	MvSl-1064-A1-R4_MC13g11652	1198	958
MvSl-1064-A2-R4_MC13g11914	6340	3867	MvSl-1064-A1-R4_MC13g11653	3484	5978
MvSl-1064-A2-R4_MC13g11915	1060	1163	MvSl-1064-A1-R4_MC13g11654	987	849
MvSl-1064-A2-R4_MC13g11916	546	590	MvSl-1064-A1-R4_MC13g11655	476	370
MvSl-1064-A2-R4_MC13g11917	749	620	MvSl-1064-A1-R4_MC13g11656	471	606
MvSl-1064-A2-R4_MC13g11918	1686	1439	MvSl-1064-A1-R4_MC13g11657	1331	1587
MvSl-1064-A2-R4_MC13g11919	2417	2555	MvSl-1064-A1-R4_MC13g11658	2238	1964
MvSl-1064-A2-R4_MC13g11920	1505	1668	MvSl-1064-A1-R4_MC13g11659	1386	1014
MvSl-1064-A2-R4_MC13g11921	2021	2104	MvSl-1064-A1-R4_MC13g11660	1704	1814
MvSl-1064-A2-R4_MC13g11922	433	411	MvSl-1064-A1-R4_MC13g11661	413	369
MvSl-1064-A2-R4_MC13g11923	1718	1948	MvSl-1064-A1-R4_MC13g11662	1609	1431
MvSl-1064-A2-R4_MC13g11924	8908	9431	MvSl-1064-A1-R4_MC13g11663	9913	7907
MvSl-1064-A2-R4_MC13g11925	2818	2347	MvSl-1064-A1-R4_MC13g11664	2506	3679
MvSl-1064-A2-R4_MC13g11926	1208	1068	MvSl-1064-A1-R4_MC13g11665	1139	1244
MvSl-1064-A2-R4_MC13g11927	1098	1039	MvSl-1064-A1-R4_MC13g11666	1139	1128
MvSl-1064-A2-R4_MC13g11928	0	0	MvSl-1064-A1-R4_MC13g11667	0	0
MvSl-1064-A2-R4_MC13g11929	5.21182	7.24097	MvSl-1064-A1-R4_MC13g11668	2.07679	7.31864
MvSl-1064-A2-R4_MC13g11930	1700	1384	MvSl-1064-A1-R4_MC13g11669	1246	1400
MvSl-1064-A2-R4_MC13g11931	551	613	MvSl-1064-A1-R4_MC13g11670	429	606
MvSl-1064-A2-R4_MC13g11932	1032	1057	MvSl-1064-A1-R4_MC13g11671	650	614
MvSl-1064-A2-R4_MC13g11933	6719	7930	MvSl-1064-A1-R4_MC13g11672	7823	7040
MvSl-1064-A2-R4_MC13g11934	16491	16470	MvSl-1064-A1-R4_MC13g11673	14460	12992
MvSl-1064-A2-R4_MC13g11935	702	656	MvSl-1064-A1-R4_MC13g11674	556	494
MvSl-1064-A2-R4_MC13g11936	29	28	MvSl-1064-A1-R4_MC13g11675	14.215	31
MvSl-1064-A2-R4_MC13g11937	50	53	MvSl-1064-A1-R4_MC13g11676	39	40
MvSl-1064-A2-R4_MC13g11938	2020	2016	MvSl-1064-A1-R4_MC13g11677	1647	1682
MvSl-1064-A2-R4_MC13g11939	2367	2168	MvSl-1064-A1-R4_MC13g11678	2199	2433
MvSl-1064-A2-R4_MC13g11940	2289	2103	MvSl-1064-A1-R4_MC13g11679	1951	2294
MvSl-1064-A2-R4_MC13g11941	18	38	MvSl-1064-A1-R4_MC13g11680	49	20
MvSl-1064-A2-R4_MC13g11942	1426	1202	MvSl-1064-A1-R4_MC13g11681	1381	1196
MvSl-1064-A2-R4_MC13g11943	376	375	MvSl-1064-A1-R4_MC13g11682	239	278
MvSl-1064-A2-R4_MC13g11944	936	785	MvSl-1064-A1-R4_MC13g11683	779	961
MvSl-1064-A2-R4_MC13g11945	3108	2847	MvSl-1064-A1-R4_MC13g11684	2864	3209
MvSl-1064-A2-R4_MC13g11946	47	69	MvSl-1064-A1-R4_MC13g11685	46	27
MvSl-1064-A2-R4_MC13g11947	7757	5168	MvSl-1064-A1-R4_MC13g11686	4011	6633
MvSl-1064-A2-R4_MC13g11948	1266	1005	MvSl-1064-A1-R4_MC13g11687	705	1020
MvSl-1064-A2-R4_MC13g11949	331	321	MvSl-1064-A1-R4_MC13g11688	534	340
MvSl-1064-A2-R4_MC13g11950	1132	1039	MvSl-1064-A1-R4_MC13g11689	898	974
MvSl-1064-A2-R4_MC13g11951	165	175	MvSl-1064-A1-R4_MC13g11690	184	186
MvSl-1064-A2-R4_MC13g11952	714	642	MvSl-1064-A1-R4_MC13g11691	582	614
MvSl-1064-A2-R4_MC13g11953	969	1146	MvSl-1064-A1-R4_MC13g11692	505	586
MvSl-1064-A2-R4_MC13g11954	2654	2547	MvSl-1064-A1-R4_MC13g11693	2018	2103
MvSl-1064-A2-R4_MC13g11955	3254	3236	MvSl-1064-A1-R4_MC13g11694	2618	2158
MvSl-1064-A2-R4_MC13g11956	2047	2258	MvSl-1064-A1-R4_MC13g11695	2108	2012
MvSl-1064-A2-R4_MC13g11957	1524	1574	MvSl-1064-A1-R4_MC13g11696	1321	1244
MvSl-1064-A2-R4_MC13g11958	763	1155	MvSl-1064-A1-R4_MC13g11697	958	676
MvSl-1064-A2-R4_MC13g11959	1173	1271	MvSl-1064-A1-R4_MC13g11698	1191	1038
MvSl-1064-A2-R4_MC13g11960	0	1	MvSl-1064-A1-R4_MC13g11699	2	2
MvSl-1064-A2-R4_MC13g11961	9	15	MvSl-1064-A1-R4_MC13g11700	13	8
MvSl-1064-A2-R4_MC13g11962	3417	3945	MvSl-1064-A1-R4_MC13g11701	3458	3230
MvSl-1064-A2-R4_MC13g11963	1370	1162	MvSl-1064-A1-R4_MC13g11702	984	1248
MvSl-1064-A2-R4_MC13g11964	525	717	MvSl-1064-A1-R4_MC13g11703	318	429
MvSl-1064-A2-R4_MC13g11965	532	418	MvSl-1064-A1-R4_MC13g11704	346	649
MvSl-1064-A2-R4_MC13g11966	4334	5239	MvSl-1064-A1-R4_MC13g11705	4053	3757
MvSl-1064-A2-R4_MC13g11967	1230	1014	MvSl-1064-A1-R4_MC13g11706	790	1061
MvSl-1064-A2-R4_MC13g11968	669	584	MvSl-1064-A1-R4_MC13g11707	538	522
MvSl-1064-A2-R4_MC13g11969	272	245	MvSl-1064-A1-R4_MC13g11708	213	178
MvSl-1064-A2-R4_MC13g11970	1453	1143	MvSl-1064-A1-R4_MC13g11709	1161	1347
MvSl-1064-A2-R4_MC13g11971	65.6109	89.1083	MvSl-1064-A1-R4_MC13g11710	58.8002	58.0641
MvSl-1064-A2-R4_MC13g11972	8715	9438	MvSl-1064-A1-R4_MC13g11711	7629	6841
MvSl-1064-A2-R4_MC13g11973	2988	2407	MvSl-1064-A1-R4_MC13g11712	2718	2821
MvSl-1064-A2-R4_MC13g11974	3767	3425	MvSl-1064-A1-R4_MC13g11713	2780	3025
MvSl-1064-A2-R4_MC13g11975	683	971	MvSl-1064-A1-R4_MC13g11714	378	297
MvSl-1064-A2-R4_MC13g11976	2403.01	2223.54	MvSl-1064-A1-R4_MC13g11715	693.851	848.947
MvSl-1064-A2-R4_MC13g11977	52.9179	63.8456	MvSl-1064-A1-R4_MC13g11716	48.5306	44.8752
MvSl-1064-A2-R4_MC13g11978	0	7.09277	MvSl-1064-A1-R4_MC13g11717	0	1.1763
MvSl-1064-A2-R4_MC13g11979	0	0	MvSl-1064-A1-R4_MC13g11718	0	0
MvSl-1064-A2-R4_MC13g11980	0	0	MvSl-1064-A1-R4_MC13g11719	0	3.59657
MvSl-1064-A2-R4_MC13g11981	14.8631	37.1881	MvSl-1064-A1-R4_MC13g11720	34.8456	17.4649
MvSl-1064-A2-R4_MC13g11982	0	0	MvSl-1064-A1-R4_MC13g11721	0	0
MvSl-1064-A2-R4_MC13g11984	2.10256	0	MvSl-1064-A1-R4_MC13g11723	0	5.33195
MvSl-1064-A2-R4_MC13g11985	0	0	MvSl-1064-A1-R4_MC13g11724	0	0
MvSl-1064-A2-R4_MC13g11987	0	0	MvSl-1064-A1-R4_MC13g11726	0	0
MvSl-1064-A2-R4_MC13g11988	0	0	MvSl-1064-A1-R4_MC13g11727	1.29701	0
MvSl-1064-A2-R4_MC13g11989	0	0	MvSl-1064-A1-R4_MC13g11728	1.56695	0
MvSl-1064-A2-R4_MC14g11994	92.3826	101.962	MvSl-1064-A1-R4_MC14g11733	77.8366	91.4637
MvSl-1064-A2-R4_MC14g11995	915	1121	MvSl-1064-A1-R4_MC14g11734	931	757
MvSl-1064-A2-R4_MC14g11996	1637	1800	MvSl-1064-A1-R4_MC14g11735	1642	1251
MvSl-1064-A2-R4_MC14g11997	426	346	MvSl-1064-A1-R4_MC14g11736	304	457
MvSl-1064-A2-R4_MC14g11998	5202	5637	MvSl-1064-A1-R4_MC14g11737	4800	4707
MvSl-1064-A2-R4_MC14g11999	363	358	MvSl-1064-A1-R4_MC14g11738	380	324
MvSl-1064-A2-R4_MC14g12000	0	0	MvSl-1064-A1-R4_MC14g11739	5	6
MvSl-1064-A2-R4_MC14g12001	4	3	MvSl-1064-A1-R4_MC14g11740	18	18
MvSl-1064-A2-R4_MC14g12002	2710.45	2594	MvSl-1064-A1-R4_MC14g11741	2819.07	2865.93
MvSl-1064-A2-R4_MC14g12003	556	470	MvSl-1064-A1-R4_MC14g11742	428	557
MvSl-1064-A2-R4_MC14g12004	218	173	MvSl-1064-A1-R4_MC14g11743	175	226
MvSl-1064-A2-R4_MC14g12005	2501	2754	MvSl-1064-A1-R4_MC14g11744	2349	2163
MvSl-1064-A2-R4_MC14g12006	313.946	194.378	MvSl-1064-A1-R4_MC14g11745	112.375	270.252
MvSl-1064-A2-R4_MC14g12007	1623.02	1193.21	MvSl-1064-A1-R4_MC14g11746	1222.17	1916.06
MvSl-1064-A2-R4_MC14g12008	98.4799	102.136	MvSl-1064-A1-R4_MC14g11747	39.978	42.4676
MvSl-1064-A2-R4_MC14g12009	1765	1659	MvSl-1064-A1-R4_MC14g11748	1311.04	1358.04
MvSl-1064-A2-R4_MC14g12010	119.43	170.89	MvSl-1064-A1-R4_MC14g11749	175.95	112.187
MvSl-1064-A2-R4_MC14g12011	5636	7777	MvSl-1064-A1-R4_MC14g11750	5818	4113
MvSl-1064-A2-R4_MC14g12012	1419	1275	MvSl-1064-A1-R4_MC14g11751	1229	1388
MvSl-1064-A2-R4_MC14g12013	924	933	MvSl-1064-A1-R4_MC14g11752	758	927
MvSl-1064-A2-R4_MC14g12014	661	700	MvSl-1064-A1-R4_MC14g11753	593	710
MvSl-1064-A2-R4_MC14g12015	1561	1370	MvSl-1064-A1-R4_MC14g11754	1141	1323
MvSl-1064-A2-R4_MC14g12016	1494	1610	MvSl-1064-A1-R4_MC14g11755	1343	1183
MvSl-1064-A2-R4_MC14g12017	4413	5955	MvSl-1064-A1-R4_MC14g11756	5324	3602
MvSl-1064-A2-R4_MC14g12018	171	139	MvSl-1064-A1-R4_MC14g11757	278	157
MvSl-1064-A2-R4_MC14g12019	3273	3179	MvSl-1064-A1-R4_MC14g11758	2844	2934
MvSl-1064-A2-R4_MC14g12020	4778	5359	MvSl-1064-A1-R4_MC14g11759	4704	3778
MvSl-1064-A2-R4_MC14g12021	1486	1480	MvSl-1064-A1-R4_MC14g11760	1285	1512
MvSl-1064-A2-R4_MC14g12022	2037	3477	MvSl-1064-A1-R4_MC14g11761	5476	2596
MvSl-1064-A2-R4_MC14g12023	928.106	1160	MvSl-1064-A1-R4_MC14g11762	785.36	701
MvSl-1064-A2-R4_MC14g12024	251.516	331.952	MvSl-1064-A1-R4_MC14g11763	189.879	177.912
MvSl-1064-A2-R4_MC14g12025	25	25	MvSl-1064-A1-R4_MC14g11764	19	15
MvSl-1064-A2-R4_MC14g12026	766	774	MvSl-1064-A1-R4_MC14g11765	559	542
MvSl-1064-A2-R4_MC14g12027	377	390	MvSl-1064-A1-R4_MC14g11766	268	282
MvSl-1064-A2-R4_MC14g12028	3473	5117	MvSl-1064-A1-R4_MC14g11767	8142	3695
MvSl-1064-A2-R4_MC14g12029	1139	1051	MvSl-1064-A1-R4_MC14g11768	1190	1212
MvSl-1064-A2-R4_MC14g12030	2933	3548	MvSl-1064-A1-R4_MC14g11769	3220	2454
MvSl-1064-A2-R4_MC14g12031	511	436	MvSl-1064-A1-R4_MC14g11770	353	465
MvSl-1064-A2-R4_MC14g12032	237	415	MvSl-1064-A1-R4_MC14g11771	556	332
MvSl-1064-A2-R4_MC14g12033	269	306	MvSl-1064-A1-R4_MC14g11772	143	94
MvSl-1064-A2-R4_MC14g12034	1608	1642	MvSl-1064-A1-R4_MC14g11773	1618	1515
MvSl-1064-A2-R4_MC14g12035	27	25	MvSl-1064-A1-R4_MC14g11774	8	8
MvSl-1064-A2-R4_MC14g12036	638	824	MvSl-1064-A1-R4_MC14g11775	380	315
MvSl-1064-A2-R4_MC14g12037	2614	2470	MvSl-1064-A1-R4_MC14g11776	2109	2117
MvSl-1064-A2-R4_MC14g12038	3117	3410	MvSl-1064-A1-R4_MC14g11777	2947	2707
MvSl-1064-A2-R4_MC14g12039	488	628	MvSl-1064-A1-R4_MC14g11778	582	419
MvSl-1064-A2-R4_MC14g12040	7412	5635	MvSl-1064-A1-R4_MC14g11779	4547	6143
MvSl-1064-A2-R4_MC14g12041	1	0	MvSl-1064-A1-R4_MC14g11780	1	0
MvSl-1064-A2-R4_MC14g12042	1	0	MvSl-1064-A1-R4_MC14g11781	0	0
MvSl-1064-A2-R4_MC14g12043	6	18	MvSl-1064-A1-R4_MC14g11782	8	9
MvSl-1064-A2-R4_MC14g12044	887	972	MvSl-1064-A1-R4_MC14g11783	781	830
MvSl-1064-A2-R4_MC14g12045	2	6.01497	MvSl-1064-A1-R4_MC14g11784	3	3.15627
MvSl-1064-A2-R4_MC14g12046	399.154	505.316	MvSl-1064-A1-R4_MC14g11785	222.402	217.476
MvSl-1064-A2-R4_MC14g12047	196	131	MvSl-1064-A1-R4_MC14g11786	176	312
MvSl-1064-A2-R4_MC14g12048	6	11	MvSl-1064-A1-R4_MC14g11787	10	3
MvSl-1064-A2-R4_MC14g12049	29	38	MvSl-1064-A1-R4_MC14g11788	31	18
MvSl-1064-A2-R4_MC14g12050	34	39.8835	MvSl-1064-A1-R4_MC14g11789	43	38
MvSl-1064-A2-R4_MC14g12051	22.8621	23	MvSl-1064-A1-R4_MC14g11790	16.3886	8.47822
MvSl-1064-A2-R4_MC14g12052	825.268	916.66	MvSl-1064-A1-R4_MC14g11791	736.223	613.837
MvSl-1064-A2-R4_MC14g12053	48.6057	75.9052	MvSl-1064-A1-R4_MC14g11792	50.5721	41.527
MvSl-1064-A2-R4_MC14g12054	1	0	MvSl-1064-A1-R4_MC14g11793	1	0
MvSl-1064-A2-R4_MC14g12055	573	520	MvSl-1064-A1-R4_MC14g11794	456	429
MvSl-1064-A2-R4_MC14g12056	3463	2849	MvSl-1064-A1-R4_MC14g11795	2139	3129
MvSl-1064-A2-R4_MC14g12057	2046	1881	MvSl-1064-A1-R4_MC14g11796	1461	1833
MvSl-1064-A2-R4_MC14g12058	9562	8632	MvSl-1064-A1-R4_MC14g11797	8388	10568
MvSl-1064-A2-R4_MC14g12059	1164	982	MvSl-1064-A1-R4_MC14g11798	840	1036
MvSl-1064-A2-R4_MC14g12060	93.4383	133.045	MvSl-1064-A1-R4_MC14g11799	202.561	95.7867
MvSl-1064-A2-R4_MC14g12061	43.1576	78.2164	MvSl-1064-A1-R4_MC14g11800	41.2518	21.189
MvSl-1064-A2-R4_MC14g12062	0	0	MvSl-1064-A1-R4_MC14g11801	0	0
MvSl-1064-A2-R4_MC14g12063	9.49318	10.4894	MvSl-1064-A1-R4_MC14g11802	9.4124	2.8087
MvSl-1064-A2-R4_MC14g12064	0	0	MvSl-1064-A1-R4_MC14g11803	0	0
MvSl-1064-A2-R4_MC14g12065	14337.8	11406.9	MvSl-1064-A1-R4_MC14g11804	3109.21	3715.2
MvSl-1064-A2-R4_MC14g12066	1779.02	1782.22	MvSl-1064-A1-R4_MC14g11805	1042.83	974.867
MvSl-1064-A2-R4_MC14g12067	182.581	210.982	MvSl-1064-A1-R4_MC14g11806	139.156	94.0933
MvSl-1064-A2-R4_MC14g12068	10.8546	14.3635	MvSl-1064-A1-R4_MC14g11807	23.8664	16.0436
MvSl-1064-A2-R4_MC14g12069	71.1454	153.637	MvSl-1064-A1-R4_MC14g11808	136.134	113.956
MvSl-1064-A2-R4_MC14g12070	0	1	MvSl-1064-A1-R4_MC14g11809	0	0
MvSl-1064-A2-R4_MC14g12071	50.1352	69.4157	MvSl-1064-A1-R4_MC14g11810	43.596	46.7553
MvSl-1064-A2-R4_MC14g12072	1242.79	1439.09	MvSl-1064-A1-R4_MC14g11811	942.11	910.398
MvSl-1064-A2-R4_MC14g12073	101.86	135.201	MvSl-1064-A1-R4_MC14g11812	103.535	109.499
MvSl-1064-A2-R4_MC14g12074	157.35	242	MvSl-1064-A1-R4_MC14g11813	131	109.189
MvSl-1064-A2-R4_MC14g12075	168.647	243.367	MvSl-1064-A1-R4_MC14g11814	176.651	149.216
MvSl-1064-A2-R4_MC14g12076	166.43	278.232	MvSl-1064-A1-R4_MC14g11815	210.893	195
MvSl-1064-A2-R4_MC14g12077	1.12117	4.44966	MvSl-1064-A1-R4_MC14g11816	0	1.1205
MvSl-1064-A2-R4_MC14g12078	39.7114	32.98	MvSl-1064-A1-R4_MC14g11817	33.0293	30.6281
MvSl-1064-A2-R4_MC14g12080	35.2617	24.1434	MvSl-1064-A1-R4_MC14g11819	28.3383	35.4501
MvSl-1064-A2-R4_MC14g12081	2713.6	2231.8	MvSl-1064-A1-R4_MC14g11820	2163.43	2990.74
MvSl-1064-A2-R4_MC14g12082	7651	6147	MvSl-1064-A1-R4_MC14g11821	5432	8088
MvSl-1064-A2-R4_MC14g12083	3115	3129	MvSl-1064-A1-R4_MC14g11822	2863	3008
MvSl-1064-A2-R4_MC14g12084	1825.89	1599.01	MvSl-1064-A1-R4_MC14g11823	1633.98	1981.27
MvSl-1064-A2-R4_MC14g12085	0	0	MvSl-1064-A1-R4_MC14g11824	0	0
MvSl-1064-A2-R4_MC14g12086	156.738	183.102	MvSl-1064-A1-R4_MC14g11825	126.817	143.457
MvSl-1064-A2-R4_MC14g12087	8.05396	7.20369	MvSl-1064-A1-R4_MC14g11826	6.46021	11.121
MvSl-1064-A2-R4_MC14g12090	0	0	MvSl-1064-A1-R4_MC14g11829	0	0
MvSl-1064-A2-R4_MC14g12091	1036.93	1320.16	MvSl-1064-A1-R4_MC14g11830	1147.73	1106.2
MvSl-1064-A2-R4_MC14g12092	0	0	MvSl-1064-A1-R4_MC14g11831	0	0
MvSl-1064-A2-R4_MC14g12093	34	34	MvSl-1064-A1-R4_MC14g11832	56	27
MvSl-1064-A2-R4_MC14g12094	2971	4065	MvSl-1064-A1-R4_MC14g11833	4228	2836
MvSl-1064-A2-R4_MC14g12095	1337	1154	MvSl-1064-A1-R4_MC14g11834	1014	1426
MvSl-1064-A2-R4_MC14g12096	28	16	MvSl-1064-A1-R4_MC14g11835	10	16
MvSl-1064-A2-R4_MC14g12097	6512	8142	MvSl-1064-A1-R4_MC14g11836	7339	7035
MvSl-1064-A2-R4_MC14g12098	233	219	MvSl-1064-A1-R4_MC14g11837	215	227
MvSl-1064-A2-R4_MC14g12099	732	583	MvSl-1064-A1-R4_MC14g11838	532	636
MvSl-1064-A2-R4_MC14g12100	6374	8186	MvSl-1064-A1-R4_MC14g11839	6565	5266
MvSl-1064-A2-R4_MC14g12101	182.93	180.883	MvSl-1064-A1-R4_MC14g11840	121.652	121.218
