target_id	A2_1	A2_2
MvSl-1064-A2-R4_MC01g02150	1349	1404
MvSl-1064-A2-R4_MC01g02151	6173.74	7092.39
MvSl-1064-A2-R4_MC01g02152	1602	1978
MvSl-1064-A2-R4_MC01g02153	1591	1793
MvSl-1064-A2-R4_MC01g02154	2286	2612
MvSl-1064-A2-R4_MC01g02155	2277	2245
MvSl-1064-A2-R4_MC01g02156	4994	4733
MvSl-1064-A2-R4_MC01g02157	8320	9922
MvSl-1064-A2-R4_MC01g02158	381	456
MvSl-1064-A2-R4_MC01g02159	1406	1774
MvSl-1064-A2-R4_MC01g02160	358	351
MvSl-1064-A2-R4_MC01g02161	3012	4582
MvSl-1064-A2-R4_MC01g02162	2540	2783
MvSl-1064-A2-R4_MC01g02163	1462	1427
MvSl-1064-A2-R4_MC01g02164	359	425
MvSl-1064-A2-R4_MC01g02165	1071	912
MvSl-1064-A2-R4_MC01g02166	1034	1345
MvSl-1064-A2-R4_MC01g02167	4565	2781
MvSl-1064-A2-R4_MC01g02168	21396	17030
MvSl-1064-A2-R4_MC01g02169	1611	1430
MvSl-1064-A2-R4_MC01g02170	2252	2552
MvSl-1064-A2-R4_MC01g02171	1054	932
MvSl-1064-A2-R4_MC01g02172	157	171
MvSl-1064-A2-R4_MC01g02173	198	193
MvSl-1064-A2-R4_MC01g02174	1748	1777
MvSl-1064-A2-R4_MC01g02175	7931	9627
MvSl-1064-A2-R4_MC01g02176	1846	1670
MvSl-1064-A2-R4_MC01g02177	970	851
MvSl-1064-A2-R4_MC01g02178	3263	2785
MvSl-1064-A2-R4_MC01g02179	308	328
MvSl-1064-A2-R4_MC01g02180	5056	6195
MvSl-1064-A2-R4_MC01g02181	687	723
MvSl-1064-A2-R4_MC01g02182	1320	1787
MvSl-1064-A2-R4_MC01g02183	1905	1882
MvSl-1064-A2-R4_MC01g02184	26	45
MvSl-1064-A2-R4_MC01g02185	1827	1729
MvSl-1064-A2-R4_MC01g02186	1860	1976
MvSl-1064-A2-R4_MC01g02187	2134	2080
MvSl-1064-A2-R4_MC01g02188	2113	1948
MvSl-1064-A2-R4_MC01g02189	3	5
MvSl-1064-A2-R4_MC01g02190	350.302	308.839
MvSl-1064-A2-R4_MC01g02191	495.893	295.278
MvSl-1064-A2-R4_MC01g02192	114.876	93.4219
MvSl-1064-A2-R4_MC01g02193	1241	1465
MvSl-1064-A2-R4_MC01g02194	4415	4289
MvSl-1064-A2-R4_MC01g02195	0	3
MvSl-1064-A2-R4_MC01g02196	1150	1225
MvSl-1064-A2-R4_MC01g02197	985	915
MvSl-1064-A2-R4_MC01g02198	5891.41	5276.51
MvSl-1064-A2-R4_MC01g02199	1880	2211
MvSl-1064-A2-R4_MC01g02200	10346	10440
MvSl-1064-A2-R4_MC01g02202	7618	6931
MvSl-1064-A2-R4_MC01g02203	801	1072
MvSl-1064-A2-R4_MC01g02204	2712	2328
MvSl-1064-A2-R4_MC01g02205	1893	1831
MvSl-1064-A2-R4_MC01g02206	3442	3372
MvSl-1064-A2-R4_MC01g02207	638	550
MvSl-1064-A2-R4_MC01g02208	1101	892
MvSl-1064-A2-R4_MC01g02209	6695	5595
MvSl-1064-A2-R4_MC01g02210	314.056	257.501
MvSl-1064-A2-R4_MC01g02212	803	1037
MvSl-1064-A2-R4_MC01g02213	1344	1224
MvSl-1064-A2-R4_MC01g02214	2417	2438
MvSl-1064-A2-R4_MC01g02215	1430	1879
MvSl-1064-A2-R4_MC01g02216	2316	2417
MvSl-1064-A2-R4_MC01g02217	1472	1494
MvSl-1064-A2-R4_MC01g02218	153	215
MvSl-1064-A2-R4_MC01g02219	6297	5693
MvSl-1064-A2-R4_MC01g02220	1132	1169
MvSl-1064-A2-R4_MC01g02221	1302	1391
MvSl-1064-A2-R4_MC01g02222	1929	2114
MvSl-1064-A2-R4_MC01g02223	581	659
MvSl-1064-A2-R4_MC01g02224	2273	2028
MvSl-1064-A2-R4_MC01g02225	953	1125
MvSl-1064-A2-R4_MC01g02226	3733	3185
MvSl-1064-A2-R4_MC01g02227	464	420
MvSl-1064-A2-R4_MC01g02228	1747	2005
MvSl-1064-A2-R4_MC01g02229	1579	1991
MvSl-1064-A2-R4_MC01g02230	1155	1447
MvSl-1064-A2-R4_MC01g02231	591.858	340.191
MvSl-1064-A2-R4_MC01g02232	1854	1470
MvSl-1064-A2-R4_MC01g02233	2319	2581
MvSl-1064-A2-R4_MC01g02234	1285	1427
MvSl-1064-A2-R4_MC01g02235	1516	1259
MvSl-1064-A2-R4_MC01g02236	7936	10548
MvSl-1064-A2-R4_MC01g02237	337	218
MvSl-1064-A2-R4_MC01g02238	5117.23	4340.26
MvSl-1064-A2-R4_MC01g02239	2179	2459
MvSl-1064-A2-R4_MC01g02240	1941	2257
MvSl-1064-A2-R4_MC01g02241	696	599
MvSl-1064-A2-R4_MC01g02242	346	571
MvSl-1064-A2-R4_MC01g02243	1046	1223
MvSl-1064-A2-R4_MC01g02244	644	774
MvSl-1064-A2-R4_MC01g02245	226	276
MvSl-1064-A2-R4_MC01g02246	307	246
MvSl-1064-A2-R4_MC01g02247	855	955
MvSl-1064-A2-R4_MC01g02248	654	724
MvSl-1064-A2-R4_MC01g02249	1734	1669
MvSl-1064-A2-R4_MC01g02250	3689	2865
MvSl-1064-A2-R4_MC01g02252	13	58
MvSl-1064-A2-R4_MC01g02253	4472	4010
MvSl-1064-A2-R4_MC01g02254	2270	2672
MvSl-1064-A2-R4_MC01g02255	3313	2949
MvSl-1064-A2-R4_MC01g02256	42441.2	44473
MvSl-1064-A2-R4_MC01g02258	493.789	488.419
MvSl-1064-A2-R4_MC01g02259	2559.07	1623.28
MvSl-1064-A2-R4_MC01g02261	20.2006	16.891
MvSl-1064-A2-R4_MC01g02265	2401	2681
MvSl-1064-A2-R4_MC01g02266	1144	1550
MvSl-1064-A2-R4_MC01g02267	38.1059	42.1592
MvSl-1064-A2-R4_MC01g02268	17962	20677
MvSl-1064-A2-R4_MC01g02269	18091	20017
MvSl-1064-A2-R4_MC01g02270	298	276
MvSl-1064-A2-R4_MC01g02271	1383	1320
MvSl-1064-A2-R4_MC01g02273	6544.04	6943.09
MvSl-1064-A2-R4_MC01g02274	27772.6	25402.2
MvSl-1064-A2-R4_MC01g02276	443	587
MvSl-1064-A2-R4_MC01g02278	1342.24	1037.13
MvSl-1064-A2-R4_MC01g02279	8941	10071
MvSl-1064-A2-R4_MC01g02280	61606	85996
MvSl-1064-A2-R4_MC01g02281	2121	2684
MvSl-1064-A2-R4_MC01g02282	1031	1106
MvSl-1064-A2-R4_MC01g02283	2204	1942
MvSl-1064-A2-R4_MC01g02284	1736	1759
MvSl-1064-A2-R4_MC01g02285	226.274	183.146
MvSl-1064-A2-R4_MC01g02286	410.502	408.728
MvSl-1064-A2-R4_MC01g02287	30	17
MvSl-1064-A2-R4_MC01g02288	1898.46	2355.32
MvSl-1064-A2-R4_MC01g02289	5760	2759
MvSl-1064-A2-R4_MC01g02290	7243	4754
MvSl-1064-A2-R4_MC01g02291	8980.8	7736.1
MvSl-1064-A2-R4_MC01g02292	11777	13248
MvSl-1064-A2-R4_MC01g02293	104	90
MvSl-1064-A2-R4_MC01g02294	2641.29	5831.89
MvSl-1064-A2-R4_MC01g02295	224.594	153.505
MvSl-1064-A2-R4_MC01g02296	2318	1808
MvSl-1064-A2-R4_MC01g02297	383	798
MvSl-1064-A2-R4_MC01g02298	2333	2333
MvSl-1064-A2-R4_MC01g02299	634	811
MvSl-1064-A2-R4_MC01g02300	487	239
MvSl-1064-A2-R4_MC01g02301	2284	1806
MvSl-1064-A2-R4_MC01g02302	2525	2451
MvSl-1064-A2-R4_MC01g02303	462.836	415.975
MvSl-1064-A2-R4_MC01g02304	80	84
MvSl-1064-A2-R4_MC01g02306	918.429	724.345
MvSl-1064-A2-R4_MC01g02307	326.117	330.427
MvSl-1064-A2-R4_MC01g02308	323.581	269.153
MvSl-1064-A2-R4_MC01g02310	4104	3523
MvSl-1064-A2-R4_MC01g02311	804	859
MvSl-1064-A2-R4_MC01g02312	4372	3079
MvSl-1064-A2-R4_MC01g02313	3634	3285
MvSl-1064-A2-R4_MC01g02314	1369	1377
MvSl-1064-A2-R4_MC01g02315	5436	7134
MvSl-1064-A2-R4_MC01g02316	4943	5375
MvSl-1064-A2-R4_MC01g02317	906	945
MvSl-1064-A2-R4_MC01g02318	11125	17680
MvSl-1064-A2-R4_MC01g02319	243	254
MvSl-1064-A2-R4_MC01g02320	3266	3510
MvSl-1064-A2-R4_MC01g02324	601	869
MvSl-1064-A2-R4_MC01g02325	1056	956
MvSl-1064-A2-R4_MC01g02326	1249	865
MvSl-1064-A2-R4_MC01g02327	498.92	389.483
MvSl-1064-A2-R4_MC01g02329	3636.92	2900.25
MvSl-1064-A2-R4_MC01g02330	1234.28	998.604
MvSl-1064-A2-R4_MC01g02331	169	183
MvSl-1064-A2-R4_MC01g02332	4536	4532
MvSl-1064-A2-R4_MC01g02333	10982	15776
MvSl-1064-A2-R4_MC01g02334	352	356
MvSl-1064-A2-R4_MC01g02335	1607	1797
MvSl-1064-A2-R4_MC01g02336	150	104
MvSl-1064-A2-R4_MC01g02337	272	205
MvSl-1064-A2-R4_MC01g02338	1226	1189
MvSl-1064-A2-R4_MC01g02339	4103	3516
MvSl-1064-A2-R4_MC01g02340	0	0
MvSl-1064-A2-R4_MC01g02341	870	860
MvSl-1064-A2-R4_MC01g02342	81	54
MvSl-1064-A2-R4_MC01g02343	1963	1831
MvSl-1064-A2-R4_MC01g02344	1072.61	987.059
MvSl-1064-A2-R4_MC01g02345	915.178	763.588
MvSl-1064-A2-R4_MC01g02348	641	726
MvSl-1064-A2-R4_MC01g02349	1684	1320
MvSl-1064-A2-R4_MC01g02350	5	3
MvSl-1064-A2-R4_MC01g02351	137	194
MvSl-1064-A2-R4_MC01g02352	738	916
MvSl-1064-A2-R4_MC01g02353	1132	1574
MvSl-1064-A2-R4_MC01g02354	2116	2046
MvSl-1064-A2-R4_MC01g02355	427	573
MvSl-1064-A2-R4_MC01g02356	412	448
MvSl-1064-A2-R4_MC01g02357	319	405
MvSl-1064-A2-R4_MC01g02358	360	527
MvSl-1064-A2-R4_MC01g02359	2415	2561
MvSl-1064-A2-R4_MC01g02360	1112	1180
MvSl-1064-A2-R4_MC01g02361	2169	2468
MvSl-1064-A2-R4_MC01g02362	1689	1638
MvSl-1064-A2-R4_MC01g02363	1361.9	1370.61
MvSl-1064-A2-R4_MC01g02364	62.562	74.6535
MvSl-1064-A2-R4_MC01g02365	949	1164
MvSl-1064-A2-R4_MC01g02366	740	999
MvSl-1064-A2-R4_MC01g02367	2730	3547
MvSl-1064-A2-R4_MC01g02368	1578	1544
MvSl-1064-A2-R4_MC01g02369	613.317	393.359
MvSl-1064-A2-R4_MC01g02370	274	297
MvSl-1064-A2-R4_MC01g02371	154	126
MvSl-1064-A2-R4_MC01g02372	461	556
MvSl-1064-A2-R4_MC01g02373	1246	1284
MvSl-1064-A2-R4_MC01g02374	1814	1879
MvSl-1064-A2-R4_MC01g02375	546	540
MvSl-1064-A2-R4_MC01g02376	18721	25260
MvSl-1064-A2-R4_MC01g02378	1537.16	1271.79
MvSl-1064-A2-R4_MC01g02379	30	46
MvSl-1064-A2-R4_MC01g02380	338	208
MvSl-1064-A2-R4_MC01g02381	1606	1252
MvSl-1064-A2-R4_MC01g02382	106	80
MvSl-1064-A2-R4_MC01g02383	2325	2441
MvSl-1064-A2-R4_MC01g02384	1737	2207
MvSl-1064-A2-R4_MC01g02385	7153	7751
MvSl-1064-A2-R4_MC01g02386	2328	2533
MvSl-1064-A2-R4_MC01g02387	664	819
MvSl-1064-A2-R4_MC01g02388	1113	1224
MvSl-1064-A2-R4_MC01g02389	1126	900
MvSl-1064-A2-R4_MC01g02390	715	625
MvSl-1064-A2-R4_MC01g02391	2760	3710
MvSl-1064-A2-R4_MC01g02392	286	228
MvSl-1064-A2-R4_MC01g02393	11058	12553
MvSl-1064-A2-R4_MC01g02394	1204	1120
MvSl-1064-A2-R4_MC01g02395	1441	1704
MvSl-1064-A2-R4_MC01g02396	624	705
MvSl-1064-A2-R4_MC01g02397	1014	799
MvSl-1064-A2-R4_MC01g02398	108	112
MvSl-1064-A2-R4_MC01g02399	3251	3166
MvSl-1064-A2-R4_MC01g02400	1223	1047
MvSl-1064-A2-R4_MC01g02401	497	367
MvSl-1064-A2-R4_MC01g02402	391	415
MvSl-1064-A2-R4_MC01g02403	1439	1802
MvSl-1064-A2-R4_MC01g02404	632	1013
MvSl-1064-A2-R4_MC01g02405	105	129
MvSl-1064-A2-R4_MC01g02406	4076	6224
MvSl-1064-A2-R4_MC01g02407	314	358
MvSl-1064-A2-R4_MC01g02408	619	718
MvSl-1064-A2-R4_MC01g02409	1205	907
MvSl-1064-A2-R4_MC01g02410	1240	1697
MvSl-1064-A2-R4_MC01g02411	836	822
MvSl-1064-A2-R4_MC01g02412	611	552
MvSl-1064-A2-R4_MC01g02413	4913	4405
MvSl-1064-A2-R4_MC01g02414	4399	3961
MvSl-1064-A2-R4_MC01g02415	161	99
MvSl-1064-A2-R4_MC01g02416	3295.58	2630.82
MvSl-1064-A2-R4_MC01g02418	4274	3617
MvSl-1064-A2-R4_MC01g02419	3125	3943
MvSl-1064-A2-R4_MC01g02420	2163	2257
MvSl-1064-A2-R4_MC01g02421	951	930
MvSl-1064-A2-R4_MC01g02422	1800	1966
MvSl-1064-A2-R4_MC01g02423	772	793
MvSl-1064-A2-R4_MC01g02424	1505.7	1661.56
MvSl-1064-A2-R4_MC01g02425	1653	2285
MvSl-1064-A2-R4_MC01g02426	477	618
MvSl-1064-A2-R4_MC01g02427	1631	1780
MvSl-1064-A2-R4_MC01g02428	1143	1180
MvSl-1064-A2-R4_MC01g02429	2763	3147
MvSl-1064-A2-R4_MC01g02430	1607	1939
MvSl-1064-A2-R4_MC01g02431	3951	3648
MvSl-1064-A2-R4_MC01g02432	3809.91	3871.92
MvSl-1064-A2-R4_MC01g02433	209	156
MvSl-1064-A2-R4_MC01g02435	154	99
MvSl-1064-A2-R4_MC01g02436	2067	1874
MvSl-1064-A2-R4_MC01g02437	1360	1333
MvSl-1064-A2-R4_MC01g02438	902	871
MvSl-1064-A2-R4_MC01g02439	572	587
MvSl-1064-A2-R4_MC01g02440	723	762
MvSl-1064-A2-R4_MC01g02441	0	7
MvSl-1064-A2-R4_MC01g02442	57	123
MvSl-1064-A2-R4_MC01g02443	3743	4757
MvSl-1064-A2-R4_MC01g02444	904	1129
MvSl-1064-A2-R4_MC01g02445	994	1108
MvSl-1064-A2-R4_MC01g02446	1227	1435
MvSl-1064-A2-R4_MC01g02447	416	507
MvSl-1064-A2-R4_MC01g02448	3723	4936
MvSl-1064-A2-R4_MC01g02449	1112	1319
MvSl-1064-A2-R4_MC01g02450	66	56
MvSl-1064-A2-R4_MC01g02451	14	9
MvSl-1064-A2-R4_MC01g02453	1957.85	1630.94
MvSl-1064-A2-R4_MC01g02456	1248.92	1008.86
MvSl-1064-A2-R4_MC01g02457	81.9859	65.8775
MvSl-1064-A2-R4_MC01g02458	6708.8	6344.78
MvSl-1064-A2-R4_MC01g02459	2281.1	2811.11
MvSl-1064-A2-R4_MC01g02461	494.125	504.808
MvSl-1064-A2-R4_MC01g02462	216.747	290.949
MvSl-1064-A2-R4_MC01g02463	1245	1339
MvSl-1064-A2-R4_MC01g02464	1887	2139
MvSl-1064-A2-R4_MC01g02465	362	385
MvSl-1064-A2-R4_MC01g02466	535	661
MvSl-1064-A2-R4_MC01g02467	0	0
MvSl-1064-A2-R4_MC01g02468	3587.01	2689.69
MvSl-1064-A2-R4_MC01g02470	9	9
MvSl-1064-A2-R4_MC01g02471	220	240
MvSl-1064-A2-R4_MC01g02472	1791	2043
MvSl-1064-A2-R4_MC01g02473	1791	1608
MvSl-1064-A2-R4_MC01g02474	937	1078
MvSl-1064-A2-R4_MC01g02475	1853	1974
MvSl-1064-A2-R4_MC01g02476	1037	1126
MvSl-1064-A2-R4_MC01g02477	1508	1755
MvSl-1064-A2-R4_MC01g02478	19362.5	11759.2
MvSl-1064-A2-R4_MC01g02479	1423	1694
MvSl-1064-A2-R4_MC01g02480	6474	7536
MvSl-1064-A2-R4_MC01g02481	9301	8500
MvSl-1064-A2-R4_MC01g02482	629	584
MvSl-1064-A2-R4_MC01g02483	617	707
MvSl-1064-A2-R4_MC01g02484	211	212
MvSl-1064-A2-R4_MC01g02485	3265	2957
MvSl-1064-A2-R4_MC01g02486	1734	1802
MvSl-1064-A2-R4_MC01g02487	7631	5784
MvSl-1064-A2-R4_MC01g02488	1074.98	1062.55
MvSl-1064-A2-R4_MC01g02489	122.798	7.18743
MvSl-1064-A2-R4_MC01g02490	649	1115
MvSl-1064-A2-R4_MC01g02491	2387	2512
MvSl-1064-A2-R4_MC01g02492	2009	1892
MvSl-1064-A2-R4_MC01g02493	6251	6053
MvSl-1064-A2-R4_MC01g02494	508.838	277.488
MvSl-1064-A2-R4_MC01g02496	15.2295	9.39587
MvSl-1064-A2-R4_MC01g02498	3704	4416
MvSl-1064-A2-R4_MC01g02499	8326	9655
MvSl-1064-A2-R4_MC01g02500	1369	1512
MvSl-1064-A2-R4_MC01g02501	4290	4092
MvSl-1064-A2-R4_MC01g02502	2935	2717
MvSl-1064-A2-R4_MC01g02503	203	146
MvSl-1064-A2-R4_MC01g02504	1660	1902
MvSl-1064-A2-R4_MC01g02505	2414	2585
MvSl-1064-A2-R4_MC01g02506	1334	1593
MvSl-1064-A2-R4_MC01g02507	3783	4418
MvSl-1064-A2-R4_MC01g02508	0	6
MvSl-1064-A2-R4_MC01g02509	2462	2485
MvSl-1064-A2-R4_MC01g02510	146	169
MvSl-1064-A2-R4_MC01g02511	79	64
MvSl-1064-A2-R4_MC01g02512	3974.37	4776.17
MvSl-1064-A2-R4_MC01g02513	1321	1364
MvSl-1064-A2-R4_MC01g02514	36	50
MvSl-1064-A2-R4_MC01g02515	981	1414
MvSl-1064-A2-R4_MC01g02516	1860	1625
MvSl-1064-A2-R4_MC01g02517	541	602
MvSl-1064-A2-R4_MC01g02518	3505	3055
MvSl-1064-A2-R4_MC01g02519	995	627
MvSl-1064-A2-R4_MC01g02520	1107	1374
MvSl-1064-A2-R4_MC01g02521	367	418
MvSl-1064-A2-R4_MC01g02522	484	655
MvSl-1064-A2-R4_MC01g02523	556	662
MvSl-1064-A2-R4_MC01g02524	243	277
MvSl-1064-A2-R4_MC01g02525	239	284
MvSl-1064-A2-R4_MC01g02526	5355	4477
MvSl-1064-A2-R4_MC01g02527	1735	2417
MvSl-1064-A2-R4_MC01g02528	9969.62	12259
MvSl-1064-A2-R4_MC01g02529	408	309
MvSl-1064-A2-R4_MC01g02530	3701	5399
MvSl-1064-A2-R4_MC01g02531	1026	1312
MvSl-1064-A2-R4_MC01g02532	503	328
MvSl-1064-A2-R4_MC01g02533	1009	1121
MvSl-1064-A2-R4_MC01g02534	41	28
MvSl-1064-A2-R4_MC01g02535	151	148
MvSl-1064-A2-R4_MC01g02536	337	342
MvSl-1064-A2-R4_MC01g02537	501	445
MvSl-1064-A2-R4_MC01g02538	960	1123
MvSl-1064-A2-R4_MC01g02539	2395	2622
MvSl-1064-A2-R4_MC01g02540	1220.55	1170.67
MvSl-1064-A2-R4_MC01g02541	0	2.16934
MvSl-1064-A2-R4_MC01g02543	2825	2670
MvSl-1064-A2-R4_MC01g02544	128.511	101.725
MvSl-1064-A2-R4_MC01g02545	2761	2468
MvSl-1064-A2-R4_MC01g02546	1192	1212
MvSl-1064-A2-R4_MC01g02547	1007	1472
MvSl-1064-A2-R4_MC01g02548	226.586	303.121
MvSl-1064-A2-R4_MC01g02549	214.179	195
MvSl-1064-A2-R4_MC01g02550	3014	3246
MvSl-1064-A2-R4_MC01g02551	979	1281
MvSl-1064-A2-R4_MC01g02552	5713	7350
MvSl-1064-A2-R4_MC01g02553	2082	2479
MvSl-1064-A2-R4_MC01g02554	1757	2117
MvSl-1064-A2-R4_MC01g02555	736	614
MvSl-1064-A2-R4_MC01g02556	2768	1971
MvSl-1064-A2-R4_MC01g02557	287	387
MvSl-1064-A2-R4_MC01g02558	95	94
MvSl-1064-A2-R4_MC01g02559	160	186
MvSl-1064-A2-R4_MC01g02560	1035	1132
MvSl-1064-A2-R4_MC01g02561	447	465
MvSl-1064-A2-R4_MC01g02562	6565	8810
MvSl-1064-A2-R4_MC01g02563	1706	1926
MvSl-1064-A2-R4_MC01g02564	68	75
MvSl-1064-A2-R4_MC01g02565	21.2326	26.3148
MvSl-1064-A2-R4_MC01g02566	1374.74	1262.53
MvSl-1064-A2-R4_MC01g02567	4.38818	1.05615
MvSl-1064-A2-R4_MC01g02568	570	825
MvSl-1064-A2-R4_MC01g02570	300	245
MvSl-1064-A2-R4_MC01g02571	947	760
MvSl-1064-A2-R4_MC01g02572	74	68
MvSl-1064-A2-R4_MC01g02573	22	45
MvSl-1064-A2-R4_MC01g02574	864	940
MvSl-1064-A2-R4_MC01g02575	1140	1785
MvSl-1064-A2-R4_MC01g02576	2295	2321
MvSl-1064-A2-R4_MC01g02577	198	267
MvSl-1064-A2-R4_MC01g02578	587	723
MvSl-1064-A2-R4_MC01g02579	1436	1883
MvSl-1064-A2-R4_MC01g02580	863	1081
MvSl-1064-A2-R4_MC01g02581	268	296
MvSl-1064-A2-R4_MC01g02582	16	1
MvSl-1064-A2-R4_MC01g02583	1887	1801
MvSl-1064-A2-R4_MC01g02584	7306	6309
MvSl-1064-A2-R4_MC01g02585	250	235
MvSl-1064-A2-R4_MC01g02586	859	1243
MvSl-1064-A2-R4_MC01g02587	2490	2348
MvSl-1064-A2-R4_MC01g02588	1536	1616
MvSl-1064-A2-R4_MC01g02589	1204	1206
MvSl-1064-A2-R4_MC01g02590	3684	3495
MvSl-1064-A2-R4_MC01g02591	241	254
MvSl-1064-A2-R4_MC01g02592	1135	1075
MvSl-1064-A2-R4_MC01g02593	2896	2840
MvSl-1064-A2-R4_MC01g02594	13469	13340
MvSl-1064-A2-R4_MC01g02595	1050	1245
MvSl-1064-A2-R4_MC01g02596	145	241
MvSl-1064-A2-R4_MC01g02597	4439	3845
MvSl-1064-A2-R4_MC01g02598	1712	1995
MvSl-1064-A2-R4_MC01g02599	5977	5285
MvSl-1064-A2-R4_MC01g02601	39258	39750
MvSl-1064-A2-R4_MC01g02602	222	215
MvSl-1064-A2-R4_MC01g02603	4757	5904
MvSl-1064-A2-R4_MC01g02604	3038	3580
MvSl-1064-A2-R4_MC01g02605	756	908
MvSl-1064-A2-R4_MC01g02606	162	240
MvSl-1064-A2-R4_MC01g02607	774	842
MvSl-1064-A2-R4_MC01g02608	4546	3868
MvSl-1064-A2-R4_MC01g02609	864.851	1152.04
MvSl-1064-A2-R4_MC01g02611	15255	17397
MvSl-1064-A2-R4_MC01g02612	196	147
MvSl-1064-A2-R4_MC01g02613	4268	3692
MvSl-1064-A2-R4_MC01g02614	2575	2231
MvSl-1064-A2-R4_MC01g02615	6891	5575
MvSl-1064-A2-R4_MC01g02616	6718	4261
MvSl-1064-A2-R4_MC01g02617	2060	1214
MvSl-1064-A2-R4_MC01g02618	543	593
MvSl-1064-A2-R4_MC01g02619	176	128
MvSl-1064-A2-R4_MC01g02620	728	641
MvSl-1064-A2-R4_MC01g02621	23.2491	8.88916
MvSl-1064-A2-R4_MC01g02623	1667	1608
MvSl-1064-A2-R4_MC01g02624	1124	1533
MvSl-1064-A2-R4_MC01g02625	1146	1165
MvSl-1064-A2-R4_MC01g02626	1124	1155
MvSl-1064-A2-R4_MC01g02627	354	313
MvSl-1064-A2-R4_MC01g02628	2162.81	2106.03
MvSl-1064-A2-R4_MC01g02629	29	28
MvSl-1064-A2-R4_MC01g02630	1480	2068
MvSl-1064-A2-R4_MC01g02631	5395	4515
MvSl-1064-A2-R4_MC01g02632	66.6315	45.9948
MvSl-1064-A2-R4_MC01g02633	438	498
MvSl-1064-A2-R4_MC01g02634	270.581	136.93
MvSl-1064-A2-R4_MC01g02635	224.909	190.344
MvSl-1064-A2-R4_MC01g02636	857	797
MvSl-1064-A2-R4_MC01g02637	1753	1986
MvSl-1064-A2-R4_MC01g02638	750	784
MvSl-1064-A2-R4_MC01g02639	1181	1182
MvSl-1064-A2-R4_MC01g02640	9081	9497
MvSl-1064-A2-R4_MC01g02641	362.351	630.348
MvSl-1064-A2-R4_MC01g02644	967.835	1474.55
MvSl-1064-A2-R4_MC01g02645	2625	2798
MvSl-1064-A2-R4_MC01g02646	2625	3104
MvSl-1064-A2-R4_MC01g02647	3150	3120
MvSl-1064-A2-R4_MC01g02648	1908	2021
MvSl-1064-A2-R4_MC01g02649	833	918
MvSl-1064-A2-R4_MC01g02650	76	64
MvSl-1064-A2-R4_MC01g02651	1902	2066
MvSl-1064-A2-R4_MC01g02652	660	749
MvSl-1064-A2-R4_MC01g02653	648	542
MvSl-1064-A2-R4_MC01g02654	931	1112
MvSl-1064-A2-R4_MC01g02655	1899	1920
MvSl-1064-A2-R4_MC01g02656	483	553
MvSl-1064-A2-R4_MC01g02658	109.086	103.026
MvSl-1064-A2-R4_MC01g02660	2112	2496
MvSl-1064-A2-R4_MC01g02661	4	1
MvSl-1064-A2-R4_MC01g02662	183	137
MvSl-1064-A2-R4_MC01g02663	3927	4642
MvSl-1064-A2-R4_MC01g02664	206	183
MvSl-1064-A2-R4_MC01g02665	88	67
MvSl-1064-A2-R4_MC01g02666	1114	855
MvSl-1064-A2-R4_MC01g02667	1209	1521
MvSl-1064-A2-R4_MC01g02668	1172	1427
MvSl-1064-A2-R4_MC01g02669	2876	3050
MvSl-1064-A2-R4_MC01g02670	3	1
MvSl-1064-A2-R4_MC01g02674	145	160
MvSl-1064-A2-R4_MC01g02675	365	383
MvSl-1064-A2-R4_MC01g02676	963.014	924.008
MvSl-1064-A2-R4_MC01g02677	1717.46	1837.54
MvSl-1064-A2-R4_MC01g02678	530	652
MvSl-1064-A2-R4_MC01g02679	1058	1115
MvSl-1064-A2-R4_MC01g02680	356.682	370.157
MvSl-1064-A2-R4_MC01g02681	3808	3569
MvSl-1064-A2-R4_MC01g02682	3888	5794
MvSl-1064-A2-R4_MC01g02683	4179	3275
MvSl-1064-A2-R4_MC01g02684	2067	2135
MvSl-1064-A2-R4_MC01g02685	3478	3084
MvSl-1064-A2-R4_MC01g02686	407	314
MvSl-1064-A2-R4_MC01g02687	108	129
MvSl-1064-A2-R4_MC01g02688	57	70
MvSl-1064-A2-R4_MC01g02689	143	234
MvSl-1064-A2-R4_MC01g02690	1908.08	1785.29
MvSl-1064-A2-R4_MC01g02691	797.763	747.515
MvSl-1064-A2-R4_MC01g02692	26	41
MvSl-1064-A2-R4_MC01g02693	3363	3977
MvSl-1064-A2-R4_MC01g02695	136	187
MvSl-1064-A2-R4_MC01g02697	1078.52	1069.09
MvSl-1064-A2-R4_MC01g02698	3473.21	2379.6
MvSl-1064-A2-R4_MC01g02699	13897.3	11841.6
MvSl-1064-A2-R4_MC01g02701	65.5634	43.6146
MvSl-1064-A2-R4_MC01g02702	1910	1772
MvSl-1064-A2-R4_MC01g02703	2146	1929
MvSl-1064-A2-R4_MC01g02704	191	110
MvSl-1064-A2-R4_MC01g02705	1707	1598
MvSl-1064-A2-R4_MC01g02706	585	697
MvSl-1064-A2-R4_MC01g02707	1808.98	1702.89
MvSl-1064-A2-R4_MC01g02708	2273	1782
MvSl-1064-A2-R4_MC01g02709	3698	3486
MvSl-1064-A2-R4_MC01g02710	748	1129
MvSl-1064-A2-R4_MC01g02711	912	1515
MvSl-1064-A2-R4_MC01g02712	312.929	311.86
MvSl-1064-A2-R4_MC01g02713	760	795
MvSl-1064-A2-R4_MC01g02714	266	385
MvSl-1064-A2-R4_MC01g02715	3867	4433
