gida2	gidmvsd	dnds	dn	ds
MvSl-1064-A2-R4_MC10g10265	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09786	0.505	0.0083	0.0165
MvSl-1064-A2-R4_A2g01123	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09189	0.7064	0.0727	0.1029
MvSl-1064-A2-R4_MC06-2g07517	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10290	0.389	0.0801	0.2059
MvSl-1064-A2-R4_MC01g03303	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11250	0.4562	0.0036	0.0078
MvSl-1064-A2-R4_MC01g02054	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00078	98.9996	0.0104	0.0001
MvSl-1064-A2-R4_MC03g05312	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02060	0.8179	0.0179	0.0219
MvSl-1064-A2-R4_MC11g10879	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04040	1.2603	0.0283	0.0225
MvSl-1064-A2-R4_MC03g04890	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01666	0.5281	0.0043	0.0081
MvSl-1064-A2-R4_MC06-2g07481	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10254	0.001	0	0.0121
MvSl-1064-A2-R4_MC01g02323	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00361	0.6572	0.0132	0.0201
MvSl-1064-A2-R4_MC04-1g05794	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06532	0.4183	0.0052	0.0123
MvSl-1064-A2-R4_MC07g07863	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08730	0.5429	0.0088	0.0162
MvSl-1064-A2-R4_MC07g08153	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11868	0.001	0	0.0218
MvSl-1064-A2-R4_MC13g11885	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07913	0.4897	0.0417	0.0851
MvSl-1064-A2-R4_MC08-2g09107	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12275	0.529	0.003	0.0057
MvSl-1064-A2-R4_MC03g04803	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01576	0.001	0	0
MvSl-1064-A2-R4_MC11g10684	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04226	0.001	0	0.0126
MvSl-1064-A2-R4_MC02g03583	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02421	0.001	0	0.0177
MvSl-1064-A2-R4_MC04-1g05817	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06554	0.001	0	0.0066
MvSl-1064-A2-R4_MC07g07862	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08729	0.8678	0.009	0.0104
MvSl-1064-A2-R4_MC02g03943	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02797	0.3004	0	0
MvSl-1064-A2-R4_MC06-2g07738	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12104	0.3722	0.0053	0.0143
MvSl-1064-A2-R4_MC07g07865	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08731	0.3629	0.0088	0.0243
MvSl-1064-A2-R4_MC14g12104	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07488	0.7697	0.0127	0.0165
MvSl-1064-A2-R4_MC14g12103	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07487	0.6263	0.0071	0.0114
MvSl-1064-A2-R4_MC06-2g07697	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12147	0.2381	0.0042	0.0175
MvSl-1064-A2-R4_MC02g03741	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02527	98.9996	0.0053	0.0001
MvSl-1064-A2-R4_MC07g08119	MvSdioicae-1303-FR02-T-N202-PbcR_C034g12684	0.001	0	0.0111
MvSl-1064-A2-R4_MC16g12441	MvSdioicae-1303-FR02-T-N202-PbcR_C035g12711	0.4183	0.0076	0.0182
MvSl-1064-A2-R4_MC02g04446	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11515	98.9996	0.0094	0.0001
MvSl-1064-A2-R4_MC02g04281	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03114	0.5501	0.0227	0.0414
MvSl-1064-A2-R4_MC01g02683	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00733	98.9996	0.0196	0.0002
MvSl-1064-A2-R4_MC03g05333	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02039	1.4064	0.0148	0.0105
MvSl-1064-A2-R4_MC06-2g07474	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10247	0.001	0	0.0214
MvSl-1064-A2-R4_MC02g03737	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02523	0.5058	0	0
MvSl-1064-A2-R4_A2g01755	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12545	0.4575	0	0
MvSl-1064-A2-R4_MC02g03582	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02420	0.2072	0.0025	0.0119
MvSl-1064-A2-R4_MC05g07076	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05170	98.9996	0.0048	0
MvSl-1064-A2-R4_MC12g11389	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06110	1.1929	0.0083	0.007
MvSl-1064-A2-R4_MC11g10793	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04120	0.2731	0.0043	0.0157
MvSl-1064-A2-R4_MC01g03354	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11203	0.3812	0.002	0.0052
MvSl-1064-A2-R4_MC10g10047	MvSdioicae-1303-FR02-T-N202-PbcR_C024g11334	0.2531	0.0254	0.1005
MvSl-1064-A2-R4_MC05g06459	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10999	98.9996	0.0074	0.0001
MvSl-1064-A2-R4_MC03g04693	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01453	0.2888	0.0097	0.0337
MvSl-1064-A2-R4_MC11g10979	MvSdioicae-1303-FR02-T-N202-PbcR_C005g03928	98.9996	0.0076	0.0001
MvSl-1064-A2-R4_MC06-2g07528	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10301	1.8303	0.017	0.0093
MvSl-1064-A2-R4_A2g00501	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04638	98.9996	0.0166	0.0002
MvSl-1064-A2-R4_MC09g09467	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03479	0.144	0.0018	0.0127
MvSl-1064-A2-R4_MC02g04464	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11576	1.1467	0.0155	0.0135
MvSl-1064-A2-R4_A2g00042	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01379	0.1346	0.0173	0.1283
MvSl-1064-A2-R4_MC03g05100	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01888	0.001	0	0
MvSl-1064-A2-R4_MC02g04477	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11587	0.416	0	0
MvSl-1064-A2-R4_MC01g03394	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11166	0.0943	0	0
MvSl-1064-A2-R4_MC11g10515	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04395	1.7345	0.0147	0.0085
MvSl-1064-A2-R4_MC13g11874	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07924	0.5321	0.1064	0.2
MvSl-1064-A2-R4_MC07g08374	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10539	1.147	0.0261	0.0228
MvSl-1064-A2-R4_MC08-2g09088	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12263	1.2097	0.0123	0.0102
MvSl-1064-A2-R4_A2g00539	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04635	0.6618	0.0984	0.1487
MvSl-1064-A2-R4_MC01g02886	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00936	0.3731	0.0062	0.0167
MvSl-1064-A2-R4_MC15g12379	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07680	0.3662	0.0023	0.0062
MvSl-1064-A2-R4_MC11g10861	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04061	0.4463	0.0274	0.0614
MvSl-1064-A2-R4_MC11g10711	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04200	0.4215	0.007	0.0166
MvSl-1064-A2-R4_A2g01225	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08549	0.3332	0.04	0.1199
MvSl-1064-A2-R4_MC02g04387	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11500	0.1307	0.0041	0.0314
MvSl-1064-A2-R4_MC07g08018	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08895	0.4616	0.0092	0.0199
MvSl-1064-A2-R4_MC07g08110	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08993	98.9996	0.042	0.0004
MvSl-1064-A2-R4_MC05g06437	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02563	0.7638	0.034	0.0445
MvSl-1064-A2-R4_A2g00978	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09309	0.1876	0.0095	0.0506
MvSl-1064-A2-R4_MC05g06516	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10762	0.9591	0.0827	0.0862
MvSl-1064-A2-R4_MC06-2g07643	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10423	98.9996	0.017	0.0002
MvSl-1064-A2-R4_MC01g02485	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00550	0.3057	0.0023	0.0074
MvSl-1064-A2-R4_MC06-2g07801	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12026	0.332	0.0061	0.0185
MvSl-1064-A2-R4_MC09g09287	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03297	0.7431	0.0042	0.0057
MvSl-1064-A2-R4_MC14g12160	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07542	0.9735	0.0073	0.0075
MvSl-1064-A2-R4_MC01g02929	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00980	0.2637	0.0085	0.0321
MvSl-1064-A2-R4_MC10g10185	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09706	98.9996	0.0117	0.0001
MvSl-1064-A2-R4_MC01g02321	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00318	98.9996	0.0067	0.0001
MvSl-1064-A2-R4_MC04-1g06194	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10020	98.9996	0.0052	0.0001
MvSl-1064-A2-R4_MC10g10150	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09680	1.3904	0.0423	0.0304
MvSl-1064-A2-R4_MC12g11180	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05898	0.2616	0.0067	0.0255
MvSl-1064-A2-R4_MC09g09460	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03472	0.6046	0.0058	0.0095
MvSl-1064-A2-R4_MC07g08386	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10551	0.0791	0.0013	0.0164
MvSl-1064-A2-R4_MC10g10086	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09589	0.7844	0.0115	0.0146
MvSl-1064-A2-R4_MC03g05498	MvSdioicae-1303-FR02-T-N202-PbcR_C032g12595	0.2545	0.0043	0.017
MvSl-1064-A2-R4_MC11g10700	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04210	0.892	0.0172	0.0193
MvSl-1064-A2-R4_MC02g04493	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11601	1.1565	0.0104	0.009
MvSl-1064-A2-R4_MC13g11870	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07927	1.1829	0.0232	0.0196
MvSl-1064-A2-R4_MC11g10952	MvSdioicae-1303-FR02-T-N202-PbcR_C005g03953	0.5058	0.2406	0.4757
MvSl-1064-A2-R4_MC03g04808	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01581	0.329	0.0072	0.0218
MvSl-1064-A2-R4_MC14g12227	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04471	0.4671	0.0122	0.0262
MvSl-1064-A2-R4_MC14g12027	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07406	98.9996	0.0068	0.0001
MvSl-1064-A2-R4_MC18g12509	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09201	0.2436	0.0304	0.1249
MvSl-1064-A2-R4_MC02g03923	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02777	98.9996	0.001	0
MvSl-1064-A2-R4_MC11g10596	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04316	1.4096	0.0167	0.0118
MvSl-1064-A2-R4_MC13g11610	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08208	0.549	0.0188	0.0342
MvSl-1064-A2-R4_A2g01109	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04514	0.6472	0.0092	0.0142
MvSl-1064-A2-R4_MC08-2g09072	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12248	98.9996	0.0141	0.0001
MvSl-1064-A2-R4_MC04-2g06352	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10178	2.6474	0.0139	0.0052
MvSl-1064-A2-R4_A2g00638	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04777	1.5487	0.0225	0.0145
MvSl-1064-A2-R4_MC11g10436	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04478	98.9996	0.0094	0.0001
MvSl-1064-A2-R4_MC01g03142	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01242	0.9644	0.0134	0.0139
MvSl-1064-A2-R4_MC02g03528	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02369	2.559	0.0169	0.0066
MvSl-1064-A2-R4_MC03g05210	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02002	98.9996	0.0061	0.0001
MvSl-1064-A2-R4_MC07g08439	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10603	1.5075	0.0082	0.0055
MvSl-1064-A2-R4_MC04-1g05625	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06370	0.7411	0.0125	0.0168
MvSl-1064-A2-R4_MC02g04325	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03161	98.9996	0.0166	0.0002
MvSl-1064-A2-R4_MC11g10623	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04285	0.6311	0.004	0.0063
MvSl-1064-A2-R4_MC02g04212	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03048	98.9996	0.0049	0
MvSl-1064-A2-R4_MC07g08241	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11959	98.9996	0.0089	0.0001
MvSl-1064-A2-R4_A2g01804	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12495	1.0229	0.0097	0.0095
MvSl-1064-A2-R4_MC12g11332	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06049	0.8393	0.0047	0.0056
MvSl-1064-A2-R4_MC06-1g07180	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12389	0.4847	0	0
MvSl-1064-A2-R4_MC10g10364	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09885	1.3973	0.0238	0.017
MvSl-1064-A2-R4_MC09g09555	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03557	0.001	0	0
MvSl-1064-A2-R4_MC11g10771	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04140	0.2778	0.0031	0.0111
MvSl-1064-A2-R4_MC13g11609	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08209	0.4311	0	0
MvSl-1064-A2-R4_MC07g08410	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10589	0.3791	0	0
MvSl-1064-A2-R4_MC04-1g05744	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06476	0.5108	0.0058	0.0114
MvSl-1064-A2-R4_MC14g12167	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07551	98.9996	0.0109	0.0001
MvSl-1064-A2-R4_MC02g03836	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02687	0.464	0.007	0.0152
MvSl-1064-A2-R4_MC06-2g07313	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10833	98.9996	0.0092	0.0001
MvSl-1064-A2-R4_MC04-1g05996	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06739	98.9996	0.0615	0.0006
MvSl-1064-A2-R4_MC01g01981	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00002	0.001	0	0.0059
MvSl-1064-A2-R4_A2g01776	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12525	98.9996	0.0142	0.0001
MvSl-1064-A2-R4_MC08-1g08835	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01784	0.4133	0.0334	0.0808
MvSl-1064-A2-R4_MC12g11123	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05839	0.1985	0.0021	0.0105
MvSl-1064-A2-R4_MC11g10875	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04044	0.4857	0.0026	0.0054
MvSl-1064-A2-R4_MC05g07067	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05180	98.9996	0.01	0.0001
MvSl-1064-A2-R4_MC01g03366	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11191	98.9996	0.0054	0.0001
MvSl-1064-A2-R4_MC01g02868	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00922	0.001	0	0
MvSl-1064-A2-R4_MC01g02990	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01045	0.5077	0	0
MvSl-1064-A2-R4_MC09g09515	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03526	98.9996	0.0429	0.0004
MvSl-1064-A2-R4_MC04-1g05822	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06557	98.9996	0.0023	0
MvSl-1064-A2-R4_MC02g03820	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02518	98.9996	0.0077	0.0001
MvSl-1064-A2-R4_MC07g08090	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08972	98.9996	0.0079	0.0001
MvSl-1064-A2-R4_MC11g10796	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04117	0.3456	0	0
MvSl-1064-A2-R4_MC08-2g09134	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12298	0.4091	0.0032	0.0079
MvSl-1064-A2-R4_MC04-1g06254	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10079	2.909	0.0109	0.0038
MvSl-1064-A2-R4_MC01g02264	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00300	98.9996	0.0217	0.0002
MvSl-1064-A2-R4_MC11g10533	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04377	1.5758	0.0117	0.0074
MvSl-1064-A2-R4_A2g01586	MvSdioicae-1303-FR02-T-N202-PbcR_C006g05027	0.6829	0.0139	0.0204
MvSl-1064-A2-R4_MC01g02262	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10054	5.6027	0.0765	0.0137
MvSl-1064-A2-R4_MC10g09878	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09381	1.4196	0.0098	0.0069
MvSl-1064-A2-R4_MC03g04935	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01713	98.9996	0.0127	0.0001
MvSl-1064-A2-R4_A2g00121	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08589	0.001	0	0
MvSl-1064-A2-R4_MC01g02962	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01013	0.5313	0.0099	0.0186
MvSl-1064-A2-R4_MC01g02797	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00847	0.001	0	0.0163
MvSl-1064-A2-R4_MC06-2g07739	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12103	0.1258	0.0027	0.0217
MvSl-1064-A2-R4_MC03g05010	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01787	83.8821	0	0
MvSl-1064-A2-R4_MC13g11748	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08655	98.9996	0.0102	0.0001
MvSl-1064-A2-R4_MC01g03403	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11157	0.6817	0.0055	0.0081
MvSl-1064-A2-R4_MC05g06400	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10943	0.2032	0.2763	1.3598
MvSl-1064-A2-R4_MC16g12430	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00694	0.3328	0.0105	0.0317
MvSl-1064-A2-R4_MC13g11869	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07928	98.9996	0.0064	0.0001
MvSl-1064-A2-R4_MC10g09948	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09458	0.9862	0.0149	0.0151
MvSl-1064-A2-R4_MC07g07825	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08694	0.496	0	0
MvSl-1064-A2-R4_A2g01466	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08342	0.8137	0.0074	0.0091
MvSl-1064-A2-R4_MC09g09554	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03556	98.9996	0.0098	0.0001
MvSl-1064-A2-R4_A2g00008	MvSdioicae-1303-FR02-T-N202-PbcR_C024g11459	0.4125	0.0065	0.0158
MvSl-1064-A2-R4_MC06-1g07270	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10872	0.3868	0	0
MvSl-1064-A2-R4_MC01g01997	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00019	0.2572	0.0182	0.0707
MvSl-1064-A2-R4_MC04-2g06295	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10117	0.1185	0.0028	0.0238
MvSl-1064-A2-R4_MC06-2g07341	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06405	0.1618	0.1722	1.0642
MvSl-1064-A2-R4_MC03g05170	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01947	1.4572	0.0096	0.0066
MvSl-1064-A2-R4_A2g00405	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07553	0.6175	0.0165	0.0267
MvSl-1064-A2-R4_MC09g09374	MvSdioicae-1303-FR02-T-N202-PbcR_C014g09003	1.7149	0.0703	0.041
MvSl-1064-A2-R4_A2g00909	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08504	1.8711	0.0411	0.022
MvSl-1064-A2-R4_MC04-1g05795	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06534	98.9996	0.008	0.0001
MvSl-1064-A2-R4_MC03g05299	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05659	1.2941	0.0278	0.0215
MvSl-1064-A2-R4_MC07g08482	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10644	0.8349	0.0081	0.0098
MvSl-1064-A2-R4_MC02g03825	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02674	0.4931	0	0
MvSl-1064-A2-R4_MC06-2g07397	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10752	0.3533	0.002	0.0057
MvSl-1064-A2-R4_MC03g05113	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01876	98.9996	0.0072	0.0001
MvSl-1064-A2-R4_MC06-2g07512	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10285	0.5933	0.0065	0.011
MvSl-1064-A2-R4_MC06-2g07393	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10758	0.73	0.0374	0.0513
MvSl-1064-A2-R4_A2g01820	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12475	0.6967	0.0109	0.0157
MvSl-1064-A2-R4_MC04-2g06348	MvSdioicae-1303-FR02-T-N202-PbcR_C018g10172	0.5358	0.0063	0.0117
MvSl-1064-A2-R4_A2g00394	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04856	98.9996	0.0075	0.0001
MvSl-1064-A2-R4_MC05g06676	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05577	98.9996	0.01	0.0001
MvSl-1064-A2-R4_A2g00903	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05635	1.9357	0.0561	0.029
MvSl-1064-A2-R4_MC04-1g06034	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06774	0.2685	0.0095	0.0356
MvSl-1064-A2-R4_MC11g10945	MvSdioicae-1303-FR02-T-N202-PbcR_C005g03957	0.6093	0.0066	0.0109
MvSl-1064-A2-R4_MC01g03278	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01297	0.0598	0.0009	0.0145
MvSl-1064-A2-R4_MC08-1g08999	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07351	98.9996	0.0215	0.0002
MvSl-1064-A2-R4_MC02g04221	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03057	98.9996	0.0133	0.0001
MvSl-1064-A2-R4_MC03g05457	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02269	0.2627	0.0059	0.0226
MvSl-1064-A2-R4_MC15g12312	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07745	98.9996	0.0087	0.0001
MvSl-1064-A2-R4_MC05g06530	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10788	2.7985	0.0474	0.0169
MvSl-1064-A2-R4_MC03g05267	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02109	0.6119	0.0093	0.0152
MvSl-1064-A2-R4_MC08-1g08960	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07314	0.9573	0.0091	0.0095
MvSl-1064-A2-R4_MC03g04724	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10916	0.1795	0.0302	0.1684
MvSl-1064-A2-R4_MC01g03335	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11220	0.8969	0.0439	0.0489
MvSl-1064-A2-R4_MC01g03060	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01114	0.001	0	0.0095
MvSl-1064-A2-R4_MC12g11225	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05944	1.3777	0.0042	0.003
MvSl-1064-A2-R4_MC07g08371	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10536	0.3783	0.0122	0.0323
MvSl-1064-A2-R4_MC10g10097	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09606	0.5147	0.0315	0.0612
MvSl-1064-A2-R4_A2g00703	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04566	0.8201	0.0241	0.0294
MvSl-1064-A2-R4_MC04-1g05793	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06531	98.9996	0.0102	0.0001
MvSl-1064-A2-R4_MC09g09712	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03709	0.1689	0.0109	0.0646
MvSl-1064-A2-R4_MC09g09711	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03708	0.8665	0.006	0.007
MvSl-1064-A2-R4_MC02g04480	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11590	0.4622	0.0214	0.0463
MvSl-1064-A2-R4_MC01g02055	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00079	0.366	0.0051	0.0139
MvSl-1064-A2-R4_MC03g05452	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02264	98.9996	0.0132	0.0001
MvSl-1064-A2-R4_MC01g02585	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00643	98.9996	0.0094	0.0001
MvSl-1064-A2-R4_MC10g10295	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09809	0.4026	0	0
MvSl-1064-A2-R4_MC07g07935	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08811	0.6646	0.0072	0.0108
MvSl-1064-A2-R4_MC13g11775	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08017	98.9996	0.0163	0.0002
MvSl-1064-A2-R4_MC07g08040	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08917	0.6558	0.0053	0.0081
MvSl-1064-A2-R4_MC01g03294	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11259	0.5554	0.0056	0.0101
MvSl-1064-A2-R4_MC01g03032	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01085	0.9913	0.0074	0.0075
MvSl-1064-A2-R4_MC07g08285	MvSdioicae-1303-FR02-T-N202-PbcR_C027g12006	1.1167	0.015	0.0134
