gene	logFC	FDR
68	MvSl-1064-A1-R4_MC04-1g05373	0.623684676508805	0.0439488000010752
69	MvSl-1064-A1-R4_MC04-1g05411	3.87394131480699	2.01397918483055e-20
70	MvSl-1064-A1-R4_MC04-1g05441	0.664901010940451	0.0319172045191902
71	MvSl-1064-A1-R4_MC04-1g05502	3.2736429012965	3.39461159415738e-12
72	MvSl-1064-A1-R4_MC04-1g05729	0.804899346647012	0.00585467964531683
73	MvSl-1064-A1-R4_MC04-1g05865	0.797419697558942	0.00807782525599385
74	MvSl-1064-A1-R4_MC04-1g05911	1.89302608740147	0.0044179516677125
75	MvSl-1064-A1-R4_MC04-1g05945	0.84875161925792	0.0251884745846839
76	MvSl-1064-A1-R4_MC04-1g05987	1.29745721479352	0.001337598274574
77	MvSl-1064-A1-R4_MC05-1g06149	0.680708917123863	0.0299746967868194
78	MvSl-1064-A1-R4_MC05-1g06212	3.28578924595336	3.17653879344127e-28
79	MvSl-1064-A1-R4_MC05-2g06430	0.937505774280328	0.0136708839447537
80	MvSl-1064-A1-R4_MC05-2g06432	1.98532349812941	7.4034915614383e-13
81	MvSl-1064-A1-R4_MC05-3g06511	1.32277700633424	0.0022886668903157
82	MvSl-1064-A1-R4_MC05-3g06513	1.21636149270992	0.00537051972715664
83	MvSl-1064-A1-R4_MC05-3g06514	1.11981521224292	0.000377689557857039
84	MvSl-1064-A1-R4_MC05-3g06515	1.15710190864823	0.00680924577213753
85	MvSl-1064-A1-R4_MC05-3g06516	0.75447327280513	0.0417612174117047
86	MvSl-1064-A1-R4_MC05-3g06517	1.04132479426921	0.000234809084403764
87	MvSl-1064-A1-R4_MC05-3g06518	1.07563613576318	0.000130811233644838
88	MvSl-1064-A1-R4_MC05-3g06519	0.99468536781328	0.00555801880452172
89	MvSl-1064-A1-R4_MC05-3g06520	1.35437751654064	4.85519978973746e-06
90	MvSl-1064-A1-R4_MC05-3g06707	1.0365632191192	5.42755858865374e-06
91	MvSl-1064-A1-R4_MC06g06896	1.01442842786391	3.05424873655164e-05
92	MvSl-1064-A1-R4_MC06g06944	1.9828512257197	0.00020133450529582
93	MvSl-1064-A1-R4_MC06g06945	2.9508269319495	7.68440183694359e-13
94	MvSl-1064-A1-R4_MC06g06946	2.60955455156655	2.86172143940244e-34
95	MvSl-1064-A1-R4_MC06g06947	2.99214174530755	2.50454560635983e-38
96	MvSl-1064-A1-R4_MC06g07136	1.42766996902994	1.1355711888264e-10
97	MvSl-1064-A1-R4_MC06g07137	4.9614362376576	1.55283249975524e-45
98	MvSl-1064-A1-R4_MC06g07298	0.789319846822894	0.00120880603683284
99	MvSl-1064-A1-R4_MC06g07412	1.99533336646485	2.71242658493105e-05
100	MvSl-1064-A1-R4_MC06g07419	0.847864364958502	0.0417612174117047
101	MvSl-1064-A1-R4_MC07g07855	0.843074327829665	0.00326022501710856
102	MvSl-1064-A1-R4_MC07g07981	0.812984352373353	0.0302901892348919
103	MvSl-1064-A1-R4_MC07g08057	1.07689215512294	0.0031524067873455
104	MvSl-1064-A1-R4_MC07g08097	1.42269813421156	3.78481396390419e-05
105	MvSl-1064-A1-R4_MC07g08104	0.8189352710305	0.0196515503263323
106	MvSl-1064-A1-R4_MC07g08138	0.830411176071576	0.00732930594140694
107	MvSl-1064-A1-R4_MC07g08235	5.63747020586569	5.03755173418909e-57
108	MvSl-1064-A1-R4_MC08g08318	2.38626528606108	2.28029762609482e-07
109	MvSl-1064-A1-R4_MC08g08647	2.58167902792748	3.64957562784867e-24
110	MvSl-1064-A1-R4_MC08g08665	1.58105826808999	9.45957043800355e-11
111	MvSl-1064-A1-R4_MC09-2g08945	1.9807532888904	0.00015701665127764
112	MvSl-1064-A1-R4_MC09-2g09215	1.413346670887	5.76602742080493e-07
113	MvSl-1064-A1-R4_MC09-2g09232	1.69231699448802	1.12201776584788e-06
114	MvSl-1064-A1-R4_MC09-2g09340	0.703577393384905	0.0251317424424102
115	MvSl-1064-A1-R4_MC10-1g09620	1.10804641603316	0.0136708839447537
116	MvSl-1064-A1-R4_MC10-1g09718	0.784862468399961	0.021400501959658
117	MvSl-1064-A1-R4_MC10-1g09733	1.24401964833127	0.0168876101348601
118	MvSl-1064-A1-R4_MC10-1g09734	1.01224409985496	0.00273754002134132
119	MvSl-1064-A1-R4_MC10-1g09785	1.84110698592269	0.00066785742487994
120	MvSl-1064-A1-R4_MC10-1g09814	1.8843143193421	2.42501475669152e-07
121	MvSl-1064-A1-R4_MC10-2g09885	3.67682850675029	3.94239103199627e-22
