gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_A1g00533	Black	OldStrata	0.0717	0.0175	0.0568	0.0096	1.262321721	1297181	1298512	6.231421201	-0.341658708	0.515117534	6.008533487	6.091205401	6.406357296	6.376963337	NON
MvSl-1064-A1-R4_A1g00751	Black	OldStrata	0.0079	0.003	0.0065	0.0018	1.215365917	1010063	1012204	8.057724445	0.330966903	0.711517621	8.263210921	8.162558112	7.804069857	7.957650426	NON
MvSl-1064-A1-R4_A1g00516	Black	OldStrata	0.0227	0.0102	0.0187	0.005	1.213897252	2709667	2711246	8.593292133	0.99568324	0.003657769	8.809274001	9.180741825	8.081896732	7.937513814	Up
MvSl-1064-A1-R4_A1g00957	Black	OldStrata	0.029	0.0119	0.0245	0.0071	1.183668638	1966448	1967834	5.072472712	-0.33163296	0.746631461	4.856024484	4.937015804	5.349054934	5.095546884	NON
MvSl-1064-A1-R4_A1g00110	Green	ColorStrata	0.0013	0.0013	0.0011	0.0008	1.181710754	238849	239016	8.205076246	-0.239746005	0.930986844	8.169900143	7.984623856	8.253720942	8.383165395	NON
MvSl-1064-A1-R4_MC01-1g01710	Auto	Auto	0.1245	0.0314	0.1068	0.0157	1.165729246	31714	32073	3.841366884	-0.664354042	0.492865589	2.936674776	3.860067227	4.36998113	3.845825559	NON
MvSl-1064-A1-R4_A1g01160	Blue	OldStrata	0.0031	0.0032	0.0027	0.0016	1.148105626	1213232	1215281	7.209387906	-0.323265233	0.617718025	7.089816549	6.985757869	7.398185623	7.324414982	NON
MvSl-1064-A1-R4_A1g01136	Black	OldStrata	0.0503	0.0123	0.044	0.0079	1.14317922	1186986	1189109	3.692037933	3.950838855	1.82E-22	4.932940982	4.186162578	0.712061354	0.751636887	Up
MvSl-1064-A1-R4_A1g00921	Black	OldStrata	0.031	0.0088	0.0272	0.0048	1.139701692	3038018	3044084	7.412123988	-0.141320559	0.999948201	7.257697663	7.417309384	7.448475599	7.512761624	NON
MvSl-1064-A1-R4_A1g00648	Black	OldStrata	0.0206	0.0066	0.0181	0.0043	1.138115259	718774	719371	6.447948315	-0.643522375	0.016320514	6.116900629	6.063888966	6.716652105	6.750051977	Down
MvSl-1064-A1-R4_A1g00956	Black	OldStrata	0.0387	0.0075	0.0353	0.0048	1.096314175	1965456	1966246	5.990954214	-1.568597907	1.75E-11	4.813261568	5.172121486	6.591355061	6.548187485	Down
MvSl-1064-A1-R4_MC01-2g03154	Auto	Auto	0.0036	0.0036	0.0033	0.0023	1.090876034	3055044	3055331	7.806094048	0.301817117	0.755288848	7.810265251	8.075785528	7.648816137	7.646087039	NON
MvSl-1064-A1-R4_A1g00328	Black	OldStrata	0.2594	0.0465	0.2396	0.0299	1.082637278	3092860	3095963	3.347548101	-0.689988306	0.42866469	2.62673098	3.233589012	3.916629487	3.312551759	NON
MvSl-1064-A1-R4_A1g00372	Red	ColorStrata	0.0036	0.0026	0.0034	0.0013	1.058792388	330602	330868	7.415842495	-0.153104398	0.999948201	7.289733324	7.383237614	7.508250601	7.472080106	NON
MvSl-1064-A1-R4_A1g00514	Black	OldStrata	0.0212	0.0038	0.0206	0.0026	1.029121218	2055616	2057858	8.13522224	0.10972851	0.999948201	8.417723154	7.917230693	7.874039175	8.259061028	NON
MvSl-1064-A1-R4_A1g00327	Black	OldStrata	0.0284	0.0129	0.0278	0.0081	1.021579059	1174940	1175619	4.176388056	0.092837791	0.999948201	4.245600148	4.198272775	4.162866857	4.095808297	NON
MvSl-1064-A1-R4_A1g00400	Red	ColorStrata	0.013	0.0041	0.0128	0.0029	1.015617065	838903	841231	4.758451119	1.072053324	0.005827306	5.331763486	5.05047294	3.741898668	4.435123439	Up
MvSl-1064-A1-R4_A1g00350	Black	OldStrata	0.0239	0.0057	0.0239	0.0038	0.999995816	1578575	1582088	5.564054596	-0.874838285	0.010124776	4.974773109	5.143179539	6.202115432	5.605826551	Down
MvSl-1064-A1-R4_MC08g08685	Auto	Auto	0.0133	0.0059	0.0133	0.0035	0.999992481	1107715	1109042	6.591540076	-0.008633969	0.999948201	6.430710756	6.728289729	6.674377146	6.512810569	NON
MvSl-1064-A1-R4_MC11g10716	Auto	Auto	0.0195	0.0068	0.0196	0.0041	0.994892883	1391247	1391876	7.623482985	0.610929227	0.079423859	7.74101093	8.037539729	7.330723135	7.240394873	NON
MvSl-1064-A1-R4_A1g00513	Black	OldStrata	0.0215	0.0073	0.0217	0.0042	0.990778844	2141875	2142896	5.720528632	0.052234424	0.999948201	5.716743304	5.775459008	5.730351941	5.657279719	NON
MvSl-1064-A1-R4_MC09-2g09152	Auto	Auto	0.0028	0.002	0.003	0.0013	0.933302223	588950	590680	3.874275463	-0.014992536	0.999948201	3.942478052	3.787107748	3.90794211	3.854895245	NON
MvSl-1064-A1-R4_A1g00644	Black	OldStrata	0.0291	0.0062	0.0318	0.0046	0.915091462	1645733	1648754	5.037481822	1.320735911	5.56E-06	5.427021549	5.667807212	4.08021933	4.376498913	Up
MvSl-1064-A1-R4_A1g01367	Black	OldStrata	0.0117	0.0048	0.0128	0.0034	0.914055359	1162650	1164414	4.605667595	-0.360029173	0.74869408	4.584449538	4.222192406	4.79907448	4.746651076	NON
MvSl-1064-A1-R4_MC03g04691	Auto	Auto	0.0007	0.001	0.0008	0.0007	0.874890639	1075227	1078903	6.835161542	-0.243976646	0.805460938	6.727699489	6.688063164	6.86147799	7.036778675	NON
MvSl-1064-A1-R4_MC01-1g02246	Auto	Auto	0.0118	0.0043	0.0143	0.0029	0.825169055	841237	842927	9.183933752	0.384925877	0.804346172	9.105616431	9.582369217	9.120109346	8.82199765	NON
MvSl-1064-A1-R4_A1g00749	Black	OldStrata	0.0228	0.0047	0.03	0.0037	0.759997467	1060653	1061300	7.474840656	0.496734443	0.614078747	7.990204449	7.341533058	6.687761277	7.585738655	NON
MvSl-1064-A1-R4_A1g00312	Black	OldStrata	0.0263	0.0142	0.0377	0.0108	0.697610882	1400757	1402594	8.453179912	3.506286363	7.14E-32	9.049148263	9.567857876	5.724179377	5.923952191	Up
MvSl-1064-A1-R4_A1g00433	Black	OldStrata	0.0201	0.0066	0.029	0.005	0.693101058	1608112	1609203	5.31692763	0.348280484	0.690807504	5.581533962	5.372448284	5.018733615	5.239274062	NON
MvSl-1064-A1-R4_A1g00997	Blue	OldStrata	0.0258	0.0065	0.0395	0.0058	0.653162903	1907815	1909744	6.057230097	2.954530902	1.10E-39	6.822389706	6.941416402	3.808760217	4.053103134	Up
MvSl-1064-A1-R4_A1g01154	Blue	OldStrata	0.0087	0.0087	0.0139	0.0057	0.625894778	1207176	1208666	7.289520032	0.072258302	0.999948201	7.266145157	7.381910954	7.361273354	7.135911238	NON
MvSl-1064-A1-R4_A1g00521	Black	OldStrata	0.0026	0.0019	0.0042	0.0015	0.61903288	2791731	2799682	6.01011678	0.2941832	0.885854954	5.755376488	6.458963023	6.071093965	5.603137806	NON
MvSl-1064-A1-R4_A1g00389	Red	ColorStrata	0.0033	0.0036	0.0065	0.0032	0.507684497	882195	884498	6.090866374	2.253521235	3.27E-26	6.864886843	6.767425019	4.514329781	4.619377468	Up
MvSl-1064-A1-R4_MC05-3g06663	Auto	Auto	0.003	0.003	0.0062	0.0028	0.483863163	479078	481981	2.735361876	0.085876259	0.999948201	2.800995445	2.754093242	2.54941608	2.823530217	NON
MvSl-1064-A1-R4_A1g01502	bPAR	bPAR	0.0011	0.0009	0.0023	0.0008	0.478240077	3368989	3374123	7.062740324	0.116440146	0.999948201	7.282403366	6.936605196	6.853582486	7.139163026	NON
MvSl-1064-A1-R4_A1g00080	bPAR	bPAR	0	0	0.0061	0.0043	0	180716	185718	5.503702337	1.361796099	7.36E-08	6.175054229	5.869334935	4.696874597	4.645746295	Up
MvSl-1064-A1-R4_A1g00912	Black	OldStrata	0	0	0.004	0.0023	0	3070504	3073816	5.44448269	0.202259272	0.980272337	5.361749168	5.702230647	5.502639717	5.157335034	NON
MvSl-1064-A1-R4_MC07g07862	Auto	Auto	0	0	0.0036	0.0026	0	790980	792921	1.823737482	-0.513885512	0.82524907	1.110078419	1.878656708	2.168009057	1.9142776	NON
MvSl-1064-A1-R4_A1g00404	Red	ColorStrata	0	0	0.0033	0.0024	0	795631	796542	3.406344803	-0.312515819	0.930520733	3.280681311	3.201861655	3.603484165	3.497658229	NON
MvSl-1064-A1-R4_A1g00401	Red	ColorStrata	0	0	0.0028	0.002	0	837338	838797	7.346636645	0.35839478	0.870851016	7.029798771	7.876988946	7.503212671	6.699342057	NON
MvSl-1064-A1-R4_A1g00801	Blue	OldStrata	0	0	0.0025	0.0018	0	486140	486307	3.659050388	0.031454399	0.999948201	3.342136637	3.943970235	3.86370278	3.38321172	NON
MvSl-1064-A1-R4_A1g00534	Black	OldStrata	0	0	0.0023	0.0017	0	1300472	1304579	7.580985405	0.347963911	0.585391684	7.741367386	7.747683187	7.468923159	7.320737384	NON
MvSl-1064-A1-R4_A1g00512	Black	OldStrata	0	0	0.0022	0.0022	0	2138970	2141225	5.067452162	-0.035284607	0.999948201	5.07546725	5.023501435	5.127501164	5.040961992	NON
MvSl-1064-A1-R4_A1g00543	Black	OldStrata	0	0	0.0018	0.001	0	1356910	1358431	7.058467089	-0.052546784	0.999948201	7.234588588	6.796261185	6.986908712	7.175814916	NON
MvSl-1064-A1-R4_MC08g08560	Auto	Auto	0	0	0.0016	0.0016	0	795849	796265	4.012897772	0.466096165	0.844898615	3.551760254	4.684969422	4.052897476	3.401896783	NON
MvSl-1064-A1-R4_A1g00396	Red	ColorStrata	0	0	0.0015	0.0015	0	852461	853825	7.554243442	0.170068652	0.999948201	7.504457539	7.75794691	7.577336947	7.34708955	NON
MvSl-1064-A1-R4_A1g00505	Black	OldStrata	0	0	0.0015	0.0009	0	2082268	2082504	6.286689841	0.17225033	0.999948201	6.70667843	5.931109187	5.822218389	6.496241238	NON
MvSl-1064-A1-R4_A1g00519	Black	OldStrata	0	0	0.0014	0.001	0	2775123	2776609	7.151570415	0.329451813	0.593691355	7.312942018	7.300928692	6.904147386	7.047696443	NON
MvSl-1064-A1-R4_MC06g07042	Auto	Auto	0	0	0.0009	0.0009	0	503978	504250	4.286575471	0.373052747	0.797460285	4.300817215	4.605355331	3.894812166	4.261844585	NON
MvSl-1064-A1-R4_MC12g11009	Auto	Auto	0	0	0.0008	0.0008	0	685981	687466	6.550676997	0.099635166	0.999948201	6.547830607	6.649625648	6.552168353	6.446110281	NON
MvSl-1064-A1-R4_A1g00520	Black	OldStrata	0	0	0.0007	0.0007	0	2776699	2777667	5.552318964	0.210227654	0.942355402	5.542794307	5.756474011	5.525537008	5.357261752	NON
MvSl-1064-A1-R4_MC01-1g02165	Auto	Auto	0	0	0.0007	0.0007	0	645837	649926	6.34830445	0.069323933	0.999948201	6.456992754	6.304151216	6.373605238	6.250368647	NON
MvSl-1064-A1-R4_MC09-2g09397	Auto	Auto	0	0	0.0006	0.0006	0	1216138	1217981	7.367885414	0.168611052	0.99004422	7.411651425	7.486837236	7.373551222	7.182584676	NON
MvSl-1064-A1-R4_MC13g11439	Auto	Auto	0	0	0.0006	0.0006	0	372926	376584	5.870790107	0.069837976	0.999948201	6.009717643	5.792866998	5.794207117	5.875753331	NON
MvSl-1064-A1-R4_MC16g12173	Auto	Auto	0	0	0.0005	0.0005	0	3693	5975	4.850554482	0.347350377	0.824539881	4.697520397	5.272899111	4.822376697	4.494363396	NON
MvSl-1064-A1-R4_MC08g08299	Auto	Auto	0	0	0.0005	0.0005	0	147431	148150	7.803534823	0.156237866	0.999948201	7.77900811	7.97351016	7.803777199	7.638228734	NON
MvSl-1064-A1-R4_MC08g08848	Auto	Auto	0	0	0.0002	0.0002	0	1513042	1515722	8.33629957	-0.258646001	0.942070681	8.406753454	7.961422263	8.259281178	8.635741736	NON
MvSl-1064-A1-R4_MC09-2g09067	Auto	Auto	0	0	0	0	0	368632	371293	4.350185885	-5.754175354	5.30E-38	-0.006416232	-0.600523601	4.824686351	5.677869102	Down
MvSl-1064-A1-R4_MC06g07138	Auto	Auto	0	0	0	0	0	775632	778789	10.1367686	-4.461926371	9.79E-33	6.6749344	6.546036304	11.03980458	11.10458723	Down
MvSl-1064-A1-R4_MC12g11112	Auto	Auto	0	0	0	0	0	949644	950592	10.10216769	-1.576794961	0.007861758	8.528236756	9.520918006	11.10342951	10.09313944	Down
MvSl-1064-A1-R4_MC11g10255	Auto	Auto	0	0	0	0	0	234233	235729	6.29295361	-1.515548438	1.00E-07	5.227734399	5.453831945	7.183728097	6.438588928	Down
MvSl-1064-A1-R4_MC11g10508	Auto	Auto	0	0	0	0	0	873279	874178	2.178403896	-1.472130395	0.038654455	1.708726229	0.660109451	2.15338262	3.115325416	Down
MvSl-1064-A1-R4_MC13g11418	Auto	Auto	0	0	0	0	0	316706	317374	3.191371948	-1.329350229	0.001193308	2.355852495	2.409826362	3.565320735	3.818269293	Down
MvSl-1064-A1-R4_MC02g04206	Auto	Auto	0	0	0	0	0	2492649	2493498	1.382745705	-1.302755265	0.037085981	0.608055998	0.612638576	1.768108815	1.948573304	Down
MvSl-1064-A1-R4_MC04-1g05801	Auto	Auto	0	0	0	0	0	1257323	1259951	4.020663964	-1.295909989	0.006011067	2.639026841	3.652751326	4.597723768	4.441158103	Down
MvSl-1064-A1-R4_MC09-2g09380	Auto	Auto	0	0	0	0	0	1174572	1177521	4.935196752	-1.271405934	0.001142797	4.316212987	3.995770712	4.956906462	5.78850885	Down
MvSl-1064-A1-R4_MC02g03922	Auto	Auto	0	0	0	0	0	1791625	1791813	4.347987051	-1.256186019	0.003966975	3.967070113	3.07625342	4.68421123	4.978017532	Down
MvSl-1064-A1-R4_MC06g07191	Auto	Auto	0	0	0	0	0	918292	919338	5.231293964	-1.25491873	0.001823967	4.584449538	4.350720432	5.153458388	6.131316837	Down
MvSl-1064-A1-R4_MC01-2g03005	Auto	Auto	0	0	0	0	0	2655535	2656816	7.545723256	-1.193110621	4.25E-05	7.01277273	6.619172148	7.746457515	8.252856004	Down
MvSl-1064-A1-R4_MC02g04224	Auto	Auto	0	0	0	0	0	2555603	2555884	5.302031428	-1.164988822	0.012519963	5.008335009	4.045775561	5.357055376	6.086780899	Down
MvSl-1064-A1-R4_MC10-1g09732	Auto	Auto	0	0	0	0	0	203892	205308	4.661446028	-1.14378495	0.001286153	3.85558323	4.09410511	4.82006334	5.366804087	Down
MvSl-1064-A1-R4_MC08g08498	Auto	Auto	0	0	0	0	0	658631	661719	8.924701454	-1.020544368	0.016474748	8.076646536	8.538577761	9.584645425	9.060810892	Down
MvSl-1064-A1-R4_MC04-1g05592	Auto	Auto	0	0	0	0	0	708158	709958	4.734569754	-0.996288457	0.002372098	4.070556224	4.230078291	5.268209329	5.010847731	Down
MvSl-1064-A1-R4_MC11g10369	Auto	Auto	0	0	0	0	0	517406	518087	5.199562052	-0.994428537	0.005425644	4.912827538	4.249606456	5.515564129	5.69942807	Down
MvSl-1064-A1-R4_MC04-1g05308	Auto	Auto	0	0	0	0	0	56761	58056	4.296351659	-0.991829959	0.007861758	3.583916873	3.839595422	4.775389701	4.629982903	Down
MvSl-1064-A1-R4_MC02g03205	Auto	Auto	0	0	0	0	0	113598	114750	6.172057437	-0.991142723	0.000255473	5.502985633	5.677932506	6.335240591	6.794333089	Down
MvSl-1064-A1-R4_MC12g10792	Auto	Auto	0	0	0	0	0	144581	145511	8.771770549	-0.968541633	0.00655201	8.077493796	8.327153887	9.271276126	9.074099695	Down
MvSl-1064-A1-R4_MC01-1g02764	Auto	Auto	0	0	0	0	0	2075547	2076338	8.107144815	-0.967973199	0.001218546	7.634886184	7.44594715	8.373327006	8.63689239	Down
MvSl-1064-A1-R4_MC14g11916	Auto	Auto	0	0	0	0	0	442312	443079	4.890482236	-0.960087485	0.00472136	4.361438404	4.30291961	5.461673627	5.093632573	Down
MvSl-1064-A1-R4_MC10-2g10108	Auto	Auto	0	0	0	0	0	695051	697492	5.035643428	-0.909003792	0.014105852	4.549050716	4.472057674	5.116232061	5.666323751	Down
MvSl-1064-A1-R4_MC13g11584	Auto	Auto	0	0	0	0	0	719964	721644	4.459554923	-0.897729294	0.022211519	3.711654919	4.140867986	4.836179482	4.836385646	Down
MvSl-1064-A1-R4_MC10-2g10116	Auto	Auto	0	0	0	0	0	714201	715295	5.721807124	-0.891041261	0.008038596	4.912827538	5.453831945	6.246721191	5.932545207	Down
MvSl-1064-A1-R4_MC14g11775	Auto	Auto	0	0	0	0	0	120826	121056	4.68631852	-0.872575741	0.02228478	4.335229496	4.018715264	4.858894658	5.227101353	Down
MvSl-1064-A1-R4_MC10-2g10050	Auto	Auto	0	0	0	0	0	589803	593363	7.271533947	-0.855598663	0.002602839	6.965955787	6.569534839	7.699092279	7.570678845	Down
MvSl-1064-A1-R4_MC02g03617	Auto	Auto	0	0	0	0	0	1116373	1120136	5.243202499	-0.849511588	0.01024823	4.794146685	4.718990546	5.772835875	5.413591385	Down
MvSl-1064-A1-R4_MC07g07613	Auto	Auto	0	0	0	0	0	212439	213558	4.412739123	-0.837852706	0.045793166	4.13708589	3.698941113	4.770605725	4.766011962	Down
MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	0	0	0	0	0	160618	163050	5.047452751	-0.809938536	0.045793166	4.821376762	4.306653354	5.538258808	5.234069758	Down
MvSl-1064-A1-R4_MC02g03229	Auto	Auto	0	0	0	0	0	180261	181082	4.694794209	-0.801395888	0.031687434	4.221273039	4.257344306	4.8878996	5.173736997	Down
MvSl-1064-A1-R4_MC06g06943	Auto	Auto	0	0	0	0	0	254802	255403	5.934766589	-0.800805451	0.014438235	5.289488327	5.64734091	6.471186853	6.057617598	Down
MvSl-1064-A1-R4_MC08g08472	Auto	Auto	0	0	0	0	0	594809	596582	5.879844303	-0.799889993	0.009592838	5.592639818	5.236172276	6.081754534	6.353157738	Down
MvSl-1064-A1-R4_MC01-1g02763	Auto	Auto	0	0	0	0	0	2070788	2075231	8.73935376	-0.786351088	0.044114733	8.304564111	8.28187556	9.187051848	8.963147375	Down
MvSl-1064-A1-R4_MC07g07612	Auto	Auto	0	0	0	0	0	211262	212074	6.999632385	-0.779653409	0.033909441	6.295489262	6.779566184	7.60783089	7.003010862	Down
MvSl-1064-A1-R4_MC03g05112	Auto	Auto	0	0	0	0	0	2115480	2116104	5.642827298	-0.765757523	0.007861758	5.205170435	5.214474057	6.001343433	5.946400609	Down
MvSl-1064-A1-R4_MC13g11692	Auto	Auto	0	0	0	0	0	961955	965850	5.25789324	-0.758476305	0.026232711	4.74379866	4.910271175	5.460188818	5.701943368	Down
MvSl-1064-A1-R4_MC04-1g05942	Auto	Auto	0	0	0	0	0	1572799	1575269	6.03277707	-0.753489619	0.007040137	5.734041452	5.468905622	6.42550531	6.291031236	Down
MvSl-1064-A1-R4_MC12g11020	Auto	Auto	0	0	0	0	0	717932	718708	6.61828294	-0.752000608	0.005141115	6.033198905	6.338296295	6.910141285	6.979360746	Down
MvSl-1064-A1-R4_MC01-1g01957	Auto	Auto	0	0	0	0	0	332185	334318	6.919484384	-0.738962711	0.012519963	6.619390476	6.376988973	7.011447221	7.440044864	Down
MvSl-1064-A1-R4_MC03g05077	Auto	Auto	0	0	0	0	0	2027563	2027868	6.589125611	-0.717857862	0.044114733	6.366533499	5.979861802	6.612896894	7.144720522	Down
MvSl-1064-A1-R4_MC01-1g02545	Auto	Auto	0	0	0	0	0	1547798	1548623	5.311169243	-0.712920115	0.042653752	5.045759134	4.763138932	5.556438928	5.68551499	Down
MvSl-1064-A1-R4_MC11g10517	Auto	Auto	0	0	0	0	0	890477	894164	6.781689232	-0.691712906	0.014754159	6.578478794	6.184457273	7.053902513	7.117187665	Down
MvSl-1064-A1-R4_MC13g11443	Auto	Auto	0	0	0	0	0	387078	389384	7.127825263	-0.684908901	0.035798841	6.862922507	6.616918399	7.207374706	7.622050547	Down
MvSl-1064-A1-R4_MC09-2g09527	Auto	Auto	0	0	0	0	0	1534392	1536782	6.428123968	-0.658861822	0.026779358	6.138713256	5.979861802	6.546582289	6.874005258	Down
MvSl-1064-A1-R4_MC13g11616	Auto	Auto	0	0	0	0	0	792377	793924	6.794958433	-0.579927098	0.044114733	6.542931343	6.405995137	6.96822699	7.1377703	Down
MvSl-1064-A1-R4_MC09-2g09201	Auto	Auto	0	0	0	0	0	721882	722714	6.888368242	0.586967821	0.04722419	7.019842375	7.273527993	6.633463225	6.494791392	Up
MvSl-1064-A1-R4_MC10-2g10026	Auto	Auto	0	0	0	0	0	563596	565280	6.871315485	0.61025767	0.026175741	7.056400097	7.227491875	6.541676676	6.52777467	Up
MvSl-1064-A1-R4_MC01-1g01952	Auto	Auto	0	0	0	0	0	325456	328312	7.137655027	0.612679465	0.038761675	7.378118179	7.444676946	6.874913416	6.719964508	Up
MvSl-1064-A1-R4_MC04-1g05373	Auto	Auto	0	0	0	0	0	180471	182859	6.228871728	0.623664984	0.039897594	6.339476328	6.657687899	5.919429879	5.848768138	Up
MvSl-1064-A1-R4_MC09-2g09142	Auto	Auto	0	0	0	0	0	565695	567404	7.775778379	0.657462387	0.046927622	8.126348505	8.006023668	7.508609781	7.304691899	Up
MvSl-1064-A1-R4_MC04-1g05441	Auto	Auto	0	0	0	0	0	378277	380382	7.406417562	0.664904849	0.028695521	7.704913087	7.697019025	6.915568758	7.147952536	Up
