gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A2-R4_A2g01563	Black	OldStrata	0	0	0.00001	0	0	2998043	3000087	1.281875445	-0.896363198	0.42548299	1.110078419	0.348579756	1.321605842	1.896819094	NON	A2
MvSl-1064-A2-R4_MC09g09430	Auto	Auto	0	0.00199	0.00001	0.00433	0	597216	601264	7.410826956	0.401964885	0.425991996	7.492225276	7.696307619	7.220589773	7.171284029	NON	A2
MvSl-1064-A2-R4_MC08-1g08875	Auto	Auto	0	0	0.00001	0.00466	0	925795	930398	3.652824663	-0.575283823	0.42866469	3.334596367	3.339442528	3.976019041	3.836698495	NON	A2
MvSl-1064-A2-R4_MC08-1g08872	Auto	Auto	0	0	0.00241	0	0	917157	918174	6.696444845	0.362072103	0.432025051	6.923863435	6.806186232	6.514751178	6.494065923	NON	A2
MvSl-1064-A2-R4_MC02g03988	Auto	Auto	0	0.00002	0.00001	0	0	1328678	1330142	4.532166876	-0.523648741	0.432527161	4.437323996	4.027791876	4.668866992	4.861352805	NON	A2
MvSl-1064-A2-R4_MC02g04500	Auto	Auto	0	0	0.00001	0	0	2552007	2553042	5.809829325	0.524406541	0.438151084	5.609920961	6.384074508	5.692914093	5.334747746	NON	A2
MvSl-1064-A2-R4_MC05g07048	Auto	Auto	0	0	0.00003	0.02387	0	776854	777319	15.37794813	-1.096648928	0.438176828	14.66130271	14.79144224	15.68235388	15.95386231	NON	A2
MvSl-1064-A2-R4_MC03g04649	Auto	Auto	0	0	0.00001	0	0	311507	314627	3.987950844	-0.568245972	0.441901026	3.866082	3.458339914	4.177397937	4.302189469	NON	A2
MvSl-1064-A2-R4_MC12g11446	Auto	Auto	0	0	0.00001	0	0	1101975	1102415	4.403535092	-0.554991548	0.458174112	4.331446195	3.824048649	4.431890677	4.843237834	NON	A2
MvSl-1064-A2-R4_MC08-1g08617	Auto	Auto	0	0	0	0	0	300099	301533	7.375817177	0.442216221	0.458764332	7.317730523	7.801928843	7.283649472	6.976247167	NON	A2
MvSl-1064-A2-R4_MC01g02553	Auto	Auto	0	0	0.00001	0	0	889115	890823	6.907422106	0.404067892	0.459351385	6.850419213	7.304667586	6.812861925	6.559327308	NON	A2
MvSl-1064-A2-R4_MC03g04981	Auto	Auto	0	0	0.00001	0	0	1101371	1102954	2.988652441	-0.654470156	0.462813281	2.896269696	2.294226366	3.115120863	3.414220388	NON	A2
MvSl-1064-A2-R4_MC07g07863	Auto	Auto	0	0	0.00001	0	0	177635	179353	1.960473167	-0.712645653	0.463753021	1.61224131	1.515478206	2.093347307	2.408913568	NON	A2
MvSl-1064-A2-R4_MC09g09225	Auto	Auto	0	0	0.00379	0.0038	0	108047	108575	7.733561012	0.459700834	0.470850276	7.701253125	8.153775173	7.678808618	7.262715191	NON	A2
MvSl-1064-A2-R4_MC01g02839	Auto	Auto	0	0.04743	0.00001	0.10561	0	1583546	1584291	6.28070196	0.360780233	0.475729305	6.370226015	6.525356642	6.0386313	6.138762365	NON	A2
MvSl-1064-A2-R4_MC03g05106	Auto	Auto	0	0	0.00468	0	0	1410723	1412794	2.21204807	-0.672447093	0.475729305	1.79916092	1.878656708	2.383865145	2.604424488	NON	A2
MvSl-1064-A2-R4_MC08-1g08734	Auto	Auto	0	0.00599	0.00001	0.01588	0	588768	589779	3.506284803	-0.618865136	0.477454579	3.464635747	2.786540509	3.761320241	3.79489672	NON	A2
MvSl-1064-A2-R4_MC09g09488	Auto	Auto	0	0	0.00321	0	0	747199	750516	6.24741371	0.362106602	0.478836514	6.353534757	6.478128202	6.14411482	5.961174485	NON	A2
MvSl-1064-A2-R4_A2g00071	PAR	PAR	0	0	0.00346	0	0	154349	157189	3.987723984	0.52081132	0.486394428	4.183995498	4.265040875	3.727158961	3.687305885	NON	A2
MvSl-1064-A2-R4_MC09g09439	Auto	Auto	0	0	0.00001	0	0	624646	627139	6.276691487	0.370819721	0.487286577	6.279869531	6.602562308	6.099984713	6.059580266	NON	A2
MvSl-1064-A2-R4_MC01g02315	Auto	Auto	0	0	0	0	0	426020	427035	8.478708198	0.543166945	0.490318715	8.317292445	9.04232114	8.36521822	7.971789124	NON	A2
MvSl-1064-A2-R4_MC02g03507	Auto	Auto	0	0	0.00001	0	0	174492	176206	5.979783887	-0.407404073	0.490318715	5.940619858	5.55775031	6.03664019	6.289359647	NON	A2
MvSl-1064-A2-R4_MC02g04285	Auto	Auto	0	0.00749	0.00001	0.01457	0	1991600	1992119	5.202683332	0.415859068	0.49310902	5.327971072	5.460550808	5.026780607	4.933761983	NON	A2
MvSl-1064-A2-R4_MC01g02705	Auto	Auto	0	0	0.00471	0.00067	0	1242200	1245678	6.04059584	-0.406715436	0.493349128	6.047106379	5.55775031	6.181538855	6.275072398	NON	A2
MvSl-1064-A2-R4_MC02g03978	Auto	Auto	0	0	0.00001	0	0	1300851	1302027	6.195031827	0.392524827	0.494371366	6.158066566	6.56875769	6.08078864	5.884637382	NON	A2
MvSl-1064-A2-R4_MC08-1g08716	Auto	Auto	0	0	0.00001	0	0	536201	536484	2.956945913	-0.602897633	0.494371366	2.428487343	2.797196096	3.251844014	3.188896959	NON	A2
MvSl-1064-A2-R4_MC01g02108	Auto	Auto	0	0	0.00001	0	0	163110	164564	3.959954585	-0.639781931	0.50051712	3.866082	3.287486389	3.785235216	4.58708521	NON	A2
MvSl-1064-A2-R4_MC06-2g07662	Auto	Auto	0	0.00004	0.00001	0	0	1419421	1425342	1.681014344	-0.987099871	0.50051712	0.271448488	1.639085069	2.54941608	1.347736043	NON	A2
MvSl-1064-A2-R4_MC05g06895	Auto	Auto	0	0	0.00437	0	0	437399	437725	6.889700235	-0.470024825	0.502804261	6.911879447	6.29384215	6.763152506	7.381624078	NON	A2
MvSl-1064-A2-R4_MC09g09542	Auto	Auto	0	0	0.00258	0	0	883283	883548	6.176243653	-0.42767338	0.502804261	6.213588581	5.619092503	6.247582174	6.489705429	NON	A2
MvSl-1064-A2-R4_MC09g09667	Auto	Auto	0	0	0.00001	0	0	1204953	1207375	10.64312715	-0.709185413	0.502804261	9.836069789	10.56387108	11.19601654	10.66434068	NON	A2
MvSl-1064-A2-R4_MC14g12032	Auto	Auto	0	0.0545	0.00001	0.11237	0	117033	117197	4.251946383	0.649268859	0.502804261	4.882121619	4.09410511	3.438351199	4.24124101	NON	A2
MvSl-1064-A2-R4_MC03g05412	Auto	Auto	0	0.00451	0.00001	0.01186	0	2161144	2162864	3.255049217	-0.567913402	0.511375656	3.032997752	2.849324548	3.383006776	3.619741093	NON	A2
MvSl-1064-A2-R4_MC06-2g07722	Auto	Auto	0	0.00023	0.00002	0.01256	0	1558839	1559410	4.808160096	0.536395616	0.513927025	5.389305756	4.611405721	4.363641511	4.656160342	NON	A2
MvSl-1064-A2-R4_MC01g02248	Auto	Auto	0	0	0.00001	0	0	344361	347003	5.187258596	0.408850069	0.515109931	5.392940517	5.361720467	5.044723889	4.890312971	NON	A2
MvSl-1064-A2-R4_A2g01066	Red	ColorStrata	0	0	0.00001	0	0	1751427	1752854	6.356178888	0.419646144	0.515665476	6.444787379	6.649625648	5.78237331	6.412718985	NON	A2
MvSl-1064-A2-R4_MC04-1g06203	Auto	Auto	0	0	0.00001	0	0	1544378	1544772	4.145867531	-0.49582839	0.515665476	3.942478052	3.808332513	4.338000728	4.401473881	NON	A2
MvSl-1064-A2-R4_MC01g03092	Auto	Auto	0	0	0.00001	0	0	2200042	2200389	7.457458095	-0.372581049	0.517185129	7.346601171	7.166131876	7.576309298	7.684749049	NON	A2
MvSl-1064-A2-R4_MC07g08171	Auto	Auto	0	0.00683	0.00001	0.01398	0	910088	911926	10.83214125	-0.63198813	0.521743421	10.46529818	10.49814418	11.25396308	10.95847385	NON	A2
MvSl-1064-A2-R4_MC08-1g08596	Auto	Auto	0	0.00534	0.00001	0.01125	0	234843	235064	1.902961102	-0.679623069	0.522058862	1.685203174	1.351650818	2.168009057	2.211221692	NON	A2
MvSl-1064-A2-R4_MC07g08158	Auto	Auto	0	0	0.00001	0	0	871022	872340	6.730681543	0.52897827	0.526595959	6.45872798	7.348341675	6.754698496	6.043803646	NON	A2
MvSl-1064-A2-R4_MC02g03784	Auto	Auto	0	0.00242	0.00001	0.00553	0	826826	827941	0.848111283	-0.856230493	0.527906608	0.704812036	-0.049291912	1.373010389	0.967707292	NON	A2
MvSl-1064-A2-R4_MC03g05019	Auto	Auto	0	0	0.00001	0	0	1199466	1199651	5.461248201	-0.427918964	0.527906608	5.320356205	5.136901427	5.388620724	5.885744052	NON	A2
MvSl-1064-A2-R4_MC05g06712	Auto	Auto	0	0	0.00387	0.00043	0	282148	284535	4.872093095	-0.426739824	0.527906608	4.581267115	4.702080266	5.042741176	5.093632573	NON	A2
MvSl-1064-A2-R4_A2g00417	Black	OldStrata	0	0.00005	0.00002	0	0	896092	900842	5.504293788	-0.39155762	0.533007029	5.152537037	5.424922454	5.746278093	5.623182303	NON	A2
MvSl-1064-A2-R4_MC01g03034	Auto	Auto	0	0	0.00002	0	0	2034771	2038914	6.398096164	-0.371907361	0.534973885	6.339476328	6.046131046	6.387732976	6.734779639	NON	A2
MvSl-1064-A2-R4_MC03g05305	Auto	Auto	0	0	0.00001	0	0	1877673	1878449	2.696161655	-0.584106451	0.538496451	2.340876153	2.409826362	2.895414232	3.005583724	NON	A2
MvSl-1064-A2-R4_MC03g05353	Auto	Auto	0	0	0.00001	0	0	2026313	2027205	3.25206032	-0.590216334	0.548090701	2.906477549	2.948249879	3.152375506	3.799601625	NON	A2
MvSl-1064-A2-R4_MC08-1g09001	Auto	Auto	0	0	0	0	0	1250863	1251273	6.553109921	0.330431589	0.551180692	6.697154846	6.720613552	6.346536053	6.410413914	NON	A2
MvSl-1064-A2-R4_A2g00833	Blue	OldStrata	0	0	0.00001	0	0	1209281	1212345	7.040024325	-0.337286719	0.5558061	6.788985118	6.930568539	7.276917993	7.115773552	NON	A2
MvSl-1064-A2-R4_MC06-1g07233	Auto	Auto	0	0	0.0049	0.00033	0	325125	325522	6.081527589	-0.351173516	0.55612913	5.845674197	5.943152853	6.119869421	6.361932134	NON	A2
MvSl-1064-A2-R4_MC01g02826	Auto	Auto	0	0.00093	0.00001	0	0	1546672	1547081	6.315479486	0.359366208	0.557012501	6.366533499	6.592656757	6.294162004	5.933615744	NON	A2
MvSl-1064-A2-R4_A2g01800	PAR	PAR	0	0	0.00001	0	0	3323907	3326513	9.368821011	0.544591579	0.560733239	9.290038248	9.88101066	9.248662114	8.868500609	NON	A2
MvSl-1064-A2-R4_MC04-1g05915	Auto	Auto	0	0	0.00001	0	0	829871	832265	6.591454485	0.359316468	0.560733239	6.613171392	6.893187657	6.538865962	6.248649245	NON	A2
MvSl-1064-A2-R4_MC05g06973	Auto	Auto	0	0.00003	0.00366	0.00361	0	596865	598127	7.64137803	-0.356689321	0.561080489	7.43651972	7.467371251	7.791726839	7.825193468	NON	A2
MvSl-1064-A2-R4_MC03g05095	Auto	Auto	0	0	0.00001	0	0	1389203	1389610	5.461376921	-0.374351389	0.561177829	5.348707052	5.170073348	5.60830384	5.662454678	NON	A2
MvSl-1064-A2-R4_MC02g03881	Auto	Auto	0	0	0.00399	0.00081	0	1076564	1077251	5.193803321	0.405680924	0.567094985	5.546062641	5.198486004	4.954799221	5.000668319	NON	A2
MvSl-1064-A2-R4_MC03g05422	Auto	Auto	0	0.00004	0.00329	0.00338	0	2188735	2189668	3.596174067	0.614169556	0.56773709	4.217178338	3.417485748	2.980736533	3.497658229	NON	A2
MvSl-1064-A2-R4_MC15g12308	Auto	Auto	0	0.00007	0.00001	0	0	119084	120409	4.829749575	-0.412208605	0.568405756	4.606532078	4.611405721	4.979885222	5.058733369	NON	A2
MvSl-1064-A2-R4_MC01g01989	Auto	Auto	0	0	0.00289	0	0	27347	32415	7.387787604	0.383866582	0.572844968	7.340026019	7.763051519	7.296603005	7.060493634	NON	A2
MvSl-1064-A2-R4_MC07g08298	Auto	Auto	0	0.00004	0.00001	0.00326	0	1221642	1222677	6.379510533	0.358323385	0.572844968	6.32718055	6.738691855	6.274020942	6.100191286	NON	A2
MvSl-1064-A2-R4_MC02g03548	Auto	Auto	0	0	0	0	0	269839	270397	6.875184942	-0.341130405	0.577344364	6.661435979	6.726897095	7.210469067	6.836150964	NON	A2
MvSl-1064-A2-R4_MC03g05399	Auto	Auto	0	0.00001	0.00002	0.00255	0	2145706	2147780	7.266022788	-0.336819828	0.584245985	7.121381387	7.053430526	7.441720232	7.406896716	NON	A2
MvSl-1064-A2-R4_MC01g02098	Auto	Auto	0	0.00045	0.00001	0	0	153279	154906	7.104536257	0.327380566	0.585193375	7.201808344	7.313972645	6.893735269	6.968955912	NON	A2
MvSl-1064-A2-R4_A2g00865	Black	OldStrata	0	0	0.00001	0	0	1300472	1304579	7.580985405	0.347963911	0.585391684	7.741367386	7.747683187	7.468923159	7.320737384	NON	A2
MvSl-1064-A2-R4_MC07g07907	Auto	Auto	0	0.00382	0.00001	0.00981	0	274964	275140	4.298576278	-0.48537667	0.585429614	4.056874045	4.014155453	4.237572487	4.75394189	NON	A2
MvSl-1064-A2-R4_MC08-1g08729	Auto	Auto	0	0	0.00275	0.00276	0	570393	570884	5.226480275	0.382136111	0.585935874	5.418130622	5.39191113	5.036776636	5.010847731	NON	A2
MvSl-1064-A2-R4_MC10g09943	Auto	Auto	0	0.00005	0.00001	0.02265	0	139241	140735	1.037250519	-0.7337885	0.590609419	0.657244997	0.612638576	1.268301815	1.398241003	NON	A2
MvSl-1064-A2-R4_MC01g02301	Auto	Auto	0	0	0.00234	0	0	411812	413939	6.341594205	-0.415748823	0.592822572	6.432477863	5.717737676	6.353750999	6.694297965	NON	A2
MvSl-1064-A2-R4_A2g01511	Black	OldStrata	0	0	0.00001	0	0	2775123	2776609	7.151570415	0.329451813	0.593691355	7.312942018	7.300928692	6.904147386	7.047696443	NON	A2
MvSl-1064-A2-R4_MC03g05147	Auto	Auto	0	0	0.00001	0	0	1511301	1512245	6.679769083	0.314136305	0.594052417	6.759723809	6.893808332	6.490953749	6.537665198	NON	A2
MvSl-1064-A2-R4_MC03g05302	Auto	Auto	0	0	0.00001	0	0	1874604	1874849	5.855424085	0.341505595	0.600050643	6.049411312	5.982198351	5.675104968	5.675311441	NON	A2
MvSl-1064-A2-R4_MC05g06634	Auto	Auto	0	0.00004	0.00003	0.00172	0	228314	231776	7.313912881	0.357920746	0.600182078	7.324407841	7.623708808	7.245369717	6.991748295	NON	A2
MvSl-1064-A2-R4_MC07g08432	Auto	Auto	0	0.15173	0	0.00153	0	1546400	1547547	8.525073332	-0.472772075	0.608129813	8.505542362	7.986952712	8.460010767	8.977881339	NON	A2
MvSl-1064-A2-R4_MC02g04189	Auto	Auto	0	0	0.00455	0.00064	0	1767119	1768030	5.365972336	0.422069207	0.609847927	5.239894875	5.824463182	5.254568929	5.016921081	NON	A2
MvSl-1064-A2-R4_MC03g04764	Auto	Auto	0	0	0.00001	0	0	593023	593834	6.132411332	-0.318696585	0.610821115	5.923129894	6.004208847	6.271483423	6.293534993	NON	A2
MvSl-1064-A2-R4_MC03g05335	Auto	Auto	0	0.00003	0.00002	0	0	1971338	1972290	7.787673163	-0.359807265	0.610821115	7.728479166	7.451438481	7.983776457	7.928145	NON	A2
MvSl-1064-A2-R4_MC07g08268	Auto	Auto	0	0.00763	0.00001	0.01654	0	1145462	1147742	2.700665322	0.601965366	0.610821115	2.936674776	3.004504655	1.94837163	2.708158223	NON	A2
MvSl-1064-A2-R4_A2g00576	Black	OldStrata	0	0	0.00232	0	0	1060653	1061300	7.474840656	0.496734443	0.614078747	7.990204449	7.341533058	6.687761277	7.585738655	NON	A2
MvSl-1064-A2-R4_MC11g10729	Auto	Auto	0	0.00011	0.00002	0.00223	0	768934	769809	6.8785845	0.31290546	0.616840626	7.039107142	7.014008543	6.838232326	6.577932879	NON	A2
MvSl-1064-A2-R4_MC03g05039	Auto	Auto	0	0	0.00001	0	0	1245819	1249778	4.94852292	-0.414578402	0.623043174	4.777558477	4.673448398	4.907643712	5.339601841	NON	A2
MvSl-1064-A2-R4_A2g00128	Red	ColorStrata	0	0	0.00001	0	0	319920	320757	7.289880325	0.323677203	0.624893559	7.393622193	7.490124594	7.085545706	7.152097372	NON	A2
MvSl-1064-A2-R4_MC08-2g09132	Auto	Auto	0	0	0	0	0	1522439	1524747	7.347448629	-0.365719475	0.625353082	6.962902247	7.320912264	7.691519286	7.321964292	NON	A2
MvSl-1064-A2-R4_MC07g08073	Auto	Auto	0	0	0.00206	0	0	655050	657541	5.79066286	0.4417947	0.628246377	5.539518552	6.340119152	5.709256575	5.379429808	NON	A2
MvSl-1064-A2-R4_MC10g10303	Auto	Auto	0	0.00264	0.00001	0.005	0	578966	579870	6.320435238	-0.305276671	0.637678173	6.236022284	6.079249842	6.526149538	6.400382494	NON	A2
MvSl-1064-A2-R4_MC08-1g08953	Auto	Auto	0	0	0.00001	0	0	1115858	1116934	6.417219711	-0.304909033	0.638433062	6.213588581	6.298537223	6.623548378	6.496241238	NON	A2
MvSl-1064-A2-R4_MC01g02187	Auto	Auto	0	0	0.00001	0	0	268099	272189	7.924948248	0.357877768	0.63941952	8.231843108	7.939044707	7.706625727	7.76301696	NON	A2
MvSl-1064-A2-R4_MC10g10193	Auto	Auto	0	0	0.00002	0.00083	0	444920	446136	7.602744392	0.335319385	0.642749318	7.681698775	7.835592429	7.513986775	7.331336082	NON	A2
MvSl-1064-A2-R4_MC05g06886	Auto	Auto	0	0	0.00001	0	0	431230	435259	6.24630296	0.415499377	0.645176505	6.015623885	6.766069672	6.233744403	5.779010657	NON	A2
MvSl-1064-A2-R4_MC03g04801	Auto	Auto	0	0.00012	0.00002	0.00943	0	677501	679882	8.534473619	0.385548821	0.646433084	8.75417108	8.673555289	8.320707185	8.337185608	NON	A2
MvSl-1064-A2-R4_MC01g03074	Auto	Auto	0	0	0.00001	0	0	2157571	2159590	8.265099631	0.381447809	0.649728025	8.332987424	8.545704255	8.194453458	7.916009286	NON	A2
MvSl-1064-A2-R4_MC03g04572	Auto	Auto	0	0.00004	0.00002	0	0	115641	119400	6.344229069	0.298817365	0.649728025	6.491306827	6.480609342	6.232875119	6.140617758	NON	A2
MvSl-1064-A2-R4_MC08-2g09058	Auto	Auto	0	0	0.00001	0	0	1308030	1308987	5.180859147	-0.366526306	0.649728025	5.082236956	4.883021375	5.445256071	5.251344922	NON	A2
MvSl-1064-A2-R4_MC01g03099	Auto	Auto	0	0	0.00182	0.00019	0	2210149	2211450	7.002962743	0.304562519	0.650476857	7.16614341	7.128128319	6.720998254	6.955316462	NON	A2
MvSl-1064-A2-R4_MC04-1g05903	Auto	Auto	0	0	0.00001	0	0	795204	796775	5.759614081	0.346716559	0.651871757	5.744037078	6.081430962	5.612320116	5.539871876	NON	A2
MvSl-1064-A2-R4_MC10g10365	Auto	Auto	0	0.00003	0.00001	0.00631	0	680208	682115	1.607769551	-0.620177083	0.65198473	1.244905567	1.292629299	1.748779029	1.982072626	NON	A2
MvSl-1064-A2-R4_MC05g06501	Auto	Auto	0	0.00006	0.00002	0.00663	0	120238	126655	5.319062601	0.48311439	0.652994801	5.054965421	5.903021151	5.328043742	4.727026831	NON	A2
MvSl-1064-A2-R4_MC04-1g06142	Auto	Auto	0	0.00008	0.00001	0	0	1392569	1397703	6.630260318	0.308731647	0.655610958	6.902347582	6.638558552	6.457856838	6.478012597	NON	A2
MvSl-1064-A2-R4_MC01g02426	Auto	Auto	0	0.00004	0.0049	0.0034	0	587273	587653	4.892125545	0.480118041	0.656179448	4.631362196	5.472234047	4.80844058	4.435123439	NON	A2
MvSl-1064-A2-R4_MC08-1g08799	Auto	Auto	0	0	0.00001	0	0	738528	740519	6.1787969	0.330678703	0.656179448	6.152716637	6.496224911	6.117987403	5.881312271	NON	A2
MvSl-1064-A2-R4_MC15g12347	Auto	Auto	0	0.00075	0.00001	0	0	225807	226952	6.629741855	0.303108275	0.661345895	6.862922507	6.678008968	6.417111477	6.522092347	NON	A2
MvSl-1064-A2-R4_MC05g06932	Auto	Auto	0	0	0.00001	0	0	491937	493300	6.947396555	0.296881151	0.661499338	7.165080977	7.00714099	6.719137222	6.860559396	NON	A2
MvSl-1064-A2-R4_MC15g12326	Auto	Auto	0	0	0.00001	0	0	162689	163533	2.394230051	0.62082724	0.661499338	2.854700318	2.464328711	1.562062478	2.433338323	NON	A2
MvSl-1064-A2-R4_MC07g08009	Auto	Auto	0	0	0.00001	0	0	500762	503113	6.249863067	0.296608264	0.662092324	6.436886186	6.342849128	6.134837824	6.052699214	NON	A2
MvSl-1064-A2-R4_MC13g11706	Auto	Auto	0	0	0.00285	0.0004	0	391760	393080	7.721539215	0.340309686	0.662451123	7.828162692	7.93332019	7.680722372	7.387495644	NON	A2
MvSl-1064-A2-R4_A2g01265	Black	OldStrata	0	0	0.00001	0	0	2058571	2059524	6.561340385	-0.310646886	0.664400149	6.236022284	6.542874048	6.749237498	6.665591577	NON	A2
MvSl-1064-A2-R4_MC03g05102	Auto	Auto	0	0.0218	0.00001	0.05342	0	1404111	1405133	6.417379404	0.309064628	0.674025943	6.515683894	6.610135949	6.407128116	6.084854913	NON	A2
MvSl-1064-A2-R4_MC03g05448	Auto	Auto	0	0.00914	0.00001	0.02305	0	2249218	2249975	6.268937482	-0.294616331	0.674710774	6.036688362	6.187497953	6.443651354	6.372233539	NON	A2
MvSl-1064-A2-R4_MC03g04680	Auto	Auto	0	0	0.00001	0	0	369074	371274	5.48305892	-0.357587536	0.676940968	5.497931416	5.054919572	5.700479787	5.597745236	NON	A2
MvSl-1064-A2-R4_MC06-2g07439	Auto	Auto	0	0	0.00001	0	0	872774	873068	4.020496541	-0.433153903	0.684833198	3.886853078	3.681792774	4.137079878	4.295543186	NON	A2
MvSl-1064-A2-R4_MC13g11850	Auto	Auto	0	0	0.00001	0	0	732064	732408	6.938035613	0.419749198	0.687583587	6.751961038	7.433621412	7.029080376	6.308466966	NON	A2
MvSl-1064-A2-R4_MC05g06985	Auto	Auto	0	0.00004	0.00001	0.02258	0	630141	632459	6.496501732	0.286221465	0.688585205	6.632517681	6.632621203	6.369656189	6.323245975	NON	A2
MvSl-1064-A2-R4_MC02g04070	Auto	Auto	0	0	0.00187	0	0	1505963	1507711	4.780795655	-0.431351189	0.689431592	4.723734331	4.350720432	4.642924931	5.251344922	NON	A2
MvSl-1064-A2-R4_MC06-2g07720	Auto	Auto	0	0	0.00001	0	0	1550639	1553392	8.14758799	0.350676807	0.691817889	8.436336452	8.176653565	7.937573819	7.985532547	NON	A2
MvSl-1064-A2-R4_MC09g09492	Auto	Auto	0	0	0.00358	0.00066	0	763182	764317	4.949372264	0.515735986	0.691817889	4.555551806	5.620593132	4.909820915	4.382783304	NON	A2
MvSl-1064-A2-R4_MC07g08095	Auto	Auto	0	0	0.00001	0	0	715050	717049	8.505800296	-0.413907689	0.692086596	8.467912095	8.073321906	8.43887032	8.917344263	NON	A2
MvSl-1064-A2-R4_MC04-2g06335	Auto	Auto	0	0	0.00001	0.00233	0	1847357	1848616	1.104336202	-0.68532257	0.694114289	0.921629069	0.512737124	1.064509097	1.648243721	NON	A2
MvSl-1064-A2-R4_MC05g06599	Auto	Auto	0	0.0055	0.00001	0.01315	0	200561	204281	5.471144675	-0.324849729	0.694239695	5.376511488	5.218443539	5.651879663	5.595041373	NON	A2
MvSl-1064-A2-R4_MC08-1g08629	Auto	Auto	0	0	0.00001	0	0	329690	332510	5.16813314	0.458895191	0.695907278	4.967478557	5.699393192	5.21813692	4.548474006	NON	A2
MvSl-1064-A2-R4_MC07g08008	Auto	Auto	0	0	0	0	0	498542	499897	8.010526459	0.376827452	0.69757303	7.969053872	8.375727266	7.99356073	7.599631563	NON	A2
MvSl-1064-A2-R4_MC01g03441	Auto	Auto	0	0.02292	0.00001	0.04928	0	10049	12093	5.304174997	-0.363458339	0.699196664	5.285582987	4.912723096	5.328043742	5.605826551	NON	A2
MvSl-1064-A2-R4_MC04-2g06326	Auto	Auto	0	0	0.00001	0	0	1816487	1820955	7.107138141	0.291676056	0.699246532	7.261182035	7.229951803	6.878252813	7.026279526	NON	A2
MvSl-1064-A2-R4_MC12g11351	Auto	Auto	0	0	0.00177	0	0	890207	893411	9.400833259	0.535743704	0.699246532	9.879467744	9.362459604	8.563204969	9.503021943	NON	A2
MvSl-1064-A2-R4_MC12g11526	Auto	Auto	0	0	0.00426	0.00009	0	1322385	1323755	5.774482356	0.325817974	0.70579632	5.755376488	6.082520287	5.642745653	5.562193472	NON	A2
MvSl-1064-A2-R4_MC04-2g06272	Auto	Auto	0	0	0.00001	0	0	1675407	1677935	6.079016232	-0.315646799	0.706990833	6.074525473	5.730302427	6.111380941	6.335447208	NON	A2
MvSl-1064-A2-R4_MC08-1g08894	Auto	Auto	0	0.00005	0.00001	0	0	991252	991608	7.283432096	0.42136239	0.70733268	7.716925506	7.193613641	6.573612339	7.419559972	NON	A2
MvSl-1064-A2-R4_MC12g11123	Auto	Auto	0	0.00602	0.00001	0.01451	0	315412	315903	3.449412786	-0.457364114	0.707671699	3.334596367	3.058647971	3.570834852	3.737207509	NON	A2
MvSl-1064-A2-R4_MC01g02429	Auto	Auto	0	0.01904	0.00001	0.04419	0	593641	594889	7.229335269	0.310435724	0.707933845	7.217266864	7.519378524	7.156023609	6.969999779	NON	A2
MvSl-1064-A2-R4_MC02g04061	Auto	Auto	0	0	0.00421	0.00041	0	1488610	1489917	7.351708815	0.322700472	0.707957301	7.45619712	7.550414886	7.379454822	6.9521505	NON	A2
MvSl-1064-A2-R4_MC07g08270	Auto	Auto	0	0.00003	0.00002	0	0	1149248	1149565	6.00527919	0.300829847	0.711517621	6.212560532	6.080340814	5.953599916	5.733020079	NON	A2
MvSl-1064-A2-R4_MC09g09436	Auto	Auto	0	0.00002	0.00002	0.00316	0	617918	620330	6.511232785	0.348659112	0.711517621	6.32242336	6.95813038	6.460087078	6.17994223	NON	A2
MvSl-1064-A2-R4_MC15g12333	Auto	Auto	0	0	0.00001	0	0	179608	181562	6.290593018	0.312138613	0.711517621	6.271008541	6.588061924	6.287479511	5.94533952	NON	A2
MvSl-1064-A2-R4_MC04-1g06087	Auto	Auto	0	0	0.00001	0	0	1279287	1281449	5.891253476	0.303101994	0.712520043	5.941861065	6.122257769	5.730351941	5.734249331	NON	A2
MvSl-1064-A2-R4_MC08-1g08810	Auto	Auto	0	0	0	0	0	764114	764744	11.24866305	-0.560969732	0.712520043	11.1689787	10.67031301	11.48203622	11.52175344	NON	A2
MvSl-1064-A2-R4_MC01g03274	Auto	Auto	0	0	0.00001	0	0	2636815	2637531	6.216789321	-0.287584673	0.714011413	6.137630422	5.990346602	6.466017583	6.23047072	NON	A2
MvSl-1064-A2-R4_MC06-1g07200	Auto	Auto	0	0.00563	0.00001	0.01256	0	236433	238386	7.116743197	0.284798299	0.714011413	7.180935901	7.319988908	6.941340129	6.993289287	NON	A2
MvSl-1064-A2-R4_MC01g03275	Auto	Auto	0	0	0.00001	0	0	2638104	2638522	6.386372901	-0.274191517	0.714539467	6.282811141	6.201603671	6.496034594	6.536960976	NON	A2
MvSl-1064-A2-R4_MC12g11433	Auto	Auto	0	0	0.00001	0	0	1075805	1077441	4.869838588	0.347553717	0.714539467	5.031838604	5.034800904	4.658546078	4.714624725	NON	A2
MvSl-1064-A2-R4_MC07g08339	Auto	Auto	0	0.00032	0.00001	0	0	1321145	1322159	5.908053973	0.327949961	0.716293371	5.979818201	6.141200798	5.941945024	5.494165087	NON	A2
