gene	youngold		dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A1-R4_MC07g07806	Auto	Auto	0.00327	0.00173	0.00718	0.0039	0.455425	649652	652044	5.574985691	-0.500134662	0.230669044	5.194796252	5.404161252	5.731583291	5.870172889	NON	A1
MvSl-1064-A1-R4_MC08g08713	Auto	Auto	0.00198	0.00141	0.0038	0.00385	0.521039	1170641	1171835	4.602513316	0.589676959	0.230669044	4.818676766	4.915170857	4.385709357	4.166719121	NON	A1
MvSl-1064-A1-R4_MC09-2g09112	Auto	Auto	0.00769	0.00341	0.013	0.00646	0.591534	478983	479492	5.742585603	-0.48937411	0.230885399	5.414558852	5.537239071	5.96934272	5.962223995	NON	A1
MvSl-1064-A1-R4_MC11g10570	Auto	Auto	0.00169	0.00147	0.01605	0.00463	0.105295	1023489	1027385	4.714260679	0.592056714	0.23425323	4.788638448	5.149430449	4.41971948	4.360667114	NON	A1
MvSl-1064-A1-R4_MC13g11305	Auto	Auto	0	0	0.00001	0	0	69326	69559	5.871602639	-0.568244591	0.235446682	5.731172792	5.365305277	5.830286936	6.373022916	NON	A1
MvSl-1064-A1-R4_MC05-1g06196	Auto	Auto	0.00152	0.00154	0.01732	0.0101	0.0877593	94041	98888	5.337551633	0.653541588	0.236167129	5.213416402	5.949137192	5.162616794	4.761196044	NON	A1
MvSl-1064-A1-R4_MC04-1g05519	Auto	Auto	0.01103	0.00548	0.00706	0.00367	1.5623	544517	545455	4.002580699	-0.731536227	0.237557046	3.774308316	3.382533999	4.004821482	4.576158478	NON	A1
MvSl-1064-A1-R4_MC03g04493	Auto	Auto	0	0.00004	0.00002	0	0	602902	603550	7.501748479	0.498108883	0.244711941	7.580937619	7.864060902	7.34768606	7.105360821	NON	A1
MvSl-1064-A1-R4_MC06g07235	Auto	Auto	0.00475	0.00333	0.00521	0.00513	0.911691	1033743	1034493	3.15274341	-0.860177875	0.244711941	2.885989102	2.395872867	3.045537797	3.86390827	NON	A1
MvSl-1064-A1-R4_MC11g10221	Auto	Auto	0.01576	0.00541	0.00831	0.00491	1.89649	155304	155860	6.595288588	-0.457174328	0.244711941	6.410231907	6.284405915	6.67821387	6.922261589	NON	A1
MvSl-1064-A1-R4_MC09-2g09472	Auto	Auto	0.00786	0.00457	0.00485	0.00492	1.62059	1406151	1406396	6.741198683	0.423304311	0.251280993	6.976895327	6.896907712	6.49385928	6.534846245	NON	A1
MvSl-1064-A1-R4_MC04-1g05690	Auto	Auto	0.00484	0.0028	0.00808	0.00575	0.599002	963778	966569	7.58636073	-0.516730902	0.253389946	7.29216839	7.317677929	8.036288748	7.568957513	NON	A1
MvSl-1064-A1-R4_MC07g07704	Auto	Auto	0.00484	0.00343	0.00005	0.00025	96.6068	401015	402969	4.839576689	0.601231597	0.266268106	4.900112733	5.291859912	4.689289923	4.305501164	NON	A1
MvSl-1064-A1-R4_MC15g12072	Auto	Auto	0.01584	0.00674	0.0069	0.00847	2.29562	151877	154392	1.532533233	1.498251736	0.266268106	0.838770079	2.754093242	1.268301815	-0.450865166	NON	A1
MvSl-1064-A1-R4_MC09-2g09439	Auto	Auto	0.01423	0.00716	0.00014	0.00009	101.57	1339142	1341545	7.089930852	0.432905364	0.268711697	7.353146493	7.224534414	6.842227707	6.872889544	NON	A1
MvSl-1064-A1-R4_MC13g11576	Auto	Auto	0.00229	0.00229	0.00002	0.00005	113.93	703687	705596	4.876432723	-0.538762077	0.268711697	4.545789152	4.617430843	5.146089571	5.091715718	NON	A1
MvSl-1064-A1-R4_MC04-1g05672	Auto	Auto	0.00802	0.0057	0.00008	0.00035	100.125	908927	909726	6.4291472	-0.735293508	0.274717536	6.126757143	5.894362931	5.965161407	7.255027944	NON	A1
MvSl-1064-A1-R4_MC12g11004	Auto	Auto	0.00602	0.00272	0.00557	0.00404	1.08077	672066	674465	4.818159183	0.558073191	0.275872849	4.920402978	5.206502178	4.586879178	4.438143926	NON	A1
MvSl-1064-A1-R4_MC03g04377	Auto	Auto	0.00168	0.00118	0.00501	0.00357	0.335323	323582	324840	1.83569132	-1.001865421	0.277108546	1.56146597	0.876526105	1.729186733	2.604424488	NON	A1
MvSl-1064-A1-R4_MC13g11374	Auto	Auto	0.00903	0.00641	0.00009	0.00045	100.222	206752	207117	0.044922715	-1.233028334	0.283467456	-0.559839611	-0.716990412	0.129830326	0.751636887	NON	A1
MvSl-1064-A1-R4_A1g00843	Black	OldStrata	0.00387	0.00389	0.02737	0.01953	0.141395	1441050	1443387	3.923118579	0.646949068	0.283483286	4.033778049	4.368691728	3.608854597	3.526325405	NON	A1
MvSl-1064-A1-R4_MC02g03782	Auto	Auto	0.00001	0	0.01243	0.00333	0.000804499	1487729	1488324	5.719766274	-0.490995619	0.284433851	5.27183044	5.614581229	5.996229798	5.889058977	NON	A1
MvSl-1064-A1-R4_MC01-2g03013	Auto	Auto	0.00727	0.00327	0.0176	0.00727	0.413066	2677194	2678216	0.011110844	-1.275479618	0.285537306	-0.451579696	-0.982600945	0.005043494	0.789971317	NON	A1
MvSl-1064-A1-R4_A1g00051	bPAR	bPAR	0.00338	0.00339	0.00682	0.00684	0.495594	101324	106023	6.846104138	0.525177702	0.290195366	6.780685128	7.336062935	6.774547138	6.308466966	NON	A1
MvSl-1064-A1-R4_MC03g04387	Auto	Auto	0.01015	0.00254	0.00901	0.00367	1.12651	339097	341291	6.215514336	0.466449619	0.290195366	6.23196929	6.60408022	6.088497746	5.82819275	NON	A1
MvSl-1064-A1-R4_MC03g04789	Auto	Auto	0.00362	0.00362	0.00004	0.00015	90.2743	1326625	1327297	7.135791693	-0.479078693	0.291982496	7.077446495	6.642995583	7.256105265	7.447933314	NON	A1
MvSl-1064-A1-R4_MC01-1g02812	Auto	Auto	0.00475	0.00187	0.01211	0.00476	0.392235	2201559	2203673	5.664436386	-0.492749654	0.292304747	5.571946135	5.198486004	5.903129749	5.874638968	NON	A1
MvSl-1064-A1-R4_A1g01369	Black	OldStrata	0.00304	0.00217	0.01158	0.00832	0.262519	1156584	1158695	9.067072482	-0.61515101	0.298724455	8.679871425	8.772549969	9.52659662	9.130271784	NON	A1
MvSl-1064-A1-R4_MC07g07951	Auto	Auto	0.00974	0.0049	0.0255	0.01289	0.381959	1020511	1022867	1.98452788	-0.929334204	0.299003636	0.838770079	1.878656708	2.408710476	2.306856702	NON	A1
MvSl-1064-A1-R4_MC07g07885	Auto	Auto	0	0	0.00001	0	0	847005	847878	4.850460964	-0.565834885	0.299498949	4.658794599	4.410930895	4.898901893	5.283608535	NON	A1
MvSl-1064-A1-R4_A1g01453	bPAR	bPAR	0.00001	0	0.01056	0.00063	0.000946961	3245830	3247989	7.939959531	-0.485114347	0.300139316	7.596783593	7.753166258	8.244693505	8.074358968	NON	A1
MvSl-1064-A1-R4_MC07g08212	Auto	Auto	0.01082	0.00542	0.00011	0.00031	98.2743	1652457	1654470	3.062764075	-0.700784688	0.300470151	2.800995445	2.529682942	3.292459877	3.432510636	NON	A1
MvSl-1064-A1-R4_MC01-1g02346	Auto	Auto	0.00518	0.003	0.01348	0.00782	0.38427	1056545	1057984	6.143892059	-0.422035961	0.3043715	5.849647353	5.982198351	6.337668503	6.340298955	NON	A1
MvSl-1064-A1-R4_MC07g08113	Auto	Auto	0.00692	0.00247	0.02448	0.00871	0.282679	1423486	1425381	8.731070576	-0.586820165	0.306929167	8.426173214	8.389656003	9.211527262	8.739468637	NON	A1
MvSl-1064-A1-R4_MC09-2g09458	Auto	Auto	0.00813	0.00408	0.00857	0.00608	0.948647	1379520	1380922	4.715087535	0.562142999	0.30863717	4.740949355	5.165968331	4.36998113	4.44716763	NON	A1
MvSl-1064-A1-R4_MC03g04489	Auto	Auto	0.01053	0.00528	0.00011	0.00034	95.6403	596672	597765	2.094559476	-0.962353197	0.315947457	1.708726229	1.351650818	1.806008355	2.938910297	NON	A1
MvSl-1064-A1-R4_MC09-2g09159	Auto	Auto	0.00784	0.00556	0.00894	0.00893	0.876948	612689	614713	8.799224717	-0.61829326	0.320475498	8.298036431	8.600533077	9.328343429	8.76840642	NON	A1
MvSl-1064-A1-R4_MC01-1g02494	Auto	Auto	0.00401	0.00232	0.01569	0.00707	0.255575	1420000	1420959	6.815122332	-0.413967391	0.330329304	6.482804519	6.695914026	7.116038356	6.888983558	NON	A1
MvSl-1064-A1-R4_MC07g07871	Auto	Auto	0.00265	0.00153	0.00533	0.00378	0.497176	816382	817960	4.102642122	-0.652289777	0.330871014	3.386568935	4.023260708	4.452946278	4.321946559	NON	A1
MvSl-1064-A1-R4_MC03g04607	Auto	Auto	0.00001	0.00046	0.0108	0.00692	0.000925917	867204	868008	5.352675434	0.657891035	0.333490869	5.057257842	6.060575963	5.149778684	4.806310899	NON	A1
MvSl-1064-A1-R4_MC04-1g05732	Auto	Auto	0.00395	0.00279	0.00471	0.00468	0.838623	1065517	1065827	5.440413944	-0.533757256	0.333738871	5.34683423	4.920053955	5.436221665	5.891264702	NON	A1
MvSl-1064-A1-R4_MC05-3g06827	Auto	Auto	0.00194	0.00097	0.0042	0.0021	0.461894	19044	19848	2.941608699	-0.839530108	0.333738871	2.663308573	2.232756421	2.707954425	3.70747413	NON	A1
MvSl-1064-A1-R4_MC06g07444	Auto	Auto	0.00001	0	0.00835	0.00032	0.00119759	1533877	1534958	6.75205386	0.50219014	0.335183212	6.705217349	7.213140984	6.712292823	6.202322026	NON	A1
MvSl-1064-A1-R4_MC09-2g09353	Auto	Auto	0.00001	0	0.00709	0.00029	0.00141042	1109152	1111293	5.95926071	-0.430907767	0.337844139	5.806692145	5.644393306	6.117045473	6.197873754	NON	A1
MvSl-1064-A1-R4_MC08g08425	Auto	Auto	0.00646	0.0026	0.01078	0.00526	0.599252	477767	478401	6.182645413	-0.40979898	0.338361892	5.893927949	6.029282109	6.382255283	6.362727166	NON	A1
MvSl-1064-A1-R4_A1g00155	Black	OldStrata	0.0028	0.00162	0.00696	0.00404	0.402293	2593478	2595807	6.302730789	-0.424708222	0.338757698	5.895209966	6.234317135	6.540272003	6.456574731	NON	A1
MvSl-1064-A1-R4_MC04-1g05621	Auto	Auto	0.00695	0.00249	0.00166	0.00176	4.18649	775045	778824	7.216480381	0.431558017	0.351980171	7.28533982	7.53617333	7.064690399	6.900526778	NON	A1
MvSl-1064-A1-R4_MC01-1g01820	Auto	Auto	0.00377	0	0.00004	0	94.015	156507	157066	5.505354398	0.449797461	0.356147662	5.617708114	5.802154249	5.271599372	5.25648739	NON	A1
MvSl-1064-A1-R4_MC10-2g10044	Auto	Auto	0.01059	0.00532	0.00011	0.00039	96.1853	583017	586021	5.3833615	0.475046016	0.357407812	5.451628544	5.737235848	5.200459579	5.050861992	NON	A1
MvSl-1064-A1-R4_MC02g03192	Auto	Auto	0.00344	0.00345	0.00971	0.00976	0.35427	83039	86268	6.089882866	0.43528448	0.358263216	6.096983252	6.462314439	5.893260532	5.818953089	NON	A1
MvSl-1064-A1-R4_MC12g11028	Auto	Auto	0.00469	0.00334	0.00622	0.00631	0.754007	736503	737784	4.676113515	0.607778203	0.361874273	4.506064176	5.286197791	4.350878083	4.334969222	NON	A1
MvSl-1064-A1-R4_MC01-1g02216	Auto	Auto	0.00546	0.00387	0.00006	0	90.8486	762112	762476	7.785584165	0.467391959	0.364184968	7.839861189	8.144938437	7.651420788	7.404582316	NON	A1
MvSl-1064-A1-R4_MC12g10945	Auto	Auto	0.00168	0.00167	0.00719	0.00509	0.233655	521672	525740	3.548244056	0.81904718	0.368335397	3.288507923	4.32885514	3.395490318	2.698114124	NON	A1
MvSl-1064-A1-R4_MC02g03581	Auto	Auto	0	0	0.00001	0	0	1004889	1006369	5.748847237	0.495487373	0.377595428	5.723976088	6.18952152	5.646667312	5.293648944	NON	A1
MvSl-1064-A1-R4_MC08g08372	Auto	Auto	0.00364	0.00359	0.0137	0.01346	0.265691	349346	351077	6.961260284	0.418737622	0.380312378	6.975683911	7.315363242	6.854713064	6.609088885	NON	A1
MvSl-1064-A1-R4_MC07g07882	Auto	Auto	0.00585	0.00336	0.00501	0.00492	1.16764	840181	841770	4.680294173	-0.517794086	0.386041158	4.451336552	4.34346876	5.072199505	4.736872321	NON	A1
MvSl-1064-A1-R4_MC05-3g06708	Auto	Auto	0.00483	0.00242	0.00533	0.00378	0.906174	595011	595436	6.103802269	-0.403491434	0.386249291	5.897770587	5.878144207	6.192311068	6.383245711	NON	A1
MvSl-1064-A1-R4_MC03g05238	Auto	Auto	0.00002	0	0.01653	0.00115	0.00120991	2416168	2417877	5.62131827	-0.531371826	0.387271977	5.598947846	5.002936658	5.592125983	6.088704318	NON	A1
MvSl-1064-A1-R4_MC05-2g06365	Auto	Auto	0.00001	0	0.00994	0.00103	0.00100603	231917	232263	3.974981853	-0.579118994	0.38873986	3.538694196	3.765566058	4.209567422	4.255009369	NON	A1
MvSl-1064-A1-R4_MC02g03713	Auto	Auto	0.00311	0.00306	0.01044	0.01017	0.29789	1333748	1334692	5.440993975	-0.592025608	0.392323006	5.487769552	4.611405721	5.493958666	5.890162261	NON	A1
MvSl-1064-A1-R4_A1g00575	Black	OldStrata	0.00228	0.00132	0.00783	0.00351	0.291184	928859	929481	7.429310966	0.42189359	0.394337007	7.675370065	7.572680382	7.318483476	7.078027485	NON	A1
MvSl-1064-A1-R4_MC04-1g05922	Auto	Auto	0.00116	0.00117	0.01025	0.00598	0.11317	1536299	1536655	7.376765999	0.410838914	0.394337007	7.516170396	7.61733414	7.217956426	7.093436221	NON	A1
MvSl-1064-A1-R4_MC11g10307	Auto	Auto	0.00173	0.00103	0.00674	0.00386	0.256673	353528	354809	4.666251319	0.548283772	0.397143768	4.615893524	5.161851599	4.455929291	4.275418627	NON	A1
MvSl-1064-A1-R4_MC02g03201	Auto	Auto	0.00232	0.00165	0.00565	0.00403	0.410612	105544	106009	7.206814338	0.410592533	0.397439836	7.319163981	7.471950718	7.087470495	6.879570925	NON	A1
MvSl-1064-A1-R4_MC07g08161	Auto	Auto	0.00001	0	0.01304	0.00306	0.000766865	1536799	1538783	6.248902324	0.418254176	0.397923869	6.620941067	6.240186156	5.940880804	6.10495066	NON	A1
MvSl-1064-A1-R4_MC02g04101	Auto	Auto	0.00705	0.00316	0.01445	0.0065	0.487886	2237246	2238753	2.705246797	0.69590865	0.398384286	2.896269696	3.119349444	2.093347307	2.527100997	NON	A1
MvSl-1064-A1-R4_MC07g07619	Auto	Auto	0.00721	0.00323	0.00794	0.0056	0.908049	227844	229586	5.83124501	0.460837524	0.400241146	5.871957532	6.196581732	5.748712741	5.396611708	NON	A1
MvSl-1064-A1-R4_MC02g04092	Auto	Auto	0.00324	0.00231	0.00974	0.00697	0.332645	2220047	2220400	6.570496404	-0.468582047	0.400270421	6.599866147	5.965762474	6.699135384	6.866737643	NON	A1
MvSl-1064-A1-R4_MC04-1g05807	Auto	Auto	0.00897	0.00636	0.01031	0.01035	0.870021	1269109	1270892	5.713515053	-0.426575125	0.402044139	5.562294162	5.402417591	5.857612882	5.961174485	NON	A1
MvSl-1064-A1-R4_MC03g04617	Auto	Auto	0.00003	0	0.02622	0.00372	0.00114416	884925	888909	6.451153869	0.389426122	0.402822197	6.739167529	6.518128671	6.265545131	6.221733106	NON	A1
MvSl-1064-A1-R4_A1g01129	Black	OldStrata	0.0044	0.0018	0.01032	0.00424	0.426352	1688108	1688798	6.979188454	0.37049368	0.403838488	7.160290322	7.144910777	6.800007434	6.764562869	NON	A1
MvSl-1064-A1-R4_MC10-2g10031	Auto	Auto	0	0.02203	0.00001	0.05369	0	571721	573303	4.141097237	-0.601048511	0.403838488	3.927519054	3.681792774	4.12213484	4.645746295	NON	A1
MvSl-1064-A1-R4_MC13g11664	Auto	Auto	0.00449	0.00318	0.00005	0.00023	89.6208	897254	900204	7.116703188	0.453614015	0.403838488	7.050658779	7.556699619	6.998207361	6.734779639	NON	A1
MvSl-1064-A1-R4_MC12g10798	Auto	Auto	0.00069	0.00069	0.00791	0.00397	0.0872302	163948	164272	8.20305845	0.487030324	0.405743296	8.24823946	8.584475128	8.053868806	7.814772957	NON	A1
MvSl-1064-A1-R4_MC02g03791	Auto	Auto	0.00782	0.00454	0.00535	0.00539	1.46165	1504605	1504893	7.550549197	0.423627571	0.406743792	7.615960674	7.866908706	7.41207584	7.229103868	NON	A1
MvSl-1064-A1-R4_MC01-1g02072	Auto	Auto	0.00113	0.00113	0.00308	0.00309	0.366871	483467	484960	6.17371852	0.431455097	0.408451934	6.360976945	6.385840467	6.159750086	5.686785375	NON	A1
MvSl-1064-A1-R4_MC01-1g02289	Auto	Auto	0.02254	0.01016	0.00023	0.00104	97.9574	930468	933654	4.988169641	-0.492517213	0.408451934	4.791395195	4.647184696	5.034782963	5.369970891	NON	A1
MvSl-1064-A1-R4_MC07g08046	Auto	Auto	0.00273	0.00273	0.00003	0	90.6977	1255900	1256724	4.280038744	0.659005227	0.408451934	4.043060863	4.958534908	4.025048195	3.799601625	NON	A1
MvSl-1064-A1-R4_MC11g10430	Auto	Auto	0.01335	0.00679	0.00725	0.00755	1.84135	677484	681068	4.8894389	-0.488495057	0.408451934	4.646666771	4.602320594	5.226895023	4.986295387	NON	A1
MvSl-1064-A1-R4_MC13g11591	Auto	Auto	0.00181	0.00102	0.01573	0.00474	0.115066	733970	735842	6.617449077	0.396483399	0.408451934	6.65160797	6.938411279	6.439889704	6.371443729	NON	A1
MvSl-1064-A1-R4_MC03g04697	Auto	Auto	0.00001	0	0.01065	0.00078	0.000938958	1089857	1091821	1.713695624	-0.836960474	0.410205575	1.56146597	0.835762276	1.842937708	2.239198945	NON	A1
MvSl-1064-A1-R4_MC16g12182	Auto	Auto	0.00271	0.0027	0.00768	0.00768	0.35286	22193	25879	1.687219506	-0.799030603	0.410205575	1.368202338	1.099527591	1.787183034	2.211221692	NON	A1
MvSl-1064-A1-R4_MC02g03277	Auto	Auto	0.00001	0	0.01314	0.0004	0.000761029	292396	292554	6.396977851	0.378206109	0.413939006	6.588815993	6.558616469	6.106643448	6.280131128	NON	A1
MvSl-1064-A1-R4_MC07g07933	Auto	Auto	0.00116	0.00082	0.00588	0.00342	0.197276	982351	984182	9.890498974	-0.61843208	0.415948932	9.568285281	9.528231992	10.32477137	9.989307812	NON	A1
MvSl-1064-A1-R4_MC02g04160	Auto	Auto	0.00161	0.00114	0.00795	0.00399	0.202513	2378900	2380752	4.863307595	-0.53157925	0.420860706	4.763587766	4.354332645	4.867881524	5.305275117	NON	A1
MvSl-1064-A1-R4_MC07g07657	Auto	Auto	0.00298	0.00296	0.00816	0.00815	0.365192	303890	304914	8.003467194	0.462924996	0.420860706	8.313461748	8.112510405	7.570127983	7.916550825	NON	A1
MvSl-1064-A1-R4_MC03g04508	Auto	Auto	0.0169	0.00697	0.03206	0.01628	0.527135	643377	643544	1.835226122	-0.747864101	0.42129794	1.50883821	1.322441863	2.138606376	2.153584981	NON	A1
MvSl-1064-A1-R4_MC01-1g02365	Auto	Auto	0.00178	0.00126	0.01892	0.00603	0.0940798	1102888	1104750	7.366135205	0.393748799	0.422607895	7.504457539	7.59346168	7.149589431	7.162635944	NON	A1
MvSl-1064-A1-R4_MC13g11703	Auto	Auto	0	0.05624	0.00001	0.14927	0	996102	997532	4.577891658	-0.538582678	0.430600436	4.079606116	4.462048045	4.578691902	5.026986857	NON	A1
MvSl-1064-A1-R4_MC02g03710	Auto	Auto	0.00394	0.00229	0.00969	0.00564	0.406601	1328678	1330142	4.532166876	-0.523648741	0.432527161	4.437323996	4.027791876	4.668866992	4.861352805	NON	A1
MvSl-1064-A1-R4_MC14g11767	Auto	Auto	0.00253	0.00254	0.0166	0.01184	0.152409	109461	110580	7.978861957	0.669497993	0.432911063	8.749925688	7.562957092	7.299511969	7.858549516	NON	A1
MvSl-1064-A1-R4_MC01-2g03086	Auto	Auto	0.00001	0	0.01503	0.0012	0.000665332	2875631	2875861	6.669929087	0.465925413	0.435819002	6.515683894	7.177391417	6.579094915	6.238289581	NON	A1
MvSl-1064-A1-R4_A1g00055	bPAR	bPAR	0.0021	0.0021	0.00002	0.00002	104.478	113646	115349	5.395029913	-0.467992183	0.436500381	5.312700931	4.949010466	5.424087105	5.773042375	NON	A1
MvSl-1064-A1-R4_MC02g04222	Auto	Auto	0	0	0.00001	0	0	2552007	2553042	5.809829325	0.524406541	0.438151084	5.609920961	6.384074508	5.692914093	5.334747746	NON	A1
MvSl-1064-A1-R4_MC10-1g09633	Auto	Auto	0.00515	0.00299	0.01889	0.00955	0.27263	79622	84292	8.231211982	0.516281775	0.438151084	8.135869784	8.735114757	8.078997393	7.808951096	NON	A1
MvSl-1064-A1-R4_MC05-3g06784	Auto	Auto	0	0	0.00001	0	0	776854	777319	15.37794813	-1.096648928	0.438176828	14.66130271	14.79144224	15.68235388	15.95386231	NON	A1
MvSl-1064-A1-R4_MC09-2g09070	Auto	Auto	0	0.00005	0.00001	0	0	374453	377010	6.372891346	-0.367595838	0.440807957	6.250118762	6.100914062	6.602839197	6.483870859	NON	A1
MvSl-1064-A1-R4_A1g00074	bPAR	bPAR	0.02492	0.00842	0.00025	0.00065	99.6401	165329	166779	8.722685355	0.569564753	0.445521126	8.624327687	9.26435574	8.604787329	8.18502827	NON	A1
MvSl-1064-A1-R4_MC11g10363	Auto	Auto	0.00613	0.00251	0.0021	0.00209	2.91891	504062	506618	6.164815533	-0.423816367	0.445691767	6.170826029	5.659071467	6.31320353	6.406563926	NON	A1
MvSl-1064-A1-R4_MC12g10920	Auto	Auto	0.009	0.0041	0.01483	0.00759	0.606874	457253	459704	4.014457258	-0.647549263	0.453629903	3.976790751	3.241413016	3.980169048	4.559611626	NON	A1
MvSl-1064-A1-R4_MC14g11757	Auto	Auto	0.01717	0.0077	0.01012	0.01007	1.69662	83124	83470	3.211842164	0.69243526	0.455426156	3.886853078	3.022779132	2.972427824	2.677813678	NON	A1
MvSl-1064-A1-R4_MC12g11183	Auto	Auto	0.00305	0.00216	0.01322	0.00666	0.230709	1101975	1102415	4.403535092	-0.554991548	0.458174112	4.331446195	3.824048649	4.431890677	4.843237834	NON	A1
MvSl-1064-A1-R4_MC08g08352	Auto	Auto	0.00002	0	0.01816	0	0.00110132	300099	301533	7.375817177	0.442216221	0.458764332	7.317730523	7.801928843	7.283649472	6.976247167	NON	A1
MvSl-1064-A1-R4_MC01-1g02271	Auto	Auto	0.00431	0.00305	0.00004	0	107.481	889115	890823	6.907422106	0.404067892	0.459351385	6.850419213	7.304667586	6.812861925	6.559327308	NON	A1
MvSl-1064-A1-R4_MC03g04708	Auto	Auto	0.00453	0.0016	0.00422	0.00243	1.07343	1115282	1116407	6.496636704	0.357753665	0.460418728	6.65160797	6.677288123	6.359337783	6.252943913	NON	A1
MvSl-1064-A1-R4_MC03g04703	Auto	Auto	0	0.00082	0.00001	0	0	1101371	1102954	2.988652441	-0.654470156	0.462813281	2.896269696	2.294226366	3.115120863	3.414220388	NON	A1
MvSl-1064-A1-R4_MC09-2g08950	Auto	Auto	0.00275	0.00194	0.0086	0.00608	0.319764	108047	108575	7.733561012	0.459700834	0.470850276	7.701253125	8.153775173	7.678808618	7.262715191	NON	A1
MvSl-1064-A1-R4_MC02g04212	Auto	Auto	0.00748	0.00304	0.00564	0.00391	1.32622	2507200	2509929	6.442385367	-0.363566022	0.4740756	6.346991201	6.144333928	6.562584282	6.660427878	NON	A1
MvSl-1064-A1-R4_MC01-1g02557	Auto	Auto	0.00791	0.00457	0.01603	0.00928	0.493447	1583546	1584291	6.28070196	0.360780233	0.475729305	6.370226015	6.525356642	6.0386313	6.138762365	NON	A1
MvSl-1064-A1-R4_MC03g04356	Auto	Auto	0.00648	0.00229	0.02171	0.00823	0.298479	258259	261008	7.808568051	-0.446467057	0.476727867	7.363835469	7.746996335	8.183922197	7.822306423	NON	A1
MvSl-1064-A1-R4_MC11g10525	Auto	Auto	0.00204	0.00202	0.00764	0.00749	0.267012	911785	913328	5.853185519	0.419490599	0.478646097	5.865431452	6.209602589	5.76323497	5.481044772	NON	A1
MvSl-1064-A1-R4_MC01-1g02385	Auto	Auto	0.0048	0.00279	0.01061	0.00619	0.452399	1140836	1141331	5.760279929	-0.41724447	0.481602178	5.421693571	5.642917243	6.10948781	5.777818974	NON	A1
MvSl-1064-A1-R4_MC13g11383	Auto	Auto	0.00001	0	0.00968	0	0.00103305	225066	227736	5.72223967	0.408909107	0.485206137	5.749717924	6.05836306	5.570269384	5.434916817	NON	A1
MvSl-1064-A1-R4_MC08g08513	Auto	Auto	0.00288	0.00288	0.00003	0.00025	95.6811	701363	703057	6.996114939	0.358637632	0.488511718	7.230531559	7.095046025	6.694091293	6.909804112	NON	A1
MvSl-1064-A1-R4_MC02g04035	Auto	Auto	0.00927	0.00349	0.00301	0.00286	3.07963	2065348	2070399	6.331805279	-0.3532051	0.490318715	6.088042048	6.198592606	6.585238012	6.403476521	NON	A1
MvSl-1064-A1-R4_MC01-1g02540	Auto	Auto	0.01009	0.00453	0.00438	0.0044	2.3036	1534115	1536614	3.780319708	-0.558461903	0.49310902	3.658288692	3.264633617	3.90794211	4.140997802	NON	A1
MvSl-1064-A1-R4_MC01-1g02423	Auto	Auto	0.0028	0.0014	0.01494	0.00532	0.187415	1242200	1245678	6.04059584	-0.406715436	0.493349128	6.047106379	5.55775031	6.181538855	6.275072398	NON	A1
MvSl-1064-A1-R4_MC02g03700	Auto	Auto	0.00268	0.0019	0.01108	0.00643	0.241875	1300851	1302027	6.195031827	0.392524827	0.494371366	6.158066566	6.56875769	6.08078864	5.884637382	NON	A1
MvSl-1064-A1-R4_MC05-3g06769	Auto	Auto	0.00798	0.00464	0.02063	0.01043	0.386813	746193	746538	0.143615656	-1.033490797	0.494371366	-0.350879619	-0.492760713	0.933672404	-0.06145975	NON	A1
MvSl-1064-A1-R4_MC09-2g09069	Auto	Auto	0.00825	0.00312	0.00291	0.00282	2.83495	374196	374387	6.22694018	-0.37241296	0.50051712	6.188710919	5.848995145	6.337668503	6.461036364	NON	A1
MvSl-1064-A1-R4_MC12g10872	Auto	Auto	0.00527	0.00373	0.00005	0	105.19	343955	345572	0.746269099	0.905167024	0.50051712	1.39744767	0.793813078	-0.205051883	0.630114729	NON	A1
MvSl-1064-A1-R4_MC05-3g06632	Auto	Auto	0.0019	0.0019	0.00814	0.00578	0.233412	437399	437725	6.889700235	-0.470024825	0.502804261	6.911879447	6.29384215	6.763152506	7.381624078	NON	A1
MvSl-1064-A1-R4_MC06g07311	Auto	Auto	0.00479	0.0034	0.01167	0.00831	0.410451	1225756	1227884	6.776948637	0.333462398	0.507224185	6.957389534	6.910466432	6.574298802	6.627067567	NON	A1
MvSl-1064-A1-R4_MC05-3g06650	Auto	Auto	0.00002	0	0.02134	0.00164	0.000937203	457113	457541	8.263970711	0.610389922	0.507421913	8.000664583	8.927285825	8.255862031	7.500171442	NON	A1
MvSl-1064-A1-R4_MC03g04616	Auto	Auto	0	0	0.00001	0	0	880911	884613	7.320896688	0.373661244	0.511375656	7.568134322	7.41946627	7.227152188	7.009117222	NON	A1
