gene	dn	dnse	ds	dsse	dnds
MvSl-1064-A1-R4_MC01-1g02026	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02027	0.02513	0.01041	0.04518	0.02069	0.556218335
MvSl-1064-A1-R4_MC01-1g02029	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02030	0.01308	0.00657	0.00013	0.00009	100.5380477
MvSl-1064-A1-R4_MC01-1g02031	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_A1g00179	0.00294	0.00207	0.00303	0.003	0.970265008
MvSl-1064-A1-R4_MC01-1g02032	0.00244	0.00244	0.00002	0	121.3930348
MvSl-1064-A1-R4_MC01-1g02033	0.00391	0.00276	0.00004	0.00006	97.50623441
MvSl-1064-A1-R4_MC01-1g02034	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02035	0.00466	0.00467	0.00903	0.00908	0.516051871
MvSl-1064-A1-R4_MC01-1g02036	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02039	0.00288	0.00167	0.00746	0.00432	0.386053806
MvSl-1064-A1-R4_A1g00180	0.02489	0.00765	0.00937	0.00419	2.656321704
MvSl-1064-A1-R4_MC01-1g02042	0.00247	0.00248	0.00773	0.00781	0.319530148
MvSl-1064-A1-R4_MC01-1g02045	0.70655	0.09975	1.08107	0.28347	0.653565389
MvSl-1064-A1-R4_MC01-1g02049	0.00148	0.00148	0.00001	0.00001	146.5346535
MvSl-1064-A1-R4_MC01-1g02051	0.00203	0.00203	0.00002	0	100.9950249
MvSl-1064-A1-R4_MC01-1g02052	0.00198	0.00198	0.00002	0	98.50746269
MvSl-1064-A1-R4_MC01-1g02053	0.00438	0.00311	0.00391	0.00394	1.120175955
MvSl-1064-A1-R4_A1g00182	0.62192	0.08377	0.97907	0.24013	0.635214986
MvSl-1064-A1-R4_MC01-1g02054	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02055	0.00002	0	0.0151	0	0.001324495
MvSl-1064-A1-R4_MC01-1g02056	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02057	0.00279	0.00198	0.00003	0.0001	92.6910299
MvSl-1064-A1-R4_MC01-1g02058	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02059	0.01753	0.00991	0.04988	0.02841	0.35144276
MvSl-1064-A1-R4_MC01-1g02060	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02062	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02063	0.69363	0.10564	1.1336	0.3549	0.611882444
MvSl-1064-A1-R4_A1g00183	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02064	0.00091	0.00091	0.00361	0.00256	0.25207058
MvSl-1064-A1-R4_MC01-1g02066	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02067	0	0	0.00001	0.00484	0
MvSl-1064-A1-R4_MC01-1g02068	0.00191	0.00135	0.00877	0.0044	0.21778543
MvSl-1064-A1-R4_MC01-1g02071	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02072	0.00102	0.00102	0.00001	0.00003	100.990099
MvSl-1064-A1-R4_MC01-1g02073	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02075	0.00104	0.00104	0.00238	0.00238	0.43695643
MvSl-1064-A1-R4_MC01-1g02076	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02079	0.64145	0.0877	3.09877	3.70904	0.207001481
MvSl-1064-A1-R4_MC01-1g02080	0.04264	0.01348	0.20388	0.07249	0.20914253
MvSl-1064-A1-R4_MC01-1g02081	0	0.00004	0.00002	0	0
MvSl-1064-A1-R4_MC01-1g02082	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00185	0.05791	0.01317	0.13783	0.03326	0.420154959
MvSl-1064-A1-R4_MC01-1g02084	0	0.00005	0.00001	0.00489	0
MvSl-1064-A1-R4_MC01-1g02085	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02086	0.00786	0.00502	0.01523	0.01201	0.516083282
MvSl-1064-A1-R4_MC01-1g02087	0.00157	0.00157	0.00002	0.00005	78.10945274
MvSl-1064-A1-R4_MC01-1g02088	0.00144	0.00224	0.00879	0.00976	0.163820662
MvSl-1064-A1-R4_MC01-1g02089	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02090	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02091	0.00492	0.00493	0.00005	0.00058	98.20359281
MvSl-1064-A1-R4_MC01-1g02093	0.00178	0.00175	0.00481	0.00338	0.370054677
MvSl-1064-A1-R4_MC01-1g02097	0.70632	0.05425	1.62412	0.31626	0.434893947
MvSl-1064-A1-R4_MC01-1g02100	0.00296	0.00296	0.00003	0	98.33887043
MvSl-1064-A1-R4_MC01-1g02102	0	0.00004	0.00002	0	0
MvSl-1064-A1-R4_MC01-1g02103	0.58414	0.06505	64.146	93.18174	0.009106413
MvSl-1064-A1-R4_MC01-1g02104	0	0	0.00249	0	0
MvSl-1064-A1-R4_MC01-1g02105	0.00001	0	0.00597	0.00055	0.001675014
MvSl-1064-A1-R4_A1g00187	0.00001	0	0.00889	0.00023	0.001124847
MvSl-1064-A1-R4_MC01-1g02106	0.00198	0.00199	0.00002	0	98.50746269
MvSl-1064-A1-R4_MC01-1g02107	0.05874	0.01969	0.31915	0.11589	0.184051329
MvSl-1064-A1-R4_MC01-1g02108	0.00294	0.00209	0.00712	0.00507	0.412915549
MvSl-1064-A1-R4_MC01-1g02109	0.00001	0	0.00886	0	0.001128655
MvSl-1064-A1-R4_MC01-1g02110	0.00189	0.00189	0.00002	0	94.02985075
MvSl-1064-A1-R4_MC01-1g02111	0.03607	0.01292	0.02494	0.00973	1.446265252
MvSl-1064-A1-R4_MC01-1g02113	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02114	0.67322	0.10902	71.45083	192.09282	0.009422144
MvSl-1064-A1-R4_MC01-1g02115	0.00208	0.00147	0.00273	0.00195	0.761876854
MvSl-1064-A1-R4_MC01-1g02116	0.00152	0.00107	0.00447	0.00317	0.340037136
MvSl-1064-A1-R4_MC01-1g02118	0.00134	0.00134	0.00001	0	132.6732673
MvSl-1064-A1-R4_MC01-1g02120	0.00467	0.0033	0.00464	0.00464	1.006443827
MvSl-1064-A1-R4_MC01-1g02122	0	0.00971	0	0.0001	0
MvSl-1064-A1-R4_MC01-1g02123	0	0.00198	0.00001	0	0
MvSl-1064-A1-R4_A1g00189	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02127	0	0	0.00439	0	0
MvSl-1064-A1-R4_MC01-1g02128	0.00001	0.00004	0.009	0.00897	0.001111099
MvSl-1064-A1-R4_MC01-1g02129	0.00671	0.00388	0.00007	0.00026	95.72039943
MvSl-1064-A1-R4_MC01-1g02130	0.00106	0.00107	0.00245	0.00246	0.432635403
MvSl-1064-A1-R4_MC01-1g02131	0.00164	0.00164	0.003	0.003	0.546648445
MvSl-1064-A1-R4_MC01-1g02132	0	0	0.002	0.00142	0
MvSl-1064-A1-R4_MC01-1g02133	0.00001	0	0.00606	0.00022	0.001650138
MvSl-1064-A1-R4_MC01-1g02135	1.02729	0.18468	5.44235	0	0.188758529
MvSl-1064-A1-R4_A1g00190	0	0.00004	0.00001	0.00244	0
MvSl-1064-A1-R4_MC01-1g02137	0.00001	0.00001	0.00885	0.00634	0.001129931
MvSl-1064-A1-R4_MC01-1g02139	0	0.00297	0.00001	0.00969	0
MvSl-1064-A1-R4_MC01-1g02141	0	0	0.00364	0.00039	0
MvSl-1064-A1-R4_MC01-1g02142	0	0	0.00294	0	0
MvSl-1064-A1-R4_MC01-1g02143	0.00415	0.00294	0.00004	0.00021	103.4912718
MvSl-1064-A1-R4_MC01-1g02145	0	0	0.0049	0	0
MvSl-1064-A1-R4_MC01-1g02146	0.00489	0.00292	0.00498	0.00323	0.981907994
MvSl-1064-A1-R4_MC01-1g02147	0.00138	0.00139	0.00001	0	136.6336634
MvSl-1064-A1-R4_MC01-1g02148	0	0.00113	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02149	0.00001	0	0.01379	0.00122	0.000725158
MvSl-1064-A1-R4_MC01-1g02151	0.51797	0.06888	6.06207	4.00891	0.085444409
MvSl-1064-A1-R4_MC01-1g02154	0.00392	0.00383	0.0143	0.01396	0.274123957
MvSl-1064-A1-R4_MC01-1g02155	0.00409	0.00236	0.00004	0.00009	101.9950125
MvSl-1064-A1-R4_MC01-1g02157	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02159	0.00001	0	0.00981	0.00068	0.001019358
MvSl-1064-A1-R4_MC01-1g02161	0.00001	0	0.00873	0	0.001145462
MvSl-1064-A1-R4_MC01-1g02163	0.00151	0.00151	0.00699	0.007	0.216019799
MvSl-1064-A1-R4_MC01-1g02164	0	0.00538	0.00001	0.01011	0
MvSl-1064-A1-R4_MC01-1g02165	0.00506	0.00293	0.00805	0.0057	0.62856362
MvSl-1064-A1-R4_MC01-1g02166	1.18264	0.23981	1.27668	0.47479	0.926340122
MvSl-1064-A1-R4_MC01-1g02167	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02168	0.88285	0.12868	1.92739	0.7491	0.458054651
MvSl-1064-A1-R4_MC01-1g02169	0.00002	0	0.01696	0.00126	0.001179238
MvSl-1064-A1-R4_MC01-1g02170	0.01025	0.00431	0.00634	0.00401	1.616693743
MvSl-1064-A1-R4_MC01-1g02174	0.00002	0	0.01753	0.00117	0.001140895
MvSl-1064-A1-R4_MC01-1g02175	0.00001	0	0.00772	0.00064	0.00129532
MvSl-1064-A1-R4_MC01-1g02181	0.00001	0	0.00924	0.00036	0.001082239
MvSl-1064-A1-R4_MC01-1g02182	0	0.00171	0.00001	0.0047	0
MvSl-1064-A1-R4_MC01-1g02183	0.00208	0.00208	0.00002	0	103.4825871
MvSl-1064-A1-R4_MC01-1g02184	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02185	0.00151	0.00151	0.00002	0.00009	75.12437811
MvSl-1064-A1-R4_MC01-1g02188	0.71158	0.09082	1.19775	0.2881	0.594097216
MvSl-1064-A1-R4_MC01-1g02189	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02190	0	0	0.00467	0.00034	0
MvSl-1064-A1-R4_MC01-1g02191	0.00256	0.00114	0.00239	0.00168	1.071084892
MvSl-1064-A1-R4_MC01-1g02192	0.25749	0.04281	0.49351	0.11511	0.52175224
MvSl-1064-A1-R4_MC01-1g02193	0.00981	0.00402	0.01644	0.00674	0.596711699
MvSl-1064-A1-R4_A1g00197	0.00587	0.00295	0.01539	0.00776	0.381414026
MvSl-1064-A1-R4_MC01-1g02195	0.00178	0.00126	0.00002	0	88.55721393
MvSl-1064-A1-R4_MC01-1g02196	0.00062	0.00062	0.0028	0.00198	0.221420664
MvSl-1064-A1-R4_MC01-1g02198	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02199	0.01025	0.00298	0.00941	0.00384	1.089255162
MvSl-1064-A1-R4_MC01-1g02200	0.00256	0.00256	0.00466	0.00466	0.549344435
MvSl-1064-A1-R4_MC01-1g02201	0	0.00005	0.00001	0.00283	0
MvSl-1064-A1-R4_MC01-1g02202	0.00002	0	0.02102	0.00154	0.00095147
MvSl-1064-A1-R4_MC01-1g02203	0.00161	0.00161	0.00754	0.00535	0.21352502
MvSl-1064-A1-R4_MC01-1g02204	0.00111	0.00111	0.00001	0.00005	109.9009901
MvSl-1064-A1-R4_MC01-1g02205	0.00248	0.00172	0.004	0.00386	0.6199845
MvSl-1064-A1-R4_MC01-1g02206	0.00087	0.00086	0.00174	0.00172	0.499971266
MvSl-1064-A1-R4_MC01-1g02209	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02210	0	0	0.00002	0	0
MvSl-1064-A1-R4_MC01-1g02211	0	0.00004	0.00001	0.00273	0
MvSl-1064-A1-R4_MC01-1g02212	0	0	0.00186	0	0
MvSl-1064-A1-R4_A1g00202	0.00412	0.00412	0.01156	0.01158	0.356398301
MvSl-1064-A1-R4_MC01-1g02216	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02217	0	0.00005	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02219	0	0.00002	0.00001	0.00375	0
MvSl-1064-A1-R4_MC01-1g02220	0.00391	0.00177	0.00188	0.002	2.079676613
MvSl-1064-A1-R4_MC01-1g02222	1.07899	0.16502	53.13496	167.01307	0.020306593
MvSl-1064-A1-R4_MC01-1g02223	0.00001	0	0.00974	0.00097	0.001026684
MvSl-1064-A1-R4_MC01-1g02224	0.00103	0.00073	0.00184	0.0013	0.559752187
MvSl-1064-A1-R4_MC01-1g02225	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00209	0.00418	0.00174	0.00941	0.00392	0.444203569
MvSl-1064-A1-R4_MC01-1g02227	0	0.00586	0.00001	0.01477	0
MvSl-1064-A1-R4_MC01-1g02230	0.00001	0	0.01067	0.00106	0.000937198
MvSl-1064-A1-R4_MC01-1g02231	0.00338	0.00338	0.00003	0.00017	112.2923588
MvSl-1064-A1-R4_MC01-1g02232	0.01895	0.00728	0.02861	0.0115	0.662353505
MvSl-1064-A1-R4_MC01-1g02233	0.00365	0.00369	0.01507	0.01527	0.242201445
MvSl-1064-A1-R4_MC01-1g02234	0.00045	0.00046	0.00425	0.00246	0.105879862
MvSl-1064-A1-R4_A1g00210	0.0071	0.00455	0.01088	0.00883	0.652567532
MvSl-1064-A1-R4_MC01-1g02236	0.00163	0.00163	0.00002	0	81.09452736
MvSl-1064-A1-R4_MC01-1g02237	0.00092	0.00065	0.00226	0.00158	0.407061634
MvSl-1064-A1-R4_MC01-1g02238	0.00519	0.00518	0.01325	0.01328	0.391695157
MvSl-1064-A1-R4_MC01-1g02241	0	0.00004	0.00001	0.00752	0
MvSl-1064-A1-R4_MC01-1g02242	0.00163	0.00163	0.01333	0.00774	0.122279653
MvSl-1064-A1-R4_MC01-1g02243	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02244	0.70469	0.09971	2.40372	2.32269	0.293166413
MvSl-1064-A1-R4_MC01-1g02245	0	0	0	0	0
MvSl-1064-A1-R4_A1g00211	0.00479	0.00277	0.00478	0.00482	1.002071086
MvSl-1064-A1-R4_MC01-1g02246	0.0034	0.0024	0.00366	0.00363	0.928936368
MvSl-1064-A1-R4_MC01-1g02247	0.01677	0.00623	0.0432	0.01766	0.388193546
MvSl-1064-A1-R4_MC01-1g02248	0.24975	0.03464	0.75589	0.21666	0.330405174
MvSl-1064-A1-R4_MC01-1g02249	0.75719	0.11553	1.99032	0.77471	0.380436293
MvSl-1064-A1-R4_MC01-1g02250	0.00051	0.00051	0.00541	0.00271	0.094268128
MvSl-1064-A1-R4_MC01-1g02251	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02252	0.00817	0.00578	0.00008	0.00045	101.9975031
MvSl-1064-A1-R4_MC01-1g02257	0.00177	0.00176	0.00884	0.00626	0.200223979
MvSl-1064-A1-R4_MC01-1g02261	0	0	0.00323	0	0
MvSl-1064-A1-R4_A1g00212	0.98258	0.1325	1.15696	0.29973	0.849277343
MvSl-1064-A1-R4_MC01-1g02263	0.00001	0	0.0051	0	0.001960746
MvSl-1064-A1-R4_MC01-1g02264	0	0.00005	0.00002	0	0
MvSl-1064-A1-R4_MC01-1g02268	0.00506	0.0024	0.00882	0.00561	0.573689641
MvSl-1064-A1-R4_MC01-1g02271	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02272	0.58695	0.0876	83.24312	190.02889	0.007051033
MvSl-1064-A1-R4_A1g00213	0.61694	0.097	66.18327	116.61985	0.009321691
MvSl-1064-A1-R4_MC01-1g02273	0.00119	0.00083	0.00154	0.00153	0.772677099
MvSl-1064-A1-R4_MC01-1g02274	0.00156	0.00078	0.00525	0.00235	0.297137197
MvSl-1064-A1-R4_MC01-1g02277	0	0.00699	0.00001	0.01805	0
MvSl-1064-A1-R4_MC01-1g02280	0.85998	0.13177	54.80883	49.84818	0.015690537
MvSl-1064-A1-R4_MC01-1g02281	0.00846	0.006	0.02519	0.0147	0.335846225
MvSl-1064-A1-R4_MC01-1g02282	0.31703	0.05703	0.59062	0.19547	0.536774824
MvSl-1064-A1-R4_A1g00214	0	0.04222	0.00001	0.0916	0
MvSl-1064-A1-R4_MC01-1g02285	0	0.00059	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02289	0.0044	0.0044	0.00004	0	109.7256858
MvSl-1064-A1-R4_MC01-1g02290	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02292	0.05247	0.01361	0.18383	0.05021	0.285426598
MvSl-1064-A1-R4_MC01-1g02294	0.00223	0.0013	0.00252	0.00145	0.88488552
MvSl-1064-A1-R4_MC01-1g02295	0.86505	0.14887	62.25519	91.39136	0.013895227
MvSl-1064-A1-R4_MC01-1g02296	0	0.00136	0.00001	0.00457	0
MvSl-1064-A1-R4_MC01-1g02297	0.00329	0.0033	0.00003	0.00027	109.3023256
MvSl-1064-A1-R4_MC01-1g02298	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02299	0.00085	0.00086	0.00529	0.00376	0.160677492
MvSl-1064-A1-R4_MC01-1g02300	0.00303	0.00304	0.00666	0.0067	0.454948124
MvSl-1064-A1-R4_MC01-1g02302	0.00001	0	0.0088	0.00027	0.001136351
MvSl-1064-A1-R4_MC01-1g02304	0.00001	0.00003	0.01495	0.00764	0.000668892
MvSl-1064-A1-R4_MC01-1g02305	0.00096	0.00097	0.00315	0.00318	0.30475223
MvSl-1064-A1-R4_A1g00219	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02306	0.04331	0.02295	0.10284	0.07258	0.421139225
MvSl-1064-A1-R4_MC01-1g02307	0.00001	0	0.00543	0.00054	0.001841587
MvSl-1064-A1-R4_MC01-1g02308	0	0.00005	0.00002	0.00374	0
MvSl-1064-A1-R4_MC01-1g02309	0.00001	0	0.00525	0.00037	0.001904726
MvSl-1064-A1-R4_MC01-1g02310	0.93033	0.14123	1.33759	0.40783	0.695526978
MvSl-1064-A1-R4_MC01-1g02311	0.77759	0.08892	1.89699	0.60879	0.409907253
MvSl-1064-A1-R4_MC01-1g02312	0.00001	0	0.00739	0.00045	0.001353162
MvSl-1064-A1-R4_MC01-1g02313	0.00057	0.00056	0.00234	0.00166	0.243579334
MvSl-1064-A1-R4_MC01-1g02315	0.0291	0.01113	0.00029	0	100.3102378
MvSl-1064-A1-R4_A1g00223	0	0.00006	0.00001	0.01686	0
MvSl-1064-A1-R4_MC01-1g02316	0	0.00003	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02317	0.00124	0.00125	0.00345	0.00348	0.359409872
MvSl-1064-A1-R4_MC01-1g02319	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02320	0.00001	0	0.00913	0.00023	0.001095278
MvSl-1064-A1-R4_MC01-1g02322	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02323	0.00001	0	0.00943	0.00171	0.001060434
MvSl-1064-A1-R4_MC01-1g02325	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02326	0.00386	0.00104	0.00561	0.00083	0.688044776
MvSl-1064-A1-R4_MC01-1g02328	0.81256	0.11881	59.06468	163.24938	0.013757122
MvSl-1064-A1-R4_MC01-1g02330	0.00435	0.0044	0.01587	0.01618	0.274100352
MvSl-1064-A1-R4_MC01-1g02331	0.00141	0.0008	0.00094	0.00088	1.499840443
MvSl-1064-A1-R4_MC01-1g02332	0.00206	0.00095	0.00229	0	0.899524038
MvSl-1064-A1-R4_MC01-1g02333	0.00073	0.00073	0.00203	0.00202	0.359588198
MvSl-1064-A1-R4_MC01-1g02334	0.00278	0.00197	0.00003	0.00006	92.35880399
MvSl-1064-A1-R4_MC01-1g02335	0.79558	0.13176	2.84309	1.3919	0.279829331
MvSl-1064-A1-R4_MC01-1g02336	0.00385	0.00386	0.00004	0	96.00997506
MvSl-1064-A1-R4_A1g00023	0.00765	0.00544	0.00008	0.00006	95.50561798
MvSl-1064-A1-R4_MC01-1g02338	0.00199	0.00097	0.0011	0.001	1.808926461
MvSl-1064-A1-R4_MC01-1g02341	0.00001	0	0.01465	0.00054	0.000682589
MvSl-1064-A1-R4_MC01-1g02343	0.00168	0.00168	0.00839	0.00596	0.200235992
MvSl-1064-A1-R4_MC01-1g02345	0.01234	0.00876	0.00012	0.00007	102.7477102
MvSl-1064-A1-R4_MC01-1g02346	0.00778	0.00303	0.0203	0.00782	0.383249344
MvSl-1064-A1-R4_MC01-1g02348	0.05467	0.01749	0.06572	0.03886	0.831861181
MvSl-1064-A1-R4_MC01-1g02349	0.00714	0.00262	0.01078	0.00415	0.662331518
MvSl-1064-A1-R4_MC01-1g02352	0.01255	0.00448	0.01393	0.00818	0.90092677
MvSl-1064-A1-R4_MC01-1g02353	0.00606	0.00609	0.00006	0.00043	100.8319468
MvSl-1064-A1-R4_MC01-1g02354	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02356	0.01629	0.00801	0.02387	0.01629	0.682443727
MvSl-1064-A1-R4_MC01-1g02357	0.0024	0.0012	0.0052	0.0026	0.461529586
MvSl-1064-A1-R4_MC01-1g02358	0.00111	0.00111	0.00001	0.00004	109.9009901
MvSl-1064-A1-R4_MC01-1g02363	0.40846	0.05602	0.97307	0.23047	0.419764208
MvSl-1064-A1-R4_MC01-1g02365	0.00083	0.00084	0.00437	0.00312	0.189927004
MvSl-1064-A1-R4_MC01-1g02366	0	0	0.00325	0	0
MvSl-1064-A1-R4_MC01-1g02367	0.00546	0.00296	0.00732	0.00526	0.74589145
MvSl-1064-A1-R4_MC01-1g02369	0.00001	0	0.01085	0.00059	0.00092165
MvSl-1064-A1-R4_MC01-1g02370	0.00001	0	0.00826	0.00094	0.001210639
MvSl-1064-A1-R4_MC01-1g02371	0.00607	0.00431	0.01055	0.01066	0.575349997
MvSl-1064-A1-R4_MC01-1g02372	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02373	0.00408	0.00289	0.00004	0.00018	101.7456359
MvSl-1064-A1-R4_MC01-1g02378	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02380	0.00001	0.00007	0.00542	0.00402	0.001844984
MvSl-1064-A1-R4_MC01-1g02384	0.00001	0.00001	0.00977	0.00982	0.001023531
MvSl-1064-A1-R4_A1g00236	0.00119	0.00119	0.00001	0	117.8217822
MvSl-1064-A1-R4_MC01-1g02385	0.00001	0	0.00514	0	0.001945487
MvSl-1064-A1-R4_MC01-1g02386	0.00984	0.00707	0.02029	0.01466	0.484965574
MvSl-1064-A1-R4_MC01-1g02387	0	0	0.00385	0	0
MvSl-1064-A1-R4_MC01-1g02388	0.00198	0.00198	0.00002	0.00008	98.50746269
MvSl-1064-A1-R4_MC01-1g02389	0.0012	0.00121	0.00246	0.00247	0.487785049
MvSl-1064-A1-R4_MC01-1g02393	0	0.01877	0.00001	0.03792	0
MvSl-1064-A1-R4_MC01-1g02395	0.00236	0.00167	0.0071	0.00503	0.332389685
MvSl-1064-A1-R4_MC01-1g02396	0	0.01805	0.00001	0.04539	0
MvSl-1064-A1-R4_MC01-1g02397	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02398	0.00739	0.00518	0.03469	0.01745	0.213029077
MvSl-1064-A1-R4_MC01-1g02399	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02400	0.00354	0.00205	0.00004	0.00012	88.27930175
MvSl-1064-A1-R4_MC01-1g02402	0.00001	0	0.00722	0	0.001385022
MvSl-1064-A1-R4_MC01-1g02403	0.00065	0.00065	0.00284	0.00201	0.228865181
MvSl-1064-A1-R4_MC01-1g02404	0.001	0.001	0.00814	0.00408	0.122848614
MvSl-1064-A1-R4_MC01-1g02405	0.92902	0.13157	1.56082	0.57242	0.595212735
MvSl-1064-A1-R4_MC01-1g02408	0	0.00427	0.00001	0.01016	0
MvSl-1064-A1-R4_MC01-1g02409	0.00248	0.0023	0.01992	0.01363	0.124497367
MvSl-1064-A1-R4_MC01-1g02410	0.00001	0	0.00628	0	0.001592331
MvSl-1064-A1-R4_MC01-1g02411	0.01008	0.00593	0.01961	0.0115	0.514020836
MvSl-1064-A1-R4_MC01-1g02413	0.00103	0.00103	0.00001	0.00003	101.980198
MvSl-1064-A1-R4_MC01-1g02415	0.00215	0.00153	0.00801	0.00569	0.268411131
MvSl-1064-A1-R4_A1g00240	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02416	0.00341	0.00241	0.00003	0	113.2890365
MvSl-1064-A1-R4_MC01-1g02417	0	0.00322	0.00001	0.00696	0
MvSl-1064-A1-R4_MC01-1g02420	0	0	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02423	0	0	0.00471	0.00064	0
MvSl-1064-A1-R4_MC01-1g02424	0.01028	0.00595	0.0001	0.00007	102.6973027
MvSl-1064-A1-R4_MC01-1g02425	0.66355	0.09471	2.15602	0.9639	0.307766147
MvSl-1064-A1-R4_MC01-1g02426	0.00189	0.00309	0.00584	0.0096	0.323624595
MvSl-1064-A1-R4_MC01-1g02427	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00241	0.00291	0.00204	0.00298	0.00293	0.976477299
MvSl-1064-A1-R4_MC01-1g02429	0.12591	0.03391	0.59591	0.17359	0.21129026
MvSl-1064-A1-R4_MC01-1g02431	0	0.00003	0.00001	0.00225	0
MvSl-1064-A1-R4_MC01-1g02432	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02433	0.00136	0.00136	0.0192	0.0097	0.070832964
MvSl-1064-A1-R4_MC01-1g02434	0.00146	0.00146	0.0115	0.00819	0.126955418
MvSl-1064-A1-R4_MC01-1g02435	0.00053	0.00053	0.00681	0.00394	0.077825583
MvSl-1064-A1-R4_MC01-1g02437	0.00385	0.00272	0.00988	0.00701	0.389672169
MvSl-1064-A1-R4_A1g00242	0.00388	0.00388	0.01418	0.01422	0.273622894
MvSl-1064-A1-R4_MC01-1g02439	0.00001	0	0.01141	0	0.000876417
MvSl-1064-A1-R4_MC01-1g02440	0.00456	0.00204	0.00005	0.00016	91.01796407
MvSl-1064-A1-R4_MC01-1g02441	0.0044	0.00442	0.00004	0.00038	109.7256858
MvSl-1064-A1-R4_MC01-1g02443	0.04673	0.01441	0.08935	0.03124	0.522998855
MvSl-1064-A1-R4_MC01-1g02445	0.00236	0.00166	0.00342	0.00338	0.690038303
MvSl-1064-A1-R4_MC01-1g02446	0.00001	0	0.01211	0.0008	0.000825757
MvSl-1064-A1-R4_A1g00024	0.66127	0.11262	1.50716	0.58227	0.438752326
MvSl-1064-A1-R4_A1g00243	0.6594	0.09603	2.3145	0.78761	0.284899534
MvSl-1064-A1-R4_MC01-1g02448	0.00001	0	0.00596	0	0.001677824
MvSl-1064-A1-R4_MC01-1g02449	0.011	0.00835	0.00878	0.00993	1.252833111
MvSl-1064-A1-R4_MC01-1g02453	0.00003	0	0.03364	0.00637	0.000891793
MvSl-1064-A1-R4_MC01-1g02455	0.00003	0	0.0339	0.00357	0.000884953
MvSl-1064-A1-R4_MC01-1g02456	0.02516	0.01196	0.02087	0.0118	1.205552441
MvSl-1064-A1-R4_MC01-1g02457	0	0	0.00001	0	0
MvSl-1064-A1-R4_A1g00244	0	0.00112	0.00001	0	0
MvSl-1064-A1-R4_MC01-1g02458	0.05032	0.01252	0.12251	0.03787	0.410741645
MvSl-1064-A1-R4_MC01-1g02459	0	0.02379	0.00001	0.05063	0
MvSl-1064-A1-R4_MC01-1g02460	0.00636	0.00368	0.01446	0.01029	0.439830983
