gene	FDR
MinSal-1389-A1-17072018_C001g00002	7.53538837087205e-11
MinSal-1389-A1-17072018_C001g00004	8.82047333583269e-70
MinSal-1389-A1-17072018_C001g00007	0.691237075959719
MinSal-1389-A1-17072018_C001g00008	5.75035306978097e-135
MinSal-1389-A1-17072018_C001g00009	1
MinSal-1389-A1-17072018_C001g00011	0.488701563395117
MinSal-1389-A1-17072018_C001g00012	1.30588535668213e-26
MinSal-1389-A1-17072018_C001g00013	1
MinSal-1389-A1-17072018_C001g00014	2.50987195237712e-74
MinSal-1389-A1-17072018_C001g00015	3.32746345617561e-07
MinSal-1389-A1-17072018_C001g00016	0.483497331947421
MinSal-1389-A1-17072018_C001g00019	0.0500376342353346
MinSal-1389-A1-17072018_C001g00020	1
MinSal-1389-A1-17072018_C001g00021	0.0508752403673117
MinSal-1389-A1-17072018_C001g00022	1.66152310679593e-157
MinSal-1389-A1-17072018_C001g00027	2.11550143775371e-67
MinSal-1389-A1-17072018_C001g00028	5.00568101806779e-09
MinSal-1389-A1-17072018_C001g00030	1
MinSal-1389-A1-17072018_C001g00031	2.33923080919633e-122
MinSal-1389-A1-17072018_C001g00032	0.00122557324452343
MinSal-1389-A1-17072018_C001g00033	8.0810557962429e-75
MinSal-1389-A1-17072018_C001g00035	1.3757266843968e-20
MinSal-1389-A1-17072018_C001g00036	2.34884077250392e-86
MinSal-1389-A1-17072018_C001g00037	1
MinSal-1389-A1-17072018_C001g00038	1.19213197260519e-26
MinSal-1389-A1-17072018_C001g00039	1
MinSal-1389-A1-17072018_C001g00040	1
MinSal-1389-A1-17072018_C001g00045	0.122497987823312
MinSal-1389-A1-17072018_C001g00047	1
MinSal-1389-A1-17072018_C001g00048	3.49573213169986e-40
MinSal-1389-A1-17072018_C001g00050	8.1595220397197e-06
MinSal-1389-A1-17072018_C001g00051	1
MinSal-1389-A1-17072018_C001g00052	3.52074282431362e-50
MinSal-1389-A1-17072018_C001g00053	1.1665499643302e-13
MinSal-1389-A1-17072018_C001g00054	1
MinSal-1389-A1-17072018_C001g00056	1
MinSal-1389-A1-17072018_C001g00057	2.65286324573951e-11
MinSal-1389-A1-17072018_C001g00058	0.252897165682
MinSal-1389-A1-17072018_C001g00059	4.8005207381636e-88
MinSal-1389-A1-17072018_C001g00060	1
MinSal-1389-A1-17072018_C001g00061	9.78947889778854e-43
MinSal-1389-A1-17072018_C001g00062	0.946239074842561
MinSal-1389-A1-17072018_C001g00063	1
MinSal-1389-A1-17072018_C001g00064	0.88484927514886
MinSal-1389-A1-17072018_C001g00065	1.26209932495938e-14
MinSal-1389-A1-17072018_C001g00067	3.54194577163959e-110
MinSal-1389-A1-17072018_C001g00071	1
MinSal-1389-A1-17072018_C001g00075	1.08691795066562e-95
MinSal-1389-A1-17072018_C001g00076	0.0188596363249559
MinSal-1389-A1-17072018_C001g00077	1.88206943672983e-35
MinSal-1389-A1-17072018_C001g00078	2.54539722074687e-121
MinSal-1389-A1-17072018_C001g00079	0.967885275103949
MinSal-1389-A1-17072018_C001g00080	3.01177581240755e-115
MinSal-1389-A1-17072018_C001g00081	2.28092508277293e-06
MinSal-1389-A1-17072018_C001g00083	7.50642259543464e-09
MinSal-1389-A1-17072018_C001g00084	1
MinSal-1389-A1-17072018_C001g00085	4.11811191103159e-123
MinSal-1389-A1-17072018_C001g00086	0.400530939496479
MinSal-1389-A1-17072018_C001g00091	1
MinSal-1389-A1-17072018_C001g00092	0.730776484803357
MinSal-1389-A1-17072018_C001g00093	1.04516638836278e-07
MinSal-1389-A1-17072018_C001g00094	1
MinSal-1389-A1-17072018_C001g00095	1
MinSal-1389-A1-17072018_C001g00096	1
MinSal-1389-A1-17072018_C001g00098	0.618939856182382
MinSal-1389-A1-17072018_C001g00099	1
MinSal-1389-A1-17072018_C001g00100	3.7028736269086e-33
MinSal-1389-A1-17072018_C001g00101	2.95438042284468e-14
MinSal-1389-A1-17072018_C001g00102	1
MinSal-1389-A1-17072018_C001g00103	1.13215888945817e-112
MinSal-1389-A1-17072018_C001g00104	0.0111639160534165
MinSal-1389-A1-17072018_C001g00105	1
MinSal-1389-A1-17072018_C001g00106	0.2571543495866
MinSal-1389-A1-17072018_C001g00107	0.778994769714322
MinSal-1389-A1-17072018_C001g00108	0.000917631558778136
MinSal-1389-A1-17072018_C001g00109	1
