gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A1-R4_MC07g07575	57.1	70.8	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08680	57.36	62.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10829	62.67	74.67	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11655	55.34	60.22	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00061	56.06	67.27	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_MC12g10765	56.64	62.76	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10778	62.5	72.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00912	55.17	67.84	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC01-2g03100	55.95	63.78	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07861	58.05	75.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10615	56.37	64.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10952	56.92	65.45	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03573	53.26	61.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09924	56.76	57.66	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10844	57.55	67.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06401	58.07	68.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00352	58.84	75.38	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC01-1g01804	51.76	55.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03061	58.23	67.08	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03157	48.12	55.22	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03646	56.94	61.11	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04127	50.54	60.87	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04727	58.21	66.08	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05587	58.56	59.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06751	57.8	69.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06843	57.2	56.79	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07867	61.9	76.28	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08048	55.94	68.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08085	55.73	80	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08274	53.53	61.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08625	55.75	64.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10395	62.9	69.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10550	63.89	73.88	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11194	57.42	64.21	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11362	56.16	58.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11687	57.73	58.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11843	55.28	53.77	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02333	58.28	66.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02538	60.17	66.97	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04017	54.65	60.25	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07683	56.23	61.77	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09753	56.54	71.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11748	58.09	60.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC15g12051	56.3	61.3	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09762	54.28	55.95	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03114	52.69	57.26	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10157	56.79	67.83	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06585	55.13	61.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02114	54.98	70.78	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04711	59.89	72.1	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10901	57.14	72.1	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01802	53.05	59.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02211	56.11	67.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03458	56.03	59.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05795	55.77	70.13	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06916	54.02	84.48	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07968	56.89	69.88	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08637	57.13	68.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09273	58.45	66.06	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09522	57.23	64.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11043	62.51	62.94	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02561	59.52	57.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05273	50.79	51.95	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01844	54.15	70.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04390	54.73	60.88	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03854	51.77	51.06	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00290	55.89	68.12	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC04-1g05968	55.17	60.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06992	59.96	72.28	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02044	58.46	73.87	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08786	52.78	66.67	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11119	60.22	65.2	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04748	54.83	66.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04186	59.93	63.68	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g06887	51.46	48.91	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04799	56.97	75.37	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09417	61.36	64.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07299	55.57	63.74	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g10007	60.23	74.4	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01902	55.82	57.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02031	58.47	67.44	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03219	55.07	60.27	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03271	54.44	69.25	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08072	61.61	71.33	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02150	58.58	73.39	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03532	59.72	66.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04404	55.61	60.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05317	58.27	64.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05511	59.5	71.95	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05618	56.83	64.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-1g06172	57.86	72.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06580	60.17	72.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06763	56	61.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03647	57.34	66.94	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06662	55.85	73.17	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09397	58.31	66.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10290	57.71	69.89	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06553	57.72	66.91	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10306	52.17	63.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g02983	56.64	59.12	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05613	52.78	57.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07667	58.44	67.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09601	57.39	64.8	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09782	54.29	64.8	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10648	53.39	57.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11704	54.38	65.62	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03996	55.02	62.14	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06766	58.14	66.2	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03203	57.26	67.58	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05126	56.36	79.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06385	57.76	77.48	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06682	54.29	61.68	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08031	53.73	65.72	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10242	50.72	55.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11156	54.66	57.69	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02281	57.74	68	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00068	56.7	56.53	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00532	53.46	60.71	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC01-1g02100	57.49	65.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02116	58.05	70.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02410	58.65	64.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02460	55.54	67.32	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02692	59.56	68.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03185	54.54	66.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03601	60.65	64.77	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03712	54.88	63.54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03742	56.11	65.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03897	59.85	70.45	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g04162	53.68	61.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05118	53.84	58.48	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05225	50.78	57.28	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05556	54.27	58.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05634	55.99	71.52	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05756	55.4	70.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-2g06096	55.43	61.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-1g06177	59.24	78.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-2g06422	59.22	56.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06508	55.09	64.63	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06544	54.38	62.84	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06630	56.11	63.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06765	57.11	56.32	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06801	54.58	68.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07150	58.06	65.32	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07209	48.44	54.67	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07488	58.52	58.46	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08070	54.73	58.71	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09603	53.15	61.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09693	55.74	74.4	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09703	53.04	62.22	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09747	57.51	59.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09749	57.56	69.08	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10566	55.09	61.9	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10758	56.06	60.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10950	60.22	77.82	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10970	55.21	69.06	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11546	58.7	72.96	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11587	56.36	76.97	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11681	55.79	61.09	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC14g11833	59.89	68.03	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01812	60.18	68.13	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02372	59.73	67.29	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02659	56.56	59.41	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03030	63.84	80.66	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-2g03125	52.51	60.62	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03789	59.43	57.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03987	57.96	77.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g04603	58.51	63.35	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05029	58.46	63.82	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05188	57.31	62.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC03g05205	49.61	53.49	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05470	59.38	70.31	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05671	57.64	63.06	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05691	59.96	64.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06702	55.58	66.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06737	59.81	80.61	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07118	55.36	59.34	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07416	57.03	68.18	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g07948	59.49	69.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08434	58.37	65.35	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08576	57.15	78.05	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08729	55.63	68.51	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09205	57.01	82.24	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09401	54.48	57.5	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09490	55.61	55.94	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09494	54.44	60.55	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC09-2g09547	59.33	65	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10847	53.26	61.59	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10910	55.92	66.85	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11034	54.48	60.92	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11066	56.84	61.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11213	59.21	60.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g11255	51.83	61.54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11478	58.52	79.04	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11494	62.78	71.56	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05590	56.4	60.98	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03957	53.27	58.54	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07069	53.81	72.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC13g11376	56.07	64.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g01368	56.83	61.88	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_MC04-1g05889	53.88	61.12	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06690	56.85	73.16	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-2g09985	55.41	67.53	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC12g10926	61.54	65.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC16g12184	57.58	67.38	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03896	54.68	61.87	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC10-1g09674	60.9	71.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00026	55.03	60.67	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_MC02g04060	59.21	78.11	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC06g07356	56.74	63.23	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC07g08213	56.14	62.69	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC08g08330	60.78	77.7	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC02g03732	57.12	56.78	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC11g10633	53.71	66.86	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02706	55.44	64.15	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05868	55.06	69.65	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC05-3g06665	51.69	55.07	Auto	Auto	NON	A1
MvSl-1064-A1-R4_A1g00002	58.84	67.35	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00004	56.53	60.35	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00005	53.16	58.76	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00006	59.23	74.82	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00013	55.97	66.14	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00019	51.15	58.02	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00020	51.45	57.61	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00025	52.56	68.39	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00027	56.9	71.34	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00031	51.72	57.99	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00032	59.14	62.55	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00036	56.87	61.81	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00037	53.08	58.49	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00040	52.35	64.54	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00046	55.29	72.35	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00047	51.56	56.67	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00048	53.24	54.77	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00049	50.08	54.58	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00052	52.81	54.55	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00053	54.42	59.67	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00054	53.13	59.13	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00056	56.96	73.48	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00057	53.4	62.96	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00058	49.33	58	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00059	52.17	56.52	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00060	55.77	66.98	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00062	56.78	48.95	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00063	50.89	56.15	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00064	57.08	60.09	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00066	58.2	76.22	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00067	50.07	56.42	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00072	55.02	67.47	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00076	53.1	55.35	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00077	57.99	53.8	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g00113	61.59	72.33	Green	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00184	56.82	70.45	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00186	56.98	64.08	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00253	52.54	57.11	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00281	56.93	63.25	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00311	58.37	60.41	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00327	55.13	60.58	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00368	57.44	64.34	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00369	56.46	66.15	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00370	56.01	68.34	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00372	55.85	69.82	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00374	55.02	66.05	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00390	60.05	66.67	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00391	59.14	73.51	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00394	56.23	73.91	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00396	58.05	73.81	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00397	58.93	74.4	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00398	63.98	81.45	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00399	59.63	82.61	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00402	61.43	68.55	Red	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00432	56.46	78.57	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00441	57.14	67.64	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00478	57.25	70.95	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00481	50.27	54.64	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00504	53.75	58.75	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00505	56.15	63.71	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00506	55.39	68.97	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00507	54.99	59.56	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00510	48.96	49.06	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00511	54.43	61.3	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00512	53.53	61.06	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00513	54.57	62.5	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00514	55.8	57.85	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00541	55.91	60.06	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00543	55.71	67.95	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00544	54.39	63.34	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00568	56.31	54.55	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00576	61.93	66.05	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00593	56.83	64.34	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00645	57.61	60.5	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00647	57.03	66.55	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00669	59.36	66.57	Orange	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00693	53.23	72.54	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00750	52.22	58.44	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00756	50	65.28	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00757	52.35	60.74	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00794	56.73	62.28	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00801	53.58	63.61	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00845	58.48	60.49	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00921	57.14	67.63	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00960	53.07	65.35	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00968	56.28	74.18	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01154	58.74	74.59	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01228	55.8	60.33	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01272	54.89	76.09	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01290	54.13	57.86	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01348	59.6	67.3	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01350	54.07	59.84	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01351	59.64	83.57	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01366	60.17	64.3	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01385	57.79	69.31	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01431	57.11	66.35	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01440	56.13	66.89	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01441	57.28	59.54	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01444	59.71	76.8	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01445	59.21	63.31	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01447	55.12	62.57	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01450	57.19	68.43	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01451	57.04	68.97	bPAR	bPAR	NON	A1
