gene	FDR
MvSl-1064-A2-R4_A2g00001	0.000327097006199158
MvSl-1064-A2-R4_A2g00002	0.155749667754641
MvSl-1064-A2-R4_A2g00003	2.4464782043652e-06
MvSl-1064-A2-R4_A2g00004	1
MvSl-1064-A2-R4_A2g00005	0.293225243426118
MvSl-1064-A2-R4_A2g00006	1
MvSl-1064-A2-R4_A2g00007	0.00583472122905061
MvSl-1064-A2-R4_A2g00008	0.0778226993983595
MvSl-1064-A2-R4_A2g00009	0.187696127139076
MvSl-1064-A2-R4_A2g00010	1
MvSl-1064-A2-R4_A2g00011	0.318594951575241
MvSl-1064-A2-R4_A2g00013	0.080596154527814
MvSl-1064-A2-R4_A2g00014	8.9919507095826e-07
MvSl-1064-A2-R4_A2g00015	1.22387205446269e-08
MvSl-1064-A2-R4_A2g00016	0.000215934981685642
MvSl-1064-A2-R4_A2g00017	0.0841788263852945
MvSl-1064-A2-R4_A2g00019	1.36434077332646e-10
MvSl-1064-A2-R4_A2g00020	1.00132025363239e-16
MvSl-1064-A2-R4_A2g00021	3.80194567959415e-26
MvSl-1064-A2-R4_A2g00023	0.00117776251624532
MvSl-1064-A2-R4_A2g00024	1.73811370825605e-37
MvSl-1064-A2-R4_A2g00025	0.000198862776209102
MvSl-1064-A2-R4_A2g00026	0.00140915475167869
MvSl-1064-A2-R4_A2g00027	0.53701088269569
MvSl-1064-A2-R4_A2g00028	0.000285571481110548
MvSl-1064-A2-R4_A2g00029	1
MvSl-1064-A2-R4_A2g00030	1
MvSl-1064-A2-R4_A2g00031	2.31097562268609e-38
MvSl-1064-A2-R4_A2g00032	0.456042744978544
MvSl-1064-A2-R4_A2g00033	2.33910425216259e-06
MvSl-1064-A2-R4_A2g00035	7.7575975349834e-23
MvSl-1064-A2-R4_A2g00036	0.928134628747566
MvSl-1064-A2-R4_A2g00037	1
MvSl-1064-A2-R4_A2g00039	0.00159077220829687
MvSl-1064-A2-R4_A2g00040	0.399897495159371
MvSl-1064-A2-R4_A2g00046	0.000578114784467149
MvSl-1064-A2-R4_A2g00047	1
MvSl-1064-A2-R4_A2g00048	0.875688899023529
MvSl-1064-A2-R4_A2g00049	1
MvSl-1064-A2-R4_A2g00050	1
MvSl-1064-A2-R4_A2g00051	1
MvSl-1064-A2-R4_A2g00052	7.22089362374801e-28
MvSl-1064-A2-R4_A2g00053	0.000681639929541756
MvSl-1064-A2-R4_A2g00054	1
MvSl-1064-A2-R4_A2g00055	0.156778441925357
MvSl-1064-A2-R4_A2g00056	0.842798712481903
MvSl-1064-A2-R4_A2g00057	1
MvSl-1064-A2-R4_A2g00058	0.735525041368151
MvSl-1064-A2-R4_A2g00059	1
MvSl-1064-A2-R4_A2g00060	0.266516657581885
MvSl-1064-A2-R4_A2g00061	0.913017722306434
MvSl-1064-A2-R4_A2g00062	1
MvSl-1064-A2-R4_A2g00063	0.00725422044451646
MvSl-1064-A2-R4_A2g00064	0.021281919865311
MvSl-1064-A2-R4_A2g00065	2.48850041496339e-11
MvSl-1064-A2-R4_A2g00066	1
MvSl-1064-A2-R4_A2g00067	3.08165134829821e-74
MvSl-1064-A2-R4_A2g00068	5.30731302734987e-22
MvSl-1064-A2-R4_A2g00069	1
MvSl-1064-A2-R4_A2g00070	0.113814290310011
MvSl-1064-A2-R4_A2g00071	5.41008468513256e-07
MvSl-1064-A2-R4_A2g00072	0.0396036623623086
MvSl-1064-A2-R4_A2g00073	0.36476374493931
MvSl-1064-A2-R4_A2g00074	0.950547744540618
MvSl-1064-A2-R4_A2g00076	0.701776976445617
MvSl-1064-A2-R4_A2g00077	1
MvSl-1064-A2-R4_A2g00078	1
MvSl-1064-A2-R4_A2g00079	1
MvSl-1064-A2-R4_A2g00080	0.00449153154881358
MvSl-1064-A2-R4_A2g00081	6.90073237908813e-31
MvSl-1064-A2-R4_A2g00087	1
MvSl-1064-A2-R4_A2g00099	0.00153760987682898
MvSl-1064-A2-R4_A2g00106	1
MvSl-1064-A2-R4_A2g00110	0.00153562607065594
MvSl-1064-A2-R4_A2g00116	0.0439223300251587
MvSl-1064-A2-R4_A2g00117	2.00223223998199e-09
MvSl-1064-A2-R4_A2g00118	3.59119917789403e-08
MvSl-1064-A2-R4_A2g00119	1
MvSl-1064-A2-R4_A2g00120	1.7293296411054e-06
MvSl-1064-A2-R4_A2g00122	0.842917965984487
MvSl-1064-A2-R4_A2g00123	2.15940470574801e-27
MvSl-1064-A2-R4_A2g00124	0.903255000513161
MvSl-1064-A2-R4_A2g00125	1
MvSl-1064-A2-R4_A2g00126	1
MvSl-1064-A2-R4_A2g00127	0.0428424200611637
MvSl-1064-A2-R4_A2g00128	0.543436528850063
MvSl-1064-A2-R4_A2g00129	1
MvSl-1064-A2-R4_A2g00130	1
