gene	FDR
MvSl-1064-A2-R4_A2g00001	1
MvSl-1064-A2-R4_A2g00002	1
MvSl-1064-A2-R4_A2g00003	1
MvSl-1064-A2-R4_A2g00004	3.0539091802933e-08
MvSl-1064-A2-R4_A2g00005	0.0376768953709748
MvSl-1064-A2-R4_A2g00006	9.44717289672129e-15
MvSl-1064-A2-R4_A2g00007	0.671215044701486
MvSl-1064-A2-R4_A2g00008	1
MvSl-1064-A2-R4_A2g00009	0.671211098254611
MvSl-1064-A2-R4_A2g00010	0.00130238146879141
MvSl-1064-A2-R4_A2g00011	0.452671631444178
MvSl-1064-A2-R4_A2g00013	0.00635169509732876
MvSl-1064-A2-R4_A2g00014	1
MvSl-1064-A2-R4_A2g00015	1
MvSl-1064-A2-R4_A2g00016	0.0715407742363496
MvSl-1064-A2-R4_A2g00017	0.992434489311054
MvSl-1064-A2-R4_A2g00019	1
MvSl-1064-A2-R4_A2g00020	1
MvSl-1064-A2-R4_A2g00021	1
MvSl-1064-A2-R4_A2g00023	0.377540850482431
MvSl-1064-A2-R4_A2g00024	1
MvSl-1064-A2-R4_A2g00025	1
MvSl-1064-A2-R4_A2g00026	1
MvSl-1064-A2-R4_A2g00027	0.698573462639991
MvSl-1064-A2-R4_A2g00028	1
MvSl-1064-A2-R4_A2g00029	5.08636953743596e-06
MvSl-1064-A2-R4_A2g00030	5.26249971537466e-12
MvSl-1064-A2-R4_A2g00031	1
MvSl-1064-A2-R4_A2g00032	0.377955874292883
MvSl-1064-A2-R4_A2g00033	1
MvSl-1064-A2-R4_A2g00035	1
MvSl-1064-A2-R4_A2g00036	0.842620372680284
MvSl-1064-A2-R4_A2g00037	1.0796559847889e-11
MvSl-1064-A2-R4_A2g00039	1
MvSl-1064-A2-R4_A2g00040	1
MvSl-1064-A2-R4_A2g00046	1
MvSl-1064-A2-R4_A2g00047	0.054114827194407
MvSl-1064-A2-R4_A2g00048	0.768886105877768
MvSl-1064-A2-R4_A2g00049	0.059310532942485
MvSl-1064-A2-R4_A2g00050	3.29741909241557e-15
MvSl-1064-A2-R4_A2g00051	0.000364204862113882
MvSl-1064-A2-R4_A2g00052	0.000799201217204341
MvSl-1064-A2-R4_A2g00053	0.494204342926321
MvSl-1064-A2-R4_A2g00054	9.23660414863188e-07
MvSl-1064-A2-R4_A2g00055	0.47086969529837
MvSl-1064-A2-R4_A2g00056	0.70019140502573
MvSl-1064-A2-R4_A2g00057	0.00231045676054137
MvSl-1064-A2-R4_A2g00058	0.975254383903578
MvSl-1064-A2-R4_A2g00059	0.00135675636301614
MvSl-1064-A2-R4_A2g00060	0.290751473745766
MvSl-1064-A2-R4_A2g00061	0.590012824080324
MvSl-1064-A2-R4_A2g00062	0.00715411924343658
MvSl-1064-A2-R4_A2g00063	0.985897970534042
MvSl-1064-A2-R4_A2g00064	1
MvSl-1064-A2-R4_A2g00065	1
MvSl-1064-A2-R4_A2g00066	1.1548782938046e-09
MvSl-1064-A2-R4_A2g00067	1
MvSl-1064-A2-R4_A2g00068	0.816248309408808
MvSl-1064-A2-R4_A2g00069	1.10883548687295e-07
MvSl-1064-A2-R4_A2g00070	1
MvSl-1064-A2-R4_A2g00071	0.210475450555649
MvSl-1064-A2-R4_A2g00072	1
MvSl-1064-A2-R4_A2g00073	0.272102623905583
MvSl-1064-A2-R4_A2g00074	0.760054214436956
MvSl-1064-A2-R4_A2g00076	0.061687636076187
MvSl-1064-A2-R4_A2g00077	2.36583144378574e-05
MvSl-1064-A2-R4_A2g00078	2.65349323817673e-24
MvSl-1064-A2-R4_A2g00079	2.62725011187189e-13
MvSl-1064-A2-R4_A2g00080	0.146232648590782
MvSl-1064-A2-R4_A2g00081	1
MvSl-1064-A2-R4_A2g00087	0.605428942817919
MvSl-1064-A2-R4_A2g00099	1
MvSl-1064-A2-R4_A2g00106	0.605428942817919
MvSl-1064-A2-R4_A2g00110	1
MvSl-1064-A2-R4_A2g00116	1
MvSl-1064-A2-R4_A2g00117	1
MvSl-1064-A2-R4_A2g00118	1
MvSl-1064-A2-R4_A2g00119	1.34895391089373e-19
MvSl-1064-A2-R4_A2g00120	1
MvSl-1064-A2-R4_A2g00122	1
