MvSl-1064-A1-R4_MC04-1g05292	MvSl-1064-A1-R4_MC04-2	-5.894656342	1.64E-75	2.290078551	2.094865753	7.629762849	8.393113044	DE	2.19247	8.01144
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	-12.52043259	3.75E-68	-3.357020002	-3.357020002	5.035351226	5.287803045	DE	-3.35702	5.16158
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	-3.433526337	2.92E-50	4.997561152	5.06128654	8.507443298	8.410262351	DE	5.02942	8.45885
MvSl-1064-A1-R4_MC01-2g02970	MvSl-1064-A1-R4_MC01-1	-6.834404007	1.48E-49	-0.246035122	-0.287932128	5.704755765	6.86810569	DE	-0.266984	6.28643
MvSl-1064-A1-R4_MC01-2g03006	MvSl-1064-A1-R4_MC01-1	-7.962724399	1.09E-45	-2.292558678	-2.745346744	4.251613754	4.548176599	DE	-2.51895	4.3999
MvSl-1064-A1-R4_MC09-2g09067	MvSl-1064-A1-R4_MC09-2	-5.754218814	9.63E-38	0.004299929	-0.589718073	4.835264594	5.688796353	DE	-0.292709	5.26203
MvSl-1064-A1-R4_MC07g07961	MvSl-1064-A1-R4_MC07	-4.098797133	2.96E-36	1.048338907	1.551873238	5.32389424	5.418367239	DE	1.30011	5.37113
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	-4.211399549	2.53E-35	0.806199111	1.391091799	5.280483426	5.286114965	DE	1.09865	5.2833
MvSl-1064-A1-R4_MC06g07138	MvSl-1064-A1-R4_MC06	-4.461922418	1.89E-32	6.685646127	6.55685001	11.05038222	11.11551479	DE	6.62125	11.0829
MvSl-1064-A1-R4_MC01-1g01970	MvSl-1064-A1-R4_MC01-2	-2.966533646	2.17E-30	5.830965307	5.617844601	8.476334294	8.880687087	DE	5.7244	8.67851
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	-5.466800161	3.84E-29	-0.793556811	-1.719121546	4.143936729	3.723398761	DE	-1.25634	3.93367
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	-6.176567113	4.94E-28	-1.958076874	-2.317137056	3.322926294	3.323477676	DE	-2.13761	3.3232
MvSl-1064-A1-R4_MC01-1g02916	MvSl-1064-A1-R4_MC01-1	-10.9138206	2.18E-26	-3.357020002	-3.357020002	2.805916761	4.064029716	DE	-3.35702	3.43497
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	-3.618098308	3.53E-26	1.349065323	1.177619195	4.773978154	4.887945952	DE	1.26334	4.83096
MvSl-1064-A1-R4_A1g00453	MvSl-1064-A1-R4_A1	-5.477788358	5.57E-23	-2.292558678	-1.493021282	3.024080756	3.156131455	DE	-1.89279	3.09011
MvSl-1064-A1-R4_MC14g11983	MvSl-1064-A1-R4_MC14	-4.626549293	7.20E-20	-0.93329249	-1.493021282	3.015959154	3.206977676	DE	-1.21316	3.11147
MvSl-1064-A1-R4_MC04-2g06086	MvSl-1064-A1-R4_MC05-1	-2.050213059	1.02E-19	4.938650679	5.302673537	7.063987992	7.28678654	DE	5.12066	7.17539
MvSl-1064-A1-R4_MC10-2g09886	MvSl-1064-A1-R4_MC10-2	-1.847299065	3.11E-19	5.065677239	5.022926363	6.859629072	6.917464002	DE	5.0443	6.88855
MvSl-1064-A1-R4_MC05-3g06731	MvSl-1064-A1-R4_MC05-3	-2.331804709	1.79E-18	3.549406263	4.001951107	6.027154375	6.203445007	DE	3.77568	6.1153
MvSl-1064-A1-R4_MC11g10730	MvSl-1064-A1-R4_MC12	-3.427925512	8.51E-18	0.403304404	0.88733691	3.856198929	4.163004071	DE	0.645321	4.0096
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	-9.036583209	1.29E-16	-3.357020002	-3.357020002	1.616276656	1.817132358	DE	-3.35702	1.7167
MvSl-1064-A1-R4_MC15g12148	MvSl-1064-A1-R4_MC16	-6.841667516	1.13E-15	-2.728764869	-3.357020002	1.658626442	2.149732527	DE	-3.04289	1.90418
MvSl-1064-A1-R4_MC03g05222	MvSl-1064-A1-R4_MC03	-2.473053475	3.25E-15	2.674020961	2.434458944	5.078884456	4.944689017	DE	2.55424	5.01179
MvSl-1064-A1-R4_MC11g10576	MvSl-1064-A1-R4_MC11	-5.186088066	1.83E-14	-0.93329249	-3.357020002	2.431555394	3.400393005	DE	-2.14516	2.91597
MvSl-1064-A1-R4_MC01-1g02734	MvSl-1064-A1-R4_MC01-1	-2.267291134	7.56E-14	2.709694047	2.870340981	5.082777651	5.005453072	DE	2.79002	5.04412
MvSl-1064-A1-R4_MC04-1g06069	MvSl-1064-A1-R4_MC04-1	-2.352149863	1.55E-13	2.36656505	2.565830449	4.795488584	4.810207608	DE	2.4662	4.80285
MvSl-1064-A1-R4_MC02g03891	MvSl-1064-A1-R4_MC02	-1.868856006	3.54E-13	5.11750274	4.893834955	6.547332142	7.143113369	DE	5.00567	6.84522
MvSl-1064-A1-R4_A1g00959	MvSl-1064-A1-R4_A1	-1.929359364	7.97E-13	3.722366944	3.704060961	5.727315229	5.536670654	DE	3.71321	5.63199
MvSl-1064-A1-R4_MC05-1g06209	MvSl-1064-A1-R4_MC05-1	-3.931744769	1.51E-12	-1.088028472	-1.493021282	2.235656914	2.394992591	DE	-1.29052	2.31532
MvSl-1064-A1-R4_A1g01038	MvSl-1064-A1-R4_A1	-2.448049044	1.54E-12	5.878757188	6.776205234	9.074484868	8.567232967	DE	6.32748	8.82086
