target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A1-R4_MC09-2g09345	9	8	0.752983	0.620887
MvSl-1064-A1-R4_MC09-2g09346	611	526	2.74913	2.34085
MvSl-1064-A1-R4_MC09-2g09347	868	992	5.32565	6.01673
MvSl-1064-A1-R4_MC09-2g09348	2022	2190	5.84115	6.26079
MvSl-1064-A1-R4_MC09-2g09349	2090	1828	13.0725	11.3023
MvSl-1064-A1-R4_MC09-2g09350	1646	1697	4.40522	4.49488
MvSl-1064-A1-R4_MC09-2g09351	737	1103	31.6589	44.8471
MvSl-1064-A1-R4_MC09-2g09352	953	1140	4.8661	5.75623
MvSl-1064-A1-R4_MC09-2g09353	1057	976	5.8466	5.33779
MvSl-1064-A1-R4_MC09-2g09354	649	758	3.59934	4.15651
MvSl-1064-A1-R4_MC09-2g09355	1481	1903	10.0116	12.7143
MvSl-1064-A1-R4_MC09-2g09356	6144	6171	32.3997	32.1786
MvSl-1064-A1-R4_MC09-2g09357	232	489	1.51686	3.16012
MvSl-1064-A1-R4_MC09-2g09358	731	854	3.61349	4.17481
MvSl-1064-A1-R4_MC09-2g09359	1443	1505	7.04156	7.26303
MvSl-1064-A1-R4_MC09-2g09360	2	3	0.016638	0.024653
MvSl-1064-A1-R4_MC09-2g09361	32	44	0.189127	0.25709
MvSl-1064-A1-R4_MC09-2g09362	167	185	32.8644	35.0798
MvSl-1064-A1-R4_MC09-2g09363	366	319	7.63231	6.48305
MvSl-1064-A1-R4_MC09-2g09364	3036	2217	14.2741	10.309
MvSl-1064-A1-R4_MC09-2g09365	2920	2955	13.8375	13.8494
MvSl-1064-A1-R4_MC09-2g09366	8889	7329	10.4159	8.50369
MvSl-1064-A1-R4_MC09-2g09367	1187	879	4.6594	3.41338
MvSl-1064-A1-R4_MC09-2g09368	770	724	7.20007	6.68519
MvSl-1064-A1-R4_MC09-2g09369	734	896	11.1325	13.3696
MvSl-1064-A1-R4_MC09-2g09370	1591	1638	7.35628	7.49062
MvSl-1064-A1-R4_MC09-2g09371	1041	969	6.98638	6.42743
MvSl-1064-A1-R4_MC09-2g09372	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09373	17	21	0.158963	0.193907
MvSl-1064-A1-R4_MC09-2g09374	547	709	4.37647	5.60413
MvSl-1064-A1-R4_MC09-2g09375	954	872	6.49099	5.86378
MvSl-1064-A1-R4_MC09-2g09376	1384	1240	7.08411	6.27646
MvSl-1064-A1-R4_MC09-2g09377	3609	3511	8.68157	8.3595
MvSl-1064-A1-R4_MC09-2g09378	716	826	1.50178	1.71497
MvSl-1064-A1-R4_MC09-2g09379	7	3	0.724362	0.289643
MvSl-1064-A1-R4_MC09-2g09380	375	310	3.15728	2.57815
MvSl-1064-A1-R4_MC09-2g09381	215	339	0.939586	1.46538
MvSl-1064-A1-R4_MC09-2g09382	467	341	2.39918	1.73237
MvSl-1064-A1-R4_MC09-2g09383	704	878	6.09908	7.51303
MvSl-1064-A1-R4_MC09-2g09384	1722.66	1587.72	7.71358	7.03181
MvSl-1064-A1-R4_MC09-2g09385	1339	1435	9.47248	10.0322
MvSl-1064-A1-R4_MC09-2g09386	262	348	5.74893	7.42416
MvSl-1064-A1-R4_MC09-2g09387	1754	1613	6.46651	5.88338
MvSl-1064-A1-R4_MC09-2g09388	2613	3268	12.6623	15.6617
MvSl-1064-A1-R4_MC09-2g09389	2193	4477	11.8177	23.8554
MvSl-1064-A1-R4_MC09-2g09390	1268	1739	19.3682	26.1313
MvSl-1064-A1-R4_MC09-2g09391	1420	3092	21.8897	46.8779
MvSl-1064-A1-R4_MC09-2g09392	2169	2675	18.9678	23.1046
MvSl-1064-A1-R4_MC09-2g09393	17288	29592	156.413	264.408
MvSl-1064-A1-R4_MC09-2g09394	91	73	1.04756	0.829228
MvSl-1064-A1-R4_MC09-2g09395	375	474	3.03808	3.79365
MvSl-1064-A1-R4_MC09-2g09396	3649	3249	7.86654	6.93321
MvSl-1064-A1-R4_MC09-2g09397	3219	3505	10.29	11.0868
MvSl-1064-A1-R4_MC09-2g09398	1577	1938	16.8554	20.4454
MvSl-1064-A1-R4_MC09-2g09399	7119	9373	66.2717	86.1634
MvSl-1064-A1-R4_MC09-2g09400	128	284	2.47457	5.36133
MvSl-1064-A1-R4_MC09-2g09401	26.7419	40.5796	0.167389	0.251086
MvSl-1064-A1-R4_MC09-2g09402	1479	1356	3.42868	3.11149
MvSl-1064-A1-R4_MC09-2g09403	3095	4355	34.1263	47.3917
MvSl-1064-A1-R4_MC09-2g09404	1524	1691	11.8865	13.0307
MvSl-1064-A1-R4_MC09-2g09405	135	163	5.22127	5.99316
MvSl-1064-A1-R4_MC09-2g09406	242	2133	2.46985	21.4907
MvSl-1064-A1-R4_MC09-2g09407	1161	1351	10.0896	11.5964
MvSl-1064-A1-R4_MC09-2g09408	331	446	2.34159	3.11801
MvSl-1064-A1-R4_MC09-2g09409	1621	1772	23.9915	25.8139
MvSl-1064-A1-R4_MC09-2g09410	1831	1722	7.32826	6.81791
MvSl-1064-A1-R4_MC09-2g09411	1680	1776	9.46782	9.89583
MvSl-1064-A1-R4_MC09-2g09412	1200	1235	3.73749	3.80628
MvSl-1064-A1-R4_MC09-2g09413	1565	1892	16.0507	19.1557
MvSl-1064-A1-R4_MC09-2g09414	644	1029	3.56452	5.63137
MvSl-1064-A1-R4_MC09-2g09415	305	364	2.02099	2.38391
MvSl-1064-A1-R4_MC09-2g09416	645	615	3.23616	3.05144
MvSl-1064-A1-R4_MC09-2g09417	1838	1600	3.20858	2.76517
MvSl-1064-A1-R4_MC09-2g09418	1171	889	7.92237	5.94435
MvSl-1064-A1-R4_MC09-2g09419	403	282	3.52421	2.43569
MvSl-1064-A1-R4_MC09-2g09420	450	970	2.50565	5.34021
MvSl-1064-A1-R4_MC09-2g09421	1008	1000	3.37297	3.31096
MvSl-1064-A1-R4_MC09-2g09422	243	257	2.89282	3.01861
MvSl-1064-A1-R4_MC09-2g09423	5463	6432	23.3618	27.2075
MvSl-1064-A1-R4_MC09-2g09424	3270	2587	11.9035	9.31713
MvSl-1064-A1-R4_MC09-2g09425	31	27.0076	2.93195	2.37933
MvSl-1064-A1-R4_MC09-2g09426	1631	1457	12.4201	10.9625
MvSl-1064-A1-R4_MC09-2g09427	1295	1518	5.00817	5.80773
MvSl-1064-A1-R4_MC09-2g09428	628	697	3.39732	3.7283
MvSl-1064-A1-R4_MC09-2g09429	1398	1495	7.2399	7.656
MvSl-1064-A1-R4_MC09-2g09430	120	110	2.38458	2.13138
MvSl-1064-A1-R4_MC09-2g09431	5412	4141	9.08023	6.87841
MvSl-1064-A1-R4_MC09-2g09432	2244	2981	14.4682	18.9979
MvSl-1064-A1-R4_MC09-2g09433	6545	5410	2.74446	2.24684
MvSl-1064-A1-R4_MC09-2g09434	4605.23	3895.38	7.64237	6.3999
MvSl-1064-A1-R4_MC09-2g09435	856	840	16.1847	15.5355
MvSl-1064-A1-R4_MC09-2g09436	262	285	21.4256	21.5829
MvSl-1064-A1-R4_MC09-2g09437	220	235	9.64722	9.73963
MvSl-1064-A1-R4_MC09-2g09438	235	185	10.0948	7.52196
MvSl-1064-A1-R4_MC09-2g09439	3091	2922	14.2603	13.333
MvSl-1064-A1-R4_MC09-2g09440	2645	2336	5.22806	4.57076
MvSl-1064-A1-R4_MC09-2g09441	1438	1723	14.1582	16.7492
MvSl-1064-A1-R4_MC09-2g09442	441	482	3.76601	4.06571
MvSl-1064-A1-R4_MC09-2g09443	632.363	1000.02	1.62535	2.54391
MvSl-1064-A1-R4_MC09-2g09444	1801	2046	12.3241	13.8369
MvSl-1064-A1-R4_MC09-2g09445	100	110	5.40119	5.58186
MvSl-1064-A1-R4_MC09-2g09446	1890	2360	96.1986	113.335
MvSl-1064-A1-R4_MC09-2g09447	787	946	6.46987	7.68254
MvSl-1064-A1-R4_MC09-2g09448	721	610	4.53682	3.79419
MvSl-1064-A1-R4_MC09-2g09449	819	911	5.99137	6.58544
MvSl-1064-A1-R4_MC09-2g09450	1492	1405	18.255	16.959
MvSl-1064-A1-R4_MC09-2g09451	12	12	0.533148	0.503513
MvSl-1064-A1-R4_MC09-2g09452	1	0	0.00700912	0
MvSl-1064-A1-R4_MC09-2g09453	0	1	0	0.00690372
MvSl-1064-A1-R4_MC09-2g09454	2025	2385	14.5094	16.8873
MvSl-1064-A1-R4_MC09-2g09455	31	18	0.134841	0.0774443
MvSl-1064-A1-R4_MC09-2g09456	645	705	2.60517	2.81687
MvSl-1064-A1-R4_MC09-2g09457	649	667	5.5536	5.63767
MvSl-1064-A1-R4_MC09-2g09458	504	700	2.07574	2.85187
MvSl-1064-A1-R4_MC09-2g09459	4094	5570	32.7869	44.0688
MvSl-1064-A1-R4_MC09-2g09460	797	1197	42.7973	60.4885
MvSl-1064-A1-R4_MC09-2g09461	724	965	6.08342	8.00946
MvSl-1064-A1-R4_MC09-2g09462	411	407	3.43618	3.36126
MvSl-1064-A1-R4_MC09-2g09463	1049	1320	7.73477	9.6175
MvSl-1064-A1-R4_MC09-2g09464	352	469	1.54152	2.03156
MvSl-1064-A1-R4_MC09-2g09465	873	1072	6.56428	7.96458
MvSl-1064-A1-R4_MC09-2g09466	154.558	113.253	0.912825	0.661267
MvSl-1064-A1-R4_MC09-2g09467	35	26	7.76905	5.77155
MvSl-1064-A1-R4_MC09-2g09468	701	658	6.67418	6.18601
MvSl-1064-A1-R4_MC09-2g09469	1263	1280	107.386	100.854
MvSl-1064-A1-R4_MC09-2g09470	508	507.016	3.95479	3.89976
MvSl-1064-A1-R4_MC09-2g09471	1329	1526	3.02892	3.4425
MvSl-1064-A1-R4_MC09-2g09472	2381	2328	15.9283	15.3925
MvSl-1064-A1-R4_MC09-2g09473	644	497	27.2559	19.911
MvSl-1064-A1-R4_MC09-2g09474	4054	4223	15.3448	15.8138
MvSl-1064-A1-R4_MC09-2g09475	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09476	14	43	1.68079	4.82473
MvSl-1064-A1-R4_MC09-2g09477	26	34	4.98536	6.30473
MvSl-1064-A1-R4_MC09-2g09478	142.935	98.3102	1.4447	0.980972
MvSl-1064-A1-R4_MC09-2g09479	21813.4	9371.52	154.314	65.5168
MvSl-1064-A1-R4_MC09-2g09480	147	99	10.316	6.47799
MvSl-1064-A1-R4_MC09-2g09481	17	14	0.0928661	0.0756188
MvSl-1064-A1-R4_MC09-2g09482	5321.64	2782.48	37.6468	19.4525
MvSl-1064-A1-R4_MC09-2g09483	2078	2026	14.9789	14.4316
MvSl-1064-A1-R4_MC09-2g09484	2841	3038	30.1345	31.8073
MvSl-1064-A1-R4_MC09-2g09485	669	800	2.14266	2.53536
MvSl-1064-A1-R4_MC09-2g09486	207	249	18.7778	20.9847
MvSl-1064-A1-R4_MC09-2g09487	361	310	52.2175	42.3937
MvSl-1064-A1-R4_MC09-2g09488	625	771.723	25.4293	29.7408
MvSl-1064-A1-R4_MC09-2g09489	447	598	76.8749	98.6394
MvSl-1064-A1-R4_MC09-2g09490	102.632	142.085	2.51937	3.38895
MvSl-1064-A1-R4_MC09-2g09491	67.3681	92.9149	3.6561	4.73755
MvSl-1064-A1-R4_MC09-2g09492	248	296	6.16756	7.15415
MvSl-1064-A1-R4_MC09-2g09493	1636	2059	10.6632	13.2648
MvSl-1064-A1-R4_MC09-2g09494	274	237	3.03318	2.58926
MvSl-1064-A1-R4_MC09-2g09495	99	81	1.52331	1.2258
MvSl-1064-A1-R4_MC09-2g09496	851	978	1.80988	2.05891
MvSl-1064-A1-R4_MC09-2g09497	5929	5011	16.7011	13.969
MvSl-1064-A1-R4_MC09-2g09498	2510.7	2679.78	4.73341	5.00142
MvSl-1064-A1-R4_MC09-2g09499	1	0	0.336128	0
MvSl-1064-A1-R4_MC09-2g09500	251	170	27.368	17.3211
MvSl-1064-A1-R4_MC09-2g09501	6081	4801	10.2479	8.01001
MvSl-1064-A1-R4_MC09-2g09502	2492	2433	6.72097	6.49414
MvSl-1064-A1-R4_MC09-2g09503	1011	977	4.96825	4.7481
MvSl-1064-A1-R4_MC09-2g09504	8	7	0.519407	0.423667
MvSl-1064-A1-R4_MC09-2g09505	33	31	3.48029	3.05675
MvSl-1064-A1-R4_MC09-2g09506	127	141	6.36842	6.67763
MvSl-1064-A1-R4_MC09-2g09507	64	51	17.6832	14.1711
MvSl-1064-A1-R4_MC09-2g09508	1622	3000	10.2836	18.801
MvSl-1064-A1-R4_MC09-2g09509	2276	2557	14.6859	16.3083
MvSl-1064-A1-R4_MC09-2g09510	1694	1896	6.03784	6.68615
MvSl-1064-A1-R4_MC09-2g09511	382	394	7.08578	7.14919
MvSl-1064-A1-R4_MC09-2g09512	9066	8637	71.7131	67.4969
MvSl-1064-A1-R4_MC09-2g09513	2855	3206	4.73599	5.26519
MvSl-1064-A1-R4_MC09-2g09514	1809	2774	12.2289	18.5336
MvSl-1064-A1-R4_MC09-2g09515	1253	1277	20.3428	20.3489
MvSl-1064-A1-R4_MC09-2g09516	383	528	124.689	176.398
MvSl-1064-A1-R4_MC09-2g09517	1568	2125	12.1167	16.2242
MvSl-1064-A1-R4_MC09-2g09518	1001	1053	6.47392	6.73146
MvSl-1064-A1-R4_MC09-2g09519	1724	1892	4.0826	4.4347
MvSl-1064-A1-R4_MC09-2g09520	553.059	705.718	5.31401	6.69536
MvSl-1064-A1-R4_MC09-2g09521	4953	16585	22.0133	72.9077
MvSl-1064-A1-R4_MC09-2g09522	1067	4097	29.2352	109.099
MvSl-1064-A1-R4_MC09-2g09523	38	57.9506	1.56952	2.26784
MvSl-1064-A1-R4_MC09-2g09524	2945	2562	14.9917	12.8971
MvSl-1064-A1-R4_MC09-2g09525	1551	1732	8.86016	9.78216
MvSl-1064-A1-R4_MC09-2g09526	32	15	1.04461	0.470398
MvSl-1064-A1-R4_MC09-2g09527	1331	1232	11.4246	10.4452
MvSl-1064-A1-R4_MC09-2g09528	659	862	2.13432	2.76247
MvSl-1064-A1-R4_MC09-2g09529	723	954	3.09498	4.03956
MvSl-1064-A1-R4_MC09-2g09530	2519	1907	7.88375	5.90593
MvSl-1064-A1-R4_MC09-2g09531	11001.1	7974.12	40.6475	29.1495
MvSl-1064-A1-R4_MC09-2g09532	430	389	1.69746	1.51913
MvSl-1064-A1-R4_MC09-2g09533	659	741	15.1673	16.5879
MvSl-1064-A1-R4_MC09-2g09534	1273	1465	13.9628	15.8591
MvSl-1064-A1-R4_MC09-2g09535	20	35	3.81289	6.42128
MvSl-1064-A1-R4_MC09-2g09536	16.956	12.3282	1.81081	1.23068
MvSl-1064-A1-R4_MC09-2g09537	43.1989	53.9352	9.23195	11.4124
MvSl-1064-A1-R4_MC09-2g09538	101.354	102.553	12.8986	12.3367
MvSl-1064-A1-R4_MC09-2g09539	437.544	487.891	3.13775	3.45752
MvSl-1064-A1-R4_MC09-2g09540	2979.02	3831.17	12.9782	16.5092
MvSl-1064-A1-R4_MC09-2g09541	1402.9	1198.52	6.52262	5.51129
MvSl-1064-A1-R4_MC09-2g09542	1197.54	959.772	4.22336	3.34897
MvSl-1064-A1-R4_MC09-2g09543	169.437	172.129	2.46968	2.46971
MvSl-1064-A1-R4_MC09-2g09544	455.86	446.917	29.163	26.6268
MvSl-1064-A1-R4_MC09-2g09545	559.686	502.816	2.27486	2.0217
MvSl-1064-A1-R4_MC09-2g09546	163	143	49.7888	44.2992
MvSl-1064-A1-R4_MC09-2g09547	870	913	103.442	101.682
MvSl-1064-A1-R4_MC09-2g09548	58	54	8.91583	7.77999
MvSl-1064-A1-R4_MC09-2g09549	337	282	32.3057	25.1551
MvSl-1064-A1-R4_MC09-2g09550	508	370	3.17505	2.28596
MvSl-1064-A1-R4_MC09-2g09551	1150	1384	5.79422	6.89586
MvSl-1064-A1-R4_MC09-2g09552	626	483	3.48101	2.65557
MvSl-1064-A1-R4_MC09-2g09553	2102	2281	13.6051	14.5929
MvSl-1064-A1-R4_MC09-2g09554	245	346	6.21139	8.51809
MvSl-1064-A1-R4_MC09-2g09555	171	170	2.91918	2.84468
MvSl-1064-A1-R4_MC09-2g09556	1084	1098	5.40313	5.4123
MvSl-1064-A1-R4_MC09-2g09557	3252	3597	10.7486	11.7639
MvSl-1064-A1-R4_MC09-2g09558	1588	1728	30.4313	32.3658
MvSl-1064-A1-R4_MC09-2g09559	907	1064	28.6338	32.3376
MvSl-1064-A1-R4_MC09-2g09560	2603	3571	13.4139	18.1974
MvSl-1064-A1-R4_MC09-2g09561	859	671	5.99073	4.6247
MvSl-1064-A1-R4_MC09-2g09562	3253	3419	28.7477	29.8416
MvSl-1064-A1-R4_MC09-2g09563	151	214	1.87494	2.62125
MvSl-1064-A1-R4_MC09-2g09564	2000	2294	14.4291	16.3547
MvSl-1064-A1-R4_MC09-2g09565	508.207	462.642	4.01239	3.60867
MvSl-1064-A1-R4_MC09-2g09566	1.34431	7.65844	0.0207975	0.116513
MvSl-1064-A1-R4_MC09-2g09567	285.305	322.268	1.04265	1.16521
MvSl-1064-A1-R4_MC09-2g09568	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09569	462.331	577.67	0.831722	1.0288
MvSl-1064-A1-R4_MC09-2g09570	2.23667	7.60731	0.0344155	0.115124
MvSl-1064-A1-R4_MC09-2g09571	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09572	1.14106	0	0.00576655	0
MvSl-1064-A1-R4_MC09-2g09573	7.5059	3.80633	0.0417105	0.0209136
MvSl-1064-A1-R4_MC09-2g09574	1.59278	1.96202	0.0259573	0.031379
MvSl-1064-A1-R4_MC09-2g09575	2	0	0.116826	0
MvSl-1064-A1-R4_MC09-2g09576	5.79432	1.12396	0.151032	0.0284545
MvSl-1064-A1-R4_MC09-2g09577	11.2661	11.6954	0.380539	0.378504
MvSl-1064-A1-R4_MC09-2g09578	0	8.48085	0	0.0203679
MvSl-1064-A1-R4_MC09-2g09579	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09580	66.0722	46.2952	0.17361	0.120392
MvSl-1064-A1-R4_MC09-2g09581	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09582	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09583	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09584	1310	1133	7.22215	6.17606
MvSl-1064-A1-R4_MC10-1g09585	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09586	1.00754	1.01265	0.00394385	0.00392137
MvSl-1064-A1-R4_MC10-1g09587	789.945	737.068	3.1287	2.88793
MvSl-1064-A1-R4_MC10-1g09588	785.978	669.825	108.708	87.8073
MvSl-1064-A1-R4_MC10-1g09589	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09590	447.598	449.638	2.73423	2.71525
MvSl-1064-A1-R4_MC10-1g09591	561.749	620.381	2.22489	2.43073
MvSl-1064-A1-R4_MC10-1g09592	32	35.8047	11.6841	13.2525
MvSl-1064-A1-R4_MC10-1g09593	36.9849	19	0.950705	0.474311
MvSl-1064-A1-R4_MC10-1g09594	12	13	0.0959186	0.102658
MvSl-1064-A1-R4_MC10-1g09595	616.098	524	5.32651	4.47462
MvSl-1064-A1-R4_MC10-1g09596	275.666	184.719	4.24948	2.80052
MvSl-1064-A1-R4_MC10-1g09597	1819.97	1775.93	7.843	7.57017
MvSl-1064-A1-R4_MC10-1g09598	330.731	373.201	1.2008	1.3406
MvSl-1064-A1-R4_MC10-1g09599	1.00023	0	0.0201914	0
MvSl-1064-A1-R4_MC10-1g09600	1504.8	1470.53	8.49763	8.21029
MvSl-1064-A1-R4_MC10-1g09601	1357	1628	4.6486	5.51807
MvSl-1064-A1-R4_MC10-1g09602	5350	6375	29.302	34.5236
MvSl-1064-A1-R4_MC10-1g09603	2524	2575	9.69835	9.78847
MvSl-1064-A1-R4_MC10-1g09604	1670	1656	6.3614	6.24066
MvSl-1064-A1-R4_MC10-1g09605	54	109	23.3533	46.7426
MvSl-1064-A1-R4_MC10-1g09606	3509	4022	26.9912	30.5669
MvSl-1064-A1-R4_MC10-1g09607	766	910	4.65208	5.46342
MvSl-1064-A1-R4_MC10-1g09608	907	1185	10.7975	13.9185
MvSl-1064-A1-R4_MC10-1g09609	4615	4482	19.7355	18.9589
MvSl-1064-A1-R4_MC10-1g09610	1454	1048	3.84951	2.74603
MvSl-1064-A1-R4_MC10-1g09611	187	206	4.28126	4.58765
MvSl-1064-A1-R4_MC10-1g09612	1485	1478	5.48687	5.40285
MvSl-1064-A1-R4_MC10-1g09613	4544	5474	58.4037	69.3668
MvSl-1064-A1-R4_MC10-1g09614	39.381	29.8877	4.48005	3.18749
MvSl-1064-A1-R4_MC10-1g09615	362.766	359.465	1.89984	1.86154
MvSl-1064-A1-R4_MC10-1g09616	69.9261	112.287	5.90461	8.80618
MvSl-1064-A1-R4_MC10-1g09617	160.169	258.799	0.308926	0.494135
MvSl-1064-A1-R4_MC10-1g09618	5102.78	5692.62	7.13524	7.8813
MvSl-1064-A1-R4_MC10-1g09619	90.2206	56.1105	0.128017	0.0788291
MvSl-1064-A1-R4_MC10-1g09620	226	271	6.0924	7.09755
MvSl-1064-A1-R4_MC10-1g09621	951	1745	3.29966	5.99056
MvSl-1064-A1-R4_MC10-1g09622	2.26987	0	0.182197	0
MvSl-1064-A1-R4_MC10-1g09623	128.86	187.456	1.47729	2.12065
MvSl-1064-A1-R4_MC10-1g09624	19.3613	36.329	0.760301	1.35559
MvSl-1064-A1-R4_MC10-1g09625	138.584	166.644	1.11198	1.32097
MvSl-1064-A1-R4_MC10-1g09626	128.86	187.456	1.47729	2.12065
MvSl-1064-A1-R4_MC10-1g09627	1757	1956	3.54059	3.90182
MvSl-1064-A1-R4_MC10-1g09628	1711	1116	8.12203	5.23934
MvSl-1064-A1-R4_MC10-1g09629	1065	1137	7.61133	8.03009
MvSl-1064-A1-R4_MC10-1g09630	3365	2821	23.178	19.2035
MvSl-1064-A1-R4_MC10-1g09631	217	246	22.0062	23.2909
MvSl-1064-A1-R4_MC10-1g09632	2262	2204	48.6584	46.1365
MvSl-1064-A1-R4_MC10-1g09633	5319	8329	13.642	21.1425
MvSl-1064-A1-R4_MC10-1g09634	442	393	125.866	112.503
MvSl-1064-A1-R4_MC10-1g09635	545	452	2.01994	1.65741
MvSl-1064-A1-R4_MC10-1g09636	396	159	4.04158	1.60198
MvSl-1064-A1-R4_MC10-1g09637	61	41	3.03327	1.92477
MvSl-1064-A1-R4_MC10-1g09638	379	371	3.34933	3.23814
MvSl-1064-A1-R4_MC10-1g09639	908	933	6.53392	6.63455
MvSl-1064-A1-R4_MC10-1g09640	4521	6312	12.2366	16.9078
MvSl-1064-A1-R4_MC10-1g09641	903	1129	5.01134	6.19499
MvSl-1064-A1-R4_MC10-1g09642	482	567	1.94963	2.26876
MvSl-1064-A1-R4_MC10-1g09643	598	892	39.3667	54.7654
MvSl-1064-A1-R4_MC10-1g09644	921	1261	4.8385	6.55074
MvSl-1064-A1-R4_MC10-1g09645	2062.8	3026.96	6.55901	9.52384
MvSl-1064-A1-R4_MC10-1g09646	1633	2090	10.9244	13.8189
MvSl-1064-A1-R4_MC10-1g09647	14517	18045	95.7377	117.623
MvSl-1064-A1-R4_MC10-1g09648	2444	1998	4.73789	3.83429
MvSl-1064-A1-R4_MC10-1g09649	1076	1464	12.2019	16.3831
MvSl-1064-A1-R4_MC10-1g09650	116	152	4.05657	5.08508
MvSl-1064-A1-R4_MC10-1g09651	43	82	11.1727	21.4344
MvSl-1064-A1-R4_MC10-1g09652	104	197	1.72748	3.21068
MvSl-1064-A1-R4_MC10-1g09653	15.0621	9.20295	3.05297	1.78218
MvSl-1064-A1-R4_MC10-1g09654	19.8805	25	0.667198	0.803945
MvSl-1064-A1-R4_MC10-1g09655	4762	4135	11.4289	9.82264
MvSl-1064-A1-R4_MC10-1g09656	895	699	3.85097	2.975
MvSl-1064-A1-R4_MC10-1g09657	3936	3940	7.84654	7.7753
MvSl-1064-A1-R4_MC10-1g09658	4627	5319	39.8384	45.2344
MvSl-1064-A1-R4_MC10-1g09659	8691	7553	123.096	105.356
MvSl-1064-A1-R4_MC10-1g09660	11742	12203	201.997	205.797
MvSl-1064-A1-R4_MC10-1g09661	3540	3282	9.90496	9.08802
MvSl-1064-A1-R4_MC10-1g09662	1276	1204	5.91289	5.5181
MvSl-1064-A1-R4_MC10-1g09663	2078	1833	11.2633	9.82386
MvSl-1064-A1-R4_MC10-1g09664	547	604	49.6204	50.9027
MvSl-1064-A1-R4_MC10-1g09665	4299	4069	31.069	29.0593
MvSl-1064-A1-R4_MC10-1g09666	549	323	0.819567	0.477403
MvSl-1064-A1-R4_MC10-1g09667	3055	3105	65.2272	64.5283
MvSl-1064-A1-R4_MC10-1g09668	122	80	2.68375	1.71093
MvSl-1064-A1-R4_MC10-1g09669	625	689	2.13666	2.33058
MvSl-1064-A1-R4_MC10-1g09670	3232	3503	8.84793	9.49075
MvSl-1064-A1-R4_MC10-1g09671	6638	9328	25.0349	34.8046
MvSl-1064-A1-R4_MC10-1g09672	0	3	0	0.615558
MvSl-1064-A1-R4_MC10-1g09673	60.7988	66.6686	1.15727	1.24081
MvSl-1064-A1-R4_MC10-1g09674	107	91	2.55716	2.11644
MvSl-1064-A1-R4_MC10-1g09675	228	181	1.84358	1.44584
MvSl-1064-A1-R4_MC10-1g09676	28	28	0.242828	0.239843
MvSl-1064-A1-R4_MC10-1g09677	2222	2397	16.1702	17.2373
MvSl-1064-A1-R4_MC10-1g09678	14	7	4.7058	2.40683
MvSl-1064-A1-R4_MC10-1g09679	474	361	3.95894	2.97839
MvSl-1064-A1-R4_MC10-1g09680	193	141	2.59077	1.86551
MvSl-1064-A1-R4_MC10-1g09681	3	5	0.0417227	0.0685113
MvSl-1064-A1-R4_MC10-1g09682	0	1	0	0.123662
MvSl-1064-A1-R4_MC10-1g09683	4346	3974	12.9159	11.6874
MvSl-1064-A1-R4_MC10-1g09684	1039	1093	8.29703	8.62292
MvSl-1064-A1-R4_MC10-1g09685	399	579	3.48923	5.00095
MvSl-1064-A1-R4_MC10-1g09686	2117	3893	16.435	29.8602
MvSl-1064-A1-R4_MC10-1g09687	2566	3487	6.6116	8.89232
MvSl-1064-A1-R4_MC10-1g09688	13	4	0.0598763	0.0182217
MvSl-1064-A1-R4_MC10-1g09689	2033	1472	8.3895	6.00889
MvSl-1064-A1-R4_MC10-1g09690	1583	1750	3.46803	3.79498
MvSl-1064-A1-R4_MC10-1g09691	391	345	4.01011	3.49298
MvSl-1064-A1-R4_MC10-1g09692	5208.38	6591.67	18.3298	22.9523
MvSl-1064-A1-R4_MC10-1g09693	18775	18552	106.454	104
MvSl-1064-A1-R4_MC10-1g09694	1298	1524	12.7051	14.7283
MvSl-1064-A1-R4_MC10-1g09695	4291	4152	11.393	10.9104
MvSl-1064-A1-R4_MC10-1g09696	1598	1864	27.5442	31.4931
MvSl-1064-A1-R4_MC10-1g09697	925	519	9.52183	5.27398
MvSl-1064-A1-R4_MC10-1g09698	10319	6646	23.3148	14.8633
MvSl-1064-A1-R4_MC10-1g09699	3213	2803	15.6514	13.5035
MvSl-1064-A1-R4_MC10-1g09700	402	317	3.43646	2.67664
MvSl-1064-A1-R4_MC10-1g09701	1821	1810	7.15479	7.03529
MvSl-1064-A1-R4_MC10-1g09702	2387	2594	9.85519	10.5943
MvSl-1064-A1-R4_MC10-1g09703	1562	1857	17.7371	20.8091
MvSl-1064-A1-R4_MC10-1g09704	1096	1091	4.28611	4.22082
MvSl-1064-A1-R4_MC10-1g09705	1313	1314	4.98562	4.93612
MvSl-1064-A1-R4_MC10-1g09706	6472	4686	21.2739	15.2412
MvSl-1064-A1-R4_MC10-1g09707	5	13	0.0416363	0.106936
MvSl-1064-A1-R4_MC10-1g09708	0	0	0	0
