target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A1-R4_MC02g03730	399	407	5.4417	5.47052
MvSl-1064-A1-R4_MC02g03731	51	59	0.36826	0.420993
MvSl-1064-A1-R4_MC02g03732	49	53	1.17439	1.23586
MvSl-1064-A1-R4_MC02g03733	672	580	5.64649	4.81398
MvSl-1064-A1-R4_MC02g03734	593	521	3.14895	2.73567
MvSl-1064-A1-R4_MC02g03735	2761	3524	15.3633	19.388
MvSl-1064-A1-R4_MC02g03736	6401	9932	41.1754	63.1509
MvSl-1064-A1-R4_MC02g03737	9	3	3.18745	1.07677
MvSl-1064-A1-R4_MC02g03738	2498	2258	11.0728	9.89993
MvSl-1064-A1-R4_MC02g03739	4049	4956	79.3454	94.7579
MvSl-1064-A1-R4_MC02g03740	348	577	70.537	111.738
MvSl-1064-A1-R4_MC02g03741	595	514	2.51108	2.14576
MvSl-1064-A1-R4_MC02g03742	2001	1733	6.66378	5.71052
MvSl-1064-A1-R4_MC02g03743	409	288	8.75399	6.00027
MvSl-1064-A1-R4_MC02g03744	1030	1955	33.3986	60.9528
MvSl-1064-A1-R4_MC02g03745	4406	6000	715.547	915.759
MvSl-1064-A1-R4_MC02g03746	1110	1260	14.4653	16.1879
MvSl-1064-A1-R4_MC02g03747	426	570	7.34283	9.63041
MvSl-1064-A1-R4_MC02g03748	1429	2275	4.3935	6.9215
MvSl-1064-A1-R4_MC02g03749	5145	9487	108.271	194.534
MvSl-1064-A1-R4_MC02g03750	219	338	3.80465	5.75643
MvSl-1064-A1-R4_MC02g03751	1138	1055	6.31132	5.78511
MvSl-1064-A1-R4_MC02g03752	3879	4120	9.59869	10.0906
MvSl-1064-A1-R4_MC02g03753	1898	2044	9.9712	10.6183
MvSl-1064-A1-R4_MC02g03754	2087	2003	14.0514	13.3287
MvSl-1064-A1-R4_MC02g03755	139	84	0.237063	0.14183
MvSl-1064-A1-R4_MC02g03756	2224	2415	3.88485	4.17629
MvSl-1064-A1-R4_MC02g03757	295	339	2.6015	2.95263
MvSl-1064-A1-R4_MC02g03758	684	747	14.4946	15.4162
MvSl-1064-A1-R4_MC02g03759	1798	2102	28.1754	32.369
MvSl-1064-A1-R4_MC02g03760	256	219	1.07068	0.906032
MvSl-1064-A1-R4_MC02g03761	1688	1932	6.28969	7.12213
MvSl-1064-A1-R4_MC02g03762	356	374	5.10117	5.27696
MvSl-1064-A1-R4_MC02g03763	901	1059	35.2472	39.3781
MvSl-1064-A1-R4_MC02g03764	3537	5708	51.1979	81.3516
MvSl-1064-A1-R4_MC02g03765	27	18	1.41362	0.88578
MvSl-1064-A1-R4_MC02g03766	34	22	0.857062	0.538749
MvSl-1064-A1-R4_MC02g03767	19	15	2.9207	2.16111
MvSl-1064-A1-R4_MC02g03768	1091.67	1436.64	5.05313	6.57706
MvSl-1064-A1-R4_MC02g03769	1965	1758	5.50546	4.8745
MvSl-1064-A1-R4_MC02g03770	2980	3186	24.1193	25.4745
MvSl-1064-A1-R4_MC02g03771	4	3	0.237506	0.166393
MvSl-1064-A1-R4_MC02g03772	50.2537	64.5664	0.787495	0.994268
MvSl-1064-A1-R4_MC02g03773	0	4	0	1.42412
MvSl-1064-A1-R4_MC02g03774	4	5	1.34451	1.71916
MvSl-1064-A1-R4_MC02g03775	2043	2034	12.7881	12.5853
MvSl-1064-A1-R4_MC02g03776	869	797	5.86497	5.31632
MvSl-1064-A1-R4_MC02g03777	3271	3490	16.4018	17.3059
MvSl-1064-A1-R4_MC02g03778	2196	2294	10.9917	11.3549
MvSl-1064-A1-R4_MC02g03779	8	9	2.83329	3.23032
MvSl-1064-A1-R4_MC02g03780	91	51	1.81638	0.992624
MvSl-1064-A1-R4_MC02g03781	3593	2445	5.04941	3.40209
MvSl-1064-A1-R4_MC02g03782	729	956.5	11.4655	14.7842
MvSl-1064-A1-R4_MC02g03783	3320	3663	7.1279	7.7846
MvSl-1064-A1-R4_MC02g03784	372	349	8.20313	7.48248
MvSl-1064-A1-R4_MC02g03785	504	582	4.75528	5.42232
MvSl-1064-A1-R4_MC02g03786	3312	2877	10.6977	9.19511
MvSl-1064-A1-R4_MC02g03787	3212	3608	17.2203	19.1267
MvSl-1064-A1-R4_MC02g03788	3328	2725	7.40142	5.99877
MvSl-1064-A1-R4_MC02g03789	1025	924	5.16442	4.60389
MvSl-1064-A1-R4_MC02g03790	884	902	2.55194	2.57687
MvSl-1064-A1-R4_MC02g03791	3709	4562	12.1203	14.7511
MvSl-1064-A1-R4_MC02g03792	498	397	1.12701	0.8893
MvSl-1064-A1-R4_MC02g03793	1921	1933	7.94298	7.90632
MvSl-1064-A1-R4_MC02g03794	1557	2166	9.6808	13.3127
MvSl-1064-A1-R4_MC02g03795	585	913	8.25778	12.6927
MvSl-1064-A1-R4_MC02g03796	955	1083	5.99122	6.71608
MvSl-1064-A1-R4_MC02g03797	552	785	3.48125	4.8937
MvSl-1064-A1-R4_MC02g03798	100	101	1.16559	1.16161
MvSl-1064-A1-R4_MC02g03799	974	1150	28.832	32.8758
MvSl-1064-A1-R4_MC02g03800	900	850	7.71723	7.19912
MvSl-1064-A1-R4_MC02g03801	0	0	0	0
MvSl-1064-A1-R4_MC02g03802	6.66397	8.76543	0.29346	0.364858
MvSl-1064-A1-R4_MC02g03803	3791	3240	14.1194	11.9386
MvSl-1064-A1-R4_MC02g03804	243	213	12.4939	10.3166
MvSl-1064-A1-R4_MC02g03805	2	1	0.0129952	0.00642237
MvSl-1064-A1-R4_MC02g03806	0	0	0	0
MvSl-1064-A1-R4_MC02g03807	36.213	30.1857	0.480857	0.394999
MvSl-1064-A1-R4_MC02g03808	577	505	73.4304	60.749
MvSl-1064-A1-R4_MC02g03809	1978	1980	11.6822	11.5609
MvSl-1064-A1-R4_MC02g03810	1497	1505	8.05672	8.00901
MvSl-1064-A1-R4_MC02g03811	2778	3152	22.5498	25.2757
MvSl-1064-A1-R4_MC02g03812	986.156	1054.58	6.27607	6.63416
MvSl-1064-A1-R4_MC02g03813	566	467	1.44546	1.18038
MvSl-1064-A1-R4_MC02g03814	167	198	2.06442	2.41457
MvSl-1064-A1-R4_MC02g03815	342	349	5.09678	5.11856
MvSl-1064-A1-R4_MC02g03816	1497	1592	11.009	11.5688
MvSl-1064-A1-R4_MC02g03817	1158	1204	9.03186	9.27789
MvSl-1064-A1-R4_MC02g03818	953.486	806.004	3.54649	2.96598
MvSl-1064-A1-R4_MC02g03819	602.016	495.094	4.73962	3.85094
MvSl-1064-A1-R4_MC02g03820	592.404	609.857	3.59258	3.65614
MvSl-1064-A1-R4_MC02g03821	3633	3156	14.6596	12.5978
MvSl-1064-A1-R4_MC02g03822	3115	5067	142.605	219.074
MvSl-1064-A1-R4_MC02g03823	1482	1596	6.19204	6.59628
MvSl-1064-A1-R4_MC02g03824	1285	1388	16.7458	17.8324
MvSl-1064-A1-R4_MC02g03825	835	1115	26.0428	33.4939
MvSl-1064-A1-R4_MC02g03826	892	952	8.1142	8.55232
MvSl-1064-A1-R4_MC02g03827	2088	2184	14.9736	15.4773
MvSl-1064-A1-R4_MC02g03828	155	101	0.922601	0.594328
MvSl-1064-A1-R4_MC02g03829	273	230	3.95166	3.27801
MvSl-1064-A1-R4_MC02g03830	233	138	0.519984	0.304843
MvSl-1064-A1-R4_MC02g03831	2260	1929	13.4617	11.3591
MvSl-1064-A1-R4_MC02g03832	2748	2543	13.5599	12.4096
MvSl-1064-A1-R4_MC02g03833	334	458	3.50718	4.74722
MvSl-1064-A1-R4_MC02g03834	519.167	614.122	8.59033	9.97067
MvSl-1064-A1-R4_MC02g03835	42.3122	38.0537	0.477878	0.424127
MvSl-1064-A1-R4_MC02g03836	1957	1810	2.89668	2.65253
MvSl-1064-A1-R4_MC02g03837	840	629	3.91199	2.89721
MvSl-1064-A1-R4_MC02g03838	541	649	3.58477	4.25044
MvSl-1064-A1-R4_MC02g03839	507	333	1.69924	1.10431
MvSl-1064-A1-R4_MC02g03840	1332	1425	3.61456	3.82701
MvSl-1064-A1-R4_MC02g03841	5500	3178	18.7719	10.7323
MvSl-1064-A1-R4_MC02g03842	2332	2210	16.6379	15.5816
MvSl-1064-A1-R4_MC02g03843	1004	1320	13.0636	16.9325
MvSl-1064-A1-R4_MC02g03844	2643	2183	6.24298	5.10379
MvSl-1064-A1-R4_MC02g03845	3208	2495	27.2563	20.939
MvSl-1064-A1-R4_MC02g03846	5572	5384	48.9827	46.7463
MvSl-1064-A1-R4_MC02g03847	1083	1144	6.20787	6.48328
MvSl-1064-A1-R4_MC02g03848	645	637	6.9651	6.78932
MvSl-1064-A1-R4_MC02g03849	12470	11063	34.1044	29.9438
MvSl-1064-A1-R4_MC02g03850	61	91	0.75407	1.10973
MvSl-1064-A1-R4_MC02g03851	22	20	3.57286	3.05253
MvSl-1064-A1-R4_MC02g03852	70	130	0.640244	1.17422
MvSl-1064-A1-R4_MC02g03853	2542.91	3212	21.4746	26.7936
MvSl-1064-A1-R4_MC02g03854	278.315	258.02	3.66654	3.34992
MvSl-1064-A1-R4_MC02g03855	57.3448	48.7571	0.527957	0.443295
MvSl-1064-A1-R4_MC02g03856	320.047	462.432	5.80049	8.20347
MvSl-1064-A1-R4_MC02g03857	3087.81	3921.18	130.685	157.092
MvSl-1064-A1-R4_MC02g03858	277	280	4.06459	4.04423
MvSl-1064-A1-R4_MC02g03859	121	122	6.53544	6.19079
MvSl-1064-A1-R4_MC02g03860	203.816	194.718	1.28152	1.21024
MvSl-1064-A1-R4_MC02g03861	6.35464	6.34343	1.41056	1.40813
MvSl-1064-A1-R4_MC02g03862	99.6298	82.1412	3.03187	2.40884
MvSl-1064-A1-R4_MC02g03863	0	0	0	0
MvSl-1064-A1-R4_MC02g03864	2755	3047	21.0176	22.9675
MvSl-1064-A1-R4_MC02g03865	663	691	5.20017	5.35463
MvSl-1064-A1-R4_MC02g03866	1157	1237	9.61551	10.1552
MvSl-1064-A1-R4_MC02g03867	3223	4455	15.1789	20.7506
MvSl-1064-A1-R4_MC02g03868	3456.33	3307.69	10.1851	9.64565
MvSl-1064-A1-R4_MC02g03869	2616	3065	57.1079	65.0866
MvSl-1064-A1-R4_MC02g03870	1843	1771	3.21597	3.05942
MvSl-1064-A1-R4_MC02g03871	5.07358	2.89438	1.12147	0.642533
MvSl-1064-A1-R4_MC02g03872	229.928	280.765	1.16198	1.40314
MvSl-1064-A1-R4_MC02g03873	31.6526	42.6696	6.68799	8.75521
MvSl-1064-A1-R4_MC02g03874	503.982	566.764	8.79122	9.68839
MvSl-1064-A1-R4_MC02g03875	314	295	3.10619	2.88119
MvSl-1064-A1-R4_MC02g03876	112	119	5.2798	5.30013
MvSl-1064-A1-R4_MC02g03877	644	946	4.72769	6.86239
MvSl-1064-A1-R4_MC02g03878	229	170	76.9734	58.4516
MvSl-1064-A1-R4_MC02g03879	5760	3089	17.3273	9.19554
MvSl-1064-A1-R4_MC02g03880	464	466	117.027	118.496
MvSl-1064-A1-R4_MC02g03881	578.515	603.812	11.0368	11.2632
MvSl-1064-A1-R4_MC02g03882	361	321	15.7619	13.2575
MvSl-1064-A1-R4_MC02g03883	30	20	0.313443	0.20627
MvSl-1064-A1-R4_MC02g03884	2325	2447	8.18922	8.52765
MvSl-1064-A1-R4_MC02g03885	0	0	0	0
MvSl-1064-A1-R4_MC02g03886	99.6298	82.1412	3.03187	2.40884
MvSl-1064-A1-R4_MC02g03887	4.9864	3.16508	1.10685	0.702592
MvSl-1064-A1-R4_MC02g03888	12.8819	12.6926	0.09927	0.0966401
MvSl-1064-A1-R4_MC02g03889	558.343	438.44	12.5269	9.56643
MvSl-1064-A1-R4_MC02g03890	672.679	565	16.688	13.6174
MvSl-1064-A1-R4_MC02g03891	649.503	575.465	2.39454	2.09899
MvSl-1064-A1-R4_MC02g03892	22.7857	17	4.61849	3.29211
MvSl-1064-A1-R4_MC02g03893	344.28	361.465	3.10479	3.21932
MvSl-1064-A1-R4_MC02g03894	3	1	0.0297473	0.0097898
MvSl-1064-A1-R4_MC02g03895	21	10	0.107556	0.0506475
MvSl-1064-A1-R4_MC02g03896	302	471	13.2991	19.6052
MvSl-1064-A1-R4_MC02g03897	2367	2568	6.3006	6.76518
MvSl-1064-A1-R4_MC02g03898	296	322	1.59715	1.71797
MvSl-1064-A1-R4_MC02g03899	1676	1491	4.90942	4.3221
MvSl-1064-A1-R4_MC02g03900	3688	3515	7.01302	6.61684
MvSl-1064-A1-R4_MC02g03901	1	1	0.354161	0.358925
MvSl-1064-A1-R4_MC02g03902	917	966	3.80478	3.96481
MvSl-1064-A1-R4_MC02g03903	844	846	6.46235	6.4002
MvSl-1064-A1-R4_MC02g03904	742	879	4.99575	5.84918
MvSl-1064-A1-R4_MC02g03905	9551	6277	55.2774	35.9168
MvSl-1064-A1-R4_MC02g03906	1553	1957	7.24059	9.02408
MvSl-1064-A1-R4_MC02g03907	142	129	1.47078	1.31896
MvSl-1064-A1-R4_MC02g03908	336	469	3.9055	5.3791
MvSl-1064-A1-R4_MC02g03909	4643	5041	19.1036	20.5174
MvSl-1064-A1-R4_MC02g03910	2150	2005	8.92513	8.23331
MvSl-1064-A1-R4_MC02g03911	713	1106	3.375	5.17773
MvSl-1064-A1-R4_MC02g03912	1558	1495	5.88388	5.58569
MvSl-1064-A1-R4_MC02g03913	938	823	3.359	2.91591
MvSl-1064-A1-R4_MC02g03914	7	9.0015	0.0220068	0.0280029
MvSl-1064-A1-R4_MC02g03915	153	133	1.56342	1.34165
MvSl-1064-A1-R4_MC02g03916	4761.67	6011.44	66.2232	82.3703
MvSl-1064-A1-R4_MC02g03917	1033	1215	6.26453	7.28402
MvSl-1064-A1-R4_MC02g03918	2085	2281	6.00243	6.49853
MvSl-1064-A1-R4_MC02g03919	1844	3225	5.0007	8.65552
MvSl-1064-A1-R4_MC02g03920	2144	2279	17.8359	18.7281
MvSl-1064-A1-R4_MC02g03921	426	362	2.06915	1.73889
MvSl-1064-A1-R4_MC02g03922	294	163	1.01211	0.555209
MvSl-1064-A1-R4_MC02g03923	3999	3229	19.7213	15.7479
MvSl-1064-A1-R4_MC02g03924	1305.56	1384.91	8.9558	9.389
MvSl-1064-A1-R4_MC02g03925	56682	96695	1461.21	2421.16
MvSl-1064-A1-R4_MC02g03926	2576	2662	7.58289	7.75456
MvSl-1064-A1-R4_MC02g03927	16	19	0.0693074	0.0814088
MvSl-1064-A1-R4_MC02g03928	127	157	1.82901	2.22634
MvSl-1064-A1-R4_MC02g03929	1034	1418	3.16395	4.29366
MvSl-1064-A1-R4_MC02g03930	490	445	3.39748	3.0493
MvSl-1064-A1-R4_MC02g03931	1185	1144	2.61389	2.49782
MvSl-1064-A1-R4_MC02g03932	326	331	2.61328	2.62131
MvSl-1064-A1-R4_MC02g03933	7514	5621	37.2093	27.5272
MvSl-1064-A1-R4_MC02g03934	14	5	1.20161	0.398835
MvSl-1064-A1-R4_MC02g03935	709	1114	24.7041	37.1388
MvSl-1064-A1-R4_MC02g03936	965	1224	7.90988	9.91107
MvSl-1064-A1-R4_MC02g03937	2658	2662	10.4043	10.3083
MvSl-1064-A1-R4_MC02g03938	22	36	0.28021	0.452138
MvSl-1064-A1-R4_MC02g03939	0	0	0	0
MvSl-1064-A1-R4_MC02g03940	4.83394	7.13767	0.0181248	0.0264772
MvSl-1064-A1-R4_MC02g03941	2.2437	1.0964	0.00915964	0.00442769
MvSl-1064-A1-R4_MC02g03942	0	0	0	0
MvSl-1064-A1-R4_MC02g03943	9	8	1.51209	1.29091
MvSl-1064-A1-R4_MC02g03944	1411	1255	6.82966	6.00758
MvSl-1064-A1-R4_MC02g03945	716	858	4.89953	5.80259
MvSl-1064-A1-R4_MC02g03946	247	286	2.0167	2.30681
MvSl-1064-A1-R4_MC02g03947	0	1.55135	0	0.497815
MvSl-1064-A1-R4_MC02g03948	323.345	306.972	2.34696	2.20176
MvSl-1064-A1-R4_MC02g03949	51	41	8.55169	6.53485
MvSl-1064-A1-R4_MC02g03950	7392	4960	196.999	128.415
MvSl-1064-A1-R4_MC02g03951	1317	1512	8.36253	9.49005
MvSl-1064-A1-R4_MC02g03952	3779	3857	28.9351	29.1791
MvSl-1064-A1-R4_MC02g03953	597	297	0.709083	0.349296
MvSl-1064-A1-R4_MC02g03954	1325	1148	5.05412	4.33216
MvSl-1064-A1-R4_MC02g03955	2503	2348	14.9197	13.8363
MvSl-1064-A1-R4_MC02g03956	5	8	0.0444209	0.0701947
MvSl-1064-A1-R4_MC02g03957	233	263	2.12877	2.37295
MvSl-1064-A1-R4_MC02g03958	502	583	2.05436	2.36012
MvSl-1064-A1-R4_MC02g03959	316	334	21.8273	21.4722
MvSl-1064-A1-R4_MC02g03960	2009	2794	17.8863	24.5675
MvSl-1064-A1-R4_MC02g03961	1235	1524	10.8226	13.1906
MvSl-1064-A1-R4_MC02g03962	1151	1120	8.35438	8.03322
MvSl-1064-A1-R4_MC02g03963	692	444	2.3258	1.47655
MvSl-1064-A1-R4_MC02g03964	424	424	2.36718	2.34049
MvSl-1064-A1-R4_MC02g03965	1449	1275	8.66798	7.54012
MvSl-1064-A1-R4_MC02g03966	0	0	0	0
MvSl-1064-A1-R4_MC02g03967	815	628	7.57851	5.76664
MvSl-1064-A1-R4_MC02g03968	230	211	22.8691	19.5414
MvSl-1064-A1-R4_MC02g03969	1671	1916	14.3725	16.2776
MvSl-1064-A1-R4_MC02g03970	614	593	2.28377	2.18215
MvSl-1064-A1-R4_MC02g03971	626	760	2.08638	2.50632
MvSl-1064-A1-R4_MC02g03972	2048	1913	6.88883	6.36692
MvSl-1064-A1-R4_MC02g03973	1028	711	4.48083	3.06541
MvSl-1064-A1-R4_MC02g03974	1401	1279	3.60208	3.25461
MvSl-1064-A1-R4_MC02g03975	376	352	8.83126	8.04293
MvSl-1064-A1-R4_MC02g03976	614	527	3.6756	3.11881
MvSl-1064-A1-R4_MC02g03977	256	64	1.50346	0.371592
MvSl-1064-A1-R4_MC02g03978	185	174	2.79099	2.58291
MvSl-1064-A1-R4_MC02g03979	16653	16638	54.6107	53.988
MvSl-1064-A1-R4_MC02g03980	817	847	2.67293	2.74196
MvSl-1064-A1-R4_MC02g03981	659	717	3.98778	4.28916
MvSl-1064-A1-R4_MC02g03982	169	89	0.846403	0.440799
MvSl-1064-A1-R4_MC02g03983	3167	4661	72.1122	103.278
MvSl-1064-A1-R4_MC02g03984	390	622	9.02392	13.9967
MvSl-1064-A1-R4_MC02g03985	815	1135	3.92667	5.40817
MvSl-1064-A1-R4_MC02g03986	7390	7847	22.7124	23.8651
MvSl-1064-A1-R4_MC02g03987	1647	2170	7.036	9.16977
MvSl-1064-A1-R4_MC02g03988	3564	3904	11.651	12.6284
MvSl-1064-A1-R4_MC02g03989	712	893	10.8755	13.4188
MvSl-1064-A1-R4_MC02g03990	330	314	1.3913	1.30952
MvSl-1064-A1-R4_MC02g03991	1711	1542	9.58444	8.54033
MvSl-1064-A1-R4_MC02g03992	694	619	5.79643	5.10699
MvSl-1064-A1-R4_MC02g03993	637	709	2.53493	2.79115
MvSl-1064-A1-R4_MC02g03994	4567	4791	40.4025	41.8607
MvSl-1064-A1-R4_MC02g03995	4804	5510	24.6047	27.9068
MvSl-1064-A1-R4_MC02g03996	72	42	5.32927	2.90088
MvSl-1064-A1-R4_MC02g03997	22.8914	31.5731	0.141384	0.192768
MvSl-1064-A1-R4_MC02g03998	21.841	20.8658	0.710588	0.652583
MvSl-1064-A1-R4_MC02g03999	40.8845	25.5536	9.32225	5.79078
MvSl-1064-A1-R4_MC02g04000	141.961	102.367	1.22354	0.871458
MvSl-1064-A1-R4_MC02g04001	347.59	275.569	0.701284	0.550365
MvSl-1064-A1-R4_MC02g04002	97.6073	109.908	2.48186	2.71331
MvSl-1064-A1-R4_MC02g04003	11	12	0.238292	0.253036
MvSl-1064-A1-R4_MC02g04004	525	601	8.25705	9.28939
MvSl-1064-A1-R4_MC02g04005	4488	5243	9.74556	11.2695
MvSl-1064-A1-R4_MC02g04006	899	995	14.381	15.637
MvSl-1064-A1-R4_MC02g04007	758	859	5.40803	6.05639
MvSl-1064-A1-R4_MC02g04008	3961	3091	10.5302	8.13264
MvSl-1064-A1-R4_MC02g04009	138	143	1.04896	1.07399
MvSl-1064-A1-R4_MC02g04010	61	43	0.936881	0.649613
MvSl-1064-A1-R4_MC02g04011	1385	1512	3.19748	3.45511
MvSl-1064-A1-R4_MC02g04012	565	489	1.97841	1.69417
MvSl-1064-A1-R4_MC02g04013	1546	1265	6.8348	5.53161
MvSl-1064-A1-R4_MC02g04014	311.609	260.055	2.32219	1.91495
MvSl-1064-A1-R4_MC02g04015	3601.5	4875.42	12.7985	17.1419
MvSl-1064-A1-R4_MC02g04016	323	310	1.26256	1.19876
MvSl-1064-A1-R4_MC02g04017	61	42	0.261259	0.177933
MvSl-1064-A1-R4_MC02g04018	2280	2274	7.27172	7.17657
MvSl-1064-A1-R4_MC02g04019	859	1026	5.89252	6.95578
MvSl-1064-A1-R4_MC02g04020	603	486	7.16828	5.70026
MvSl-1064-A1-R4_MC02g04021	841	877	4.16217	4.29231
MvSl-1064-A1-R4_MC02g04022	149	139	1.55677	1.43358
MvSl-1064-A1-R4_MC02g04023	28	18	7.73641	5.00156
MvSl-1064-A1-R4_MC02g04024	273	327	10.4722	11.9372
MvSl-1064-A1-R4_MC02g04025	135	154	4.40695	4.82942
MvSl-1064-A1-R4_MC02g04026	1089	1213	4.92899	5.43026
MvSl-1064-A1-R4_MC02g04027	2018	2194	10.254	11.0245
MvSl-1064-A1-R4_MC02g04028	0	3	0	0.029579
MvSl-1064-A1-R4_MC02g04029	718	798	5.2571	5.77362
MvSl-1064-A1-R4_MC02g04030	2945	2549	25.0217	21.3922
MvSl-1064-A1-R4_MC02g04031	4138	4098	12.6758	12.4222
MvSl-1064-A1-R4_MC02g04032	46	42	1.07494	0.954799
MvSl-1064-A1-R4_MC02g04033	1758.63	1598.69	7.7137	6.93591
MvSl-1064-A1-R4_MC02g04034	1267	1434	2.35682	2.64068
MvSl-1064-A1-R4_MC02g04035	1285	1434	8.80035	9.70595
MvSl-1064-A1-R4_MC02g04036	500	367	0.956658	0.695124
MvSl-1064-A1-R4_MC02g04037	913	1201	5.60175	7.28437
MvSl-1064-A1-R4_MC02g04038	471	713	7.39386	11
MvSl-1064-A1-R4_MC02g04039	3776	4188	30.2402	33.1347
MvSl-1064-A1-R4_MC02g04040	6695	7837	42.1593	48.7826
MvSl-1064-A1-R4_MC02g04041	2298	1122	5.86688	2.83509
MvSl-1064-A1-R4_MC02g04042	11939.6	9629.08	3399.97	2756.48
MvSl-1064-A1-R4_MC02g04043	0	0	0	0
MvSl-1064-A1-R4_MC02g04044	1.00049	0	0.010572	0
MvSl-1064-A1-R4_MC02g04045	66	110	14.0647	23.0671
MvSl-1064-A1-R4_MC02g04046	3567	2825	5.58915	4.38249
MvSl-1064-A1-R4_MC02g04047	33	44	8.32305	11.1885
MvSl-1064-A1-R4_MC02g04048	4464	7051	19.4273	30.3524
MvSl-1064-A1-R4_MC02g04049	5271	5784	31.5314	34.2055
MvSl-1064-A1-R4_MC02g04050	2310	2235	8.8234	8.44567
MvSl-1064-A1-R4_MC02g04051	896	903	6.81065	6.7819
MvSl-1064-A1-R4_MC02g04052	1374	1563	2.43618	2.74355
MvSl-1064-A1-R4_MC02g04053	827	536	1.82951	1.17371
MvSl-1064-A1-R4_MC02g04054	487	566	2.33027	2.67846
MvSl-1064-A1-R4_MC02g04055	1938	1959	10.6423	10.6367
MvSl-1064-A1-R4_MC02g04056	1691	2112	16.192	19.9686
MvSl-1064-A1-R4_MC02g04057	2791	2668	13.6037	12.8606
MvSl-1064-A1-R4_MC02g04058	2501	2380	7.11196	6.69772
MvSl-1064-A1-R4_MC02g04059	1581	2026	23.1584	29.212
MvSl-1064-A1-R4_MC02g04060	29903	72264	118.66	283.676
MvSl-1064-A1-R4_MC02g04061	4	13	0.485595	1.47815
MvSl-1064-A1-R4_MC02g04062	2159	1973	10.9972	9.93811
MvSl-1064-A1-R4_MC02g04063	1044	1277	5.20685	6.29838
MvSl-1064-A1-R4_MC02g04064	4416	4473	12.5575	12.5878
MvSl-1064-A1-R4_MC02g04065	567	399	8.96728	6.20123
MvSl-1064-A1-R4_MC02g04066	419	307	15.3013	10.6967
MvSl-1064-A1-R4_MC02g04067	139	234	1.36535	2.26937
MvSl-1064-A1-R4_MC02g04068	4076	4201	10.4189	10.6281
MvSl-1064-A1-R4_MC02g04069	2704	3600	36.5246	47.9359
MvSl-1064-A1-R4_MC02g04070	623	1028	4.58559	7.47685
MvSl-1064-A1-R4_MC02g04071	544	568	5.51841	5.68824
MvSl-1064-A1-R4_MC02g04072	2.73924	4.01449	0.0584854	0.0834293
MvSl-1064-A1-R4_MC02g04073	4.17877	9.11251	0.0571779	0.12288
MvSl-1064-A1-R4_MC02g04074	2	36	0.0140772	0.250411
MvSl-1064-A1-R4_MC02g04075	3096	2729	12.8522	11.2063
MvSl-1064-A1-R4_MC02g04076	516	684	5.39121	7.05445
MvSl-1064-A1-R4_MC02g04077	167	137	1.40888	1.14167
MvSl-1064-A1-R4_MC02g04078	29	24	5.87808	4.64768
MvSl-1064-A1-R4_MC02g04079	1	0	0.365127	0
MvSl-1064-A1-R4_MC02g04080	27.2968	20.6004	0.0425644	0.0318031
MvSl-1064-A1-R4_MC02g04081	0	2	0	0.481176
MvSl-1064-A1-R4_MC02g04082	5241.1	5047.01	5.74259	5.47581
MvSl-1064-A1-R4_MC02g04083	1444	1580	7.40935	8.017
MvSl-1064-A1-R4_MC02g04084	1764	1695	4.67913	4.44978
MvSl-1064-A1-R4_MC02g04085	4193	4095	9.40262	9.08949
MvSl-1064-A1-R4_MC02g04086	2771	3133	9.82632	10.9923
MvSl-1064-A1-R4_MC02g04087	525	286	1.85543	1.00006
MvSl-1064-A1-R4_MC02g04088	487	352	7.00156	4.98351
MvSl-1064-A1-R4_MC02g04089	1029	1058	7.57396	7.69505
MvSl-1064-A1-R4_MC02g04090	3744	2799	15.4046	11.3922
MvSl-1064-A1-R4_MC02g04091	2735	1731	3.12304	1.95722
MvSl-1064-A1-R4_MC02g04092	1833	1220	6.73699	4.43626
MvSl-1064-A1-R4_MC02g04093	25.2554	10.5965	3.12746	1.22628
MvSl-1064-A1-R4_MC02g04094	61.8229	70.3078	2.6355	2.83637
MvSl-1064-A1-R4_MC02g04095	724	1018	4.02596	5.59703
MvSl-1064-A1-R4_MC02g04096	3803	3508	23.1805	21.1377
MvSl-1064-A1-R4_MC02g04097	782	733	2.67776	2.48347
MvSl-1064-A1-R4_MC02g04098	341	295	3.55836	3.03871
MvSl-1064-A1-R4_MC02g04099	575	517	3.1106	2.76547
MvSl-1064-A1-R4_MC02g04100	507	532	5.60508	5.80453
MvSl-1064-A1-R4_MC02g04101	139	168	0.599625	0.716861
MvSl-1064-A1-R4_MC02g04102	895	658	3.86089	2.8077
MvSl-1064-A1-R4_MC02g04103	4795	4756	26.6636	26.1488
MvSl-1064-A1-R4_MC02g04104	727	790	6.34431	6.80921
MvSl-1064-A1-R4_MC02g04105	731	699	4.28107	4.04714
MvSl-1064-A1-R4_MC02g04106	489	518	3.93121	4.11402
MvSl-1064-A1-R4_MC02g04107	630	923	3.54566	5.13603
MvSl-1064-A1-R4_MC02g04108	883	854	5.06492	4.8431
MvSl-1064-A1-R4_MC02g04109	186	143	15.706	11.2148
MvSl-1064-A1-R4_MC02g04110	520	892	2.56593	4.35288
MvSl-1064-A1-R4_MC02g04111	3088	3284	24.3574	25.5916
MvSl-1064-A1-R4_MC02g04112	1.57931	1	0.350563	0.221983
MvSl-1064-A1-R4_MC02g04113	22.0193	26.0605	7.40131	8.96044
