target_id	est_counts	est_counts	mean_oldcounts	tpm	tpm	target_id	est_counts	est_counts	mean_newcounts	tpm	tpm	ratio_a2_oldnew
MvSl-1064-A2-R4_MC09g09253	14	22	18	3.16475	1.85094	MvSl-1064-A2-R4_MC09g09253	7	7	7	2.18057	2.07219	2.571428535
MvSl-1064-A2-R4_MC07g07966	12	6	9	0.311187	0.57884	MvSl-1064-A2-R4_MC07g07966	5	2	3.5	0.305792	0.70733	2.571428498
MvSl-1064-A2-R4_MC10g10128	5.52268	7.29859	6.410635	0.0348474	0.0244556	MvSl-1064-A2-R4_MC10g10128	3.54879	1.4454	2.497095	0.00595602	0.0132329	2.567237027
MvSl-1064-A2-R4_A2g01402	271.871	584.88	428.3755	1.47463	0.63566	MvSl-1064-A2-R4_A2g01402	97.2945	237.041	167.16775	0.472375	0.175612	2.562548696
MvSl-1064-A2-R4_MC02g04278	124.697	154.025	139.361	2.66562	2.00285	MvSl-1064-A2-R4_MC02g04278	48.0589	60.8232	54.44105	1.13828	0.808744	2.559851431
MvSl-1064-A2-R4_A2g01722	221.287	214.195	217.741	9.5798	9.19265	MvSl-1064-A2-R4_A2g01722	84.6366	85.6854	85.161	8.27244	7.26482	2.55681591
MvSl-1064-A2-R4_MC03g04862	45.8935	80.9287	63.4111	18.2601	9.76523	MvSl-1064-A2-R4_MC03g04862	24.567	25.0721	24.81955	8.0512	7.39789	2.554885151
MvSl-1064-A2-R4_MC06-2g07416	287	203	245	33.1146	43.5059	MvSl-1064-A2-R4_MC06-2g07416	117.469	74.3533	95.91115	70.6181	85.4978	2.554447525
MvSl-1064-A2-R4_MC08-1g08836	105.599	83.6994	94.6492	2.78541	3.25729	MvSl-1064-A2-R4_MC08-1g08836	45.5872	28.6525	37.11985	1.05065	1.50338	2.549827107
MvSl-1064-A2-R4_MC08-2g09172	15.393	6.41211	10.902555	1.12002	2.50645	MvSl-1064-A2-R4_MC08-2g09172	6.77218	1.7795	4.27584	0.276506	0.9794	2.549804189
MvSl-1064-A2-R4_MC04-1g05595	10.4109	11	10.70545	1.57431	1.36958	MvSl-1064-A2-R4_MC04-1g05595	5.42741	3	4.213705	0.806296	1.42705	2.540626301
MvSl-1064-A2-R4_A2g00984	3.41164	2.20456	2.8081	0.248961	0.355964	MvSl-1064-A2-R4_A2g00984	0	2.21565	1.107825	0.203419	0	2.534786403
MvSl-1064-A2-R4_MC17g12466	916.356	698.14	807.248	18.7827	22.9063	MvSl-1064-A2-R4_MC17g12466	371.028	267.374	319.201	7.29142	9.10484	2.528964507
MvSl-1064-A2-R4_MC01g03190	162.695	155.277	158.986	0.235106	0.22843	MvSl-1064-A2-R4_MC01g03190	68.9396	56.8696	62.9046	0.068321	0.0750398	2.527414525
MvSl-1064-A2-R4_A2g01741	484.432	657.041	570.7365	37.8493	25.9469	MvSl-1064-A2-R4_A2g01741	180.569	271.376	225.9725	15.0808	9.02987	2.525690072
MvSl-1064-A2-R4_A2g00724	7.59011	8.59329	8.0917	0.84839	0.697122	MvSl-1064-A2-R4_A2g00724	2.23614	4.1896	3.21287	1.03652	0.53949	2.518526971
MvSl-1064-A2-R4_MC02g03796	355.839	460.449	408.144	2.55972	1.83476	MvSl-1064-A2-R4_MC02g03796	132.75	191.526	162.138	1.2121	0.759527	2.517263071
MvSl-1064-A2-R4_MC14g12119	20	27.1341	23.56705	3.90329	2.64421	MvSl-1064-A2-R4_MC14g12119	8.64259	10.0895	9.366045	2.65898	2.22802	2.516222135
MvSl-1064-A2-R4_MC06-1g07114	0.512148	2.02865	1.270399	0.7545	0.186786	MvSl-1064-A2-R4_MC06-1g07114	0.5	0.512642	0.506321	0.240919	0.209661	2.509077737
MvSl-1064-A2-R4_MC06-1g07142	0.512148	2.02865	1.270399	0.7545	0.186786	MvSl-1064-A2-R4_MC06-1g07142	0.5	0.512642	0.506321	0.240919	0.209661	2.509077737
MvSl-1064-A2-R4_MC11g10492	114.273	126.569	120.421	4.87597	4.07999	MvSl-1064-A2-R4_MC11g10492	43	53	48	2.05142	1.49709	2.508770828
MvSl-1064-A2-R4_MC04-1g05642	1	4	2.5	0.260166	0.0604885	MvSl-1064-A2-R4_MC04-1g05642	0	2	1	0.37219	0	2.49999975
MvSl-1064-A2-R4_MC05g06592	456.939	701.598	579.2685	1.88691	1.13965	MvSl-1064-A2-R4_MC05g06592	177.856	286.972	232.414	0.642671	0.360725	2.492399338
MvSl-1064-A2-R4_MC07g07813	18.8271	11.1319	14.9795	0.0230146	0.0360955	MvSl-1064-A2-R4_MC07g07813	10.0178	2.01382	6.01581	0.00328524	0.0148044	2.490022084
MvSl-1064-A2-R4_MC12g11163	2.91851	0	1.459255	0	0.132454	MvSl-1064-A2-R4_MC12g11163	1.17469	0	0.587345	0	0.0828496	2.484493358
MvSl-1064-A2-R4_A2g00883	154.536	150.702	152.619	1.29242	1.22941	MvSl-1064-A2-R4_A2g00883	60.0608	62.8544	61.4576	0.576983	0.497836	2.483321831
MvSl-1064-A2-R4_A2g01560	591.734	656.83	624.282	14.9914	12.5379	MvSl-1064-A2-R4_A2g01560	225.191	277.903	251.547	8.72521	6.35245	2.481770801
MvSl-1064-A2-R4_MC03g04870	4222.15	4969.98	4596.065	21.0542	16.5884	MvSl-1064-A2-R4_MC03g04870	1484.89	2221.11	1853	6.6752	4.04022	2.480337291
MvSl-1064-A2-R4_MC01g02039	306.526	330.738	318.632	3.89952	3.35315	MvSl-1064-A2-R4_MC01g02039	113.307	144.744	129.0255	1.7205	1.21472	2.46952734
MvSl-1064-A2-R4_MC01g02295	241.612	290.184	265.898	8.51259	6.58139	MvSl-1064-A2-R4_MC01g02295	88.8449	126.61	107.72745	5.85514	3.70104	2.468247413
MvSl-1064-A2-R4_A2g01320	1552.96	1867.93	1710.445	9.40516	7.25217	MvSl-1064-A2-R4_A2g01320	608.96	777.12	693.04	3.38663	2.40122	2.468032148
MvSl-1064-A2-R4_MC07g08341	2003.12	1729.07	1866.095	4.84235	5.2024	MvSl-1064-A2-R4_MC07g08341	556.349	956.026	756.1875	1.94169	1.02342	2.467767584
MvSl-1064-A2-R4_MC02g04372	91.7779	74.0209	82.8994	6.51264	7.52852	MvSl-1064-A2-R4_MC02g04372	22.9474	44.3052	33.6263	19.3388	8.99354	2.465314345
MvSl-1064-A2-R4_MC12g11157	241.315	311.485	276.4	4.11343	2.95694	MvSl-1064-A2-R4_MC12g11157	107.744	117.039	112.3915	1.53374	1.27278	2.459260707
MvSl-1064-A2-R4_A2g01052	2485.7	2517.04	2501.37	33.3724	30.58	MvSl-1064-A2-R4_A2g01052	1021.19	1021.34	1021.265	26.0485	23.407	2.449285934
MvSl-1064-A2-R4_A2g01363	4.03633	8.84213	6.43923	0.227371	0.0963891	MvSl-1064-A2-R4_A2g01363	2.83034	2.43806	2.6342	0.0517771	0.0540811	2.444472612
MvSl-1064-A2-R4_A2g00913	35.1408	45.9927	40.56675	28.3967	20.8285	MvSl-1064-A2-R4_A2g00913	17.2214	16.1408	16.6811	12.6239	11.5793	2.431898961
MvSl-1064-A2-R4_MC04-1g05548	18	6.24177	12.120885	0.608143	1.63529	MvSl-1064-A2-R4_MC04-1g05548	10.0105	0	5.00525	0	0.873692	2.421634236
MvSl-1064-A2-R4_MC06-2g07329	124.856	229.923	177.3895	1.03612	0.52183	MvSl-1064-A2-R4_MC06-2g07329	41.956	105.119	73.5375	0.379595	0.137131	2.412231851
MvSl-1064-A2-R4_MC10g10114	18.9174	16.4107	17.66405	0.0304727	0.0325743	MvSl-1064-A2-R4_MC10g10114	12.4904	2.16075	7.325575	0.00305737	0.0160114	2.411285088
MvSl-1064-A2-R4_MC05g06493	26	51	38.5	17.8541	8.92889	MvSl-1064-A2-R4_MC05g06493	10	22	16	9.94082	4.01334	2.406249985
MvSl-1064-A2-R4_MC01g02570	260.467	316.052	288.2595	13.8948	10.6348	MvSl-1064-A2-R4_MC01g02570	111.592	128.962	120.277	29.3315	24.8422	2.396630276
MvSl-1064-A2-R4_MC02g04226	355.273	431.013	393.143	6.27021	4.79596	MvSl-1064-A2-R4_MC02g04226	167.091	161.351	164.221	2.80874	2.61746	2.393987369
MvSl-1064-A2-R4_A2g00543	814.386	623.673	719.0295	10.4982	12.7222	MvSl-1064-A2-R4_A2g00543	348.039	254.472	301.2555	5.40422	6.65019	2.38677634
MvSl-1064-A2-R4_MC02g03653	337	342.009	339.5045	14.1739	12.9525	MvSl-1064-A2-R4_MC02g03653	142.05	143.76	142.905	12.784	11.2784	2.375735627
MvSl-1064-A2-R4_A2g01654	148.719	210.905	179.812	2.71819	1.77845	MvSl-1064-A2-R4_A2g01654	57.8548	93.7316	75.7932	1.33697	0.743533	2.372402798
MvSl-1064-A2-R4_MC11g10509	425.781	427.751	426.766	5.35504	4.94576	MvSl-1064-A2-R4_MC11g10509	187.426	172.93	180.178	2.15935	2.11026	2.368579959
MvSl-1064-A2-R4_MC01g03191	83.4422	95.5901	89.51615	3.99904	3.23942	MvSl-1064-A2-R4_MC01g03191	45.0968	30.6106	37.8537	1.95307	2.58836	2.364792603
MvSl-1064-A2-R4_MC09g09276	2265.92	2136.06	2200.99	25.5109	25.1083	MvSl-1064-A2-R4_MC09g09276	780.136	1087.83	933.983	20.256	13.0629	2.356563235
MvSl-1064-A2-R4_A2g00023	38.4795	31.7709	35.1252	0.296004	0.332582	MvSl-1064-A2-R4_A2g00023	18.2108	11.7262	14.9685	0.133398	0.186887	2.346607861
MvSl-1064-A2-R4_A2g00659	57.3863	145.974	101.68015	0.312892	0.114069	MvSl-1064-A2-R4_A2g00659	21.5647	65.2565	43.4106	0.10445	0.0312682	2.342288514
MvSl-1064-A2-R4_A2g00308	713.719	690.908	702.3135	17.6351	16.9144	MvSl-1064-A2-R4_A2g00308	309.127	295.135	302.131	7.10027	6.69223	2.324533066
MvSl-1064-A2-R4_MC05g07059	2186.07	1185.07	1685.57	58.6596	100.582	MvSl-1064-A2-R4_MC05g07059	974.509	475.763	725.136	63.3054	119.251	2.324488096
MvSl-1064-A2-R4_MC01g02743	22.7053	9.30384	16.00457	0.338123	0.765224	MvSl-1064-A2-R4_MC01g02743	12.7035	1.07386	6.88868	0.133071	1.43685	2.323314447
MvSl-1064-A2-R4_MC14g12194	13.2222	15.2727	14.24745	4.93389	4.15353	MvSl-1064-A2-R4_MC14g12194	4.50479	7.80221	6.1535	5.86808	2.88723	2.315340825
MvSl-1064-A2-R4_MC01g02712	331.404	408.19	369.797	6.44636	4.85689	MvSl-1064-A2-R4_MC01g02712	146.437	174.045	160.241	3.07299	2.32643	2.307755192
MvSl-1064-A2-R4_MC11g10965	21.4912	46.1389	33.81505	0.580681	0.250961	MvSl-1064-A2-R4_MC11g10965	7.17827	22.1509	14.664585	0.282297	0.0824788	2.305898856
MvSl-1064-A2-R4_MC02g03755	46.1771	26.9127	36.5449	4.00285	6.30022	MvSl-1064-A2-R4_MC02g03755	19.4502	12.2595	15.85485	2.06277	3.07647	2.304966605
MvSl-1064-A2-R4_A2g00213	297.372	300.173	298.7725	7.60337	6.99361	MvSl-1064-A2-R4_A2g00213	121.889	137.433	129.661	5.27112	4.20237	2.304258796
MvSl-1064-A2-R4_MC02g03750	569.633	750.343	659.988	7.64244	5.38255	MvSl-1064-A2-R4_MC02g03750	240.641	333.212	286.9265	2.86053	1.86583	2.300198831
MvSl-1064-A2-R4_MC03g04811	3.15907	3.148	3.153535	0.183642	0.171283	MvSl-1064-A2-R4_MC03g04811	1.45776	1.28811	1.372935	0.0681995	0.0695486	2.296929403
MvSl-1064-A2-R4_MC14g12231	4.50111	16.243	10.372055	4.66093	1.22851	MvSl-1064-A2-R4_MC14g12231	0	9.03232	4.51616	4.12946	0	2.296653522
MvSl-1064-A2-R4_A2g00058	30	32	31	8.92791	7.93007	MvSl-1064-A2-R4_A2g00058	14	13	13.5	7.15923	7.04652	2.296296279
MvSl-1064-A2-R4_MC10g10113	2.85157	2.68755	2.76956	0.00353746	0.00348047	MvSl-1064-A2-R4_MC10g10113	2.41374	0	1.20687	0	0.00225435	2.294828582
MvSl-1064-A2-R4_MC06-2g07358	64.8777	72.4235	68.6506	0.202587	0.168298	MvSl-1064-A2-R4_MC06-2g07358	23.7977	36.0649	29.9313	0.0782166	0.0467432	2.293605683
MvSl-1064-A2-R4_MC04-2g06266	15.8255	16.2658	16.04565	3.10077	2.83422	MvSl-1064-A2-R4_MC04-2g06266	5.44827	8.58524	7.016755	2.18392	1.34212	2.286762153
MvSl-1064-A2-R4_MC07g07845	93	147	120	33.768	20.2127	MvSl-1064-A2-R4_MC07g07845	35	70	52.5	60.5739	24.1679	2.285714281
MvSl-1064-A2-R4_MC05g07077	135.604	157.942	146.773	1.05578	0.840787	MvSl-1064-A2-R4_MC05g07077	49.1969	79.4066	64.30175	0.563072	0.315283	2.282566179
MvSl-1064-A2-R4_MC02g03629	180.175	138.525	159.35	1.90825	2.30305	MvSl-1064-A2-R4_MC02g03629	78.0895	61.5811	69.8353	1.24503	1.42004	2.281797311
MvSl-1064-A2-R4_MC12g11532	2011.03	3166.55	2588.79	11.3699	6.69669	MvSl-1064-A2-R4_MC12g11532	1066.3	1203.71	1135.005	3.44716	2.76477	2.280862199
MvSl-1064-A2-R4_MC04-2g06343	25.5882	26.9762	26.2822	1.391	1.22774	MvSl-1064-A2-R4_MC04-2g06343	15.7078	7.36249	11.535145	0.686612	1.30799	2.278445548
MvSl-1064-A2-R4_MC07g08016	63	60	61.5	11.9025	11.7359	MvSl-1064-A2-R4_MC07g08016	25	29	27	18.2424	13.5708	2.277777769
MvSl-1064-A2-R4_MC09g09268	1875.82	2373.4	2124.61	28.3454	20.7856	MvSl-1064-A2-R4_MC09g09268	780.136	1087.83	933.983	20.256	13.0629	2.274784444
MvSl-1064-A2-R4_MC09g09272	1875.82	2373.4	2124.61	28.3454	20.7856	MvSl-1064-A2-R4_MC09g09272	780.136	1087.83	933.983	20.256	13.0629	2.274784444
MvSl-1064-A2-R4_MC09g09280	1875.82	2373.4	2124.61	28.3454	20.7856	MvSl-1064-A2-R4_MC09g09280	780.136	1087.83	933.983	20.256	13.0629	2.274784444
MvSl-1064-A2-R4_MC11g10889	172.017	278.421	225.219	1.4738	0.844536	MvSl-1064-A2-R4_MC11g10889	87.1193	110.968	99.04365	0.436873	0.310394	2.273936792
MvSl-1064-A2-R4_MC04-2g06308	85.0129	75.8691	80.441	0.305433	0.317407	MvSl-1064-A2-R4_MC04-2g06308	28.1496	42.653	35.4013	0.120017	0.071716	2.272261182
MvSl-1064-A2-R4_MC08-2g09173	0	6.91948	3.45974	0.0230791	0	MvSl-1064-A2-R4_MC08-2g09173	0	3.06054	1.53027	0.00771606	0	2.260868849
MvSl-1064-A2-R4_MC05g06572	23.19	30.7874	26.9887	0.38312	0.267754	MvSl-1064-A2-R4_MC05g06572	7.22469	16.6763	11.950495	0.178745	0.069877	2.258375053
MvSl-1064-A2-R4_MC08-1g08984	103.036	161.775	132.4055	2.47711	1.46407	MvSl-1064-A2-R4_MC08-1g08984	37.1974	80.2997	58.74855	1.72491	0.718709	2.253766259
MvSl-1064-A2-R4_MC02g03751	653.094	841.319	747.2065	3.19201	2.29802	MvSl-1064-A2-R4_MC02g03751	292.253	371.105	331.679	1.33103	0.948756	2.252800146
MvSl-1064-A2-R4_MC02g04514	2959.75	3583.34	3271.545	62.405	47.8379	MvSl-1064-A2-R4_MC02g04514	1360.53	1553.19	1456.86	42.6569	33.6119	2.245613854
MvSl-1064-A2-R4_MC02g04538	2959.75	3583.34	3271.545	62.405	47.8379	MvSl-1064-A2-R4_MC02g04538	1360.53	1553.19	1456.86	42.6569	33.6119	2.245613854
MvSl-1064-A2-R4_MC01g02040	5.92454	9.92548	7.92501	1.08368	0.598509	MvSl-1064-A2-R4_MC01g02040	1.00296	6.06014	3.53155	4.24718	0.596555	2.24405991
MvSl-1064-A2-R4_MC08-1g08843	31	43	37	9.38825	6.3694	MvSl-1064-A2-R4_MC08-1g08843	11	22	16.5	9.94082	4.41468	2.242424229
MvSl-1064-A2-R4_MC10g10266	107.919	132.98	120.4495	3.12973	2.358	MvSl-1064-A2-R4_MC10g10266	51.5637	56.0929	53.8283	2.2318	1.84752	2.237661226
MvSl-1064-A2-R4_A2g00219	110.158	204.304	157.231	2.4666	1.23396	MvSl-1064-A2-R4_A2g00219	38.2539	102.606	70.42995	1.39898	0.470064	2.232445143
MvSl-1064-A2-R4_A2g01581	57.8256	74.7714	66.2985	1.50951	1.0836	MvSl-1064-A2-R4_A2g01581	29.0614	30.3671	29.71425	0.634331	0.546094	2.231202193
MvSl-1064-A2-R4_MC10g10100	2279.94	2447.11	2363.525	5.71356	4.93651	MvSl-1064-A2-R4_MC10g10100	1002.24	1122.95	1062.595	2.15893	1.74529	2.224295239
MvSl-1064-A2-R4_MC01g03188	9.8689	60.4407	35.1548	0.304878	0.0461709	MvSl-1064-A2-R4_MC01g03188	10.2738	21.3427	15.80825	0.0967623	0.0421424	2.223826153
MvSl-1064-A2-R4_MC13g11578	278.764	292.444	285.604	0.82808	0.732014	MvSl-1064-A2-R4_MC13g11578	114	143	128.5	0.397847	0.287171	2.22259922
MvSl-1064-A2-R4_MC10g10052	35.705	29	32.3525	0.439592	0.502246	MvSl-1064-A2-R4_MC10g10052	11.0392	18.0828	14.561	0.600153	0.329109	2.221859747
MvSl-1064-A2-R4_MC02g03855	1292.34	1393.55	1342.945	4.01928	3.45665	MvSl-1064-A2-R4_MC02g03855	568.454	640.439	604.4465	1.5235	1.22459	2.221776451
MvSl-1064-A2-R4_A2g01069	392.973	461.012	426.9925	4.96016	3.92265	MvSl-1064-A2-R4_A2g01069	171.011	213.401	192.206	2.07721	1.5027	2.221535747
MvSl-1064-A2-R4_A2g00618	2944.47	3053.18	2998.825	10.0903	9.02452	MvSl-1064-A2-R4_A2g00618	1216.38	1483.86	1350.12	5.50305	4.08284	2.221154416
MvSl-1064-A2-R4_MC07g08238	198.793	172.726	185.7595	2.13342	2.2782	MvSl-1064-A2-R4_MC07g08238	92.5075	74.7593	83.6334	0.918051	1.0244	2.221116202
MvSl-1064-A2-R4_A2g00791	191.098	296.651	243.8745	1.9294	1.15284	MvSl-1064-A2-R4_A2g00791	97.7019	122.131	109.91645	0.961647	0.695026	2.21872613
MvSl-1064-A2-R4_MC10g10210	61.3437	54	57.67185	5.81989	6.1133	MvSl-1064-A2-R4_MC10g10210	27	25	26	4.45677	4.54507	2.218148068
MvSl-1064-A2-R4_A2g00460	1453.48	1414.3	1433.89	19.8782	18.9564	MvSl-1064-A2-R4_A2g00460	667.926	625.896	646.911	8.59699	8.26792	2.216518191
MvSl-1064-A2-R4_MC05g06623	4767.55	4467.62	4617.585	15.9382	15.7735	MvSl-1064-A2-R4_MC05g06623	2095.53	2071.09	2083.31	5.40904	4.95568	2.216465624
MvSl-1064-A2-R4_MC01g03088	384.108	477.721	430.9145	4.84787	3.61619	MvSl-1064-A2-R4_MC01g03088	183.155	205.71	194.4325	2.21129	1.77658	2.216267855
MvSl-1064-A2-R4_A2g01061	130.501	144.022	137.2615	1.56172	1.31287	MvSl-1064-A2-R4_A2g01061	72.8468	51.1003	61.97355	0.514973	0.662632	2.214840037
MvSl-1064-A2-R4_MC02g03769	855.666	1040.05	947.858	10.6651	8.14026	MvSl-1064-A2-R4_MC02g03769	385.442	470.933	428.1875	4.02419	2.97484	2.213651729
MvSl-1064-A2-R4_MC10g09863	266.424	303.869	285.1465	9.49251	7.72663	MvSl-1064-A2-R4_MC10g09863	117.557	140.296	128.9265	7.60872	5.74434	2.211698136
MvSl-1064-A2-R4_A2g01202	13.5129	27.6598	20.58635	0.382932	0.173591	MvSl-1064-A2-R4_A2g01202	7.14152	11.5321	9.33681	0.137517	0.0768065	2.204859024
MvSl-1064-A2-R4_A2g00746	727.605	798.157	762.881	19.0549	16.1268	MvSl-1064-A2-R4_A2g00746	326.428	366.178	346.303	8.91978	7.15537	2.202929226
MvSl-1064-A2-R4_A2g01060	48.4163	78.4982	63.45725	15.6633	9.08057	MvSl-1064-A2-R4_A2g01060	21.7802	35.915	28.8476	8.88548	5.25468	2.199741045
MvSl-1064-A2-R4_MC02g04513	61.9461	95.7507	78.8484	7.63065	4.60025	MvSl-1064-A2-R4_MC02g04513	28.3333	43.765	36.04915	3.71103	2.15336	2.187247127
MvSl-1064-A2-R4_MC02g04537	61.9461	95.7507	78.8484	7.63065	4.60025	MvSl-1064-A2-R4_MC02g04537	28.3333	43.765	36.04915	3.71103	2.15336	2.187247127
MvSl-1064-A2-R4_MC18g12502	61.9461	95.7507	78.8484	7.63065	4.60025	MvSl-1064-A2-R4_MC18g12502	28.3333	43.765	36.04915	3.71103	2.15336	2.187247127
MvSl-1064-A2-R4_A2g01142	29.7255	34.1528	31.93915	11.3646	9.60966	MvSl-1064-A2-R4_A2g01142	13.0108	16.2093	14.61005	6.79189	5.09065	2.186108178
MvSl-1064-A2-R4_MC12g11505	632.058	762.923	697.4905	10.4489	8.03248	MvSl-1064-A2-R4_MC12g11505	293.328	344.843	319.0855	5.44204	4.16811	2.185904718
MvSl-1064-A2-R4_MC07g08449	20	22	21	1.94461	1.64768	MvSl-1064-A2-R4_MC07g08449	10	9.25265	9.626325	2.23966	2.35813	2.181517846
MvSl-1064-A2-R4_MC12g11243	31	43	37	0.278797	0.186431	MvSl-1064-A2-R4_MC12g11243	18	16	17	0.0943363	0.095964	2.176470575
MvSl-1064-A2-R4_MC14g12101	182.93	180.883	181.9065	1.84234	1.72854	MvSl-1064-A2-R4_MC14g12101	83.3806	83.7881	83.58435	0.950262	0.853086	2.176322479
MvSl-1064-A2-R4_MC03g05398	754.075	870.802	812.4385	8.08139	6.49204	MvSl-1064-A2-R4_MC03g05398	342.492	404.852	373.672	3.92018	2.99388	2.174202241
MvSl-1064-A2-R4_A2g01643	9849.54	9104.27	9476.905	49.5184	49.6879	MvSl-1064-A2-R4_A2g01643	4804.59	3939.97	4372.28	21.1765	23.3556	2.167497278
MvSl-1064-A2-R4_MC03g05406	194.474	147.344	170.909	8.08667	9.92762	MvSl-1064-A2-R4_MC03g05406	88.7587	68.9443	78.8515	3.92564	4.54403	2.167479373
MvSl-1064-A2-R4_MC03g05409	194.474	147.344	170.909	8.08667	9.92762	MvSl-1064-A2-R4_MC03g05409	88.7587	68.9443	78.8515	3.92564	4.54403	2.167479373
MvSl-1064-A2-R4_MC01g03290	1729.06	1891.58	1810.32	152.467	129.997	MvSl-1064-A2-R4_MC01g03290	815.741	856.405	836.073	169.629	152.678	2.165265473
MvSl-1064-A2-R4_A2g00786	33.5748	28.0391	30.80695	6.85734	7.79716	MvSl-1064-A2-R4_A2g00786	12.1636	16.3168	14.2402	5.2397	3.66282	2.16337901
MvSl-1064-A2-R4_MC13g11595	1567.09	822.637	1194.8635	6.4918	11.4715	MvSl-1064-A2-R4_MC13g11595	727.796	378.183	552.9895	3.73012	6.47995	2.160734516
MvSl-1064-A2-R4_A2g00622	166.021	223.662	194.8415	0.729447	0.502143	MvSl-1064-A2-R4_A2g00622	62.3329	118.086	90.20945	0.304755	0.145668	2.159879035
MvSl-1064-A2-R4_A2g00313	363.133	548.375	455.754	5.04684	3.10031	MvSl-1064-A2-R4_A2g00313	161.059	261.317	211.188	2.31293	1.28739	2.158048752
MvSl-1064-A2-R4_MC09g09725	12	14.0075	13.00375	1.28714	1.02644	MvSl-1064-A2-R4_MC09g09725	5.03672	7.04211	6.039415	0.69044	0.439592	2.153147248
MvSl-1064-A2-R4_A2g00434	725.979	703.378	714.6785	46.9563	45.0279	MvSl-1064-A2-R4_A2g00434	327.58	338.185	332.8825	35.4421	30.7492	2.146939235
MvSl-1064-A2-R4_MC09g09221	14.8072	17.4073	16.10725	3.3359	2.664	MvSl-1064-A2-R4_MC09g09221	7.97301	7.0713	7.522155	1.21022	1.28877	2.141307881
MvSl-1064-A2-R4_MC03g05222	1.15209	1.21796	1.185025	0.00536205	0.00470404	MvSl-1064-A2-R4_MC03g05222	1.1071	0	0.55355	0	0.00311566	2.140772804
MvSl-1064-A2-R4_MC03g04560	2192.79	2653.4	2423.095	106.928	81.927	MvSl-1064-A2-R4_MC03g04560	1043.08	1227.25	1135.165	91.1579	69.164	2.13457515
MvSl-1064-A2-R4_A2g00876	10.1589	12.9078	11.53335	0.975183	0.716187	MvSl-1064-A2-R4_A2g00876	5.44937	5.3735	5.411435	0.313435	0.286127	2.131292307
MvSl-1064-A2-R4_MC07g08466	90.1848	84.569	87.3769	1.2878	1.27441	MvSl-1064-A2-R4_MC07g08466	39.0082	43.0369	41.02255	0.616239	0.503246	2.129972412
MvSl-1064-A2-R4_A2g01088	4.42445	7.403	5.913725	0.129468	0.0718132	MvSl-1064-A2-R4_A2g01088	2.33346	3.21945	2.776455	0.0552702	0.0360494	2.129955208
MvSl-1064-A2-R4_MC05g06431	630	618	624	67.4743	63.6438	MvSl-1064-A2-R4_MC05g06431	304	282	293	67.2796	70.5119	2.129692832
MvSl-1064-A2-R4_MC01g03166	18.2011	24.2206	21.21085	0.559729	0.390487	MvSl-1064-A2-R4_MC01g03166	5.90399	14.0724	9.988195	0.26738	0.100858	2.123591879
MvSl-1064-A2-R4_A2g01137	1195.75	1598.75	1397.25	9.16378	6.35703	MvSl-1064-A2-R4_A2g01137	600.271	715.963	658.117	3.58329	2.71757	2.123102731
MvSl-1064-A2-R4_A2g01118	101.554	107.653	104.6035	3.27166	2.86627	MvSl-1064-A2-R4_A2g01118	52.5857	45.9783	49.282	1.42125	1.46024	2.122549811
MvSl-1064-A2-R4_MC01g02462	943.44	720.105	831.7725	10.8562	13.1986	MvSl-1064-A2-R4_MC01g02462	439.262	345.893	392.5775	5.38979	6.16363	2.118747253
MvSl-1064-A2-R4_MC01g03243	150.63	214.337	182.4835	2.36589	1.54258	MvSl-1064-A2-R4_MC01g03243	69.5659	102.697	86.13145	0.969111	0.592697	2.118662809
MvSl-1064-A2-R4_MC04-1g06112	49.5275	42.5266	46.02705	1.85565	2.00684	MvSl-1064-A2-R4_MC04-1g06112	16.6858	26.7877	21.73675	1.60257	0.898934	2.117476154
MvSl-1064-A2-R4_A2g00929	322.896	320.829	321.8625	5.14995	4.81003	MvSl-1064-A2-R4_A2g00929	134.533	169.634	152.0835	2.28764	1.63521	2.116353844
MvSl-1064-A2-R4_MC12g11541	0	6.50177	3.250885	0.025411	0	MvSl-1064-A2-R4_MC12g11541	0	3.0783	1.53915	0.00855787	0	2.112129935
MvSl-1064-A2-R4_MC03g05214	223.594	284.437	254.0155	2.76643	2.01746	MvSl-1064-A2-R4_MC03g05214	109.643	131.105	120.374	1.5534	1.1717	2.110218982
MvSl-1064-A2-R4_MC02g03856	2.25701	5.67333	3.96517	0.352475	0.130226	MvSl-1064-A2-R4_MC02g03856	0	3.7599	1.87995	0.263649	0	2.109188962
MvSl-1064-A2-R4_MC13g11869	134	165	149.5	10.9378	8.25889	MvSl-1064-A2-R4_MC13g11869	83	59	71	13.7016	18.8986	2.1056338
MvSl-1064-A2-R4_MC11g10881	15.6332	23.7676	19.7004	0.185533	0.113202	MvSl-1064-A2-R4_MC11g10881	11.2023	7.51072	9.35651	0.0667966	0.0899703	2.105528641
MvSl-1064-A2-R4_A2g00572	99.3467	153.98	126.66335	5.02608	3.00635	MvSl-1064-A2-R4_A2g00572	60.4939	59.8458	60.16985	1.66764	1.51541	2.105096652
MvSl-1064-A2-R4_MC10g10070	73.2859	92.9609	83.1234	3.62253	2.64566	MvSl-1064-A2-R4_MC10g10070	30.2519	48.8824	39.56715	6.50432	3.70194	2.100818477
MvSl-1064-A2-R4_MC06-2g07429	146.049	208.563	177.306	0.646679	0.419962	MvSl-1064-A2-R4_MC06-2g07429	79.0446	89.9283	84.48645	0.203981	0.162374	2.098632382
