gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2	gida2	genea20k	a2up5k	a2upk10	a2upk15	a2upk20	a2down5k	a2down10k	a2down15k	a2down20k	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff
MvSl-1064-A1-R4_MC12g10791	Auto	Auto	0	0	0	0	0	0	0	0	0	5.972741942	0.370009988	0.370009988	0.073881358	0.471106797	6.012724675	6.266789076	5.881174868	5.662151415	NON	NON	MvSl-1064-A2-R4_MC12g11054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12059	Auto	Auto	0	0	0	0	0	0	0	0	0	4.888506205	0.412708915	0.412708915	0.074340708	0.47357579	5.120664039	5.035704859	4.669834465	4.66501915	NON	NON	MvSl-1064-A2-R4_MC15g12308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04828	Auto	Auto	0	0	0	0	0	0	0	0	0	2.213217683	0.635238367	0.635238367	0.074536036	0.474113523	2.609544687	2.349208619	1.89339741	1.832471267	NON	NON	MvSl-1064-A2-R4_MC03g05106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05076	Auto	Auto	0	0	0	0	0	0	0	0	0	3.307509665	0.590262826	0.590262826	0.074700027	0.474511421	3.854852985	3.208202247	3.003674239	2.961849654	NON	NON	MvSl-1064-A2-R4_MC03g05353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05812	Auto	Auto	0	0	0	0	0	0	0	0	0	3.935752905	0.537396658	0.537396658	0.074981027	0.475176277	4.144246626	4.207693483	3.925611768	3.288176988	NON	NON	MvSl-1064-A2-R4_MC04-1g06088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02609	Auto	Auto	0	0	2	0	0	0	0	0	0	5.654488536	-0.42095994	0.42095994	0.075064362	0.47535202	5.623549467	5.205598012	5.610024196	6.055573543	NON	NON	MvSl-1064-A2-R4_MC01g02891	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03864	Auto	Auto	0	0	0	0	0	0	0	0	0	7.12579059	-0.357522379	0.357522379	0.075242789	0.475778976	6.751745198	7.099842365	7.341284108	7.244153805	NON	NON	MvSl-1064-A2-R4_MC02g04142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10360	Auto	Auto	0	0	0	0	0	0	0	0	0	5.515919501	-0.372661081	0.372661081	0.07524309	0.475778976	5.281823388	5.354255795	5.74482822	5.63370227	NON	NON	MvSl-1064-A2-R4_MC11g10622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06970	Auto	Auto	0	0	0	0	0	0	0	0	0	6.137939426	0.352995243	0.352995243	0.075674355	0.477446538	6.420315875	6.175687535	5.998562755	5.901030902	NON	NON	MvSl-1064-A2-R4_MC06-1g07233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04817	Auto	Auto	0	0	0	1	0	0	0	0	0	5.51946376	0.374020501	0.374020501	0.075768918	0.477690618	5.723718265	5.662781247	5.231620414	5.404064707	NON	NON	MvSl-1064-A2-R4_MC03g05095	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05145	Auto	Auto	0	0	2	2	3	0	1	0	0	3.654156659	-0.613830645	0.613830645	0.076414533	0.480417171	3.557609303	3.036564524	3.479795336	4.272539874	NON	NON	MvSl-1064-A2-R4_MC03g05422	0	0	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04994	Auto	Auto	0	0	0	0	0	0	0	0	0	7.36093718	-0.439827602	0.439827602	0.076988518	0.482790532	6.939547205	7.288633004	7.857667878	7.195241216	NON	NON	MvSl-1064-A2-R4_MC03g05271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03082	Auto	Auto	0	0	0	0	0	0	0	3	4	8.726438267	-0.47372716	0.47372716	0.07712964	0.48289236	8.341284795	8.588796052	9.160313707	8.689313478	NON	NON	MvSl-1064-A2-R4_MC01g03364	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	1
MvSl-1064-A1-R4_MC03g04784	Auto	Auto	0	0	0	0	0	0	0	0	0	3.360905343	0.547074621	0.547074621	0.077249549	0.48289236	3.647409821	3.559056924	3.24115428	2.856368893	NON	NON	MvSl-1064-A2-R4_MC03g05062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02490	Auto	Auto	0	0	0	0	0	0	0	0	0	6.988341435	-0.324571471	0.324571471	0.077383217	0.483060617	6.817906201	6.816559787	7.156379851	7.12657685	NON	NON	MvSl-1064-A2-R4_MC01g02772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09463	Auto	Auto	0	0	0	0	0	0	3	0	0	5.826684479	-0.376823571	0.376823571	0.077411749	0.483060617	5.529253095	5.718066795	6.139018499	5.852479526	NON	NON	MvSl-1064-A2-R4_MC09g09737	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05791	Auto	Auto	0	0	0	0	0	0	0	0	0	7.788394452	0.491321293	0.491321293	0.077846852	0.48485433	7.67936925	8.283812194	7.826589923	7.135058878	NON	NON	MvSl-1064-A2-R4_MC04-1g06067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06549	Auto	Auto	0	0	0	0	0	0	0	0	0	4.286992354	-0.508555933	0.508555933	0.077869341	0.48485433	4.200958907	3.797722091	4.249662125	4.746989359	NON	NON	MvSl-1064-A2-R4_MC05g06812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08632	Auto	Auto	0	0	0	0	0	0	0	0	0	8.976467198	-0.483722359	0.483722359	0.07795953	0.485062607	8.500185499	8.901117807	9.320723422	9.064209842	NON	NON	MvSl-1064-A2-R4_MC08-1g08897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06709	Auto	Auto	0	0	0	0	0	0	0	0	2	7.699233805	0.359177189	0.359177189	0.07819248	0.485452079	7.886036023	7.848724172	7.523613512	7.493195092	NON	NON	MvSl-1064-A2-R4_MC05g06973	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08511	Auto	Auto	0	0	0	0	1	0	0	0	0	5.233743989	-0.43364413	0.43364413	0.078340666	0.486019124	4.818749366	5.164489524	5.63801153	5.197134104	NON	NON	MvSl-1064-A2-R4_MC08-1g08776	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02384	Auto	Auto	0	1	0	0	0	0	0	1	0	5.354517746	0.403659547	0.403659547	0.078466647	0.486095191	5.721135408	5.335858907	5.116975577	5.159934192	NON	NON	MvSl-1064-A2-R4_MC01g02666	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02476	Auto	Auto	0	0	0	0	0	0	0	0	0	3.609347477	-0.667934343	0.667934343	0.07843241	0.486095191	2.937867345	3.494176162	4.343301608	3.271859892	NON	NON	MvSl-1064-A2-R4_MC01g02758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06826	Auto	Auto	0	0	0	0	0	0	0	5	1	3.269605371	-0.541705641	0.541705641	0.079020504	0.488464418	2.990292864	2.968715681	3.342907284	3.670737575	NON	NON	MvSl-1064-A2-R4_MC05g07090	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07819	Auto	Auto	0	0	0	0	0	0	0	0	0	4.024239743	0.494985431	0.494985431	0.079459919	0.489764132	4.093225502	4.387339908	3.884666348	3.613614841	NON	NON	MvSl-1064-A2-R4_MC07g08084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03603	Auto	Auto	0	0	0	0	0	1	0	4	1	5.248283341	-0.401441831	0.401441831	0.079753523	0.490865998	5.062679087	5.006395177	5.251886289	5.598151552	NON	NON	MvSl-1064-A2-R4_MC02g03881	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0
MvSl-1064-A1-R4_MC04-1g05882	Auto	Auto	0	0	0	0	0	0	0	0	0	4.450258463	0.449290767	0.449290767	0.079832555	0.490998931	4.5220475	4.777692851	4.273647923	4.139472088	NON	NON	MvSl-1064-A2-R4_MC04-1g06158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04317	Auto	Auto	0	0	0	0	0	0	1	4	0	5.468687332	-0.471817887	0.471817887	0.080333046	0.493178762	4.925814383	5.455326366	5.967037668	5.335062899	NON	NON	MvSl-1064-A2-R4_MC03g04595	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08736	Auto	Auto	0	0	0	0	0	0	0	0	0	6.609199969	-0.326390061	0.326390061	0.080360044	0.493178762	6.472694244	6.400745752	6.775322726	6.751039761	NON	NON	MvSl-1064-A2-R4_MC08-1g09001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11567	Auto	Auto	0	0	0	0	0	0	2	0	0	7.169668771	-0.331735723	0.331735723	0.080997386	0.49637753	6.997793444	6.991292289	7.367525059	7.283345393	NON	NON	MvSl-1064-A2-R4_MC13g11828	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05935	Auto	Auto	0	0	0	0	0	0	0	0	0	2.636994001	0.580975603	0.580975603	0.081158991	0.497011615	2.937867345	2.841714382	2.349660208	2.286831375	NON	NON	MvSl-1064-A2-R4_MC04-1g06211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08464	Auto	Auto	0	0	0	0	0	0	0	0	2	5.284009235	-0.383315621	0.383315621	0.081241147	0.497158601	5.070816919	5.090602496	5.449078392	5.477051065	NON	NON	MvSl-1064-A2-R4_MC08-1g08729	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02544	Auto	Auto	0	0	0	0	0	0	0	3	2	6.372314602	-0.357925306	0.357925306	0.081348359	0.497345692	5.993589547	6.349979975	6.649594271	6.421889505	NON	NON	MvSl-1064-A2-R4_MC01g02826	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0
MvSl-1064-A1-R4_MC02g03233	Auto	Auto	0	0	0	0	0	0	0	0	0	8.39048603	-0.441476486	0.441476486	0.081388412	0.497345692	8.04551026	8.253169989	8.811838226	8.338289036	NON	NON	MvSl-1064-A2-R4_MC02g03513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10241	Auto	Auto	0	0	0	1	1	0	0	0	0	1.389797594	0.778107286	0.778107286	0.081446247	0.497345692	2.041971863	1.268807313	0.619046564	1.234479489	NON	NON	MvSl-1064-A2-R4_MC11g10502	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03268	Auto	Auto	0	0	2	0	0	0	0	0	0	6.934146856	0.344916651	0.344916651	0.081577705	0.497420641	6.901270197	7.267610636	6.783002612	6.719050211	NON	NON	MvSl-1064-A2-R4_MC02g03548	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12107	Auto	Auto	0	0	0	0	0	0	0	0	0	5.835366672	-0.383809507	0.383809507	0.081633075	0.497420641	5.478159322	5.770066538	6.171297414	5.838697917	NON	NON	MvSl-1064-A2-R4_MC15g12356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09556	Auto	Auto	0	0	0	1	0	0	0	0	1	5.717569059	-0.348260649	0.348260649	0.081874006	0.498178562	5.523335138	5.543960952	5.866792197	5.895716291	NON	NON	MvSl-1064-A2-R4_MC09g09830	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03698	Auto	Auto	0	0	0	0	0	0	0	0	0	5.354477033	-0.382575557	0.382575557	0.081967985	0.498395667	5.255290541	5.039843768	5.500799879	5.565054473	NON	NON	MvSl-1064-A2-R4_MC02g03976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10531	Auto	Auto	0	0	0	0	0	0	0	0	0	2.439398827	0.61426102	0.61426102	0.08204591	0.498514916	2.883464683	2.501027176	1.993076691	2.203255091	NON	NON	MvSl-1064-A2-R4_MC11g10793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05639	Auto	Auto	0	0	0	0	0	0	0	0	0	6.641768351	-0.355150176	0.355150176	0.082336296	0.499924	6.302589948	6.590457395	6.939878948	6.663845179	NON	NON	MvSl-1064-A2-R4_MC04-1g05915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02129	Auto	Auto	0	0	0	0	0	0	0	0	0	6.325333817	-0.392102225	0.392102225	0.083389649	0.503831774	5.875446266	6.323062273	6.710170476	6.27304965	NON	NON	MvSl-1064-A2-R4_MC01g02410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03974	Auto	Auto	0	0	0	0	0	0	0	0	0	6.358177491	0.330512443	0.330512443	0.083364329	0.503831774	6.480351343	6.546044279	6.08920421	6.272024524	NON	NON	MvSl-1064-A2-R4_MC02g04252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02313	Auto	Auto	0	0	1	0	0	0	0	0	0	5.960221763	-0.374660743	0.374660743	0.08349523	0.504096552	5.635943454	5.876880453	6.306293909	5.941568473	NON	NON	MvSl-1064-A2-R4_MC01g02595	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08191	Auto	Auto	0	0	0	0	0	0	0	0	0	7.649629072	0.424438001	0.424438001	0.08361758	0.504478965	8.059890768	7.594986766	7.146671581	7.652926424	NON	NON	MvSl-1064-A2-R4_MC07g08456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07014	Auto	Auto	0	0	0	1	0	0	0	0	0	8.129788903	-0.382207326	0.382207326	0.083804458	0.504893808	7.956903867	7.894867526	8.279968844	8.33608358	NON	NON	MvSl-1064-A2-R4_MC06-1g07277	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06425	Auto	Auto	0	0	0	0	0	0	4	3	0	3.604633751	-0.546973892	0.546973892	0.084815116	0.509904659	3.597586493	2.951242901	3.826398885	3.878984351	NON	NON	MvSl-1064-A2-R4_MC05g06699	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11215	Auto	Auto	0	0	0	0	0	0	0	0	0	4.23268231	0.493619443	0.493619443	0.084809373	0.509904659	4.348828986	4.555770527	4.217047843	3.65823766	NON	NON	MvSl-1064-A2-R4_MC12g11478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02265	Auto	Auto	0	0	0	5	2	1	0	0	0	6.08954741	-0.407215593	0.407215593	0.084919215	0.51017173	5.575742628	6.118130872	6.46140447	6.06980102	NON	NON	MvSl-1064-A2-R4_MC01g02547	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02421	Auto	Auto	0	0	10	1	1	0	0	0	0	6.426108521	0.347206408	0.347206408	0.085027838	0.510253702	6.665710494	6.507710476	6.061916139	6.402347229	NON	NON	MvSl-1064-A2-R4_MC01g02703	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05122	Auto	Auto	0	5	0	0	0	0	0	1	0	7.316763967	0.337427409	0.337427409	0.085052231	0.510253702	7.461467755	7.489237841	7.104388086	7.171248766	NON	NON	MvSl-1064-A2-R4_MC03g05399	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07360	Auto	Auto	0	0	0	0	0	0	0	0	0	5.770645457	0.350386132	0.350386132	0.08528819	0.510985469	5.888166162	5.979563955	5.586279388	5.583351754	NON	NON	MvSl-1064-A2-R4_MC06-2g07625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08033	Auto	Auto	0	0	1	0	2	0	0	0	0	6.436360958	-0.355875627	0.355875627	0.085293749	0.510985469	6.161118785	6.329838929	6.794791693	6.382536601	NON	NON	MvSl-1064-A2-R4_MC07g08298	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05332	Auto	Auto	0	0	0	0	0	0	0	0	1	6.677484897	-0.326619827	0.326619827	0.085389115	0.511198562	6.442437089	6.565553752	6.880592132	6.780894698	NON	NON	MvSl-1064-A2-R4_MC04-1g05609	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06099	Auto	Auto	0	0	0	0	1	0	0	0	0	4.880092472	0.451007313	0.451007313	0.085555322	0.511546614	4.941432179	5.2184361	4.882339634	4.340616581	NON	NON	MvSl-1064-A2-R4_MC04-2g06370	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10003	Auto	Auto	0	0	0	0	0	0	0	0	0	8.297576251	0.393165322	0.393165322	0.085566927	0.511546614	8.490738961	8.470552114	8.011491562	8.159978672	NON	NON	MvSl-1064-A2-R4_MC10g10267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08863	Auto	Auto	0	0	0	0	0	0	0	0	0	6.708862001	-0.324477982	0.324477982	0.085896645	0.513158923	6.446351859	6.623926625	6.952316611	6.765680337	NON	NON	MvSl-1064-A2-R4_MC08-2g09144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07715	Auto	Auto	0	0	0	0	0	0	0	0	0	3.811818452	-0.556374593	0.556374593	0.086070377	0.513479172	3.619942881	3.394269121	3.635988111	4.394363861	NON	NON	MvSl-1064-A2-R4_MC07g07980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08850	Auto	Auto	0	0	0	0	0	0	0	0	0	6.040478777	0.402501398	0.402501398	0.086022893	0.513479172	6.107738199	6.33742481	6.094824834	5.492976298	NON	NON	MvSl-1064-A2-R4_MC08-2g09131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05025	Auto	Auto	0	4	6	0	4	0	0	0	0	5.912524835	-0.338933699	0.338933699	0.086289523	0.514069083	5.736563636	5.730923539	6.037608198	6.1059188	NON	NON	MvSl-1064-A2-R4_MC03g05302	0	4	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10160	Auto	Auto	0	0	0	0	0	0	0	2	0	4.709211346	0.426849883	0.426849883	0.086970962	0.517431786	4.734172594	5.058323309	4.547284464	4.409359493	NON	NON	MvSl-1064-A2-R4_MC11g10419	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08188	Auto	Auto	0	0	0	0	0	0	0	0	0	5.072851275	0.63776843	0.63776843	0.08741678	0.518616275	4.796839465	5.756298328	5.175436488	4.046612742	NON	NON	MvSl-1064-A2-R4_MC07g08453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01817	Auto	Auto	0	0	0	0	0	0	0	0	0	7.143550329	-0.323857808	0.323857808	0.087505306	0.518725104	7.010541318	6.934070411	7.348830352	7.2420613	NON	NON	MvSl-1064-A2-R4_MC01g02098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02020	Auto	Auto	0	0	0	0	0	0	0	2	1	6.399999881	0.420077837	0.420077837	0.087566798	0.518725104	6.755536558	6.412764019	5.773147928	6.488716539	NON	NON	MvSl-1064-A2-R4_MC01g02301	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09697	Auto	Auto	0	0	0	0	0	0	0	0	0	5.547279662	0.485824142	0.485824142	0.087991983	0.520223695	5.981769676	5.518975753	4.793884515	5.649576558	NON	NON	MvSl-1064-A2-R4_MC10g09964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06561	Auto	Auto	0	0	0	0	0	0	1	2	0	5.728330742	-0.36784962	0.36784962	0.088106122	0.520538521	5.380057763	5.672143886	5.987728005	5.80790684	NON	NON	MvSl-1064-A2-R4_MC05g06824	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02443	Auto	Auto	0	0	0	0	0	0	0	0	0	6.775396547	-0.378795498	0.378795498	0.088260123	0.520728635	6.444004272	6.693227897	7.217939506	6.626634428	NON	NON	MvSl-1064-A2-R4_MC01g02725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07989	Auto	Auto	0	1	0	0	0	0	0	0	0	6.79897534	0.317466938	0.317466938	0.088481499	0.521315184	6.940657768	6.956685046	6.515210885	6.739219377	NON	NON	MvSl-1064-A2-R4_MC07g08254	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03300	Auto	Auto	0	8	0	0	0	0	0	0	0	4.373255285	-0.434418716	0.434418716	0.088726279	0.522397355	4.116998116	4.166645517	4.651645004	4.492684521	NON	NON	MvSl-1064-A2-R4_MC02g03580	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03588	Auto	Auto	0	0	0	0	0	0	0	0	0	6.604290845	-0.342150333	0.342150333	0.089045829	0.522740713	6.282583991	6.551852419	6.888380344	6.630638948	NON	NON	MvSl-1064-A2-R4_MC02g03866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03899	Auto	Auto	0	0	0	0	1	0	0	0	0	6.594427117	0.326115434	0.326115434	0.08904997	0.522740713	6.72040372	6.774954907	6.310164591	6.526172369	NON	NON	MvSl-1064-A2-R4_MC02g04177	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04869	Auto	Auto	0	0	0	0	1	2	0	0	2	6.735614303	-0.311663668	0.311663668	0.089090329	0.522740713	6.596936539	6.546044279	6.947354406	6.81578307	NON	NON	MvSl-1064-A2-R4_MC03g05147	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05239	Auto	Auto	0	0	0	1	0	0	3	0	0	6.360117247	-0.334611048	0.334611048	0.088883721	0.522740713	6.232681336	6.132736737	6.367012152	6.654435418	NON	NON	MvSl-1064-A2-R4_MC03g05516	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11452	Auto	Auto	0	0	0	0	0	0	0	0	0	6.919264546	-0.326323746	0.326323746	0.089225072	0.522813666	6.648142242	6.839890952	7.169223416	6.970398289	NON	NON	MvSl-1064-A2-R4_MC13g11713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04735	Auto	Auto	0	0	0	2	2	0	0	0	0	5.563916378	-0.406921635	0.406921635	0.089411352	0.523187984	5.237326944	5.449115462	6.005740978	5.446481842	NON	NON	MvSl-1064-A2-R4_MC03g05013	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06648	Auto	Auto	0	0	1	3	0	0	0	0	0	8.287262996	-0.398360879	0.398360879	0.089654525	0.524252075	8.18652567	7.953085419	8.37102768	8.56780566	NON	NON	MvSl-1064-A2-R4_MC05g06911	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04512	Auto	Auto	0	0	0	0	0	0	0	0	0	7.217943664	0.340950037	0.340950037	0.089723044	0.524294126	7.251091154	7.494901935	7.08982601	6.982982751	NON	NON	MvSl-1064-A2-R4_MC03g04790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09390	Auto	Auto	0	0	0	0	0	0	0	0	0	6.154231052	-0.401188912	0.401188912	0.090140351	0.52625088	5.638683273	6.189724937	6.531880995	6.120799933	NON	NON	MvSl-1064-A2-R4_MC09g09664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07956	Auto	Auto	0	0	0	0	0	0	0	1	0	6.767793562	0.305967704	0.305967704	0.091085973	0.529723795	6.886938473	6.937402094	6.55653047	6.655221913	NON	NON	MvSl-1064-A2-R4_MC07g08221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06484	Auto	Auto	0	0	2	0	0	0	0	0	0	2.800928255	0.581627993	0.581627993	0.091523299	0.531802212	3.298197579	2.763784734	2.437215407	2.525753686	NON	NON	MvSl-1064-A2-R4_MC05g06758	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07840	Auto	Auto	0	0	0	0	0	0	0	0	0	8.56398689	-0.455253147	0.455253147	0.091567769	0.531802212	8.548698759	8.044751542	8.584428851	8.941110727	NON	NON	MvSl-1064-A2-R4_MC07g08105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06161	Auto	Auto	0	0	0	0	0	0	0	0	0	4.883360539	-0.398897747	0.398897747	0.091727556	0.532007377	4.53974473	4.792486356	5.060647963	5.077841547	NON	NON	MvSl-1064-A2-R4_MC05g06433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03911	Auto	Auto	0	0	0	0	0	0	0	0	0	5.421468148	-0.418155722	0.418155722	0.091993119	0.532376289	5.078909104	5.308673932	5.87726652	5.295252786	NON	NON	MvSl-1064-A2-R4_MC02g04189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
