gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2	gida2	genea20k	a2up5k	a2upk10	a2upk15	a2upk20	a2down5k	a2down10k	a2down15k	a2down20k	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff
MvSl-1064-A1-R4_MC10-2g10065	Auto	Auto	0	0	0	0	0	0	0	0	0	5.526893436	0.083164338	0.083164338	0.698663521	0.999949922	5.478159322	5.652006155	5.598991901	5.360362576	NON	NON	MvSl-1064-A2-R4_MC10g10329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10072	Auto	Auto	0	0	0	0	0	0	0	0	0	5.498997824	0.016959032	0.016959032	0.953081726	0.999949922	5.231893957	5.738582947	5.849607542	5.010597083	NON	NON	MvSl-1064-A2-R4_MC10g10336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10073	Auto	Auto	0	0	0	0	0	0	0	0	0	5.402408618	0.035066819	0.035066819	0.8822921	0.999949922	5.370200242	5.467668531	5.60845331	5.119471698	NON	NON	MvSl-1064-A2-R4_MC10g10337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10076	Auto	Auto	0	0	0	0	0	0	0	0	0	8.452873507	0.00400801	0.00400801	0.98710074	0.999949922	8.564273819	8.336496643	8.257592919	8.621310729	NON	NON	MvSl-1064-A2-R4_MC10g10340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10080	Auto	Auto	0	0	0	0	0	0	0	0	0	6.500784075	0.04310225	0.04310225	0.868383656	0.999949922	6.211674813	6.777435749	6.782306128	6.094366403	NON	NON	MvSl-1064-A2-R4_MC10g10344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10085	Auto	Auto	0	0	0	0	0	0	0	0	0	7.16942922	-0.083290133	0.083290133	0.694629214	0.999949922	7.229898751	7.016713595	6.984767045	7.405700201	NON	NON	MvSl-1064-A2-R4_MC10g10349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10087	Auto	Auto	0	0	0	0	0	0	0	0	0	6.383154874	-0.046552847	0.046552847	0.807623308	0.999949922	6.425084773	6.291299417	6.31787494	6.489598741	NON	NON	MvSl-1064-A2-R4_MC10g10351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10089	Auto	Auto	0	0	0	0	0	0	0	0	0	2.793853396	0.14592031	0.14592031	0.670000085	0.999949922	3.105683054	2.57133741	2.707556836	2.730673067	NON	NON	MvSl-1064-A2-R4_MC10g10353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10091	Auto	Auto	0	0	0	0	0	0	0	0	0	6.191008294	-0.01530087	0.01530087	0.937919895	0.999949922	6.093829072	6.267671654	6.289726658	6.101308936	NON	NON	MvSl-1064-A2-R4_MC10g10355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10092	Auto	Auto	0	0	0	0	0	0	0	0	0	1.036150226	0.192199653	0.192199653	0.680778174	0.999949922	1.38165766	0.807311011	0.404087788	1.332140816	NON	NON	MvSl-1064-A2-R4_MC10g10356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10093	Auto	Auto	0	0	0	0	0	0	0	0	0	6.986174089	-0.02498053	0.02498053	0.896033362	0.999949922	6.839500855	7.096369144	6.959111894	7.037086293	NON	NON	MvSl-1064-A2-R4_MC10g10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10099	Auto	Auto	0	0	0	0	0	0	0	0	0	6.29773075	-0.031979628	0.031979628	0.871351577	0.999949922	6.28083116	6.282593449	6.465748904	6.143398396	NON	NON	MvSl-1064-A2-R4_MC10g10363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10102	Auto	Auto	0	0	0	0	0	0	0	0	0	8.678112987	0.01268847	0.01268847	0.958402112	0.999949922	8.670170512	8.69856947	8.637959668	8.704780618	NON	NON	MvSl-1064-A2-R4_MC10g10366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10105	Auto	Auto	0	0	0	0	0	0	0	0	2	5.913511916	0.103433847	0.103433847	0.635817542	0.999949922	6.128353642	5.778760204	5.699803685	6.005876285	NON	NON	MvSl-1064-A2-R4_MC10g10369	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10106	Auto	Auto	0	0	0	0	0	0	0	2	0	6.853986603	0.006641041	0.006641041	0.971816828	0.999949922	6.966512896	6.739131388	6.815363809	6.88513913	NON	NON	MvSl-1064-A2-R4_MC10g10370	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10112	Auto	Auto	0	0	2	0	0	0	0	1	0	5.812666705	0.0102315	0.0102315	0.960740859	0.999949922	5.914405341	5.714187322	5.869417915	5.742800987	NON	NON	MvSl-1064-A2-R4_MC10g10376	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10115	Auto	Auto	0	0	0	2	0	1	0	1	0	1.421459744	-0.142669803	0.142669803	0.739434772	0.999949922	1.577139689	1.088755239	1.084425927	1.810045809	NON	NON	MvSl-1064-A2-R4_MC10g10379	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10117	Auto	Auto	1	0	0	0	2	1	0	0	0	7.788280331	0.07011407	0.07011407	0.752402369	0.999949922	7.987316782	7.637257549	7.65382868	7.845431993	NON	NON	MvSl-1064-A2-R4_MC10g10381	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10127	Auto	Auto	0	0	1	0	1	2	1	0	0	6.88081754	-0.046339671	0.046339671	0.800952655	0.999949922	6.912067877	6.800793388	6.883842332	6.923510339	NON	NON	MvSl-1064-A2-R4_MC10g10391	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	-1	0
MvSl-1064-A1-R4_MC11g10159	Auto	Auto	0	0	0	0	0	0	0	1	1	5.942730295	0.000451093	0.000451093	0.998165636	0.999949922	5.929027772	5.956760739	5.986519106	5.897046781	NON	NON	MvSl-1064-A2-R4_MC11g10418	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10164	Auto	Auto	0	0	0	0	0	1	1	0	0	6.914772103	-0.04962202	0.04962202	0.797144151	0.999949922	6.787367073	6.985402939	6.824188092	7.046109429	NON	NON	MvSl-1064-A2-R4_MC11g10423	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10169	Auto	Auto	0	2	0	0	0	0	0	1	3	6.179775904	-0.041566537	0.041566537	0.826420103	0.999949922	6.135160509	6.182255324	6.182954372	6.217688522	NON	NON	MvSl-1064-A2-R4_MC11g10428	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10170	Auto	Auto	0	1	1	0	0	0	0	2	3	6.126908984	-0.062230973	0.062230973	0.746719282	0.999949922	6.041994956	6.147196214	6.188222012	6.126482822	NON	NON	MvSl-1064-A2-R4_MC11g10429	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10171	Auto	Auto	0	0	2	0	0	0	1	3	1	6.6976925	-0.010703379	0.010703379	0.953744683	0.999949922	6.621382103	6.759979595	6.746332031	6.658363613	NON	NON	MvSl-1064-A2-R4_MC11g10430	0	0	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10210	Auto	Auto	0	0	0	2	0	3	0	2	1	7.96396095	-0.045848293	0.045848293	0.832739657	0.999949922	7.992948512	7.886847979	7.889061229	8.078181901	NON	NON	MvSl-1064-A2-R4_MC11g10469	0	0	0	2	0	3	0	2	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10215	Auto	Auto	0	3	0	0	0	2	1	0	0	8.133575132	0.029052549	0.029052549	0.898133909	0.999949922	8.261320249	8.025052691	8.043233396	8.190953487	NON	NON	MvSl-1064-A2-R4_MC11g10475	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10225	Auto	Auto	0	0	0	1	2	0	0	0	1	0.132021719	0.058699088	0.058699088	0.912195168	0.999949922	0.602775612	-0.48739292	-0.155154508	0.326912883	NON	NON	MvSl-1064-A2-R4_MC11g10486	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10227	Auto	Auto	0	0	0	0	1	0	0	1	0	6.995149587	0.041860285	0.041860285	0.826671432	0.999949922	6.945644752	7.082893556	7.081357463	6.858068781	NON	NON	MvSl-1064-A2-R4_MC11g10488	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10229	Auto	Auto	0	0	0	0	0	0	1	0	1	8.430962214	-0.105068873	0.105068873	0.656523616	0.999949922	8.39432927	8.360480804	8.35636175	8.598593318	NON	NON	MvSl-1064-A2-R4_MC11g10490	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MvSl-1064-A1-R4_MC11g10233	Auto	Auto	0	0	0	0	0	1	1	0	0	8.298924964	-0.00786125	0.00786125	0.977300266	0.999949922	7.950026846	8.573174513	8.515905094	8.052740194	NON	NON	MvSl-1064-A2-R4_MC11g10494	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
MvSl-1064-A1-R4_MC11g10245	Auto	Auto	0	0	0	0	0	0	0	0	0	8.053569406	0.011673866	0.011673866	0.961661963	0.999949922	7.989464796	8.126081431	8.282680031	7.766832742	NON	NON	MvSl-1064-A2-R4_MC11g10506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10247	Auto	Auto	0	0	0	0	0	0	0	0	0	6.813542809	-0.039348483	0.039348483	0.828294789	0.999949922	6.771851617	6.815353085	6.791334305	6.873696237	NON	NON	MvSl-1064-A2-R4_MC11g10508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10259	Auto	Auto	0	0	0	0	0	0	0	0	2	5.659405521	-0.052978562	0.052978562	0.817438649	0.999949922	5.878926465	5.335858907	5.656372602	5.71440451	NON	NON	MvSl-1064-A2-R4_MC11g10520	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10260	Auto	Auto	0	0	0	0	0	0	0	0	2	4.292297337	-0.109641157	0.109641157	0.680348399	0.999949922	4.093225502	4.367717256	4.448895182	4.235155183	NON	NON	MvSl-1064-A2-R4_MC11g10521	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10267	Auto	Auto	0	0	0	0	0	0	2	0	0	5.389985332	-0.007943106	0.007943106	0.970683833	0.999949922	5.383328693	5.388738742	5.463053101	5.321253969	NON	NON	MvSl-1064-A2-R4_MC11g10528	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10269	Auto	Auto	0	0	0	0	0	2	0	0	0	7.154194003	0.062568526	0.062568526	0.740467232	0.999949922	7.195422813	7.174681757	7.073977629	7.169598295	NON	NON	MvSl-1064-A2-R4_MC11g10530	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10270	Auto	Auto	0	0	0	0	0	2	0	0	0	4.928443905	-0.13970118	0.13970118	0.6683348	0.999949922	5.120664039	4.535394715	4.420529353	5.407803064	NON	NON	MvSl-1064-A2-R4_MC11g10531	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10288	Auto	Auto	0	0	0	0	0	0	0	2	2	7.041550364	0.007675807	0.007675807	0.969742575	0.999949922	7.175750236	6.902029668	6.881242758	7.178926094	NON	NON	MvSl-1064-A2-R4_MC11g10549	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10289	Auto	Auto	0	0	0	0	0	0	0	4	0	6.420979638	-0.016130599	0.016130599	0.930910104	0.999949922	6.388113893	6.43728896	6.430621504	6.427424735	NON	NON	MvSl-1064-A2-R4_MC11g10550	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10291	Auto	Auto	0	0	0	0	0	0	2	2	0	8.57167994	-0.015791031	0.015791031	0.948589707	0.999949922	8.481039344	8.642006482	8.692358291	8.457155809	NON	NON	MvSl-1064-A2-R4_MC11g10552	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10292	Auto	Auto	0	0	0	0	0	0	4	0	0	6.06601806	0.077263411	0.077263411	0.689694126	0.999949922	6.06763658	6.139502532	6.065355509	5.987257952	NON	NON	MvSl-1064-A2-R4_MC11g10553	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10294	Auto	Auto	0	0	0	0	0	2	2	0	0	7.130985437	-0.018470259	0.018470259	0.932762386	0.999949922	6.970324321	7.258760094	7.358207986	6.883126379	NON	NON	MvSl-1064-A2-R4_MC11g10555	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10299	Auto	Auto	0	2	2	0	0	0	0	0	0	3.809628152	0.083366599	0.083366599	0.774712089	0.999949922	3.679694429	4.002452397	3.889848529	3.632908152	NON	NON	MvSl-1064-A2-R4_MC11g10560	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10304	Auto	Auto	0	0	2	2	0	0	0	0	0	6.307177956	0.069834909	0.069834909	0.717408966	0.999949922	6.247116239	6.430211663	6.185063737	6.353755312	NON	NON	MvSl-1064-A2-R4_MC11g10565	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10305	Auto	Auto	0	0	0	2	2	0	0	0	0	6.11661233	0.048088424	0.048088424	0.817639512	0.999949922	6.227230793	6.047944031	5.897989752	6.263797186	NON	NON	MvSl-1064-A2-R4_MC11g10566	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10308	Auto	Auto	0	0	0	0	0	0	0	0	0	7.037448389	0.032664684	0.032664684	0.87427566	0.999949922	6.889241138	7.201255442	7.176132899	6.847096799	NON	NON	MvSl-1064-A2-R4_MC11g10569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10309	Auto	Auto	0	0	0	0	0	0	0	0	0	7.142840207	-0.074606141	0.074606141	0.756169305	0.999949922	6.828743932	7.336946263	7.422198197	6.887818436	NON	NON	MvSl-1064-A2-R4_MC11g10570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10314	Auto	Auto	0	0	0	0	0	0	0	0	0	5.413373873	0.080423314	0.080423314	0.714241061	0.999949922	5.450358841	5.455326366	5.492307375	5.2418009	NON	NON	MvSl-1064-A2-R4_MC11g10575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10323	Auto	Auto	0	0	0	0	0	0	0	0	0	5.41429987	0.002984504	0.002984504	0.988896699	0.999949922	5.373493572	5.456874924	5.454334784	5.369976294	NON	NON	MvSl-1064-A2-R4_MC11g10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10324	Auto	Auto	0	0	0	0	0	0	0	0	0	4.868551418	-0.016381457	0.016381457	0.945984028	0.999949922	4.72130582	4.987233854	4.973026522	4.773309479	NON	NON	MvSl-1064-A2-R4_MC11g10585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10327	Auto	Auto	0	0	0	0	0	0	0	0	0	7.053399627	0.060456496	0.060456496	0.76616985	0.999949922	6.860777036	7.275968656	6.999224865	7.046109429	NON	NON	MvSl-1064-A2-R4_MC11g10588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10328	Auto	Auto	0	0	0	0	0	0	0	0	0	7.199583923	-0.019891538	0.019891538	0.918767634	0.999949922	7.10420813	7.270255245	7.25505895	7.162424356	NON	NON	MvSl-1064-A2-R4_MC11g10589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10332	Auto	Auto	0	0	0	0	0	0	0	0	0	6.549556441	0.024137026	0.024137026	0.897259881	0.999949922	6.51132735	6.61007535	6.54096811	6.533890387	NON	NON	MvSl-1064-A2-R4_MC11g10593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10336	Auto	Auto	0	0	0	0	0	0	0	0	3	5.386666924	0.097201645	0.097201645	0.656456294	0.999949922	5.521851848	5.34089955	5.287662563	5.385226223	NON	NON	MvSl-1064-A2-R4_MC11g10597	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10337	Auto	Auto	0	0	0	0	0	0	0	3	0	5.852675597	0.013401272	0.013401272	0.949574764	0.999949922	5.921172576	5.794767899	5.987728005	5.688514519	NON	NON	MvSl-1064-A2-R4_MC11g10598	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10338	Auto	Auto	0	0	0	0	0	0	0	3	0	3.576612969	0.066454687	0.066454687	0.881789055	0.999949922	2.787970465	4.128287818	3.975211589	2.92057811	NON	NON	MvSl-1064-A2-R4_MC11g10599	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10352	Auto	Auto	0	0	3	0	0	0	0	0	0	7.890868393	0.109193767	0.109193767	0.63866277	0.999949922	7.941730914	7.947037686	8.055967663	7.574438933	NON	NON	MvSl-1064-A2-R4_MC11g10613	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10354	Auto	Auto	0	0	0	3	0	0	0	0	0	6.569984947	-0.051229224	0.051229224	0.804733737	0.999949922	6.522495897	6.565553752	6.356756396	6.800223179	NON	NON	MvSl-1064-A2-R4_MC11g10615	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10356	Auto	Auto	0	0	0	0	3	0	0	0	0	6.883380075	0.039815653	0.039815653	0.828195222	0.999949922	6.928953994	6.876800451	6.834975174	6.891160587	NON	NON	MvSl-1064-A2-R4_MC11g10617	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10357	Auto	Auto	0	0	0	0	0	0	0	0	0	7.169370898	0.012570941	0.012570941	0.947198299	0.999949922	7.140905815	7.209546449	7.185645572	7.14012426	NON	NON	MvSl-1064-A2-R4_MC11g10618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10358	Auto	Auto	0	0	0	0	0	0	0	0	0	5.561790713	0.063139767	0.063139767	0.763128216	0.999949922	5.685806561	5.493550213	5.499105373	5.560023766	NON	NON	MvSl-1064-A2-R4_MC11g10620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10364	Auto	Auto	0	0	0	0	0	0	0	0	0	7.077128934	0.008360785	0.008360785	0.96438173	0.999949922	7.069601432	7.092887541	7.011757686	7.131672048	NON	NON	MvSl-1064-A2-R4_MC11g10626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10365	Auto	Auto	0	0	0	0	0	0	0	0	0	6.735631935	0.081950211	0.081950211	0.658735788	0.999949922	6.802717442	6.74864521	6.591937867	6.789517119	NON	NON	MvSl-1064-A2-R4_MC11g10627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10371	Auto	Auto	0	0	0	0	0	0	0	0	0	6.825887737	-0.085562613	0.085562613	0.660653602	0.999949922	6.873044767	6.68598358	6.705034747	7.01458491	NON	NON	MvSl-1064-A2-R4_MC11g10633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10373	Auto	Auto	0	0	0	0	0	0	0	0	0	6.491206405	0.078007433	0.078007433	0.68290106	0.999949922	6.548224444	6.510695664	6.353946672	6.543267791	NON	NON	MvSl-1064-A2-R4_MC11g10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10378	Auto	Auto	0	0	0	0	0	0	0	0	2	3.049272881	0.079412231	0.079412231	0.812191661	0.999949922	2.937867345	3.222838747	3.24115428	2.730673067	NON	NON	MvSl-1064-A2-R4_MC11g10640	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10380	Auto	Auto	0	0	0	0	0	0	0	2	0	6.961021605	0.003137857	0.003137857	0.98811498	0.999949922	6.685056728	7.19523772	6.992014066	6.926119387	NON	NON	MvSl-1064-A2-R4_MC11g10642	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10388	Auto	Auto	0	0	0	2	0	0	0	0	0	4.478866121	-0.080013355	0.080013355	0.782846784	0.999949922	4.151938314	4.677650515	4.760325167	4.226714254	NON	NON	MvSl-1064-A2-R4_MC11g10650	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10391	Auto	Auto	0	0	0	0	2	0	2	0	0	9.549091356	0.000166441	0.000166441	0.999566461	0.999949922	9.792379808	9.256492831	9.389907974	9.692301978	NON	NON	MvSl-1064-A2-R4_MC11g10653	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10392	Auto	Auto	0	0	0	0	0	2	0	0	0	5.631283898	0.093217628	0.093217628	0.646804623	0.999949922	5.644147351	5.708998412	5.539234112	5.627303323	NON	NON	MvSl-1064-A2-R4_MC11g10654	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10396	Auto	Auto	0	0	2	0	0	0	0	0	0	8.951512392	-0.08856441	0.08856441	0.728612839	0.999949922	8.954826083	8.856644317	8.992211807	8.998017715	NON	NON	MvSl-1064-A2-R4_MC11g10658	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10403	Auto	Auto	0	0	0	0	2	0	0	0	0	6.429413136	0.045718882	0.045718882	0.846744165	0.999949922	6.730070564	6.107325134	6.216339611	6.574369999	NON	NON	MvSl-1064-A2-R4_MC11g10665	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10404	Auto	Auto	0	0	0	0	0	0	0	0	0	5.210161075	-0.120265387	0.120265387	0.673083159	0.999949922	4.825979342	5.412874372	5.571842623	4.88480563	NON	NON	MvSl-1064-A2-R4_MC11g10666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10405	Auto	Auto	0	0	0	0	0	0	0	0	0	5.864315486	-0.081784923	0.081784923	0.68804328	0.999949922	5.799128951	5.846485595	5.987728005	5.81636979	NON	NON	MvSl-1064-A2-R4_MC11g10667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10406	Auto	Auto	0	0	0	0	0	0	0	0	0	7.032112074	-0.002816253	0.002816253	0.987853393	0.999949922	7.061967116	6.998753221	7.033577842	7.033461177	NON	NON	MvSl-1064-A2-R4_MC11g10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10408	Auto	Auto	0	0	0	0	0	0	0	0	0	4.221893509	-0.072272282	0.072272282	0.781106612	0.999949922	4.151938314	4.218688617	4.208777754	4.304976459	NON	NON	MvSl-1064-A2-R4_MC11g10670	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1
MvSl-1064-A1-R4_MC11g10415	Auto	Auto	0	0	0	0	0	0	0	0	0	6.678580133	-0.042606237	0.042606237	0.836958673	0.999949922	6.669734504	6.644457338	6.465748904	6.901140834	NON	NON	MvSl-1064-A2-R4_MC11g10677	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0
MvSl-1064-A1-R4_MC11g10416	Auto	Auto	0	0	0	0	0	0	0	0	0	4.975222752	0.017898161	0.017898161	0.938079256	0.999949922	5.017081499	4.950330846	5.009192492	4.921879003	NON	NON	MvSl-1064-A2-R4_MC11g10678	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0
MvSl-1064-A1-R4_MC11g10417	Auto	Auto	0	0	0	0	0	0	0	0	0	5.042408827	0.05951282	0.05951282	0.799662289	0.999949922	5.076890309	5.066461066	5.158360338	4.849505868	NON	NON	MvSl-1064-A2-R4_MC11g10679	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10418	Auto	Auto	0	0	0	0	0	0	0	0	0	5.622261823	-0.041652037	0.041652037	0.852924715	0.999949922	5.725007961	5.466131522	5.429639428	5.828971854	NON	NON	MvSl-1064-A2-R4_MC11g10680	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10421	Auto	Auto	0	0	0	0	0	0	0	0	0	6.246488067	-0.065100085	0.065100085	0.731558403	0.999949922	6.234493617	6.192516102	6.237836171	6.318442281	NON	NON	MvSl-1064-A2-R4_MC11g10683	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10426	Auto	Auto	0	0	0	0	0	0	0	0	0	7.179776571	-0.005318847	0.005318847	0.978007889	0.999949922	7.187492391	7.166660573	7.108839314	7.252493605	NON	NON	MvSl-1064-A2-R4_MC11g10688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10432	Auto	Auto	0	0	0	0	0	0	0	0	0	6.879351692	-0.029280999	0.029280999	0.87314875	0.999949922	6.811242839	6.916170311	6.87929	6.908416051	NON	NON	MvSl-1064-A2-R4_MC11g10694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
