genea1	dNa1	dNa1se	dSa1	dSa1se	dNdSa1	chr	chrom	DE	a1expmean	haploid
MvSl-1064-A1-R4_MC01-1g02263	0.00212	0.00211	0.01038	0.00737	0.204237	aAutosome	aAutosome	NON	6.91064	A1
MvSl-1064-A1-R4_MC01-1g02271	0.00431	0.00305	0.00004	0	107.481	aAutosome	aAutosome	NON	7.08831	A1
MvSl-1064-A1-R4_MC01-1g02272	0.00745	0.00528	0.00008	0.00026	93.0087	aAutosome	aAutosome	NON	6.83276	A1
MvSl-1064-A1-R4_MC01-1g02274	0.00282	0.00105	0.00194	0.00131	1.45353	aAutosome	aAutosome	NON	6.69473	A1
MvSl-1064-A1-R4_MC01-1g02282	0.00001	0	0.01292	0	0.000773988	aAutosome	aAutosome	NON	1.83582	A1
MvSl-1064-A1-R4_MC01-1g02289	0.02254	0.01016	0.00023	0.00104	97.9574	aAutosome	aAutosome	NON	4.73005	A1
MvSl-1064-A1-R4_MC01-1g02290	0	0	0.00001	0	0	aAutosome	aAutosome	NON	1.81612	A1
MvSl-1064-A1-R4_MC01-1g02292	0.0104	0.00521	0.01452	0.0103	0.716249	aAutosome	aAutosome	NON	5.17629	A1
MvSl-1064-A1-R4_MC01-1g02294	0.00413	0.00207	0.00872	0.00507	0.473618	aAutosome	aAutosome	NON	6.90413	A1
MvSl-1064-A1-R4_MC01-1g02296	0.00885	0.00514	0.01069	0.00761	0.827869	aAutosome	aAutosome	NON	5.00992	A1
MvSl-1064-A1-R4_MC01-1g02299	0.00357	0.0018	0.02601	0.00795	0.137254	aAutosome	aAutosome	NON	4.55655	A1
MvSl-1064-A1-R4_MC01-1g02302	0.00326	0.00233	0.02813	0.01278	0.11589	aAutosome	aAutosome	NON	8.33023	A1
MvSl-1064-A1-R4_MC01-1g02306	0.00001	0	0.0122	0.00095	0.000819665	aAutosome	aAutosome	NON	6.08087	A1
MvSl-1064-A1-R4_MC01-1g02309	0	0.00003	0.00001	0	0	aAutosome	aAutosome	NON	3.49855	A1
MvSl-1064-A1-R4_MC01-1g02316	0.00242	0.00242	0.01613	0.01145	0.15003	aAutosome	aAutosome	NON	6.87449	A1
MvSl-1064-A1-R4_MC01-1g02317	0.00444	0.00219	0.013	0.00576	0.341536	aAutosome	aAutosome	NON	7.6066	A1
MvSl-1064-A1-R4_MC01-1g02319	0.00002	0.00006	0.02374	0.01731	0.000842456	aAutosome	aAutosome	NON	10.8127	A1
MvSl-1064-A1-R4_MC01-1g02320	0.00354	0.00205	0.01353	0.00678	0.261639	aAutosome	aAutosome	NON	3.84901	A1
MvSl-1064-A1-R4_MC01-1g02325	0.00436	0.00435	0.01116	0.01116	0.390678	aAutosome	aAutosome	NON	5.31782	A1
MvSl-1064-A1-R4_MC01-1g02334	0.0042	0.00242	0.00569	0.00401	0.738124	aAutosome	aAutosome	NON	7.76394	A1
MvSl-1064-A1-R4_MC01-1g02337	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.07202	A1
MvSl-1064-A1-R4_MC01-1g02338	0.00702	0.00188	0.00635	0.00261	1.10549	aAutosome	aAutosome	NON	4.70127	A1
MvSl-1064-A1-R4_MC01-1g02345	0.00888	0.00514	0.01054	0.01062	0.842497	aAutosome	aAutosome	NON	3.70215	A1
MvSl-1064-A1-R4_MC01-1g02346	0.00518	0.003	0.01348	0.00782	0.38427	aAutosome	aAutosome	NON	5.92669	A1
MvSl-1064-A1-R4_MC01-1g02358	0.00653	0.00267	0.00543	0.00381	1.20256	aAutosome	aAutosome	NON	8.80065	A1
MvSl-1064-A1-R4_MC01-1g02363	0.00385	0.00386	0.017	0.01208	0.226469	aAutosome	aAutosome	NON	7.05174	A1
MvSl-1064-A1-R4_MC01-1g02365	0.00178	0.00126	0.01892	0.00603	0.0940798	aAutosome	aAutosome	NON	7.55972	A1
MvSl-1064-A1-R4_MC01-1g02369	0.00239	0.00241	0.00754	0.00765	0.316972	aAutosome	aAutosome	NON	6.25172	A1
MvSl-1064-A1-R4_MC01-1g02380	0.00342	0.00196	0.00291	0.00283	1.17522	aAutosome	aAutosome	NON	3.2118	A1
MvSl-1064-A1-R4_MC01-1g02384	0.00001	0	0.0124	0.00084	0.000806445	aAutosome	aAutosome	NON	5.1158	A1
MvSl-1064-A1-R4_MC01-1g02385	0.0048	0.00279	0.01061	0.00619	0.452399	aAutosome	aAutosome	NON	5.54307	A1
MvSl-1064-A1-R4_MC01-1g02386	0.00272	0.00272	0.00003	0	90.3654	aAutosome	aAutosome	NON	6.14365	A1
MvSl-1064-A1-R4_MC01-1g02387	0.0016	0.0016	0.00451	0.00451	0.354759	aAutosome	aAutosome	NON	7.05045	A1
MvSl-1064-A1-R4_MC01-1g02393	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.97931	A1
MvSl-1064-A1-R4_MC01-1g02397	0.00002	0	0.01607	0.001	0.00124455	aAutosome	aAutosome	NON	5.5087	A1
MvSl-1064-A1-R4_MC01-1g02402	0.00163	0.00164	0.00832	0.00591	0.195911	aAutosome	aAutosome	NON	6.66357	A1
MvSl-1064-A1-R4_MC01-1g02403	0.00306	0.00137	0.0078	0.00349	0.392303	aAutosome	aAutosome	NON	7.14488	A1
MvSl-1064-A1-R4_MC01-1g02410	0.00689	0.00489	0.00627	0.00628	1.09887	aAutosome	aAutosome	NON	1.02953	A1
MvSl-1064-A1-R4_MC01-1g02423	0.0028	0.0014	0.01494	0.00532	0.187415	aAutosome	aAutosome	NON	5.81319	A1
MvSl-1064-A1-R4_MC01-1g02427	0.00344	0.00344	0.00834	0.00837	0.412465	aAutosome	aAutosome	NON	7.3873	A1
MvSl-1064-A1-R4_MC01-1g02429	0.00001	0	0.00877	0	0.00114024	aAutosome	aAutosome	NON	6.24096	A1
MvSl-1064-A1-R4_MC01-1g02434	0.00122	0.00122	0.01759	0.00794	0.0693572	aAutosome	aAutosome	NON	6.53926	A1
MvSl-1064-A1-R4_MC01-1g02439	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.511	A1
MvSl-1064-A1-R4_MC01-1g02445	0.00507	0.00254	0.00876	0.00507	0.578761	aAutosome	aAutosome	NON	6.01515	A1
MvSl-1064-A1-R4_MC01-1g02448	0.00244	0.00244	0.00547	0.00548	0.446061	aAutosome	aAutosome	NON	5.90052	A1
MvSl-1064-A1-R4_MC01-1g02449	0.00377	0.00379	0.01973	0.01159	0.191079	aAutosome	aAutosome	NON	5.89398	A1
MvSl-1064-A1-R4_MC01-1g02453	0.01228	0.00712	0.00012	0.00032	102.248	aAutosome	aAutosome	NON	7.33616	A1
MvSl-1064-A1-R4_MC01-1g02460	0.01109	0.00455	0.01509	0.00877	0.734919	aAutosome	aAutosome	NON	6.22765	A1
MvSl-1064-A1-R4_MC01-1g02462	0.00312	0.00182	0.01273	0.00578	0.245088	aAutosome	aAutosome	NON	7.36604	A1
MvSl-1064-A1-R4_MC01-1g02465	0.00897	0.00639	0.00009	0.00024	99.556	aAutosome	aAutosome	NON	2.72749	A1
MvSl-1064-A1-R4_MC01-1g02474	0.00598	0.00224	0.00593	0.00332	1.00841	aAutosome	aAutosome	NON	7.72293	A1
MvSl-1064-A1-R4_MC01-1g02475	0.00502	0.00291	0.00005	0.00031	100.2	aAutosome	aAutosome	NON	6.37793	A1
MvSl-1064-A1-R4_MC01-1g02483	0.00304	0.00304	0.00621	0.00622	0.489525	aAutosome	aAutosome	NON	6.54537	A1
MvSl-1064-A1-R4_MC01-1g02485	0.00233	0.00234	0.00513	0.00517	0.454182	aAutosome	aAutosome	NON	4.88698	A1
MvSl-1064-A1-R4_MC01-1g02487	0.00585	0.00339	0.00821	0.00582	0.712537	aAutosome	aAutosome	NON	4.82114	A1
MvSl-1064-A1-R4_MC01-1g02493	0.00001	0	0.00921	0	0.00108576	aAutosome	aAutosome	NON	5.11426	A1
MvSl-1064-A1-R4_MC01-1g02494	0.00401	0.00232	0.01569	0.00707	0.255575	aAutosome	aAutosome	NON	6.60012	A1
MvSl-1064-A1-R4_MC01-1g02497	0.00001	0.00014	0.00763	0.00806	0.0013106	aAutosome	aAutosome	NON	4.13335	A1
MvSl-1064-A1-R4_MC01-1g02498	0.00218	0.00219	0.00464	0.00466	0.469817	aAutosome	aAutosome	NON	6.73379	A1
MvSl-1064-A1-R4_MC01-1g02499	0.00207	0	0.00002	0	102.985	aAutosome	aAutosome	NON	7.25174	A1
MvSl-1064-A1-R4_MC01-1g02505	0.00201	0.00201	0.00002	0.00008	100	aAutosome	aAutosome	NON	9.21009	A1
MvSl-1064-A1-R4_MC01-1g02506	0.0021	0.00211	0.02114	0.01233	0.0993373	aAutosome	aAutosome	NON	6.19252	A1
MvSl-1064-A1-R4_MC01-1g02518	0.0038	0.00218	0.0026	0.00256	1.46148	aAutosome	aAutosome	NON	6.74719	A1
MvSl-1064-A1-R4_MC01-1g02520	0.00213	0.00213	0.00002	0.00008	105.97	aAutosome	aAutosome	NON	7.37623	A1
MvSl-1064-A1-R4_MC01-1g02521	0.00635	0.00285	0.01463	0.00658	0.434037	aAutosome	aAutosome	NON	4.73837	A1
MvSl-1064-A1-R4_MC01-1g02527	0.00001	0	0.00781	0.00067	0.00128039	aAutosome	aAutosome	NON	5.70946	A1
MvSl-1064-A1-R4_MC01-1g02533	0.00001	0	0.01007	0.00224	0.000993039	aAutosome	aAutosome	NON	5.43161	A1
MvSl-1064-A1-R4_MC01-1g02538	0.00254	0.00127	0.00643	0.00323	0.395017	aAutosome	aAutosome	NON	8.07332	A1
MvSl-1064-A1-R4_MC01-1g02539	0.00911	0.00345	0.00638	0.0045	1.42788	aAutosome	aAutosome	NON	6.73949	A1
MvSl-1064-A1-R4_MC01-1g02540	0.01009	0.00453	0.00438	0.0044	2.3036	aAutosome	aAutosome	NON	3.47222	A1
MvSl-1064-A1-R4_MC01-1g02541	0.00311	0.0018	0.00003	0.00008	103.322	aAutosome	aAutosome	NON	7.01908	A1
MvSl-1064-A1-R4_MC01-1g02544	0	0.0004	0.00001	0	0	aAutosome	aAutosome	NON	6.49036	A1
MvSl-1064-A1-R4_MC01-1g02546	0.00315	0.00158	0.00837	0.00485	0.37634	aAutosome	aAutosome	NON	9.405	A1
MvSl-1064-A1-R4_MC01-1g02554	0.0039	0.00174	0.00401	0.00282	0.972544	aAutosome	aAutosome	NON	7.34941	A1
MvSl-1064-A1-R4_MC01-1g02556	0.00842	0.00488	0.00646	0.00648	1.30339	aAutosome	aAutosome	NON	5.84381	A1
MvSl-1064-A1-R4_MC01-1g02557	0.00791	0.00457	0.01603	0.00928	0.493447	aAutosome	aAutosome	NON	6.45855	A1
MvSl-1064-A1-R4_MC01-1g02559	0.00853	0.00302	0.0059	0.00416	1.44574	aAutosome	aAutosome	NON	7.81898	A1
MvSl-1064-A1-R4_MC01-1g02560	0.00356	0.00357	0.00004	0	88.7781	aAutosome	aAutosome	NON	4.48801	A1
MvSl-1064-A1-R4_MC01-1g02561	0.00511	0.00228	0.00673	0.00336	0.759275	aAutosome	aAutosome	NON	5.26913	A1
MvSl-1064-A1-R4_MC01-1g02569	0.00673	0.00389	0.01133	0.00802	0.593993	aAutosome	aAutosome	NON	6.89645	A1
MvSl-1064-A1-R4_MC01-1g02570	0.00316	0.00316	0.00003	0.00024	104.983	aAutosome	aAutosome	NON	5.0271	A1
MvSl-1064-A1-R4_MC01-1g02577	0.00645	0.00456	0.00867	0.00864	0.743936	aAutosome	aAutosome	NON	4.38298	A1
MvSl-1064-A1-R4_MC01-1g02578	0.00339	0.00171	0.00818	0.00414	0.41442	aAutosome	aAutosome	NON	7.74639	A1
MvSl-1064-A1-R4_MC01-1g02579	0.00664	0.00468	0.01138	0.01139	0.583475	aAutosome	aAutosome	NON	7.32041	A1
MvSl-1064-A1-R4_MC01-1g02580	0.00001	0	0.01493	0	0.000669788	aAutosome	aAutosome	NON	9.09812	A1
MvSl-1064-A1-R4_MC01-1g02583	0.00485	0.00351	0.01786	0.01327	0.271555	aAutosome	aAutosome	NON	5.19883	A1
MvSl-1064-A1-R4_MC01-1g02584	0.00565	0.00278	0.00311	0.0029	1.81666	aAutosome	aAutosome	NON	0.195839	A1
MvSl-1064-A1-R4_MC01-1g02591	0.00348	0.00248	0.00735	0.00526	0.473463	aAutosome	aAutosome	NON	5.46795	A1
MvSl-1064-A1-R4_MC01-1g02592	0.00277	0.00278	0.00003	0.00029	92.0266	aAutosome	aAutosome	NON	5.70576	A1
MvSl-1064-A1-R4_MC01-1g02599	0.00412	0.00292	0.01406	0.00816	0.293028	aAutosome	aAutosome	NON	7.10901	A1
MvSl-1064-A1-R4_MC01-1g02602	0.00449	0.0045	0.00005	0.00027	89.6208	aAutosome	aAutosome	NON	6.62676	A1
MvSl-1064-A1-R4_MC01-1g02607	0.00931	0.00418	0.01286	0.00746	0.723945	aAutosome	aAutosome	NON	5.39888	A1
MvSl-1064-A1-R4_MC01-1g02610	0	0.00004	0.00001	0	0	aAutosome	aAutosome	NON	1.97677	A1
MvSl-1064-A1-R4_MC01-1g02614	0.00816	0.00201	0.01041	0.00288	0.783854	aAutosome	aAutosome	NON	6.6012	A1
MvSl-1064-A1-R4_MC01-1g02615	0.0106	0.00616	0.00842	0.00848	1.25889	aAutosome	aAutosome	NON	5.85856	A1
MvSl-1064-A1-R4_MC01-1g02621	0.00378	0.00372	0.00004	0	94.2643	aAutosome	aAutosome	NON	5.32456	A1
MvSl-1064-A1-R4_MC01-1g02622	0.00001	0.00022	0.00645	0.00699	0.00155036	aAutosome	aAutosome	NON	6.32098	A1
MvSl-1064-A1-R4_MC01-1g02623	0.00506	0.00178	0.00455	0.00258	1.11206	aAutosome	aAutosome	NON	7.94064	A1
MvSl-1064-A1-R4_MC01-1g02624	0.01469	0.00521	0.00584	0.00581	2.51537	aAutosome	aAutosome	NON	5.57289	A1
MvSl-1064-A1-R4_MC01-1g02630	0.00234	0.00234	0.00002	0.00006	116.418	aAutosome	aAutosome	NON	6.37944	A1
MvSl-1064-A1-R4_MC01-1g02631	0.00841	0.00378	0.00709	0.00504	1.18616	aAutosome	aAutosome	NON	5.79276	A1
MvSl-1064-A1-R4_MC01-1g02636	0	0.00006	0.00002	0.00321	0	aAutosome	aAutosome	NON	6.76953	A1
MvSl-1064-A1-R4_MC01-1g02638	0.00209	0.00209	0.01203	0.00854	0.173731	aAutosome	aAutosome	NON	4.94549	A1
MvSl-1064-A1-R4_MC01-1g02640	0.0075	0.0025	0.0076	0.00379	0.986829	aAutosome	aAutosome	NON	3.63822	A1
MvSl-1064-A1-R4_MC01-1g02644	0.00185	0.00135	0.01207	0.00625	0.153271	aAutosome	aAutosome	NON	6.40799	A1
MvSl-1064-A1-R4_MC01-1g02645	0.00343	0.00344	0.00003	0	113.953	aAutosome	aAutosome	NON	5.95586	A1
MvSl-1064-A1-R4_MC01-1g02649	0.00483	0.00484	0.00005	0.00021	96.4072	aAutosome	aAutosome	NON	7.79358	A1
MvSl-1064-A1-R4_MC01-1g02650	0.00537	0.00269	0.00661	0.00468	0.812393	aAutosome	aAutosome	NON	3.39147	A1
MvSl-1064-A1-R4_MC01-1g02656	0	312.96536	0.00001	820.14145	0	aAutosome	aAutosome	NON	3.92996	A1
MvSl-1064-A1-R4_MC01-1g02657	0.00233	0.00233	0.00002	0.00011	115.92	aAutosome	aAutosome	NON	8.44839	A1
MvSl-1064-A1-R4_MC01-1g02663	0.00309	0.00311	0.00003	0.00053	102.658	aAutosome	aAutosome	NON	3.97634	A1
MvSl-1064-A1-R4_MC01-1g02665	0.00456	0.00264	0.01726	0.0087	0.264193	aAutosome	aAutosome	NON	8.5748	A1
MvSl-1064-A1-R4_MC01-1g02667	0.00001	0	0.0142	0.0009	0.00070422	aAutosome	aAutosome	NON	6.33682	A1
MvSl-1064-A1-R4_MC01-1g02670	0.00512	0.00297	0.00437	0.00441	1.1716	aAutosome	aAutosome	NON	1.18135	A1
MvSl-1064-A1-R4_MC01-1g02671	0.01411	0.0071	0.00804	0.00806	1.75495	aAutosome	aAutosome	NON	5.10485	A1
MvSl-1064-A1-R4_MC01-1g02678	0.00148	0.00105	0.00826	0.00372	0.179175	aAutosome	aAutosome	NON	6.20823	A1
MvSl-1064-A1-R4_MC01-1g02688	0.00413	0.00207	0.00774	0.00388	0.533585	aAutosome	aAutosome	NON	6.13063	A1
MvSl-1064-A1-R4_MC01-1g02693	0.01415	0.00707	0.00853	0.00841	1.65883	aAutosome	aAutosome	NON	6.70052	A1
MvSl-1064-A1-R4_MC01-1g02697	0.7753	0.17864	6.90011	6.94454	0.112361	aAutosome	aAutosome	NON	3.12823	A1
MvSl-1064-A1-R4_MC01-1g02698	0.00001	0	0.00902	0.00082	0.00110864	aAutosome	aAutosome	NON	2.09961	A1
MvSl-1064-A1-R4_MC01-1g02699	0.00233	0.00116	0.00704	0.00315	0.330961	aAutosome	aAutosome	NON	6.13749	A1
MvSl-1064-A1-R4_MC01-1g02702	0.00331	0.00234	0.00003	0	109.967	aAutosome	aAutosome	NON	6.51145	A1
MvSl-1064-A1-R4_MC01-1g02703	0.00182	0.00182	0.00002	0.00005	90.5473	aAutosome	aAutosome	NON	5.44296	A1
MvSl-1064-A1-R4_MC01-1g02705	0.00001	0	0.00714	0	0.00140054	aAutosome	aAutosome	NON	7.33948	A1
MvSl-1064-A1-R4_MC01-1g02706	0.02096	0.01055	0.02078	0.01477	1.00866	aAutosome	aAutosome	NON	5.21611	A1
MvSl-1064-A1-R4_MC01-1g02710	0.0035	0.00248	0.00766	0.00544	0.456913	aAutosome	aAutosome	NON	8.04138	A1
MvSl-1064-A1-R4_MC01-1g02712	0.01235	0.00505	0.00924	0.00651	1.33657	aAutosome	aAutosome	NON	7.00916	A1
MvSl-1064-A1-R4_MC01-1g02719	0.00345	0.00199	0.00602	0.00427	0.57308	aAutosome	aAutosome	NON	6.42136	A1
MvSl-1064-A1-R4_MC01-1g02721	0.00001	0	0.014	0.00102	0.000714281	aAutosome	aAutosome	NON	7.08317	A1
MvSl-1064-A1-R4_MC01-1g02732	0.01141	0.00573	0.00012	0.00069	95.0042	aAutosome	aAutosome	NON	4.42256	A1
MvSl-1064-A1-R4_MC01-1g02740	0.00212	0.00106	0.0092	0.0035	0.230432	aAutosome	aAutosome	NON	6.282	A1
MvSl-1064-A1-R4_MC01-1g02741	0.00256	0.00182	0.00498	0.00354	0.514046	aAutosome	aAutosome	NON	7.94574	A1
MvSl-1064-A1-R4_MC01-1g02745	0.00344	0.00346	0.00788	0.00795	0.436543	aAutosome	aAutosome	NON	4.32326	A1
MvSl-1064-A1-R4_MC01-1g02762	0.00175	0.00174	0.00362	0.00361	0.483412	aAutosome	aAutosome	NON	7.1462	A1
MvSl-1064-A1-R4_MC01-1g02765	0.00764	0.00384	0.01432	0.01023	0.533516	aAutosome	aAutosome	NON	5.44648	A1
MvSl-1064-A1-R4_MC01-1g02768	0.00345	0.00346	0.00003	0	114.618	aAutosome	aAutosome	NON	5.85861	A1
MvSl-1064-A1-R4_MC01-1g02770	0.00001	0.00001	0.00512	0.00511	0.00195309	aAutosome	aAutosome	NON	5.50469	A1
MvSl-1064-A1-R4_MC01-1g02771	0.00488	0.00281	0.00399	0.00393	1.22303	aAutosome	aAutosome	NON	5.18328	A1
MvSl-1064-A1-R4_MC01-1g02776	0.00233	0.00095	0.00313	0.0018	0.744385	aAutosome	aAutosome	NON	6.91418	A1
MvSl-1064-A1-R4_MC01-1g02777	0.00265	0.00265	0.00003	0.00012	88.0399	aAutosome	aAutosome	NON	1.79184	A1
MvSl-1064-A1-R4_MC01-1g02782	0.00378	0.00268	0.00004	0.00012	94.2643	aAutosome	aAutosome	NON	6.10797	A1
MvSl-1064-A1-R4_MC01-1g02783	0.00215	0.00153	0.00808	0.00577	0.266086	aAutosome	aAutosome	NON	4.85436	A1
MvSl-1064-A1-R4_MC01-1g02786	0.00644	0.00289	0.01675	0.00756	0.384475	aAutosome	aAutosome	NON	5.53716	A1
MvSl-1064-A1-R4_MC01-1g02792	0.00211	0.00211	0.01063	0.00755	0.198493	aAutosome	aAutosome	NON	8.45011	A1
MvSl-1064-A1-R4_MC01-1g02793	0.00175	0.00175	0.00002	0.00011	87.0647	aAutosome	aAutosome	NON	8.26103	A1
MvSl-1064-A1-R4_MC01-1g02798	0.00382	0.00385	0.02908	0.0208	0.131361	aAutosome	aAutosome	NON	2.16475	A1
MvSl-1064-A1-R4_MC01-1g02802	0.00655	0.00465	0.01476	0.0105	0.443764	aAutosome	aAutosome	NON	6.87699	A1
MvSl-1064-A1-R4_MC01-1g02803	0.00926	0.00464	0.01879	0.01089	0.492813	aAutosome	aAutosome	NON	7.97006	A1
MvSl-1064-A1-R4_MC01-1g02810	0.01163	0.00674	0.00012	0.00058	96.836	aAutosome	aAutosome	NON	7.26713	A1
MvSl-1064-A1-R4_MC01-1g02812	0.00475	0.00187	0.01211	0.00476	0.392235	aAutosome	aAutosome	NON	5.39598	A1
MvSl-1064-A1-R4_MC01-1g02815	0.00526	0.00236	0.009	0.00522	0.584438	aAutosome	aAutosome	NON	7.37681	A1
MvSl-1064-A1-R4_MC01-1g02818	0.00259	0.00184	0.00592	0.00422	0.437493	aAutosome	aAutosome	NON	7.09957	A1
MvSl-1064-A1-R4_MC01-1g02822	0.00002	0	0.01657	0	0.00120699	aAutosome	aAutosome	NON	7.09037	A1
MvSl-1064-A1-R4_MC01-1g02835	0.00355	0.00355	0.00004	0	88.5287	aAutosome	aAutosome	NON	7.08877	A1
MvSl-1064-A1-R4_MC01-1g02836	0.00393	0.00394	0.00004	0	98.005	aAutosome	aAutosome	NON	4.3686	A1
MvSl-1064-A1-R4_MC01-1g02851	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.3364	A1
MvSl-1064-A1-R4_MC01-1g02860	0.00741	0.00527	0.01071	0.01078	0.69187	aAutosome	aAutosome	NON	-0.550175	A1
MvSl-1064-A1-R4_MC01-2g02975	0.00002	0.00033	0.01742	0.00948	0.0011481	aAutosome	aAutosome	NON	5.34075	A1
MvSl-1064-A1-R4_MC01-2g02982	0.00798	0.00565	0.00008	0.00031	99.6255	aAutosome	aAutosome	NON	3.95182	A1
MvSl-1064-A1-R4_MC01-2g02984	0.00001	0.00017	0.01168	0.008	0.000856157	aAutosome	aAutosome	NON	6.14542	A1
MvSl-1064-A1-R4_MC01-2g02992	0.00307	0.00307	0.00003	0.00003	101.993	aAutosome	aAutosome	NON	6.07475	A1
MvSl-1064-A1-R4_MC01-2g02994	0.00584	0.00263	0.02425	0.01099	0.240824	aAutosome	aAutosome	NON	7.81152	A1
MvSl-1064-A1-R4_MC01-2g02996	0.00292	0.0017	0.00882	0.00632	0.331062	aAutosome	aAutosome	NON	9.98326	A1
MvSl-1064-A1-R4_MC01-2g03013	0.00727	0.00327	0.0176	0.00727	0.413066	aAutosome	aAutosome	NON	-0.70633	A1
MvSl-1064-A1-R4_MC01-2g03014	0.00421	0.00422	0.00004	0	104.988	aAutosome	aAutosome	NON	6.20178	A1
MvSl-1064-A1-R4_MC01-2g03015	0.00191	0.00136	0.00455	0.00324	0.419771	aAutosome	aAutosome	NON	6.11107	A1
MvSl-1064-A1-R4_MC01-2g03017	0.00179	0.0009	0.01047	0.00472	0.170963	aAutosome	aAutosome	NON	8.32442	A1
MvSl-1064-A1-R4_MC01-2g03019	0.004	0	0.00004	0	99.7506	aAutosome	aAutosome	NON	6.26608	A1
MvSl-1064-A1-R4_MC01-2g03021	0.00486	0.00172	0.00406	0.00234	1.19701	aAutosome	aAutosome	NON	3.63576	A1
MvSl-1064-A1-R4_MC01-2g03037	0.00001	0	0.00506	0	0.00197625	aAutosome	aAutosome	NON	9.22922	A1
MvSl-1064-A1-R4_MC01-2g03038	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.91683	A1
MvSl-1064-A1-R4_MC01-2g03039	0.00216	0.0022	0.03289	0.01684	0.0656733	aAutosome	aAutosome	NON	6.31165	A1
MvSl-1064-A1-R4_MC01-2g03042	0.00381	0.0017	0.00728	0.00365	0.523344	aAutosome	aAutosome	NON	6.15754	A1
MvSl-1064-A1-R4_MC01-2g03046	0	0.00435	0.00001	0.00905	0	aAutosome	aAutosome	NON	5.30888	A1
MvSl-1064-A1-R4_MC01-2g03047	0.00784	0.00557	0.00008	0	97.8777	aAutosome	aAutosome	NON	5.74587	A1
MvSl-1064-A1-R4_MC01-2g03055	0.00003	0	0.03031	0.00226	0.000989769	aAutosome	aAutosome	NON	7.75686	A1
MvSl-1064-A1-R4_MC01-2g03057	0.00398	0.0028	0.00464	0.00459	0.85774	aAutosome	aAutosome	NON	4.50129	A1
MvSl-1064-A1-R4_MC01-2g03063	0.00481	0.00279	0.00907	0.00647	0.530314	aAutosome	aAutosome	NON	7.66989	A1
MvSl-1064-A1-R4_MC01-2g03064	0.00396	0.00199	0.00592	0.00421	0.668908	aAutosome	aAutosome	NON	4.51509	A1
MvSl-1064-A1-R4_MC01-2g03072	0.00092	0.00092	0.00585	0.00415	0.157262	aAutosome	aAutosome	NON	1.24661	A1
MvSl-1064-A1-R4_MC01-2g03075	0	0	0	0	0	aAutosome	aAutosome	NON	4.72227	A1
MvSl-1064-A1-R4_MC01-2g03077	0.00083	0.00083	0.01031	0.00423	0.0805036	aAutosome	aAutosome	NON	6.25278	A1
MvSl-1064-A1-R4_MC01-2g03080	0.00107	0.00107	0.00333	0.00334	0.321312	aAutosome	aAutosome	NON	1.68416	A1
MvSl-1064-A1-R4_MC01-2g03082	0.00212	0.00213	0.00512	0.00515	0.414054	aAutosome	aAutosome	NON	8.87938	A1
MvSl-1064-A1-R4_MC01-2g03085	0.00072	0.00072	0.00862	0.00499	0.0835257	aAutosome	aAutosome	NON	1.68309	A1
MvSl-1064-A1-R4_MC01-2g03086	0.00001	0	0.01503	0.0012	0.000665332	aAutosome	aAutosome	NON	6.8573	A1
MvSl-1064-A1-R4_MC01-2g03087	0.00198	0.00197	0.00567	0.00568	0.3492	aAutosome	aAutosome	NON	5.9642	A1
MvSl-1064-A1-R4_MC01-2g03098	0.00822	0.00412	0.009	0.00638	0.913323	aAutosome	aAutosome	NON	8.76273	A1
MvSl-1064-A1-R4_MC01-2g03112	0.00238	0.00242	0.00835	0.00853	0.285027	aAutosome	aAutosome	NON	6.1379	A1
MvSl-1064-A1-R4_MC01-2g03117	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.96811	A1
MvSl-1064-A1-R4_MC01-2g03120	0.00001	0	0.00528	0	0.0018939	aAutosome	aAutosome	NON	7.91198	A1
MvSl-1064-A1-R4_MC01-2g03123	0.00551	0.0032	0.00809	0.00575	0.681079	aAutosome	aAutosome	NON	6.2063	A1
MvSl-1064-A1-R4_MC01-2g03124	0.00178	0.0009	0.00706	0.00291	0.252121	aAutosome	aAutosome	NON	7.43243	A1
MvSl-1064-A1-R4_MC01-2g03128	0.00002	0	0.01666	0.00262	0.00120047	aAutosome	aAutosome	NON	7.00008	A1
MvSl-1064-A1-R4_MC01-2g03132	0.00949	0.00551	0.00826	0.00836	1.1489	aAutosome	aAutosome	NON	7.60525	A1
MvSl-1064-A1-R4_MC01-2g03135	0.00791	0.0045	0.01603	0.00915	0.493447	aAutosome	aAutosome	NON	7.27111	A1
MvSl-1064-A1-R4_MC01-2g03138	0.00556	0.00382	0.01481	0.01374	0.375419	aAutosome	aAutosome	NON	7.54009	A1
MvSl-1064-A1-R4_MC01-2g03148	0.00254	0.00126	0.00279	0.00195	0.910362	aAutosome	aAutosome	NON	5.42312	A1
MvSl-1064-A1-R4_MC01-2g03149	0.00787	0.00559	0.00008	0.00006	98.2522	aAutosome	aAutosome	NON	5.69082	A1
MvSl-1064-A1-R4_MC01-2g03152	0.00477	0.00177	0.01191	0.00476	0.4005	aAutosome	aAutosome	NON	7.37329	A1
