gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A1-R4_MC10-1g09679	366	1101	Auto	Auto	5	0.013661202	0.116881146	46.6	233	0.636612022	0.797879704	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09680	233	702	Auto	Auto	2	0.008583691	0.092648211	126.5	253	1.08583691	1.042034985	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09683	945	2838	Auto	Auto	4	0.004232804	0.065060005	77.5	310	0.328042328	0.572749795	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09684	428	1287	Auto	Auto	1	0.002336449	0.048336824	93	93	0.21728972	0.466143454	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09685	358	1077	Auto	Auto	2	0.005586592	0.074743509	106	212	0.592178771	0.769531527	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09686	288	867	Auto	Auto	6	0.020833333	0.144337567	90.5	543	1.885416667	1.373104754	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09687	1095	3288	Auto	Auto	4	0.003652968	0.060439789	73	292	0.266666667	0.516397779	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09689	496	1491	Auto	Auto	8	0.016129032	0.127000127	108.625	869	1.752016129	1.323637461	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09690	1328	3987	Auto	Auto	2	0.001506024	0.038807526	82.5	165	0.124246988	0.352486862	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09691	307	924	Auto	Auto	3	0.009771987	0.098853361	74.6667	224	0.729641694	0.854190666	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09692	682	2049	Auto	Auto	7	0.01026393	0.101311054	94.4286	661	0.969208211	0.984483728	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09693	417	1254	Auto	Auto	4	0.009592326	0.097940421	138.5	554	1.32853717	1.152621868	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09694	372	1119	Auto	Auto	1	0.002688172	0.051847585	68	68	0.182795699	0.427546137	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09695	1079	3240	Auto	Auto	1	0.000926784	0.030443128	244	244	0.22613531	0.475536866	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09696	243	732	Auto	Auto	1	0.004115226	0.06415003	82	82	0.33744856	0.580903227	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09697	302	909	Auto	Auto	3	0.009933775	0.099668324	78.6667	236	0.781456954	0.884000539	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09698	1035	3108	Auto	Auto	7	0.006763285	0.082239194	132.571	928	0.896618357	0.946899339	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09699	523	1572	Auto	Auto	6	0.011472275	0.107108708	79.6667	478	0.913957935	0.956011472	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09700	436	1311	Auto	Auto	1	0.002293578	0.047891314	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09701	739	2220	Auto	Auto	2	0.00270636	0.052022687	121	242	0.327469553	0.572249555	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09702	536	1611	Auto	Auto	6	0.01119403	0.105801842	124.667	748	1.395522388	1.181322305	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09703	224	675	Auto	Auto	5	0.022321429	0.149403576	78.8	394	1.758928571	1.326246045	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09704	702	2109	Auto	Auto	3	0.004273504	0.065372045	121	363	0.517094017	0.719092496	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09705	724	2175	Auto	Auto	5	0.006906077	0.083102812	72.2	361	0.498618785	0.706129439	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09706	908	2727	Auto	Auto	1	0.001101322	0.033186166	151	151	0.166299559	0.40779843	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09709	144	435	Auto	Auto	5	0.034722222	0.186338998	85.8	429	2.979166667	1.726026265	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09710	1039	3120	Auto	Auto	6	0.005774783	0.075991996	103.5	621	0.597690087	0.773104189	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09711	397	1194	Auto	Auto	7	0.017632242	0.132786452	77.2857	541	1.362720403	1.167356159	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09712	144	435	Auto	Auto	2	0.013888889	0.11785113	122	244	1.694444444	1.301708279	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09713	290	873	Auto	Auto	1	0.003448276	0.058722022	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09714	344	1035	Auto	Auto	5	0.014534884	0.120560706	77.2	386	1.122093023	1.059288923	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09716	251	756	Auto	Auto	3	0.011952191	0.109326078	145.667	437	1.741035857	1.319483178	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09717	254	765	Auto	Auto	3	0.011811024	0.108678533	103	309	1.216535433	1.102966651	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09718	491	1476	Auto	Auto	7	0.014256619	0.119401085	77.1429	540	1.099796334	1.04871175	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09719	215	648	Auto	Auto	6	0.027906977	0.167053814	83.1667	499	2.320930233	1.523459954	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09720	307	924	Auto	Auto	4	0.013029316	0.114146029	99	396	1.28990228	1.13573865	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09721	310	933	Auto	Auto	8	0.025806452	0.160643866	122.5	980	3.161290323	1.778001778	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09722	327	984	Auto	Auto	4	0.012232416	0.110600253	208	832	2.544342508	1.595099529	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09723	594	1785	Auto	Auto	7	0.011784512	0.108556491	96	672	1.131313131	1.063632047	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09724	349	1050	Auto	Auto	1	0.00286533	0.053528773	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09725	913	2742	Auto	Auto	3	0.003285871	0.057322515	108.333	325	0.355969332	0.596631655	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09726	1714	5145	Auto	Auto	10	0.005834306	0.076382627	63.9	639	0.372812135	0.610583438	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09728	94	285	Auto	Auto	1	0.010638298	0.103142125	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09729	81	246	Auto	Auto	1	0.012345679	0.111111111	49	49	0.604938272	0.777777778	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09730	443	1332	Auto	Auto	5	0.011286682	0.106238796	106.8	534	1.205417607	1.097915118	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09731	237	714	Auto	Auto	2	0.008438819	0.091863042	53	106	0.447257384	0.668773044	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09732	578	1737	Auto	Auto	4	0.006920415	0.083189033	167.5	670	1.15916955	1.076647366	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09734	282	849	Auto	Auto	6	0.021276596	0.145864991	109.833	659	2.336879433	1.528685524	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09736	176	531	Auto	Auto	1	0.005681818	0.075377836	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09737	584	1755	Auto	Auto	1	0.001712329	0.041380294	73	73	0.125	0.353553391	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09738	138	417	Auto	Auto	3	0.02173913	0.147441956	168.333	505	3.65942029	1.912961131	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09739	505	1518	Auto	Auto	6	0.011881188	0.109000863	169.667	1018	2.015841584	1.419803361	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09741	1029	3090	Auto	Auto	4	0.003887269	0.062347969	126.5	506	0.491739553	0.701241437	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09742	959	2880	Auto	Auto	7	0.00729927	0.085435766	77	539	0.562043796	0.749695802	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09743	375	1128	Auto	Auto	6	0.016	0.126491106	76.6667	460	1.226666667	1.107549848	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09745	456	1371	Auto	Auto	6	0.013157895	0.114707867	116.833	701	1.537280702	1.239871244	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09746	161	486	Auto	Auto	1	0.00621118	0.078811041	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09747	334	1005	Auto	Auto	4	0.011976048	0.109435131	74.25	297	0.889221557	0.942985449	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09748	692	2079	Auto	Auto	1	0.001445087	0.038014296	76	76	0.10982659	0.33140095	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09749	497	1494	Auto	Auto	4	0.00804829	0.089712261	76.5	306	0.615694165	0.784661816	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09750	518	1557	Auto	Auto	4	0.007722008	0.087874955	83.5	334	0.644787645	0.802986703	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09751	218	657	Auto	Auto	4	0.018348624	0.135457092	137	548	2.513761468	1.585484616	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09753	509	1530	Auto	Auto	4	0.007858546	0.088648441	143.5	574	1.127701375	1.061932849	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09754	94	285	Auto	Auto	1	0.010638298	0.103142125	74	74	0.787234043	0.887262105	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09755	351	1056	Auto	Auto	2	0.005698006	0.075485136	228	456	1.299145299	1.139800552	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09756	134	405	Auto	Auto	1	0.007462687	0.086386843	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09757	948	2847	Auto	Auto	2	0.002109705	0.045931521	55.5	111	0.117088608	0.342182126	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09758	83	252	Auto	Auto	1	0.012048193	0.10976426	205	205	2.469879518	1.571585034	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09759	590	1773	Auto	Auto	10	0.016949153	0.130188911	73.5	735	1.245762712	1.116137407	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09760	288	867	Auto	Auto	9	0.03125	0.176776695	78.2222	704	2.444444444	1.56347192	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09761	420	1263	Auto	Auto	7	0.016666667	0.129099445	113.286	793	1.888095238	1.374079779	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09762	537	1614	Auto	Auto	4	0.00744879	0.08630637	86	344	0.640595903	0.800372353	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09763	332	999	Auto	Auto	2	0.006024096	0.077615053	142	284	0.855421687	0.924890094	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09765	45	138	Auto	Auto	1	0.022222222	0.149071198	54	54	1.2	1.095445115	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09766	250	753	Auto	Auto	2	0.008	0.089442719	232	464	1.856	1.362350909	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09767	209	630	Auto	Auto	5	0.023923445	0.154672056	133.6	668	3.196172249	1.787784173	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09768	374	1125	Auto	Auto	1	0.002673797	0.051708769	98	98	0.262032086	0.511890697	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09769	432	1299	Auto	Auto	6	0.013888889	0.11785113	137.833	827	1.914351852	1.383601045	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09770	729	2190	Auto	Auto	2	0.002743484	0.05237828	76.5	153	0.209876543	0.458122847	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09772	957	2874	Auto	Auto	1	0.001044932	0.032325409	105	105	0.109717868	0.331236876	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09774	1501	4506	Auto	Auto	6	0.003997335	0.063224482	82.8333	497	0.331112592	0.575423836	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09776	186	561	Auto	Auto	3	0.016129032	0.127000127	89.6667	269	1.446236559	1.202595759	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09777	796	2391	Auto	Auto	5	0.006281407	0.079255328	90.2	451	0.566582915	0.752717022	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09778	255	768	Auto	Auto	4	0.015686275	0.125244858	64	256	1.003921569	1.001958866	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09782	624	1875	Auto	Auto	5	0.008012821	0.089514359	72.8	364	0.583333333	0.763762616	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09783	208	627	Auto	Auto	1	0.004807692	0.069337525	87	87	0.418269231	0.646737374	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09784	1632	4899	Auto	Auto	13	0.007965686	0.089250693	71.4615	929	0.569240196	0.754480083	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09785	219	660	Auto	Auto	5	0.02283105	0.151099471	155.8	779	3.557077626	1.88602164	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09788	455	1368	Auto	Auto	3	0.006593407	0.081199794	131.667	395	0.868131868	0.931735943	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09789	121	366	Auto	Auto	2	0.016528926	0.128564869	220.5	441	3.644628099	1.909090909	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09790	79	240	Auto	Auto	1	0.012658228	0.11250879	292	292	3.696202532	1.922551048	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09791	157	474	Auto	Auto	3	0.01910828	0.138232703	79.3333	238	1.515923567	1.231228479	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09792	1191	3576	Auto	Auto	12	0.010075567	0.100377123	97.5	1170	0.982367758	0.991144671	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09793	698	2097	Auto	Auto	3	0.004297994	0.06555909	81.3333	244	0.349570201	0.59124462	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09794	805	2418	Auto	Auto	2	0.002484472	0.049844479	60	120	0.149068323	0.386093671	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09795	546	1641	Auto	Auto	2	0.003663004	0.060522753	120	240	0.43956044	0.662993544	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09796	380	1143	Auto	Auto	6	0.015789474	0.125656172	99.5	597	1.571052632	1.253416384	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09797	385	1158	Auto	Auto	6	0.015584416	0.124837557	78.5	471	1.223376623	1.106063571	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09798	613	1842	Auto	Auto	3	0.004893964	0.069956873	88.6667	266	0.433931485	0.65873476	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09802	195	588	Auto	Auto	6	0.030769231	0.175411604	107.25	602	3.087179487	1.757037133	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09803	109	330	Auto	Auto	2	0.018348624	0.135457092	217	434	3.981651376	1.995407571	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09804	88	267	Auto	Auto	4	0.045454545	0.213200716	188	752	8.545454545	2.923260944	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09806	1491	4476	Auto	Auto	8	0.005365526	0.073249754	81.75	654	0.438631791	0.662292829	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09808	363	1092	Auto	Auto	2	0.005509642	0.074226962	93	186	0.512396694	0.715818898	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09809	156	471	Auto	Auto	2	0.012820513	0.113227703	59	118	0.756410256	0.869718493	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09811	683	2052	Auto	Auto	5	0.007320644	0.085560763	116.6	583	0.853587116	0.923897784	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09812	294	885	Auto	Auto	4	0.013605442	0.116642369	80	320	1.088435374	1.043281062	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09813	66	201	Auto	Auto	1	0.015151515	0.123091491	47	47	0.712121212	0.843872746	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09814	195	588	Auto	Auto	6	0.030769231	0.175411604	93.3333	560	2.871794872	1.694637091	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09817	298	897	Auto	Auto	4	0.013422819	0.115856889	123	492	1.651006711	1.28491506	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09818	438	1317	Auto	Auto	4	0.00913242	0.095563697	92	368	0.840182648	0.916614776	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09819	953	2862	Auto	Auto	9	0.009443861	0.097179532	184.111	1657	1.738719832	1.31860526	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09820	264	795	Auto	Auto	3	0.011363636	0.106600358	150	450	1.704545455	1.30558242	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09822	313	942	Auto	Auto	3	0.009584665	0.0979013	57.6667	173	0.552715655	0.743448488	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09823	117	354	Auto	Auto	1	0.008547009	0.092450033	0	0	0	0	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09827	254	765	Auto	Auto	2	0.007874016	0.088735651	70	140	0.551181102	0.742415721	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09829	72	219	Auto	Auto	1	0.013888889	0.11785113	365	365	5.069444444	2.251542681	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09833	2040	6123	Auto	Auto	8	0.003921569	0.062622429	166.75	1334	0.653921569	0.808654171	Up	DE	A1
MvSl-1064-A1-R4_MC10-1g09842	1025	3078	Auto	Auto	4	0.003902439	0.062469505	111	444	0.433170732	0.658157072	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09843	279	840	Auto	Auto	1	0.003584229	0.059868434	44	44	0.157706093	0.397122265	Down	DE	A1
MvSl-1064-A1-R4_MC10-1g09847	2732	8199	Auto	Auto	3	0.001098097	0.033137541	363	1089	0.398609078	0.631354954	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09850	2344	7035	Auto	Auto	9	0.00383959	0.061964429	175	1575	0.671928328	0.819712344	NON	NON	A1
MvSl-1064-A1-R4_MC10-1g09854	1530	4593	Auto	Auto	2	0.00130719	0.036155076	330.5	661	0.432026144	0.657286957	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09858	2387	7164	Auto	Auto	5	0.00209468	0.045767669	161.8	809	0.338919145	0.582167627	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09863	1438	4317	Auto	Auto	1	0.00069541	0.026370633	291	291	0.202364395	0.449849303	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09873	2073	6222	Auto	Auto	1	0.000482393	0.021963439	47	47	0.022672455	0.150573754	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09875	949	2850	Auto	Auto	4	0.004214963	0.064922747	68	272	0.286617492	0.535366689	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09876	302	909	Auto	Auto	1	0.003311258	0.057543534	84	84	0.278145695	0.527395198	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09879	338	1017	Auto	Auto	5	0.014792899	0.121626064	120.6	603	1.784023669	1.335673489	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09881	1049	3150	Auto	Auto	10	0.009532888	0.097636512	94.7	947	0.902764538	0.95013922	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09882	416	1251	Auto	Auto	4	0.009615385	0.098058068	135.5	542	1.302884615	1.141439712	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09883	603	1812	Auto	Auto	10	0.016583748	0.128777902	102.1	1021	1.693200663	1.301230442	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09884	648	1947	Auto	Auto	1	0.00154321	0.03928371	42	42	0.064814815	0.254587539	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09885	63	192	Auto	Auto	1	0.015873016	0.125988158	372	372	5.904761905	2.429971585	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09886	115	348	Auto	Auto	1	0.008695652	0.093250481	51	51	0.443478261	0.665941635	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09887	392	1179	Auto	Auto	4	0.010204082	0.101015254	99	396	1.010204082	1.005089091	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09888	69	210	Auto	Auto	1	0.014492754	0.120385853	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09889	87	264	Auto	Auto	1	0.011494253	0.107211253	56	56	0.643678161	0.802295557	Up	DE	A1
MvSl-1064-A1-R4_MC10-2g09890	294	885	Auto	Auto	4	0.013605442	0.116642369	82.5	330	1.12244898	1.059456927	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09891	1154	3465	Auto	Auto	3	0.002599653	0.050986796	69.6667	209	0.181109185	0.425569249	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09892	1038	3117	Auto	Auto	2	0.001926782	0.043895128	92.5	185	0.17822736	0.422169824	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09893	192	579	Auto	Auto	2	0.010416667	0.102062073	68	136	0.708333333	0.841625412	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09894	1316	3951	Auto	Auto	2	0.001519757	0.038984059	67	134	0.101823708	0.319098274	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09895	3819	11460	Auto	Auto	15	0.00392773	0.062671603	89.6	1344	0.351924588	0.593232322	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09896	378	1137	Auto	Auto	8	0.021164021	0.145478593	90.25	722	1.91005291	1.382046638	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09897	310	933	Auto	Auto	2	0.006451613	0.080321933	156.5	313	1.009677419	1.004827059	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09898	232	699	Auto	Auto	4	0.017241379	0.131306433	330.5	1322	5.698275862	2.387106169	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09901	455	1368	Auto	Auto	1	0.002197802	0.046880723	66	66	0.145054945	0.380860795	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09902	1095	3288	Auto	Auto	2	0.001826484	0.042737384	75	150	0.136986301	0.370116605	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09903	654	1965	Auto	Auto	5	0.00764526	0.087437177	99	495	0.756880734	0.869988927	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09904	442	1329	Auto	Auto	1	0.002262443	0.047565149	82	82	0.185520362	0.430720747	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09905	99	300	Auto	Auto	4	0.04040404	0.201007563	165	660	6.666666667	2.581988897	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09906	244	735	Auto	Auto	2	0.008196721	0.090535746	70	140	0.573770492	0.757476397	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09907	566	1701	Auto	Auto	10	0.017667845	0.132920444	94.2	942	1.664310954	1.290081763	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09908	152	459	Auto	Auto	2	0.013157895	0.114707867	71	142	0.934210526	0.966545667	Up	DE	A1
MvSl-1064-A1-R4_MC10-2g09910	210	633	Auto	Auto	2	0.00952381	0.097590007	66	132	0.628571429	0.792824967	Up	DE	A1
MvSl-1064-A1-R4_MC10-2g09913	455	1368	Auto	Auto	1	0.002197802	0.046880723	66	66	0.145054945	0.380860795	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09914	608	1827	Auto	Auto	6	0.009868421	0.099339927	68.8333	413	0.679276316	0.82418221	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09915	462	1389	Auto	Auto	3	0.006493506	0.080582296	78	234	0.506493506	0.711683572	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09916	1063	3192	Auto	Auto	15	0.014111007	0.118789758	73.8	1107	1.041392286	1.020486299	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09921	81	246	Auto	Auto	1	0.012345679	0.111111111	155	155	1.913580247	1.383322178	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09922	105	318	Auto	Auto	1	0.00952381	0.097590007	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09924	110	333	Auto	Auto	1	0.009090909	0.095346259	113	113	1.027272727	1.013544635	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09925	3374	10125	Auto	Auto	11	0.003260225	0.057098382	76.6364	843	0.249851808	0.499851786	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09927	590	1773	Auto	Auto	2	0.003389831	0.058222251	76	152	0.257627119	0.507569817	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09928	415	1248	Auto	Auto	2	0.004819277	0.069421013	297.5	595	1.43373494	1.197386713	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09929	258	777	Auto	Auto	4	0.015503876	0.124514561	140	560	2.170542636	1.473276157	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09930	274	825	Auto	Auto	6	0.02189781	0.147979087	100.167	601	2.193430657	1.481023517	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09931	325	978	Auto	Auto	3	0.009230769	0.096076892	75.3333	226	0.695384615	0.833897245	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09932	186	561	Auto	Auto	1	0.005376344	0.073323558	43	43	0.231182796	0.480814721	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09934	306	921	Auto	Auto	6	0.019607843	0.140028008	94.3333	566	1.849673203	1.360026912	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09935	262	789	Auto	Auto	4	0.015267176	0.123560413	109.75	439	1.675572519	1.294439075	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09936	219	660	Auto	Auto	9	0.04109589	0.202721214	84.1111	757	3.456621005	1.859199022	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09937	1016	3051	Auto	Auto	8	0.007874016	0.088735651	70.125	561	0.552165354	0.743078296	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09938	488	1467	Auto	Auto	7	0.014344262	0.119767534	77.1429	540	1.106557377	1.05193031	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09940	88	267	Auto	Auto	1	0.011363636	0.106600358	78	78	0.886363636	0.941468872	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09942	507	1524	Auto	Auto	4	0.007889546	0.088823118	69	276	0.544378698	0.737820234	Up	DE	A1
MvSl-1064-A1-R4_MC10-2g09945	594	1785	Auto	Auto	1	0.001683502	0.041030497	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09946	94	285	Auto	Auto	2	0.021276596	0.145864991	81	162	1.723404255	1.312784923	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09947	489	1470	Auto	Auto	3	0.006134969	0.078326045	77.6667	233	0.476482618	0.690277203	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09949	357	1074	Auto	Auto	1	0.00280112	0.052925612	95	95	0.266106443	0.51585506	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09950	193	582	Auto	Auto	2	0.010362694	0.10179732	149	298	1.544041451	1.242594645	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09951	728	2187	Auto	Auto	2	0.002747253	0.052414242	81	162	0.222527473	0.471728177	NON	NON	A1
MvSl-1064-A1-R4_MC10-2g09952	473	1422	Auto	Auto	1	0.002114165	0.045980049	68	68	0.143763214	0.379161197	NON	NON	A1
