target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_A1g00151	1911	1581.8	817.364	4.28369
MvSl-1064-A1-R4_A1g00152	2081	1751.8	1021.94	4.8361
MvSl-1064-A1-R4_A1g00153	4773	4443.8	4613	8.60562
MvSl-1064-A1-R4_A1g00154	790	468.261	847	14.9951
MvSl-1064-A1-R4_A1g00155	1527	1197.8	1469.68	10.1717
MvSl-1064-A1-R4_A1g00156	354	105.705	237.094	18.5942
MvSl-1064-A1-R4_A1g00157	2362	2032.8	1016.25	4.14439
MvSl-1064-A1-R4_A1g00158	1434	1104.8	7409.76	55.6
MvSl-1064-A1-R4_A1g00159	753	433.58	1259.9	24.0891
MvSl-1064-A1-R4_A1g00160	1570	1240.8	222.358	1.48561
MvSl-1064-A1-R4_A1g00161	240	47.999	9	1.5544
MvSl-1064-A1-R4_A1g00162	1028	698.796	11.298	0.134031
MvSl-1064-A1-R4_A1g00163	296	72.502	96.0819	10.9861
MvSl-1064-A1-R4_A1g00164	343	99.0723	141.934	11.8765
MvSl-1064-A1-R4_A1g00165	3167	2837.8	4349	12.7046
MvSl-1064-A1-R4_A1g00166	4967	4637.8	2313.53	4.13539
MvSl-1064-A1-R4_A1g00167	1699	1369.8	81.3079	0.492073
MvSl-1064-A1-R4_A1g00168	2036	1706.8	1003.34	4.87326
MvSl-1064-A1-R4_A1g00169	837	512.499	131.475	2.12668
MvSl-1064-A1-R4_A1g00170	1198	868.796	857.085	8.17821
MvSl-1064-A1-R4_A1g00171	251	52.5526	23.245	3.6668
MvSl-1064-A1-R4_A1g00172	1955	1625.8	242.509	1.23656
MvSl-1064-A1-R4_A1g00173	349	102.619	50768	4101.23
MvSl-1064-A1-R4_A1g00174	192	31.7143	1.82864e+06	477999
MvSl-1064-A1-R4_A1g00175	2780	2450.8	3136	10.6077
MvSl-1064-A1-R4_A1g00176	813	489.712	243.415	4.12059
MvSl-1064-A1-R4_A1g00177	190	31.1948	9	2.39173
MvSl-1064-A1-R4_A1g00178	4057	3727.8	2409.54	5.35841
MvSl-1064-A1-R4_A1g00179	5104	4774.8	720.932	1.25168
MvSl-1064-A1-R4_A1g00180	3709	3379.8	442.424	1.08518
MvSl-1064-A1-R4_A1g00181	2823	2493.8	24.0294	0.0798794
MvSl-1064-A1-R4_A1g00182	2007	1677.8	125.206	0.618639
MvSl-1064-A1-R4_A1g00183	1389	1059.8	251.955	1.97085
MvSl-1064-A1-R4_A1g00184	513	221.415	1366	51.1442
MvSl-1064-A1-R4_A1g00185	3850	3520.8	5797	13.6494
MvSl-1064-A1-R4_A1g00186	1850	1520.8	3401	18.5391
MvSl-1064-A1-R4_A1g00187	1576	1246.8	153.447	1.02027
MvSl-1064-A1-R4_A1g00188	150	19.3315	37.5042	16.083
MvSl-1064-A1-R4_A1g00189	5094	4764.8	36836.6	64.0896
MvSl-1064-A1-R4_A1g00190	1237	907.796	438	3.9998
MvSl-1064-A1-R4_A1g00191	2207	1877.8	1665.56	7.35301
MvSl-1064-A1-R4_A1g00192	1026	696.796	2107.34	25.0716
MvSl-1064-A1-R4_A1g00193	2250	1920.8	9196.52	39.6913
MvSl-1064-A1-R4_A1g00194	1931	1601.8	209.005	1.08169
MvSl-1064-A1-R4_A1g00195	753	433.58	56.3034	1.07651
MvSl-1064-A1-R4_A1g00196	231	44.7059	1.1583	0.214788
MvSl-1064-A1-R4_A1g00197	2079	1749.8	148.025	0.701293
MvSl-1064-A1-R4_A1g00198	357	107.543	209.678	16.163
MvSl-1064-A1-R4_A1g00199	231	44.7059	1	0.185433
MvSl-1064-A1-R4_A1g00200	5581	5251.8	61.7477	0.0974688
MvSl-1064-A1-R4_A1g00201	1034	704.796	1930.21	22.7035
MvSl-1064-A1-R4_A1g00202	691	375.093	0	0
MvSl-1064-A1-R4_A1g00203	4164	3834.8	2.86993e-05	6.20415e-08
MvSl-1064-A1-R4_A1g00204	328	90.0754	0	0
MvSl-1064-A1-R4_A1g00205	4164	3834.8	45.6589	0.0987042
MvSl-1064-A1-R4_A1g00206	5508	5178.8	1.31664	0.00210761
MvSl-1064-A1-R4_A1g00207	192	31.7143	1	0.261395
MvSl-1064-A1-R4_A1g00208	1860	1530.8	373.578	2.0231
MvSl-1064-A1-R4_A1g00209	2480	2150.8	1448.81	5.58425
MvSl-1064-A1-R4_A1g00210	1179	849.796	790	7.70664
MvSl-1064-A1-R4_A1g00211	3096	2766.8	9448	28.3084
MvSl-1064-A1-R4_A1g00212	1897	1567.8	68.9021	0.364331
MvSl-1064-A1-R4_A1g00213	1079	749.796	25.3354	0.280115
MvSl-1064-A1-R4_A1g00214	2022	1692.8	1.39289	0.00682124
MvSl-1064-A1-R4_A1g00215	168	24.1105	237.164	81.5446
MvSl-1064-A1-R4_A1g00216	1080	750.796	28.9671	0.319842
MvSl-1064-A1-R4_A1g00217	6299	5969.8	395.281	0.548908
MvSl-1064-A1-R4_A1g00218	1519	1189.8	62.4034	0.434799
MvSl-1064-A1-R4_A1g00219	1607	1277.8	519.024	3.36728
MvSl-1064-A1-R4_A1g00220	4997	4667.8	33.8928	0.0601933
MvSl-1064-A1-R4_A1g00221	4079	3749.8	19.1942	0.042434
MvSl-1064-A1-R4_A1g00222	2417	2087.8	141.411	0.561499
MvSl-1064-A1-R4_A1g00223	1224	894.796	52.9749	0.490793
MvSl-1064-A1-R4_A1g00224	287	67.7807	6.41136	0.784146
MvSl-1064-A1-R4_A1g00225	437	161.824	0	0
MvSl-1064-A1-R4_A1g00226	867	541.177	1.05769	0.0162021
MvSl-1064-A1-R4_A1g00227	1406	1076.8	163.625	1.2597
MvSl-1064-A1-R4_A1g00228	5417	5087.8	454.079	0.739868
MvSl-1064-A1-R4_A1g00229	437	161.824	0	0
MvSl-1064-A1-R4_A1g00230	1166	836.796	374	3.70514
MvSl-1064-A1-R4_A1g00231	153	20.1873	10.6961	4.39237
MvSl-1064-A1-R4_A1g00232	276	62.8383	25.1236	3.31444
MvSl-1064-A1-R4_A1g00233	258	55.3653	12.2429	1.83315
MvSl-1064-A1-R4_A1g00234	796	473.927	140.81	2.46305
MvSl-1064-A1-R4_A1g00235	3621	3291.8	3888.98	9.79391
MvSl-1064-A1-R4_A1g00236	3049	2719.8	14866	45.3117
MvSl-1064-A1-R4_A1g00237	1897	1567.8	254.357	1.34495
MvSl-1064-A1-R4_A1g00238	159	21.7882	16.8332	6.40468
MvSl-1064-A1-R4_A1g00239	1030	700.796	1304.07	15.4263
MvSl-1064-A1-R4_A1g00240	1858	1528.8	540.086	2.92864
MvSl-1064-A1-R4_A1g00241	1041	711.796	2856	33.2625
MvSl-1064-A1-R4_A1g00242	913	585.545	711	10.0661
MvSl-1064-A1-R4_A1g00243	478	193.294	44	1.88707
MvSl-1064-A1-R4_A1g00244	1717	1387.8	174	1.03938
MvSl-1064-A1-R4_A1g00245	357	107.543	706	54.4219
MvSl-1064-A1-R4_A1g00246	1381	1051.8	1086	8.55955
MvSl-1064-A1-R4_A1g00247	2290	1960.8	118.312	0.500207
MvSl-1064-A1-R4_A1g00248	11939	11609.8	4559.48	3.2557
MvSl-1064-A1-R4_A1g00249	1720	1390.8	374.633	2.23304
MvSl-1064-A1-R4_A1g00250	973	644.322	113.397	1.45899
MvSl-1064-A1-R4_A1g00251	4095	3765.8	223.823	0.49272
MvSl-1064-A1-R4_A1g00252	1599	1269.8	158.719	1.03621
MvSl-1064-A1-R4_A1g00253	2904	2574.8	474.075	1.52636
MvSl-1064-A1-R4_A1g00254	2436	2106.8	745	2.93148
MvSl-1064-A1-R4_A1g00255	354	105.705	127.3	9.98355
MvSl-1064-A1-R4_A1g00256	1267	937.796	261.136	2.3084
MvSl-1064-A1-R4_A1g00257	781	459.59	1375.21	24.8056
MvSl-1064-A1-R4_A1g00258	224	42.283	0	0
MvSl-1064-A1-R4_A1g00259	437	161.824	4.92939	0.252525
MvSl-1064-A1-R4_A1g00260	7642	7312.8	419.453	0.475502
MvSl-1064-A1-R4_A1g00261	1858	1528.8	0	0
MvSl-1064-A1-R4_A1g00262	344	99.6372	21	1.74723
MvSl-1064-A1-R4_A1g00263	8372	8042.8	1284.01	1.32347
MvSl-1064-A1-R4_A1g00264	371	116.319	10	0.712692
MvSl-1064-A1-R4_A1g00265	231	44.7059	99.1154	18.3793
MvSl-1064-A1-R4_A1g00266	972	643.387	892.439	11.499
MvSl-1064-A1-R4_A1g00267	210	37.3451	1	0.221983
MvSl-1064-A1-R4_A1g00268	279	64.3183	2	0.257779
MvSl-1064-A1-R4_A1g00269	3649	3319.8	7735	19.3153
MvSl-1064-A1-R4_A1g00270	1767	1437.8	1223	7.05151
MvSl-1064-A1-R4_A1g00271	1003	673.796	50.4577	0.620801
MvSl-1064-A1-R4_A1g00272	210	37.3451	6.34343	1.40813
MvSl-1064-A1-R4_A1g00273	1633	1303.8	16.2957	0.103614
MvSl-1064-A1-R4_A1g00274	1562	1232.8	6.09116	0.0409601
MvSl-1064-A1-R4_A1g00275	4981	4651.8	121.485	0.216499
MvSl-1064-A1-R4_A1g00276	325	88.2313	6	0.563743
MvSl-1064-A1-R4_A1g00277	1482	1152.8	225	1.61802
MvSl-1064-A1-R4_A1g00278	400	135.757	1.03544	0.063229
MvSl-1064-A1-R4_A1g00279	495	206.927	158.892	6.3656
MvSl-1064-A1-R4_A1g00280	5043	4713.8	4259	7.49013
MvSl-1064-A1-R4_A1g00281	4668	4338.8	1498	2.86217
MvSl-1064-A1-R4_A1g00282	262	56.8996	23.281	3.39192
MvSl-1064-A1-R4_A1g00283	5390	5060.8	48.9981	0.0802625
MvSl-1064-A1-R4_A1g00284	231	44.7059	0	0
MvSl-1064-A1-R4_A1g00285	1549	1219.8	20.2999	0.137962
MvSl-1064-A1-R4_A1g00286	206	36.1543	0	0
MvSl-1064-A1-R4_A1g00287	3897	3567.8	99.786	0.231858
MvSl-1064-A1-R4_A1g00288	345	100.201	0.562251	0.0465167
MvSl-1064-A1-R4_A1g00289	1501	1171.8	90.6171	0.641078
MvSl-1064-A1-R4_A1g00290	3584	3254.8	2918	7.43215
MvSl-1064-A1-R4_A1g00291	6481	6151.8	251.811	0.339333
MvSl-1064-A1-R4_A1g00292	2365	2035.8	3172	12.9167
MvSl-1064-A1-R4_A1g00293	614	305.379	424.723	11.5297
MvSl-1064-A1-R4_A1g00294	1966	1636.8	451.384	2.28615
MvSl-1064-A1-R4_A1g00295	1286	956.796	273	2.36535
MvSl-1064-A1-R4_A1g00296	1308	978.796	227.481	1.92666
MvSl-1064-A1-R4_A1g00297	592	286.718	112.539	3.25387
MvSl-1064-A1-R4_A1g00298	514	222.167	194.23	7.24754
MvSl-1064-A1-R4_A1g00299	397	133.503	83.2397	5.16884
MvSl-1064-A1-R4_A1g00300	1993	1663.8	602.871	3.00384
MvSl-1064-A1-R4_A1g00301	604	296.932	25.465	0.71095
MvSl-1064-A1-R4_A1g00302	2394	2064.8	8.04871	0.0323148
MvSl-1064-A1-R4_A1g00303	312	80.8747	0	0
MvSl-1064-A1-R4_A1g00304	407	140.473	0	0
MvSl-1064-A1-R4_A1g00305	1421	1091.8	348.835	2.64869
MvSl-1064-A1-R4_A1g00306	1343	1013.8	25160	205.737
MvSl-1064-A1-R4_A1g00307	944	615.763	2289	30.8166
MvSl-1064-A1-R4_A1g00308	829	504.858	286.671	4.70725
MvSl-1064-A1-R4_A1g00309	406	139.763	6.64663	0.394241
MvSl-1064-A1-R4_A1g00310	2816	2486.8	1322.99	4.4103
MvSl-1064-A1-R4_A1g00311	5269	4939.8	5511	9.24856
MvSl-1064-A1-R4_A1g00312	598	291.677	14836	421.665
MvSl-1064-A1-R4_A1g00313	2382	2052.8	17917.4	72.3573
MvSl-1064-A1-R4_A1g00314	1035	705.796	48.4155	0.568667
MvSl-1064-A1-R4_A1g00315	300	74.4355	19.9165	2.21812
MvSl-1064-A1-R4_A1g00316	1442	1112.8	168.293	1.25373
MvSl-1064-A1-R4_A1g00317	346	100.905	192.255	15.7949
MvSl-1064-A1-R4_A1g00318	207	36.5821	33.3949	7.56771
MvSl-1064-A1-R4_A1g00319	2830	2500.8	177.347	0.587893
MvSl-1064-A1-R4_A1g00320	960	631.515	75.3806	0.989528
MvSl-1064-A1-R4_A1g00321	778	456.869	489.855	8.8885
MvSl-1064-A1-R4_A1g00322	1875	1545.8	125.579	0.673471
MvSl-1064-A1-R4_A1g00323	225	42.8083	0	0
MvSl-1064-A1-R4_A1g00324	297	72.9086	4.28431	0.487141
MvSl-1064-A1-R4_A1g00325	936	607.886	0	0
MvSl-1064-A1-R4_A1g00326	591	285.962	0	0
MvSl-1064-A1-R4_A1g00327	991	661.929	357	4.47105
MvSl-1064-A1-R4_A1g00328	610	301.922	182	4.99724
MvSl-1064-A1-R4_A1g00329	548	250.227	70	2.31909
MvSl-1064-A1-R4_A1g00330	765	444.418	299.726	5.59094
MvSl-1064-A1-R4_A1g00331	4079	3749.8	205.968	0.455349
MvSl-1064-A1-R4_A1g00332	863	537.34	15	0.231417
MvSl-1064-A1-R4_A1g00333	1543	1213.8	3.16936	0.0216461
MvSl-1064-A1-R4_A1g00334	156	20.9717	274.525	108.518
MvSl-1064-A1-R4_A1g00335	4467	4137.8	221.125	0.443019
MvSl-1064-A1-R4_A1g00336	870	543.959	8	0.12192
MvSl-1064-A1-R4_A1g00337	336	94.6722	1	0.0875649
MvSl-1064-A1-R4_A1g00338	1739	1409.8	18	0.105845
MvSl-1064-A1-R4_A1g00339	1161	831.796	403	4.01644
MvSl-1064-A1-R4_A1g00340	561	261.059	4041.22	128.329
MvSl-1064-A1-R4_A1g00341	447	169.136	3279.66	160.748
MvSl-1064-A1-R4_A1g00342	283	66.0372	1368.86	171.839
MvSl-1064-A1-R4_A1g00343	1192	862.796	430.836	4.13959
MvSl-1064-A1-R4_A1g00344	977	648.258	4	0.0511523
MvSl-1064-A1-R4_A1g00345	305	77.1389	16.4049	1.76301
MvSl-1064-A1-R4_A1g00346	1296	966.796	1091.24	9.35699
MvSl-1064-A1-R4_A1g00347	5645	5315.8	22.63	0.0352914
MvSl-1064-A1-R4_A1g00348	1602	1272.8	2031.45	13.2312
MvSl-1064-A1-R4_A1g00349	1747	1417.8	15331	89.6416
MvSl-1064-A1-R4_A1g00350	2786	2456.8	689	2.32489
MvSl-1064-A1-R4_A1g00351	4538	4208.8	6727	13.25
MvSl-1064-A1-R4_A1g00352	912	584.603	951	13.4857
MvSl-1064-A1-R4_A1g00353	2873	2543.8	2831.69	9.22817
MvSl-1064-A1-R4_A1g00354	159	21.7882	48.3202	18.3848
MvSl-1064-A1-R4_A1g00355	1134	804.796	18802.6	193.68
MvSl-1064-A1-R4_A1g00356	174	25.8341	125.457	40.2582
MvSl-1064-A1-R4_A1g00357	4807	4477.8	2696.72	4.99258
MvSl-1064-A1-R4_A1g00358	6732	6402.8	7264.26	9.40533
MvSl-1064-A1-R4_A1g00359	2026	1696.8	8885	43.4091
MvSl-1064-A1-R4_A1g00360	1749	1419.8	521.895	3.04726
MvSl-1064-A1-R4_A1g00361	4841	4511.8	3639.91	6.68796
MvSl-1064-A1-R4_A1g00362	588	283.537	37.4396	1.09465
MvSl-1064-A1-R4_A1g00363	992	662.929	4620.06	57.7741
MvSl-1064-A1-R4_A1g00364	956	627.578	4567.49	60.334
MvSl-1064-A1-R4_A1g00365	183	28.9589	6.78713	1.94293
MvSl-1064-A1-R4_A1g00366	2268	1938.8	1347.2	5.76038
MvSl-1064-A1-R4_A1g00367	1933	1603.8	371	1.91769
MvSl-1064-A1-R4_A1g00368	1460	1130.8	1611	11.8104
MvSl-1064-A1-R4_A1g00369	2329	1999.8	2868	11.889
MvSl-1064-A1-R4_A1g00370	2361	2031.8	2572	10.4941
MvSl-1064-A1-R4_A1g00371	3974	3644.8	3512.99	7.99018
MvSl-1064-A1-R4_A1g00372	3029	2699.8	3262	10.0163
MvSl-1064-A1-R4_A1g00373	1365	1035.8	1011	8.09151
MvSl-1064-A1-R4_A1g00374	2398	2068.8	3424	13.7205
MvSl-1064-A1-R4_A1g00375	477	192.562	402.446	17.3257
MvSl-1064-A1-R4_A1g00376	1297	967.796	26.2486	0.22484
MvSl-1064-A1-R4_A1g00377	1121	791.796	64.9216	0.679718
MvSl-1064-A1-R4_A1g00378	278	63.7423	17	2.21092
MvSl-1064-A1-R4_A1g00379	171	24.8137	28	9.35446
MvSl-1064-A1-R4_A1g00380	640	328.388	1936.8	48.8933
MvSl-1064-A1-R4_A1g00381	180	27.7268	0	0
MvSl-1064-A1-R4_A1g00382	1566	1236.8	383.507	2.57056
MvSl-1064-A1-R4_A1g00383	635	323.795	1164	29.8014
MvSl-1064-A1-R4_A1g00384	420	149.465	1	0.0554643
MvSl-1064-A1-R4_A1g00385	159	21.7882	4	1.52192
MvSl-1064-A1-R4_A1g00386	159	21.7882	4	1.52192
MvSl-1064-A1-R4_A1g00387	1365	1035.8	47.9721	0.383944
MvSl-1064-A1-R4_A1g00388	838	513.499	85.129	1.37433
MvSl-1064-A1-R4_A1g00389	2304	1974.8	2127.6	8.93144
MvSl-1064-A1-R4_A1g00390	1414	1084.8	624	4.76858
MvSl-1064-A1-R4_A1g00391	2382	2052.8	2358	9.52249
MvSl-1064-A1-R4_A1g00392	329	90.5789	0	0
MvSl-1064-A1-R4_A1g00393	204	35.4167	1	0.23407
